场景ID	场景类型	是否可发送组队邀请	场景类型	副本类型	小地图倍数	小地图左右偏移	小地图上下偏移	开启等级	能否使用坐骑	区域组	地图名字	最小等级	最大等级	每条线最大人数限制	背景音	探索的奖励	场景描述	副本初始任务	摄像机设置2.5D	摄像机设置3D	最长挑战时间	场景名字显示	主界面显示的活动按钮	开启场景任务	是否可以托管	评分限制	是否自动追踪任务	视野同步距离	是否回归默认镜头	场景中心点	是否有白天黑夜	小岛场景亮度设置	是否允许星之子觉醒	是否允许召唤使者	是否允许召唤元素灵	场景复活时间
1621	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560115	1	2	0	2.000000	0	0	1	0		50	0		0	1	0	0	0	0
1622	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560116	1	2	0	2.000000	0	0	1	0		50	0		0	1	0	0	0	0
1623	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560117	1	2	0	2.000000	0	0	1	0		50	0		0	1	0	0	0	0
1624	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560118	1	2	0	2.000000	0	0	1	0		50	0		0	1	0	0	0	0
1625	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560120	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1626	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560119	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1627	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560121	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1628	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560122	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1629	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560123	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1630	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560124	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1631	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560125	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1632	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560126	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1633	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560127	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1634	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560128	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1635	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560129	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1636	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560130	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1637	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560131	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1638	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560131	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1639	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560132	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1640	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560133	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1641	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560134	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1642	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560135	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1643	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560136	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1644	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560137	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1645	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560138	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1646	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560139	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1647	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560140	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1648	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560141	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1649	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560143	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1658	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560152	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1659	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560153	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1652	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560146	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1653	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560147	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1654	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560148	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1655	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560149	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1656	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560150	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1657	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560151	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1660	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560154	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1661	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560155	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1662	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560156	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1663	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560157	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1664	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560158	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1665	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560158	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1666	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560159	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1667	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560160	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1668	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560161	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1669	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560162	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1670	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560163	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1671	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560164	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1672	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560165	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1673	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560166	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1674	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560167	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1675	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560168	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1676	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560169	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1677	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560170	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1678	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560171	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1679	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560172	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1680	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560173	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1681	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560174	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1682	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560175	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1683	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560176	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1533	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560300	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1534	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560301	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1535	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560302	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1536	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560303	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1537	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560304	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1538	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560305	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1539	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560306	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1540	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560307	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1541	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560308	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1542	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560309	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1543	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560310	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1544	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560311	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1545	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560312	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1546	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560313	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1547	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560314	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1548	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560315	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1549	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560316	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1487	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560317	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1488	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560318	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1489	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560320	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1490	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560319	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1491	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560321	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1492	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560322	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1493	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560323	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1494	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560324	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1495	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560325	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1496	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560326	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1497	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560327	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1498	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560328	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1499	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560129	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1563	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560130	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1564	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560131	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1565	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560331	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1566	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560332	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1567	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560333	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1568	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560334	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1569	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560335	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1570	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560336	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1571	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560337	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1572	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560338	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1573	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560339	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1574	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560340	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1575	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560341	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1576	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560343	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1577	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560346	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1578	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560347	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1579	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560348	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1580	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560349	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1581	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560350	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1582	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560352	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1583	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560353	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1584	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560351	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1585	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560354	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1586	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560355	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1587	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560356	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1588	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560357	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1589	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560358	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1590	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560158	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1591	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560359	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1592	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560360	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1593	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560361	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1594	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560362	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1595	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560363	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1596	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560364	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1597	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560365	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1598	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560366	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1599	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560367	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1600	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560368	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1684	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560369	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1685	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560370	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1686	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560371	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1687	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560372	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1688	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560373	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1689	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560374	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1690	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560375	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1691	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560376	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1692	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560377	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1693	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560378	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1694	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560379	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
1695	SingleHeroEpicScene	1	38	1	9.000000	0	0	-1	0	-1	ExecuteTaskName560100	20	109	-1	26			560380	1	2	0	2.000000	0	0	1	0		50	1		0	1	0	0	0	0
