编号	类型	分组标签	子标签	排序	是否公会新闻	标题	内容	图标	成就点	奖励	是否可追踪	是否可分享	追踪任务ID	引导行为类型	引导对象	引导场景	引导坐标	是否在成就中隐藏	跳转功能
2040701	277	0	0	0		AchievementName2040701	AchievementContent2040701		0		0	0	0	5	LinkUI:GuildTrainPanel	0		1	66
2040702	277	0	0	0		AchievementName2040702	AchievementContent2040702		0		0	0	0	5	LinkUI:GuildTrainPanel	0		1	66
2040703	277	0	0	0		AchievementName2040703	AchievementContent2040703		0		0	0	0	5	LinkUI:GuildTrainPanel	0		1	66
2040704	277	0	0	0		AchievementName2040704	AchievementContent2040704		0		0	0	0	5	LinkUI:GuildTrainPanel	0		1	66
2040801	284	0	0	0		AchievementName2040801	AchievementContent2040801		0		0	0	0	5	LinkUI:TradingPanel;3;301	0		1	54
2040901	5	0	0	0		AchievementName2040901	AchievementContent2040901		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
2040902	5	0	0	0		AchievementName2040902	AchievementContent2040902		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
2040903	5	0	0	0		AchievementName2040903	AchievementContent2040903		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
2040904	5	0	0	0		AchievementName2040904	AchievementContent2040904		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
2041001	6	0	0	0		AchievementName2041001	AchievementContent2041001		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
2041002	6	0	0	0		AchievementName2041002	AchievementContent2041002		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
2041003	6	0	0	0		AchievementName2041003	AchievementContent2041003		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
2041004	6	0	0	0		AchievementName2041004	AchievementContent2041004		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
2041005	6	0	0	0		AchievementName2041005	AchievementContent2041005		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
2041101	7	0	0	0		AchievementName2041101	AchievementContent2041101		0		0	0	0	5	LinkUI:StrengthenPanel;1	0		1	39
2041102	7	0	0	0		AchievementName2041102	AchievementContent2041102		0		0	0	0	5	LinkUI:StrengthenPanel;1	0		1	39
2041103	7	0	0	0		AchievementName2041103	AchievementContent2041103		0		0	0	0	5	LinkUI:StrengthenPanel;1	0		1	39
2041104	7	0	0	0		AchievementName2041104	AchievementContent2041104		0		0	0	0	5	LinkUI:StrengthenPanel;1	0		1	39
2041105	7	0	0	0		AchievementName2041105	AchievementContent2041105		0		0	0	0	5	LinkUI:StrengthenPanel;1	0		1	39
2041106	7	0	0	0		AchievementName2041106	AchievementContent2041106		0		0	0	0	5	LinkUI:StrengthenPanel;1	0		1	39
2041107	322	0	0	0		AchievementName2041107	AchievementContent2041107		0		0	0	0	5	LinkUI:StrengthenPanel;3	0		1	146
2041201	8	0	0	0		AchievementName2041201	AchievementContent2041201		0		0	0	0	5	LinkUI:StrengthenPanel;1	0		1	39
2041202	8	0	0	0		AchievementName2041202	AchievementContent2041202		0		0	0	0	5	LinkUI:StrengthenPanel;1	0		1	39
2041203	8	0	0	0		AchievementName2041203	AchievementContent2041203		0		0	0	0	5	LinkUI:StrengthenPanel;1	0		1	39
2041301	217	0	0	0		AchievementName2041301	AchievementContent2041301		0		0	0	0	5	LinkUI:AdventureBookPanel;2	0		1	0
2041302	217	0	0	0		AchievementName2041302	AchievementContent2041302		0		0	0	0	5	LinkUI:AdventureBookPanel;2	0		1	0
2041303	328	0	0	0		AchievementName2041303	AchievementContent2041303		0		0	0	0	5	LinkUI:AdventureBookPanel;2	0		1	0
2041401	261	0	0	0		AchievementName2041401	AchievementContent2041401		0		0	0	0	5	LinkUI:PetPanel	0		1	37
2041501	262	0	0	0		AchievementName2041501	AchievementContent2041501		0		0	0	0	5	LinkUI:BagPanel	0		1	0
2041601	218	0	0	0		AchievementName2041601	AchievementContent2041601		0		0	0	0	5	LinkUI:AdventureBookPanel;2	0		1	37
2041602	218	0	0	0		AchievementName2041602	AchievementContent2041602		0		0	0	0	5	LinkUI:AdventureBookPanel;2	0		1	37
2041603	218	0	0	0		AchievementName2041603	AchievementContent2041603		0		0	0	0	5	LinkUI:AdventureBookPanel;2	0		1	37
2041604	218	0	0	0		AchievementName2041604	AchievementContent2041604		0		0	0	0	5	LinkUI:AdventureBookPanel;2	0		1	37
2041605	218	0	0	0		AchievementName2041605	AchievementContent2041605		0		0	0	0	5	LinkUI:AdventureBookPanel;2	0		1	37
2041701	57	0	0	0		AchievementName2041701	AchievementContent2041701		0		0	0	0	5	LinkUI:PetPanel	0		1	37
2041702	57	0	0	0		AchievementName2041702	AchievementContent2041702		0		0	0	0	5	LinkUI:PetPanel	0		1	37
2041703	57	0	0	0		AchievementName2041703	AchievementContent2041703		0		0	0	0	5	LinkUI:PetPanel	0		1	37
2041801	26	0	0	0		AchievementName2041801	AchievementContent2041801		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2041802	26	0	0	0		AchievementName2041802	AchievementContent2041802		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2041803	26	0	0	0		AchievementName2041803	AchievementContent2041803		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2041804	26	0	0	0		AchievementName2041804	AchievementContent2041804		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2041805	26	0	0	0		AchievementName2041805	AchievementContent2041805		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2041901	279	0	0	0		AchievementName2041901	AchievementContent2041901		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2041902	279	0	0	0		AchievementName2041902	AchievementContent2041902		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2041903	279	0	0	0		AchievementName2041903	AchievementContent2041903		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2041904	279	0	0	0		AchievementName2041904	AchievementContent2041904		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2041905	279	0	0	0		AchievementName2041905	AchievementContent2041905		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2042001	80	0	0	0		AchievementName2042001	AchievementContent2042001		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2042101	281	0	0	0		AchievementName2042101	AchievementContent2042101		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2042102	281	0	0	0		AchievementName2042102	AchievementContent2042102		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2042103	281	0	0	0		AchievementName2042103	AchievementContent2042103		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
2042201	244	0	0	0		AchievementName2042201	AchievementContent2042201		0		0	0	0	0		0		1	120
2042202	300	0	0	0		AchievementName2042202	AchievementContent2042202		0		0	0	0	5	LinkUI:MallPanel;0;2	0		1	120
2042203	244	0	0	0		AchievementName2042203	AchievementContent2042203		0		0	0	0	5	LinkUI:MallPanel;0;2	0		1	120
2042204	244	0	0	0		AchievementName2042204	AchievementContent2042204		0		0	0	0	5	LinkUI:ExchangeShopPanel;1	0		1	120
2042301	91	0	0	0		AchievementName2042301	AchievementContent2042301		0		0	0	0	4		1	0.1, -5.4, -67.0	1	120
2042302	93	0	0	0		AchievementName2042302	AchievementContent2042302		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	120
2042401	90	0	0	0		AchievementName2042401	AchievementContent2042401		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	120
2042402	90	0	0	0		AchievementName2042402	AchievementContent2042402		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	120
2042403	90	0	0	0		AchievementName2042403	AchievementContent2042403		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	120
2042404	90	0	0	0		AchievementName2042404	AchievementContent2042404		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	120
2042501	278	0	0	0		AchievementName2042501	AchievementContent2042501		0		0	0	0	5	LinkUI:ExchangeShopPanel;1	0		1	120
2042601	240	0	0	0		AchievementName2042601	AchievementContent2042601		0		0	0	0	4		1	0.1, -5.4, -67.0	1	120
2042701	300	0	0	0		AchievementName2042701	AchievementContent2042701		0		0	0	0	5	LinkUI:ExchangeShopPanel;1	0		1	120
2042702	243	0	0	0		AchievementName2042702	AchievementContent2042702		0		0	0	0	5	LinkUI:ExchangeShopPanel;1	0		1	120
2042703	243	0	0	0		AchievementName2042703	AchievementContent2042703		0		0	0	0	5	LinkUI:ExchangeShopPanel;1	0		1	120
2042704	243	0	0	0		AchievementName2042704	AchievementContent2042704		0		0	0	0	5	LinkUI:ExchangeShopPanel;1	0		1	120
2042705	243	0	0	0		AchievementName2042705	AchievementContent2042705		0		0	0	0	5	LinkUI:ExchangeShopPanel;1	0		1	120
2042706	300	0	0	0		AchievementName2042706	AchievementContent2042706		0		0	0	0	5	LinkUI:ExchangeShopPanel;1	0		1	120
2042801	266	0	0	0		AchievementName2042801	AchievementContent2042801		0		0	0	0	5	LinkUI:SkillPanel	0		1	38
2042901	21	0	0	0		AchievementName2042901	AchievementContent2042901		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
2042902	21	0	0	0		AchievementName2042902	AchievementContent2042902		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
2042903	21	0	0	0		AchievementName2042903	AchievementContent2042903		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
2042904	21	0	0	0		AchievementName2042904	AchievementContent2042904		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
2043001	267	0	0	0		AchievementName2043001	AchievementContent2043001		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
2043101	74	0	0	0		AchievementName2043101	AchievementContent2043101		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
2043102	74	0	0	0		AchievementName2043102	AchievementContent2043102		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
2043103	74	0	0	0		AchievementName2043103	AchievementContent2043103		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
2043201	282	0	0	0		AchievementName2043201	AchievementContent2043201		0		0	0	0	5	LinkUI:ShopPanel;201	0		1	0
2043202	282	0	0	0		AchievementName2043202	AchievementContent2043202		0		0	0	0	5	LinkUI:ShopPanel;201	0		1	0
2043203	282	0	0	0		AchievementName2043203	AchievementContent2043203		0		0	0	0	5	LinkUI:ShopPanel;201	0		1	0
2043301	268	0	0	0		AchievementName2043301	AchievementContent2043301		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	0
2043302	268	0	0	0		AchievementName2043302	AchievementContent2043302		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	0
2043303	268	0	0	0		AchievementName2043303	AchievementContent2043303		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	0
2043304	268	0	0	0		AchievementName2043304	AchievementContent2043304		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	0
2043401	269	0	0	0		AchievementName2043401	AchievementContent2043401		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	0
2043402	269	0	0	0		AchievementName2043402	AchievementContent2043402		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	0
2043403	269	0	0	0		AchievementName2043403	AchievementContent2043403		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	0
2043404	269	0	0	0		AchievementName2043404	AchievementContent2043404		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	0
2043501	226	0	0	0		AchievementName2043501	AchievementContent2043501		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	22
2043502	226	0	0	0		AchievementName2043502	AchievementContent2043502		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	22
2043503	226	0	0	0		AchievementName2043503	AchievementContent2043503		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	22
2043601	94	0	0	0		AchievementName2043601	AchievementContent2043601		0		0	0	0	5	LinkUI:StrengthenPanel;5	0		1	124
2043602	94	0	0	0		AchievementName2043602	AchievementContent2043602		0		0	0	0	5	LinkUI:StrengthenPanel;5	0		1	124
2043603	94	0	0	0		AchievementName2043603	AchievementContent2043603		0		0	0	0	5	LinkUI:StrengthenPanel;5	0		1	124
2043604	94	0	0	0		AchievementName2043604	AchievementContent2043604		0		0	0	0	5	LinkUI:StrengthenPanel;5	0		1	124
2043605	94	0	0	0		AchievementName2043605	AchievementContent2043605		0		0	0	0	5	LinkUI:StrengthenPanel;5	0		1	124
2043701	286	0	0	0		AchievementName2043701	AchievementContent2043701		0		0	0	0	5	LinkUI:StrengthenPanel;5	0		1	124
2043702	286	0	0	0		AchievementName2043702	AchievementContent2043702		0		0	0	0	5	LinkUI:StrengthenPanel;5	0		1	124
2043703	286	0	0	0		AchievementName2043703	AchievementContent2043703		0		0	0	0	5	LinkUI:StrengthenPanel;5	0		1	124
2043801	311	0	0	0		AchievementName2043801	AchievementContent2043801		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	169
2043802	312	0	0	0		AchievementName2043802	AchievementContent2043802		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	169
2043803	312	0	0	0		AchievementName2043803	AchievementContent2043803		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	169
2043804	312	0	0	0		AchievementName2043804	AchievementContent2043804		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	169
2043901	313	0	0	0		AchievementName2043901	AchievementContent2043901		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	169
2043902	314	0	0	0		AchievementName2043902	AchievementContent2043902		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	169
2043903	315	0	0	0		AchievementName2043903	AchievementContent2043903		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	169
2043904	316	0	0	0		AchievementName2043904	AchievementContent2043904		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	169
2043905	317	0	0	0		AchievementName2043905	AchievementContent2043905		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	169
2044001	326	0	0	0		AchievementName2044001	AchievementContent2044001		0		0	0	0	5	LinkUI:StrollEffectTabPanel	0		1	155
2044002	326	0	0	0		AchievementName2044002	AchievementContent2044002		0		0	0	0	5	LinkUI:StrollEffectTabPanel	0		1	155
2044003	327	0	0	0		AchievementName2044003	AchievementContent2044003		0		0	0	0	5	LinkUI:StrollEffectTabPanel	0		1	155
2044004	327	0	0	0		AchievementName2044004	AchievementContent2044004		0		0	0	0	5	LinkUI:StrollEffectTabPanel	0		1	155
2044101	306	0	0	0		AchievementName2044101	AchievementContent2044101		0		0	0	0	5	LinkUI:PeakednessCardPanel	0		1	161
2044102	306	0	0	0		AchievementName2044102	AchievementContent2044102		0		0	0	0	5	LinkUI:PeakednessCardPanel	0		1	161
2044103	306	0	0	0		AchievementName2044103	AchievementContent2044103		0		0	0	0	5	LinkUI:PeakednessCardPanel	0		1	161
2044104	306	0	0	0		AchievementName2044104	AchievementContent2044104		0		0	0	0	5	LinkUI:PeakednessCardPanel	0		1	161
2044201	307	0	0	0		AchievementName2044201	AchievementContent2044201		0		0	0	0	5	LinkUI:PeakednessCardPanel	0		1	161
2044202	308	0	0	0		AchievementName2044202	AchievementContent2044202		0		0	0	0	5	LinkUI:PeakednessCardPanel	0		1	161
2044301	323	0	0	0		AchievementName2044301	AchievementContent2044301		0		0	0	0	5	LinkUI:BagPanel;OpenHallow	0		1	166
2044302	324	0	0	0		AchievementName2044302	AchievementContent2044302		0		0	0	0	5	LinkUI:BagPanel;OpenHallow	0		1	166
2044303	325	0	0	0		AchievementName2044303	AchievementContent2044303		0		0	0	0	5	LinkUI:BagPanel;OpenHallow	0		1	166
2044401	318	0	0	0		AchievementName2044401	AchievementContent2044401		0		0	0	0	5	LinkUI:GuildBadgePanel;0	0		1	177
2044402	319	0	0	0		AchievementName2044402	AchievementContent2044402		0		0	0	0	5	LinkUI:GuildBadgePanel;1	0		1	175
2044403	320	0	0	0		AchievementName2044403	AchievementContent2044403		0		0	0	0	5	LinkUI:GuildBadgePanel;1	0		1	175
4001011	1	0	0	0		AchievementName4001011	AchievementContent4001011		0		0	0	0	5	LinkUI:DungeonInfoPanel;3;2	0		1	25
4001012	15	0	0	0		AchievementName4001012	AchievementContent4001012		0		0	0	0	5	LinkUI:ArenaPanel	0		1	13
4001013	62	0	0	0		AchievementName4001013	AchievementContent4001013		0		0	0	0	1	npc_10080	40	17.9, 0.8, 7.4	1	50
4001021	27	0	0	0		AchievementName4001021	AchievementContent4001021		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	3
4001022	287	0	0	0		AchievementName4001022	AchievementContent4001022		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	136
4001023	78	0	0	0		AchievementName4001023	AchievementContent4001023		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	111
4001031	254	0	0	0		AchievementName4001031	AchievementContent4001031		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	50
4001032	253	0	0	0		AchievementName4001032	AchievementContent4001032		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	50
4001033	277	0	0	0		AchievementName4001033	AchievementContent4001033		0		0	0	0	5	LinkUI:GuildTrainPanel	0		1	66
4001041	1	0	0	0		AchievementName4001041	AchievementContent4001041		0		0	0	0	5	LinkUI:DungeonInfoPanel;1;2	0		1	25
4001042	18	0	0	0		AchievementName4001042	AchievementContent4001042		0		0	0	0	5	LinkUI:DevilSealPanel	0		1	31
4001043	19	0	0	0		AchievementName4001043	AchievementContent4001043		0		0	0	0	5	LinkUI:AdventurePanel	0		1	63
4001051	90	0	0	0		AchievementName4001051	AchievementContent4001051		0		0	0	0	5	LinkUI:SkillPanel;2	0		1	120
4001052	278	0	0	0		AchievementName4001052	AchievementContent4001052		0		0	0	0	5	LinkUI:ExchangeShopPanel;1	0		1	120
4001053	242	0	0	0		AchievementName4001053	AchievementContent4001053		0		0	0	0	5	LinkUI:AdventureBookPanel;3	0		1	69
4001061	217	0	0	0		AchievementName4001061	AchievementContent4001061		0		0	0	0	5	LinkUI:AdventureBookPanel;2	0		1	61
4001062	217	0	0	0		AchievementName4001062	AchievementContent4001062		0		0	0	0	5	LinkUI:AdventureBookPanel;2	0		1	61
4001063	57	0	0	0		AchievementName4001063	AchievementContent4001063		0		0	0	0	5	LinkUI:PetPanel	0		1	37
4001071	1	0	0	0		AchievementName4001071	AchievementContent4001071		0		0	0	0	5	LinkUI:DungeonInfoPanel;100	0		1	26
4001072	76	0	0	0		AchievementName4001072	AchievementContent4001072		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	109
4001073	6	0	0	0		AchievementName4001073	AchievementContent4001073		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
4001081	25	0	0	0		AchievementName4001081	AchievementContent4001081		0		0	0	0	5	LinkUI:AdventurePanel	0		1	0
4001082	240	0	0	0		AchievementName4001082	AchievementContent4001082		0		0	0	0	5	LinkUI:AdventurePanel	0		1	0
4001083	7	0	0	0		AchievementName4001083	AchievementContent4001083		0		0	0	0	5	LinkUI:StrengthenPanel;1	0		1	39
4001091	9	0	0	0		AchievementName4001091	AchievementContent4001091		0		0	0	0	1	npc_forging_001	2	12.9, 0.0, -11.9	1	1
4001092	274	0	0	0		AchievementName4001092	AchievementContent4001092		0		0	0	0	1	npc_forging_002	2	17.4, 0.0, -15.6	1	32
4001093	275	0	0	0		AchievementName4001093	AchievementContent4001093		0		0	0	0	1	npc_forging_002	2	17.4, 0.0, -15.6	1	96
4001101	1	0	0	0		AchievementName4001101	AchievementContent4001101		0		0	0	0	5	LinkUI:DungeonInfoPanel;4;2	0		1	25
4001102	220	0	0	0		AchievementName4001102	AchievementContent4001102		0		0	0	0	1	npc_10046	2	11.8, 1.3, -42.4	1	33
4001103	24	0	0	0		AchievementName4001103	AchievementContent4001103		0		0	0	0	1	npc_10046	2	11.8, 1.3, -42.4	1	33
4001111	21	0	0	0		AchievementName4001111	AchievementContent4001111		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
4001112	74	0	0	0		AchievementName4001112	AchievementContent4001112		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
4001113	222	0	0	0		AchievementName4001113	AchievementContent4001113		0		0	0	0	1	npc_10205	2	-14.0, 0.0, 6.3	1	80
4001121	230	0	0	0		AchievementName4001121	AchievementContent4001121		0		0	0	0	1	npc_multi	2	-54.7, 5.9, 28.8	1	14
4001122	70	0	0	0		AchievementName4001122	AchievementContent4001122		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	106
4001123	238	0	0	0		AchievementName4001123	AchievementContent4001123		0		0	0	0	5	LinkUI:AdventureBookPanel;1	0		1	2007
4001131	88	0	0	0		AchievementName4001131	AchievementContent4001131		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	105
4001132	26	0	0	0		AchievementName4001132	AchievementContent4001132		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
4001133	281	0	0	0		AchievementName4001133	AchievementContent4001133		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
4001141	1	0	0	0		AchievementName4001141	AchievementContent4001141		0		0	0	0	5	LinkUI:DungeonInfoPanel;5;2	0		1	25
4001142	236	0	0	0		AchievementName4001142	AchievementContent4001142		0		0	0	0	5	LinkUI:GrowUpPanel;5	0		1	8
4001143	94	0	0	0		AchievementName4001143	AchievementContent4001143		0		0	0	0	5	LinkUI:StrengthenPanel;5	0		1	124
1690101	12	0	0	0		AchievementName1690101	AchievementContent1690101		0		0	0	0	5	LinkUI:SocialPanel	0		1	41
1690102	38	0	0	0		AchievementName1690102	AchievementContent1690102		0		0	0	0	5	GuildLinkUI	0		1	50
1690103	1	0	0	0		AchievementName1690103	AchievementContent1690103		0		0	0	0	5	LinkUI:DungeonInfoPanel;3;1	0		1	25
1690104	1	0	0	0		AchievementName1690104	AchievementContent1690104		0		0	0	0	5	LinkUI:DungeonInfoPanel;2;1	0		1	25
1690105	16	0	0	0		AchievementName1690105	AchievementContent1690105		0		0	0	0	5	LinkUI:AdventurePanel	0		1	30
1690106	1	0	0	0		AchievementName1690106	AchievementContent1690106		0		0	0	0	5	LinkUI:DungeonInfoPanel;3;2	0		1	25
1690107	26	0	0	0		AchievementName1690107	AchievementContent1690107		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
1690108	314	0	0	0		AchievementName1690108	AchievementContent1690108		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	170
1690109	311	0	0	0		AchievementName1690109	AchievementContent1690109		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	169
1690110	311	0	0	0		AchievementName1690110	AchievementContent1690110		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	169
1690111	53	0	0	0		AchievementName1690111	AchievementContent1690111		0		0	0	0	5	LinkUI:ChatPanel;1	0		1	52
1690112	12	0	0	0		AchievementName1690112	AchievementContent1690112		0		0	0	0	5	LinkUI:SocialPanel	0		1	41
1690113	104	0	0	0		AchievementName1690113	AchievementContent1690113		0		0	0	0	5	LinkUI:StarTracePanel	0		1	183
1690114	1	0	0	0		AchievementName1690114	AchievementContent1690114		0		0	0	0	5	LinkUI:DungeonInfoPanel;1;1	0		1	25
1690115	1	0	0	0		AchievementName1690115	AchievementContent1690115		0		0	0	0	5	LinkUI:DungeonInfoPanel;2;2	0		1	25
1690116	1	0	0	0		AchievementName1690116	AchievementContent1690116		0		0	0	0	5	LinkUI:DungeonInfoPanel;2;3	0		1	25
1690117	6	0	0	0		AchievementName1690117	AchievementContent1690117		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
1690118	57	0	0	0		AchievementName1690118	AchievementContent1690118		0		0	0	0	5	LinkUI:PetPanel	0		1	98
1690119	57	0	0	0		AchievementName1690119	AchievementContent1690119		0		0	0	0	5	LinkUI:PetPanel	0		1	35
1690120	235	0	0	0		AchievementName1690120	AchievementContent1690120		0		0	0	0	5	LinkUI:BagPanel	0		1	7
1690121	258	0	0	0		AchievementName1690121	AchievementContent1690121		0		0	0	0	5	LinkUI:AdventurePanel;2	0		1	67
1690122	52	0	0	0		AchievementName1690122	AchievementContent1690122		0		0	0	0	5	LinkUI:ChatPanel;1	0		1	0
1690123	294	0	0	0		AchievementName1690123	AchievementContent1690123		0		0	0	0	5	LinkUI:SoulStarCubePanel	0		1	145
1690124	220	0	0	0		AchievementName1690124	AchievementContent1690124		0		0	0	0	1	npc_10046	2	11.8, 1.3, -42.4	1	33
1690125	1	0	0	0		AchievementName1690125	AchievementContent1690125		0		0	0	0	5	LinkUI:DungeonInfoPanel;1;2	0		1	25
1690126	1	0	0	0		AchievementName1690126	AchievementContent1690126		0		0	0	0	5	LinkUI:DungeonInfoPanel;100;1	0		1	26
1690127	272	0	0	0		AchievementName1690127	AchievementContent1690127		0		0	0	0	1	npc_forging_001	2	12.9, 0.0, -11.9	1	1
1690128	26	0	0	0		AchievementName1690128	AchievementContent1690128		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	39
1690129	7	0	0	0		AchievementName1690129	AchievementContent1690129		0		0	0	0	5	LinkUI:StrengthenPanel;1	0		1	39
1690130	6	0	0	0		AchievementName1690130	AchievementContent1690130		0		0	0	0	5	LinkUI:StrengthenPanel	0		1	12
1690131	305	0	0	0		AchievementName1690131	AchievementContent1690131		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	160
1690132	76	0	0	0		AchievementName1690132	AchievementContent1690132		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	109
1690133	1	0	0	0		AchievementName1690133	AchievementContent1690133		0		0	0	0	5	LinkUI:DungeonInfoPanel;1;3	0		1	25
1690134	1	0	0	0		AchievementName1690134	AchievementContent1690134		0		0	0	0	5	LinkUI:DungeonInfoPanel;100	0		1	26
1690135	306	0	0	0		AchievementName1690135	AchievementContent1690135		0		0	0	0	5	LinkUI:PeakednessCardPanel	0		1	161
1690136	26	0	0	0		AchievementName1690136	AchievementContent1690136		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
1690137	281	0	0	0		AchievementName1690137	AchievementContent1690137		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
1690138	279	0	0	0		AchievementName1690138	AchievementContent1690138		0		0	0	0	5	LinkUI:BagPanel;OpenSoulStone	0		1	40
1690139	305	0	0	0		AchievementName1690139	AchievementContent1690139		0		0	0	0	5	LinkUI:AdventurePanel;3	0		1	160
1690140	222	0	0	0		AchievementName1690140	AchievementContent1690140		0		0	0	0	1	npc_10205	2	-14.0, 0.0, 6.3	1	80
1690141	222	0	0	0		AchievementName1690141	AchievementContent1690141		0		0	0	0	1	npc_10205	2	-14.0, 0.0, 6.3	1	80
1690142	220	0	0	0		AchievementName1690142	AchievementContent1690142		0		0	0	0	1	npc_10046	2	11.8, 1.3, -42.4	1	33
1690143	282	0	0	0		AchievementName1690143	AchievementContent1690143		0		0	0	0	5	LinkUI:ShopPanel;201	0		1	0
1690144	84	0	0	0		AchievementName1690144	AchievementContent1690144		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
1690145	74	0	0	0		AchievementName1690145	AchievementContent1690145		0		0	0	0	5	LinkUI:SkillPanel;1	0		1	38
1690146	306	0	0	0		AchievementName1690146	AchievementContent1690146		0		0	0	0	5	LinkUI:PeakednessCardPanel	0		1	161
1690147	1	0	0	0		AchievementName1690147	AchievementContent1690147		0		0	0	0	5	LinkUI:DungeonInfoPanel;4;2	0		1	25
1690148	1	0	0	0		AchievementName1690148	AchievementContent1690148		0		0	0	0	5	LinkUI:DungeonInfoPanel;4;3	0		1	25
1690149	104	0	0	0		AchievementName1690149	AchievementContent1690149		0		0	0	0	5	LinkUI:StarTracePanel	0		1	183
1690150	313	0	0	0		AchievementName1690150	AchievementContent1690150		0		0	0	0	5	LinkUI:MercenaryPanel	0		1	170
