种族编号	npc编号
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	17,29,41,53
1	5,29,41,53
1	5,17,29,53
1	5,17,29,53
1	5,17,29,41
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	16
1	4
1	4
1	4
1	4
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	15
1	3
1	3
1	3
1	3
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	14
1	2
1	2
1	2
1	2
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
1	13
1	1
1	1
1	1
1	1
