流水id	套装编号	套装类型	套装数量	属性值ID	战力类型	战力计算	提升技能	提升等级数量	BuffID	属性描述	需求进阶品阶数	进阶分组
1118	10203204	1	6	1100246901	2	50		0			0	0
1119	10203205	1	2	1100242901	2	500		0			0	0
1120	10203205	1	4	1100244901	2	50		0			0	0
1121	10203205	1	6	1100246901	2	50		0			0	0
1122	10203206	1	2	1100242901	2	500		0			0	0
1123	10203206	1	4	1100244901	2	50		0			0	0
1124	10203206	1	6	1100246901	2	50		0			0	0
1125	10204201	1	2	1100262901	1	6		0			0	1
1126	10204201	1	2	1100262902	1	6		0			6	1
1127	10204201	1	2	1100262903	1	6		0			12	1
1128	10204201	1	2	1100262904	1	6		0			18	1
1129	10204201	1	2	1100262905	1	6		0			24	1
1130	10204201	1	2	1100262906	1	6		0			30	1
1131	10204201	1	2	1100262907	1	6		0			36	1
1132	10204201	1	2	1100262908	1	6		0			42	1
1133	10204201	1	2	1100262909	1	6		0			48	1
1134	10204201	1	2	1100262910	1	6		0			54	1
1135	10204201	1	2	1100262911	1	6		0			60	1
1136	10204201	1	2	1100262912	1	6		0			66	1
1137	10204201	1	2	1100262913	1	6		0			72	1
1138	10204201	1	2	1100262914	1	6		0			78	1
1139	10204201	1	2	1100262915	1	6		0			84	1
1140	10204201	1	3	1100263101	1	6		0			0	1
1141	10204201	1	3	1100263102	1	6		0			12	1
1142	10204201	1	3	1100263103	1	6		0			24	1
1143	10204201	1	3	1100263104	1	6		0			36	1
1144	10204201	1	3	1100263105	1	6		0			48	1
1145	10204201	1	3	1100263106	1	6		0			60	1
1146	10204201	1	3	1100263107	1	6		0			72	1
1147	10204201	1	3	1100263108	1	6		0			84	1
1148	10204201	1	4	1100264901	2	350		0			0	1
1149	10204201	1	4	1100264902	2	450		0			15	1
1150	10204201	1	4	1100264903	2	550		0			30	1
1151	10204201	1	4	1100264904	2	650		0			45	1
1152	10204201	1	4	1100264905	2	750		0			60	1
1153	10204201	1	4	1100264906	2	900		0			72	1
1154	10204201	1	4	1100264907	2	1100		0			84	1
1155	10204201	1	5	1100265101	1	6		0			0	1
1156	10204201	1	5	1100265102	1	6		0			20	1
1157	10204201	1	5	1100265103	1	6		0			40	1
1158	10204201	1	5	1100265104	1	6		0			60	1
1159	10204201	1	5	1100265105	1	6		0			72	1
1160	10204201	1	5	1100265106	1	6		0			84	1
1161	10204201	1	6	1100266901	2	350		0			0	1
1162	10204201	1	6	1100266902	2	450		0			15	1
1163	10204201	1	6	1100266903	2	550		0			30	1
1164	10204201	1	6	1100266904	2	650		0			45	1
1165	10204201	1	6	1100266905	2	750		0			60	1
1166	10204201	1	6	1100266906	2	900		0			72	1
1167	10204201	1	6	1100266907	2	1100		0			84	1
1168	10204202	1	2	1100262901	1	6		0			0	1
1169	10204202	1	2	1100262902	1	6		0			6	1
1170	10204202	1	2	1100262903	1	6		0			12	1
1171	10204202	1	2	1100262904	1	6		0			18	1
1172	10204202	1	2	1100262905	1	6		0			24	1
1173	10204202	1	2	1100262906	1	6		0			30	1
1174	10204202	1	2	1100262907	1	6		0			36	1
1175	10204202	1	2	1100262908	1	6		0			42	1
1176	10204202	1	2	1100262909	1	6		0			48	1
1177	10204202	1	2	1100262910	1	6		0			54	1
1178	10204202	1	2	1100262911	1	6		0			60	1
1179	10204202	1	2	1100262912	1	6		0			66	1
1180	10204202	1	2	1100262913	1	6		0			72	1
1181	10204202	1	2	1100262914	1	6		0			78	1
1182	10204202	1	2	1100262915	1	6		0			84	1
1183	10204202	1	3	1100263201	1	6		0			0	1
1184	10204202	1	3	1100263202	1	6		0			12	1
1185	10204202	1	3	1100263203	1	6		0			24	1
1186	10204202	1	3	1100263204	1	6		0			36	1
1187	10204202	1	3	1100263205	1	6		0			48	1
1188	10204202	1	3	1100263206	1	6		0			60	1
1189	10204202	1	3	1100263207	1	6		0			72	1
1190	10204202	1	3	1100263208	1	6		0			84	1
1191	10204202	1	4	1100264901	2	350		0			0	1
1192	10204202	1	4	1100264902	2	450		0			15	1
1193	10204202	1	4	1100264903	2	550		0			30	1
1194	10204202	1	4	1100264904	2	650		0			45	1
1195	10204202	1	4	1100264905	2	750		0			60	1
1196	10204202	1	4	1100264906	2	900		0			72	1
1197	10204202	1	4	1100264907	2	1100		0			84	1
1198	10204202	1	5	1100265201	1	6		0			0	1
1199	10204202	1	5	1100265202	1	6		0			20	1
1200	10204202	1	5	1100265203	1	6		0			40	1
1201	10204202	1	5	1100265204	1	6		0			60	1
1202	10204202	1	5	1100265205	1	6		0			72	1
1203	10204202	1	5	1100265206	1	6		0			84	1
1204	10204202	1	6	1100266901	2	350		0			0	1
1205	10204202	1	6	1100266902	2	450		0			15	1
1206	10204202	1	6	1100266903	2	550		0			30	1
1207	10204202	1	6	1100266904	2	650		0			45	1
1208	10204202	1	6	1100266905	2	750		0			60	1
1209	10204202	1	6	1100266906	2	900		0			72	1
1210	10204202	1	6	1100266907	2	1100		0			84	1
1211	10204203	1	2	1100262901	1	6		0			0	1
1212	10204203	1	2	1100262902	1	6		0			6	1
1213	10204203	1	2	1100262903	1	6		0			12	1
1214	10204203	1	2	1100262904	1	6		0			18	1
1215	10204203	1	2	1100262905	1	6		0			24	1
1216	10204203	1	2	1100262906	1	6		0			30	1
1217	10204203	1	2	1100262907	1	6		0			36	1
1218	10204203	1	2	1100262908	1	6		0			42	1
1219	10204203	1	2	1100262909	1	6		0			48	1
1220	10204203	1	2	1100262910	1	6		0			54	1
1221	10204203	1	2	1100262911	1	6		0			60	1
1222	10204203	1	2	1100262912	1	6		0			66	1
1223	10204203	1	2	1100262913	1	6		0			72	1
1224	10204203	1	2	1100262914	1	6		0			78	1
1225	10204203	1	2	1100262915	1	6		0			84	1
1226	10204203	1	3	1100263301	1	6		0			0	1
1227	10204203	1	3	1100263302	1	6		0			12	1
1228	10204203	1	3	1100263303	1	6		0			24	1
1229	10204203	1	3	1100263304	1	6		0			36	1
1230	10204203	1	3	1100263305	1	6		0			48	1
1231	10204203	1	3	1100263306	1	6		0			60	1
1232	10204203	1	3	1100263307	1	6		0			72	1
1233	10204203	1	3	1100263308	1	6		0			84	1
1234	10204203	1	4	1100264901	2	350		0			0	1
1235	10204203	1	4	1100264902	2	450		0			15	1
1236	10204203	1	4	1100264903	2	550		0			30	1
1237	10204203	1	4	1100264904	2	650		0			45	1
1238	10204203	1	4	1100264905	2	750		0			60	1
1239	10204203	1	4	1100264906	2	900		0			72	1
1240	10204203	1	4	1100264907	2	1100		0			84	1
1241	10204203	1	5	1100265301	1	6		0			0	1
1242	10204203	1	5	1100265302	1	6		0			20	1
1243	10204203	1	5	1100265303	1	6		0			40	1
1244	10204203	1	5	1100265304	1	6		0			60	1
1245	10204203	1	5	1100265305	1	6		0			72	1
1246	10204203	1	5	1100265306	1	6		0			84	1
1247	10204203	1	6	1100266901	2	350		0			0	1
1248	10204203	1	6	1100266902	2	450		0			15	1
1249	10204203	1	6	1100266903	2	550		0			30	1
1250	10204203	1	6	1100266904	2	650		0			45	1
1251	10204203	1	6	1100266905	2	750		0			60	1
1252	10204203	1	6	1100266906	2	900		0			72	1
1253	10204203	1	6	1100266907	2	1100		0			84	1
1254	10204204	1	2	1100262901	1	6		0			0	1
1255	10204204	1	2	1100262902	1	6		0			6	1
1256	10204204	1	2	1100262903	1	6		0			12	1
1257	10204204	1	2	1100262904	1	6		0			18	1
1258	10204204	1	2	1100262905	1	6		0			24	1
1259	10204204	1	2	1100262906	1	6		0			30	1
1260	10204204	1	2	1100262907	1	6		0			36	1
1261	10204204	1	2	1100262908	1	6		0			42	1
1262	10204204	1	2	1100262909	1	6		0			48	1
1263	10204204	1	2	1100262910	1	6		0			54	1
1264	10204204	1	2	1100262911	1	6		0			60	1
1265	10204204	1	2	1100262912	1	6		0			66	1
1266	10204204	1	2	1100262913	1	6		0			72	1
1267	10204204	1	2	1100262914	1	6		0			78	1
1268	10204204	1	2	1100262915	1	6		0			84	1
1269	10204204	1	3	1100263401	1	6		0			0	1
1270	10204204	1	3	1100263402	1	6		0			12	1
1271	10204204	1	3	1100263403	1	6		0			24	1
1272	10204204	1	3	1100263404	1	6		0			36	1
1273	10204204	1	3	1100263405	1	6		0			48	1
1274	10204204	1	3	1100263406	1	6		0			60	1
1275	10204204	1	3	1100263407	1	6		0			72	1
1276	10204204	1	3	1100263408	1	6		0			84	1
1277	10204204	1	4	1100264901	2	350		0			0	1
1278	10204204	1	4	1100264902	2	450		0			15	1
1279	10204204	1	4	1100264903	2	550		0			30	1
1280	10204204	1	4	1100264904	2	650		0			45	1
1281	10204204	1	4	1100264905	2	750		0			60	1
1282	10204204	1	4	1100264906	2	900		0			72	1
1283	10204204	1	4	1100264907	2	1100		0			84	1
1284	10204204	1	5	1100265401	1	6		0			0	1
1285	10204204	1	5	1100265402	1	6		0			20	1
1286	10204204	1	5	1100265403	1	6		0			40	1
1287	10204204	1	5	1100265404	1	6		0			60	1
1288	10204204	1	5	1100265405	1	6		0			72	1
1289	10204204	1	5	1100265406	1	6		0			84	1
1290	10204204	1	6	1100266901	2	350		0			0	1
1291	10204204	1	6	1100266902	2	450		0			15	1
1292	10204204	1	6	1100266903	2	550		0			30	1
1293	10204204	1	6	1100266904	2	650		0			45	1
1294	10204204	1	6	1100266905	2	750		0			60	1
1295	10204204	1	6	1100266906	2	900		0			72	1
1296	10204204	1	6	1100266907	2	1100		0			84	1
1297	10204205	1	2	1100262901	1	6		0			0	1
1298	10204205	1	2	1100262902	1	6		0			6	1
1299	10204205	1	2	1100262903	1	6		0			12	1
1300	10204205	1	2	1100262904	1	6		0			18	1
1301	10204205	1	2	1100262905	1	6		0			24	1
1302	10204205	1	2	1100262906	1	6		0			30	1
1303	10204205	1	2	1100262907	1	6		0			36	1
1304	10204205	1	2	1100262908	1	6		0			42	1
1305	10204205	1	2	1100262909	1	6		0			48	1
1306	10204205	1	2	1100262910	1	6		0			54	1
1307	10204205	1	2	1100262911	1	6		0			60	1
1308	10204205	1	2	1100262912	1	6		0			66	1
1309	10204205	1	2	1100262913	1	6		0			72	1
1310	10204205	1	2	1100262914	1	6		0			78	1
1311	10204205	1	2	1100262915	1	6		0			84	1
1312	10204205	1	3	1100263501	1	6		0			0	1
1313	10204205	1	3	1100263502	1	6		0			12	1
1314	10204205	1	3	1100263503	1	6		0			24	1
1315	10204205	1	3	1100263504	1	6		0			36	1
1316	10204205	1	3	1100263505	1	6		0			48	1
1317	10204205	1	3	1100263506	1	6		0			60	1
1318	10204205	1	3	1100263507	1	6		0			72	1
1319	10204205	1	3	1100263508	1	6		0			84	1
1320	10204205	1	4	1100264901	2	350		0			0	1
1321	10204205	1	4	1100264902	2	450		0			15	1
1322	10204205	1	4	1100264903	2	550		0			30	1
1323	10204205	1	4	1100264904	2	650		0			45	1
1324	10204205	1	4	1100264905	2	750		0			60	1
1325	10204205	1	4	1100264906	2	900		0			72	1
1326	10204205	1	4	1100264907	2	1100		0			84	1
1327	10204205	1	5	1100265501	1	6		0			0	1
1328	10204205	1	5	1100265502	1	6		0			20	1
1329	10204205	1	5	1100265503	1	6		0			40	1
1330	10204205	1	5	1100265504	1	6		0			60	1
1331	10204205	1	5	1100265505	1	6		0			72	1
1332	10204205	1	5	1100265506	1	6		0			84	1
1333	10204205	1	6	1100266901	2	350		0			0	1
1334	10204205	1	6	1100266902	2	450		0			15	1
1335	10204205	1	6	1100266903	2	550		0			30	1
1336	10204205	1	6	1100266904	2	650		0			45	1
1337	10204205	1	6	1100266905	2	750		0			60	1
1338	10204205	1	6	1100266906	2	900		0			72	1
1339	10204205	1	6	1100266907	2	1100		0			84	1
1340	10204206	1	2	1100262901	1	6		0			0	1
1341	10204206	1	2	1100262902	1	6		0			6	1
1342	10204206	1	2	1100262903	1	6		0			12	1
1343	10204206	1	2	1100262904	1	6		0			18	1
1344	10204206	1	2	1100262905	1	6		0			24	1
1345	10204206	1	2	1100262906	1	6		0			30	1
1346	10204206	1	2	1100262907	1	6		0			36	1
1347	10204206	1	2	1100262908	1	6		0			42	1
1348	10204206	1	2	1100262909	1	6		0			48	1
1349	10204206	1	2	1100262910	1	6		0			54	1
1350	10204206	1	2	1100262911	1	6		0			60	1
1351	10204206	1	2	1100262912	1	6		0			66	1
1352	10204206	1	2	1100262913	1	6		0			72	1
1353	10204206	1	2	1100262914	1	6		0			78	1
1354	10204206	1	2	1100262915	1	6		0			84	1
1355	10204206	1	3	1100263601	1	6		0			0	1
1356	10204206	1	3	1100263602	1	6		0			12	1
1357	10204206	1	3	1100263603	1	6		0			24	1
1358	10204206	1	3	1100263604	1	6		0			36	1
1359	10204206	1	3	1100263605	1	6		0			48	1
1360	10204206	1	3	1100263606	1	6		0			60	1
1361	10204206	1	3	1100263607	1	6		0			72	1
1362	10204206	1	3	1100263608	1	6		0			84	1
1363	10204206	1	4	1100264901	2	350		0			0	1
1364	10204206	1	4	1100264902	2	450		0			15	1
1365	10204206	1	4	1100264903	2	550		0			30	1
1366	10204206	1	4	1100264904	2	650		0			45	1
1367	10204206	1	4	1100264905	2	750		0			60	1
1368	10204206	1	4	1100264906	2	900		0			72	1
1369	10204206	1	4	1100264907	2	1100		0			84	1
1370	10204206	1	5	1100265601	1	6		0			0	1
1371	10204206	1	5	1100265602	1	6		0			20	1
1372	10204206	1	5	1100265603	1	6		0			40	1
1373	10204206	1	5	1100265604	1	6		0			60	1
1374	10204206	1	5	1100265605	1	6		0			72	1
1375	10204206	1	5	1100265606	1	6		0			84	1
1376	10204206	1	6	1100266901	2	350		0			0	1
1377	10204206	1	6	1100266902	2	450		0			15	1
1378	10204206	1	6	1100266903	2	550		0			30	1
1379	10204206	1	6	1100266904	2	650		0			45	1
1380	10204206	1	6	1100266905	2	750		0			60	1
1381	10204206	1	6	1100266906	2	900		0			72	1
1382	10204206	1	6	1100266907	2	1100		0			84	1
1383	20355399	1	2	1100272901	1	6		0			0	1
1384	20355399	1	2	1100272902	1	6		0			5	1
1385	20355399	1	2	1100272903	1	6		0			10	1
1386	20355399	1	2	1100272904	1	6		0			15	1
1387	20355399	1	2	1100272905	1	6		0			20	1
1388	20355399	1	2	1100272906	1	6		0			25	1
1389	20355399	1	2	1100272907	1	6		0			30	1
1390	20355399	1	2	1100272908	1	6		0			35	1
1391	20355399	1	2	1100272909	1	6		0			40	1
1392	20355399	1	2	1100272910	1	6		0			45	1
1393	20355399	1	2	1100272911	1	6		0			48	1
1394	20355399	1	2	1100272912	1	6		0			52	1
1395	20355399	1	3	1100273901	2	800		0			0	1
1396	20355399	1	3	1100273902	2	900		0			10	1
1397	20355399	1	3	1100273903	2	1000		0			20	1
1398	20355399	1	3	1100273904	2	1100		0			30	1
1399	20355399	1	3	1100273905	2	1200		0			40	1
1400	20355399	1	3	1100273906	2	1350		0			48	1
1401	20355399	1	3	1100273907	2	1500		0			56	1
1402	20355399	1	4	1100274901	2	800		0			0	1
1403	20355399	1	4	1100274902	2	900		0			10	1
1404	20355399	1	4	1100274903	2	1000		0			20	1
1405	20355399	1	4	1100274904	2	1100		0			30	1
1406	20355399	1	4	1100274905	2	1200		0			40	1
1407	20355399	1	4	1100274909	2	1350		0			48	1
1408	20355399	1	4	1100274911	2	1500		0			56	1
1409	20355399	1	4	1100274906	2	1200		0		Suit1100274906	20	2
1410	20355399	1	4	1100274907	2	1800		0		Suit1100274907	30	2
1411	20355399	1	4	1100274908	2	2400		0		Suit1100274908	40	2
1412	20355399	1	4	1100274910	2	3000		0		Suit1100274910	48	2
1413	20355399	1	4	1100274912	2	3600		0		Suit1100274912	56	2
1414	20355398	1	2	1100282901	1	6		0			0	1
1415	20355398	1	2	1100282902	1	6		0			5	1
1416	20355398	1	2	1100282903	1	6		0			10	1
1417	20355398	1	2	1100282904	1	6		0			15	1
1418	20355398	1	2	1100282905	1	6		0			20	1
1419	20355398	1	2	1100282906	1	6		0			25	1
1420	20355398	1	2	1100282907	1	6		0			30	1
1421	20355398	1	2	1100282908	1	6		0			35	1
1422	20355398	1	2	1100282909	1	6		0			40	1
1423	20355398	1	2	1100282910	1	6		0			45	1
1424	20355398	1	2	1100282911	1	6		0			48	1
1425	20355398	1	2	1100282912	1	6		0			52	1
1426	20355398	1	3	1100283901	2	800		0			0	1
1427	20355398	1	3	1100283902	2	900		0			10	1
1428	20355398	1	3	1100283903	2	1000		0			20	1
1429	20355398	1	3	1100283904	2	1100		0			30	1
1430	20355398	1	3	1100283905	2	1200		0			40	1
1431	20355398	1	3	1100283906	2	1350		0			48	1
1432	20355398	1	3	1100283907	2	1500		0			56	1
1433	20355398	1	4	1100284901	2	800		0			0	1
1434	20355398	1	4	1100284902	2	900		0			10	1
1435	20355398	1	4	1100284903	2	1000		0			20	1
1436	20355398	1	4	1100284904	2	1100		0			30	1
1437	20355398	1	4	1100284905	2	1200		0			40	1
1438	20355398	1	4	1100284909	2	1350		0			48	1
1439	20355398	1	4	1100284911	2	1500		0			56	1
1440	20355398	1	4	1100284906	2	1200		0		Suit1100284906	20	2
1441	20355398	1	4	1100284907	2	1800		0		Suit1100284907	30	2
1442	20355398	1	4	1100284908	2	2400		0		Suit1100284908	40	2
1443	20355398	1	4	1100284910	2	3000		0		Suit1100284910	48	2
1444	20355398	1	4	1100284912	2	3600		0		Suit1100284912	56	2
1445	20304299	1	2	1100292901	1	6		0			0	1
1446	20304299	1	2	1100292902	1	6		0			8	1
1447	20304299	1	2	1100292903	1	6		0			16	1
1448	20304299	1	2	1100292904	1	6		0			24	1
1449	20304299	1	2	1100292905	1	6		0			32	1
1450	20304299	1	2	1100292906	1	6		0			40	1
1451	20304299	1	2	1100292907	1	6		0			48	1
1452	20304299	1	2	1100292908	1	6		0			56	1
1453	20304299	1	3	1100293901	2	200		0			0	1
1454	20304299	1	3	1100293902	2	300		0			10	1
1455	20304299	1	3	1100293903	2	400		0			20	1
1456	20304299	1	3	1100293904	2	500		0			30	1
1457	20304299	1	3	1100293905	2	600		0			40	1
1458	20304299	1	3	1100293906	2	750		0			48	1
1459	20304299	1	3	1100293907	2	900		0			56	1
1460	20304299	1	4	1100294901	2	200		0			0	1
1461	20304299	1	4	1100294902	2	300		0			10	1
1462	20304299	1	4	1100294903	2	400		0			20	1
1463	20304299	1	4	1100294904	2	500		0			30	1
1464	20304299	1	4	1100294905	2	600		0			40	1
1465	20304299	1	4	1100294909	2	750		0			48	1
1466	20304299	1	4	1100294912	2	900		0			56	1
1467	20304299	1	4	1100294906	2	400		0			20	2
1468	20304299	1	4	1100294907	2	600		0			30	2
1469	20304299	1	4	1100294908	2	800		0			40	2
1470	20304299	1	4	1100294910	2	1000		0			48	2
1471	20304299	1	4	1100294911	2	1200		0			56	2
1472	10001	3	2	1119000001	1	6		0			0	1
1473	10001	3	2	1119000002	1	6		0			1	2
1474	10001	3	3	1119000003	1	6		0			0	3
1475	10001	3	3	1119000004	1	6		0			1	4
1476	10002	3	2	1119000005	1	6		0			0	1
1477	10002	3	2	1119000006	1	6		0			1	2
1478	10002	3	3	1119000007	1	6		0			0	3
1479	10002	3	3	1119000008	1	6		0			1	4
1480	10003	3	2	1119000009	1	6		0			0	1
1481	10003	3	2	1119000010	1	6		0			1	2
1482	10003	3	3	1119000011	1	6		0			0	3
1483	10003	3	3	1119000012	1	6		0			1	4
1484	10004	3	2	1119000013	1	6		0			0	1
1485	10004	3	2	1119000014	1	6		0			1	2
1486	10004	3	3	1119000015	1	6		0			0	3
1487	10004	3	3	1119000016	1	6		0			1	4
1488	10004	3	4	1119000017	1	6		0			0	5
1489	10005	3	2	1119000018	1	6		0			0	1
1490	10005	3	2	1119000019	1	6		0			1	2
1491	10005	3	3	1119000020	1	6		0			0	3
1492	10005	3	3	1119000021	1	6		0			1	4
1493	10005	3	4	1119000022	1	6		0			0	5
1494	10006	3	2	1119000023	1	6		0			0	1
1495	10006	3	2	1119000024	1	6		0			1	2
1496	10006	3	3	1119000025	1	6		0			0	3
1497	10006	3	3	1119000026	1	6		0			1	4
1498	10006	3	4	1119000027	1	6		0			0	5
1499	10007	3	2	1119000028	1	6		0			0	1
1500	10007	3	2	1119000029	1	6		0			1	2
1501	10007	3	3	1119000030	1	6		0			0	3
1502	10007	3	3	1119000031	1	6		0			1	4
1503	10008	3	2	1119000032	1	6		0			0	1
1504	10008	3	2	1119000033	1	6		0			1	2
1505	10008	3	3	1119000034	1	6		0			0	3
1506	10008	3	3	1119000035	1	6		0			1	4
1507	10009	3	2	1119000036	1	6		0			0	1
1508	10009	3	2	1119000037	1	6		0			1	2
1509	10009	3	3	1119000038	2	500		0			0	3
1510	10009	3	3	1119000039	1	6		0			1	4
1511	10010	3	2	1119000040	1	6		0			0	1
1512	10010	3	2	1119000041	1	6		0			1	2
1513	10010	3	3	1119000042	1	6		0			0	3
1514	10010	3	3	1119000043	1	6		0			1	4
1515	10011	3	2	1119000044	1	6		0			0	1
1516	10011	3	2	1119000045	1	6		0			1	2
1517	10011	3	3	1119000046	1	6		0			0	3
1518	10011	3	3	1119000047	1	6		0			1	4
1519	10012	3	2	1119000048	1	6		0			0	1
1520	10012	3	2	1119000049	1	6		0			1	2
1521	10012	3	3	1119000050	1	6		0			0	3
1522	10012	3	3	1119000051	1	6		0			1	4
1523	10013	3	2	1119000052	1	6		0			0	1
1524	10013	3	2	1119000053	1	6		0			1	2
1525	10013	3	3	1119000054	1	6		0			0	3
1526	10013	3	3	1119000055	1	6		0			1	4
1527	10013	3	4	1119000056	1	6		0			0	5
1528	10014	3	2	1119000057	1	6		0			0	1
1529	10014	3	2	1119000058	1	6		0			1	2
1530	10014	3	3	1119000059	1	6		0			0	3
1531	10014	3	3	1119000060	1	6		0			1	4
1532	10014	3	4	1119000061	1	6		0			0	5
1533	10015	3	2	1119000062	1	6		0			0	1
1534	10015	3	2	1119000063	1	6		0			1	2
1535	10015	3	3	1119000064	1	6		0			0	3
1536	10015	3	3	1119000065	1	6		0			1	4
1537	10015	3	4	1119000066	1	6		0			0	5
1538	10016	3	2	1119000067	1	6		0			0	1
1539	10016	3	2	1119000068	1	6		0			1	2
1540	10016	3	3	1119000069	1	6		0			0	3
1541	10016	3	3	1119000070	1	6		0			1	4
1542	10016	3	4	1119000071	1	6		0			0	5
1543	10017	3	2	1119000072	1	6		0			0	1
1544	10017	3	2	1119000073	1	6		0			1	2
1545	10017	3	3	1119000074	1	6		0			0	3
1546	10017	3	3	1119000075	1	6		0			1	4
1547	10017	3	4	1119000076	1	6		0			0	5
1548	10018	3	2	1119000077	1	6		0			0	1
1549	10018	3	2	1119000078	1	6		0			1	2
1550	10018	3	3	1119000079	1	6		0			0	3
1551	10018	3	3	1119000080	1	6		0			1	4
1552	10018	3	4	1119000081	1	6		0			0	5
1553	10019	3	2	1119000082	1	6		0			0	1
1554	10019	3	2	1119000083	1	6		0			1	2
1555	10019	3	3	1119000084	1	6		0			0	3
1556	10019	3	3	1119000085	1	6		0			1	4
1557	10020	3	2	1119000086	1	6		0			0	1
1558	10020	3	2	1119000087	1	6		0			1	2
1559	10020	3	3	1119000088	1	6		0			0	3
1560	10020	3	3	1119000089	1	6		0			1	4
1561	10021	3	2	1119000090	1	6		0			0	1
1562	10021	3	2	1119000091	1	6		0			1	2
1563	10021	3	3	1119000092	1	6		0			0	3
1564	10021	3	3	1119000093	1	6		0			1	4
1565	10022	3	2	1119000094	1	6		0			0	1
1566	10022	3	2	1119000095	1	6		0			1	2
1567	10022	3	3	1119000096	1	6		0			0	3
1568	10022	3	3	1119000097	1	6		0			1	4
1569	10023	3	2	1119000098	1	6		0			0	1
1570	10023	3	2	1119000099	1	6		0			1	2
1571	10023	3	3	1119000100	1	6		0			0	3
1572	10023	3	3	1119000101	1	6		0			1	4
1573	10023	3	4	1119000102	1	6		0			0	5
1574	10024	3	2	1119000103	1	6		0			0	1
1575	10024	3	2	1119000104	1	6		0			1	2
1576	10024	3	3	1119000105	1	6		0			0	3
1577	10024	3	3	1119000106	1	6		0			1	4
1578	10025	3	2	1119000107	1	6		0			0	1
1579	10025	3	2	1119000108	1	6		0			1	2
1580	10025	3	3	1119000109	1	6		0			0	3
1581	10025	3	3	1119000110	1	6		0			1	4
1582	10025	3	4	1119000111	1	6		0			0	5
1583	10026	3	2	1119000112	1	6		0			0	1
1584	10026	3	2	1119000113	1	6		0			1	2
1585	10026	3	3	1119000114	1	6		0			0	3
1586	10026	3	3	1119000115	1	6		0			1	4
1587	10027	3	2	1119000116	1	6		0			0	1
1588	10027	3	2	1119000117	1	6		0			1	2
1589	10027	3	3	1119000118	1	6		0			0	3
1590	10027	3	3	1119000119	1	6		0			1	4
1591	10027	3	4	1119000120	1	6		0			0	5
1592	10028	3	2	1119000121	1	6		0			0	1
1593	10028	3	2	1119000122	1	6		0			1	2
1594	10028	3	3	1119000123	1	6		0			0	3
1595	10028	3	3	1119000124	1	6		0			1	4
1596	10029	3	2	1119000125	1	6		0			0	1
1597	10029	3	2	1119000126	1	6		0			1	2
1598	10029	3	3	1119000127	1	6		0			0	3
1599	10029	3	3	1119000128	1	6		0			1	4
1600	10030	3	2	1119000129	1	6		0			0	1
1601	10030	3	2	1119000130	1	6		0			1	2
1602	10030	3	3	1119000131	1	6		0			0	3
1603	10030	3	3	1119000132	1	6		0			1	4
1604	10031	3	2	1119000133	1	6		0			0	1
1605	10031	3	2	1119000134	1	6		0			1	2
1606	10031	3	3	1119000135	1	6		0			0	3
1607	10031	3	3	1119000136	1	6		0			1	4
1608	10031	3	4	1119000137	1	6		0			0	5
1609	10032	3	2	1119000138	1	6		0			0	1
1610	10032	3	2	1119000139	1	6		0			1	2
1611	10032	3	3	1119000140	1	6		0			0	3
1612	10032	3	3	1119000141	1	6		0			1	4
1613	10032	3	4	1119000142	1	6		0			0	5
1614	10033	3	2	1119000143	1	6		0			0	1
1615	10033	3	2	1119000144	1	6		0			1	2
1616	10033	3	3	1119000145	1	6		0			0	3
1617	10033	3	3	1119000146	1	6		0			1	4
1618	10033	3	4	1119000147	1	6		0			0	5
1619	10034	3	2	1119000148	1	6		0			0	1
1620	10034	3	2	1119000149	1	6		0			1	2
1621	10034	3	3	1119000150	1	6		0			0	3
1622	10034	3	3	1119000151	1	6		0			1	4
1623	10035	3	2	1119000152	1	6		0			0	1
1624	10035	3	2	1119000153	1	6		0			1	2
1625	10035	3	3	1119000154	1	6		0			0	3
1626	10035	3	3	1119000155	1	6		0			1	4
1627	10036	3	2	1119000156	1	6		0			0	1
1628	10036	3	2	1119000157	1	6		0			1	2
1629	10036	3	3	1119000158	1	6		0			0	3
1630	10036	3	3	1119000159	1	6		0			1	4
1631	10037	3	2	1119000160	1	6		0			0	1
1632	10037	3	2	1119000161	1	6		0			1	2
1633	10037	3	3	1119000162	1	6		0			0	3
1634	10037	3	3	1119000163	1	6		0			1	4
1635	10037	3	4	1119000164	1	6		0			0	5
1636	10038	3	2	1119000165	1	6		0			0	1
1637	10038	3	2	1119000166	1	6		0			1	2
1638	10038	3	3	1119000167	1	6		0			0	3
1639	10038	3	3	1119000168	1	6		0			1	4
1640	10039	3	2	1119000169	1	6		0			0	1
1641	10039	3	2	1119000170	1	6		0			1	2
1642	10039	3	3	1119000171	1	6		0			0	3
1643	10039	3	3	1119000172	1	6		0			1	4
1644	10040	3	2	1119000173	1	6		0			0	1
1645	10040	3	2	1119000174	1	6		0			1	2
1646	10040	3	3	1119000175	1	6		0			0	3
1647	10040	3	3	1119000176	1	6		0			1	4
1648	10040	3	4	1119000177	1	6		0			0	5
1649	40011461	2	2	401003	1	6		0			0	0
1650	40021461	2	2	401003	1	6		0			0	0
1651	40031461	2	2	401003	1	6		0			0	0
1652	40041461	2	2	401003	1	6		0			0	0
1653	40051461	2	2	401003	1	6		0			0	0
1654	40061461	2	2	401003	1	6		0			0	0
1655	40071461	2	2	401003	1	6		0			0	0
