物件id	物件类型	物品是否上升级预告	物品长（列）	物品宽（行）	物品高	是否可以放置在其他物体上	是否可以放置其他物体	交互格	交互位置组	交互ID	解锁家园等级	物品是否可收回	移动选择序列	清除1份CD的时间	清除1份CD的价格	物品内放置物	物品可转朝向	工厂产物摆放位置	物件外观	模型动作集	动作集对应ID	阻挡信息	有效阻挡长格子	有效阻挡宽格子	响应面板的范围	状态特效id	状态特效	特效缩放	对应的itemid	物件图标	物件名字	快速购买的价格	预览标签偏移	烹饪用道具图标偏移	挂壁格子偏移
7109	7	0	3	2	1	0	0			0	11	1	0	0						0		2,2.25,1.5,0.75	3.000000	2.000000	12	4100149		1.000000	item144300007109	item_144300007109	ObjectName7109		0,1.5,0.1		0.000000
7110	7	0	2	2	1	0	0			0	18	1	0	0						0		2,1.5,1.5,0.75	2.000000	2.000000	12	4100150		1.000000	item144300007110	item_144300007110	ObjectName7110		0,1.5,0.1		0.000000
7111	7	0	1	3	1	0	0			0	8	1	0	0						0		2,0.75,2.25,0.75	1.000000	3.000000	12	4100151		1.000000	item144300007111	item_144300007111	ObjectName7111		0,2.25,0.1		0.000000
7112	7	0	2	1	1	0	0			0	4	1	0	0						0		2,1.5,0.75,0.75	2.000000	1.000000	12	4100152		1.000000	item144300007112	item_144300007112	ObjectName7112		0,0.75,0.1		0.000000
7113	7	0	3	1	1	0	0			0	11	1	0	0						0		2,2.25,0.75,0.75	3.000000	1.000000	12	4100153		1.000000	item144300007113	item_144300007113	ObjectName7113		0,0.75,0.1		0.000000
7114	7	0	1	1	2	0	0			0	14	1	0	0			1;2;3;4			0		2,0.75,0.75,1.5	1.000000	1.000000	12	4100154		1.000000	item144300007114	item_144300007114	ObjectName7114		0,1.5,0		0.000000
7115	7	0	5	2	2	0	0			0	4	1	0	0			1;2;3;4			0		2,3.75,1.5,1.5	5.000000	2.000000	12	4100155		1.000000	item144300007115	item_144300007115	ObjectName7115		0,1.5,0		0.000000
7116	7	0	1	1	3	0	0			0	11	1	0	0			1;2;3;4			0		2,0.75,0.75,2.25	1.000000	1.000000	12	4100156		1.000000	item144300007116	item_144300007116	ObjectName7116		0,2.25,0		0.000000
7117	7	0	1	1	1	0	0			0	6	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100157		1.000000	item144300007117	item_144300007117	ObjectName7117		0,0.75,0		0.000000
7118	7	0	1	1	2	0	0			0	11	1	0	0			1;2;3;4			0		2,0.75,0.75,1.5	1.000000	1.000000	12	4100158		1.000000	item144300007118	item_144300007118	ObjectName7118		0,1.5,0		0.000000
7119	7	0	3	1	2	0	0	1,0,i001;1,2,i002	1;2	2	14	1	0	0			1;2;3;4			0		2,2.25,0.75,1.5	3.000000	1.000000	12	4100159		1.000000	item144300007119	item_144300007119	ObjectName7119		0,1.5,0		0.000000
7120	7	0	1	1	1	0	0			0	8	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	1.000000	1.000000	12	4100160		1.000000	item144300007120	item_144300007120	ObjectName7120		0,0.75,0		0.000000
7121	7	0	1	1	3	0	0			0	4	1	0	0			1;2;3;4			0		2,0.75,0.75,2.25	1.000000	1.000000	12	4100161		1.000000	item144300007121	item_144300007121	ObjectName7121		0,2.25,0		0.000000
7122	7	0	4	1	5	0	0			0	11	1	0	0			1;2;3;4			0		2,3,0.75,3.75	0.000000	0.000000	12	4100162		1.000000	item144300007122	item_144300007122	ObjectName7122		0,3.75,0		0.000000
7123	7	0	2	2	3	0	0	2,0,i001;2,1,i001	1,2	2	4	1	0	0			1;2;3;4			0		2,1.5,1.5,2.25	2.000000	2.000000	3	4100163		1.000000	item144300007123	item_144300007123	ObjectName7123		0,2.25,0		0.000000
7124	7	0	2	2	2	0	0			0	4	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	2	4100164		1.000000	item144300007124	item_144300007124	ObjectName7124		0,1.5,0		0.000000
7125	7	0	3	3	4	0	0			0	18	1	0	0			1;2;3;4			0		2,2.25,2.25,3	2.000000	2.000000	4	4100165		1.000000	item144300007125	item_144300007125	ObjectName7125		0,3,0		0.000000
7126	7	0	4	2	2	0	0			0	18	1	0	0			1;2;3;4			0		2,3,1.5,1.5	4.000000	2.000000	2	4100166		1.000000	item144300007126	item_144300007126	ObjectName7126		0,1.5,0		0.000000
7127	7	0	2	2	3	0	0	2,0,i001;2,1,i001	1,2	2	20	1	0	0			1;2;3;4			0		2,1.5,1.5,2.25	2.000000	2.000000	3	4100167		1.000000	item144300007127	item_144300007127	ObjectName7127		0,2.25,0		0.000000
7128	7	0	2	4	2	0	0	1,-1,i001;2,-1,i001;1,2,i001;2,2,i001	1,2,3,4	3	20	1	0	0			1;2;3;4			0		2,1.5,3,1.5	2.000000	4.000000	2	4100168		1.000000	item144300007128	item_144300007128	ObjectName7128		0,1.5,0		0.000000
7129	7	0	3	1	2	0	0			0	20	1	0	0			1;2;3;4			0		2,2.25,0.75,1.5	0.000000	0.000000	12	4100169		1.000000	item144300007129	item_144300007129	ObjectName7129		0,1.5,0		0.000000
7130	7	0	2	2	2	0	0			0	4	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100170		1.000000	item144300007130	item_144300007130	ItemName_144300007130		0,1.5,0		0.000000
7131	7	0	2	2	2	0	0			0	4	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100171		1.000000	item144300007131	item_144300007131	ItemName_144300007131		0,1.5,0		0.000000
7132	7	0	2	2	2	0	0			0	4	1	0	0			1;2;3;4			0		2,1.5,1.5,1.5	2.000000	2.000000	12	4100172		1.000000	item144300007132	item_144300007132	ItemName_144300007132		0,1.5,0		0.000000
14001	14	0	1	1	0	0	0			5	0	0	0	0						0			1.000000	1.000000	12	4100041		0.500000							0.000000
14002	14	0	1	1	0	0	0			5	0	0	0	0						0			1.000000	1.000000	12	4100042		0.500000							0.000000
14003	14	0	1	1	0	0	0			5	0	0	0	0						0			1.000000	1.000000	12	4100043		0.500000							0.000000
14004	14	0	1	1	0	0	0			5	0	0	0	0						0			1.000000	1.000000	12	4100044		0.500000							0.000000
14005	14	0	1	1	1	0	0			9	1	0	0	0			1;2;3;4			0			1.000000	1.000000	12	4100088		0.500000							0.000000
14006	14	0	1	1	1	0	0			9	1	0	0	0			1;2;3;4			0			1.000000	1.000000	12	4100089		0.500000							0.000000
14007	14	0	1	1	1	0	0			9	1	0	0	0			1;2;3;4			0			1.000000	1.000000	12	4100090		0.500000							0.000000
14008	14	0	1	1	1	0	0			9	1	0	0	0			1;2;3;4			0			1.000000	1.000000	12	4100091		0.500000							0.000000
14009	14	0	1	1	1	0	0			10	1	0	0	0			1;2;3;4			0			1.000000	1.000000	12	4100092		0.500000							0.000000
14010	14	0	1	1	1	0	0			10	1	0	0	0			1;2;3;4			0			1.000000	1.000000	12	4100093		0.500000							0.000000
14011	14	0	1	1	1	0	0			10	1	0	0	0			1;2;3;4			0			1.000000	1.000000	12	4100094		0.500000							0.000000
15001	15	0	2	2	2	0	0	0,-1;-1,0;-1,1;0,2;1,2;2,1;2,0;1,-1		6	1	1	0	0			1;2;3;4			0		2,0.75,0.75,0.75	2.000000	2.000000	12	4100095	4100096,1.7;4100097,2.7;4100098,2.7	1.000000	item144300015001	item_144300015001	ObjectName15001		0,2.25,0	2,0.9	0.000000
