流水id	使者id	使者等级	人物等级	到当前级属性加成	负重	升下一级所需经验
920	envoy_5004	140	0	301,1500;331,100;4,10	0	3560
921	envoy_5004	141	0	301,1500;331,100;4,10	0	3620
922	envoy_5004	142	0	301,1500;331,100;4,10	0	3680
923	envoy_5004	143	0	301,1500;331,100;4,10	0	3740
924	envoy_5004	144	0	301,1500;331,100;4,10	0	3800
925	envoy_5004	145	0	301,1500;331,100;4,10	0	3860
926	envoy_5004	146	0	301,1500;331,100;4,10	0	3920
927	envoy_5004	147	0	301,1500;331,100;4,10	0	3980
928	envoy_5004	148	0	301,1500;331,100;4,10	0	4040
929	envoy_5004	149	0	301,1500;331,100;4,10	0	4100
930	envoy_5004	150	0	301,1500;331,100;4,10	0	4160
931	envoy_5004	151	0	301,1500;331,100;4,10	0	4220
932	envoy_5004	152	0	301,1500;331,100;4,10	0	4280
933	envoy_5004	153	0	301,1500;331,100;4,10	0	4340
934	envoy_5004	154	0	301,1500;331,100;4,10	0	4400
935	envoy_5004	155	0	301,1500;331,100;4,10	0	4460
936	envoy_5004	156	0	301,1500;331,100;4,10	0	4520
937	envoy_5004	157	0	301,1500;331,100;4,10	0	4580
938	envoy_5004	158	0	301,1500;331,100;4,10	0	4640
939	envoy_5004	159	0	301,1500;331,100;4,10	0	4700
940	envoy_5004	160	0	301,1500;331,100;4,10	0	0
941	envoy_5005	1	0		0	100
942	envoy_5005	2	0	301,1500;331,100;4,10	0	110
943	envoy_5005	3	0	301,1500;331,100;4,10	0	120
944	envoy_5005	4	0	301,1500;331,100;4,10	0	130
945	envoy_5005	5	0	301,1500;331,100;4,10	0	140
946	envoy_5005	6	0	301,1500;331,100;4,10	0	150
947	envoy_5005	7	0	301,1500;331,100;4,10	0	160
948	envoy_5005	8	0	301,1500;331,100;4,10	0	170
949	envoy_5005	9	0	301,1500;331,100;4,10	0	180
950	envoy_5005	10	0	301,1500;331,100;4,10	0	190
951	envoy_5005	11	0	301,1500;331,100;4,10	0	200
952	envoy_5005	12	0	301,1500;331,100;4,10	0	210
953	envoy_5005	13	0	301,1500;331,100;4,10	0	220
954	envoy_5005	14	0	301,1500;331,100;4,10	0	230
955	envoy_5005	15	0	301,1500;331,100;4,10	0	240
956	envoy_5005	16	0	301,1500;331,100;4,10	0	250
957	envoy_5005	17	0	301,1500;331,100;4,10	0	260
958	envoy_5005	18	0	301,1500;331,100;4,10	0	270
959	envoy_5005	19	0	301,1500;331,100;4,10	0	280
960	envoy_5005	20	0	301,1500;331,100;4,10	0	290
961	envoy_5005	21	0	301,1500;331,100;4,10	0	300
962	envoy_5005	22	0	301,1500;331,100;4,10	0	310
963	envoy_5005	23	0	301,1500;331,100;4,10	0	320
964	envoy_5005	24	0	301,1500;331,100;4,10	0	330
965	envoy_5005	25	0	301,1500;331,100;4,10	0	340
966	envoy_5005	26	0	301,1500;331,100;4,10	0	350
967	envoy_5005	27	0	301,1500;331,100;4,10	0	360
968	envoy_5005	28	0	301,1500;331,100;4,10	0	370
969	envoy_5005	29	0	301,1500;331,100;4,10	0	380
970	envoy_5005	30	0	301,1500;331,100;4,10	0	390
971	envoy_5005	31	0	301,1500;331,100;4,10	0	400
972	envoy_5005	32	0	301,1500;331,100;4,10	0	410
973	envoy_5005	33	0	301,1500;331,100;4,10	0	420
974	envoy_5005	34	0	301,1500;331,100;4,10	0	430
975	envoy_5005	35	0	301,1500;331,100;4,10	0	440
976	envoy_5005	36	0	301,1500;331,100;4,10	0	450
977	envoy_5005	37	0	301,1500;331,100;4,10	0	460
978	envoy_5005	38	0	301,1500;331,100;4,10	0	470
979	envoy_5005	39	0	301,1500;331,100;4,10	0	480
980	envoy_5005	40	0	301,1500;331,100;4,10	0	490
981	envoy_5005	41	0	301,1500;331,100;4,10	0	500
982	envoy_5005	42	0	301,1500;331,100;4,10	0	510
983	envoy_5005	43	0	301,1500;331,100;4,10	0	520
984	envoy_5005	44	0	301,1500;331,100;4,10	0	530
985	envoy_5005	45	0	301,1500;331,100;4,10	0	540
986	envoy_5005	46	0	301,1500;331,100;4,10	0	550
987	envoy_5005	47	0	301,1500;331,100;4,10	0	560
988	envoy_5005	48	0	301,1500;331,100;4,10	0	570
989	envoy_5005	49	0	301,1500;331,100;4,10	0	580
990	envoy_5005	50	0	301,1500;331,100;4,10	0	590
991	envoy_5005	51	0	301,1500;331,100;4,10	0	600
992	envoy_5005	52	0	301,1500;331,100;4,10	0	610
993	envoy_5005	53	0	301,1500;331,100;4,10	0	620
994	envoy_5005	54	0	301,1500;331,100;4,10	0	630
995	envoy_5005	55	0	301,1500;331,100;4,10	0	640
996	envoy_5005	56	0	301,1500;331,100;4,10	0	650
997	envoy_5005	57	0	301,1500;331,100;4,10	0	660
998	envoy_5005	58	0	301,1500;331,100;4,10	0	670
999	envoy_5005	59	0	301,1500;331,100;4,10	0	680
1000	envoy_5005	60	0	301,3000;331,200;4,20	0	690
1001	envoy_5005	61	0	301,1500;331,100;4,10	0	720
1002	envoy_5005	62	0	301,1500;331,100;4,10	0	740
1003	envoy_5005	63	0	301,1500;331,100;4,10	0	760
1004	envoy_5005	64	0	301,1500;331,100;4,10	0	780
1005	envoy_5005	65	0	301,1500;331,100;4,10	0	800
1006	envoy_5005	66	0	301,1500;331,100;4,10	0	820
1007	envoy_5005	67	0	301,1500;331,100;4,10	0	840
1008	envoy_5005	68	0	301,1500;331,100;4,10	0	860
1009	envoy_5005	69	0	301,1500;331,100;4,10	0	880
1010	envoy_5005	70	0	301,1500;331,100;4,10	0	900
1011	envoy_5005	71	0	301,1500;331,100;4,10	0	920
1012	envoy_5005	72	0	301,1500;331,100;4,10	0	940
1013	envoy_5005	73	0	301,1500;331,100;4,10	0	960
1014	envoy_5005	74	0	301,1500;331,100;4,10	0	980
1015	envoy_5005	75	0	301,1500;331,100;4,10	0	1000
1016	envoy_5005	76	0	301,1500;331,100;4,10	0	1020
1017	envoy_5005	77	0	301,1500;331,100;4,10	0	1040
1018	envoy_5005	78	0	301,1500;331,100;4,10	0	1060
1019	envoy_5005	79	0	301,1500;331,100;4,10	0	1080
1020	envoy_5005	80	0	301,1500;331,100;4,10	0	1130
1021	envoy_5005	81	0	301,1500;331,100;4,10	0	1160
1022	envoy_5005	82	0	301,1500;331,100;4,10	0	1190
1023	envoy_5005	83	0	301,1500;331,100;4,10	0	1220
1024	envoy_5005	84	0	301,1500;331,100;4,10	0	1250
1025	envoy_5005	85	0	301,1500;331,100;4,10	0	1280
1026	envoy_5005	86	0	301,1500;331,100;4,10	0	1310
1027	envoy_5005	87	0	301,1500;331,100;4,10	0	1340
1028	envoy_5005	88	0	301,1500;331,100;4,10	0	1370
1029	envoy_5005	89	0	301,1500;331,100;4,10	0	1400
1030	envoy_5005	90	0	301,1500;331,100;4,10	0	1430
1031	envoy_5005	91	0	301,1500;331,100;4,10	0	1460
1032	envoy_5005	92	0	301,1500;331,100;4,10	0	1490
1033	envoy_5005	93	0	301,1500;331,100;4,10	0	1520
1034	envoy_5005	94	0	301,1500;331,100;4,10	0	1550
1035	envoy_5005	95	0	301,1500;331,100;4,10	0	1580
1036	envoy_5005	96	0	301,1500;331,100;4,10	0	1610
1037	envoy_5005	97	0	301,1500;331,100;4,10	0	1640
1038	envoy_5005	98	0	301,1500;331,100;4,10	0	1670
1039	envoy_5005	99	0	301,1500;331,100;4,10	0	1700
1040	envoy_5005	100	0	301,1500;331,100;4,10	0	1740
1041	envoy_5005	101	0	301,1500;331,100;4,10	0	1780
1042	envoy_5005	102	0	301,1500;331,100;4,10	0	1820
1043	envoy_5005	103	0	301,1500;331,100;4,10	0	1860
1044	envoy_5005	104	0	301,1500;331,100;4,10	0	1900
1045	envoy_5005	105	0	301,1500;331,100;4,10	0	1940
1046	envoy_5005	106	0	301,1500;331,100;4,10	0	1980
1047	envoy_5005	107	0	301,1500;331,100;4,10	0	2020
1048	envoy_5005	108	0	301,1500;331,100;4,10	0	2060
1049	envoy_5005	109	0	301,1500;331,100;4,10	0	2100
1050	envoy_5005	110	0	301,1500;331,100;4,10	0	2140
1051	envoy_5005	111	0	301,1500;331,100;4,10	0	2180
1052	envoy_5005	112	0	301,1500;331,100;4,10	0	2220
1053	envoy_5005	113	0	301,1500;331,100;4,10	0	2260
1054	envoy_5005	114	0	301,1500;331,100;4,10	0	2300
1055	envoy_5005	115	0	301,1500;331,100;4,10	0	2340
1056	envoy_5005	116	0	301,1500;331,100;4,10	0	2380
1057	envoy_5005	117	0	301,1500;331,100;4,10	0	2420
1058	envoy_5005	118	0	301,1500;331,100;4,10	0	2460
1059	envoy_5005	119	0	301,1500;331,100;4,10	0	2500
1060	envoy_5005	120	0	301,1500;331,100;4,10	0	2550
1061	envoy_5005	121	0	301,1500;331,100;4,10	0	2600
1062	envoy_5005	122	0	301,1500;331,100;4,10	0	2650
1063	envoy_5005	123	0	301,1500;331,100;4,10	0	2700
1064	envoy_5005	124	0	301,1500;331,100;4,10	0	2750
1065	envoy_5005	125	0	301,1500;331,100;4,10	0	2800
1066	envoy_5005	126	0	301,1500;331,100;4,10	0	2850
1067	envoy_5005	127	0	301,1500;331,100;4,10	0	2900
1068	envoy_5005	128	0	301,1500;331,100;4,10	0	2950
1069	envoy_5005	129	0	301,1500;331,100;4,10	0	3000
1070	envoy_5005	130	0	301,1500;331,100;4,10	0	3050
1071	envoy_5005	131	0	301,1500;331,100;4,10	0	3100
1072	envoy_5005	132	0	301,1500;331,100;4,10	0	3150
1073	envoy_5005	133	0	301,1500;331,100;4,10	0	3200
1074	envoy_5005	134	0	301,1500;331,100;4,10	0	3250
1075	envoy_5005	135	0	301,1500;331,100;4,10	0	3300
1076	envoy_5005	136	0	301,1500;331,100;4,10	0	3350
1077	envoy_5005	137	0	301,1500;331,100;4,10	0	3400
1078	envoy_5005	138	0	301,1500;331,100;4,10	0	3450
1079	envoy_5005	139	0	301,1500;331,100;4,10	0	3500
1080	envoy_5005	140	0	301,1500;331,100;4,10	0	3560
1081	envoy_5005	141	0	301,1500;331,100;4,10	0	3620
1082	envoy_5005	142	0	301,1500;331,100;4,10	0	3680
1083	envoy_5005	143	0	301,1500;331,100;4,10	0	3740
1084	envoy_5005	144	0	301,1500;331,100;4,10	0	3800
1085	envoy_5005	145	0	301,1500;331,100;4,10	0	3860
1086	envoy_5005	146	0	301,1500;331,100;4,10	0	3920
1087	envoy_5005	147	0	301,1500;331,100;4,10	0	3980
1088	envoy_5005	148	0	301,1500;331,100;4,10	0	4040
1089	envoy_5005	149	0	301,1500;331,100;4,10	0	4100
1090	envoy_5005	150	0	301,1500;331,100;4,10	0	4160
1091	envoy_5005	151	0	301,1500;331,100;4,10	0	4220
1092	envoy_5005	152	0	301,1500;331,100;4,10	0	4280
1093	envoy_5005	153	0	301,1500;331,100;4,10	0	4340
1094	envoy_5005	154	0	301,1500;331,100;4,10	0	4400
1095	envoy_5005	155	0	301,1500;331,100;4,10	0	4460
1096	envoy_5005	156	0	301,1500;331,100;4,10	0	4520
1097	envoy_5005	157	0	301,1500;331,100;4,10	0	4580
1098	envoy_5005	158	0	301,1500;331,100;4,10	0	4640
1099	envoy_5005	159	0	301,1500;331,100;4,10	0	4700
1100	envoy_5005	160	0	301,1500;331,100;4,10	0	0
1101	envoy_5006	1	0		0	100
1102	envoy_5006	2	0	301,1500;331,100;4,10	0	110
1103	envoy_5006	3	0	301,1500;331,100;4,10	0	120
1104	envoy_5006	4	0	301,1500;331,100;4,10	0	130
1105	envoy_5006	5	0	301,1500;331,100;4,10	0	140
1106	envoy_5006	6	0	301,1500;331,100;4,10	0	150
1107	envoy_5006	7	0	301,1500;331,100;4,10	0	160
1108	envoy_5006	8	0	301,1500;331,100;4,10	0	170
1109	envoy_5006	9	0	301,1500;331,100;4,10	0	180
1110	envoy_5006	10	0	301,1500;331,100;4,10	0	190
1111	envoy_5006	11	0	301,1500;331,100;4,10	0	200
1112	envoy_5006	12	0	301,1500;331,100;4,10	0	210
1113	envoy_5006	13	0	301,1500;331,100;4,10	0	220
1114	envoy_5006	14	0	301,1500;331,100;4,10	0	230
1115	envoy_5006	15	0	301,1500;331,100;4,10	0	240
1116	envoy_5006	16	0	301,1500;331,100;4,10	0	250
1117	envoy_5006	17	0	301,1500;331,100;4,10	0	260
1118	envoy_5006	18	0	301,1500;331,100;4,10	0	270
1119	envoy_5006	19	0	301,1500;331,100;4,10	0	280
1120	envoy_5006	20	0	301,1500;331,100;4,10	0	290
1121	envoy_5006	21	0	301,1500;331,100;4,10	0	300
1122	envoy_5006	22	0	301,1500;331,100;4,10	0	310
1123	envoy_5006	23	0	301,1500;331,100;4,10	0	320
1124	envoy_5006	24	0	301,1500;331,100;4,10	0	330
1125	envoy_5006	25	0	301,1500;331,100;4,10	0	340
1126	envoy_5006	26	0	301,1500;331,100;4,10	0	350
1127	envoy_5006	27	0	301,1500;331,100;4,10	0	360
1128	envoy_5006	28	0	301,1500;331,100;4,10	0	370
1129	envoy_5006	29	0	301,1500;331,100;4,10	0	380
1130	envoy_5006	30	0	301,1500;331,100;4,10	0	390
1131	envoy_5006	31	0	301,1500;331,100;4,10	0	400
1132	envoy_5006	32	0	301,1500;331,100;4,10	0	410
1133	envoy_5006	33	0	301,1500;331,100;4,10	0	420
1134	envoy_5006	34	0	301,1500;331,100;4,10	0	430
1135	envoy_5006	35	0	301,1500;331,100;4,10	0	440
1136	envoy_5006	36	0	301,1500;331,100;4,10	0	450
1137	envoy_5006	37	0	301,1500;331,100;4,10	0	460
1138	envoy_5006	38	0	301,1500;331,100;4,10	0	470
1139	envoy_5006	39	0	301,1500;331,100;4,10	0	480
1140	envoy_5006	40	0	301,1500;331,100;4,10	0	490
1141	envoy_5006	41	0	301,1500;331,100;4,10	0	500
1142	envoy_5006	42	0	301,1500;331,100;4,10	0	510
1143	envoy_5006	43	0	301,1500;331,100;4,10	0	520
1144	envoy_5006	44	0	301,1500;331,100;4,10	0	530
1145	envoy_5006	45	0	301,1500;331,100;4,10	0	540
1146	envoy_5006	46	0	301,1500;331,100;4,10	0	550
1147	envoy_5006	47	0	301,1500;331,100;4,10	0	560
1148	envoy_5006	48	0	301,1500;331,100;4,10	0	570
1149	envoy_5006	49	0	301,1500;331,100;4,10	0	580
1150	envoy_5006	50	0	301,1500;331,100;4,10	0	590
1151	envoy_5006	51	0	301,1500;331,100;4,10	0	600
1152	envoy_5006	52	0	301,1500;331,100;4,10	0	610
1153	envoy_5006	53	0	301,1500;331,100;4,10	0	620
1154	envoy_5006	54	0	301,1500;331,100;4,10	0	630
1155	envoy_5006	55	0	301,1500;331,100;4,10	0	640
1156	envoy_5006	56	0	301,1500;331,100;4,10	0	650
1157	envoy_5006	57	0	301,1500;331,100;4,10	0	660
1158	envoy_5006	58	0	301,1500;331,100;4,10	0	670
1159	envoy_5006	59	0	301,1500;331,100;4,10	0	680
1160	envoy_5006	60	0	301,3000;331,200;4,20	0	690
1161	envoy_5006	61	0	301,1500;331,100;4,10	0	720
1162	envoy_5006	62	0	301,1500;331,100;4,10	0	740
1163	envoy_5006	63	0	301,1500;331,100;4,10	0	760
1164	envoy_5006	64	0	301,1500;331,100;4,10	0	780
1165	envoy_5006	65	0	301,1500;331,100;4,10	0	800
1166	envoy_5006	66	0	301,1500;331,100;4,10	0	820
1167	envoy_5006	67	0	301,1500;331,100;4,10	0	840
1168	envoy_5006	68	0	301,1500;331,100;4,10	0	860
1169	envoy_5006	69	0	301,1500;331,100;4,10	0	880
1170	envoy_5006	70	0	301,1500;331,100;4,10	0	900
1171	envoy_5006	71	0	301,1500;331,100;4,10	0	920
1172	envoy_5006	72	0	301,1500;331,100;4,10	0	940
1173	envoy_5006	73	0	301,1500;331,100;4,10	0	960
1174	envoy_5006	74	0	301,1500;331,100;4,10	0	980
1175	envoy_5006	75	0	301,1500;331,100;4,10	0	1000
1176	envoy_5006	76	0	301,1500;331,100;4,10	0	1020
1177	envoy_5006	77	0	301,1500;331,100;4,10	0	1040
1178	envoy_5006	78	0	301,1500;331,100;4,10	0	1060
1179	envoy_5006	79	0	301,1500;331,100;4,10	0	1080
1180	envoy_5006	80	0	301,1500;331,100;4,10	0	1130
1181	envoy_5006	81	0	301,1500;331,100;4,10	0	1160
1182	envoy_5006	82	0	301,1500;331,100;4,10	0	1190
1183	envoy_5006	83	0	301,1500;331,100;4,10	0	1220
1184	envoy_5006	84	0	301,1500;331,100;4,10	0	1250
1185	envoy_5006	85	0	301,1500;331,100;4,10	0	1280
1186	envoy_5006	86	0	301,1500;331,100;4,10	0	1310
1187	envoy_5006	87	0	301,1500;331,100;4,10	0	1340
1188	envoy_5006	88	0	301,1500;331,100;4,10	0	1370
1189	envoy_5006	89	0	301,1500;331,100;4,10	0	1400
1190	envoy_5006	90	0	301,1500;331,100;4,10	0	1430
1191	envoy_5006	91	0	301,1500;331,100;4,10	0	1460
1192	envoy_5006	92	0	301,1500;331,100;4,10	0	1490
1193	envoy_5006	93	0	301,1500;331,100;4,10	0	1520
1194	envoy_5006	94	0	301,1500;331,100;4,10	0	1550
1195	envoy_5006	95	0	301,1500;331,100;4,10	0	1580
1196	envoy_5006	96	0	301,1500;331,100;4,10	0	1610
1197	envoy_5006	97	0	301,1500;331,100;4,10	0	1640
1198	envoy_5006	98	0	301,1500;331,100;4,10	0	1670
1199	envoy_5006	99	0	301,1500;331,100;4,10	0	1700
1200	envoy_5006	100	0	301,1500;331,100;4,10	0	1740
1201	envoy_5006	101	0	301,1500;331,100;4,10	0	1780
1202	envoy_5006	102	0	301,1500;331,100;4,10	0	1820
1203	envoy_5006	103	0	301,1500;331,100;4,10	0	1860
1204	envoy_5006	104	0	301,1500;331,100;4,10	0	1900
1205	envoy_5006	105	0	301,1500;331,100;4,10	0	1940
1206	envoy_5006	106	0	301,1500;331,100;4,10	0	1980
1207	envoy_5006	107	0	301,1500;331,100;4,10	0	2020
1208	envoy_5006	108	0	301,1500;331,100;4,10	0	2060
1209	envoy_5006	109	0	301,1500;331,100;4,10	0	2100
1210	envoy_5006	110	0	301,1500;331,100;4,10	0	2140
1211	envoy_5006	111	0	301,1500;331,100;4,10	0	2180
1212	envoy_5006	112	0	301,1500;331,100;4,10	0	2220
1213	envoy_5006	113	0	301,1500;331,100;4,10	0	2260
1214	envoy_5006	114	0	301,1500;331,100;4,10	0	2300
1215	envoy_5006	115	0	301,1500;331,100;4,10	0	2340
1216	envoy_5006	116	0	301,1500;331,100;4,10	0	2380
1217	envoy_5006	117	0	301,1500;331,100;4,10	0	2420
1218	envoy_5006	118	0	301,1500;331,100;4,10	0	2460
1219	envoy_5006	119	0	301,1500;331,100;4,10	0	2500
1220	envoy_5006	120	0	301,1500;331,100;4,10	0	2550
1221	envoy_5006	121	0	301,1500;331,100;4,10	0	2600
1222	envoy_5006	122	0	301,1500;331,100;4,10	0	2650
1223	envoy_5006	123	0	301,1500;331,100;4,10	0	2700
1224	envoy_5006	124	0	301,1500;331,100;4,10	0	2750
1225	envoy_5006	125	0	301,1500;331,100;4,10	0	2800
1226	envoy_5006	126	0	301,1500;331,100;4,10	0	2850
1227	envoy_5006	127	0	301,1500;331,100;4,10	0	2900
1228	envoy_5006	128	0	301,1500;331,100;4,10	0	2950
1229	envoy_5006	129	0	301,1500;331,100;4,10	0	3000
1230	envoy_5006	130	0	301,1500;331,100;4,10	0	3050
1231	envoy_5006	131	0	301,1500;331,100;4,10	0	3100
1232	envoy_5006	132	0	301,1500;331,100;4,10	0	3150
1233	envoy_5006	133	0	301,1500;331,100;4,10	0	3200
1234	envoy_5006	134	0	301,1500;331,100;4,10	0	3250
1235	envoy_5006	135	0	301,1500;331,100;4,10	0	3300
1236	envoy_5006	136	0	301,1500;331,100;4,10	0	3350
1237	envoy_5006	137	0	301,1500;331,100;4,10	0	3400
1238	envoy_5006	138	0	301,1500;331,100;4,10	0	3450
1239	envoy_5006	139	0	301,1500;331,100;4,10	0	3500
1240	envoy_5006	140	0	301,1500;331,100;4,10	0	3560
1241	envoy_5006	141	0	301,1500;331,100;4,10	0	3620
1242	envoy_5006	142	0	301,1500;331,100;4,10	0	3680
1243	envoy_5006	143	0	301,1500;331,100;4,10	0	3740
1244	envoy_5006	144	0	301,1500;331,100;4,10	0	3800
1245	envoy_5006	145	0	301,1500;331,100;4,10	0	3860
1246	envoy_5006	146	0	301,1500;331,100;4,10	0	3920
1247	envoy_5006	147	0	301,1500;331,100;4,10	0	3980
1248	envoy_5006	148	0	301,1500;331,100;4,10	0	4040
1249	envoy_5006	149	0	301,1500;331,100;4,10	0	4100
1250	envoy_5006	150	0	301,1500;331,100;4,10	0	4160
1251	envoy_5006	151	0	301,1500;331,100;4,10	0	4220
1252	envoy_5006	152	0	301,1500;331,100;4,10	0	4280
1253	envoy_5006	153	0	301,1500;331,100;4,10	0	4340
1254	envoy_5006	154	0	301,1500;331,100;4,10	0	4400
1255	envoy_5006	155	0	301,1500;331,100;4,10	0	4460
1256	envoy_5006	156	0	301,1500;331,100;4,10	0	4520
1257	envoy_5006	157	0	301,1500;331,100;4,10	0	4580
1258	envoy_5006	158	0	301,1500;331,100;4,10	0	4640
1259	envoy_5006	159	0	301,1500;331,100;4,10	0	4700
1260	envoy_5006	160	0	301,1500;331,100;4,10	0	0
1261	envoy_5007	1	0		0	100
1262	envoy_5007	2	0	301,1500;331,100;4,10	0	110
1263	envoy_5007	3	0	301,1500;331,100;4,10	0	120
1264	envoy_5007	4	0	301,1500;331,100;4,10	0	130
1265	envoy_5007	5	0	301,1500;331,100;4,10	0	140
1266	envoy_5007	6	0	301,1500;331,100;4,10	0	150
1267	envoy_5007	7	0	301,1500;331,100;4,10	0	160
1268	envoy_5007	8	0	301,1500;331,100;4,10	0	170
1269	envoy_5007	9	0	301,1500;331,100;4,10	0	180
1270	envoy_5007	10	0	301,1500;331,100;4,10	0	190
1271	envoy_5007	11	0	301,1500;331,100;4,10	0	200
1272	envoy_5007	12	0	301,1500;331,100;4,10	0	210
1273	envoy_5007	13	0	301,1500;331,100;4,10	0	220
1274	envoy_5007	14	0	301,1500;331,100;4,10	0	230
1275	envoy_5007	15	0	301,1500;331,100;4,10	0	240
1276	envoy_5007	16	0	301,1500;331,100;4,10	0	250
1277	envoy_5007	17	0	301,1500;331,100;4,10	0	260
1278	envoy_5007	18	0	301,1500;331,100;4,10	0	270
1279	envoy_5007	19	0	301,1500;331,100;4,10	0	280
1280	envoy_5007	20	0	301,1500;331,100;4,10	0	290
1281	envoy_5007	21	0	301,1500;331,100;4,10	0	300
1282	envoy_5007	22	0	301,1500;331,100;4,10	0	310
1283	envoy_5007	23	0	301,1500;331,100;4,10	0	320
1284	envoy_5007	24	0	301,1500;331,100;4,10	0	330
1285	envoy_5007	25	0	301,1500;331,100;4,10	0	340
1286	envoy_5007	26	0	301,1500;331,100;4,10	0	350
1287	envoy_5007	27	0	301,1500;331,100;4,10	0	360
1288	envoy_5007	28	0	301,1500;331,100;4,10	0	370
1289	envoy_5007	29	0	301,1500;331,100;4,10	0	380
1290	envoy_5007	30	0	301,1500;331,100;4,10	0	390
1291	envoy_5007	31	0	301,1500;331,100;4,10	0	400
1292	envoy_5007	32	0	301,1500;331,100;4,10	0	410
1293	envoy_5007	33	0	301,1500;331,100;4,10	0	420
1294	envoy_5007	34	0	301,1500;331,100;4,10	0	430
1295	envoy_5007	35	0	301,1500;331,100;4,10	0	440
1296	envoy_5007	36	0	301,1500;331,100;4,10	0	450
1297	envoy_5007	37	0	301,1500;331,100;4,10	0	460
1298	envoy_5007	38	0	301,1500;331,100;4,10	0	470
1299	envoy_5007	39	0	301,1500;331,100;4,10	0	480
1300	envoy_5007	40	0	301,1500;331,100;4,10	0	490
1301	envoy_5007	41	0	301,1500;331,100;4,10	0	500
1302	envoy_5007	42	0	301,1500;331,100;4,10	0	510
1303	envoy_5007	43	0	301,1500;331,100;4,10	0	520
1304	envoy_5007	44	0	301,1500;331,100;4,10	0	530
1305	envoy_5007	45	0	301,1500;331,100;4,10	0	540
1306	envoy_5007	46	0	301,1500;331,100;4,10	0	550
1307	envoy_5007	47	0	301,1500;331,100;4,10	0	560
1308	envoy_5007	48	0	301,1500;331,100;4,10	0	570
1309	envoy_5007	49	0	301,1500;331,100;4,10	0	580
1310	envoy_5007	50	0	301,1500;331,100;4,10	0	590
1311	envoy_5007	51	0	301,1500;331,100;4,10	0	600
1312	envoy_5007	52	0	301,1500;331,100;4,10	0	610
1313	envoy_5007	53	0	301,1500;331,100;4,10	0	620
1314	envoy_5007	54	0	301,1500;331,100;4,10	0	630
1315	envoy_5007	55	0	301,1500;331,100;4,10	0	640
1316	envoy_5007	56	0	301,1500;331,100;4,10	0	650
1317	envoy_5007	57	0	301,1500;331,100;4,10	0	660
1318	envoy_5007	58	0	301,1500;331,100;4,10	0	670
1319	envoy_5007	59	0	301,1500;331,100;4,10	0	680
1320	envoy_5007	60	0	301,3000;331,200;4,20	0	690
1321	envoy_5007	61	0	301,1500;331,100;4,10	0	720
1322	envoy_5007	62	0	301,1500;331,100;4,10	0	740
1323	envoy_5007	63	0	301,1500;331,100;4,10	0	760
1324	envoy_5007	64	0	301,1500;331,100;4,10	0	780
1325	envoy_5007	65	0	301,1500;331,100;4,10	0	800
1326	envoy_5007	66	0	301,1500;331,100;4,10	0	820
1327	envoy_5007	67	0	301,1500;331,100;4,10	0	840
1328	envoy_5007	68	0	301,1500;331,100;4,10	0	860
1329	envoy_5007	69	0	301,1500;331,100;4,10	0	880
1330	envoy_5007	70	0	301,1500;331,100;4,10	0	900
1331	envoy_5007	71	0	301,1500;331,100;4,10	0	920
1332	envoy_5007	72	0	301,1500;331,100;4,10	0	940
1333	envoy_5007	73	0	301,1500;331,100;4,10	0	960
1334	envoy_5007	74	0	301,1500;331,100;4,10	0	980
1335	envoy_5007	75	0	301,1500;331,100;4,10	0	1000
1336	envoy_5007	76	0	301,1500;331,100;4,10	0	1020
1337	envoy_5007	77	0	301,1500;331,100;4,10	0	1040
1338	envoy_5007	78	0	301,1500;331,100;4,10	0	1060
1339	envoy_5007	79	0	301,1500;331,100;4,10	0	1080
1340	envoy_5007	80	0	301,1500;331,100;4,10	0	1130
1341	envoy_5007	81	0	301,1500;331,100;4,10	0	1160
1342	envoy_5007	82	0	301,1500;331,100;4,10	0	1190
1343	envoy_5007	83	0	301,1500;331,100;4,10	0	1220
1344	envoy_5007	84	0	301,1500;331,100;4,10	0	1250
1345	envoy_5007	85	0	301,1500;331,100;4,10	0	1280
1346	envoy_5007	86	0	301,1500;331,100;4,10	0	1310
1347	envoy_5007	87	0	301,1500;331,100;4,10	0	1340
1348	envoy_5007	88	0	301,1500;331,100;4,10	0	1370
1349	envoy_5007	89	0	301,1500;331,100;4,10	0	1400
1350	envoy_5007	90	0	301,1500;331,100;4,10	0	1430
1351	envoy_5007	91	0	301,1500;331,100;4,10	0	1460
1352	envoy_5007	92	0	301,1500;331,100;4,10	0	1490
1353	envoy_5007	93	0	301,1500;331,100;4,10	0	1520
1354	envoy_5007	94	0	301,1500;331,100;4,10	0	1550
1355	envoy_5007	95	0	301,1500;331,100;4,10	0	1580
1356	envoy_5007	96	0	301,1500;331,100;4,10	0	1610
1357	envoy_5007	97	0	301,1500;331,100;4,10	0	1640
1358	envoy_5007	98	0	301,1500;331,100;4,10	0	1670
1359	envoy_5007	99	0	301,1500;331,100;4,10	0	1700
1360	envoy_5007	100	0	301,1500;331,100;4,10	0	1740
1361	envoy_5007	101	0	301,1500;331,100;4,10	0	1780
1362	envoy_5007	102	0	301,1500;331,100;4,10	0	1820
1363	envoy_5007	103	0	301,1500;331,100;4,10	0	1860
1364	envoy_5007	104	0	301,1500;331,100;4,10	0	1900
1365	envoy_5007	105	0	301,1500;331,100;4,10	0	1940
1366	envoy_5007	106	0	301,1500;331,100;4,10	0	1980
