玩具定义ID	玩具ID	系列	类型	等级	出战属性	饲养属性	专属提升等级上限	套装编号	专属魔灵	战力类型	战力计算
2402304	item101032402304	129	2	4	1,190;25,20	1,95;25,10	0	2402		1	6
2402305	item101032402305	129	2	5	1,240;25,26	1,120;25,13	0	2402		1	6
2402401	item101032402401	130	2	1	1,80;22,8	1,40;22,4	0	2402		1	6
2402402	item101032402402	130	2	2	1,110;22,11	1,55;22,5	0	2402		1	6
2402403	item101032402403	130	2	3	1,150;22,16	1,75;22,8	0	2402		1	6
2402404	item101032402404	130	2	4	1,190;22,20	1,95;22,10	0	2402		1	6
2402405	item101032402405	130	2	5	1,240;22,26	1,120;22,13	0	2402		1	6
2402501	item101032402501	131	2	1	3,5;4,5	3,2;4,2	0	2402		1	6
2402502	item101032402502	131	2	2	3,7;4,7	3,3;4,3	0	2402		1	6
2402503	item101032402503	131	2	3	3,10;4,10	3,5;4,5	0	2402		1	6
2402504	item101032402504	131	2	4	3,12;4,12	3,6;4,6	0	2402		1	6
2402505	item101032402505	131	2	5	3,16;4,16	3,8;4,8	0	2402		1	6
2403101	item101032403101	132	2	1	3,8;26,8	3,4;26,4	0	2403		1	6
2403102	item101032403102	132	2	2	3,11;26,11	3,5;26,5	0	2403		1	6
2403103	item101032403103	132	2	3	3,15;26,16	3,7;26,8	0	2403		1	6
2403104	item101032403104	132	2	4	3,19;26,20	3,9;26,10	0	2403		1	6
2403105	item101032403105	132	2	5	3,24;26,26	3,12;26,13	0	2403		1	6
2403201	item101032403201	133	2	1	4,8;21,8	4,4;21,4	0	2403		1	6
2403202	item101032403202	133	2	2	4,11;21,11	4,5;21,5	0	2403		1	6
2403203	item101032403203	133	2	3	4,15;21,16	4,7;21,8	0	2403		1	6
2403204	item101032403204	133	2	4	4,19;21,20	4,9;21,10	0	2403		1	6
2403205	item101032403205	133	2	5	4,24;21,26	4,12;21,13	0	2403		1	6
2403301	item101032403301	134	2	1	1,80;25,8	1,40;25,4	0	2403		1	6
2403302	item101032403302	134	2	2	1,110;25,11	1,55;25,5	0	2403		1	6
2403303	item101032403303	134	2	3	1,150;25,16	1,75;25,8	0	2403		1	6
2403304	item101032403304	134	2	4	1,190;25,20	1,95;25,10	0	2403		1	6
2403305	item101032403305	134	2	5	1,240;25,26	1,120;25,13	0	2403		1	6
2403401	item101032403401	135	2	1	1,80;22,8	1,40;22,4	0	2403		1	6
2403402	item101032403402	135	2	2	1,110;22,11	1,55;22,5	0	2403		1	6
2403403	item101032403403	135	2	3	1,150;22,16	1,75;22,8	0	2403		1	6
2403404	item101032403404	135	2	4	1,190;22,20	1,95;22,10	0	2403		1	6
2403405	item101032403405	135	2	5	1,240;22,26	1,120;22,13	0	2403		1	6
2403501	item101032403501	136	2	1	3,5;4,5	3,2;4,2	0	2403		1	6
2403502	item101032403502	136	2	2	3,7;4,7	3,3;4,3	0	2403		1	6
2403503	item101032403503	136	2	3	3,10;4,10	3,5;4,5	0	2403		1	6
2403504	item101032403504	136	2	4	3,12;4,12	3,6;4,6	0	2403		1	6
2403505	item101032403505	136	2	5	3,16;4,16	3,8;4,8	0	2403		1	6
2404101	item101032404101	137	2	1	3,8;26,8	3,4;26,4	0	2404		1	6
2404102	item101032404102	137	2	2	3,11;26,11	3,5;26,5	0	2404		1	6
2404103	item101032404103	137	2	3	3,15;26,16	3,7;26,8	0	2404		1	6
2404104	item101032404104	137	2	4	3,19;26,20	3,9;26,10	0	2404		1	6
2404105	item101032404105	137	2	5	3,24;26,26	3,12;26,13	0	2404		1	6
2404201	item101032404201	138	2	1	4,8;21,8	4,4;21,4	0	2404		1	6
2404202	item101032404202	138	2	2	4,11;21,11	4,5;21,5	0	2404		1	6
2404203	item101032404203	138	2	3	4,15;21,16	4,7;21,8	0	2404		1	6
2404204	item101032404204	138	2	4	4,19;21,20	4,9;21,10	0	2404		1	6
2404205	item101032404205	138	2	5	4,24;21,26	4,12;21,13	0	2404		1	6
2404301	item101032404301	139	2	1	1,80;25,8	1,40;25,4	0	2404		1	6
2404302	item101032404302	139	2	2	1,110;25,11	1,55;25,5	0	2404		1	6
2404303	item101032404303	139	2	3	1,150;25,16	1,75;25,8	0	2404		1	6
2404304	item101032404304	139	2	4	1,190;25,20	1,95;25,10	0	2404		1	6
2404305	item101032404305	139	2	5	1,240;25,26	1,120;25,13	0	2404		1	6
2404401	item101032404401	140	2	1	1,80;22,8	1,40;22,4	0	2404		1	6
2404402	item101032404402	140	2	2	1,110;22,11	1,55;22,5	0	2404		1	6
2404403	item101032404403	140	2	3	1,150;22,16	1,75;22,8	0	2404		1	6
2404404	item101032404404	140	2	4	1,190;22,20	1,95;22,10	0	2404		1	6
2404405	item101032404405	140	2	5	1,240;22,26	1,120;22,13	0	2404		1	6
2404501	item101032404501	141	2	1	3,5;4,5	3,2;4,2	0	2404		1	6
2404502	item101032404502	141	2	2	3,7;4,7	3,3;4,3	0	2404		1	6
2404503	item101032404503	141	2	3	3,10;4,10	3,5;4,5	0	2404		1	6
2404504	item101032404504	141	2	4	3,12;4,12	3,6;4,6	0	2404		1	6
2404505	item101032404505	141	2	5	3,16;4,16	3,8;4,8	0	2404		1	6
1504201	item101032407201	82	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_350;pet_398	1	6
1504202	item101032407202	82	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_350;pet_398	1	6
1504203	item101032407203	82	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_350;pet_398	1	6
1504204	item101032407204	82	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_350;pet_398	1	6
1504205	item101032407205	82	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_350;pet_398	1	6
1504301	item101032407301	83	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_350;pet_398	1	6
1504302	item101032407302	83	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_350;pet_398	1	6
1504303	item101032407303	83	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_350;pet_398	1	6
1504304	item101032407304	83	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_350;pet_398	1	6
1504305	item101032407305	83	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_350;pet_398	1	6
1504401	item101032407401	84	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_351;pet_379	1	6
1504402	item101032407402	84	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_351;pet_379	1	6
1504403	item101032407403	84	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_351;pet_379	1	6
1504404	item101032407404	84	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_351;pet_379	1	6
1504405	item101032407405	84	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_351;pet_379	1	6
1504501	item101032407501	85	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_351;pet_379	1	6
1504502	item101032407502	85	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_351;pet_379	1	6
1504503	item101032407503	85	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_351;pet_379	1	6
1504504	item101032407504	85	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_351;pet_379	1	6
1504505	item101032407505	85	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_351;pet_379	1	6
1504601	item101032407601	86	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_352	1	6
1504602	item101032407602	86	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_352	1	6
1504603	item101032407603	86	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_352	1	6
1504604	item101032407604	86	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_352	1	6
1504605	item101032407605	86	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_352	1	6
1504701	item101032407701	87	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_352	1	6
1504702	item101032407702	87	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_352	1	6
1504703	item101032407703	87	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_352	1	6
1504704	item101032407704	87	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_352	1	6
1504705	item101032407705	87	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_352	1	6
1504801	item101032407801	88	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_353	1	6
1504802	item101032407802	88	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_353	1	6
1504803	item101032407803	88	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_353	1	6
1504804	item101032407804	88	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_353	1	6
1504805	item101032407805	88	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_353	1	6
1504901	item101032407901	89	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_353	1	6
1504902	item101032407902	89	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_353	1	6
1504903	item101032407903	89	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_353	1	6
1504904	item101032407904	89	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_353	1	6
1504905	item101032407905	89	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_353	1	6
1505001	item101032408001	90	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_354;pet_370	1	6
1505002	item101032408002	90	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_354;pet_370	1	6
1505003	item101032408003	90	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_354;pet_370	1	6
1505004	item101032408004	90	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_354;pet_370	1	6
1505005	item101032408005	90	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_354;pet_370	1	6
1505101	item101032408101	91	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_354;pet_370	1	6
1505102	item101032408102	91	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_354;pet_370	1	6
1505103	item101032408103	91	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_354;pet_370	1	6
1505104	item101032408104	91	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_354;pet_370	1	6
1505105	item101032408105	91	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_354;pet_370	1	6
1505201	item101032408201	92	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_355;pet_371	1	6
1505202	item101032408202	92	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_355;pet_371	1	6
1505203	item101032408203	92	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_355;pet_371	1	6
1505204	item101032408204	92	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_355;pet_371	1	6
1505205	item101032408205	92	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_355;pet_371	1	6
1505301	item101032408301	93	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_355;pet_371	1	6
1505302	item101032408302	93	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_355;pet_371	1	6
1505303	item101032408303	93	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_355;pet_371	1	6
1505304	item101032408304	93	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_355;pet_371	1	6
1505305	item101032408305	93	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_355;pet_371	1	6
1505401	item101032408401	94	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_356	1	6
1505402	item101032408402	94	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_356	1	6
1505403	item101032408403	94	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_356	1	6
1505404	item101032408404	94	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_356	1	6
1505405	item101032408405	94	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_356	1	6
1505501	item101032408501	95	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_356	1	6
1505502	item101032408502	95	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_356	1	6
1505503	item101032408503	95	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_356	1	6
1505504	item101032408504	95	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_356	1	6
1505505	item101032408505	95	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_356	1	6
1505601	item101032408601	96	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_357	1	6
1505602	item101032408602	96	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_357	1	6
1505603	item101032408603	96	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_357	1	6
1505604	item101032408604	96	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_357	1	6
1505605	item101032408605	96	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_357	1	6
1505701	item101032408701	97	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_357	1	6
1505702	item101032408702	97	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_357	1	6
1505703	item101032408703	97	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_357	1	6
1505704	item101032408704	97	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_357	1	6
1505705	item101032408705	97	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_357	1	6
1505801	item101032408801	98	1	1	3,8;4,8;1,80	3,2;4,2;1,20	2	0	pet_358	1	6
1505802	item101032408802	98	1	2	3,11;4,11;1,110	3,2;4,2;1,30	4	0	pet_358	1	6
1505803	item101032408803	98	1	3	3,15;4,15;1,150	3,3;4,3;1,40	6	0	pet_358	1	6
1505804	item101032408804	98	1	4	3,19;4,19;1,190	3,4;4,4;1,50	8	0	pet_358	1	6
1505805	item101032408805	98	1	5	3,24;4,24;1,240	3,6;4,6;1,60	10	0	pet_358	1	6
1505901	item101032408901	99	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_358	1	6
1505902	item101032408902	99	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_358	1	6
1505903	item101032408903	99	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_358	1	6
1505904	item101032408904	99	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_358	1	6
1505905	item101032408905	99	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_358	1	6
1506001	item101032409001	100	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_359	1	6
1506002	item101032409002	100	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_359	1	6
1506003	item101032409003	100	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_359	1	6
1506004	item101032409004	100	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_359	1	6
1506005	item101032409005	100	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_359	1	6
1506101	item101032409101	200	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_359	1	6
1506102	item101032409102	200	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_359	1	6
1506103	item101032409103	200	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_359	1	6
1506104	item101032409104	200	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_359	1	6
1506105	item101032409105	200	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_359	1	6
1506201	item101032409201	201	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_360;pet_388	1	6
1506202	item101032409202	201	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_360;pet_388	1	6
1506203	item101032409203	201	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_360;pet_388	1	6
1506204	item101032409204	201	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_360;pet_388	1	6
1506205	item101032409205	201	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_360;pet_388	1	6
1506301	item101032409301	202	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_360;pet_388	1	6
1506302	item101032409302	202	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_360;pet_388	1	6
1506303	item101032409303	202	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_360;pet_388	1	6
1506304	item101032409304	202	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_360;pet_388	1	6
1506305	item101032409305	202	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_360;pet_388	1	6
1506401	item101032409401	203	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_361	1	6
1506402	item101032409402	203	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_361	1	6
1506403	item101032409403	203	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_361	1	6
1506404	item101032409404	203	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_361	1	6
1506405	item101032409405	203	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_361	1	6
1506501	item101032409501	204	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_361	1	6
1506502	item101032409502	204	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_361	1	6
1506503	item101032409503	204	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_361	1	6
1506504	item101032409504	204	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_361	1	6
1506505	item101032409505	204	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_361	1	6
1506601	item101032409601	205	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_362;pet_389	1	6
1506602	item101032409602	205	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_362;pet_389	1	6
1506603	item101032409603	205	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_362;pet_389	1	6
1506604	item101032409604	205	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_362;pet_389	1	6
1506605	item101032409605	205	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_362;pet_389	1	6
1506701	item101032409701	206	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_362;pet_389	1	6
1506702	item101032409702	206	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_362;pet_389	1	6
1506703	item101032409703	206	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_362;pet_389	1	6
1506704	item101032409704	206	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_362;pet_389	1	6
1506705	item101032409705	206	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_362;pet_389	1	6
1506801	item101032409801	207	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_363	1	6
1506802	item101032409802	207	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_363	1	6
1506803	item101032409803	207	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_363	1	6
1506804	item101032409804	207	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_363	1	6
1506805	item101032409805	207	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_363	1	6
1506901	item101032409901	208	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_363	1	6
1506902	item101032409902	208	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_363	1	6
1506903	item101032409903	208	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_363	1	6
1506904	item101032409904	208	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_363	1	6
1506905	item101032409905	208	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_363	1	6
1507001	item101032410001	209	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_364;pet_390	1	6
1507002	item101032410002	209	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_364;pet_390	1	6
1507003	item101032410003	209	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_364;pet_390	1	6
1507004	item101032410004	209	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_364;pet_390	1	6
1507005	item101032410005	209	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_364;pet_390	1	6
1507101	item101032410101	210	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_364;pet_390	1	6
1507102	item101032410102	210	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_364;pet_390	1	6
1507103	item101032410103	210	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_364;pet_390	1	6
1507104	item101032410104	210	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_364;pet_390	1	6
1507105	item101032410105	210	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_364;pet_390	1	6
1507201	item101032410201	211	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_365	1	6
1507202	item101032410202	211	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_365	1	6
1507203	item101032410203	211	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_365	1	6
1507204	item101032410204	211	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_365	1	6
1507205	item101032410205	211	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_365	1	6
1507301	item101032410301	212	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_365	1	6
1507302	item101032410302	212	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_365	1	6
1507303	item101032410303	212	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_365	1	6
1507304	item101032410304	212	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_365	1	6
1507305	item101032410305	212	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_365	1	6
1507401	item101032410401	213	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_366	1	6
1507402	item101032410402	213	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_366	1	6
1507403	item101032410403	213	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_366	1	6
1507404	item101032410404	213	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_366	1	6
1507405	item101032410405	213	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_366	1	6
1507501	item101032410501	214	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_366	1	6
1507502	item101032410502	214	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_366	1	6
1507503	item101032410503	214	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_366	1	6
1507504	item101032410504	214	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_366	1	6
1507505	item101032410505	214	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_366	1	6
1507601	item101032410601	215	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_367;pet_399	1	6
1507602	item101032410602	215	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_367;pet_399	1	6
1507603	item101032410603	215	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_367;pet_399	1	6
1507604	item101032410604	215	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_367;pet_399	1	6
1507605	item101032410605	215	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_367;pet_399	1	6
1507701	item101032410701	216	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_367;pet_399	1	6
1507702	item101032410702	216	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_367;pet_399	1	6
1507703	item101032410703	216	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_367;pet_399	1	6
1507704	item101032410704	216	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_367;pet_399	1	6
1507705	item101032410705	216	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_367;pet_399	1	6
1507801	item101032410801	217	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_368	1	6
1507802	item101032410802	217	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_368	1	6
1507803	item101032410803	217	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_368	1	6
1507804	item101032410804	217	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_368	1	6
1507805	item101032410805	217	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_368	1	6
1507901	item101032410901	218	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_368	1	6
1507902	item101032410902	218	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_368	1	6
1507903	item101032410903	218	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_368	1	6
1507904	item101032410904	218	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_368	1	6
1507905	item101032410905	218	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_368	1	6
1508001	item101032411001	219	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_369	1	6
1508002	item101032411002	219	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_369	1	6
1508003	item101032411003	219	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_369	1	6
1508004	item101032411004	219	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_369	1	6
1508005	item101032411005	219	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_369	1	6
1508101	item101032411101	220	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_369	1	6
1508102	item101032411102	220	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_369	1	6
1508103	item101032411103	220	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_369	1	6
1508104	item101032411104	220	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_369	1	6
1508105	item101032411105	220	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_369	1	6
1508201	item101032411201	221	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_372	1	6
1508202	item101032411202	221	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_372	1	6
1508203	item101032411203	221	1	3	3,20;4,20;1,200	3,5;4,5;1,50	6	0	pet_372	1	6
1508204	item101032411204	221	1	4	3,25;4,25;1,260	3,6;4,6;1,60	8	0	pet_372	1	6
1508205	item101032411205	221	1	5	3,32;4,32;1,320	3,8;4,8;1,80	10	0	pet_372	1	6
1508301	item101032411301	222	1	1	3,10;4,10;1,110	3,2;4,2;1,30	2	0	pet_372	1	6
1508302	item101032411302	222	1	2	3,14;4,14;1,150	3,3;4,3;1,40	4	0	pet_372	1	6
