流水id	npc编号	技能分类	灵魂技能解锁需佣兵等级	灵魂技能Id	灵魂技能等级	升级灵魂技能所需消耗
968	soldier_npc_10020	1	0	skill401305	6	
969	soldier_npc_10020	1	0	skill401305	7	
970	soldier_npc_10020	1	0	skill401305	8	
971	soldier_npc_10020	1	0	skill401305	9	
972	soldier_npc_10020	1	0	skill401305	10	
973	soldier_npc_10020	2	35	skill401301	1	
974	soldier_npc_10020	2	35	skill401301	2	item105000000068,2
975	soldier_npc_10020	2	35	skill401301	3	item105000000068,4
976	soldier_npc_10020	2	35	skill401301	4	item105000000068,6
977	soldier_npc_10020	2	41	skill401301	5	item105000000068,8
978	soldier_npc_10020	2	41	skill401301	6	item105000000068,10
979	soldier_npc_10020	2	61	skill401301	7	item105000000068,12
980	soldier_npc_10020	2	61	skill401301	8	item105000000068,14
981	soldier_npc_10020	2	71	skill401301	9	item105000000068,16
982	soldier_npc_10020	2	71	skill401301	10	item105000000068,18
983	soldier_npc_10020	2	35	skill401302	1	
984	soldier_npc_10020	2	35	skill401302	2	item105000000069,2
985	soldier_npc_10020	2	35	skill401302	3	item105000000069,4
986	soldier_npc_10020	2	35	skill401302	4	item105000000069,6
987	soldier_npc_10020	2	41	skill401302	5	item105000000069,8
988	soldier_npc_10020	2	41	skill401302	6	item105000000069,10
989	soldier_npc_10020	2	61	skill401302	7	item105000000069,12
990	soldier_npc_10020	2	61	skill401302	8	item105000000069,14
991	soldier_npc_10020	2	71	skill401302	9	item105000000069,16
992	soldier_npc_10020	2	71	skill401302	10	item105000000069,18
993	soldier_npc_10020	2	35	skill401303	1	
994	soldier_npc_10020	2	35	skill401303	2	item105000000070,2
995	soldier_npc_10020	2	35	skill401303	3	item105000000070,4
996	soldier_npc_10020	2	35	skill401303	4	item105000000070,6
997	soldier_npc_10020	2	41	skill401303	5	item105000000070,8
998	soldier_npc_10020	2	41	skill401303	6	item105000000070,10
999	soldier_npc_10020	2	61	skill401303	7	item105000000070,12
1000	soldier_npc_10020	2	61	skill401303	8	item105000000070,14
1001	soldier_npc_10020	2	71	skill401303	9	item105000000070,16
1002	soldier_npc_10020	2	71	skill401303	10	item105000000070,18
1003	soldier_npc_10020	2	35	skill401304	1	
1004	soldier_npc_10020	2	35	skill401304	2	item105000000071,2
1005	soldier_npc_10020	2	35	skill401304	3	item105000000071,4
1006	soldier_npc_10020	2	35	skill401304	4	item105000000071,6
1007	soldier_npc_10020	2	41	skill401304	5	item105000000071,8
1008	soldier_npc_10020	2	41	skill401304	6	item105000000071,10
1009	soldier_npc_10020	2	61	skill401304	7	item105000000071,12
1010	soldier_npc_10020	2	61	skill401304	8	item105000000071,14
1011	soldier_npc_10020	2	71	skill401304	9	item105000000071,16
1012	soldier_npc_10020	2	71	skill401304	10	item105000000071,18
1013	soldier_npc_10020	3	0	skill401306	1	
1014	soldier_npc_10020	3	0	skill401307	1	
1015	soldier_npc_10020	3	0	skill401308	1	
1016	soldier_npc_10020	3	0	skill401309	1	
1017	soldier_npc_10021	1	0	skill401405	1	
1018	soldier_npc_10021	1	0	skill401405	2	
1019	soldier_npc_10021	1	0	skill401405	3	
1020	soldier_npc_10021	1	0	skill401405	4	
1021	soldier_npc_10021	1	0	skill401405	5	
1022	soldier_npc_10021	1	0	skill401405	6	
1023	soldier_npc_10021	1	0	skill401405	7	
1024	soldier_npc_10021	1	0	skill401405	8	
1025	soldier_npc_10021	1	0	skill401405	9	
1026	soldier_npc_10021	1	0	skill401405	10	
1027	soldier_npc_10021	2	35	skill401401	1	
1028	soldier_npc_10021	2	35	skill401401	2	item105000000068,2
1029	soldier_npc_10021	2	35	skill401401	3	item105000000068,4
1030	soldier_npc_10021	2	35	skill401401	4	item105000000068,6
1031	soldier_npc_10021	2	41	skill401401	5	item105000000068,8
1032	soldier_npc_10021	2	41	skill401401	6	item105000000068,10
1033	soldier_npc_10021	2	61	skill401401	7	item105000000068,12
1034	soldier_npc_10021	2	61	skill401401	8	item105000000068,14
1035	soldier_npc_10021	2	71	skill401401	9	item105000000068,16
1036	soldier_npc_10021	2	71	skill401401	10	item105000000068,18
1037	soldier_npc_10021	2	35	skill401402	1	
1038	soldier_npc_10021	2	35	skill401402	2	item105000000069,2
1039	soldier_npc_10021	2	35	skill401402	3	item105000000069,4
1040	soldier_npc_10021	2	35	skill401402	4	item105000000069,6
1041	soldier_npc_10021	2	41	skill401402	5	item105000000069,8
1042	soldier_npc_10021	2	41	skill401402	6	item105000000069,10
1043	soldier_npc_10021	2	61	skill401402	7	item105000000069,12
1044	soldier_npc_10021	2	61	skill401402	8	item105000000069,14
1045	soldier_npc_10021	2	71	skill401402	9	item105000000069,16
1046	soldier_npc_10021	2	71	skill401402	10	item105000000069,18
1047	soldier_npc_10021	2	35	skill401403	1	
1048	soldier_npc_10021	2	35	skill401403	2	item105000000070,2
1049	soldier_npc_10021	2	35	skill401403	3	item105000000070,4
1050	soldier_npc_10021	2	35	skill401403	4	item105000000070,6
1051	soldier_npc_10021	2	41	skill401403	5	item105000000070,8
1052	soldier_npc_10021	2	41	skill401403	6	item105000000070,10
1053	soldier_npc_10021	2	61	skill401403	7	item105000000070,12
1054	soldier_npc_10021	2	61	skill401403	8	item105000000070,14
1055	soldier_npc_10021	2	71	skill401403	9	item105000000070,16
1056	soldier_npc_10021	2	71	skill401403	10	item105000000070,18
1057	soldier_npc_10021	2	35	skill401404	1	
1058	soldier_npc_10021	2	35	skill401404	2	item105000000071,2
1059	soldier_npc_10021	2	35	skill401404	3	item105000000071,4
1060	soldier_npc_10021	2	35	skill401404	4	item105000000071,6
1061	soldier_npc_10021	2	41	skill401404	5	item105000000071,8
1062	soldier_npc_10021	2	41	skill401404	6	item105000000071,10
1063	soldier_npc_10021	2	61	skill401404	7	item105000000071,12
1064	soldier_npc_10021	2	61	skill401404	8	item105000000071,14
1065	soldier_npc_10021	2	71	skill401404	9	item105000000071,16
1066	soldier_npc_10021	2	71	skill401404	10	item105000000071,18
1067	soldier_npc_10021	3	0	skill401406	1	
1068	soldier_npc_10021	3	0	skill401407	1	
1069	soldier_npc_10021	3	0	skill401408	1	
1070	soldier_npc_10021	3	0	skill401409	1	
1071	soldier_npc_10022	1	0	skill401505	1	
1072	soldier_npc_10022	1	0	skill401505	2	
1073	soldier_npc_10022	1	0	skill401505	3	
1074	soldier_npc_10022	1	0	skill401505	4	
1075	soldier_npc_10022	1	0	skill401505	5	
1076	soldier_npc_10022	1	0	skill401505	6	
1077	soldier_npc_10022	1	0	skill401505	7	
1078	soldier_npc_10022	1	0	skill401505	8	
1079	soldier_npc_10022	1	0	skill401505	9	
1080	soldier_npc_10022	1	0	skill401505	10	
1081	soldier_npc_10022	2	35	skill401501	1	
1082	soldier_npc_10022	2	35	skill401501	2	item105000000068,2
1083	soldier_npc_10022	2	35	skill401501	3	item105000000068,4
1084	soldier_npc_10022	2	35	skill401501	4	item105000000068,6
1085	soldier_npc_10022	2	41	skill401501	5	item105000000068,8
1086	soldier_npc_10022	2	41	skill401501	6	item105000000068,10
1087	soldier_npc_10022	2	61	skill401501	7	item105000000068,12
1088	soldier_npc_10022	2	61	skill401501	8	item105000000068,14
1089	soldier_npc_10022	2	71	skill401501	9	item105000000068,16
1090	soldier_npc_10022	2	71	skill401501	10	item105000000068,18
1091	soldier_npc_10022	2	35	skill401502	1	
1092	soldier_npc_10022	2	35	skill401502	2	item105000000069,2
1093	soldier_npc_10022	2	35	skill401502	3	item105000000069,4
1094	soldier_npc_10022	2	35	skill401502	4	item105000000069,6
1095	soldier_npc_10022	2	41	skill401502	5	item105000000069,8
1096	soldier_npc_10022	2	41	skill401502	6	item105000000069,10
1097	soldier_npc_10022	2	61	skill401502	7	item105000000069,12
1098	soldier_npc_10022	2	61	skill401502	8	item105000000069,14
1099	soldier_npc_10022	2	71	skill401502	9	item105000000069,16
1100	soldier_npc_10022	2	71	skill401502	10	item105000000069,18
1101	soldier_npc_10022	2	35	skill401503	1	
1102	soldier_npc_10022	2	35	skill401503	2	item105000000070,2
1103	soldier_npc_10022	2	35	skill401503	3	item105000000070,4
1104	soldier_npc_10022	2	35	skill401503	4	item105000000070,6
1105	soldier_npc_10022	2	41	skill401503	5	item105000000070,8
1106	soldier_npc_10022	2	41	skill401503	6	item105000000070,10
1107	soldier_npc_10022	2	61	skill401503	7	item105000000070,12
1108	soldier_npc_10022	2	61	skill401503	8	item105000000070,14
1109	soldier_npc_10022	2	71	skill401503	9	item105000000070,16
1110	soldier_npc_10022	2	71	skill401503	10	item105000000070,18
1111	soldier_npc_10022	2	35	skill401504	1	
1112	soldier_npc_10022	2	35	skill401504	2	item105000000071,2
1113	soldier_npc_10022	2	35	skill401504	3	item105000000071,4
1114	soldier_npc_10022	2	35	skill401504	4	item105000000071,6
1115	soldier_npc_10022	2	41	skill401504	5	item105000000071,8
1116	soldier_npc_10022	2	41	skill401504	6	item105000000071,10
1117	soldier_npc_10022	2	61	skill401504	7	item105000000071,12
1118	soldier_npc_10022	2	61	skill401504	8	item105000000071,14
1119	soldier_npc_10022	2	71	skill401504	9	item105000000071,16
1120	soldier_npc_10022	2	71	skill401504	10	item105000000071,18
1121	soldier_npc_10022	3	0	skill401506	1	
1122	soldier_npc_10022	3	0	skill401507	1	
1123	soldier_npc_10022	3	0	skill401508	1	
1124	soldier_npc_10022	3	0	skill401509	1	
1125	soldier_npc_10023	1	0	skill401605	1	
1126	soldier_npc_10023	1	0	skill401605	2	
1127	soldier_npc_10023	1	0	skill401605	3	
1128	soldier_npc_10023	1	0	skill401605	4	
1129	soldier_npc_10023	1	0	skill401605	5	
1130	soldier_npc_10023	1	0	skill401605	6	
1131	soldier_npc_10023	1	0	skill401605	7	
1132	soldier_npc_10023	1	0	skill401605	8	
1133	soldier_npc_10023	1	0	skill401605	9	
1134	soldier_npc_10023	1	0	skill401605	10	
1135	soldier_npc_10023	2	35	skill401601	1	
1136	soldier_npc_10023	2	35	skill401601	2	item105000000068,2
1137	soldier_npc_10023	2	35	skill401601	3	item105000000068,4
1138	soldier_npc_10023	2	35	skill401601	4	item105000000068,6
1139	soldier_npc_10023	2	41	skill401601	5	item105000000068,8
1140	soldier_npc_10023	2	41	skill401601	6	item105000000068,10
1141	soldier_npc_10023	2	61	skill401601	7	item105000000068,12
1142	soldier_npc_10023	2	61	skill401601	8	item105000000068,14
1143	soldier_npc_10023	2	71	skill401601	9	item105000000068,16
1144	soldier_npc_10023	2	71	skill401601	10	item105000000068,18
1145	soldier_npc_10023	2	35	skill401602	1	
1146	soldier_npc_10023	2	35	skill401602	2	item105000000069,2
1147	soldier_npc_10023	2	35	skill401602	3	item105000000069,4
1148	soldier_npc_10023	2	35	skill401602	4	item105000000069,6
1149	soldier_npc_10023	2	41	skill401602	5	item105000000069,8
1150	soldier_npc_10023	2	41	skill401602	6	item105000000069,10
1151	soldier_npc_10023	2	61	skill401602	7	item105000000069,12
1152	soldier_npc_10023	2	61	skill401602	8	item105000000069,14
1153	soldier_npc_10023	2	71	skill401602	9	item105000000069,16
1154	soldier_npc_10023	2	71	skill401602	10	item105000000069,18
1155	soldier_npc_10023	2	35	skill401603	1	
1156	soldier_npc_10023	2	35	skill401603	2	item105000000070,2
1157	soldier_npc_10023	2	35	skill401603	3	item105000000070,4
1158	soldier_npc_10023	2	35	skill401603	4	item105000000070,6
1159	soldier_npc_10023	2	41	skill401603	5	item105000000070,8
1160	soldier_npc_10023	2	41	skill401603	6	item105000000070,10
1161	soldier_npc_10023	2	61	skill401603	7	item105000000070,12
1162	soldier_npc_10023	2	61	skill401603	8	item105000000070,14
1163	soldier_npc_10023	2	71	skill401603	9	item105000000070,16
1164	soldier_npc_10023	2	71	skill401603	10	item105000000070,18
1165	soldier_npc_10023	2	35	skill401604	1	
1166	soldier_npc_10023	2	35	skill401604	2	item105000000071,2
1167	soldier_npc_10023	2	35	skill401604	3	item105000000071,4
1168	soldier_npc_10023	2	35	skill401604	4	item105000000071,6
1169	soldier_npc_10023	2	41	skill401604	5	item105000000071,8
1170	soldier_npc_10023	2	41	skill401604	6	item105000000071,10
1171	soldier_npc_10023	2	61	skill401604	7	item105000000071,12
1172	soldier_npc_10023	2	61	skill401604	8	item105000000071,14
1173	soldier_npc_10023	2	71	skill401604	9	item105000000071,16
1174	soldier_npc_10023	2	71	skill401604	10	item105000000071,18
1175	soldier_npc_10023	3	0	skill401606	1	
1176	soldier_npc_10023	3	0	skill401607	1	
1177	soldier_npc_10023	3	0	skill401608	1	
1178	soldier_npc_10023	3	0	skill401609	1	
1179	soldier_npc_10024	1	0	skill401705	1	
1180	soldier_npc_10024	1	0	skill401705	2	
1181	soldier_npc_10024	1	0	skill401705	3	
1182	soldier_npc_10024	1	0	skill401705	4	
1183	soldier_npc_10024	1	0	skill401705	5	
1184	soldier_npc_10024	1	0	skill401705	6	
1185	soldier_npc_10024	1	0	skill401705	7	
1186	soldier_npc_10024	1	0	skill401705	8	
1187	soldier_npc_10024	1	0	skill401705	9	
1188	soldier_npc_10024	1	0	skill401705	10	
1189	soldier_npc_10024	2	35	skill401701	1	
1190	soldier_npc_10024	2	35	skill401701	2	item105000000068,2
1191	soldier_npc_10024	2	35	skill401701	3	item105000000068,4
1192	soldier_npc_10024	2	35	skill401701	4	item105000000068,6
1193	soldier_npc_10024	2	41	skill401701	5	item105000000068,8
1194	soldier_npc_10024	2	41	skill401701	6	item105000000068,10
1195	soldier_npc_10024	2	61	skill401701	7	item105000000068,12
1196	soldier_npc_10024	2	61	skill401701	8	item105000000068,14
1197	soldier_npc_10024	2	71	skill401701	9	item105000000068,16
1198	soldier_npc_10024	2	71	skill401701	10	item105000000068,18
1199	soldier_npc_10024	2	35	skill401702	1	
1200	soldier_npc_10024	2	35	skill401702	2	item105000000069,2
1201	soldier_npc_10024	2	35	skill401702	3	item105000000069,4
1202	soldier_npc_10024	2	35	skill401702	4	item105000000069,6
1203	soldier_npc_10024	2	41	skill401702	5	item105000000069,8
1204	soldier_npc_10024	2	41	skill401702	6	item105000000069,10
1205	soldier_npc_10024	2	61	skill401702	7	item105000000069,12
1206	soldier_npc_10024	2	61	skill401702	8	item105000000069,14
1207	soldier_npc_10024	2	71	skill401702	9	item105000000069,16
1208	soldier_npc_10024	2	71	skill401702	10	item105000000069,18
1209	soldier_npc_10024	2	35	skill401703	1	
1210	soldier_npc_10024	2	35	skill401703	2	item105000000070,2
1211	soldier_npc_10024	2	35	skill401703	3	item105000000070,4
1212	soldier_npc_10024	2	35	skill401703	4	item105000000070,6
1213	soldier_npc_10024	2	41	skill401703	5	item105000000070,8
1214	soldier_npc_10024	2	41	skill401703	6	item105000000070,10
1215	soldier_npc_10024	2	61	skill401703	7	item105000000070,12
1216	soldier_npc_10024	2	61	skill401703	8	item105000000070,14
1217	soldier_npc_10024	2	71	skill401703	9	item105000000070,16
1218	soldier_npc_10024	2	71	skill401703	10	item105000000070,18
1219	soldier_npc_10024	2	35	skill401704	1	
1220	soldier_npc_10024	2	35	skill401704	2	item105000000071,2
1221	soldier_npc_10024	2	35	skill401704	3	item105000000071,4
1222	soldier_npc_10024	2	35	skill401704	4	item105000000071,6
1223	soldier_npc_10024	2	41	skill401704	5	item105000000071,8
1224	soldier_npc_10024	2	41	skill401704	6	item105000000071,10
1225	soldier_npc_10024	2	61	skill401704	7	item105000000071,12
1226	soldier_npc_10024	2	61	skill401704	8	item105000000071,14
1227	soldier_npc_10024	2	71	skill401704	9	item105000000071,16
1228	soldier_npc_10024	2	71	skill401704	10	item105000000071,18
1229	soldier_npc_10024	3	0	skill401706	1	
1230	soldier_npc_10024	3	0	skill401707	1	
1231	soldier_npc_10024	3	0	skill401708	1	
1232	soldier_npc_10024	3	0	skill401709	1	
1233	soldier_npc_10025	1	0	skill401805	1	
1234	soldier_npc_10025	1	0	skill401805	2	
1235	soldier_npc_10025	1	0	skill401805	3	
1236	soldier_npc_10025	1	0	skill401805	4	
1237	soldier_npc_10025	1	0	skill401805	5	
1238	soldier_npc_10025	1	0	skill401805	6	
1239	soldier_npc_10025	1	0	skill401805	7	
1240	soldier_npc_10025	1	0	skill401805	8	
1241	soldier_npc_10025	1	0	skill401805	9	
1242	soldier_npc_10025	1	0	skill401805	10	
1243	soldier_npc_10025	2	35	skill401801	1	
1244	soldier_npc_10025	2	35	skill401801	2	item105000000068,2
1245	soldier_npc_10025	2	35	skill401801	3	item105000000068,4
1246	soldier_npc_10025	2	35	skill401801	4	item105000000068,6
1247	soldier_npc_10025	2	41	skill401801	5	item105000000068,8
1248	soldier_npc_10025	2	41	skill401801	6	item105000000068,10
1249	soldier_npc_10025	2	61	skill401801	7	item105000000068,12
1250	soldier_npc_10025	2	61	skill401801	8	item105000000068,14
1251	soldier_npc_10025	2	71	skill401801	9	item105000000068,16
1252	soldier_npc_10025	2	71	skill401801	10	item105000000068,18
1253	soldier_npc_10025	2	35	skill401802	1	
1254	soldier_npc_10025	2	35	skill401802	2	item105000000069,2
1255	soldier_npc_10025	2	35	skill401802	3	item105000000069,4
1256	soldier_npc_10025	2	35	skill401802	4	item105000000069,6
1257	soldier_npc_10025	2	41	skill401802	5	item105000000069,8
1258	soldier_npc_10025	2	41	skill401802	6	item105000000069,10
1259	soldier_npc_10025	2	61	skill401802	7	item105000000069,12
1260	soldier_npc_10025	2	61	skill401802	8	item105000000069,14
1261	soldier_npc_10025	2	71	skill401802	9	item105000000069,16
1262	soldier_npc_10025	2	71	skill401802	10	item105000000069,18
1263	soldier_npc_10025	2	35	skill401803	1	
1264	soldier_npc_10025	2	35	skill401803	2	item105000000070,2
1265	soldier_npc_10025	2	35	skill401803	3	item105000000070,4
1266	soldier_npc_10025	2	35	skill401803	4	item105000000070,6
1267	soldier_npc_10025	2	41	skill401803	5	item105000000070,8
1268	soldier_npc_10025	2	41	skill401803	6	item105000000070,10
1269	soldier_npc_10025	2	61	skill401803	7	item105000000070,12
1270	soldier_npc_10025	2	61	skill401803	8	item105000000070,14
1271	soldier_npc_10025	2	71	skill401803	9	item105000000070,16
1272	soldier_npc_10025	2	71	skill401803	10	item105000000070,18
1273	soldier_npc_10025	2	35	skill401804	1	
1274	soldier_npc_10025	2	35	skill401804	2	item105000000071,2
1275	soldier_npc_10025	2	35	skill401804	3	item105000000071,4
1276	soldier_npc_10025	2	35	skill401804	4	item105000000071,6
1277	soldier_npc_10025	2	41	skill401804	5	item105000000071,8
1278	soldier_npc_10025	2	41	skill401804	6	item105000000071,10
1279	soldier_npc_10025	2	61	skill401804	7	item105000000071,12
1280	soldier_npc_10025	2	61	skill401804	8	item105000000071,14
1281	soldier_npc_10025	2	71	skill401804	9	item105000000071,16
1282	soldier_npc_10025	2	71	skill401804	10	item105000000071,18
1283	soldier_npc_10025	3	0	skill401806	1	
1284	soldier_npc_10025	3	0	skill401807	1	
1285	soldier_npc_10025	3	0	skill401808	1	
1286	soldier_npc_10025	3	0	skill401809	1	
1287	soldier_npc_10026	1	0	skill402005	1	
1288	soldier_npc_10026	1	0	skill402005	2	
1289	soldier_npc_10026	1	0	skill402005	3	
1290	soldier_npc_10026	1	0	skill402005	4	
1291	soldier_npc_10026	1	0	skill402005	5	
1292	soldier_npc_10026	1	0	skill402005	6	
1293	soldier_npc_10026	1	0	skill402005	7	
1294	soldier_npc_10026	1	0	skill402005	8	
1295	soldier_npc_10026	1	0	skill402005	9	
1296	soldier_npc_10026	1	0	skill402005	10	
1297	soldier_npc_10026	2	35	skill402001	1	
1298	soldier_npc_10026	2	35	skill402001	2	item105000000068,2
1299	soldier_npc_10026	2	35	skill402001	3	item105000000068,4
1300	soldier_npc_10026	2	35	skill402001	4	item105000000068,6
1301	soldier_npc_10026	2	41	skill402001	5	item105000000068,8
1302	soldier_npc_10026	2	41	skill402001	6	item105000000068,10
1303	soldier_npc_10026	2	61	skill402001	7	item105000000068,12
1304	soldier_npc_10026	2	61	skill402001	8	item105000000068,14
1305	soldier_npc_10026	2	71	skill402001	9	item105000000068,16
1306	soldier_npc_10026	2	71	skill402001	10	item105000000068,18
1307	soldier_npc_10026	2	35	skill402002	1	
1308	soldier_npc_10026	2	35	skill402002	2	item105000000069,2
1309	soldier_npc_10026	2	35	skill402002	3	item105000000069,4
1310	soldier_npc_10026	2	35	skill402002	4	item105000000069,6
1311	soldier_npc_10026	2	41	skill402002	5	item105000000069,8
1312	soldier_npc_10026	2	41	skill402002	6	item105000000069,10
1313	soldier_npc_10026	2	61	skill402002	7	item105000000069,12
1314	soldier_npc_10026	2	61	skill402002	8	item105000000069,14
1315	soldier_npc_10026	2	71	skill402002	9	item105000000069,16
1316	soldier_npc_10026	2	71	skill402002	10	item105000000069,18
1317	soldier_npc_10026	2	35	skill402003	1	
1318	soldier_npc_10026	2	35	skill402003	2	item105000000070,2
1319	soldier_npc_10026	2	35	skill402003	3	item105000000070,4
1320	soldier_npc_10026	2	35	skill402003	4	item105000000070,6
1321	soldier_npc_10026	2	41	skill402003	5	item105000000070,8
1322	soldier_npc_10026	2	41	skill402003	6	item105000000070,10
1323	soldier_npc_10026	2	61	skill402003	7	item105000000070,12
1324	soldier_npc_10026	2	61	skill402003	8	item105000000070,14
1325	soldier_npc_10026	2	71	skill402003	9	item105000000070,16
1326	soldier_npc_10026	2	71	skill402003	10	item105000000070,18
1327	soldier_npc_10026	2	35	skill402004	1	
1328	soldier_npc_10026	2	35	skill402004	2	item105000000071,2
1329	soldier_npc_10026	2	35	skill402004	3	item105000000071,4
1330	soldier_npc_10026	2	35	skill402004	4	item105000000071,6
1331	soldier_npc_10026	2	41	skill402004	5	item105000000071,8
1332	soldier_npc_10026	2	41	skill402004	6	item105000000071,10
1333	soldier_npc_10026	2	61	skill402004	7	item105000000071,12
1334	soldier_npc_10026	2	61	skill402004	8	item105000000071,14
1335	soldier_npc_10026	2	71	skill402004	9	item105000000071,16
1336	soldier_npc_10026	2	71	skill402004	10	item105000000071,18
1337	soldier_npc_10026	3	0	skill402006	1	
1338	soldier_npc_10026	3	0	skill402007	1	
1339	soldier_npc_10026	3	0	skill402008	1	
1340	soldier_npc_10026	3	0	skill402009	1	
1341	soldier_npc_10027	1	0	skill402105	1	
1342	soldier_npc_10027	1	0	skill402105	2	
1343	soldier_npc_10027	1	0	skill402105	3	
1344	soldier_npc_10027	1	0	skill402105	4	
1345	soldier_npc_10027	1	0	skill402105	5	
1346	soldier_npc_10027	1	0	skill402105	6	
1347	soldier_npc_10027	1	0	skill402105	7	
1348	soldier_npc_10027	1	0	skill402105	8	
1349	soldier_npc_10027	1	0	skill402105	9	
1350	soldier_npc_10027	1	0	skill402105	10	
1351	soldier_npc_10027	2	35	skill402101	1	
1352	soldier_npc_10027	2	35	skill402101	2	item105000000068,2
1353	soldier_npc_10027	2	35	skill402101	3	item105000000068,4
1354	soldier_npc_10027	2	35	skill402101	4	item105000000068,6
1355	soldier_npc_10027	2	41	skill402101	5	item105000000068,8
1356	soldier_npc_10027	2	41	skill402101	6	item105000000068,10
1357	soldier_npc_10027	2	61	skill402101	7	item105000000068,12
1358	soldier_npc_10027	2	61	skill402101	8	item105000000068,14
1359	soldier_npc_10027	2	71	skill402101	9	item105000000068,16
1360	soldier_npc_10027	2	71	skill402101	10	item105000000068,18
1361	soldier_npc_10027	2	35	skill402102	1	
1362	soldier_npc_10027	2	35	skill402102	2	item105000000069,2
1363	soldier_npc_10027	2	35	skill402102	3	item105000000069,4
1364	soldier_npc_10027	2	35	skill402102	4	item105000000069,6
1365	soldier_npc_10027	2	41	skill402102	5	item105000000069,8
1366	soldier_npc_10027	2	41	skill402102	6	item105000000069,10
1367	soldier_npc_10027	2	61	skill402102	7	item105000000069,12
1368	soldier_npc_10027	2	61	skill402102	8	item105000000069,14
1369	soldier_npc_10027	2	71	skill402102	9	item105000000069,16
1370	soldier_npc_10027	2	71	skill402102	10	item105000000069,18
1371	soldier_npc_10027	2	35	skill402103	1	
1372	soldier_npc_10027	2	35	skill402103	2	item105000000070,2
1373	soldier_npc_10027	2	35	skill402103	3	item105000000070,4
1374	soldier_npc_10027	2	35	skill402103	4	item105000000070,6
1375	soldier_npc_10027	2	41	skill402103	5	item105000000070,8
1376	soldier_npc_10027	2	41	skill402103	6	item105000000070,10
1377	soldier_npc_10027	2	61	skill402103	7	item105000000070,12
1378	soldier_npc_10027	2	61	skill402103	8	item105000000070,14
1379	soldier_npc_10027	2	71	skill402103	9	item105000000070,16
1380	soldier_npc_10027	2	71	skill402103	10	item105000000070,18
1381	soldier_npc_10027	2	35	skill402104	1	
1382	soldier_npc_10027	2	35	skill402104	2	item105000000071,2
1383	soldier_npc_10027	2	35	skill402104	3	item105000000071,4
1384	soldier_npc_10027	2	35	skill402104	4	item105000000071,6
1385	soldier_npc_10027	2	41	skill402104	5	item105000000071,8
1386	soldier_npc_10027	2	41	skill402104	6	item105000000071,10
1387	soldier_npc_10027	2	61	skill402104	7	item105000000071,12
1388	soldier_npc_10027	2	61	skill402104	8	item105000000071,14
1389	soldier_npc_10027	2	71	skill402104	9	item105000000071,16
1390	soldier_npc_10027	2	71	skill402104	10	item105000000071,18
1391	soldier_npc_10027	3	0	skill402106	1	
1392	soldier_npc_10027	3	0	skill402107	1	
1393	soldier_npc_10027	3	0	skill402108	1	
1394	soldier_npc_10027	3	0	skill402109	1	
1395	soldier_npc_10028	1	0	skill402205	1	
1396	soldier_npc_10028	1	0	skill402205	2	
1397	soldier_npc_10028	1	0	skill402205	3	
1398	soldier_npc_10028	1	0	skill402205	4	
1399	soldier_npc_10028	1	0	skill402205	5	
1400	soldier_npc_10028	1	0	skill402205	6	
1401	soldier_npc_10028	1	0	skill402205	7	
1402	soldier_npc_10028	1	0	skill402205	8	
1403	soldier_npc_10028	1	0	skill402205	9	
1404	soldier_npc_10028	1	0	skill402205	10	
1405	soldier_npc_10028	2	35	skill402201	1	
1406	soldier_npc_10028	2	35	skill402201	2	item105000000068,2
1407	soldier_npc_10028	2	35	skill402201	3	item105000000068,4
1408	soldier_npc_10028	2	35	skill402201	4	item105000000068,6
1409	soldier_npc_10028	2	41	skill402201	5	item105000000068,8
1410	soldier_npc_10028	2	41	skill402201	6	item105000000068,10
1411	soldier_npc_10028	2	61	skill402201	7	item105000000068,12
1412	soldier_npc_10028	2	61	skill402201	8	item105000000068,14
1413	soldier_npc_10028	2	71	skill402201	9	item105000000068,16
1414	soldier_npc_10028	2	71	skill402201	10	item105000000068,18
1415	soldier_npc_10028	2	35	skill402202	1	
1416	soldier_npc_10028	2	35	skill402202	2	item105000000069,2
1417	soldier_npc_10028	2	35	skill402202	3	item105000000069,4
1418	soldier_npc_10028	2	35	skill402202	4	item105000000069,6
1419	soldier_npc_10028	2	41	skill402202	5	item105000000069,8
1420	soldier_npc_10028	2	41	skill402202	6	item105000000069,10
1421	soldier_npc_10028	2	61	skill402202	7	item105000000069,12
1422	soldier_npc_10028	2	61	skill402202	8	item105000000069,14
1423	soldier_npc_10028	2	71	skill402202	9	item105000000069,16
1424	soldier_npc_10028	2	71	skill402202	10	item105000000069,18
1425	soldier_npc_10028	2	35	skill402203	1	
1426	soldier_npc_10028	2	35	skill402203	2	item105000000070,2
1427	soldier_npc_10028	2	35	skill402203	3	item105000000070,4
1428	soldier_npc_10028	2	35	skill402203	4	item105000000070,6
1429	soldier_npc_10028	2	41	skill402203	5	item105000000070,8
1430	soldier_npc_10028	2	41	skill402203	6	item105000000070,10
1431	soldier_npc_10028	2	61	skill402203	7	item105000000070,12
1432	soldier_npc_10028	2	61	skill402203	8	item105000000070,14
1433	soldier_npc_10028	2	71	skill402203	9	item105000000070,16
1434	soldier_npc_10028	2	71	skill402203	10	item105000000070,18
1435	soldier_npc_10028	2	35	skill402204	1	
1436	soldier_npc_10028	2	35	skill402204	2	item105000000071,2
1437	soldier_npc_10028	2	35	skill402204	3	item105000000071,4
