ID		标签类型	拍卖类型	等待竞价时间	生命时长（开始竞价后）	货币类型	起拍竞价	每次竞价提升百分比	一口价	重置时间的节点	购买限制
475	item9308060430999	4	1	300	3600	2	64000	1000	128000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
476	item9309060430999	4	1	300	3600	2	64000	1000	128000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
477	item9310060430999	4	1	300	3600	2	64000	1000	128000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
478	item8200000800002	2	1	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
479	item19200000400001	2	1	300	7200	2	48000	1000	96000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
480	item19200000500001	2	1	300	7200	2	240000	1000	480000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
481	item18000000000015	2	1	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
482	item105900000003	2	1	300	7200	2	3000000	1000	6000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
483	item105900000054	2	1	300	3600	2	80000	1000	160000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
484	item107100030101	3	2	300	3600	2	3000	1000	6000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
485	item107100030102	3	2	300	3600	2	3000	1000	6000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
486	item107100030103	3	2	300	3600	2	3000	1000	6000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
487	item107100030201	3	2	300	3600	2	3000	1000	6000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
488	item107100030202	3	2	300	3600	2	3000	1000	6000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
489	item107100030203	3	2	300	3600	2	3000	1000	6000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
490	item107100030301	3	2	300	3600	2	3000	1000	6000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
491	item107100030302	3	2	300	3600	2	3000	1000	6000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
492	item107100030303	3	2	300	3600	2	3000	1000	6000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
493	item107100041101	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
494	item107100041102	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
495	item107100041103	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
496	item107100041104	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
497	item107100041201	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
498	item107100041202	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
499	item107100041203	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
500	item107100041204	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
501	item107100041301	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
502	item107100041302	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
503	item107100041303	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
504	item107100041304	3	2	300	3600	2	15000	1000	30000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
505	item107100041305	3	2	300	3600	2	40000	1000	80000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
506	item107100042101	3	2	300	3600	2	60000	1000	120000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
507	item107100042102	3	2	300	3600	2	60000	1000	120000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
508	item107100042103	3	2	300	3600	2	60000	1000	120000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
509	item107100042201	3	2	300	3600	2	60000	1000	120000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
510	item107100042202	3	2	300	3600	2	60000	1000	120000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
511	item107100042203	3	2	300	3600	2	60000	1000	120000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
512	item107100042301	3	2	300	3600	2	60000	1000	120000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
513	item107100042302	3	2	300	3600	2	60000	1000	120000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
514	item107100042303	3	2	300	3600	2	60000	1000	120000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
515	item107100043101	3	2	300	7200	2	150000	1000	300000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
516	item107100043102	3	2	300	7200	2	150000	1000	300000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
517	item107100043103	3	2	300	7200	2	150000	1000	300000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
518	item107100043201	3	2	300	7200	2	150000	1000	300000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
519	item107100043202	3	2	300	7200	2	150000	1000	300000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
520	item107100043203	3	2	300	7200	2	150000	1000	300000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
521	item107100043301	3	2	300	7200	2	150000	1000	300000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
522	item107100043302	3	2	300	7200	2	150000	1000	300000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
523	item107100043303	3	2	300	7200	2	150000	1000	300000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
524	item107100051101	3	2	300	7200	2	675000	1000	1350000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
525	item107100051102	3	2	300	7200	2	675000	1000	1350000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
526	item107100051103	3	2	300	7200	2	675000	1000	1350000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
527	item107100051201	3	2	300	7200	2	675000	1000	1350000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
528	item107100051202	3	2	300	7200	2	675000	1000	1350000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
529	item107100051203	3	2	300	7200	2	675000	1000	1350000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
530	item107100051204	3	2	300	7200	2	675000	1000	1350000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
531	item107100051301	3	2	300	7200	2	675000	1000	1350000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
532	item107100051302	3	2	300	7200	2	675000	1000	1350000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
533	item107100051303	3	2	300	7200	2	675000	1000	1350000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
534	item107100052101	3	2	300	7200	2	1350000	1000	2700000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
535	item107100052102	3	2	300	7200	2	1350000	1000	2700000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
536	item107100052103	3	2	300	7200	2	1350000	1000	2700000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
537	item107100052201	3	2	300	7200	2	1350000	1000	2700000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
538	item107100052202	3	2	300	7200	2	1350000	1000	2700000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
539	item107100052203	3	2	300	7200	2	1350000	1000	2700000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
540	item107100052301	3	2	300	7200	2	1350000	1000	2700000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
541	item107100052302	3	2	300	7200	2	1350000	1000	2700000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
542	item107100052303	3	2	300	7200	2	1350000	1000	2700000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
543	item107100053101	3	2	300	7200	2	2700000	1000	5400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
544	item107100053102	3	2	300	7200	2	2700000	1000	5400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
545	item107100053103	3	2	300	7200	2	2700000	1000	5400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
546	item107100053201	3	2	300	7200	2	2700000	1000	5400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
547	item107100053202	3	2	300	7200	2	2700000	1000	5400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
548	item107100053203	3	2	300	7200	2	2700000	1000	5400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
549	item107100053204	3	2	300	7200	2	2700000	1000	5400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
550	item107100053301	3	2	300	7200	2	2700000	1000	5400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
551	item107100053302	3	2	300	7200	2	2700000	1000	5400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
552	item107100053303	3	2	300	7200	2	2700000	1000	5400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
553	item107200041001	3	2	300	3600	2	500	1000	1000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
554	item107200042001	3	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
555	item107200043001	3	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
556	item107200051001	3	2	300	3600	2	22500	1000	45000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
557	item107200052001	3	2	300	3600	2	45000	1000	90000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
558	item107200053001	3	2	300	3600	2	90000	1000	180000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
559	item119100000000	2	2	300	3600	2	3000	1000	6000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
560	item119100000001	2	2	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
561	item119100000002	2	2	300	3600	2	30000	1000	60000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
562	item119100000004	2	2	300	3600	2	16000	1000	32000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
563	item119100000005	2	2	300	3600	2	16000	1000	32000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
564	item119100000006	2	2	300	3600	2	16000	1000	32000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
565	item162000120103	2	2	300	7200	2	305400	1000	610800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
566	item162000120203	2	2	300	7200	2	305400	1000	610800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
567	item162000220103	2	2	300	7200	2	305400	1000	610800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
568	item162000220203	2	2	300	7200	2	305400	1000	610800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
569	item162000320103	2	2	300	7200	2	305400	1000	610800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
570	item162000320203	2	2	300	7200	2	305400	1000	610800	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
571	item103010121005	1	2	300	3600	2	8000	1000	16000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
572	item103010121006	1	2	300	3600	2	32000	1000	64000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
573	item103010121007	1	2	300	7200	2	128000	1000	256000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
574	item103010111001	1	2	300	3600	2	100	1000	200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
575	item103010111002	1	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
576	item103010111003	1	2	300	3600	2	12500	1000	25000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
577	item103010111004	1	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
578	item103010111005	1	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
579	item103010111006	1	2	300	3600	2	100	1000	200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
580	item103010111007	1	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
581	item103010111008	1	2	300	3600	2	12500	1000	25000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
582	item103010111009	1	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
583	item103010111010	1	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
584	item103010111011	1	2	300	3600	2	100	1000	200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
585	item103010111012	1	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
586	item103010111013	1	2	300	3600	2	12500	1000	25000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
587	item103010111014	1	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
588	item103010111015	1	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
589	item103010111016	1	2	300	3600	2	100	1000	200	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
590	item103010111017	1	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
591	item103010111018	1	2	300	3600	2	12500	1000	25000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
592	item103010111019	1	2	300	7200	2	100000	1000	200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
593	item103010111020	1	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
594	item106210100001	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
595	item106210100002	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
596	item106210100003	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
597	item106210100004	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
598	item106210100005	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
599	item106210100006	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
600	item106210100007	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
601	item106210100008	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
602	item106210100009	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
603	item106210100010	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
604	item106210100011	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
605	item106210100012	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
606	item106210100013	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
607	item106210100014	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
608	item106210100015	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
609	item106210100016	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
610	item106210100017	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
611	item106210100018	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
612	item106210100019	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
613	item106210100020	2	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
614	item101020501011	5	2	300	3600	2	38000	1000	76000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
615	item101020501012	5	2	300	7200	2	940000	1000	1880000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
616	item101020503011	5	2	300	7200	2	648000	1000	1296000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
617	item101020503012	5	2	300	7200	2	648000	1000	1296000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
618	item101020503013	5	2	300	7200	2	1280000	1000	2560000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
619	item8101020503013	5	2	300	7200	2	1280000	1000	2560000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
620	item101020507311	5	2	300	7200	2	648000	1000	1296000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
621	item101020503001	5	2	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
622	item101020503002	5	2	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
623	item101020503003	5	2	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
624	item101020503004	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
625	item101020503005	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
626	item101020503021	5	2	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
627	item101020503022	5	2	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
628	item101020503023	5	2	300	3600	2	10000	1000	20000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
629	item101020503024	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
630	item101020503025	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
631	item101020503026	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
632	item101020503027	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
633	item101020503028	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
634	item101020503029	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
635	item101020503030	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
636	item101020503031	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
637	item101020503032	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
638	item101020503033	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
639	item101020503034	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
640	item101020503035	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
641	item101020503036	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
642	item101020503037	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
643	item101020503038	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
644	item101020503039	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
645	item101020503040	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
646	item101020503041	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
647	item101020503042	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
648	item101020503043	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
649	item101020503044	5	2	300	7200	2	1800000	1000	3600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
650	item101020503045	5	2	300	7200	2	1800000	1000	3600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
651	item101020503046	5	2	300	7200	2	1800000	1000	3600000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
652	item101020503047	5	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
653	item101020503048	5	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
654	item101020503049	5	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
655	item101020503050	5	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
656	item101020503051	5	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
657	item101020503052	5	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
658	item101020503053	5	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
659	item101020503054	5	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
660	item101020503055	5	2	300	7200	2	5000000	1000	10000000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
661	item101020503056	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
662	item101020503057	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
663	item101020503062	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
664	item101020503101	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
665	item101020503102	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
666	item101020503103	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
667	item101020503104	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
668	item101020503105	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
669	item101020503106	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
670	item101020503107	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
671	item101020503108	5	2	300	3600	2	50000	1000	100000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
672	item101020503109	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
673	item101020503110	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
674	item101020503111	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
675	item101020503112	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
676	item101020503113	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
677	item101020503114	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
678	item101020503115	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
679	item101020503116	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
680	item101020503117	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
681	item101020503118	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
682	item101020503119	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
683	item101020503120	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
684	item101020503121	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
685	item101020503122	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
686	item101020503123	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
687	item101020503124	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
688	item101020503125	5	2	300	7200	2	200000	1000	400000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
689	item101020503126	5	2	300	7200	2	600000	1000	1200000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
690	item101020505209	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
691	item101020505210	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
692	item101020505211	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
693	item101020505212	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
694	item101020505213	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
695	item101020505214	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
696	item101020505215	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
697	item101020505216	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
698	item101020505217	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
699	item101020505218	5	2	300	3600	2	12000	1000	24000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
700	item101020505219	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
701	item101020505220	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
702	item101020505221	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
703	item101020505222	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
704	item101020505223	5	2	300	3600	2	1000	1000	2000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
705	item101020505224	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
706	item101020505225	5	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
707	item101020505226	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
708	item101020505227	5	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
709	item101020505228	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
710	item101020505229	5	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
711	item101020505230	5	2	300	3600	2	5000	1000	10000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
712	item101020505231	5	2	300	3600	2	2000	1000	4000	100	0,0;41,6;51,10;60,13;65,16;70,19;75,22
