流水	精灵	成长度等级	成长度经验	突破阶段	饲养属性	出战属性	放生返回	技能id	展示技能Id	派遣获得奖励展示	是否公会新闻	进阶等级
6854	pet_321	64	408000	4	1,2178;3,31;4,97	1,4356;3,93;4,195	item8101020503054,1	skill79500,64				0
6855	pet_321	65	414000	4	1,2200;3,32;4,98	1,4400;3,94;4,197	item8101020503054,1	skill79500,65				0
6856	pet_321	66	420000	4	1,2222;3,32;4,99	1,4444;3,95;4,199	item8101020503054,1	skill79500,66				0
6857	pet_321	67	426000	4	1,2244;3,32;4,100	1,4488;3,96;4,202	item8101020503054,1	skill79500,67				0
6858	pet_321	68	432000	4	1,2266;3,33;4,101	1,4532;3,97;4,204	item8101020503054,1	skill79500,68				0
6859	pet_321	69	438000	4	1,2288;3,33;4,103	1,4576;3,98;4,207	item8101020503054,1	skill79500,69				0
6860	pet_321	70	1600	4	1,2310;3,33;4,104	1,4620;3,99;4,209	item8101020503054,1	skill79500,70				0
6861	pet_321	71	3200	5	1,2332;3,34;4,105	1,4664;3,100;4,211	item8101020503054,1	skill79500,71				0
6862	pet_321	72	6400	5	1,2354;3,34;4,106	1,4708;3,101;4,214	item8101020503054,1	skill79500,72				0
6863	pet_321	73	9600	5	1,2376;3,34;4,107	1,4752;3,102;4,216	item8101020503054,1	skill79500,73				0
6864	pet_321	74	32000	5	1,2398;3,35;4,109	1,4796;3,103;4,219	item8101020503054,1	skill79500,74				0
6865	pet_321	75	96000	5	1,2420;3,35;4,110	1,4840;3,104;4,221	item8101020503054,1	skill79500,75				0
6866	pet_321	76	144000	5	1,2442;3,35;4,111	1,4884;3,105;4,223	item8101020503054,1	skill79500,76				0
6867	pet_321	77	220000	5	1,2464;3,36;4,112	1,4928;3,106;4,226	item8101020503054,1	skill79500,77				0
6868	pet_321	78	360000	5	1,2486;3,36;4,113	1,4972;3,107;4,228	item8101020503054,1	skill79500,78				0
6869	pet_321	79	465000	5	1,2508;3,36;4,115	1,5016;3,108;4,231	item8101020503054,1	skill79500,79				0
6870	pet_321	80	12000	5	1,2530;3,37;4,116	1,5060;3,109;4,233	item8101020503054,1	skill79500,80				0
6871	pet_321	81	24000	6	1,2552;3,37;4,117	1,5104;3,110;4,235	item8101020503054,1	skill79500,81				0
6872	pet_321	82	48000	6	1,2574;3,37;4,118	1,5148;3,111;4,238	item8101020503054,1	skill79500,82				0
6873	pet_321	83	72000	6	1,2596;3,38;4,119	1,5192;3,112;4,240	item8101020503054,1	skill79500,83				0
6874	pet_321	84	144000	6	1,2618;3,38;4,121	1,5236;3,113;4,243	item8101020503054,1	skill79500,84				0
6875	pet_321	85	216000	6	1,2640;3,38;4,122	1,5280;3,114;4,245	item8101020503054,1	skill79500,85				0
6876	pet_321	86	324000	6	1,2662;3,39;4,123	1,5324;3,115;4,247	item8101020503054,1	skill79500,86				0
6877	pet_321	87	432000	6	1,2684;3,39;4,124	1,5368;3,116;4,250	item8101020503054,1	skill79500,87				0
6878	pet_321	88	648000	6	1,2706;3,39;4,125	1,5412;3,117;4,252	item8101020503054,1	skill79500,88				0
6879	pet_321	89	972000	6	1,2728;3,40;4,127	1,5456;3,118;4,255	item8101020503054,1	skill79500,89				0
6880	pet_321	90	32400	6	1,2750;3,40;4,128	1,5500;3,119;4,257	item8101020503054,1	skill79500,90				0
6881	pet_322	1	1600	0	1,792;3,10;4,21	1,1584;3,30;4,43	item8101020503054,1	skill79600,1				0
6882	pet_322	2	1920	0	1,814;3,11;4,22	1,1628;3,31;4,46	item8101020503054,1	skill79600,2				0
6883	pet_322	3	2240	0	1,836;3,11;4,23	1,1672;3,32;4,48	item8101020503054,1	skill79600,3				0
6884	pet_322	4	2560	0	1,858;3,11;4,25	1,1716;3,33;4,51	item8101020503054,1	skill79600,4				0
6885	pet_322	5	2880	0	1,880;3,12;4,26	1,1760;3,34;4,53	item8101020503054,1	skill79600,5				0
6886	pet_322	6	3200	0	1,902;3,12;4,27	1,1804;3,35;4,55	item8101020503054,1	skill79600,6				0
6887	pet_322	7	3520	0	1,924;3,12;4,28	1,1848;3,36;4,58	item8101020503054,1	skill79600,7				0
6888	pet_322	8	3840	0	1,946;3,13;4,29	1,1892;3,37;4,60	item8101020503054,1	skill79600,8				0
6889	pet_322	9	4160	0	1,968;3,13;4,31	1,1936;3,38;4,63	item8101020503054,1	skill79600,9				0
6890	pet_322	10	4480	0	1,990;3,13;4,32	1,1980;3,39;4,65	item8101020503054,1	skill79600,10				0
6891	pet_322	11	4800	0	1,1012;3,14;4,33	1,2024;3,40;4,67	item8101020503054,1	skill79600,11				0
6892	pet_322	12	5120	0	1,1034;3,14;4,34	1,2068;3,41;4,70	item8101020503054,1	skill79600,12				0
6893	pet_322	13	5440	0	1,1056;3,14;4,35	1,2112;3,42;4,72	item8101020503054,1	skill79600,13				0
6894	pet_322	14	5760	0	1,1078;3,15;4,37	1,2156;3,43;4,75	item8101020503054,1	skill79600,14				0
6895	pet_322	15	6080	0	1,1100;3,15;4,38	1,2200;3,44;4,77	item8101020503054,1	skill79600,15				0
6896	pet_322	16	6400	0	1,1122;3,15;4,39	1,2244;3,45;4,79	item8101020503054,1	skill79600,16				0
6897	pet_322	17	6720	0	1,1144;3,16;4,40	1,2288;3,46;4,82	item8101020503054,1	skill79600,17				0
6898	pet_322	18	7040	0	1,1166;3,16;4,41	1,2332;3,47;4,84	item8101020503054,1	skill79600,18				0
6899	pet_322	19	7360	0	1,1188;3,16;4,43	1,2376;3,48;4,87	item8101020503054,1	skill79600,19				0
6900	pet_322	20	7680	0	1,1210;3,17;4,44	1,2420;3,49;4,89	item8101020503054,1	skill79600,20				0
6901	pet_322	21	8000	0	1,1232;3,17;4,45	1,2464;3,50;4,92	item8101020503054,1	skill79600,21				0
6902	pet_322	22	8320	0	1,1254;3,17;4,46	1,2508;3,51;4,94	item8101020503054,1	skill79600,22				0
6903	pet_322	23	8640	0	1,1276;3,18;4,47	1,2552;3,52;4,96	item8101020503054,1	skill79600,23				0
6904	pet_322	24	8960	0	1,1298;3,18;4,49	1,2596;3,53;4,99	item8101020503054,1	skill79600,24				0
6905	pet_322	25	9280	0	1,1320;3,18;4,50	1,2640;3,54;4,101	item8101020503054,1	skill79600,25				0
6906	pet_322	26	9600	0	1,1342;3,19;4,51	1,2684;3,55;4,103	item8101020503054,1	skill79600,26				0
6907	pet_322	27	9920	0	1,1364;3,19;4,52	1,2728;3,56;4,106	item8101020503054,1	skill79600,27				0
6908	pet_322	28	10240	0	1,1386;3,19;4,53	1,2772;3,57;4,108	item8101020503054,1	skill79600,28				0
6909	pet_322	29	10560	0	1,1408;3,20;4,55	1,2816;3,58;4,111	item8101020503054,1	skill79600,29				0
6910	pet_322	30	27200	0	1,1430;3,20;4,56	1,2860;3,59;4,113	item8101020503054,1	skill79600,30				0
6911	pet_322	31	28000	1	1,1452;3,20;4,57	1,2904;3,60;4,115	item8101020503054,1	skill79600,31				0
6912	pet_322	32	28800	1	1,1474;3,21;4,58	1,2948;3,61;4,118	item8101020503054,1	skill79600,32				0
6913	pet_322	33	29600	1	1,1496;3,21;4,59	1,2992;3,62;4,120	item8101020503054,1	skill79600,33				0
6914	pet_322	34	30400	1	1,1518;3,21;4,61	1,3036;3,63;4,123	item8101020503054,1	skill79600,34				0
6915	pet_322	35	31200	1	1,1540;3,22;4,62	1,3080;3,64;4,125	item8101020503054,1	skill79600,35				0
6916	pet_322	36	32000	1	1,1562;3,22;4,63	1,3124;3,65;4,127	item8101020503054,1	skill79600,36				0
6917	pet_322	37	32800	1	1,1584;3,22;4,64	1,3168;3,66;4,130	item8101020503054,1	skill79600,37				0
6918	pet_322	38	33600	1	1,1606;3,23;4,65	1,3212;3,67;4,132	item8101020503054,1	skill79600,38				0
6919	pet_322	39	34400	1	1,1628;3,23;4,67	1,3256;3,68;4,135	item8101020503054,1	skill79600,39				0
6920	pet_322	40	79200	1	1,1650;3,23;4,68	1,3300;3,69;4,137	item8101020503054,1	skill79600,40				0
6921	pet_322	41	81000	2	1,1672;3,24;4,69	1,3344;3,70;4,139	item8101020503054,1	skill79600,41				0
6922	pet_322	42	82800	2	1,1694;3,24;4,70	1,3388;3,71;4,142	item8101020503054,1	skill79600,42				0
6923	pet_322	43	84600	2	1,1716;3,24;4,71	1,3432;3,72;4,144	item8101020503054,1	skill79600,43				0
6924	pet_322	44	86400	2	1,1738;3,25;4,73	1,3476;3,73;4,147	item8101020503054,1	skill79600,44				0
6925	pet_322	45	88200	2	1,1760;3,25;4,74	1,3520;3,74;4,149	item8101020503054,1	skill79600,45				0
6926	pet_322	46	90000	2	1,1782;3,25;4,75	1,3564;3,75;4,151	item8101020503054,1	skill79600,46				0
6927	pet_322	47	91800	2	1,1804;3,26;4,76	1,3608;3,76;4,154	item8101020503054,1	skill79600,47				0
6928	pet_322	48	93600	2	1,1826;3,26;4,77	1,3652;3,77;4,156	item8101020503054,1	skill79600,48				0
6929	pet_322	49	95400	2	1,1848;3,26;4,79	1,3696;3,78;4,159	item8101020503054,1	skill79600,49				0
6930	pet_322	50	205200	2	1,1870;3,27;4,80	1,3740;3,79;4,161	item8101020503054,1	skill79600,50				0
6931	pet_322	51	209000	3	1,1892;3,27;4,81	1,3784;3,80;4,163	item8101020503054,1	skill79600,51				0
6932	pet_322	52	212800	3	1,1914;3,27;4,82	1,3828;3,81;4,166	item8101020503054,1	skill79600,52				0
6933	pet_322	53	216600	3	1,1936;3,28;4,83	1,3872;3,82;4,168	item8101020503054,1	skill79600,53				0
6934	pet_322	54	220400	3	1,1958;3,28;4,85	1,3916;3,83;4,171	item8101020503054,1	skill79600,54				0
6935	pet_322	55	224200	3	1,1980;3,28;4,86	1,3960;3,84;4,173	item8101020503054,1	skill79600,55				0
6936	pet_322	56	228000	3	1,2002;3,29;4,87	1,4004;3,85;4,175	item8101020503054,1	skill79600,56				0
6937	pet_322	57	231800	3	1,2024;3,29;4,88	1,4048;3,86;4,178	item8101020503054,1	skill79600,57				0
6938	pet_322	58	235600	3	1,2046;3,29;4,89	1,4092;3,87;4,180	item8101020503054,1	skill79600,58				0
6939	pet_322	59	239400	3	1,2068;3,30;4,91	1,4136;3,88;4,183	item8101020503054,1	skill79600,59				0
6940	pet_322	60	384000	3	1,2090;3,30;4,92	1,4180;3,89;4,185	item8101020503054,1	skill79600,60				0
6941	pet_322	61	390000	4	1,2112;3,30;4,93	1,4224;3,90;4,187	item8101020503054,1	skill79600,61				0
6942	pet_322	62	396000	4	1,2134;3,31;4,94	1,4268;3,91;4,190	item8101020503054,1	skill79600,62				0
6943	pet_322	63	402000	4	1,2156;3,31;4,95	1,4312;3,92;4,192	item8101020503054,1	skill79600,63				0
6944	pet_322	64	408000	4	1,2178;3,31;4,97	1,4356;3,93;4,195	item8101020503054,1	skill79600,64				0
6945	pet_322	65	414000	4	1,2200;3,32;4,98	1,4400;3,94;4,197	item8101020503054,1	skill79600,65				0
6946	pet_322	66	420000	4	1,2222;3,32;4,99	1,4444;3,95;4,199	item8101020503054,1	skill79600,66				0
6947	pet_322	67	426000	4	1,2244;3,32;4,100	1,4488;3,96;4,202	item8101020503054,1	skill79600,67				0
6948	pet_322	68	432000	4	1,2266;3,33;4,101	1,4532;3,97;4,204	item8101020503054,1	skill79600,68				0
6949	pet_322	69	438000	4	1,2288;3,33;4,103	1,4576;3,98;4,207	item8101020503054,1	skill79600,69				0
6950	pet_322	70	1600	4	1,2310;3,33;4,104	1,4620;3,99;4,209	item8101020503054,1	skill79600,70				0
6951	pet_322	71	3200	5	1,2332;3,34;4,105	1,4664;3,100;4,211	item8101020503054,1	skill79600,71				0
6952	pet_322	72	6400	5	1,2354;3,34;4,106	1,4708;3,101;4,214	item8101020503054,1	skill79600,72				0
6953	pet_322	73	9600	5	1,2376;3,34;4,107	1,4752;3,102;4,216	item8101020503054,1	skill79600,73				0
6954	pet_322	74	32000	5	1,2398;3,35;4,109	1,4796;3,103;4,219	item8101020503054,1	skill79600,74				0
6955	pet_322	75	96000	5	1,2420;3,35;4,110	1,4840;3,104;4,221	item8101020503054,1	skill79600,75				0
6956	pet_322	76	144000	5	1,2442;3,35;4,111	1,4884;3,105;4,223	item8101020503054,1	skill79600,76				0
6957	pet_322	77	220000	5	1,2464;3,36;4,112	1,4928;3,106;4,226	item8101020503054,1	skill79600,77				0
6958	pet_322	78	360000	5	1,2486;3,36;4,113	1,4972;3,107;4,228	item8101020503054,1	skill79600,78				0
6959	pet_322	79	465000	5	1,2508;3,36;4,115	1,5016;3,108;4,231	item8101020503054,1	skill79600,79				0
6960	pet_322	80	12000	5	1,2530;3,37;4,116	1,5060;3,109;4,233	item8101020503054,1	skill79600,80				0
6961	pet_322	81	24000	6	1,2552;3,37;4,117	1,5104;3,110;4,235	item8101020503054,1	skill79600,81				0
6962	pet_322	82	48000	6	1,2574;3,37;4,118	1,5148;3,111;4,238	item8101020503054,1	skill79600,82				0
6963	pet_322	83	72000	6	1,2596;3,38;4,119	1,5192;3,112;4,240	item8101020503054,1	skill79600,83				0
6964	pet_322	84	144000	6	1,2618;3,38;4,121	1,5236;3,113;4,243	item8101020503054,1	skill79600,84				0
6965	pet_322	85	216000	6	1,2640;3,38;4,122	1,5280;3,114;4,245	item8101020503054,1	skill79600,85				0
6966	pet_322	86	324000	6	1,2662;3,39;4,123	1,5324;3,115;4,247	item8101020503054,1	skill79600,86				0
6967	pet_322	87	432000	6	1,2684;3,39;4,124	1,5368;3,116;4,250	item8101020503054,1	skill79600,87				0
6968	pet_322	88	648000	6	1,2706;3,39;4,125	1,5412;3,117;4,252	item8101020503054,1	skill79600,88				0
6969	pet_322	89	972000	6	1,2728;3,40;4,127	1,5456;3,118;4,255	item8101020503054,1	skill79600,89				0
6970	pet_322	90	32400	6	1,2750;3,40;4,128	1,5500;3,119;4,257	item8101020503054,1	skill79600,90				0
6971	pet_322	91	32600	7	1,2772;3,40;4,129	1,5544;3,120;4,259	item8101020503054,1	skill79600,91				1
6972	pet_322	92	32800	7	1,2794;3,41;4,130	1,5588;3,121;4,262	item8101020503054,1	skill79600,92				1
6973	pet_322	93	33000	7	1,2816;3,41;4,131	1,5632;3,122;4,264	item8101020503054,1	skill79600,93				1
6974	pet_322	94	33200	7	1,2838;3,41;4,133	1,5676;3,123;4,267	item8101020503054,1	skill79600,94				1
6975	pet_322	95	33400	7	1,2860;3,42;4,134	1,5720;3,124;4,269	item8101020503054,1	skill79600,95				1
6976	pet_322	96	33600	7	1,2882;3,42;4,135	1,5764;3,125;4,271	item8101020503054,1	skill79600,96				1
6977	pet_322	97	33800	7	1,2904;3,42;4,136	1,5808;3,126;4,274	item8101020503054,1	skill79600,97				1
6978	pet_322	98	34000	7	1,2926;3,43;4,137	1,5852;3,127;4,276	item8101020503054,1	skill79600,98				1
6979	pet_322	99	34200	7	1,2948;3,43;4,139	1,5896;3,128;4,279	item8101020503054,1	skill79600,99				1
6980	pet_322	100	64500	7	1,2970;3,43;4,140	1,5940;3,129;4,281	item8101020503054,1	skill79600,100				1
6981	pet_322	101	64875	8	1,2992;3,44;4,141	1,5984;3,130;4,283	item8101020503054,1	skill79600,101				1
6982	pet_322	102	65250	8	1,3014;3,44;4,142	1,6028;3,131;4,286	item8101020503054,1	skill79600,102				1
6983	pet_322	103	65625	8	1,3036;3,44;4,143	1,6072;3,132;4,288	item8101020503054,1	skill79600,103				1
6984	pet_322	104	66000	8	1,3058;3,45;4,145	1,6116;3,133;4,291	item8101020503054,1	skill79600,104				1
6985	pet_322	105	66375	8	1,3080;3,45;4,146	1,6160;3,134;4,293	item8101020503054,1	skill79600,105				1
6986	pet_322	106	66750	8	1,3102;3,45;4,147	1,6204;3,135;4,295	item8101020503054,1	skill79600,106				1
6987	pet_322	107	67125	8	1,3124;3,46;4,148	1,6248;3,136;4,298	item8101020503054,1	skill79600,107				1
6988	pet_322	108	67500	8	1,3146;3,46;4,149	1,6292;3,137;4,300	item8101020503054,1	skill79600,108				1
6989	pet_322	109	67875	8	1,3168;3,46;4,151	1,6336;3,138;4,303	item8101020503054,1	skill79600,109				1
6990	pet_322	110	113750	8	1,3190;3,47;4,152	1,6380;3,139;4,305	item8101020503054,1	skill79600,110				1
6991	pet_322	111	114375	9	1,3212;3,47;4,153	1,6424;3,140;4,307	item8101020503054,1	skill79600,111				1
6992	pet_322	112	115000	9	1,3234;3,47;4,154	1,6468;3,141;4,310	item8101020503054,1	skill79600,112				1
6993	pet_322	113	115625	9	1,3256;3,48;4,155	1,6512;3,142;4,312	item8101020503054,1	skill79600,113				1
6994	pet_322	114	116250	9	1,3278;3,48;4,157	1,6556;3,143;4,315	item8101020503054,1	skill79600,114				1
6995	pet_322	115	116875	9	1,3300;3,48;4,158	1,6600;3,144;4,317	item8101020503054,1	skill79600,115				1
6996	pet_322	116	117500	9	1,3322;3,49;4,159	1,6644;3,145;4,319	item8101020503054,1	skill79600,116				1
6997	pet_322	117	118125	9	1,3344;3,49;4,160	1,6688;3,146;4,322	item8101020503054,1	skill79600,117				1
6998	pet_322	118	118750	9	1,3366;3,49;4,161	1,6732;3,147;4,324	item8101020503054,1	skill79600,118				1
6999	pet_322	119	119375	9	1,3388;3,50;4,163	1,6776;3,148;4,327	item8101020503054,1	skill79600,119				1
7000	pet_322	120	216000	9	1,3410;3,50;4,164	1,6820;3,149;4,329	item8101020503054,1	skill79600,120				1
7001	pet_322	121	217125	10	1,3432;3,50;4,165	1,6864;3,150;4,331	item8101020503054,1	skill79600,121				1
7002	pet_322	122	218250	10	1,3454;3,51;4,166	1,6908;3,151;4,334	item8101020503054,1	skill79600,122				1
7003	pet_322	123	219375	10	1,3476;3,51;4,167	1,6952;3,152;4,336	item8101020503054,1	skill79600,123				1
7004	pet_322	124	220500	10	1,3498;3,51;4,169	1,6996;3,153;4,339	item8101020503054,1	skill79600,124				1
7005	pet_322	125	221625	10	1,3520;3,52;4,170	1,7040;3,154;4,341	item8101020503054,1	skill79600,125				1
7006	pet_322	126	222750	10	1,3542;3,52;4,171	1,7084;3,155;4,343	item8101020503054,1	skill79600,126				1
7007	pet_322	127	223875	10	1,3564;3,52;4,172	1,7128;3,156;4,346	item8101020503054,1	skill79600,127				1
7008	pet_322	128	225000	10	1,3586;3,53;4,173	1,7172;3,157;4,348	item8101020503054,1	skill79600,128				1
7009	pet_322	129	226125	10	1,3608;3,53;4,175	1,7216;3,158;4,351	item8101020503054,1	skill79600,129				1
7010	pet_322	130	328250	10	1,3630;3,53;4,176	1,7260;3,159;4,353	item8101020503054,1	skill79600,130				1
7011	pet_322	131	329875	10	1,3652;3,54;4,177	1,7304;3,160;4,355	item8101020503054,1	skill79600,131				1
7012	pet_322	132	331500	10	1,3674;3,54;4,178	1,7348;3,161;4,358	item8101020503054,1	skill79600,132				1
7013	pet_322	133	333125	10	1,3696;3,54;4,179	1,7392;3,162;4,360	item8101020503054,1	skill79600,133				1
7014	pet_322	134	334750	10	1,3718;3,55;4,181	1,7436;3,163;4,363	item8101020503054,1	skill79600,134				1
7015	pet_322	135	336375	10	1,3740;3,55;4,182	1,7480;3,164;4,365	item8101020503054,1	skill79600,135				1
7016	pet_322	136	338000	10	1,3762;3,55;4,183	1,7524;3,165;4,367	item8101020503054,1	skill79600,136				1
7017	pet_322	137	339625	10	1,3784;3,56;4,184	1,7568;3,166;4,370	item8101020503054,1	skill79600,137				1
7018	pet_322	138	341250	10	1,3806;3,56;4,185	1,7612;3,167;4,372	item8101020503054,1	skill79600,138				1
7019	pet_322	139	342875	10	1,3828;3,56;4,187	1,7656;3,168;4,375	item8101020503054,1	skill79600,139				1
7020	pet_322	140	477000	10	1,3850;3,57;4,188	1,7700;3,169;4,377	item8101020503054,1	skill79600,140				1
7021	pet_322	141	479250	10	1,3872;3,57;4,189	1,7744;3,170;4,379	item8101020503054,1	skill79600,141				1
7022	pet_322	142	481500	10	1,3894;3,57;4,190	1,7788;3,171;4,382	item8101020503054,1	skill79600,142				1
7023	pet_322	143	483750	10	1,3916;3,58;4,191	1,7832;3,172;4,384	item8101020503054,1	skill79600,143				1
7024	pet_322	144	486000	10	1,3938;3,58;4,193	1,7876;3,173;4,387	item8101020503054,1	skill79600,144				1
7025	pet_322	145	488250	10	1,3960;3,58;4,194	1,7920;3,174;4,389	item8101020503054,1	skill79600,145				1
7026	pet_322	146	490500	10	1,3982;3,59;4,195	1,7964;3,175;4,391	item8101020503054,1	skill79600,146				1
7027	pet_322	147	492750	10	1,4004;3,59;4,196	1,8008;3,176;4,394	item8101020503054,1	skill79600,147				1
7028	pet_322	148	495000	10	1,4026;3,59;4,197	1,8052;3,177;4,396	item8101020503054,1	skill79600,148				1
7029	pet_322	149	497250	10	1,4048;3,60;4,199	1,8096;3,178;4,399	item8101020503054,1	skill79600,149				1
7030	pet_322	150	0	10	1,4070;3,60;4,200	1,8140;3,179;4,401	item8101020503054,1	skill79600,150				1
7031	pet_323	1	1600	0	1,792;3,10;4,21	1,1584;3,30;4,43	item8101020503055,1	skill79500,1				0
7032	pet_323	2	1920	0	1,814;3,11;4,22	1,1628;3,31;4,46	item8101020503055,1	skill79500,2				0
7033	pet_323	3	2240	0	1,836;3,11;4,23	1,1672;3,32;4,48	item8101020503055,1	skill79500,3				0
7034	pet_323	4	2560	0	1,858;3,11;4,25	1,1716;3,33;4,51	item8101020503055,1	skill79500,4				0
7035	pet_323	5	2880	0	1,880;3,12;4,26	1,1760;3,34;4,53	item8101020503055,1	skill79500,5				0
7036	pet_323	6	3200	0	1,902;3,12;4,27	1,1804;3,35;4,55	item8101020503055,1	skill79500,6				0
7037	pet_323	7	3520	0	1,924;3,12;4,28	1,1848;3,36;4,58	item8101020503055,1	skill79500,7				0
7038	pet_323	8	3840	0	1,946;3,13;4,29	1,1892;3,37;4,60	item8101020503055,1	skill79500,8				0
7039	pet_323	9	4160	0	1,968;3,13;4,31	1,1936;3,38;4,63	item8101020503055,1	skill79500,9				0
7040	pet_323	10	4480	0	1,990;3,13;4,32	1,1980;3,39;4,65	item8101020503055,1	skill79500,10				0
7041	pet_323	11	4800	0	1,1012;3,14;4,33	1,2024;3,40;4,67	item8101020503055,1	skill79500,11				0
7042	pet_323	12	5120	0	1,1034;3,14;4,34	1,2068;3,41;4,70	item8101020503055,1	skill79500,12				0
7043	pet_323	13	5440	0	1,1056;3,14;4,35	1,2112;3,42;4,72	item8101020503055,1	skill79500,13				0
7044	pet_323	14	5760	0	1,1078;3,15;4,37	1,2156;3,43;4,75	item8101020503055,1	skill79500,14				0
7045	pet_323	15	6080	0	1,1100;3,15;4,38	1,2200;3,44;4,77	item8101020503055,1	skill79500,15				0
7046	pet_323	16	6400	0	1,1122;3,15;4,39	1,2244;3,45;4,79	item8101020503055,1	skill79500,16				0
7047	pet_323	17	6720	0	1,1144;3,16;4,40	1,2288;3,46;4,82	item8101020503055,1	skill79500,17				0
7048	pet_323	18	7040	0	1,1166;3,16;4,41	1,2332;3,47;4,84	item8101020503055,1	skill79500,18				0
7049	pet_323	19	7360	0	1,1188;3,16;4,43	1,2376;3,48;4,87	item8101020503055,1	skill79500,19				0
7050	pet_323	20	7680	0	1,1210;3,17;4,44	1,2420;3,49;4,89	item8101020503055,1	skill79500,20				0
7051	pet_323	21	8000	0	1,1232;3,17;4,45	1,2464;3,50;4,92	item8101020503055,1	skill79500,21				0
7052	pet_323	22	8320	0	1,1254;3,17;4,46	1,2508;3,51;4,94	item8101020503055,1	skill79500,22				0
7053	pet_323	23	8640	0	1,1276;3,18;4,47	1,2552;3,52;4,96	item8101020503055,1	skill79500,23				0
7054	pet_323	24	8960	0	1,1298;3,18;4,49	1,2596;3,53;4,99	item8101020503055,1	skill79500,24				0
7055	pet_323	25	9280	0	1,1320;3,18;4,50	1,2640;3,54;4,101	item8101020503055,1	skill79500,25				0
7056	pet_323	26	9600	0	1,1342;3,19;4,51	1,2684;3,55;4,103	item8101020503055,1	skill79500,26				0
7057	pet_323	27	9920	0	1,1364;3,19;4,52	1,2728;3,56;4,106	item8101020503055,1	skill79500,27				0
7058	pet_323	28	10240	0	1,1386;3,19;4,53	1,2772;3,57;4,108	item8101020503055,1	skill79500,28				0
7059	pet_323	29	10560	0	1,1408;3,20;4,55	1,2816;3,58;4,111	item8101020503055,1	skill79500,29				0
7060	pet_323	30	27200	0	1,1430;3,20;4,56	1,2860;3,59;4,113	item8101020503055,1	skill79500,30				0
7061	pet_323	31	28000	1	1,1452;3,20;4,57	1,2904;3,60;4,115	item8101020503055,1	skill79500,31				0
7062	pet_323	32	28800	1	1,1474;3,21;4,58	1,2948;3,61;4,118	item8101020503055,1	skill79500,32				0
7063	pet_323	33	29600	1	1,1496;3,21;4,59	1,2992;3,62;4,120	item8101020503055,1	skill79500,33				0
7064	pet_323	34	30400	1	1,1518;3,21;4,61	1,3036;3,63;4,123	item8101020503055,1	skill79500,34				0
7065	pet_323	35	31200	1	1,1540;3,22;4,62	1,3080;3,64;4,125	item8101020503055,1	skill79500,35				0
7066	pet_323	36	32000	1	1,1562;3,22;4,63	1,3124;3,65;4,127	item8101020503055,1	skill79500,36				0
7067	pet_323	37	32800	1	1,1584;3,22;4,64	1,3168;3,66;4,130	item8101020503055,1	skill79500,37				0
7068	pet_323	38	33600	1	1,1606;3,23;4,65	1,3212;3,67;4,132	item8101020503055,1	skill79500,38				0
7069	pet_323	39	34400	1	1,1628;3,23;4,67	1,3256;3,68;4,135	item8101020503055,1	skill79500,39				0
7070	pet_323	40	79200	1	1,1650;3,23;4,68	1,3300;3,69;4,137	item8101020503055,1	skill79500,40				0
7071	pet_323	41	81000	2	1,1672;3,24;4,69	1,3344;3,70;4,139	item8101020503055,1	skill79500,41				0
7072	pet_323	42	82800	2	1,1694;3,24;4,70	1,3388;3,71;4,142	item8101020503055,1	skill79500,42				0
7073	pet_323	43	84600	2	1,1716;3,24;4,71	1,3432;3,72;4,144	item8101020503055,1	skill79500,43				0
7074	pet_323	44	86400	2	1,1738;3,25;4,73	1,3476;3,73;4,147	item8101020503055,1	skill79500,44				0
7075	pet_323	45	88200	2	1,1760;3,25;4,74	1,3520;3,74;4,149	item8101020503055,1	skill79500,45				0
7076	pet_323	46	90000	2	1,1782;3,25;4,75	1,3564;3,75;4,151	item8101020503055,1	skill79500,46				0
7077	pet_323	47	91800	2	1,1804;3,26;4,76	1,3608;3,76;4,154	item8101020503055,1	skill79500,47				0
7078	pet_323	48	93600	2	1,1826;3,26;4,77	1,3652;3,77;4,156	item8101020503055,1	skill79500,48				0
7079	pet_323	49	95400	2	1,1848;3,26;4,79	1,3696;3,78;4,159	item8101020503055,1	skill79500,49				0
7080	pet_323	50	205200	2	1,1870;3,27;4,80	1,3740;3,79;4,161	item8101020503055,1	skill79500,50				0
7081	pet_323	51	209000	3	1,1892;3,27;4,81	1,3784;3,80;4,163	item8101020503055,1	skill79500,51				0
7082	pet_323	52	212800	3	1,1914;3,27;4,82	1,3828;3,81;4,166	item8101020503055,1	skill79500,52				0
7083	pet_323	53	216600	3	1,1936;3,28;4,83	1,3872;3,82;4,168	item8101020503055,1	skill79500,53				0
7084	pet_323	54	220400	3	1,1958;3,28;4,85	1,3916;3,83;4,171	item8101020503055,1	skill79500,54				0
7085	pet_323	55	224200	3	1,1980;3,28;4,86	1,3960;3,84;4,173	item8101020503055,1	skill79500,55				0
7086	pet_323	56	228000	3	1,2002;3,29;4,87	1,4004;3,85;4,175	item8101020503055,1	skill79500,56				0
7087	pet_323	57	231800	3	1,2024;3,29;4,88	1,4048;3,86;4,178	item8101020503055,1	skill79500,57				0
7088	pet_323	58	235600	3	1,2046;3,29;4,89	1,4092;3,87;4,180	item8101020503055,1	skill79500,58				0
7089	pet_323	59	239400	3	1,2068;3,30;4,91	1,4136;3,88;4,183	item8101020503055,1	skill79500,59				0
