流水	关卡ID	列数	行数	事件ID	隐藏事件ID	底图icon	格子属性
1694	107	2	9	2002	0	2	
1695	107	4	9	1001	0	2	
1696	107	5	9	1001	0	2	
1697	107	7	9	3001	0	2	
1698	107	9	9	2002	0	2	
1699	107	10	9	3001	0	2	
1700	107	11	9	2002	0	2	
1701	107	12	9	1001	0	2	
1702	107	13	9	3001	0	2	
1703	107	14	9	1001	0	2	
1704	107	16	9	1001	0	2	
1705	107	17	9	3001	0	2	
1706	107	18	9	3001	0	2	
1707	107	19	9	4004	0	2	
1708	107	20	9	3001	0	2	
1709	107	24	9	3001	0	2	
1710	107	25	9	1001	0	2	
1711	107	3	10	2002	0	2	
1712	107	5	10	2002	0	2	
1713	107	7	10	3001	0	2	
1714	107	10	10	3001	0	2	
1715	107	11	10	1001	0	2	
1716	107	17	10	1001	0	2	
1717	107	19	10	3001	0	2	
1718	107	22	10	2002	0	2	
1719	107	24	10	1001	0	2	
1720	107	25	10	3001	0	2	
1721	107	4	11	2002	0	2	
1722	107	5	11	1001	0	2	
1723	107	7	11	3001	0	2	
1724	107	9	11	4004	0	2	
1725	107	13	11	2002	0	2	
1726	107	14	11	2002	0	2	
1727	107	15	11	10103	0	2	
1728	107	17	11	2002	0	2	
1729	107	19	11	1001	0	2	
1730	107	21	11	10128	0	2	
1731	107	22	11	2002	0	2	
1732	107	23	11	3001	0	2	
1733	107	24	11	3001	0	2	
1734	107	25	11	2001	0	2	
1735	107	3	12	1001	0	2	
1736	107	4	12	3001	0	2	
1737	107	5	12	1001	0	2	
1738	107	7	12	1001	0	2	
1739	107	9	12	1001	0	2	
1740	107	10	12	3001	0	2	
1741	107	11	12	1001	0	2	
1742	107	13	12	2002	0	2	
1743	107	14	12	9007	0	2	
1744	107	15	12	2002	0	2	
1745	107	17	12	2002	0	2	
1746	107	19	12	2002	0	2	
1747	107	4	13	2002	0	2	
1748	107	5	13	1001	0	2	
1749	107	7	13	3001	0	2	
1750	107	9	13	2002	0	2	
1751	107	10	13	1001	0	2	
1752	107	11	13	3001	0	2	
1753	107	13	13	2002	0	2	
1754	107	14	13	2002	0	2	
1755	107	15	13	2002	0	2	
1756	107	20	13	1001	0	2	
1757	107	22	13	3001	0	2	
1758	107	23	13	1001	0	2	
1759	107	24	13	2002	0	2	
1760	107	25	13	1001	0	2	
1761	107	3	14	2002	0	2	
1762	107	4	14	1001	0	2	
1763	107	5	14	2002	0	2	
1764	107	7	14	3001	0	2	
1765	107	9	14	1001	0	2	
1766	107	14	14	4001	0	2	
1767	107	17	14	3001	0	2	
1768	107	18	14	1001	0	2	
1769	107	19	14	4001	0	2	
1770	107	20	14	3001	0	2	
1771	107	24	14	3001	0	2	
1772	107	25	14	1001	0	2	
1773	107	2	15	2002	0	2	
1774	107	7	15	3001	0	2	
1775	107	9	15	2002	0	2	
1776	107	11	15	1001	0	2	
1777	107	12	15	3001	0	2	
1778	107	14	15	3001	0	2	
1779	107	15	15	2002	0	2	
1780	107	18	15	3001	0	2	
1781	107	20	15	2002	0	2	
1782	107	22	15	2002	0	2	
1783	107	24	15	1001	0	2	
1784	107	25	15	2002	0	2	
1785	107	3	16	1001	0	2	
1786	107	4	16	3001	0	2	
1787	107	5	16	3001	0	2	
1788	107	7	16	1001	0	2	
1789	107	9	16	1001	0	2	
1790	107	11	16	2002	0	2	
1791	107	12	16	3001	0	2	
1792	107	13	16	2002	0	2	
1793	107	14	16	1001	0	2	
1794	107	15	16	3001	0	2	
1795	107	16	16	1001	0	2	
1796	107	18	16	2002	0	2	
1797	107	20	16	3001	0	2	
1798	107	22	16	2002	0	2	
1799	107	24	16	2002	0	2	
1800	107	25	16	3001	0	2	
1801	107	3	17	3001	0	2	
1802	107	4	17	2002	0	2	
1803	107	5	17	2002	0	2	
1804	107	7	17	1001	0	2	
1805	107	8	17	4001	0	2	
1806	107	9	17	3001	0	2	
1807	107	11	17	4001	0	2	
1808	107	18	17	1001	0	2	
1809	107	20	17	1001	0	2	
1810	107	22	17	1001	0	2	
1811	107	24	17	2002	0	2	
1812	107	25	17	1001	0	2	
1813	107	9	18	1001	0	2	
1814	107	11	18	3001	0	2	
1815	107	12	18	1001	0	2	
1816	107	13	18	3001	0	2	
1817	107	14	18	1001	0	2	
1818	107	15	18	3001	0	2	
1819	107	16	18	3001	0	2	
1820	107	17	18	2002	0	2	
1821	107	18	18	3001	0	2	
1822	107	20	18	2002	0	2	
1823	107	22	18	1001	0	2	
1824	107	24	18	1001	0	2	
1825	107	25	18	2002	0	2	
1826	107	2	19	1001	0	2	
1827	107	3	19	1001	0	2	
1828	107	4	19	1001	0	2	
1829	107	5	19	2002	0	2	
1830	107	7	19	1001	0	2	
1831	107	9	19	3001	0	2	
1832	107	14	19	2002	0	2	
1833	107	15	19	1001	0	2	
1834	107	16	19	2002	0	2	
1835	107	17	19	1001	0	2	
1836	107	20	19	2002	0	2	
1837	107	22	19	4004	0	2	
1838	107	24	19	3001	0	2	
1839	107	25	19	1001	0	2	
1840	107	3	20	3001	0	2	
1841	107	4	20	4004	0	2	
1842	107	5	20	3001	0	2	
1843	107	6	20	1001	0	2	
1844	107	7	20	4004	0	2	
1845	107	9	20	1001	0	2	
1846	107	10	20	1001	0	2	
1847	107	11	20	1001	0	2	
1848	107	12	20	4001	0	2	
1849	107	14	20	2002	0	2	
1850	107	15	20	3001	0	2	
1851	107	19	20	1001	0	2	
1852	107	20	20	4001	0	2	
1853	107	22	20	3001	0	2	
1854	107	23	20	1001	0	2	
1855	107	24	20	4004	0	2	
1856	107	25	20	1001	0	2	
1857	107	2	21	3001	0	2	
1858	107	3	21	3001	0	2	
1859	107	7	21	1001	0	2	
1860	107	9	21	3001	0	2	
1861	107	12	21	1001	0	2	
1862	107	14	21	3001	0	2	
1863	107	15	21	2002	0	2	
1864	107	17	21	1001	0	2	
1865	107	18	21	3001	0	2	
1866	107	19	21	2002	0	2	
1867	107	20	21	1001	0	2	
1868	107	21	21	1001	0	2	
1869	107	22	21	2002	0	2	
1870	107	23	21	3001	0	2	
1871	107	3	22	1001	0	2	
1872	107	5	22	2002	0	2	
1873	107	6	22	2002	0	2	
1874	107	8	22	1001	0	2	
1875	107	9	22	4004	0	2	
1876	107	10	22	3001	0	2	
1877	107	12	22	1001	0	2	
1878	107	17	22	1001	0	2	
1879	107	18	22	3001	0	2	
1880	107	19	22	1001	0	2	
1881	107	20	22	1001	0	2	
1882	107	21	22	3001	0	2	
1883	107	22	22	1001	0	2	
1884	107	23	22	4004	0	2	
1885	107	24	22	1001	0	2	
1886	107	25	22	3001	0	2	
1887	107	2	23	2002	0	2	
1888	107	3	23	2002	0	2	
1889	107	5	23	2002	0	2	
1890	107	10	23	4004	0	2	
1891	107	12	23	2001	0	2	
1892	107	13	23	3001	0	2	
1893	107	14	23	2001	0	2	
1894	107	15	23	3001	0	2	
1895	107	16	23	2001	0	2	
1896	107	17	23	3001	0	2	
1897	107	18	23	4004	0	2	
1898	107	19	23	2002	0	2	
1899	107	23	23	3001	0	2	
1900	107	24	23	1001	0	2	
1901	107	25	23	1001	0	2	
1902	107	3	24	2002	0	2	
1903	107	5	24	1001	0	2	
1904	107	6	24	1001	0	2	
1905	107	7	24	1001	0	2	
1906	107	8	24	3001	0	2	
1907	107	9	24	3001	0	2	
1908	107	10	24	1001	0	2	
1909	107	19	24	1001	0	2	
1910	107	20	24	3001	0	2	
1911	107	21	24	3001	0	2	
1912	107	23	24	2002	0	2	
1913	107	24	24	2002	0	2	
1914	107	25	24	2002	0	2	
