配方ID	显示用装备ID	职业	部位	等级	绿色最小装等	绿色最大装等	蓝色最小装等	蓝色最大装等	紫色最小装等	紫色最大装等	金色最小装等	金色最大装等	货币类型	货币数量	基础经验	基础熟练	蓝色魔法属性等级掉落库	紫色魔法属性等级掉落库	金色魔法属性等级掉落库	1条魔法属性概率	2条魔法属性概率	3条魔法属性概率	4条魔法属性概率	5条魔法属性概率	消耗的道具数量	展示用魔法属性	使用的炼魔金属	需求材料1	材料1数量	需求材料2	材料2数量	需求材料3	材料3数量	需求材料4	材料4数量	需求材料5	材料5数量	熟练度等级1要求	熟练度影响1类型	熟练度影响1结果	熟练度等级2要求	熟练度影响2类型	熟练度影响2结果	熟练度等级3要求	熟练度影响3类型	熟练度影响3结果	熟练度等级4要求	熟练度影响4类型	熟练度影响4结果	熟练度等级5要求	熟练度影响5类型	熟练度影响5结果	熟练度等级6要求	熟练度影响6类型	熟练度影响6结果
304070200001	equip304070211001	1	4	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	304080200001	30	2	2000	0	0		0	0	
305070200001	equip305070211001	1	5	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	305080200001	30	2	2000	0	0		0	0	
306070200001	equip306070211001	1	6	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	306080200001	30	2	2000	0	0		0	0	
301070200002	equip301070211002	2	1	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100051;100052;100053;100054;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100070,100005,100022,100026,100001,100016,100018,100020	item103010111105	3	item108100102105	8		0		0		0	5	11	1	10	12	2	15	1	301080200002	30	2	2000	0	0		0	0	
302070200002	equip302070211002	2	2	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	302080200002	30	2	2000	0	0		0	0	
303070200002	equip303070211002	2	3	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111105	3	item108100102105	8		0		0		0	5	11	1	10	12	2	15	1	303080200002	30	2	2000	0	0		0	0	
304070200002	equip304070211002	2	4	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	304080200002	30	2	2000	0	0		0	0	
305070200002	equip305070211002	2	5	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	305080200002	30	2	2000	0	0		0	0	
306070200002	equip306070211002	2	6	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	306080200002	30	2	2000	0	0		0	0	
301070200003	equip301070211003	3	1	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100051;100052;100053;100054;100068;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100068,100005,100022,100026,100001,100016,100018,100020	item103010111105	3	item108100102105	8		0		0		0	5	11	1	10	12	2	15	1	301080200003	30	2	2000	0	0		0	0	
302070200003	equip302070211003	3	2	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	302080200003	30	2	2000	0	0		0	0	
303070200003	equip303070211003	3	3	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111105	3	item108100102105	8		0		0		0	5	11	1	10	12	2	15	1	303080200003	30	2	2000	0	0		0	0	
304070200003	equip304070211003	3	4	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	304080200003	30	2	2000	0	0		0	0	
305070200003	equip305070211003	3	5	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	305080200003	30	2	2000	0	0		0	0	
306070200003	equip306070211003	3	6	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	306080200003	30	2	2000	0	0		0	0	
301070200004	equip301070211004	4	1	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100051;100052;100053;100054;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100070,100005,100022,100026,100001,100016,100018,100020	item103010111105	3	item108100102105	8		0		0		0	5	11	1	10	12	2	15	1	301080200004	30	2	2000	0	0		0	0	
302070200004	equip302070211004	4	2	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	302080200004	30	2	2000	0	0		0	0	
303070200004	equip303070211004	4	3	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111105	3	item108100102105	8		0		0		0	5	11	1	10	12	2	15	1	303080200004	30	2	2000	0	0		0	0	
304070200004	equip304070211004	4	4	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	304080200004	30	2	2000	0	0		0	0	
305070200004	equip305070211004	4	5	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	305080200004	30	2	2000	0	0		0	0	
306070200004	equip306070211004	4	6	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	306080200004	30	2	2000	0	0		0	0	
301070200005	equip301070211005	5	1	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111105	3	item108100102105	8		0		0		0	5	11	1	10	12	2	15	1	301080200005	30	2	2000	0	0		0	0	
302070200005	equip302070211005	5	2	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	302080200005	30	2	2000	0	0		0	0	
303070200005	equip303070211005	5	3	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111105	3	item108100102105	8		0		0		0	5	11	1	10	12	2	15	1	303080200005	30	2	2000	0	0		0	0	
304070200005	equip304070211005	5	4	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	304080200005	30	2	2000	0	0		0	0	
305070200005	equip305070211005	5	5	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	305080200005	30	2	2000	0	0		0	0	
306070200005	equip306070211005	5	6	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	306080200005	30	2	2000	0	0		0	0	
301070200006	equip301070211006	6	1	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111105	3	item108100102105	8		0		0		0	5	11	1	10	12	2	15	1	301080200006	30	2	2000	0	0		0	0	
302070200006	equip302070211006	6	2	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	302080200006	30	2	2000	0	0		0	0	
303070200006	equip303070211006	6	3	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111105	3	item108100102105	8		0		0		0	5	11	1	10	12	2	15	1	303080200006	30	2	2000	0	0		0	0	
304070200006	equip304070211006	6	4	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	304080200006	30	2	2000	0	0		0	0	
305070200006	equip305070211006	6	5	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	305080200006	30	2	2000	0	0		0	0	
306070200006	equip306070211006	6	6	70	244	244	489	489	550	612	664	738	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111105	3	item108100101205	8		0		0		0	5	11	1	10	12	2	15	1	306080200006	30	2	2000	0	0		0	0	
307070200999	equip307070211999	0	7	70	266	266	532	532	599	666	672	747	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100055;100056;100072;100022;100024;100026;100001;100016;100018;100020	100055,100056,100072,100076,100082,100022,100024,100026,100001,100016,100018,100020	item103010111105	3	item108100102205	8		0		0		0	5	11	1	10	12	2	15	1	307080200999	30	2	2000	0	0		0	0	
308070200999	equip308070211999	0	8	70	266	266	532	532	599	666	672	747	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100057;100058;100004;100024;100027;100001;100016;100018;100020	100057,100058,100004,100024,100027,100001,100016,100018,100020,100087	item103010111105	3	item108100102205	8		0		0		0	5	11	1	10	12	2	15	1	308080200999	30	2	2000	0	0		0	0	
309070200999	equip309070211999	0	9	70	266	266	532	532	599	666	672	747	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100059;100060;100071;100005;100022;100025;100001;100016;100018;100020	100059,100060,100071,100077,100084,100005,100022,100025,100001,100016,100018,100020,100092	item103010111105	3	item108100102205	8		0		0		0	5	11	1	10	12	2	15	1	309080200999	30	2	2000	0	0		0	0	
310070200999	equip310070211999	0	10	70	266	266	532	532	599	666	672	747	1	100000	15	1	702001	703001	704001	10000	4000	1000	518	34	item103010131003,5	100061;100062;100063;100064;100005;100026;100001;100016;100018;100020	100061,100062,100063,100064,100005,100026,100001,100016,100018,100020,100089	item103010111105	3	item108100102205	8		0		0		0	5	11	1	10	12	2	15	1	310080200999	30	2	2000	0	0		0	0	
301080200001	equip301080211001	1	1	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100051;100052;100053;100054;100069;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100005,100022,100026,100001,100016,100018,100020	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	301090200001	30	2	2000	0	0		0	0	
302080200001	equip302080211001	1	2	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	302090200001	30	2	2000	0	0		0	0	
303080200001	equip303080211001	1	3	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	303090200001	30	2	2000	0	0		0	0	
304080200001	equip304080211001	1	4	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	304090200001	30	2	2000	0	0		0	0	
305080200001	equip305080211001	1	5	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	305090200001	30	2	2000	0	0		0	0	
306080200001	equip306080211001	1	6	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	306090200001	30	2	2000	0	0		0	0	
301080200002	equip301080211002	2	1	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100051;100052;100053;100054;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100070,100005,100022,100026,100001,100016,100018,100020	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	301090200002	30	2	2000	0	0		0	0	
302080200002	equip302080211002	2	2	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	302090200002	30	2	2000	0	0		0	0	
303080200002	equip303080211002	2	3	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	303090200002	30	2	2000	0	0		0	0	
304080200002	equip304080211002	2	4	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	304090200002	30	2	2000	0	0		0	0	
305080200002	equip305080211002	2	5	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	305090200002	30	2	2000	0	0		0	0	
306080200002	equip306080211002	2	6	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	306090200002	30	2	2000	0	0		0	0	
301080200003	equip301080211003	3	1	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100051;100052;100053;100054;100068;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100068,100005,100022,100026,100001,100016,100018,100020	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	301090200003	30	2	2000	0	0		0	0	
302080200003	equip302080211003	3	2	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	302090200003	30	2	2000	0	0		0	0	
303080200003	equip303080211003	3	3	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	303090200003	30	2	2000	0	0		0	0	
304080200003	equip304080211003	3	4	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	304090200003	30	2	2000	0	0		0	0	
305080200003	equip305080211003	3	5	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	305090200003	30	2	2000	0	0		0	0	
306080200003	equip306080211003	3	6	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	306090200003	30	2	2000	0	0		0	0	
301080200004	equip301080211004	4	1	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100051;100052;100053;100054;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100070,100005,100022,100026,100001,100016,100018,100020	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	301090200004	30	2	2000	0	0		0	0	
302080200004	equip302080211004	4	2	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	302090200004	30	2	2000	0	0		0	0	
303080200004	equip303080211004	4	3	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	303090200004	30	2	2000	0	0		0	0	
304080200004	equip304080211004	4	4	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100044;100045;100048;100075;100078;100006;100025;100027;100002;100003;100017;100019;100021	100044,100045,100048,100075,100078,100081,100006,100025,100027,100002,100003,100017,100019,100021,100090,100096	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	304090200004	30	2	2000	0	0		0	0	
305080200004	equip305080211004	4	5	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100043;100045;100049;100073;100006;100023;100025;100002;100003;100017;100019;100021	100043,100045,100049,100073,100080,100006,100023,100025,100002,100003,100017,100019,100021,100095	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	305090200004	30	2	2000	0	0		0	0	
306080200004	equip306080211004	4	6	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100040;100045;100050;100065;100066;100067;100004;100023;100027;100002;100003;100017;100019;100021	100040,100045,100050,100065,100066,100067,100004,100023,100027,100002,100003,100017,100019,100021,100086,100093	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	306090200004	30	2	2000	0	0		0	0	
301080200005	equip301080211005	5	1	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100051;100052;100053;100054;100069;100070;100005;100022;100026;100001;100016;100018;100020	100051,100052,100053,100054,100069,100070,100005,100022,100026,100001,100016,100018,100020	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	301090200005	30	2	2000	0	0		0	0	
302080200005	equip302080211005	5	2	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100042;100045;100046;100074;100004;100024;100002;100003;100017;100019;100021	100042,100045,100046,100074,100083,100004,100024,100002,100003,100017,100019,100021,100091	item103010111106	3	item108100101206	8		0		0		0	5	11	1	10	12	2	15	1	302090200005	30	2	2000	0	0		0	0	
303080200005	equip303080211005	5	3	80	284	284	568	568	639	711	753	837	1	100000	15	1	802001	803001	804001	10000	4000	1000	600	40	item103010131003,5	100041;100045;100047;100079;100006;100023;100002;100003;100017;100019;100021	100041,100045,100047,100079,100006,100023,100002,100003,100017,100019,100021,100085,100088,100094	item103010111106	3	item108100102106	8		0		0		0	5	11	1	10	12	2	15	1	303090200005	30	2	2000	0	0		0	0	
