宝图id	道具类型	掉落预览	奖励展示类型	奖励展示模型id	模型展示缩放	模型展示位置偏移	模型初始展示角度	展示语言包
item1300001042111	2		1	fashion_1042111	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043111	2		1	fashion_1043111	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052111	2		1	fashion_1052111	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053111	2		1	fashion_1053111	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062111	2		1	fashion_1062111	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063111	2		1	fashion_1063111	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072111	2		1	fashion_1072111	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073111	2		1	fashion_1073111	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082111	2		1	fashion_1082111	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083111	2		1	fashion_1083111	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001011112	2		1	fashion_1011112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012112	2		1	fashion_1012112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013112	2		1	fashion_1013112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001021112	2		1	fashion_1021112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001022112	2		1	fashion_1022112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001023112	2		1	fashion_1023112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001031112	2		1	fashion_1031112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001032112	2		1	fashion_1032112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001033112	2		1	fashion_1033112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001041112	2		1	fashion_1041112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001042112	2		1	fashion_1042112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043112	2		1	fashion_1043112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001051112	2		1	fashion_1051112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052112	2		1	fashion_1052112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053112	2		1	fashion_1053112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001061112	2		1	fashion_1061112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062112	2		1	fashion_1062112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063112	2		1	fashion_1063112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001071112	2		1	fashion_1071112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072112	2		1	fashion_1072112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073112	2		1	fashion_1073112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001081112	2		1	fashion_1081112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082112	2		1	fashion_1082112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083112	2		1	fashion_1083112	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001011113	2		1	fashion_1011113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012113	2		1	fashion_1012113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013113	2		1	fashion_1013113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001021113	2		1	fashion_1021113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001022113	2		1	fashion_1022113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001023113	2		1	fashion_1023113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001031113	2		1	fashion_1031113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001032113	2		1	fashion_1032113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001033113	2		1	fashion_1033113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001041113	2		1	fashion_1041113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001042113	2		1	fashion_1042113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043113	2		1	fashion_1043113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001051113	2		1	fashion_1051113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052113	2		1	fashion_1052113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053113	2		1	fashion_1053113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001061113	2		1	fashion_1061113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062113	2		1	fashion_1062113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063113	2		1	fashion_1063113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001071113	2		1	fashion_1071113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072113	2		1	fashion_1072113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073113	2		1	fashion_1073113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001081113	2		1	fashion_1081113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082113	2		1	fashion_1082113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083113	2		1	fashion_1083113	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001011114	2		1	fashion_1011114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001012114	2		1	fashion_1012114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001013114	2		1	fashion_1013114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001021114	2		1	fashion_1021114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001022114	2		1	fashion_1022114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001023114	2		1	fashion_1023114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001031114	2		1	fashion_1031114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001032114	2		1	fashion_1032114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001033114	2		1	fashion_1033114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001041114	2		1	fashion_1041114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001042114	2		1	fashion_1042114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001043114	2		1	fashion_1043114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001051114	2		1	fashion_1051114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001052114	2		1	fashion_1052114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001053114	2		1	fashion_1053114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001061114	2		1	fashion_1061114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001062114	2		1	fashion_1062114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001063114	2		1	fashion_1063114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001071114	2		1	fashion_1071114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001072114	2		1	fashion_1072114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001073114	2		1	fashion_1073114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001081114	2		1	fashion_1081114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001082114	2		1	fashion_1082114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item1300001083114	2		1	fashion_1083114	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item91000002027	1	item105100000029;item105100000030;item105100000031;item105100000040;item105100000041;item105100000042;item105100000049;item105100000044	0		0.000000		0	UI_TreasureMap_TipsTittle
item133000301181	2		1	fashion_101381	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000301281	2		1	fashion_101281	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000301381	2		1	fashion_101181	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000302181	2		1	fashion_102381	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000302281	2		1	fashion_102281	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000302381	2		1	fashion_102181	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000303181	2		1	fashion_103381	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000303281	2		1	fashion_103281	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000303381	2		1	fashion_103181	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000304181	2		1	fashion_104381	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000304281	2		1	fashion_104281	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000304381	2		1	fashion_104181	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000305181	2		1	fashion_105381	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000305281	2		1	fashion_105281	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000305381	2		1	fashion_108181	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000306181	2		1	fashion_106381	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000306281	2		1	fashion_106281	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000306381	2		1	fashion_106181	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000307181	2		1	fashion_107381	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000307281	2		1	fashion_107281	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000307381	2		1	fashion_107171	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000308181	2		1	fashion_108381	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000308281	2		1	fashion_108281	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item133000308381	2		1	fashion_108181	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000101285	2		1	fashion_101285	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000101385	2		1	fashion_101385	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000102285	2		1	fashion_102285	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000102385	2		1	fashion_102385	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000103285	2		1	fashion_103285	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000103385	2		1	fashion_103385	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000104285	2		1	fashion_104285	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000104385	2		1	fashion_104385	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105285	2		1	fashion_105285	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105385	2		1	fashion_105385	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106285	2		1	fashion_106285	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106385	2		1	fashion_106385	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107285	2		1	fashion_107285	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107385	2		1	fashion_107385	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108285	2		1	fashion_108285	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108385	2		1	fashion_108385	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000101188	2		1	fashion_101188	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000101288	2		1	fashion_101288	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000101388	2		1	fashion_101388	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000102188	2		1	fashion_102188	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000102288	2		1	fashion_102288	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000102388	2		1	fashion_102388	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000103188	2		1	fashion_103188	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000103288	2		1	fashion_103288	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000103388	2		1	fashion_103388	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000104188	2		1	fashion_104188	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000104288	2		1	fashion_104288	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000104388	2		1	fashion_104388	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105188	2		1	fashion_105188	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105288	2		1	fashion_105288	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105388	2		1	fashion_105388	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106188	2		1	fashion_106188	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106288	2		1	fashion_106288	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106388	2		1	fashion_106388	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107188	2		1	fashion_107188	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107288	2		1	fashion_107288	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107388	2		1	fashion_107388	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108188	2		1	fashion_108188	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108288	2		1	fashion_108288	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108388	2		1	fashion_108388	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000140337	2		1	fashion_100452	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000140344	2		1	fashion_100461	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000140345	2		1	fashion_100462	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000140348	2		1	fashion_100465	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000101190	2		1	fashion_101190	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000101290	2		1	fashion_101290	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000101390	2		1	fashion_101390	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000102190	2		1	fashion_102190	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000102290	2		1	fashion_102290	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000102390	2		1	fashion_102390	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000103190	2		1	fashion_103190	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000103290	2		1	fashion_103290	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000103390	2		1	fashion_103390	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000104190	2		1	fashion_104190	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000104290	2		1	fashion_104290	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000104390	2		1	fashion_104390	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105190	2		1	fashion_105190	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105290	2		1	fashion_105290	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000105390	2		1	fashion_105390	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106190	2		1	fashion_106190	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106290	2		1	fashion_106290	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000106390	2		1	fashion_106390	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107190	2		1	fashion_107190	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107290	2		1	fashion_107290	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000107390	2		1	fashion_107390	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108190	2		1	fashion_108190	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108290	2		1	fashion_108290	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130000108390	2		1	fashion_108390	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001701205	2		1	fashion_701205	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001701305	2		1	fashion_701305	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001702205	2		1	fashion_702205	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001702305	2		1	fashion_702305	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001703205	2		1	fashion_703205	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001703305	2		1	fashion_703305	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001704205	2		1	fashion_704205	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001704305	2		1	fashion_704305	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001705205	2		1	fashion_705205	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001705305	2		1	fashion_705305	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001706205	2		1	fashion_706205	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001706305	2		1	fashion_706305	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001707205	2		1	fashion_707205	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001707305	2		1	fashion_707305	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001708205	2		1	fashion_708205	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001708305	2		1	fashion_708305	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001301309	2		1	fashion_301309	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001302309	2		1	fashion_302309	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001303309	2		1	fashion_303309	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001304309	2		1	fashion_304309	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001305309	2		1	fashion_305309	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001306309	2		1	fashion_306309	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001307309	2		1	fashion_307309	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001308309	2		1	fashion_308309	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item130001040706	2		1	fashion_100706	1.350000	0,-0.5	180	UI_TreasureMap_TipsTittle
item140000021001	3		0	101	0.000000		0	
item140000021002	3		0	102	0.000000		0	
item140000021003	3		0	103	0.000000		0	
item140000021004	3		0	104	0.000000		0	
item140000021005	3		0	105	0.000000		0	
item140000021006	3		0	106	0.000000		0	
item140000021007	3		0	107	0.000000		0	
item140000021008	3		0	108	0.000000		0	
item140000021009	3		0	109	0.000000		0	
item140000021010	3		0	110	0.000000		0	
item140000021011	3		0	111	0.000000		0	
item140000021012	3		0	112	0.000000		0	
item140000021013	3		0	113	0.000000		0	
item140000021014	3		0	114	0.000000		0	
item140000021015	3		0	115	0.000000		0	
item140000021016	3		0	116	0.000000		0	
item140000021017	3		0	117	0.000000		0	
item140000021018	3		0	118	0.000000		0	
item140000021019	3		0	119	0.000000		0	
item140000021020	3		0	120	0.000000		0	
item140000021023	3		0	123	0.000000		0	
item140000021026	3		0	201	0.000000		0	
item140000021027	3		0	202	0.000000		0	
item140000021028	3		0	203	0.000000		0	
item140000021029	3		0	301	0.000000		0	
item140000021030	3		0	302	0.000000		0	
item140000021031	3		0	212	0.000000		0	
item140000021032	3		0	213	0.000000		0	
item140000021033	3		0	303	0.000000		0	
item140000021034	3		0	214	0.000000		0	
item140000021035	3		0	304	0.000000		0	
item140000021036	3		0	305	0.000000		0	
item141000002101	4		0	1	0.000000		0	
item141000002102	4		0	2	0.000000		0	
item141000002103	4		0	3	0.000000		0	
item141000002120	4		0	4	0.000000		0	
item141000002121	4		0	5	0.000000		0	
item141000002122	4		0	6	0.000000		0	
item141000002123	4		0	7	0.000000		0	
item141000002139	4		0	1301	0.000000		0	
item141000002140	4		0	1302	0.000000		0	
item161000010001	1	item90000000192	0		0.000000		0	UI_TreasureMap_TipsTittle
item161000020001	1	item90000000187;item90000000188;item90000000189;item90000000190;item90000000191	0		0.000000		0	UI_TreasureMap_TipsTittle
item171000101043	1	item171001030503;item171001030502;item171001030501;item171001030301;item171001030103;item171001030102;item171001030101	0		0.000000		0	UI_TreasureMap_TipsTittle
item171000101044	1	item171001040403;item171001040402;item171001040401;item171001040301;item171001040201;item171001040103;item171001040102;item171001040101	0		0.000000		0	UI_TreasureMap_TipsTittle
item171000101052	1	item171001040101;item171001040102;item171001040103;item171001040201;item171001040301;item171001040401;item171001040402;item171001040403;item171001030101;item171001030102;item171001030103;item171001030301;item171001030501;item171001030502;item171001030503	0		0.000000		0	UI_TreasureMap_TipsTittle
item171000113517	1	item171000103517	0		0.000000		0	UI_TreasureMap_TipsTittle
item175100000001	1	item175000140005;item175000240005	0		0.000000		0	UI_TreasureMap_TipsTittle
item175100000002	1	item175000140002;item175000140003;item175000140004;item175000140006;item175000240002;item175000240003;item175000240004;item175000240006;item175000340001;item175000340002	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000001	1	item107100030102;item107100030202;item107100030301	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000002	1	item107100043101;item107100043203;item107100043302	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000003	1	item107100051102;item107100051202;item107100051301	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000004	1	item107000041101;item107000041202;item107000041304	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000005	1	item107100051102;item107100051201;item107100051301	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000006	1	item107000042103;item107000042203;item107000042303	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000007	1	item107000051101;item107000051201;item107000051302	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000101	1	item8103010132001;item8103010132011;item8103010132021;item8103010132031	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000102	1	item8103010133001;item8103010134001;item8103010135001;item8103010136001;item8103010137001	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000103	1	item8103010132101;item8103010132111	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000104	1	item8103010133101;item8103010134101;item8103010135101;item8103010136101;item8103010137101;item8103010138101	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000301	1	item8101020503005;item8101020503034;item8101020503035;item8101020503036;item8101020503062;item8101020503079	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000401	1	item162000120107;item162000220107;item162000320107	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000402	1	item103010135201;item103010134201;item103010133201;item103010136201;item103010137201;item103010138201	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000404	1	item160000110207;item160000210107;item160000310207	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000405	1	item107000052101;item107000052201;item107000052301	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000406	1	item107000053103;item107000053203;item107000053302	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000408	1	item160000110104;item160000110204;item160000210104;item160000210204;item160000310104;item160000310204	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000409	1	item160000110105;item160000110205;item160000210105;item160000210205;item160000310105;item160000310205	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000411	1	item8101020505225;item8101020505227;item8101020505229;item8101020505231;item8101020505233;item8101020505235;item8101020505237;item8101020505239	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000412	1	item8101020505215;item8101020505217;item8101020505241;item8101020505245;item8101020505247;item8101020505249;item8101020505251;item8101020505333;item8101020505337	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000413	1	item8101020505253;item8101020505301;item8101020505302;item8101020505303;item8101020505304;item8101020505305;item8101020505243;item8101020505306;item8101020505307;item8101020505308	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000414	1	item8101020503038;item8101020503039;item8101020503040;item8101020503041;item8101020503042;item8101020503043	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000415	1	item8101020503056;item8101020503033	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000421	1	item107000042101;item107000042203;item107000042303	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000422	1	item107000043101;item107000043202;item107000043303	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000423	1	item101040101017;item107300000001;item107999900002;item8103010111017;item100000000000	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000424	1	item8200000800002;item171000101021;item105000000030;item8103010121004	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000425	1	item8103015110406;item8103015110403;item8103015110401;item8103015110408;item8103015110409;item8103015110407	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000426	1	item91000000022;item8200000800003;item8103015110406;item119100000003;item171000101003	0		0.000000		0	UI_TreasureMap_TipsTittle
item182000000427	1	item107100053205;item107100053206;item107100053207	0		0.000000		0	UI_TreasureMap_TipsTittle
item190000000001	1	item107200042001;item101200040002;item8100000000012;item8106210200001;item101040101015;item161000000001;item8103010111017;item8103010121003;item107999900001	0		0.000000		0	UI_TreasureMap_TipsTittle
item190000000002	1	item100421000001;item8103015110302;item8103015110303;item103010131003;item107300000001;item101020504901;item8103010111018;item8103010121004	0		0.000000		0	UI_TreasureMap_TipsTittle
item190000000003	1	item100420000001;item100421000001;item8103015110407;item119100000003;item161000000002;item8103010111018;item107300000002;item107999900003	0		0.000000		0	UI_TreasureMap_TipsTittle
item190000000004	1	item8101020503047;item8101020503044;item8101020503045;item8101020503046;item1014;item101200040002;item107200042001;item8106210200001;item161000000001;item8103010111017;item8100000000012;item107999900001;item8103010121003;item101040101015	0		0.000000		0	UI_TreasureMap_TipsTittle
item190000000011	1	item107200042001;item101200040002;item8100000000012;item8106210200001;item101040101015;item161000000001;item8103010111017;item8103010121003;item107999900001	0		0.000000		0	UI_TreasureMap_TipsTittle
item190000001006	1	item91000000022;item91000000048;item91000000013;item91000000014;item91000000030;item91000000043;item91000000018;item8119100000002;item91000000042;item8103010111018;item8103010121005;item107999900002	0		0.000000		0	UI_TreasureMap_TipsTittle
item190000001007	1	item107300000001;item100000000000;item8103010131001;item107999900002;item101040101017;item8103010121004;item8103010111017	0		0.000000		0	UI_TreasureMap_TipsTittle
item8100000000062	1	item8103015110413;item8103015110302;item8103015110303	0		0.000000		0	UI_TreasureMap_TipsTittle
