流水id	npc编号	佣兵等级	属性ID
3134	soldier_npc_10030	53	1400002852
3135	soldier_npc_10030	54	1400002853
3136	soldier_npc_10030	55	1400002854
3137	soldier_npc_10030	56	1400002855
3138	soldier_npc_10030	57	1400002856
3139	soldier_npc_10030	58	1400002857
3140	soldier_npc_10030	59	1400002858
3141	soldier_npc_10030	60	1400002859
3142	soldier_npc_10030	61	1400002860
3143	soldier_npc_10030	62	1400002861
3144	soldier_npc_10030	63	1400002862
3145	soldier_npc_10030	64	1400002863
3146	soldier_npc_10030	65	1400002864
3147	soldier_npc_10030	66	1400002865
3148	soldier_npc_10030	67	1400002866
3149	soldier_npc_10030	68	1400002867
3150	soldier_npc_10030	69	1400002868
3151	soldier_npc_10030	70	1400002869
3152	soldier_npc_10030	71	1400002870
3153	soldier_npc_10030	72	1400002871
3154	soldier_npc_10030	73	1400002872
3155	soldier_npc_10030	74	1400002873
3156	soldier_npc_10030	75	1400002874
3157	soldier_npc_10030	76	1400002875
3158	soldier_npc_10030	77	1400002876
3159	soldier_npc_10030	78	1400002877
3160	soldier_npc_10030	79	1400002878
3161	soldier_npc_10030	80	1400002879
3162	soldier_npc_10030	81	1400002880
3163	soldier_npc_10030	82	1400002881
3164	soldier_npc_10030	83	1400002882
3165	soldier_npc_10030	84	1400002883
3166	soldier_npc_10030	85	1400002884
3167	soldier_npc_10030	86	1400002885
3168	soldier_npc_10030	87	1400002886
3169	soldier_npc_10030	88	1400002887
3170	soldier_npc_10030	89	1400002888
3171	soldier_npc_10030	90	1400002889
3172	soldier_npc_10030	91	1400002890
3173	soldier_npc_10030	92	1400002891
3174	soldier_npc_10030	93	1400002892
3175	soldier_npc_10030	94	1400002893
3176	soldier_npc_10030	95	1400002894
3177	soldier_npc_10030	96	1400002895
3178	soldier_npc_10030	97	1400002896
3179	soldier_npc_10030	98	1400002897
3180	soldier_npc_10030	99	1400002898
3181	soldier_npc_10030	100	1400002899
3182	soldier_npc_10030	101	14000028100
3183	soldier_npc_10030	102	14000028101
3184	soldier_npc_10030	103	14000028102
3185	soldier_npc_10030	104	14000028103
3186	soldier_npc_10030	105	14000028104
3187	soldier_npc_10030	106	14000028105
3188	soldier_npc_10030	107	14000028106
3189	soldier_npc_10030	108	14000028107
3190	soldier_npc_10030	109	14000028108
3191	soldier_npc_10030	110	14000028109
3192	soldier_npc_10031	1	1400002800
3193	soldier_npc_10031	2	1400002801
3194	soldier_npc_10031	3	1400002802
3195	soldier_npc_10031	4	1400002803
3196	soldier_npc_10031	5	1400002804
3197	soldier_npc_10031	6	1400002805
3198	soldier_npc_10031	7	1400002806
3199	soldier_npc_10031	8	1400002807
3200	soldier_npc_10031	9	1400002808
3201	soldier_npc_10031	10	1400002809
3202	soldier_npc_10031	11	1400002810
3203	soldier_npc_10031	12	1400002811
3204	soldier_npc_10031	13	1400002812
3205	soldier_npc_10031	14	1400002813
3206	soldier_npc_10031	15	1400002814
3207	soldier_npc_10031	16	1400002815
3208	soldier_npc_10031	17	1400002816
3209	soldier_npc_10031	18	1400002817
3210	soldier_npc_10031	19	1400002818
3211	soldier_npc_10031	20	1400002819
3212	soldier_npc_10031	21	1400002820
3213	soldier_npc_10031	22	1400002821
3214	soldier_npc_10031	23	1400002822
3215	soldier_npc_10031	24	1400002823
3216	soldier_npc_10031	25	1400002824
3217	soldier_npc_10031	26	1400002825
3218	soldier_npc_10031	27	1400002826
3219	soldier_npc_10031	28	1400002827
3220	soldier_npc_10031	29	1400002828
3221	soldier_npc_10031	30	1400002829
3222	soldier_npc_10031	31	1400002830
3223	soldier_npc_10031	32	1400002831
3224	soldier_npc_10031	33	1400002832
3225	soldier_npc_10031	34	1400002833
3226	soldier_npc_10031	35	1400002834
3227	soldier_npc_10031	36	1400002835
3228	soldier_npc_10031	37	1400002836
3229	soldier_npc_10031	38	1400002837
3230	soldier_npc_10031	39	1400002838
3231	soldier_npc_10031	40	1400002839
3232	soldier_npc_10031	41	1400002840
3233	soldier_npc_10031	42	1400002841
3234	soldier_npc_10031	43	1400002842
3235	soldier_npc_10031	44	1400002843
3236	soldier_npc_10031	45	1400002844
3237	soldier_npc_10031	46	1400002845
3238	soldier_npc_10031	47	1400002846
3239	soldier_npc_10031	48	1400002847
3240	soldier_npc_10031	49	1400002848
3241	soldier_npc_10031	50	1400002849
3242	soldier_npc_10031	51	1400002850
3243	soldier_npc_10031	52	1400002851
3244	soldier_npc_10031	53	1400002852
3245	soldier_npc_10031	54	1400002853
3246	soldier_npc_10031	55	1400002854
3247	soldier_npc_10031	56	1400002855
3248	soldier_npc_10031	57	1400002856
3249	soldier_npc_10031	58	1400002857
3250	soldier_npc_10031	59	1400002858
3251	soldier_npc_10031	60	1400002859
3252	soldier_npc_10031	61	1400002860
3253	soldier_npc_10031	62	1400002861
3254	soldier_npc_10031	63	1400002862
3255	soldier_npc_10031	64	1400002863
3256	soldier_npc_10031	65	1400002864
3257	soldier_npc_10031	66	1400002865
3258	soldier_npc_10031	67	1400002866
3259	soldier_npc_10031	68	1400002867
3260	soldier_npc_10031	69	1400002868
3261	soldier_npc_10031	70	1400002869
3262	soldier_npc_10031	71	1400002870
3263	soldier_npc_10031	72	1400002871
3264	soldier_npc_10031	73	1400002872
3265	soldier_npc_10031	74	1400002873
3266	soldier_npc_10031	75	1400002874
3267	soldier_npc_10031	76	1400002875
3268	soldier_npc_10031	77	1400002876
3269	soldier_npc_10031	78	1400002877
3270	soldier_npc_10031	79	1400002878
3271	soldier_npc_10031	80	1400002879
3272	soldier_npc_10031	81	1400002880
3273	soldier_npc_10031	82	1400002881
3274	soldier_npc_10031	83	1400002882
3275	soldier_npc_10031	84	1400002883
3276	soldier_npc_10031	85	1400002884
3277	soldier_npc_10031	86	1400002885
3278	soldier_npc_10031	87	1400002886
3279	soldier_npc_10031	88	1400002887
3280	soldier_npc_10031	89	1400002888
3281	soldier_npc_10031	90	1400002889
3282	soldier_npc_10031	91	1400002890
3283	soldier_npc_10031	92	1400002891
3284	soldier_npc_10031	93	1400002892
3285	soldier_npc_10031	94	1400002893
3286	soldier_npc_10031	95	1400002894
3287	soldier_npc_10031	96	1400002895
3288	soldier_npc_10031	97	1400002896
3289	soldier_npc_10031	98	1400002897
3290	soldier_npc_10031	99	1400002898
3291	soldier_npc_10031	100	1400002899
3292	soldier_npc_10031	101	14000028100
3293	soldier_npc_10031	102	14000028101
3294	soldier_npc_10031	103	14000028102
3295	soldier_npc_10031	104	14000028103
3296	soldier_npc_10031	105	14000028104
3297	soldier_npc_10031	106	14000028105
3298	soldier_npc_10031	107	14000028106
3299	soldier_npc_10031	108	14000028107
3300	soldier_npc_10031	109	14000028108
3301	soldier_npc_10031	110	14000028109
3302	soldier_npc_10032	1	1400002900
3303	soldier_npc_10032	2	1400002901
3304	soldier_npc_10032	3	1400002902
3305	soldier_npc_10032	4	1400002903
3306	soldier_npc_10032	5	1400002904
3307	soldier_npc_10032	6	1400002905
3308	soldier_npc_10032	7	1400002906
3309	soldier_npc_10032	8	1400002907
3310	soldier_npc_10032	9	1400002908
3311	soldier_npc_10032	10	1400002909
3312	soldier_npc_10032	11	1400002910
3313	soldier_npc_10032	12	1400002911
3314	soldier_npc_10032	13	1400002912
3315	soldier_npc_10032	14	1400002913
3316	soldier_npc_10032	15	1400002914
3317	soldier_npc_10032	16	1400002915
3318	soldier_npc_10032	17	1400002916
3319	soldier_npc_10032	18	1400002917
3320	soldier_npc_10032	19	1400002918
3321	soldier_npc_10032	20	1400002919
3322	soldier_npc_10032	21	1400002920
3323	soldier_npc_10032	22	1400002921
3324	soldier_npc_10032	23	1400002922
3325	soldier_npc_10032	24	1400002923
3326	soldier_npc_10032	25	1400002924
3327	soldier_npc_10032	26	1400002925
3328	soldier_npc_10032	27	1400002926
3329	soldier_npc_10032	28	1400002927
3330	soldier_npc_10032	29	1400002928
3331	soldier_npc_10032	30	1400002929
3332	soldier_npc_10032	31	1400002930
3333	soldier_npc_10032	32	1400002931
3334	soldier_npc_10032	33	1400002932
3335	soldier_npc_10032	34	1400002933
3336	soldier_npc_10032	35	1400002934
3337	soldier_npc_10032	36	1400002935
3338	soldier_npc_10032	37	1400002936
3339	soldier_npc_10032	38	1400002937
3340	soldier_npc_10032	39	1400002938
3341	soldier_npc_10032	40	1400002939
3342	soldier_npc_10032	41	1400002940
3343	soldier_npc_10032	42	1400002941
3344	soldier_npc_10032	43	1400002942
3345	soldier_npc_10032	44	1400002943
3346	soldier_npc_10032	45	1400002944
3347	soldier_npc_10032	46	1400002945
3348	soldier_npc_10032	47	1400002946
3349	soldier_npc_10032	48	1400002947
3350	soldier_npc_10032	49	1400002948
3351	soldier_npc_10032	50	1400002949
3352	soldier_npc_10032	51	1400002950
3353	soldier_npc_10032	52	1400002951
3354	soldier_npc_10032	53	1400002952
3355	soldier_npc_10032	54	1400002953
3356	soldier_npc_10032	55	1400002954
3357	soldier_npc_10032	56	1400002955
3358	soldier_npc_10032	57	1400002956
3359	soldier_npc_10032	58	1400002957
3360	soldier_npc_10032	59	1400002958
3361	soldier_npc_10032	60	1400002959
3362	soldier_npc_10032	61	1400002960
3363	soldier_npc_10032	62	1400002961
3364	soldier_npc_10032	63	1400002962
3365	soldier_npc_10032	64	1400002963
3366	soldier_npc_10032	65	1400002964
3367	soldier_npc_10032	66	1400002965
3368	soldier_npc_10032	67	1400002966
3369	soldier_npc_10032	68	1400002967
3370	soldier_npc_10032	69	1400002968
3371	soldier_npc_10032	70	1400002969
3372	soldier_npc_10032	71	1400002970
3373	soldier_npc_10032	72	1400002971
3374	soldier_npc_10032	73	1400002972
3375	soldier_npc_10032	74	1400002973
3376	soldier_npc_10032	75	1400002974
3377	soldier_npc_10032	76	1400002975
3378	soldier_npc_10032	77	1400002976
3379	soldier_npc_10032	78	1400002977
3380	soldier_npc_10032	79	1400002978
3381	soldier_npc_10032	80	1400002979
3382	soldier_npc_10032	81	1400002980
3383	soldier_npc_10032	82	1400002981
3384	soldier_npc_10032	83	1400002982
3385	soldier_npc_10032	84	1400002983
3386	soldier_npc_10032	85	1400002984
3387	soldier_npc_10032	86	1400002985
3388	soldier_npc_10032	87	1400002986
3389	soldier_npc_10032	88	1400002987
3390	soldier_npc_10032	89	1400002988
3391	soldier_npc_10032	90	1400002989
3392	soldier_npc_10032	91	1400002990
3393	soldier_npc_10032	92	1400002991
3394	soldier_npc_10032	93	1400002992
3395	soldier_npc_10032	94	1400002993
3396	soldier_npc_10032	95	1400002994
3397	soldier_npc_10032	96	1400002995
3398	soldier_npc_10032	97	1400002996
3399	soldier_npc_10032	98	1400002997
3400	soldier_npc_10032	99	1400002998
3401	soldier_npc_10032	100	1400002999
3402	soldier_npc_10032	101	14000029100
3403	soldier_npc_10032	102	14000029101
3404	soldier_npc_10032	103	14000029102
3405	soldier_npc_10032	104	14000029103
3406	soldier_npc_10032	105	14000029104
3407	soldier_npc_10032	106	14000029105
3408	soldier_npc_10032	107	14000029106
3409	soldier_npc_10032	108	14000029107
3410	soldier_npc_10032	109	14000029108
3411	soldier_npc_10032	110	14000029109
3412	soldier_npc_10033	1	1400003000
3413	soldier_npc_10033	2	1400003001
3414	soldier_npc_10033	3	1400003002
3415	soldier_npc_10033	4	1400003003
3416	soldier_npc_10033	5	1400003004
3417	soldier_npc_10033	6	1400003005
3418	soldier_npc_10033	7	1400003006
3419	soldier_npc_10033	8	1400003007
3420	soldier_npc_10033	9	1400003008
3421	soldier_npc_10033	10	1400003009
3422	soldier_npc_10033	11	1400003010
3423	soldier_npc_10033	12	1400003011
3424	soldier_npc_10033	13	1400003012
3425	soldier_npc_10033	14	1400003013
3426	soldier_npc_10033	15	1400003014
3427	soldier_npc_10033	16	1400003015
3428	soldier_npc_10033	17	1400003016
3429	soldier_npc_10033	18	1400003017
3430	soldier_npc_10033	19	1400003018
3431	soldier_npc_10033	20	1400003019
3432	soldier_npc_10033	21	1400003020
3433	soldier_npc_10033	22	1400003021
3434	soldier_npc_10033	23	1400003022
3435	soldier_npc_10033	24	1400003023
3436	soldier_npc_10033	25	1400003024
3437	soldier_npc_10033	26	1400003025
3438	soldier_npc_10033	27	1400003026
3439	soldier_npc_10033	28	1400003027
3440	soldier_npc_10033	29	1400003028
3441	soldier_npc_10033	30	1400003029
3442	soldier_npc_10033	31	1400003030
3443	soldier_npc_10033	32	1400003031
3444	soldier_npc_10033	33	1400003032
3445	soldier_npc_10033	34	1400003033
3446	soldier_npc_10033	35	1400003034
3447	soldier_npc_10033	36	1400003035
3448	soldier_npc_10033	37	1400003036
3449	soldier_npc_10033	38	1400003037
3450	soldier_npc_10033	39	1400003038
3451	soldier_npc_10033	40	1400003039
3452	soldier_npc_10033	41	1400003040
3453	soldier_npc_10033	42	1400003041
3454	soldier_npc_10033	43	1400003042
3455	soldier_npc_10033	44	1400003043
3456	soldier_npc_10033	45	1400003044
3457	soldier_npc_10033	46	1400003045
3458	soldier_npc_10033	47	1400003046
3459	soldier_npc_10033	48	1400003047
3460	soldier_npc_10033	49	1400003048
3461	soldier_npc_10033	50	1400003049
3462	soldier_npc_10033	51	1400003050
3463	soldier_npc_10033	52	1400003051
3464	soldier_npc_10033	53	1400003052
3465	soldier_npc_10033	54	1400003053
3466	soldier_npc_10033	55	1400003054
3467	soldier_npc_10033	56	1400003055
3468	soldier_npc_10033	57	1400003056
3469	soldier_npc_10033	58	1400003057
3470	soldier_npc_10033	59	1400003058
3471	soldier_npc_10033	60	1400003059
3472	soldier_npc_10033	61	1400003060
3473	soldier_npc_10033	62	1400003061
3474	soldier_npc_10033	63	1400003062
3475	soldier_npc_10033	64	1400003063
3476	soldier_npc_10033	65	1400003064
3477	soldier_npc_10033	66	1400003065
3478	soldier_npc_10033	67	1400003066
3479	soldier_npc_10033	68	1400003067
3480	soldier_npc_10033	69	1400003068
3481	soldier_npc_10033	70	1400003069
3482	soldier_npc_10033	71	1400003070
3483	soldier_npc_10033	72	1400003071
3484	soldier_npc_10033	73	1400003072
3485	soldier_npc_10033	74	1400003073
3486	soldier_npc_10033	75	1400003074
3487	soldier_npc_10033	76	1400003075
3488	soldier_npc_10033	77	1400003076
3489	soldier_npc_10033	78	1400003077
3490	soldier_npc_10033	79	1400003078
3491	soldier_npc_10033	80	1400003079
3492	soldier_npc_10033	81	1400003080
3493	soldier_npc_10033	82	1400003081
3494	soldier_npc_10033	83	1400003082
3495	soldier_npc_10033	84	1400003083
3496	soldier_npc_10033	85	1400003084
3497	soldier_npc_10033	86	1400003085
3498	soldier_npc_10033	87	1400003086
3499	soldier_npc_10033	88	1400003087
3500	soldier_npc_10033	89	1400003088
3501	soldier_npc_10033	90	1400003089
3502	soldier_npc_10033	91	1400003090
3503	soldier_npc_10033	92	1400003091
3504	soldier_npc_10033	93	1400003092
3505	soldier_npc_10033	94	1400003093
3506	soldier_npc_10033	95	1400003094
3507	soldier_npc_10033	96	1400003095
3508	soldier_npc_10033	97	1400003096
3509	soldier_npc_10033	98	1400003097
3510	soldier_npc_10033	99	1400003098
3511	soldier_npc_10033	100	1400003099
3512	soldier_npc_10033	101	14000030100
3513	soldier_npc_10033	102	14000030101
3514	soldier_npc_10033	103	14000030102
3515	soldier_npc_10033	104	14000030103
3516	soldier_npc_10033	105	14000030104
3517	soldier_npc_10033	106	14000030105
3518	soldier_npc_10033	107	14000030106
3519	soldier_npc_10033	108	14000030107
3520	soldier_npc_10033	109	14000030108
3521	soldier_npc_10033	110	14000030109
3522	soldier_npc_10034	1	1400003100
3523	soldier_npc_10034	2	1400003101
3524	soldier_npc_10034	3	1400003102
3525	soldier_npc_10034	4	1400003103
3526	soldier_npc_10034	5	1400003104
3527	soldier_npc_10034	6	1400003105
3528	soldier_npc_10034	7	1400003106
3529	soldier_npc_10034	8	1400003107
3530	soldier_npc_10034	9	1400003108
3531	soldier_npc_10034	10	1400003109
3532	soldier_npc_10034	11	1400003110
3533	soldier_npc_10034	12	1400003111
3534	soldier_npc_10034	13	1400003112
3535	soldier_npc_10034	14	1400003113
3536	soldier_npc_10034	15	1400003114
3537	soldier_npc_10034	16	1400003115
3538	soldier_npc_10034	17	1400003116
3539	soldier_npc_10034	18	1400003117
3540	soldier_npc_10034	19	1400003118
3541	soldier_npc_10034	20	1400003119
3542	soldier_npc_10034	21	1400003120
3543	soldier_npc_10034	22	1400003121
3544	soldier_npc_10034	23	1400003122
3545	soldier_npc_10034	24	1400003123
3546	soldier_npc_10034	25	1400003124
3547	soldier_npc_10034	26	1400003125
3548	soldier_npc_10034	27	1400003126
3549	soldier_npc_10034	28	1400003127
3550	soldier_npc_10034	29	1400003128
3551	soldier_npc_10034	30	1400003129
3552	soldier_npc_10034	31	1400003130
3553	soldier_npc_10034	32	1400003131
3554	soldier_npc_10034	33	1400003132
3555	soldier_npc_10034	34	1400003133
3556	soldier_npc_10034	35	1400003134
3557	soldier_npc_10034	36	1400003135
3558	soldier_npc_10034	37	1400003136
3559	soldier_npc_10034	38	1400003137
3560	soldier_npc_10034	39	1400003138
3561	soldier_npc_10034	40	1400003139
3562	soldier_npc_10034	41	1400003140
3563	soldier_npc_10034	42	1400003141
3564	soldier_npc_10034	43	1400003142
3565	soldier_npc_10034	44	1400003143
3566	soldier_npc_10034	45	1400003144
3567	soldier_npc_10034	46	1400003145
3568	soldier_npc_10034	47	1400003146
3569	soldier_npc_10034	48	1400003147
3570	soldier_npc_10034	49	1400003148
3571	soldier_npc_10034	50	1400003149
3572	soldier_npc_10034	51	1400003150
3573	soldier_npc_10034	52	1400003151
3574	soldier_npc_10034	53	1400003152
3575	soldier_npc_10034	54	1400003153
3576	soldier_npc_10034	55	1400003154
3577	soldier_npc_10034	56	1400003155
3578	soldier_npc_10034	57	1400003156
3579	soldier_npc_10034	58	1400003157
3580	soldier_npc_10034	59	1400003158
3581	soldier_npc_10034	60	1400003159
3582	soldier_npc_10034	61	1400003160
3583	soldier_npc_10034	62	1400003161
3584	soldier_npc_10034	63	1400003162
3585	soldier_npc_10034	64	1400003163
3586	soldier_npc_10034	65	1400003164
3587	soldier_npc_10034	66	1400003165
3588	soldier_npc_10034	67	1400003166
3589	soldier_npc_10034	68	1400003167
3590	soldier_npc_10034	69	1400003168
3591	soldier_npc_10034	70	1400003169
3592	soldier_npc_10034	71	1400003170
3593	soldier_npc_10034	72	1400003171
3594	soldier_npc_10034	73	1400003172
3595	soldier_npc_10034	74	1400003173
3596	soldier_npc_10034	75	1400003174
3597	soldier_npc_10034	76	1400003175
3598	soldier_npc_10034	77	1400003176
3599	soldier_npc_10034	78	1400003177
3600	soldier_npc_10034	79	1400003178
3601	soldier_npc_10034	80	1400003179
3602	soldier_npc_10034	81	1400003180
3603	soldier_npc_10034	82	1400003181
3604	soldier_npc_10034	83	1400003182
3605	soldier_npc_10034	84	1400003183
3606	soldier_npc_10034	85	1400003184
3607	soldier_npc_10034	86	1400003185
3608	soldier_npc_10034	87	1400003186
3609	soldier_npc_10034	88	1400003187
3610	soldier_npc_10034	89	1400003188
3611	soldier_npc_10034	90	1400003189
3612	soldier_npc_10034	91	1400003190
3613	soldier_npc_10034	92	1400003191
3614	soldier_npc_10034	93	1400003192
3615	soldier_npc_10034	94	1400003193
3616	soldier_npc_10034	95	1400003194
3617	soldier_npc_10034	96	1400003195
3618	soldier_npc_10034	97	1400003196
3619	soldier_npc_10034	98	1400003197
3620	soldier_npc_10034	99	1400003198
3621	soldier_npc_10034	100	1400003199
3622	soldier_npc_10034	101	14000031100
3623	soldier_npc_10034	102	14000031101
3624	soldier_npc_10034	103	14000031102
3625	soldier_npc_10034	104	14000031103
3626	soldier_npc_10034	105	14000031104
3627	soldier_npc_10034	106	14000031105
3628	soldier_npc_10034	107	14000031106
3629	soldier_npc_10034	108	14000031107
3630	soldier_npc_10034	109	14000031108
3631	soldier_npc_10034	110	14000031109
3632	soldier_npc_10035	1	1400003200
3633	soldier_npc_10035	2	1400003201
3634	soldier_npc_10035	3	1400003202
3635	soldier_npc_10035	4	1400003203
3636	soldier_npc_10035	5	1400003204
3637	soldier_npc_10035	6	1400003205
3638	soldier_npc_10035	7	1400003206
3639	soldier_npc_10035	8	1400003207
3640	soldier_npc_10035	9	1400003208
3641	soldier_npc_10035	10	1400003209
3642	soldier_npc_10035	11	1400003210
3643	soldier_npc_10035	12	1400003211
3644	soldier_npc_10035	13	1400003212
3645	soldier_npc_10035	14	1400003213
3646	soldier_npc_10035	15	1400003214
3647	soldier_npc_10035	16	1400003215
3648	soldier_npc_10035	17	1400003216
3649	soldier_npc_10035	18	1400003217
3650	soldier_npc_10035	19	1400003218
3651	soldier_npc_10035	20	1400003219
3652	soldier_npc_10035	21	1400003220
3653	soldier_npc_10035	22	1400003221
3654	soldier_npc_10035	23	1400003222
3655	soldier_npc_10035	24	1400003223
3656	soldier_npc_10035	25	1400003224
3657	soldier_npc_10035	26	1400003225
3658	soldier_npc_10035	27	1400003226
3659	soldier_npc_10035	28	1400003227
3660	soldier_npc_10035	29	1400003228
3661	soldier_npc_10035	30	1400003229
3662	soldier_npc_10035	31	1400003230
3663	soldier_npc_10035	32	1400003231
3664	soldier_npc_10035	33	1400003232
3665	soldier_npc_10035	34	1400003233
3666	soldier_npc_10035	35	1400003234
3667	soldier_npc_10035	36	1400003235
3668	soldier_npc_10035	37	1400003236
3669	soldier_npc_10035	38	1400003237
3670	soldier_npc_10035	39	1400003238
3671	soldier_npc_10035	40	1400003239
3672	soldier_npc_10035	41	1400003240
3673	soldier_npc_10035	42	1400003241
3674	soldier_npc_10035	43	1400003242
3675	soldier_npc_10035	44	1400003243
3676	soldier_npc_10035	45	1400003244
3677	soldier_npc_10035	46	1400003245
3678	soldier_npc_10035	47	1400003246
3679	soldier_npc_10035	48	1400003247
3680	soldier_npc_10035	49	1400003248
3681	soldier_npc_10035	50	1400003249
3682	soldier_npc_10035	51	1400003250
3683	soldier_npc_10035	52	1400003251
3684	soldier_npc_10035	53	1400003252
3685	soldier_npc_10035	54	1400003253
3686	soldier_npc_10035	55	1400003254
3687	soldier_npc_10035	56	1400003255
3688	soldier_npc_10035	57	1400003256
3689	soldier_npc_10035	58	1400003257
3690	soldier_npc_10035	59	1400003258
3691	soldier_npc_10035	60	1400003259
3692	soldier_npc_10035	61	1400003260
3693	soldier_npc_10035	62	1400003261
3694	soldier_npc_10035	63	1400003262
3695	soldier_npc_10035	64	1400003263
3696	soldier_npc_10035	65	1400003264
3697	soldier_npc_10035	66	1400003265
3698	soldier_npc_10035	67	1400003266
3699	soldier_npc_10035	68	1400003267
3700	soldier_npc_10035	69	1400003268
3701	soldier_npc_10035	70	1400003269
3702	soldier_npc_10035	71	1400003270
3703	soldier_npc_10035	72	1400003271
3704	soldier_npc_10035	73	1400003272
3705	soldier_npc_10035	74	1400003273
3706	soldier_npc_10035	75	1400003274
3707	soldier_npc_10035	76	1400003275
3708	soldier_npc_10035	77	1400003276
3709	soldier_npc_10035	78	1400003277
3710	soldier_npc_10035	79	1400003278
3711	soldier_npc_10035	80	1400003279
3712	soldier_npc_10035	81	1400003280
3713	soldier_npc_10035	82	1400003281
3714	soldier_npc_10035	83	1400003282
3715	soldier_npc_10035	84	1400003283
3716	soldier_npc_10035	85	1400003284
3717	soldier_npc_10035	86	1400003285
3718	soldier_npc_10035	87	1400003286
3719	soldier_npc_10035	88	1400003287
3720	soldier_npc_10035	89	1400003288
3721	soldier_npc_10035	90	1400003289
3722	soldier_npc_10035	91	1400003290
3723	soldier_npc_10035	92	1400003291
3724	soldier_npc_10035	93	1400003292
3725	soldier_npc_10035	94	1400003293
3726	soldier_npc_10035	95	1400003294
3727	soldier_npc_10035	96	1400003295
3728	soldier_npc_10035	97	1400003296
3729	soldier_npc_10035	98	1400003297
3730	soldier_npc_10035	99	1400003298
3731	soldier_npc_10035	100	1400003299
3732	soldier_npc_10035	101	14000032100
3733	soldier_npc_10035	102	14000032101
3734	soldier_npc_10035	103	14000032102
3735	soldier_npc_10035	104	14000032103
3736	soldier_npc_10035	105	14000032104
3737	soldier_npc_10035	106	14000032105
3738	soldier_npc_10035	107	14000032106
3739	soldier_npc_10035	108	14000032107
3740	soldier_npc_10035	109	14000032108
3741	soldier_npc_10035	110	14000032109
3742	soldier_npc_10036	1	1400003300
3743	soldier_npc_10036	2	1400003301
3744	soldier_npc_10036	3	1400003302
3745	soldier_npc_10036	4	1400003303
3746	soldier_npc_10036	5	1400003304
3747	soldier_npc_10036	6	1400003305
3748	soldier_npc_10036	7	1400003306
3749	soldier_npc_10036	8	1400003307
3750	soldier_npc_10036	9	1400003308
3751	soldier_npc_10036	10	1400003309
3752	soldier_npc_10036	11	1400003310
3753	soldier_npc_10036	12	1400003311
3754	soldier_npc_10036	13	1400003312
3755	soldier_npc_10036	14	1400003313
3756	soldier_npc_10036	15	1400003314
3757	soldier_npc_10036	16	1400003315
3758	soldier_npc_10036	17	1400003316
3759	soldier_npc_10036	18	1400003317
3760	soldier_npc_10036	19	1400003318
3761	soldier_npc_10036	20	1400003319
3762	soldier_npc_10036	21	1400003320
3763	soldier_npc_10036	22	1400003321
3764	soldier_npc_10036	23	1400003322
3765	soldier_npc_10036	24	1400003323
3766	soldier_npc_10036	25	1400003324
3767	soldier_npc_10036	26	1400003325
3768	soldier_npc_10036	27	1400003326
3769	soldier_npc_10036	28	1400003327
3770	soldier_npc_10036	29	1400003328
3771	soldier_npc_10036	30	1400003329
3772	soldier_npc_10036	31	1400003330
3773	soldier_npc_10036	32	1400003331
3774	soldier_npc_10036	33	1400003332
3775	soldier_npc_10036	34	1400003333
3776	soldier_npc_10036	35	1400003334
3777	soldier_npc_10036	36	1400003335
3778	soldier_npc_10036	37	1400003336
3779	soldier_npc_10036	38	1400003337
3780	soldier_npc_10036	39	1400003338
3781	soldier_npc_10036	40	1400003339
3782	soldier_npc_10036	41	1400003340
3783	soldier_npc_10036	42	1400003341
3784	soldier_npc_10036	43	1400003342
3785	soldier_npc_10036	44	1400003343
3786	soldier_npc_10036	45	1400003344
3787	soldier_npc_10036	46	1400003345
3788	soldier_npc_10036	47	1400003346
3789	soldier_npc_10036	48	1400003347
3790	soldier_npc_10036	49	1400003348
3791	soldier_npc_10036	50	1400003349
3792	soldier_npc_10036	51	1400003350
3793	soldier_npc_10036	52	1400003351
3794	soldier_npc_10036	53	1400003352
3795	soldier_npc_10036	54	1400003353
3796	soldier_npc_10036	55	1400003354
3797	soldier_npc_10036	56	1400003355
3798	soldier_npc_10036	57	1400003356
3799	soldier_npc_10036	58	1400003357
3800	soldier_npc_10036	59	1400003358
3801	soldier_npc_10036	60	1400003359
3802	soldier_npc_10036	61	1400003360
3803	soldier_npc_10036	62	1400003361
3804	soldier_npc_10036	63	1400003362
3805	soldier_npc_10036	64	1400003363
3806	soldier_npc_10036	65	1400003364
3807	soldier_npc_10036	66	1400003365
3808	soldier_npc_10036	67	1400003366
3809	soldier_npc_10036	68	1400003367
3810	soldier_npc_10036	69	1400003368
3811	soldier_npc_10036	70	1400003369
3812	soldier_npc_10036	71	1400003370
3813	soldier_npc_10036	72	1400003371
3814	soldier_npc_10036	73	1400003372
3815	soldier_npc_10036	74	1400003373
3816	soldier_npc_10036	75	1400003374
3817	soldier_npc_10036	76	1400003375
3818	soldier_npc_10036	77	1400003376
3819	soldier_npc_10036	78	1400003377
3820	soldier_npc_10036	79	1400003378
3821	soldier_npc_10036	80	1400003379
3822	soldier_npc_10036	81	1400003380
3823	soldier_npc_10036	82	1400003381
3824	soldier_npc_10036	83	1400003382
3825	soldier_npc_10036	84	1400003383
3826	soldier_npc_10036	85	1400003384
3827	soldier_npc_10036	86	1400003385
3828	soldier_npc_10036	87	1400003386
3829	soldier_npc_10036	88	1400003387
3830	soldier_npc_10036	89	1400003388
3831	soldier_npc_10036	90	1400003389
