流水	功能ID	功能名	功能icon,小icon	任务条件	等级条件	公会等级	星盘纪元条件	公会圣器条件	特殊条件	区域	排或列	组	归属组	组内排序	是否生效	功能图片	大Icon	链接命令	链接参数	是否要飘icon	获取途径文字标识	是否要常驻提示	提示功能描述	是否精准链接	功能未开启特殊提示	活动预告的时间	主界面ue特效	提审模式功能是否屏蔽	对应活动ID	定制SDK开启功能
363	1234	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2;4;6	0	UI_GainWay_Des8	0		1		0	0	0	0	
364	1241	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2	0	UI_GainWay_Des7	0		1		0	0	0	0	
365	1242	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2	0	UI_GainWay_Des3	0		1		0	0	0	0	
366	1243	UI_FuncName_1201			20	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;2	0	UI_GainWay_Des8	0		1		0	0	0	0	
367	1400	UI_FuncName_1401			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;0;1	0	UI_GainWay_Des5	0		1		0	0	0	0	
368	1431	UI_FuncName_1401			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;0;1;4;1	0	UI_GainWay_Des5	0		1		0	0	0	0	
369	1432	UI_FuncName_1401			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;0;1;4;2	0	UI_GainWay_Des5	0		1		0	0	0	0	
370	1433	UI_FuncName_1401			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;0;1;4;3	0	UI_GainWay_Des5	0		1		0	0	0	0	
371	1434	UI_FuncName_1401			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;0;1;5;1	0	UI_GainWay_Des5	0		1		0	0	0	0	
372	1435	UI_FuncName_1401			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;0;1;6;1	0	UI_GainWay_Des5	0		1		0	0	0	0	
373	1436	UI_FuncName_1401			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;0;1;1;3	0	UI_GainWay_Des5	0		1		0	0	0	0	
374	1451	UI_FuncName_112		10100180,0	1	0	0	0	0	0	0	0	0	0	1			LinkUI	HeroRoadPanel	0	UI_GainWay_Des10	0		0	Msg_FuncNotOpenTips_112	0	0	0	0	
375	1452	UI_FuncName_1452			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;911	0	UI_GainWay_Des5	0		1		0	0	0	0	
376	1453	UI_FuncName_1453		10100230,0	1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
377	1454	UI_FuncName_46			1	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;6;12	0	UI_GainWay_Des5	0		1		0	0	0	0	
378	1455	UI_FuncName_1455			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
379	1456	UI_FuncName_1456			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
380	1457	UI_FuncName_1457			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
381	1458	UI_FuncName_1458			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
382	1459	UI_FuncName_1459			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
383	1501	UI_FuncName_1501		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;0;0	0	UI_GainWay_Des5	0		1	Msg_FuncNotOpenTips_110	0	0	0	0	
384	1502	UI_FuncName_1502		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;0;3	0	UI_GainWay_Des5	0		1	Msg_FuncNotOpenTips_110	0	0	0	0	
385	1503	UI_FuncName_1503		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;0;2	0	UI_GainWay_Des5	0		1	Msg_FuncNotOpenTips_110	0	0	0	0	
386	1504	UI_FuncName_1504		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;0;1	0	UI_GainWay_Des5	0		1	Msg_FuncNotOpenTips_110	0	0	0	0	
387	1505	UI_FuncName_1505		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;0;4	0	UI_GainWay_Des5	0		1	Msg_FuncNotOpenTips_110	0	0	0	0	
388	1506	UI_FuncName_1506	finshing_bar_anger5		30	0	0	0	0	0	0	0	0	0	1		finshing_bar_anger5	LinkUI		0		0		0		0	0	0	16204	
389	1507	UI_FuncName_1507	btn_rechargegift		30	0	0	0	0	0	0	0	0	0	1		btn_rechargegift	LinkUI	FishingCompetitionTreasurePanel	0		0		0		0	0	0	16204	
390	1508	UI_FuncName_1508	btn_fengmo		30	0	0	0	0	0	0	0	0	0	1		btn_fengmo	LinkUI	FishingCompetitionDevilPanel	0		0		0		0	0	0	24016	
391	2001	UI_FuncName_2001			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
392	2002	UI_FuncName_2002			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
393	2003	UI_FuncName_2003			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
394	2004	UI_FuncName_2004			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
395	2005	UI_FuncName_2005			15	0	0	0	0	0	0	0	0	0	1			LinkUI	AdventurePanel	0		0		0		0	0	0	0	
396	2006	UI_FuncName_2006			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
397	2007	UI_FuncName_2007			23	0	0	0	0	0	0	0	0	0	1			LinkUI	AdventureBookPanel;1	0		0		0		0	0	0	0	
398	2008	UI_FuncName_2008			1	0	0	0	0	0	0	0	0	0	1					0		0		1		0	0	0	0	
399	2009	UI_FuncName_2009			1	0	0	0	0	0	0	0	0	0	1			RunToPos	2;-51.8,-75.8	0	UI_GainWay_Des5	0		1		0	0	0	0	
400	2010	UI_FuncName_2010		11100160,1	1	0	0	0	0	0	0	0	0	0	1			OpenFirstRecharge		0	UI_GainWay_Des5	0		1	Msg_FuncNotOpenTips_2010	0	0	0	0	
401	2011	UI_FuncName_2011			1	0	0	0	0	0	0	0	0	0	1			ClickNpc	2;npc_digtreasure	0	UI_GainWay_Des1	0		1		0	0	0	0	
402	2012	UI_FuncName_2012			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
403	2013	UI_FuncName_2013			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;902	0	UI_GainWay_Des5	0		1		0	0	0	0	
404	2014	UI_FuncName_2014			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
405	2015	UI_FuncName_2015			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;902	0	UI_GainWay_Des5	0		1		0	0	0	0	
406	2016	UI_FuncName_2016			1	0	0	0	0	0	0	0	0	0	1			RunToPos	1;-20.0,34.8	0	UI_GainWay_Des1	0		1		0	0	0	0	
407	2017	UI_FuncName_2017			29	0	0	0	0	0	0	0	0	0	1			LinkUI	ExchangeShopPanel;1	0	UI_GainWay_Des1	0		1		0	0	0	0	
408	2018	UI_FuncName_2018			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
409	2019	UI_FuncName_2019			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;4602;21	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
410	2020	UI_FuncName_2020			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;4602;21	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
411	2021	UI_FuncName_2021			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;4702;22	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
412	2022	UI_FuncName_2022			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;4903;3	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
413	2023	UI_FuncName_2023			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;4602;21	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
414	2024	UI_FuncName_2024			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
415	2025	UI_FuncName_106			35	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
416	2026	UI_FuncName_2026			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;4703;22	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
417	2027	UI_FuncName_2027			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;4603;21	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
418	2028	UI_FuncName_2028			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;4703;22	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
419	2029	UI_FuncName_2029			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;4603;21	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
420	2030	UI_FuncName_2030			25	0	0	0	0	0	0	0	0	0	1			LinkUI	MidsummerActivityPanel;4904;3	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
421	2031	UI_FuncName_2031			25	0	0	0	0	0	0	0	0	0	1			LinkUI	MidsummerActivityPanel;6101;28	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
422	2032	UI_FuncName_2032			25	0	0	0	0	0	0	0	0	0	1			LinkUI	MidsummerActivityPanel;6001;24	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
423	2033	UI_FuncName_2033			25	0	0	0	0	0	0	0	0	0	1			LinkUI	QuickBuyPanel;item91000001100;1	0	UI_GainWay_Des1	0		0	Msg_FuncNotOpenTips_2019	0	0	0	0	
424	2034	UI_FuncName_2034			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;6319;9	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
425	2035	UI_FuncName_2035			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
426	2036	UI_FuncName_2036			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
427	2037	UI_FuncName_2037			1	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;2491;13	0	UI_GainWay_Des1	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
428	2038	UI_FuncName_2038			1	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;3;917	0	UI_GainWay_Des5	0		1		0	0	0	0	
429	2039	UI_FuncName_4000		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;0;2	0	UI_GainWay_Des5	0		0		0	0	0	0	
430	2040	UI_FuncName_2040			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;926	0	UI_GainWay_Des5	0		1		0	0	0	0	
431	2041	UI_FuncName_2041			78	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;928	0	UI_GainWay_Des5	0		1		0	0	0	0	
432	2042	UI_FuncName_2042			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;927	0	UI_GainWay_Des5	0		1		0	0	0	0	
433	2043	UI_FuncName_2043			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;916	0	UI_GainWay_Des5	0		1		0	0	0	0	
434	2044	UI_CrossServerCampPanel_ShopButton			67	0	0	0	0	0	0	0	0	0	1			LinkUI	CrossServerCampTabPanel;0	0	UI_GainWay_Des5	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
435	2045	UI_FuncName_2045			1	0	0	0	0	0	0	0	0	0	1			LinkUI	SeaContendRankPanel;102	0	UI_GainWay_Des5	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
436	2046	UI_FuncName_2046			1	0	0	0	0	0	0	0	0	0	1			LinkUI	AbyssWarActLinkAllPanel;3;0;0	0	UI_GainWay_Des5	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
437	2047	UI_FuncName_2047			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;8024;51	0	UI_GainWay_Des5	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
438	1700	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0	0	UI_GainWay_Des5	0		1		0	0	0	0	
439	1701	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;2;2	0	UI_GainWay_Des5	0		1		0	0	0	0	
440	1702	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;8;0	0	UI_GainWay_Des5	0		1		0	0	0	0	
441	1703	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;8;4	0	UI_GainWay_Des5	0		1		0	0	0	0	
442	1704	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;8;6	0	UI_GainWay_Des5	0		1		0	0	0	0	
443	1705	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;8;8	0	UI_GainWay_Des5	0		1		0	0	0	0	
444	1706	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;8;9	0	UI_GainWay_Des5	0		1		0	0	0	0	
445	1707	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;8;0	0	UI_GainWay_Des5	0		1		0	0	0	0	
446	1708	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;10;0	0	UI_GainWay_Des5	0		1		0	0	0	0	
447	1709	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;10;0	0	UI_GainWay_Des5	0		1		0	0	0	0	
448	1710	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;10;0	0	UI_GainWay_Des5	0		1		0	0	0	0	
449	1711	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;[UnidentifyEquipID]	0	UI_GainWay_Des5	0		0		0	0	0	0	
450	1712	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;[UnidentifyEquipID]	0	UI_GainWay_Des5	0		0		0	0	0	0	
451	1713	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;[UnidentifyEquipID]	0	UI_GainWay_Des5	0		0		0	0	0	0	
452	1714	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;[UnidentifyEquipID]	0	UI_GainWay_Des5	0		0		0	0	0	0	
453	1715	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;[UnidentifyEquipID]	0	UI_GainWay_Des5	0		0		0	0	0	0	
454	1716	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;[UnidentifyEquipID]	0	UI_GainWay_Des5	0		0		0	0	0	0	
455	1717	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;2;1	0	UI_GainWay_Des5	0		1		0	0	0	0	
456	1718	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;2;9	0	UI_GainWay_Des5	0		1		0	0	0	0	
457	1721	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;2;9	0	UI_GainWay_Des5	0		1		0	0	0	0	
458	1722	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;2;3	0	UI_GainWay_Des5	0		1		0	0	0	0	
459	1723	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;2;4	0	UI_GainWay_Des5	0		1		0	0	0	0	
460	1724	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;2;6	0	UI_GainWay_Des5	0		1		0	0	0	0	
461	1725	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;2;7	0	UI_GainWay_Des5	0		1		0	0	0	0	
462	1726	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;2;5	0	UI_GainWay_Des5	0		1		0	0	0	0	
463	1730	UI_FuncName_46			10	0	0	0	0	0	0	0	0	0	1			LinkUI	TradingPanel;1;0;[UnidentifyEquipID]	0	UI_GainWay_Des5	0		0		0	0	0	0	
464	1731	UI_FuncName_1731			30	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
465	1800	UI_FuncName_61			23	0	0	0	0	0	0	0	0	0	1			LinkUI	AdventureBookPanel;4	0		0		1		0	0	0	0	
466	1801	UI_FuncName_1801			1	0	0	0	0	0	0	0	0	0	1			LinkUI	BagPanel;OpenStore	0	UI_GainWay_Des9	0		1		0	0	0	0	
467	1810	UI_FuncName_1810			1	0	0	0	0	0	0	0	0	0	1					0		0		1		0	0	0	0	
468	1820	UI_FuncName_1820			15	0	0	0	0	0	0	0	0	0	1			LinkUI	PetSummonPanel	0		0		1		0	0	0	0	
469	1830	UI_FuncName_1830			10	0	0	0	0	0	0	0	0	0	1			LinkUI	FriendGiftPanel	0		0		0		0	0	0	0	
470	3000	UI_FuncName_3000			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
471	1600	UI_FuncName_1600			20	0	0	0	0	0	0	0	0	0	1			RunToPos	1;-20.0,34.8	0	UI_GainWay_Des1	0		1		0	0	0	0	
472	1601	UI_FuncName_1601			20	0	0	0	0	0	0	0	0	0	1			RunToPos	1;7.4,48.0	0	UI_GainWay_Des1	0		1		0	0	0	0	
473	1602	UI_FuncName_1602			20	0	0	0	0	0	0	0	0	0	1			RunToPos	1;2.7,-69.7	0	UI_GainWay_Des1	0		1		0	0	0	0	
474	1603	UI_FuncName_1603			20	0	0	0	0	0	0	0	0	0	1			RunToPos	3;-9.4,-4.8	0	UI_GainWay_Des1	0		1		0	0	0	0	
475	1604	UI_FuncName_1604			20	0	0	0	0	0	0	0	0	0	1			RunToPos	3;34.7,-8.7	0	UI_GainWay_Des1	0		1		0	0	0	0	
476	1605	UI_FuncName_1605			20	0	0	0	0	0	0	0	0	0	1			RunToPos	4;-6.1,20.1	0	UI_GainWay_Des1	0		1		0	0	0	0	
477	1606	UI_FuncName_1606			20	0	0	0	0	0	0	0	0	0	1			OpenMsgBox	Msg_Guide_IslandFishingGround;Com_GotoBtn;Com_Cancel;2009	0	UI_GainWay_Des1	0		1		0	0	0	0	
478	1607	UI_FuncName_1607			20	0	0	0	0	0	0	0	0	0	1			RunToPos	4;-54.1,2.7	0	UI_GainWay_Des1	0		1		0	0	0	0	
479	1608	UI_FuncName_1608			20	0	0	0	0	0	0	0	0	0	1			OpenMsgBox	Msg_Guide_FishingGear;Com_SeekBtn;Com_Cancel;1609	0	UI_GainWay_Des1	0		1		0	0	0	0	
480	1609	UI_FuncName_87	btn_dungeon		1	0	0	0	0	0	0	0	0	0	1			LinkUI	TaskDescriptPanel;1	0		0		0		0	0	0	0	
481	1610	UI_FuncName_1610			1	0	0	0	0	0	0	0	0	0	1			OpenMsgBox	Msg_Guide_WorldLevel40;Com_SeekBtn;Com_Cancel;1609	0	UI_GainWay_Des1	0		1		0	0	0	0	
482	1802	UI_FuncName_61			23	0	0	0	0	0	0	0	0	0	1			LinkUI	AdventureBookPanel;5	0		0		1		0	0	0	0	
483	1803	UI_FuncName_1803			1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;0;3	0	UI_GainWay_Des5	0		1		0	0	0	0	
484	1804	UI_FuncName_1804			1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;0;3	0	UI_GainWay_Des5	0		1		0	0	0	0	
485	1805	UI_FuncName_1805			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
486	1806	UI_FuncName_1806			1	0	0	0	0	0	0	0	0	0	1					0		0		0		0	0	0	0	
487	1807	UI_FuncName_1807			1	0	0	0	0	0	0	0	0	0	1	icon_getback_worldtask				0		0		0		0	0	0	0	
488	1808	UI_FuncName_1808			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;912;item100430000005	0	UI_GainWay_Des5	0		0		0	0	0	0	
489	1809	UI_FuncName_1808			1	0	0	0	0	0	0	0	0	0	1			LinkUI	ShopPanel;912;item100430000006	0	UI_GainWay_Des5	0		0		0	0	0	0	
490	1816	UI_FuncName_1816			1	0	0	0	0	0	0	0	0	0	1			LinkUI	MallPanel;0;0;item100400000201	0	UI_GainWay_Des1	0		1		0	0	0	0	
491	3001	UI_FuncName_3			20	0	0	0	0	0	0	0	0	0	1			LinkUI	AdventurePanel;3	0	UI_GainWay_Des1	0		1		0	0	0	0	
492	4001				30	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
493	4002				40	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
494	4003				50	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
495	4004	UI_FuncName_4004			1	0	0	0	0	0	0	0	0	0	1			LinkUI	CarnivalWeekWindowPanel;8462;21	0	UI_GainWay_Des1	0		1		0	0	0	0	
496	4005	UI_FuncName_4005			1	0	0	0	0	0	0	0	0	0	1			LinkUI	CarnivalWeekWindowPanel;8460;74	0	UI_GainWay_Des1	0		1		0	0	0	0	
497	4006	UI_FuncName_4006			25	0	0	0	0	0	0	0	0	0	1			LinkUI	SkillPanel;1			0		0		0	0	0	0	
498	1840	UI_FuncName_1840			60	0	0	0	0	0	0	0	0	0	1			LinkUI	GuildBadgePanel;1	0		0		0		0	0	0	0	
499	1850	UI_FuncName_1850			60	0	0	0	0	0	0	0	0	0	1			LinkUI	GuildBadgePanel;1	0		0		0		0	0	0	0	
500	1860	UI_FuncName_1860			56	0	0	0	0	0	0	0	0	0	1			LinkUI	PetPanel	0		0		0		0	0	0	0	
501	1861				1	0	0	0	0	0	0	0	0	0	1			LinkUI	GrowUpPanel;1	0		0		0		0	0	0	0	
502	1901	UI_FuncName_1901			25	0	0	0	0	0	0	0	0	0	1			LinkUI	FestivalActivityPanel;2491;13	0	UI_GainWay_Des5	0		1	Msg_FuncNotOpenTips_2019	0	0	0	0	
503	1902	UI_FuncName_1902			25	0	0	0	0	0	0	0	0	0	1			LinkUI	QuickBuyPanel;item91000001067;1	0	UI_GainWay_Des5	0		0	Msg_FuncNotOpenTips_2019	0	0	0	0	
504	1903	UI_FuncName_1903			1	0	0	0		0	0	0	0	0	1			LinkUI	BusinessActivityPanel;254;4915;3			0		0	Msg_FuncNotOpenTips_1903	0	0	0	4915	
505	1904	UI_FuncName_1904			1	0	0	0	0	0	0	0	0	0	1			LinkUI	BusinessActivityPanel;254;6503;33	0		0		0	Msg_FuncNotOpenTips_1904	0	0	0	6503	
506	1905	UI_FuncName_273			25	0	0	0	0	0	0	0	0	0	1			LinkUI	BusinessActivityPanel;254;5409;12	0		0		0	Msg_FuncNotOpenTips_1905	0	0	0	5409	
507	1906	UI_FuncName_275			25	0	0	0	0	0	0	0	0	0	1			LinkUI	BusinessActivityPanel;254;2849;12	0		0		0	Msg_FuncNotOpenTips_1906	0	0	0	2849	
508	1907	UI_FuncName_1902			1	0	0	0	0	0	0	0	0	0	1			LinkUI	QuickBuyPanel;item91000001551;1	0	UI_GainWay_Des5	0		0	Msg_FuncNotOpenTips_2019	0	0	0	0	
509	1908	UI_FuncName_254			1	0	0	0	0	0	0	0	0	0	1			LinkUI	BusinessActivityPanel;254;9447;63	0		0		0		0	0	0	0	
510	1909	UI_FuncName_254			1	0	0	0	0	0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;19100;63	0		0		0		0	0	0	0	
511	1910	UI_FuncName_254			1	0	0	0	0	0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;7612;101	0		0		0		0	0	0	0	
512	1911	UI_FuncName_254			1	0	0	0	0	0	0	0	0	0	1			LinkUI	BusinessActivityPanel;254;9448;63	0		0		0		0	0	0	0	
513	294	UI_FuncName_294		11100160,1	1	0	0	0	0	0	0	0	0	0	1			LinkUI	OpenServerActivityPanel;2835;12	0		0		0	Msg_FuncNotOpenTips_275	0	0	0	0	
514	417	UI_FuncName_417			1	0	0	0	0	0	0	0	0	0	1			LinkUI		0		0		0		0	0	0	0	
515	197	UI_FuncName_197	icon_starlightbattle		50	0	0	0	0	0	0	0	0	0	1	icon_starlightbattle	btn_star1v1	LinkUI		0		0		0		0	0	0	0	
516	198	UI_FuncName_198	btn_dahanghai		25	0	0	0	0	1	2	0	0	8	1	bg_sail	btn_dahanghai	OpenSailWorld		0		0		0		0	41100022	0	16007	
517	199	UI_FuncName_199			1	0	0	0	0	0	0	0	0	0	1			LinkUI	BagPanel;OpenSoulStone	0		0		0		0	0	0	0	
518	4111	UI_FuncName_111	btn_killstar		1	0	0	0	0	0	0	0	0	0	1	bg_killstar	btn_killstar	LinkUI	KillStarPanel	0	UI_GainWay_Des1	1	UIFuncDes_111	0		0	0	0	0	
519	450				30	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
520	420	UI_FuncName_420	btn_subspacebattle_activity		30	0	0	0	0	1	2	0	1000	7	1	bg_sail	btn_subspacebattle_activity	LinkUI	SubSpaceBattlePanel	0		0		0	Msg_FuncNotOpenTips_1907	0	0	0	0	
521	200	UI_FuncName_200	icon_starlightbattle		50	0	0	0	0	0	0	0	0	0	1	icon_starlightbattle	btn_star1v1	LinkUI		0		0		0		0	0	0	0	
522	295	UI_FuncName_295	btn_mazepve		65	0	0	0	0	0	0	0	0	0	1	icon_mazepve	btn_mazepve	LinkUI	MazePVEChallengePanel	0		0		0		0	0	0	0	
523	296	UI_FuncName_296	btn_huntpvp		65	0	0	0	0	1	2	0	0	1	1	icon_huntpvp	btn_huntpvp	LinkUI	HuntPVPChallengePanel	0		0		0		0	0	0	0	
524	297	UI_FuncName_297	btn_ciyuankongjian	650010,1	40	0	0	0	0	0	0	0	0	0	1	bg_xinghunmofang01	btn_juese30			1		0		0		0	0	0	0	
525	298	UI_FuncName_298	icon_starlightbattle	640130,3	30	0	0	0	0	0	0	0	0	0	1	bg_xinghunmofang01	btn_juese30			0		0		0		0	0	0	0	
526	421	UI_FuncName_421	btn_week_of_carnival		25	0	0	0	0	1	2	0	0	11	1			LinkUI	CarnivalWeekWindowPanel	1		0		0	Msg_FuncNotOpenTips_1908	0	41100023	0	0	
527	299	UI_FuncName_299	btn_homeland_visit	640010,0	30	0	0	0	0	5	2	0	0	7	1	btn_homeland_log	btn_juese30	LinkUI	HomelandCannonPanel	1		0		0		0	0	0	0	
528	424	UI_FuncName_424			65	0	0	0	0	0	0	0	0	0	1							0		0		0	0	0	0	
529	422	UI_FuncName_422	icon_starlightbattle		65	0	0	0	0	0	0	0	0	0	1			LinkUI	PeakednessEpicPanel	0		0		0	MSG_Func_CommonNotOpen	0	0	0	0	
