效果id	职业	组id	功能ID	效果类型	技能品质	名称	ICON	效果描述	持续生效事件格数	初始等级	属性参数	效果参数	buff初始层数	buff失效后是否删除	解锁类型	解锁参数	解锁描述	是否在祝福加持展示	技能回收	商店中技能回收	buff叠加参数	buff叠加显示用状态
747	0	747	0	7	2	buffname_skill40408_buff_06	skill_403305	buffdes_skill40408_buff_06	-1	1		skill40408::buff_06	1	0	0			0	0	0		
748	0	748	0	7	2	buffname_skill40408_buff_07	skill_400605	buffdes_skill40408_buff_07	-1	1		skill40408::buff_07	1	0	0			0	0	0		
749	0	749	0	7	2	buffname_skill40408_buff_08	skill_401903	buffdes_skill40408_buff_08	-1	1		skill40408::buff_08	1	0	0			0	0	0		
750	0	750	0	7	2	buffname_skill40408_buff_09	skill_402601	buffdes_skill40408_buff_09	-1	1		skill40408::buff_09	1	0	0			0	0	0		
751	0	751	0	7	2	buffname_skill40408_buff_10	skill_401802	buffdes_skill40408_buff_10	-1	1		skill40408::buff_10	1	0	0			0	0	0		
800	0	800	0	6	2	buffname_skill40411_buff_01_1	skill_401213	buffdes_skill40411_buff_01_1	-1	1		skill40411::buff_01_1	1	0	0			1	0	0	skill40411::buff_01_prop,4	1,1
801	3	801	0	6	2	buffname_skill40411_buff_32_1	skill_1006		-1	1		skill40411::buff_32_1	1	0	0			1	0	0	skill40411::buff_32,3	1,1
802	2	801	0	6	2	buffname_skill40411_buff_33_1	skill_1108		-1	1		skill40411::buff_33_1	1	0	0			1	0	0	skill40411::buff_33,3	1,1
803	1	801	0	6	2	buffname_skill40411_buff_34_1	skill_1209		-1	1		skill40411::buff_34_1	1	0	0			1	0	0	skill40411::buff_34,3	1,1
804	6	801	0	6	2	buffname_skill40411_buff_35_1	skill_1509		-1	1		skill40411::buff_35_1	1	0	0			1	0	0	skill40411::buff_35,3	1,1
805	5	801	0	6	2	buffname_skill40411_buff_36_1	skill_1408		-1	1		skill40411::buff_36_1	1	0	0			1	0	0	skill40411::buff_36,3	1,1
806	4	801	0	6	2	buffname_skill40411_buff_37_1	skill_1304		-1	1		skill40411::buff_37_1	1	0	0			1	0	0	skill40411::buff_37,3	1,1
807	3	802	0	6	2	buffname_skill40411_buff_38_1	skill_1006		-1	1		skill40411::buff_38_1	1	0	0			1	0	0	skill40411::buff_38,1	2,1
808	2	802	0	6	2	buffname_skill40411_buff_39_1	skill_1109		-1	1		skill40411::buff_39_1	1	0	0			1	0	0	skill40411::buff_39,1	2,1
809	1	802	0	6	2	buffname_skill40411_buff_40_1	skill_1209		-1	1		skill40411::buff_40_1	1	0	0			1	0	0	skill40411::buff_40,1	2,1
810	4	802	0	6	2	buffname_skill40411_buff_41_1	skill_1304		-1	1		skill40411::buff_41_1	1	0	0			1	0	0	skill40411::buff_41,1	2,1
811	6	802	0	6	2	buffname_skill40411_buff_42_1	skill_1505		-1	1		skill40411::buff_42_1	1	0	0			1	0	0	skill40411::buff_42,1	2,1
812	5	802	0	6	2	buffname_skill40411_buff_43_1	skill_1407		-1	1		skill40411::buff_43_1	1	0	0			1	0	0	skill40411::buff_43,1	2,1
813	3	803	0	6	2	buffname_skill40411_buff_20_1	skill_1006		-1	1		skill40411::buff_20_1	1	0	0			1	0	0	skill40411::buff_20,8	3,0.1
814	3	804	0	6	2	buffname_skill40411_buff_21_1	skill_1003		-1	1		skill40411::buff_21_1	1	0	0			1	0	0	skill40411::buff_21,8	3,0.1
815	2	803	0	6	2	buffname_skill40411_buff_22_1	skill_1108		-1	1		skill40411::buff_22_1	1	0	0			1	0	0	skill40411::buff_22,8	3,0.1
816	2	804	0	6	2	buffname_skill40411_buff_23_1	skill_1107		-1	1		skill40411::buff_23_1	1	0	0			1	0	0	skill40411::buff_23,8	3,0.1
817	1	803	0	6	2	buffname_skill40411_buff_24_1	skill_1209		-1	1		skill40411::buff_24_1	1	0	0			1	0	0	skill40411::buff_24,8	3,0.1
818	1	804	0	6	2	buffname_skill40411_buff_25_1	skill_1215		-1	1		skill40411::buff_25_1	1	0	0			1	0	0	skill40411::buff_25,8	3,0.1
819	6	803	0	6	2	buffname_skill40411_buff_26_1	skill_1509		-1	1		skill40411::buff_26_1	1	0	0			1	0	0	skill40411::buff_26,8	3,0.1
820	6	804	0	6	2	buffname_skill40411_buff_27_1	skill_1504		-1	1		skill40411::buff_27_1	1	0	0			1	0	0	skill40411::buff_27,8	3,0.1
821	5	803	0	6	2	buffname_skill40411_buff_28_1	skill_1408		-1	1		skill40411::buff_28_1	1	0	0			1	0	0	skill40411::buff_28,8	3,0.1
822	5	804	0	6	2	buffname_skill40411_buff_29_1	skill_1407		-1	1		skill40411::buff_29_1	1	0	0			1	0	0	skill40411::buff_29,8	3,0.1
823	4	803	0	6	2	buffname_skill40411_buff_30_1	skill_1304		-1	1		skill40411::buff_30_1	1	0	0			1	0	0	skill40411::buff_30,8	3,0.1
824	4	804	0	6	2	buffname_skill40411_buff_31_1	skill_1307		-1	1		skill40411::buff_31_1	1	0	0			1	0	0	skill40411::buff_31,8	3,0.1
825	0	805	0	6	3	buffname_skill40411_buff_01_2	skill_401213	buffdes_skill40411_buff_01_2	-1	1		skill40411::buff_01_2	1	0	0			1	0	0	skill40411::buff_01_prop,6	1,1
826	3	806	0	6	3	buffname_skill40411_buff_02	skill_1006	buffdes_skill40411_buff_02	-1	1		skill40411::buff_02	1	0	0			1	0	0	skill40411::buff_02,1	2,0.2
827	3	807	0	6	3	buffname_skill40411_buff_03	skill_1002	buffdes_skill40411_buff_03	-1	1		skill40411::buff_03	1	0	0			1	0	0	skill40411::buff_03,1	2,0.2
828	3	808	0	6	3	buffname_skill40411_buff_04	skill_1003	buffdes_skill40411_buff_04	-1	1		skill40411::buff_04	1	0	0			1	0	0	skill40411::buff_04,1	2,0.2
829	2	806	0	6	3	buffname_skill40411_buff_05	skill_1108	buffdes_skill40411_buff_05	-1	1		skill40411::buff_05	1	0	0			1	0	0	skill40411::buff_05,1	2,0.2
830	2	807	0	6	3	buffname_skill40411_buff_06	skill_1107	buffdes_skill40411_buff_06	-1	1		skill40411::buff_06	1	0	0			1	0	0	skill40411::buff_06,1	2,0.2
831	2	808	0	6	3	buffname_skill40411_buff_07	skill_1110	buffdes_skill40411_buff_07	-1	1		skill40411::buff_07	1	0	0			1	0	0	skill40411::buff_07,1	2,0.2
832	1	806	0	6	3	buffname_skill40411_buff_08	skill_1215	buffdes_skill40411_buff_08	-1	1		skill40411::buff_08	1	0	0			1	0	0	skill40411::buff_08,1	2,0.2
833	1	807	0	6	3	buffname_skill40411_buff_09	skill_1209	buffdes_skill40411_buff_09	-1	1		skill40411::buff_09	1	0	0			1	0	0	skill40411::buff_09,1	2,0.2
834	1	808	0	6	3	buffname_skill40411_buff_10	skill_1206	buffdes_skill40411_buff_10	-1	1		skill40411::buff_10	1	0	0			1	0	0	skill40411::buff_10,1	2,0.2
835	6	806	0	6	3	buffname_skill40411_buff_11	skill_1509	buffdes_skill40411_buff_11	-1	1		skill40411::buff_11	1	0	0			1	0	0	skill40411::buff_11,1	2,0.2
836	6	807	0	6	3	buffname_skill40411_buff_12	skill_1501	buffdes_skill40411_buff_12	-1	1		skill40411::buff_12	1	0	0			1	0	0	skill40411::buff_12,1	2,0.2
837	6	808	0	6	3	buffname_skill40411_buff_13	skill_1505	buffdes_skill40411_buff_13	-1	1		skill40411::buff_13	1	0	0			1	0	0	skill40411::buff_13,1	2,0.2
838	4	806	0	6	3	buffname_skill40411_buff_14	skill_1304	buffdes_skill40411_buff_14	-1	1		skill40411::buff_14	1	0	0			1	0	0	skill40411::buff_14,1	2,0.2
839	4	807	0	6	3	buffname_skill40411_buff_15	skill_1305	buffdes_skill40411_buff_15	-1	1		skill40411::buff_15	1	0	0			1	0	0	skill40411::buff_15,1	2,0.2
840	4	808	0	6	3	buffname_skill40411_buff_16	skill_1303	buffdes_skill40411_buff_16	-1	1		skill40411::buff_16	1	0	0			1	0	0	skill40411::buff_16,1	2,0.2
841	5	806	0	6	3	buffname_skill40411_buff_17	skill_1408	buffdes_skill40411_buff_17	-1	1		skill40411::buff_17	1	0	0			1	0	0	skill40411::buff_17,1	2,0.2
842	5	807	0	6	3	buffname_skill40411_buff_18	skill_1406	buffdes_skill40411_buff_18	-1	1		skill40411::buff_18	1	0	0			1	0	0	skill40411::buff_18,1	2,0.2
843	5	808	0	6	3	buffname_skill40411_buff_19	skill_1402	buffdes_skill40411_buff_19	-1	1		skill40411::buff_19	1	0	0			1	0	0	skill40411::buff_19,1	2,0.2
844	3	809	0	6	3	buffname_skill40411_buff_32_2	skill_1006		-1	1		skill40411::buff_32_2	1	0	0			1	0	0	skill40411::buff_32,5	1,1
845	2	809	0	6	3	buffname_skill40411_buff_33_2	skill_1108		-1	1		skill40411::buff_33_2	1	0	0			1	0	0	skill40411::buff_33,5	1,1
846	1	809	0	6	3	buffname_skill40411_buff_34_2	skill_1209		-1	1		skill40411::buff_34_2	1	0	0			1	0	0	skill40411::buff_34,5	1,1
847	6	809	0	6	3	buffname_skill40411_buff_35_2	skill_1509		-1	1		skill40411::buff_35_2	1	0	0			1	0	0	skill40411::buff_35,5	1,1
848	5	809	0	6	3	buffname_skill40411_buff_36_2	skill_1408		-1	1		skill40411::buff_36_2	1	0	0			1	0	0	skill40411::buff_36,5	1,1
849	4	809	0	6	3	buffname_skill40411_buff_37_2	skill_1304		-1	1		skill40411::buff_37_2	1	0	0			1	0	0	skill40411::buff_37,5	1,1
850	3	810	0	6	3	buffname_skill40411_buff_38_2	skill_1006		-1	1		skill40411::buff_38_2	1	0	0			1	0	0	skill40411::buff_38,2	2,1
851	2	810	0	6	3	buffname_skill40411_buff_39_2	skill_1109		-1	1		skill40411::buff_39_2	1	0	0			1	0	0	skill40411::buff_39,2	2,1
852	1	810	0	6	3	buffname_skill40411_buff_40_2	skill_1209		-1	1		skill40411::buff_40_2	1	0	0			1	0	0	skill40411::buff_40,2	2,1
853	4	810	0	6	3	buffname_skill40411_buff_41_2	skill_1304		-1	1		skill40411::buff_41_2	1	0	0			1	0	0	skill40411::buff_41,2	2,1
854	6	810	0	6	3	buffname_skill40411_buff_42_2	skill_1505		-1	1		skill40411::buff_42_2	1	0	0			1	0	0	skill40411::buff_42,2	2,1
855	5	810	0	6	3	buffname_skill40411_buff_43_2	skill_1407		-1	1		skill40411::buff_43_2	1	0	0			1	0	0	skill40411::buff_43,2	2,1
856	3	834	0	6	4	buffname_skill40412_buff_01	skill_1002		-1	1		skill40412::buff_01	1	0	0			1	0	0		
857	3	835	0	6	4	buffname_skill40412_buff_02	skill_1006		-1	1		skill40412::buff_02	1	0	0			1	0	0		
858	2	834	0	6	4	buffname_skill40412_buff_03	skill_1104		-1	1		skill40412::buff_03	1	0	0			1	0	0		
859	2	835	0	6	4	buffname_skill40412_buff_04	skill_1108		-1	1		skill40412::buff_04	1	0	0			1	0	0		
860	4	834	0	6	4	buffname_skill40412_buff_05	skill_1304		-1	1		skill40412::buff_05	1	0	0			1	0	0		
861	4	835	0	6	4	buffname_skill40412_buff_06	skill_1304		-1	1		skill40412::buff_06	1	0	0			1	0	0		
862	5	834	0	6	4	buffname_skill40412_buff_07	skill_1402		-1	1		skill40412::buff_07	1	0	0			1	0	0		
863	5	841	0	6	5	buffname_skill40412_buff_08	skill_1408		-1	1		skill40412::buff_08	1	0	0			1	0	0		
864	6	834	0	6	4	buffname_skill40412_buff_09	skill_1501		-1	1		skill40412::buff_09	1	0	0			1	0	0		
865	6	835	0	6	4	buffname_skill40412_buff_10	skill_1509		-1	1		skill40412::buff_10	1	0	0			1	0	0		
866	1	834	0	6	4	buffname_skill40412_buff_11	skill_1209		-1	1		skill40412::buff_11	1	0	0			1	0	0		
867	1	835	0	6	4	buffname_skill40412_buff_12	skill_1214		-1	1		skill40412::buff_12	1	0	0			1	0	0		
868	0	813	0	6	4	buffname_skill40411_buff_44	skill_400506		-1	1		skill40411::buff_44	1	0	0			1	0	0		
869	0	814	0	6	4	buffname_skill40411_buff_45	skill_402109		-1	1		skill40411::buff_45	1	0	0			1	0	0		
870	0	815	0	6	4	buffname_skill40411_buff_50	skill_401504		-1	1		skill40411::buff_50	1	0	0			1	0	0		
871	0	816	0	6	4	buffname_skill40411_buff_51	skill_402605		-1	1		skill40411::buff_51	1	0	0			1	0	0		
872	0	817	0	6	4	buffname_skill40411_buff_01_3	skill_401213	buffdes_skill40411_buff_01_3	-1	1		skill40411::buff_01_3	1	0	0			1	0	0	skill40411::buff_01_prop,8	1,1
873	3	818	0	6	4	buffname_skill40411_buff_32_3	skill_1006		-1	1		skill40411::buff_32_3	1	0	0			1	0	0	skill40411::buff_32,7	1,1
874	2	818	0	6	4	buffname_skill40411_buff_33_3	skill_1108		-1	1		skill40411::buff_33_3	1	0	0			1	0	0	skill40411::buff_33,7	1,1
875	1	818	0	6	4	buffname_skill40411_buff_34_3	skill_1209		-1	1		skill40411::buff_34_3	1	0	0			1	0	0	skill40411::buff_34,7	1,1
876	6	818	0	6	4	buffname_skill40411_buff_35_3	skill_1509		-1	1		skill40411::buff_35_3	1	0	0			1	0	0	skill40411::buff_35,7	1,1
877	5	818	0	6	4	buffname_skill40411_buff_36_3	skill_1408		-1	1		skill40411::buff_36_3	1	0	0			1	0	0	skill40411::buff_36,7	1,1
878	4	818	0	6	4	buffname_skill40411_buff_37_3	skill_1304		-1	1		skill40411::buff_37_3	1	0	0			1	0	0	skill40411::buff_37,7	1,1
879	3	819	0	6	4	buffname_skill40411_buff_38_3	skill_1006		-1	1		skill40411::buff_38_3	1	0	0			1	0	0	skill40411::buff_38,3	2,1
880	2	819	0	6	4	buffname_skill40411_buff_39_3	skill_1109		-1	1		skill40411::buff_39_3	1	0	0			1	0	0	skill40411::buff_39,3	2,1
881	1	819	0	6	4	buffname_skill40411_buff_40_3	skill_1209		-1	1		skill40411::buff_40_3	1	0	0			1	0	0	skill40411::buff_40,3	2,1
882	4	819	0	6	4	buffname_skill40411_buff_41_3	skill_1304		-1	1		skill40411::buff_41_3	1	0	0			1	0	0	skill40411::buff_41,3	2,1
883	6	819	0	6	4	buffname_skill40411_buff_42_3	skill_1505		-1	1		skill40411::buff_42_3	1	0	0			1	0	0	skill40411::buff_42,3	2,1
884	5	819	0	6	4	buffname_skill40411_buff_43_3	skill_1407		-1	1		skill40411::buff_43_3	1	0	0			1	0	0	skill40411::buff_43,3	2,1
885	0	820	0	6	5	buffname_skill40411_buff_46	skill_402810		-1	1		skill40411::buff_46	1	0	0			1	0	0		
886	0	821	0	6	5	buffname_skill40411_buff_47	skill_402009		-1	1		skill40411::buff_47	1	0	0			1	0	0		
887	0	822	0	6	5	buffname_skill40411_buff_48	skill_404006		-1	1		skill40411::buff_48	1	0	0			1	0	0		
888	0	823	0	6	5	buffname_skill40411_buff_49	skill_401226		-1	1		skill40411::buff_49	1	0	0			1	0	0		
889	0	824	0	6	5	buffname_skill40411_buff_01_4	skill_401213		-1	1		skill40411::buff_01_4	1	0	0			1	0	0	skill40411::buff_01_prop,12	1,1
890	3	825	0	6	5	buffname_skill40411_buff_32_4	skill_1006		-1	1		skill40411::buff_32_4	1	0	0			1	0	0	skill40411::buff_32,10	1,1
891	2	825	0	6	5	buffname_skill40411_buff_33_4	skill_1108		-1	1		skill40411::buff_33_4	1	0	0			1	0	0	skill40411::buff_33,10	1,1
892	1	825	0	6	5	buffname_skill40411_buff_34_4	skill_1209		-1	1		skill40411::buff_34_4	1	0	0			1	0	0	skill40411::buff_34,10	1,1
893	6	825	0	6	5	buffname_skill40411_buff_35_4	skill_1509		-1	1		skill40411::buff_35_4	1	0	0			1	0	0	skill40411::buff_35,10	1,1
894	5	825	0	6	5	buffname_skill40411_buff_36_4	skill_1408		-1	1		skill40411::buff_36_4	1	0	0			1	0	0	skill40411::buff_36,10	1,1
895	4	825	0	6	5	buffname_skill40411_buff_37_4	skill_1304		-1	1		skill40411::buff_37_4	1	0	0			1	0	0	skill40411::buff_37,10	1,1
896	3	826	0	6	5	buffname_skill40411_buff_38_4	skill_1006		-1	1		skill40411::buff_38_4	1	0	0			1	0	0	skill40411::buff_38,5	2,1
897	2	826	0	6	5	buffname_skill40411_buff_39_4	skill_1109		-1	1		skill40411::buff_39_4	1	0	0			1	0	0	skill40411::buff_39,5	2,1
898	1	826	0	6	5	buffname_skill40411_buff_40_4	skill_1209		-1	1		skill40411::buff_40_4	1	0	0			1	0	0	skill40411::buff_40,5	2,1
899	4	826	0	6	5	buffname_skill40411_buff_41_4	skill_1304		-1	1		skill40411::buff_41_4	1	0	0			1	0	0	skill40411::buff_41,5	2,1
900	6	826	0	6	5	buffname_skill40411_buff_42_4	skill_1505		-1	1		skill40411::buff_42_4	1	0	0			1	0	0	skill40411::buff_42,5	2,1
901	5	826	0	6	5	buffname_skill40411_buff_43_4	skill_1407		-1	1		skill40411::buff_43_4	1	0	0			1	0	0	skill40411::buff_43,5	2,1
902	3	827	0	6	3	buffname_skill40411_buff_20_2	skill_1006		-1	1		skill40411::buff_20_2	1	0	0			1	0	0	skill40411::buff_20,16	3,0.1
903	3	828	0	6	3	buffname_skill40411_buff_21_2	skill_1003		-1	1		skill40411::buff_21_2	1	0	0			1	0	0	skill40411::buff_21,16	3,0.1
904	2	827	0	6	3	buffname_skill40411_buff_22_2	skill_1108		-1	1		skill40411::buff_22_2	1	0	0			1	0	0	skill40411::buff_22,16	3,0.1
905	2	828	0	6	3	buffname_skill40411_buff_23_2	skill_1107		-1	1		skill40411::buff_23_2	1	0	0			1	0	0	skill40411::buff_23,16	3,0.1
906	1	827	0	6	3	buffname_skill40411_buff_24_2	skill_1209		-1	1		skill40411::buff_24_2	1	0	0			1	0	0	skill40411::buff_24,16	3,0.1
907	1	828	0	6	3	buffname_skill40411_buff_25_2	skill_1215		-1	1		skill40411::buff_25_2	1	0	0			1	0	0	skill40411::buff_25,16	3,0.1
908	6	827	0	6	3	buffname_skill40411_buff_26_2	skill_1509		-1	1		skill40411::buff_26_2	1	0	0			1	0	0	skill40411::buff_26,16	3,0.1
909	6	828	0	6	3	buffname_skill40411_buff_27_2	skill_1504		-1	1		skill40411::buff_27_2	1	0	0			1	0	0	skill40411::buff_27,16	3,0.1
910	5	827	0	6	3	buffname_skill40411_buff_28_2	skill_1408		-1	1		skill40411::buff_28_2	1	0	0			1	0	0	skill40411::buff_28,16	3,0.1
911	5	828	0	6	3	buffname_skill40411_buff_29_2	skill_1407		-1	1		skill40411::buff_29_2	1	0	0			1	0	0	skill40411::buff_29,16	3,0.1
912	4	827	0	6	3	buffname_skill40411_buff_30_2	skill_1304		-1	1		skill40411::buff_30_2	1	0	0			1	0	0	skill40411::buff_30,16	3,0.1
913	4	828	0	6	3	buffname_skill40411_buff_31_2	skill_1307		-1	1		skill40411::buff_31_2	1	0	0			1	0	0	skill40411::buff_31,16	3,0.1
914	3	829	0	6	4	buffname_skill40411_buff_20_3	skill_1006		-1	1		skill40411::buff_20_3	1	0	0			1	0	0	skill40411::buff_20,24	3,0.1
915	3	830	0	6	4	buffname_skill40411_buff_21_3	skill_1003		-1	1		skill40411::buff_21_3	1	0	0			1	0	0	skill40411::buff_21,24	3,0.1
916	2	829	0	6	4	buffname_skill40411_buff_22_3	skill_1108		-1	1		skill40411::buff_22_3	1	0	0			1	0	0	skill40411::buff_22,24	3,0.1
917	2	830	0	6	4	buffname_skill40411_buff_23_3	skill_1107		-1	1		skill40411::buff_23_3	1	0	0			1	0	0	skill40411::buff_23,24	3,0.1
918	1	829	0	6	4	buffname_skill40411_buff_24_3	skill_1209		-1	1		skill40411::buff_24_3	1	0	0			1	0	0	skill40411::buff_24,24	3,0.1
919	1	830	0	6	4	buffname_skill40411_buff_25_3	skill_1215		-1	1		skill40411::buff_25_3	1	0	0			1	0	0	skill40411::buff_25,24	3,0.1
920	6	829	0	6	4	buffname_skill40411_buff_26_3	skill_1509		-1	1		skill40411::buff_26_3	1	0	0			1	0	0	skill40411::buff_26,24	3,0.1
921	6	830	0	6	4	buffname_skill40411_buff_27_3	skill_1504		-1	1		skill40411::buff_27_3	1	0	0			1	0	0	skill40411::buff_27,24	3,0.1
922	5	829	0	6	4	buffname_skill40411_buff_28_3	skill_1408		-1	1		skill40411::buff_28_3	1	0	0			1	0	0	skill40411::buff_28,24	3,0.1
923	5	830	0	6	4	buffname_skill40411_buff_29_3	skill_1407		-1	1		skill40411::buff_29_3	1	0	0			1	0	0	skill40411::buff_29,24	3,0.1
924	4	829	0	6	4	buffname_skill40411_buff_30_3	skill_1304		-1	1		skill40411::buff_30_3	1	0	0			1	0	0	skill40411::buff_30,24	3,0.1
925	4	830	0	6	4	buffname_skill40411_buff_31_3	skill_1307		-1	1		skill40411::buff_31_3	1	0	0			1	0	0	skill40411::buff_31,24	3,0.1
926	3	831	0	6	5	buffname_skill40411_buff_20_4	skill_1006		-1	1		skill40411::buff_20_4	1	0	0			1	0	0	skill40411::buff_20,40	3,0.1
927	3	832	0	6	5	buffname_skill40411_buff_21_4	skill_1003		-1	1		skill40411::buff_21_4	1	0	0			1	0	0	skill40411::buff_21,40	3,0.1
928	2	831	0	6	5	buffname_skill40411_buff_22_4	skill_1108		-1	1		skill40411::buff_22_4	1	0	0			1	0	0	skill40411::buff_22,40	3,0.1
929	2	832	0	6	5	buffname_skill40411_buff_23_4	skill_1107		-1	1		skill40411::buff_23_4	1	0	0			1	0	0	skill40411::buff_23,40	3,0.1
930	1	831	0	6	5	buffname_skill40411_buff_24_4	skill_1209		-1	1		skill40411::buff_24_4	1	0	0			1	0	0	skill40411::buff_24,40	3,0.1
931	1	832	0	6	5	buffname_skill40411_buff_25_4	skill_1215		-1	1		skill40411::buff_25_4	1	0	0			1	0	0	skill40411::buff_25,40	3,0.1
932	6	831	0	6	5	buffname_skill40411_buff_26_4	skill_1509		-1	1		skill40411::buff_26_4	1	0	0			1	0	0	skill40411::buff_26,40	3,0.1
933	6	832	0	6	5	buffname_skill40411_buff_27_4	skill_1504		-1	1		skill40411::buff_27_4	1	0	0			1	0	0	skill40411::buff_27,40	3,0.1
934	5	831	0	6	5	buffname_skill40411_buff_28_4	skill_1408		-1	1		skill40411::buff_28_4	1	0	0			1	0	0	skill40411::buff_28,40	3,0.1
935	5	832	0	6	5	buffname_skill40411_buff_29_4	skill_1407		-1	1		skill40411::buff_29_4	1	0	0			1	0	0	skill40411::buff_29,40	3,0.1
936	4	831	0	6	5	buffname_skill40411_buff_30_4	skill_1304		-1	1		skill40411::buff_30_4	1	0	0			1	0	0	skill40411::buff_30,40	3,0.1
937	4	832	0	6	5	buffname_skill40411_buff_31_4	skill_1307		-1	1		skill40411::buff_31_4	1	0	0			1	0	0	skill40411::buff_31,40	3,0.1
938	1	833	0	6	4	buffname_skill40411_buff_44	skill_400506		-1	1		skill40411::buff_44	1	0	0			1	0	0		
939	5	833	0	6	4	buffname_skill40411_buff_44	skill_400506		-1	1		skill40411::buff_44	1	0	0			1	0	0		
940	6	833	0	6	4	buffname_skill40411_buff_44	skill_400506		-1	1		skill40411::buff_44	1	0	0			1	0	0		
941	2	833	0	6	4	buffname_skill40411_buff_45	skill_402109		-1	1		skill40411::buff_45	1	0	0			1	0	0		
942	3	833	0	6	4	buffname_skill40411_buff_45	skill_402109		-1	1		skill40411::buff_45	1	0	0			1	0	0		
943	4	833	0	6	4	buffname_skill40411_buff_45	skill_402109		-1	1		skill40411::buff_45	1	0	0			1	0	0		
752	0	752	0	7	2	buffname_skill40410_buff_03	skill_402817	buffdes_skill40410_buff_03	-1	1		skill40410::buff_03	1	0	0			0	0	0		
753	0	753	0	7	2	buffname_skill40410_buff_02	skill_402208	buffdes_skill40410_buff_02	-1	1		skill40410::buff_02	1	0	0			0	0	0		
754	0	754	0	7	2	buffname_skill40410_buff_04	skill_401901	buffdes_skill40410_buff_04	-1	1		skill40410::buff_04	1	0	0			0	0	0		
755	0	755	0	7	2	buffname_skill40410_buff_05	skill_401225	buffdes_skill40410_buff_05	-1	1		skill40410::buff_05	1	0	0			0	0	0		
756	0	756	0	7	2	buffname_skill40410_buff_06	skill_402404_2	buffdes_skill40410_buff_06	-1	1		skill40410::buff_06	1	0	0			0	0	0		
757	0	757	0	7	2	buffname_skill40410_buff_07	skill_404006	buffdes_skill40410_buff_07	-1	1		skill40410::buff_07	1	0	0			0	0	0		
758	0	758	0	7	2	buffname_skill40410_buff_08	skill_401220	buffdes_skill40410_buff_08	-1	1		skill40410::buff_08	1	0	0			0	0	0		
759	0	759	0	7	2	buffname_skill40410_buff_09	skill_402804	buffdes_skill40410_buff_09	-1	1		skill40410::buff_09	1	0	0			0	0	0		
760	0	760	0	7	2	buffname_skill40410_buff_10	skill_402816	buffdes_skill40410_buff_10	-1	1		skill40410::buff_10	1	0	0			0	0	0		
761	0	761	0	7	2	buffname_skill40410_buff_11	skill_402405	buffdes_skill40410_buff_11	-1	1		skill40410::buff_11	1	0	0			0	0	0		
762	0	762	0	7	2	buffname_skill40410_buff_12	skill_402824	buffdes_skill40410_buff_12	-1	1		skill40410::buff_12	1	0	0			0	0	0		
763	0	763	0	7	2	buffname_skill40410_buff_13	skill_402815	buffdes_skill40410_buff_13	-1	1		skill40410::buff_13	1	0	0			0	0	0		
246	0	246	124	2	5	SkillNameskill10020	skill_10020	SkillDesskill10020	-1	1	11,300;12,300;13,300;32,1200;51,1200	skill10020	0	0	0			0	270	360		
944	3	838	0	6	5		skill_1003		-1	1		skill40413::buff_22	1	0	0			1	0	0		
945	3	839	0	6	5		skill_1004		-1	1		skill40413::buff_26	1	0	0			1	0	0		
946	3	840	0	6	5		skill_1008		-1	1		skill40413::buff_24	1	0	0			1	0	0		
947	3	841	0	6	5		skill_1008		-1	1		skill40413::buff_25	1	0	0			1	0	0		
948	3	836	0	6	4		skill_1005		-1	1		skill40413::buff_23	1	0	0			1	0	0		
949	3	837	0	6	4		skill_1016		-1	1		skill40413::buff_21	1	0	0			1	0	0		
950	2	838	0	6	5		skill_1110		-1	1		skill40413::buff_11	1	0	0			1	0	0		
951	2	839	0	6	5		skill_1111		-1	1		skill40413::buff_13	1	0	0			1	0	0		
952	2	840	0	6	5		skill_1101		-1	1		skill40413::buff_14	1	0	0			1	0	0		
953	2	841	0	6	5		skill_1104		-1	1		skill40413::buff_35	1	0	0			1	0	0		
954	2	836	0	6	4		skill_1107		-1	1		skill40413::buff_12	1	0	0			1	0	0		
955	2	837	0	6	4		skill_1109		-1	1		skill40413::buff_10	1	0	0			1	0	0		
956	4	838	0	6	5		skill_1305		-1	1		skill40413::buff_01	1	0	0			1	0	0		
957	4	839	0	6	5		skill_1307		-1	1		skill40413::buff_02	1	0	0			1	0	0		
958	4	840	0	6	5		skill_1303		-1	1		skill40413::buff_03	1	0	0			1	0	0		
959	4	836	0	6	4		skill_1313		-1	1		skill40413::buff_05	1	0	0			1	0	0		
960	4	837	0	6	4		skill_1301		-1	1		skill40413::buff_04	1	0	0			1	0	0		
961	4	841	0	6	5		skill_1304		-1	1		skill40412::buff_06	1	0	0			1	0	0		
962	5	838	0	6	5		skill_1407		-1	1		skill40413::buff_15	1	0	0			1	0	0		
963	5	839	0	6	5		skill_1401		-1	1		skill40413::buff_16	1	0	0			1	0	0		
964	5	840	0	6	5		skill_1405		-1	1		skill40413::buff_17	1	0	0			1	0	0		
965	5	835	0	6	4		skill_1404		-1	1		skill40413::buff_19	1	0	0			1	0	0		
966	5	836	0	6	4		skill_1406		-1	1		skill40413::buff_18	1	0	0			1	0	0		
967	5	837	0	6	4		skill_1403		-1	1		skill40413::buff_20	1	0	0			1	0	0		
968	6	838	0	6	5		skill_1504		-1	1		skill40413::buff_27	1	0	0			1	0	0		
969	6	839	0	6	5		skill_1503		-1	1		skill40413::buff_29	1	0	0			1	0	0		
