道具ID	开启奖励数量	开启获得道具
item17907000000009	1	hero101:item817902050103001,1;item817902050104001,1|hero102:item817902050203001,1;item817902050204001,1|hero103:item817902050303001,1;item817902050304001,1;|hero104:item817902050403001,1;item817902050404001,1;|hero105:item817902050503001,1;item817902050504001,1;|hero106:item817902050603001,1;item817902050604001,1;|hero107:item817902050303001,1;item817902050304001,1;|hero108:item817902050403001,1;item817902050404001,1;
item17907000000043	1	hero101:item817902040105001,1;item817902040106001,1|hero102:item817902040205001,1;item817902040206001,1|hero103:item817902040305001,1;item817902040306001,1;|hero104:item817902040405001,1;item817902040406001,1;|hero105:item817902040505001,1;item817902040506001,1;|hero106:item817902040605001,1;item817902040606001,1;|hero107:item817902040305001,1;item817902040306001,1;|hero108:item817902040405001,1;item817902040406001,1;
item17907000000044	1	hero101:item817902050105001,1;item817902050106001,1|hero102:item817902050205001,1;item817902050206001,1|hero103:item817902050305001,1;item817902050306001,1;|hero104:item817902050405001,1;item817902050406001,1;|hero105:item817902050505001,1;item817902050506001,1;|hero106:item817902050605001,1;item817902050606001,1;|hero107:item817902050305001,1;item817902050306001,1;|hero108:item817902050405001,1;item817902050406001,1;
item817907000000043	1	hero101:item817902040105001,1;item817902040106001,1|hero102:item817902040205001,1;item817902040206001,1|hero103:item817902040305001,1;item817902040306001,1;|hero104:item817902040405001,1;item817902040406001,1;|hero105:item817902040505001,1;item817902040506001,1;|hero106:item817902040605001,1;item817902040606001,1;|hero107:item817902040305001,1;item817902040306001,1;|hero108:item817902040405001,1;item817902040406001,1;
item817907000000044	1	hero101:item817902050105001,1;item817902050106001,1|hero102:item817902050205001,1;item817902050206001,1|hero103:item817902050305001,1;item817902050306001,1;|hero104:item817902050405001,1;item817902050406001,1;|hero105:item817902050505001,1;item817902050506001,1;|hero106:item817902050605001,1;item817902050606001,1;|hero107:item817902050305001,1;item817902050306001,1;|hero108:item817902050405001,1;item817902050406001,1;
item99000000060	1	hero101:item130000301308,1|hero102:item130000302308,1|hero103:item130000303308,1|hero104:item130000304308,1|hero105:item130000305308,1|hero106:item130000306308,1|hero107:item130000307308,1|hero108:item130000308308,1|
item96000000121	1	item8101020503056,1;item8101020503033,1
item91000001289	1	item91000001284,1;item91000001285,1;item91000001286,1;item91000001287,1;item91000001288,1
item95000000496	1	item82130200100083,1;item82130900100085,1;item82130000100052,1
item91000001300	1	item141000002103,1;item8102020061004,1;item107999900012,2;item82130500100080,1
item91000001301	1	item8101020503047,1;item8101020503050,1;item8101020503051,1;item8101020503052,1;item8101020503053,1;item8101020503054,1;item8101020503055,1;item8101020505346,35;item8101020505347,35
item94000000532	1	item107100053205,1;item107100053206,1;item107100053308,1
item94000000533	1	item127000053205,1;item127000053206,1;item127000053308,1
item99000000061	1	hero101:item130000001256,1|hero102:item130000002256,1|hero103:item130000003256,1|hero104:item130000004256,1|hero105:item130000005256,1|hero106:item130000006256,1|hero107:item130000007256,1|hero108:item130000008256,1
item99000000062	1	hero101:item130000001356,1|hero102:item130000002356,1|hero103:item130000003356,1|hero104:item130000004356,1|hero105:item130000005356,1|hero106:item130000006356,1|hero107:item130000007356,1|hero108:item130000008356,1
item99000000063	1	hero101:item130000001155,1|hero102:item130000002155,1|hero103:item130000003155,1|hero104:item130000004155,1|hero105:item130000005155,1|hero106:item130000006155,1|hero107:item130000007155,1|hero108:item130000008155,1
item94000000545	1	item173000005010,1
item94000000546	1	item101020507319,1;item99000000061,1;item99000000062,1;item99000000063,1
item99000000064	1	hero101:item130000301302,1|hero102:item130000302302,1|hero103:item130000303302,1|hero104:item130000304302,1|hero105:item130000305302,1|hero106:item130000306302,1|hero107:item130000307302,1|hero108:item130000308302,1
item99000000065	1	hero101:item130000301303,1|hero102:item130000302303,1|hero103:item130000303303,1|hero104:item130000304303,1|hero105:item130000305303,1|hero106:item130000306303,1|hero107:item130000307303,1|hero108:item130000308303,1
item99000000066	1	hero101:item130000301306,1|hero102:item130000302306,1|hero103:item130000303306,1|hero104:item130000304306,1|hero105:item130000305306,1|hero106:item130000306306,1|hero107:item130000307306,1|hero108:item130000308306,1
item94000000547	1	item99000000064,1;item99000000065,1;item99000000066,1
item91000001314	1	item91000001315,1;item91000001316,1;item91000001317,1;item91000001318,1;item91000001319,1;item91000001320,1;item91000001321,1;item91000001322,1;item91000001323,1;item91000001324,1;item91000001325,1;item91000001326,1;item91000001327,1;item91000001328,1;item91000001329,1;item91000001330,1;item91000001331,1;item91000001332,1;item91000001333,1;item91000001334,1;item91000001335,1;item91000001336,1;item91000001337,1;item91000001338,1
item91000001345	1	item817902030103001,1;item817902030203001,1;item817902030303001,1;item817902030403001,1;item817902030503001,1;item817902030603001,1
item91000001346	1	item817902030104001,1;item817902030204001,1;item817902030304001,1;item817902030404001,1;item817902030504001,1;item817902030604001,1
item91000001347	1	item817902040101001,1;item817902040201001,1;item817902040301001,1;item817902040401001,1;item817902040501001,1;item817902040601001,1
item91000001348	1	item817902040102001,1;item817902040202001,1;item817902040302001,1;item817902040402001,1;item817902040502001,1;item817902040602001,1
item94000000549	1	item891000000694,1;item103010139701,1
item94000000550	1	item817902040102001,1;item817902040202001,1;item817902040302001,1;item817902040402001,1;item817902040502001,1;item817902040602001,1;item817902040101001,1;item817902040201001,1;item817902040301001,1;item817902040401001,1;item817902040501001,1;item817902040601001,1
item94000000551	1	item817902040104001,1;item817902040204001,1;item817902040304001,1;item817902040404001,1;item817902040504001,1;item817902040604001,1;item817902040103001,1;item817902040203001,1;item817902040303001,1;item817902040403001,1;item817902040503001,1;item817902040603001,1
item95000000542	1	item817902040103001,50;item817902040104001,50;item817902040203001,50;item817902040204001,50;item817902040303001,50;item817902040304001,50;item817902040403001,50;item817902040404001,50;item817902040503001,50;item817902040504001,50;item817902040603001,50;item817902040604001,50
item95000000543	1	item817902050101001,50;item817902050102001,50;item817902050201001,50;item817902050202001,50;item817902050301001,50;item817902050302001,50;item817902050401001,50;item817902050402001,50;item817902050501001,50;item817902050502001,50;item817902050601001,50;item817902050602001,50
item95000000544	1	item817902040101001,50;item817902040102001,50;item817902040201001,50;item817902040202001,50;item817902040301001,50;item817902040302001,50;item817902040401001,50;item817902040402001,50;item817902040501001,50;item817902040502001,50;item817902040601001,50;item817902040602001,50
item94000000552	1	item817902030101001,1;item817902030201001,1;item817902030301001,1;item817902030401001,1;item817902030501001,1;item817902030601001,1;item817902030102001,1;item817902030202001,1;item817902030302001,1;item817902030402001,1;item817902030502001,1;item817902030602001,1
item94000000553	1	item817902030103001,1;item817902030203001,1;item817902030303001,1;item817902030403001,1;item817902030503001,1;item817902030603001,1;item817902030104001,1;item817902030204001,1;item817902030304001,1;item817902030404001,1;item817902030504001,1;item817902030604001,1
item91000001351	1	item817902050105001,1;item817902050205001,1;item817902050305001,1;item817902050405001,1;item817902050505001,1;item817902050605001,1
item94000000554	1	item817902050103001,1;item817902050203001,1;item817902050303001,1;item817902050403001,1;item817902050503001,1;item817902050603001,1;item817902050104001,1;item817902050204001,1;item817902050304001,1;item817902050404001,1;item817902050504001,1;item817902050604001,1
item94000000557	1	item107100053210,1;item107100053213,1;item107100053309,1;item107100053208,1
item94000000558	1	item127000053210,1;item127000053213,1;item127000053309,1;item127000053208,1
item230000000013	1	item230000000005,1;item230000000203,1;item230000000238,1
item94000000559	1	item817902040106001,1;item817902040205001,1;item817902040305001,1;item817902040405001,1;item817902040505001,1;item817902040605001,1;item817902040105001,1;item817902040206001,1;item817902040306001,1;item817902040406001,1;item817902040506001,1;item817902040606001,1
item94000000560	1	item817902050106001,1;item817902050205001,1;item817902050305001,1;item817902050405001,1;item817902050505001,1;item817902050605001,1;item817902050105001,1;item817902050206001,1;item817902050306001,1;item817902050406001,1;item817902050506001,1;item817902050606001,1
item94000000561	1	item817902040107001,1;item817902040108001,1;item817902040207001,1;item817902040208001,1;item817902040307001,1;item817902040308001,1;item817902040407001,1;item817902040408001,1;item817902040507001,1;item817902040508001,1;item817902040607001,1;item817902040608001,1
item99000000067	1	hero101:item130000001290,1|hero102:item130000002290,1|hero103:item130000003290,1|hero104:item130000004290,1|hero105:item130000005290,1|hero106:item130000006290,1|hero107:item130000007290,1|hero108:item130000008290,1
item99000000068	1	hero101:item130000001390,1|hero102:item130000002390,1|hero103:item130000003390,1|hero104:item130000004390,1|hero105:item130000005390,1|hero106:item130000006390,1|hero107:item130000007390,1|hero108:item130000008390,1
item99000000069	1	hero101:item130000001190,1|hero102:item130000002190,1|hero103:item130000003190,1|hero104:item130000004190,1|hero105:item130000005190,1|hero106:item130000006190,1|hero107:item130000007190,1|hero108:item130000008190,1
item91000001352	1	item817902040103001,1;item817902040203001,1;item817902040303001,1;item817902040403001,1;item817902040503001,1;item817902040603001,1
item91000001353	1	item817902040104001,1;item817902040204001,1;item817902040304001,1;item817902040404001,1;item817902040504001,1;item817902040604001,1
item95000000545	1	item817902040103001,1;item817902040104001,1;item817902040203001,1;item817902040204001,1;item817902040303001,1;item817902040304001,1;item817902040403001,1;item817902040404001,1;item817902040503001,1;item817902040504001,1;item817902040603001,1;item817902040604001,1
item95000000550	1	item817902050105001,50;item817902050106001,50;item817902050205001,50;item817902050206001,50;item817902050305001,50;item817902050306001,50;item817902050405001,50;item817902050406001,50;item817902050505001,50;item817902050506001,50;item817902050605001,50;item817902050606001,50
item95000000496	1	item91000001016,3;item8102020061004,1;item8102020060003,6;item160000120707,1;item91000000952,1
item91000001377	1	item91000001369,1;item91000001370,1;item91000001371,1;item91000001372,1;item91000001373,1;item91000001374,1;item91000001375,1;item91000001376,1
item94000000569	1	item105000000020,1;item105000000044,1;item105000000045,1;item105000000046,1;item105000000047,1;item105000000048,1;item105100000001,1;item105100000002,1;item105100000003,1;item105100000004,1;item105100000005,1;item105100000006,1;item105100000007,1;item105100000009,1;item105100000016,1;item105100000023,1
item94000000570	1	item8101020505353,10;item101020507329,1;item130000040311,1
item95000000553	1	item82130700100082,1;item82130900100077,1;item82130000100052,1
item95000000554	1	item817902040107001,50;item817902040108001,50;item817902040207001,50;item817902040208001,50;item817902040307001,50;item817902040308001,50;item817902040407001,50;item817902040408001,50;item817902040507001,50;item817902040508001,50;item817902040607001,50;item817902040608001,50
item95000000555	1	item817902040105001,50;item817902040106001,50;item817902040205001,50;item817902040206001,50;item817902040305001,50;item817902040306001,50;item817902040405001,50;item817902040406001,50;item817902040505001,50;item817902040506001,50;item817902040605001,50;item817902040606001,50
item94000000575	1	item817902030106001,1;item817902030205001,1;item817902030305001,1;item817902030405001,1;item817902030505001,1;item817902030605001,1;item817902030105001,1;item817902030206001,1;item817902030306001,1;item817902030406001,1;item817902030506001,1;item817902030606001,1
item94000000576	1	item817902030107001,1;item817902030208001,1;item817902030307001,1;item817902030407001,1;item817902030508001,1;item817902030607001,1;item817902030108001,1;item817902030207001,1;item817902030308001,1;item817902030408001,1;item817902030507001,1;item817902030608001,1
item91000001405	1	item817902050107001,50;item817902050108001,50;item817902050207001,50;item817902050208001,50;item817902050307001,50;item817902050308001,50;item817902050407001,50;item817902050408001,50;item817902050507001,50;item817902050508001,50;item817902050607001,50;item817902050608001,50
item91000001406	1	item817902050101001,50;item817902050102001,50;item817902050201001,50;item817902050202001,50;item817902050301001,50;item817902050302001,50;item817902050401001,50;item817902050402001,50;item817902050501001,50;item817902050502001,50;item817902050601001,50;item817902050602001,50
item91000001407	1	item817902040107001,50;item817902040108001,50;item817902040207001,50;item817902040208001,50;item817902040307001,50;item817902040308001,50;item817902040407001,50;item817902040408001,50;item817902040507001,50;item817902040508001,50;item817902040607001,50;item817902040608001,50
item91000001408	1	item817902040106001,50;item817902040205001,50;item817902040305001,50;item817902040405001,50;item817902040505001,50;item817902040605001,50;item817902040105001,50;item817902040206001,50;item817902040306001,50;item817902040406001,50;item817902040506001,50;item817902040606001,50
item91000001410	1	item130000940508,1;item130000040515,1;item130000040345,1
item95000000560	1	item817902040105001,1;item817902040106001,1;item817902040205001,1;item817902040206001,1;item817902040305001,1;item817902040306001,1;item817902040405001,1;item817902040406001,1;item817902040505001,1;item817902040506001,1;item817902040605001,1;item817902040606001,1
item99000000070	1	hero101:item130000001289,1|hero102:item130000002289,1|hero103:item130000003289,1|hero104:item130000004289,1|hero105:item130000005289,1|hero106:item130000006289,1|hero107:item130000007289,1|hero108:item130000008289,1|
item99000000071	1	hero101:item130000001389,1|hero102:item130000002389,1|hero103:item130000003389,1|hero104:item130000004389,1|hero105:item130000005389,1|hero106:item130000006389,1|hero107:item130000007389,1|hero108:item130000008389,1|
item99000000072	1	hero101:item130000001189,1|hero102:item130000002189,1|hero103:item130000003189,1|hero104:item130000004189,1|hero105:item130000005189,1|hero106:item130000006189,1|hero107:item130000007189,1|hero108:item130000008189,1
item94000000586	1	item817902050107001,1;item817902050208001,1;item817902050307001,1;item817902050407001,1;item817902050508001,1;item817902050607001,1;item817902050108001,1;item817902050207001,1;item817902050308001,1;item817902050408001,1;item817902050507001,1;item817902050608001,1
item94000000587	1	item8101020505358,10;item101020507340,1;item130000040322,1
item94000000598	1	item105000000079,1;item105000000083,1;item105000000088,1
item94000000600	1	item817902050101001,1;item817902050201001,1;item817902050301001,1;item817902050401001,1;item817902050501001,1;item817902050601001,1;item817902050102001,1;item817902050202001,1;item817902050302001,1;item817902050402001,1;item817902050502001,1;item817902050602001,1
item95000000572	1	item817902050107001,50;item817902050108001,50;item817902050207001,50;item817902050208001,50;item817902050307001,50;item817902050308001,50;item817902050407001,50;item817902050408001,50;item817902050507001,50;item817902050508001,50;item817902050607001,50;item817902050608001,50
item94000000604	1	item171001080801,1
item18000000000002	1	hero101:item817902050101001,1;item817902050102001,1;item817902050103001,1;item817902050104001,1;item817902050105001,1;item817902050106001,1;item817902050107001,1;item817902050108001,1|hero102:item817902050201001,1;item817902050202001,1;item817902050203001,1;item817902050204001,1;item817902050205001,1;item817902050206001,1;item817902050207001,1;item817902050208001,1|hero103:item817902050301001,1;item817902050302001,1;item817902050303001,1;item817902050304001,1;item817902050305001,1;item817902050306001,1;item817902050307001,1;item817902050308001,1|hero104:item817902050401001,1;item817902050402001,1;item817902050403001,1;item817902050404001,1;item817902050405001,1;item817902050406001,1;item817902050407001,1;item817902050408001,1|hero105:item817902050501001,1;item817902050502001,1;item817902050503001,1;item817902050504001,1;item817902050505001,1;item817902050506001,1;item817902050507001,1;item817902050508001,1|hero106:item817902050601001,1;item817902050602001,1;item817902050603001,1;item817902050604001,1;item817902050605001,1;item817902050606001,1;item817902050607001,1;item817902050608001,1|hero107:item817902050301001,1;item817902050302001,1;item817902050303001,1;item817902050304001,1;item817902050305001,1;item817902050306001,1;item817902050307001,1;item817902050308001,1|hero108:item817902050401001,1;item817902050402001,1;item817902050403001,1;item817902050404001,1;item817902050405001,1;item817902050406001,1;item817902050407001,1;item817902050408001,1
item95000000553	1	item171001080701,1;item171001080801,1;item8102020061004,1;item82130000100052,1;item8102020060003,6;item91000001340,1
item99000000073	1	hero101:item130000101291,1|hero102:item130000102291,1|hero103:item130000103291,1|hero104:item130000104291,1|hero105:item130000105291,1|hero106:item130000106291,1|hero107:item130000107291,1|hero108:item130000108291,1
item99000000074	1	hero101:item130000101391,1|hero102:item130000102391,1|hero103:item130000103391,1|hero104:item130000104391,1|hero105:item130000105391,1|hero106:item130000106391,1|hero107:item130000107391,1|hero108:item130000108391,1
item99000000075	1	hero101:item130000101191,1|hero102:item130000102191,1|hero103:item130000103191,1|hero104:item130000104191,1|hero105:item130000105191,1|hero106:item130000106191,1|hero107:item130000107191,1|hero108:item130000108191,1
item94000000614	1	item8101020505353,10;item101020507344,1;item130000040322,1
item94000000615	1	hero101:item130000001251,1|hero102:item130000002251,1|hero103:item130000003251,1|hero104:item130000004251,1|hero105:item130000005251,1|hero106:item130000006251,1|hero107:item130000007251,1|hero108:item130000008251,1
item94000000616	1	hero101:item130000001351,1|hero102:item130000002351,1|hero103:item130000003351,1|hero104:item130000004351,1|hero105:item130000005351,1|hero106:item130000006351,1|hero107:item130000007351,1|hero108:item130000008351,1
item94000000617	1	hero101:item130000001151,1|hero102:item130000002151,1|hero103:item130000003151,1|hero104:item130000004151,1|hero105:item130000005151,1|hero106:item130000006151,1|hero107:item130000007151,1|hero108:item130000008151,1
item95000000580	1	item82130900100084,1;item82130600100086,1;item130000040342,1
item95000000581	1	item8103010132341,1;item8103010139701,1;item91000000295,1;item891000000694,1
item94000000623	1	item171000113521,1
item94000000625	1	item891000000694,1;item8103010139701,1;item8103010132341,1;item8103015110418,1;item8103015110419,1;item8103010132301,1;item8103010132311,1;item8103010132321,1;item8103010132331,1;item8103010133301,1;item8103010134301,1;item8103010135301,1;item8103010136301,1;item8103010137301,1;item8103010138301,1
item91000001452	1	item171001080801,1
item91000001453	1	item171000113523,1
item95000000597	1	item107100052209,1;item91000000238,1;item8103015110407,10;item8103015110403,2
item95000000607	1	item8101020505353,5;item8101020505343,5;item8101020505310,5;item93000000045,5
item94000000641	1	item171000113522,1
item94000000642	1	item171000113523,1
item95000000609	1	item8101020505341,1;item8101020505343,1;item8101020505348,1;item8101020505353,1;item93000000045,1
item95000000610	1	item8101020505341,1;item8101020505343,1;item8101020505348,1;item8101020505353,1;item8101020505354,1;item8101020505355,1
item95000000615	1	item817902050103001,50;item817902050104001,50;item817902050203001,50;item817902050204001,50;item817902050303001,50;item817902050304001,50;item817902050403001,50;item817902050404001,50;item817902050503001,50;item817902050504001,50;item817902050603001,50;item817902050604001,50
item94000000643	1	item105000000020,1;item105000000044,1;item105000000045,1;item105000000046,1;item105000000047,1;item105000000048,1;item105100000001,1;item105100000002,1;item105100000003,1;item105100000004,1;item105100000005,1;item105100000006,1;item105100000007,1;item105100000009,1;item105100000016,1;item105100000023,1;item105100000029,1
item94000000644	1	item173000005008,1
item94000000645	1	item8101020505348,1;item8101020505353,1;item8101020505309,1;item8101020505312,1;item8101020505313,1;item8101020505314,1;item8101020505315,1;item8101020505316,1;item8101020505317,1;item8101020505344,1;item8101020505345,1;item8101020505339,1
item94000000648	1	item171000113517,1
item895000000610	1	item8101020505341,1;item8101020505343,1;item8101020505348,1;item8101020505353,1;item8101020505354,1;item8101020505355,1
item94000000649	1	item107100053208,1;item107100053104,1;item107100053108,1;item107100053210,1;item107100053308,1;item107100053205,1;item107100053309,1;item107100053106,1;item107100053103,1;item107100053206,1;item107100053304,1;item107100053213,1;item107100053207,1;item107100053306,1
item94000000650	1	item127000053208,1;item127000053104,1;item127000053108,1;item127000053210,1;item127000053308,1;item127000053205,1;item127000053309,1;item127000053106,1;item127000053103,1;item127000053206,1;item127000053304,1;item127000053213,1;item127000053207,1;item127000053306,1
item91000001474	1	item82130900100084,1;item82130700100082,1;item162000320707,1
item99000000076	1	hero101:item130000001292,1|hero102:item130000002292,1|hero103:item130000003292,1|hero104:item130000004292,1|hero105:item130000005292,1|hero106:item130000006292,1|hero107:item130000007292,1|hero108:item130000008292,1
item99000000077	1	hero101:item130000001392,1|hero102:item130000002392,1|hero103:item130000003392,1|hero104:item130000004392,1|hero105:item130000005392,1|hero106:item130000006392,1|hero107:item130000007392,1|hero108:item130000008392,1
item99000000078	1	hero101:item130000001192,1|hero102:item130000002192,1|hero103:item130000003192,1|hero104:item130000004192,1|hero105:item130000005192,1|hero106:item130000006192,1|hero107:item130000007192,1|hero108:item130000008192,1
item95000000616	1	item171001080701,1;item171001080801,1;item8102020060003,6;item101020505346,50;item91000001016,5;item82130400100081,1
item95000000618	1	item82130500100080,1;item82130700100076,1;item130000040342,1
item95000000623	1	hero101:item817902050101001,1;item817902050102001,1;item817902050103001,1;item817902050104001,1;item817902050105001,1;item817902050106001,1;item817902050107001,1;item817902050108001,1|hero102:item817902050201001,1;item817902050202001,1;item817902050203001,1;item817902050204001,1;item817902050205001,1;item817902050206001,1;item817902050207001,1;item817902050208001,1|hero103:item817902050301001,1;item817902050302001,1;item817902050303001,1;item817902050304001,1;item817902050305001,1;item817902050306001,1;item817902050307001,1;item817902050308001,1|hero104:item817902050401001,1;item817902050402001,1;item817902050403001,1;item817902050404001,1;item817902050405001,1;item817902050406001,1;item817902050407001,1;item817902050408001,1|hero105:item817902050501001,1;item817902050502001,1;item817902050503001,1;item817902050504001,1;item817902050505001,1;item817902050506001,1;item817902050507001,1;item817902050508001,1|hero106:item817902050601001,1;item817902050602001,1;item817902050603001,1;item817902050604001,1;item817902050605001,1;item817902050606001,1;item817902050607001,1;item817902050608001,1|hero107:item817902050301001,1;item817902050302001,1;item817902050303001,1;item817902050304001,1;item817902050305001,1;item817902050306001,1;item817902050307001,1;item817902050308001,1|hero108:item817902050401001,1;item817902050402001,1;item817902050403001,1;item817902050404001,1;item817902050405001,1;item817902050406001,1;item817902050407001,1;item817902050408001,1
item94000000658	1	item101020507329,1;item99000000067,1;item99000000068,1;item99000000069,1
item94000000659	1	item8101020505309,1;item8101020505312,1;item8101020505313,1;item8101020505314,1;item8101020505315,1;item8101020505316,1;item8101020505317,1;item8101020505344,1;item8101020505345,1;item8101020505354,1
item94000000660	1	item173000005007,1
item99000000079	1	item130000040352,1;item130000040353,1;item130000040354,1
item95000000643	1	item105000000090,1;item105000000091,1;item105000000092,1
item95000000658	1	item82130700100082,1;item8101020514008,1;item82130000100052,1
item95000000659	1	item8103010139301,1;item891000000694,2
item95000000572	1	item817902050107001,50;item817902050108001,50;item817902050207001,50;item817902050208001,50;item817902050307001,50;item817902050308001,50;item817902050407001,50;item817902050408001,50;item817902050507001,50;item817902050508001,50;item817902050607001,50;item817902050608001,50
item95000000623	1	hero101:item817902050101001,1;item817902050102001,1;item817902050103001,1;item817902050104001,1;item817902050105001,1;item817902050106001,1;item817902050107001,1;item817902050108001,1|hero102:item817902050201001,1;item817902050202001,1;item817902050203001,1;item817902050204001,1;item817902050205001,1;item817902050206001,1;item817902050207001,1;item817902050208001,1|hero103:item817902050301001,1;item817902050302001,1;item817902050303001,1;item817902050304001,1;item817902050305001,1;item817902050306001,1;item817902050307001,1;item817902050308001,1|hero104:item817902050401001,1;item817902050402001,1;item817902050403001,1;item817902050404001,1;item817902050405001,1;item817902050406001,1;item817902050407001,1;item817902050408001,1|hero105:item817902050501001,1;item817902050502001,1;item817902050503001,1;item817902050504001,1;item817902050505001,1;item817902050506001,1;item817902050507001,1;item817902050508001,1|hero106:item817902050601001,1;item817902050602001,1;item817902050603001,1;item817902050604001,1;item817902050605001,1;item817902050606001,1;item817902050607001,1;item817902050608001,1|hero107:item817902050301001,1;item817902050302001,1;item817902050303001,1;item817902050304001,1;item817902050305001,1;item817902050306001,1;item817902050307001,1;item817902050308001,1|hero108:item817902050401001,1;item817902050402001,1;item817902050403001,1;item817902050404001,1;item817902050405001,1;item817902050406001,1;item817902050407001,1;item817902050408001,1
item91000001515	1	item8101020514022,1;item8101020514017,1;item8101020514013,1;item8101020514012,1;item8101020514011,1;item8101020505349,35;item8101020514006,1;item8101020503097,1;item8101020503086,1;item8101020503055,1;item8101020503054,1;item8101020503053,1;item8101020503052,1;item8101020503051,1;item8101020503050,1;item8101020503049,1;item8101020503048,1
item91000001516	1	item8101020505364,1;item8101020505359,1;item8101020505355,1;item8101020505354,1;item8101020505353,1;item8101020505349,1;item8101020505348,1;item8101020505343,1;item8101020505341,1;item8101020505317,1;item8101020505316,1;item8101020505315,1;item8101020505314,1;item8101020505313,1;item8101020505312,1;item8101020505311,1;item8101020505310,1
item91000001511	1	item8103010138301,1;item8103010134301,1;item8103010133301,1;item8103010137301,1;item8103010136301,1;item8103010135301,1;item8103010132331,1;item8103010132321,1;item8103010132311,1;item8103010132301,1
item91000001512	1	item82131000100089,1;item82130300100088,1;item82130600100086,1;item82130800100087,1;item82130200100083,1;item82130900100084,1;item82130700100082,1;item82130400100081,1;item82130500100080,1;item82130800100058,1;item82130000100051,1;item82130900100085,1;item82130600100040,1;item82130700100076,1;item82130900100077,1;item82130000100052,1
item91000001522	1	hero101:item130001301309,1|hero104:item130001304309,1|hero108:item130001308309,1|hero105:item130001305309,1|hero106:item130001306309,1|hero103:item130001303309,1|hero107:item130001307309|hero102:item130001302309,1
item91000001523	1	hero101:item130001701305,1|hero102:item130001702305,1|hero103:item130001703305,1|hero107:item130001707305,1|hero104:item130001704305,1|hero108:item130001708305,1|hero105:item130001705305,1|hero106:item130001706305,1
item91000001524	1	hero101:item130001701205,1|hero102:item130001702205,1|hero103:item130001703205,1|hero107:item130001707205,1|hero104:item130001704205,1|hero108:item130001708205,1|hero105:item130001705205,1|hero106:item130001706205,1
item95000000671	1	item171001080701,1;item171001080801,1;item8102020060003,6;item93000000045,50;item91000001016,5;item82130400100081,1
item91000001525	1	hero101:item130000301309,1|hero102:item130000302309,1|hero103:item130000303309,1|hero107:item130000307309,1|hero104:item130000304309,1|hero108:item130000308309,1|hero105:item130000305309,1|hero106:item130000306309,1
item91000001526	1	hero101:item130000701305,1|hero102:item130000702305,1|hero103:item130000703305,1|hero107:item130000707305,1|hero104:item130000704305,1|hero108:item130000708305,1|hero105:item130000705305,1|hero106:item130000706305,1
item91000001527	1	hero101:item130000701205,1|hero102:item130000702205,1|hero103:item130000703205,1|hero107:item130000707205,1|hero104:item130000704205,1|hero108:item130000708205,1|hero105:item130000705205,1|hero106:item130000706205,1
item95000000677	1	item82130700100082,1;item82130300100088,1;item82130600100086,1
item91000001538	1	item173000005013,1
item91000001539	1	item173000005014,1
item91000001540	1	item107100053306,1;item107100053304,1;item107100053308,1;item107100053309,1
item91000001541	1	item107100053207,1;item107100053205,1;item107100053206,1;item107100053210,1;item107100053213,1
item99000000080	1	hero101:item130000101293,1|hero102:item130000102293,1|hero103:item130000103293,1|hero104:item130000104293,1|hero105:item130000105293,1|hero106:item130000106293,1|hero107:item130000107293,1|hero108:item130000108293,1
item99000000081	1	hero101:item130000101393,1|hero102:item130000102393,1|hero103:item130000103393,1|hero104:item130000104393,1|hero105:item130000105393,1|hero106:item130000106393,1|hero107:item130000107393,1|hero108:item130000108393,1
item99000000082	1	hero101:item130000101193,1|hero102:item130000102193,1|hero103:item130000103193,1|hero104:item130000104193,1|hero105:item130000105193,1|hero106:item130000106193,1|hero107:item130000107193,1|hero108:item130000108193,1
item95000000679	1	item101020505346,2;item8101020505341,4;item8101020505343,4;item8101020505348,4;item8101020505353,4;item8101020505354,4;item8101020505355,4
item91000001542	1	item91000000220,1;item105100000039,1;item105100000033,1
item91000001543	1	item105100000032,1;item105100000034,1;item105100000036,1;item105100000038,1
item91000001544	1	item82130000100051,1;item82130000100052,1;item162000330107,1
item94000000690	1	item8101020505309,1;item8101020505312,1;item8101020505313,1;item8101020505314,1;item8101020505315,1;item8101020505316,1;item8101020505317,1;item8101020505344,1;item8101020505345,1;item8101020505355,1
item94000000691	1	item101020507367,1;item94000000014,1;item94000000015,1;item94000000016,1
item96000000216	1	item130000940512,1;item130000940508,1;item130000040345,1
item96000000217	1	item171000113521,1;item171000113522,1;item171000113523,1
item96000000234	1	item105100000004,1;item105000000020,1;item105000000045,1;item105000000046,1;item105000000047,1;item105000000044,1;item105000000048,1;item105100000001,1;item105100000002,1;item105100000003,1;item105100000040,1
item96000000144	1	item105100000004,1;item105000000020,1;item105000000045,1;item105000000046,1;item105000000047,1;item105000000044,1;item105000000048,1;item105100000001,1;item105100000002,1;item105100000003,1;item105100000028,1
item96000000174	1	item105100000004,1;item105000000020,1;item105000000045,1;item105000000046,1;item105000000047,1;item105000000044,1;item105000000048,1;item105100000001,1;item105100000002,1;item105100000003,1;item105100000029,1
item96000000182	1	item130000940512,1;item130000940508,1
item96000000074	1	item8101020505307,1;item8101020505306,1;item8101020505308,1
item96000000130	1	item130000040517,1;item130000040514,1;item130000040518,1;item130000940509,1;item130000940501,1;item130000940504,1;item130000940502,1;item130000940503,1;item130000940506,1
item96000000131	1	item91000000423,1;item91000000763,1
