时装id	英雄ID	SDKAreaType	低模长相	高模长相	类型	衣服配色	缩放比例	展示icon	激活道具	展示文本	转换性别时装id	穿戴属性	收藏属性	套装id	展示类型
fashion_101383	hero101		c001|face|c001_face001_t1|head|c001_head525_t1|partc|c001_partc525_t1	c001h|face|c001h_face001_t1|head|c001h_head525_t1|partc|c001h_partc525_t1	3			item130000001383	item130000001383,-1	FashionDes_130000001383		1,150	1,50;35,25	40011433	0
fashion_102183	hero102		c002|weapon|c002_weapon525_t1	c002h|weapon|c002h_weapon525_t1	1			item130000002183	item130000002183,-1	FashionDes_130000002183		3,15	3,5;30,25	40021433	0
fashion_102283	hero102		c002|bottoms||clothes|c002_clothes525_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes525_t1|shoulder||	2			item130000002283	item130000002283,-1	FashionDes_130000002283		4,15	4,5;33,25	40021433	0
fashion_102383	hero102		c002|face|c002_face001_t1|head|c002_head525_t1	c002h|face|c002h_face001_t1|head|c002h_head525_t1	3			item130000002383	item130000002383,-1	FashionDes_130000002383		1,150	1,50;35,25	40021433	0
fashion_103183	hero103		c003|weapon|c003_weapon525_t1	c003h|weapon|c003h_weapon525_t1	1			item130000003183	item130000003183,-1	FashionDes_130000003183	fashion_107183	3,15	3,5;30,25	40031433	0
fashion_103283	hero103		c003|bottoms||clothes|c003_clothes525_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes525_t1|shoulder||	2			item130000003283	item130000003283,-1	FashionDes_130000003283	fashion_107283	4,15	4,5;33,25	40031433	0
fashion_103383	hero103		c003|face|c003_face001_t1|head|c003_head525_t1	c003h|face|c003h_face001_t1|head|c003h_head525_t1	3			item130000003383	item130000003383,-1	FashionDes_130000003383	fashion_107383	1,150	1,50;35,25	40031433	0
fashion_104183	hero104		c004|weapon|c004_weapon525_t1	c004h|weapon|c004h_weapon525_t1	1			item130000004183	item130000004183,-1	FashionDes_130000004183	fashion_108183	3,15	3,5;30,25	40041433	0
fashion_104283	hero104		c004|bottoms||clothes|c004_clothes525_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes525_t1|shoulder||	2			item130000004283	item130000004283,-1	FashionDes_130000004283	fashion_108283	4,15	4,5;33,25	40041433	0
fashion_104383	hero104		c004|face|c004_face001_t1|head|c004_head525_t1	c004h|face|c004h_face001_t1|head|c004h_head525_t1	3			item130000004383	item130000004383,-1	FashionDes_130000004383	fashion_108383	1,150	1,50;35,25	40041433	0
fashion_105183	hero105		c005|weapon|c005_weapon525_t1	c005h|weapon|c005h_weapon525_t1	1			item130000005183	item130000005183,-1	FashionDes_130000005183		3,15	3,5;30,25	40051433	0
fashion_105283	hero105		c005|bottoms||clothes|c005_clothes525_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes525_t1|shoulder||	2			item130000005283	item130000005283,-1	FashionDes_130000005283		4,15	4,5;33,25	40051433	0
fashion_105383	hero105		c005|face|c005_face001_t1|head|c005_head525_t1|parta|c005_parta525_t1	c005h|face|c005h_face001_t1|head|c005h_head525_t1|parta|c005h_parta525_t1	3			item130000005383	item130000005383,-1	FashionDes_130000005383		1,150	1,50;35,25	40051433	0
fashion_106183	hero106		c006|weapon|c006_weapon525_t1	c006h|weapon|c006h_weapon525_t1	1			item130000006183	item130000006183,-1	FashionDes_130000006183		3,15	3,5;30,25	40061433	0
fashion_106283	hero106		c006|bottoms||clothes|c006_clothes525_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes525_t1|shoulder||	2			item130000006283	item130000006283,-1	FashionDes_130000006283		4,15	4,5;33,25	40061433	0
fashion_106383	hero106		c006|face|c006_face001_t1|head|c006_head525_t1	c006h|face|c006h_face001_t1|head|c006h_head525_t1	3			item130000006383	item130000006383,-1	FashionDes_130000006383		1,150	1,50;35,25	40061433	0
fashion_107183	hero107		c007|weapon|c007_weapon525_t1	c007h|weapon|c007h_weapon525_t1	1			item130000007183	item130000007183,-1	FashionDes_130000007183	fashion_103183	3,15	3,5;30,25	40071433	0
fashion_107283	hero107		c007|bottoms||clothes|c007_clothes525_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes525_t1|shoulder||	2			item130000007283	item130000007283,-1	FashionDes_130000007283	fashion_103283	4,15	4,5;33,25	40071433	0
fashion_107383	hero107		c007|face|c007_face001_t1|head|c007_head525_t1|partc|c007_partc525_t1	c007h|face|c007h_face001_t1|head|c007h_head525_t1|partc|c007h_partc525_t1	3			item130000007383	item130000007383,-1	FashionDes_130000007383	fashion_103383	1,150	1,50;35,25	40071433	0
fashion_108183	hero108		c008|weapon|c008_weapon525_t1	c008h|weapon|c008h_weapon525_t1	1			item130000008183	item130000008183,-1	FashionDes_130000008183	fashion_104183	3,15	3,5;30,25	40081433	0
fashion_108283	hero108		c008|bottoms||clothes|c008_clothes525_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes525_t1|shoulder||	2			item130000008283	item130000008283,-1	FashionDes_130000008283	fashion_104283	4,15	4,5;33,25	40081433	0
fashion_108383	hero108		c008|face|c008_face001_t1|head|c008_head525_t1|partc|c008_partc525_t1	c008h|face|c008h_face001_t1|head|c008h_head525_t1|partc|c008h_partc525_t1	3			item130000008383	item130000008383,-1	FashionDes_130000008383	fashion_104383	1,150	1,50;35,25	40081433	0
fashion_101184	hero101		c001|weapon|c001_weapon530_t1	c001h|weapon|c001h_weapon530_t1	1			item130000001184	item130000001184,-1	FashionDes_130000001184		3,15	3,5;30,25	40011434	0
fashion_101284	hero101		c001|bottoms||clothes|c001_clothes530_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes530_t1|shoulder||	2			item130000001284	item130000001284,-1	FashionDes_130000001284		4,15	4,5;33,25	40011434	0
fashion_101384	hero101		c001|face|c001_face001_t1|head|c001_head530_t1	c001h|face|c001h_face001_t1|head|c001h_head530_t1	3			item130000001384	item130000001384,-1	FashionDes_130000001384		1,150	1,50;35,25	40011434	0
fashion_102184	hero102		c002|weapon|c002_weapon530_t1	c002h|weapon|c002h_weapon530_t1	1			item130000002184	item130000002184,-1	FashionDes_130000002184		3,15	3,5;30,25	40021434	0
fashion_102284	hero102		c002|bottoms||clothes|c002_clothes530_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes530_t1|shoulder||	2			item130000002284	item130000002284,-1	FashionDes_130000002284		4,15	4,5;33,25	40021434	0
fashion_102384	hero102		c002|face|c002_face001_t1|head|c002_head530_t1	c002h|face|c002h_face001_t1|head|c002h_head530_t1	3			item130000002384	item130000002384,-1	FashionDes_130000002384		1,150	1,50;35,25	40021434	0
fashion_103184	hero103		c003|weapon|c003_weapon530_t1	c003h|weapon|c003h_weapon530_t1	1			item130000003184	item130000003184,-1	FashionDes_130000003184	fashion_107184	3,15	3,5;30,25	40031434	0
fashion_103284	hero103		c003|bottoms||clothes|c003_clothes530_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes530_t1|shoulder||	2			item130000003284	item130000003284,-1	FashionDes_130000003284	fashion_107284	4,15	4,5;33,25	40031434	0
fashion_103384	hero103		c003|face|c003_face001_t1|head|c003_head530_t1	c003h|face|c003h_face001_t1|head|c003h_head530_t1	3			item130000003384	item130000003384,-1	FashionDes_130000003384	fashion_107384	1,150	1,50;35,25	40031434	0
fashion_104184	hero104		c004|weapon|c004_weapon530_t1	c004h|weapon|c004h_weapon530_t1	1			item130000004184	item130000004184,-1	FashionDes_130000004184	fashion_108184	3,15	3,5;30,25	40041434	0
fashion_104284	hero104		c004|bottoms||clothes|c004_clothes530_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes530_t1|shoulder||	2			item130000004284	item130000004284,-1	FashionDes_130000004284	fashion_108284	4,15	4,5;33,25	40041434	0
fashion_104384	hero104		c004|face|c004_face001_t1|head|c004_head530_t1	c004h|face|c004h_face001_t1|head|c004h_head530_t1	3			item130000004384	item130000004384,-1	FashionDes_130000004384	fashion_108384	1,150	1,50;35,25	40041434	0
fashion_105184	hero105		c005|weapon|c005_weapon530_t1	c005h|weapon|c005h_weapon530_t1	1			item130000005184	item130000005184,-1	FashionDes_130000005184		3,15	3,5;30,25	40051434	0
fashion_105284	hero105		c005|bottoms||clothes|c005_clothes530_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes530_t1|shoulder||	2			item130000005284	item130000005284,-1	FashionDes_130000005284		4,15	4,5;33,25	40051434	0
fashion_105384	hero105		c005|face|c005_face001_t1|head|c005_head530_t1|parta|c005_parta530_t1	c005h|face|c005h_face001_t1|head|c005h_head530_t1|parta|c005h_parta530_t1	3			item130000005384	item130000005384,-1	FashionDes_130000005384		1,150	1,50;35,25	40051434	0
fashion_106184	hero106		c006|weapon|c006_weapon530_t1	c006h|weapon|c006h_weapon530_t1	1			item130000006184	item130000006184,-1	FashionDes_130000006184		3,15	3,5;30,25	40061434	0
fashion_106284	hero106		c006|bottoms||clothes|c006_clothes530_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes530_t1|shoulder||	2			item130000006284	item130000006284,-1	FashionDes_130000006284		4,15	4,5;33,25	40061434	0
fashion_106384	hero106		c006|face|c006_face001_t1|head|c006_head530_t1	c006h|face|c006h_face001_t1|head|c006h_head530_t1	3			item130000006384	item130000006384,-1	FashionDes_130000006384		1,150	1,50;35,25	40061434	0
fashion_107184	hero107		c007|weapon|c007_weapon530_t1	c007h|weapon|c007h_weapon530_t1	1			item130000007184	item130000007184,-1	FashionDes_130000007184	fashion_103184	3,15	3,5;30,25	40071434	0
fashion_107284	hero107		c007|bottoms||clothes|c007_clothes530_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes530_t1|shoulder||	2			item130000007284	item130000007284,-1	FashionDes_130000007284	fashion_103284	4,15	4,5;33,25	40071434	0
fashion_107384	hero107		c007|face|c007_face001_t1|head|c007_head530_t1	c007h|face|c007h_face001_t1|head|c007h_head530_t1	3			item130000007384	item130000007384,-1	FashionDes_130000007384	fashion_103384	1,150	1,50;35,25	40071434	0
fashion_108184	hero108		c008|weapon|c008_weapon530_t1	c008h|weapon|c008h_weapon530_t1	1			item130000008184	item130000008184,-1	FashionDes_130000008184	fashion_104184	3,15	3,5;30,25	40081434	0
fashion_108284	hero108		c008|bottoms||clothes|c008_clothes530_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes530_t1|shoulder||	2			item130000008284	item130000008284,-1	FashionDes_130000008284	fashion_104284	4,15	4,5;33,25	40081434	0
fashion_108384	hero108		c008|face|c008_face001_t1|head|c008_head530_t1	c008h|face|c008h_face001_t1|head|c008h_head530_t1	3			item130000008384	item130000008384,-1	FashionDes_130000008384	fashion_104384	1,150	1,50;35,25	40081434	0
fashion_101285	hero101		c001|bottoms||clothes|c001_clothes526_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes526_t1|shoulder||	2			item130000001285	item130000001285,-1;item130000101285,86400	FashionDes_130000001285		4,15	4,5;33,25	40011435	0
fashion_101385	hero101		c001|face|c001_face001_t1|head|c001_head526_t1	c001h|face|c001h_face001_t1|head|c001h_head526_t1	3			item130000001385	item130000001385,-1;item130000101385,86400	FashionDes_130000001385		1,150	1,50;35,25	40011435	0
fashion_102285	hero102		c002|bottoms||clothes|c002_clothes526_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes526_t1|shoulder||	2			item130000002285	item130000002285,-1;item130000102285,86400	FashionDes_130000002285		4,15	4,5;33,25	40021435	0
fashion_102385	hero102		c002|face|c002_face001_t1|head|c002_head526_t1	c002h|face|c002h_face001_t1|head|c002h_head526_t1	3			item130000002385	item130000002385,-1;item130000102385,86400	FashionDes_130000002385		1,150	1,50;35,25	40021435	0
fashion_103285	hero103		c003|bottoms||clothes|c003_clothes526_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes526_t1|shoulder||	2			item130000003285	item130000003285,-1;item130000103285,86400	FashionDes_130000003285	fashion_107285	4,15	4,5;33,25	40031435	0
fashion_103385	hero103		c003|face|c003_face001_t1|head|c003_head526_t1	c003h|face|c003h_face001_t1|head|c003h_head526_t1	3			item130000003385	item130000003385,-1;item130000103385,86400	FashionDes_130000003385	fashion_107385	1,150	1,50;35,25	40031435	0
fashion_104285	hero104		c004|bottoms||clothes|c004_clothes526_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes526_t1|shoulder||	2			item130000004285	item130000004285,-1;item130000104285,86400	FashionDes_130000004285	fashion_108285	4,15	4,5;33,25	40041435	0
fashion_104385	hero104		c004|face|c004_face001_t1|head|c004_head526_t1	c004h|face|c004h_face001_t1|head|c004h_head526_t1	3			item130000004385	item130000004385,-1;item130000104385,86400	FashionDes_130000004385	fashion_108385	1,150	1,50;35,25	40041435	0
fashion_105285	hero105		c005|bottoms||clothes|c005_clothes526_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes526_t1|shoulder||	2			item130000005285	item130000005285,-1;item130000105285,86400	FashionDes_130000005285		4,15	4,5;33,25	40051435	0
fashion_105385	hero105		c005|face|c005_face001_t1|head|c005_head526_t1|parta|c005_parta526_t1	c005h|face|c005h_face001_t1|head|c005h_head526_t1|parta|c005h_parta526_t1	3			item130000005385	item130000005385,-1;item130000105385,86400	FashionDes_130000005385		1,150	1,50;35,25	40051435	0
fashion_106285	hero106		c006|bottoms||clothes|c006_clothes526_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes526_t1|shoulder||	2			item130000006285	item130000006285,-1;item130000106285,86400	FashionDes_130000006285		4,15	4,5;33,25	40061435	0
fashion_106385	hero106		c006|face|c006_face001_t1|head|c006_head526_t1	c006h|face|c006h_face001_t1|head|c006h_head526_t1	3			item130000006385	item130000006385,-1;item130000106385,86400	FashionDes_130000006385		1,150	1,50;35,25	40061435	0
fashion_107285	hero107		c007|bottoms||clothes|c007_clothes526_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes526_t1|shoulder||	2			item130000007285	item130000007285,-1;item130000107285,86400	FashionDes_130000007285	fashion_103285	4,15	4,5;33,25	40071435	0
fashion_107385	hero107		c007|face|c007_face001_t1|head|c007_head526_t1	c007h|face|c007h_face001_t1|head|c007h_head526_t1	3			item130000007385	item130000007385,-1;item130000107385,86400	FashionDes_130000007385	fashion_103385	1,150	1,50;35,25	40071435	0
fashion_108285	hero108		c008|bottoms||clothes|c008_clothes526_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes526_t1|shoulder||	2			item130000008285	item130000008285,-1;item130000108285,86400	FashionDes_130000008285	fashion_104285	4,15	4,5;33,25	40081435	0
fashion_108385	hero108		c008|face|c008_face001_t1|head|c008_head526_t1	c008h|face|c008h_face001_t1|head|c008h_head526_t1	3			item130000008385	item130000008385,-1;item130000108385,86400	FashionDes_130000008385	fashion_104385	1,150	1,50;35,25	40081435	0
fashion_101186	hero101		c001|weapon|c001_weapon535_t1	c001h|weapon|c001h_weapon535_t1	1			item130000001186	item130000001186,-1	FashionDes_130000001186		3,15	3,5;30,25	40011436	0
fashion_101286	hero101		c001|bottoms||clothes|c001_clothes535_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes535_t1|shoulder||	2			item130000001286	item130000001286,-1	FashionDes_130000001286		4,15	4,5;33,25	40011436	0
fashion_101386	hero101		c001|face|c001_face001_t1|head|c001_head535_t1	c001h|face|c001h_face001_t1|head|c001h_head535_t1	3			item130000001386	item130000001386,-1	FashionDes_130000001386		1,150	1,50;35,25	40011436	0
fashion_102186	hero102		c002|weapon|c002_weapon535_t1	c002h|weapon|c002h_weapon535_t1	1			item130000002186	item130000002186,-1	FashionDes_130000002186		3,15	3,5;30,25	40021436	0
fashion_102286	hero102		c002|bottoms||clothes|c002_clothes535_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes535_t1|shoulder||	2			item130000002286	item130000002286,-1	FashionDes_130000002286		4,15	4,5;33,25	40021436	0
fashion_102386	hero102		c002|face|c002_face001_t1|head|c002_head535_t1	c002h|face|c002h_face001_t1|head|c002h_head535_t1	3			item130000002386	item130000002386,-1	FashionDes_130000002386		1,150	1,50;35,25	40021436	0
fashion_103186	hero103		c003|weapon|c003_weapon535_t1	c003h|weapon|c003h_weapon535_t1	1			item130000003186	item130000003186,-1	FashionDes_130000003186	fashion_107186	3,15	3,5;30,25	40031436	0
fashion_103286	hero103		c003|bottoms||clothes|c003_clothes535_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes535_t1|shoulder||	2			item130000003286	item130000003286,-1	FashionDes_130000003286	fashion_107286	4,15	4,5;33,25	40031436	0
fashion_103386	hero103		c003|face|c003_face001_t1|head|c003_head535_t1	c003h|face|c003h_face001_t1|head|c003h_head535_t1	3			item130000003386	item130000003386,-1	FashionDes_130000003386	fashion_107386	1,150	1,50;35,25	40031436	0
fashion_104186	hero104		c004|weapon|c004_weapon535_t1	c004h|weapon|c004h_weapon535_t1	1			item130000004186	item130000004186,-1	FashionDes_130000004186	fashion_108186	3,15	3,5;30,25	40041436	0
fashion_104286	hero104		c004|bottoms||clothes|c004_clothes535_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes535_t1|shoulder||	2			item130000004286	item130000004286,-1	FashionDes_130000004286	fashion_108286	4,15	4,5;33,25	40041436	0
fashion_104386	hero104		c004|face|c004_face001_t1|head|c004_head535_t1	c004h|face|c004h_face001_t1|head|c004h_head535_t1	3			item130000004386	item130000004386,-1	FashionDes_130000004386	fashion_108386	1,150	1,50;35,25	40041436	0
fashion_105186	hero105		c005|weapon|c005_weapon535_t1	c005h|weapon|c005h_weapon535_t1	1			item130000005186	item130000005186,-1	FashionDes_130000005186		3,15	3,5;30,25	40051436	0
fashion_105286	hero105		c005|bottoms||clothes|c005_clothes535_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes535_t1|shoulder||	2			item130000005286	item130000005286,-1	FashionDes_130000005286		4,15	4,5;33,25	40051436	0
fashion_105386	hero105		c005|face|c005_face001_t1|head|c005_head535_t1|parta|c005_parta535_t1	c005h|face|c005h_face001_t1|head|c005h_head535_t1|parta|c005h_parta535_t1	3			item130000005386	item130000005386,-1	FashionDes_130000005386		1,150	1,50;35,25	40051436	0
fashion_106186	hero106		c006|weapon|c006_weapon535_t1	c006h|weapon|c006h_weapon535_t1	1			item130000006186	item130000006186,-1	FashionDes_130000006186		3,15	3,5;30,25	40061436	0
fashion_106286	hero106		c006|bottoms||clothes|c006_clothes535_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes535_t1|shoulder||	2			item130000006286	item130000006286,-1	FashionDes_130000006286		4,15	4,5;33,25	40061436	0
fashion_106386	hero106		c006|face|c006_face001_t1|head|c006_head535_t1	c006h|face|c006h_face001_t1|head|c006h_head535_t1	3			item130000006386	item130000006386,-1	FashionDes_130000006386		1,150	1,50;35,25	40061436	0
fashion_107186	hero107		c007|weapon|c007_weapon535_t1	c007h|weapon|c007h_weapon535_t1	1			item130000007186	item130000007186,-1	FashionDes_130000007186	fashion_103186	3,15	3,5;30,25	40071436	0
fashion_107286	hero107		c007|bottoms||clothes|c007_clothes535_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes535_t1|shoulder||	2			item130000007286	item130000007286,-1	FashionDes_130000007286	fashion_103286	4,15	4,5;33,25	40071436	0
fashion_107386	hero107		c007|face|c007_face001_t1|head|c007_head535_t1	c007h|face|c007h_face001_t1|head|c007h_head535_t1	3			item130000007386	item130000007386,-1	FashionDes_130000007386	fashion_103386	1,150	1,50;35,25	40071436	0
fashion_108186	hero108		c008|weapon|c008_weapon535_t1	c008h|weapon|c008h_weapon535_t1	1			item130000008186	item130000008186,-1	FashionDes_130000008186	fashion_104186	3,15	3,5;30,25	40081436	0
fashion_108286	hero108		c008|bottoms||clothes|c008_clothes535_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes535_t1|shoulder||	2			item130000008286	item130000008286,-1	FashionDes_130000008286	fashion_104286	4,15	4,5;33,25	40081436	0
fashion_108386	hero108		c008|face|c008_face001_t1|head|c008_head535_t1	c008h|face|c008h_face001_t1|head|c008h_head535_t1	3			item130000008386	item130000008386,-1	FashionDes_130000008386	fashion_104386	1,150	1,50;35,25	40081436	0
fashion_101187	hero101		c001|weapon|c001_weapon536_t1	c001h|weapon|c001h_weapon536_t1	1			item130000001187	item130000001187,-1	FashionDes_130000001187		3,15	3,5;30,25	40011437	0
fashion_101287	hero101		c001|bottoms||clothes|c001_clothes536_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes536_t1|shoulder||	2			item130000001287	item130000001287,-1	FashionDes_130000001287		4,15	4,5;33,25	40011437	0
fashion_101387	hero101		c001|face|c001_face001_t1|head|c001_head536_t1	c001h|face|c001h_face001_t1|head|c001h_head536_t1	3			item130000001387	item130000001387,-1	FashionDes_130000001387		1,150	1,50;35,25	40011437	0
fashion_102187	hero102		c002|weapon|c002_weapon536_t1	c002h|weapon|c002h_weapon536_t1	1			item130000002187	item130000002187,-1	FashionDes_130000002187		3,15	3,5;30,25	40021437	0
fashion_102287	hero102		c002|bottoms||clothes|c002_clothes536_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes536_t1|shoulder||	2			item130000002287	item130000002287,-1	FashionDes_130000002287		4,15	4,5;33,25	40021437	0
fashion_102387	hero102		c002|face|c002_face001_t1|head|c002_head536_t1	c002h|face|c002h_face001_t1|head|c002h_head536_t1	3			item130000002387	item130000002387,-1	FashionDes_130000002387		1,150	1,50;35,25	40021437	0
fashion_103187	hero103		c003|weapon|c003_weapon536_t1	c003h|weapon|c003h_weapon536_t1	1			item130000003187	item130000003187,-1	FashionDes_130000003187	fashion_107187	3,15	3,5;30,25	40031437	0
fashion_103287	hero103		c003|bottoms||clothes|c003_clothes536_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes536_t1|shoulder||	2			item130000003287	item130000003287,-1	FashionDes_130000003287	fashion_107287	4,15	4,5;33,25	40031437	0
fashion_103387	hero103		c003|face|c003_face001_t1|head|c003_head536_t1	c003h|face|c003h_face001_t1|head|c003h_head536_t1	3			item130000003387	item130000003387,-1	FashionDes_130000003387	fashion_107387	1,150	1,50;35,25	40031437	0
fashion_104187	hero104		c004|weapon|c004_weapon536_t1	c004h|weapon|c004h_weapon536_t1	1			item130000004187	item130000004187,-1	FashionDes_130000004187	fashion_108187	3,15	3,5;30,25	40041437	0
fashion_104287	hero104		c004|bottoms||clothes|c004_clothes536_t1|shoulder||	c004h|bottoms||clothes|c004h_clothes536_t1|shoulder||	2			item130000004287	item130000004287,-1	FashionDes_130000004287	fashion_108287	4,15	4,5;33,25	40041437	0
fashion_104387	hero104		c004|face|c004_face001_t1|head|c004_head536_t1	c004h|face|c004h_face001_t1|head|c004h_head536_t1	3			item130000004387	item130000004387,-1	FashionDes_130000004387	fashion_108387	1,150	1,50;35,25	40041437	0
fashion_105187	hero105		c005|weapon|c005_weapon536_t1	c005h|weapon|c005h_weapon536_t1	1			item130000005187	item130000005187,-1	FashionDes_130000005187		3,15	3,5;30,25	40051437	0
fashion_105287	hero105		c005|bottoms||clothes|c005_clothes536_t1|shoulder||	c005h|bottoms||clothes|c005h_clothes536_t1|shoulder||	2			item130000005287	item130000005287,-1	FashionDes_130000005287		4,15	4,5;33,25	40051437	0
fashion_105387	hero105		c005|face|c005_face001_t1|head|c005_head536_t1|parta|c005_parta536_t1	c005h|face|c005h_face001_t1|head|c005h_head536_t1|parta|c005h_parta536_t1	3			item130000005387	item130000005387,-1	FashionDes_130000005387		1,150	1,50;35,25	40051437	0
fashion_106187	hero106		c006|weapon|c006_weapon536_t1	c006h|weapon|c006h_weapon536_t1	1			item130000006187	item130000006187,-1	FashionDes_130000006187		3,15	3,5;30,25	40061437	0
fashion_106287	hero106		c006|bottoms||clothes|c006_clothes536_t1|shoulder||	c006h|bottoms||clothes|c006h_clothes536_t1|shoulder||	2			item130000006287	item130000006287,-1	FashionDes_130000006287		4,15	4,5;33,25	40061437	0
fashion_106387	hero106		c006|face|c006_face001_t1|head|c006_head536_t1	c006h|face|c006h_face001_t1|head|c006h_head536_t1	3			item130000006387	item130000006387,-1	FashionDes_130000006387		1,150	1,50;35,25	40061437	0
fashion_107187	hero107		c007|weapon|c007_weapon536_t1	c007h|weapon|c007h_weapon536_t1	1			item130000007187	item130000007187,-1	FashionDes_130000007187	fashion_103187	3,15	3,5;30,25	40071437	0
fashion_107287	hero107		c007|bottoms||clothes|c007_clothes536_t1|shoulder||	c007h|bottoms||clothes|c007h_clothes536_t1|shoulder||	2			item130000007287	item130000007287,-1	FashionDes_130000007287	fashion_103287	4,15	4,5;33,25	40071437	0
fashion_107387	hero107		c007|face|c007_face001_t1|head|c007_head536_t1	c007h|face|c007h_face001_t1|head|c007h_head536_t1	3			item130000007387	item130000007387,-1	FashionDes_130000007387	fashion_103387	1,150	1,50;35,25	40071437	0
fashion_108187	hero108		c008|weapon|c008_weapon536_t1	c008h|weapon|c008h_weapon536_t1	1			item130000008187	item130000008187,-1	FashionDes_130000008187	fashion_104187	3,15	3,5;30,25	40081437	0
fashion_108287	hero108		c008|bottoms||clothes|c008_clothes536_t1|shoulder||	c008h|bottoms||clothes|c008h_clothes536_t1|shoulder||	2			item130000008287	item130000008287,-1	FashionDes_130000008287	fashion_104287	4,15	4,5;33,25	40081437	0
fashion_108387	hero108		c008|face|c008_face001_t1|head|c008_head536_t1	c008h|face|c008h_face001_t1|head|c008h_head536_t1	3			item130000008387	item130000008387,-1	FashionDes_130000008387	fashion_104387	1,150	1,50;35,25	40081437	0
fashion_101188	hero101		c001|weapon|c001_weapon539_t1	c001h|weapon|c001h_weapon539_t1	1			item130000001188	item130000001188,-1;item130000101188,86400	FashionDes_130000001188		3,15	3,5;30,25	40011438	0
fashion_101288	hero101		c001|bottoms||clothes|c001_clothes539_t1|shoulder||	c001h|bottoms||clothes|c001h_clothes539_t1|shoulder||	2			item130000001288	item130000001288,-1;item130000101288,86400	FashionDes_130000001288		4,15	4,5;33,25	40011438	0
fashion_101388	hero101		c001|face|c001_face001_t1|head|c001_head539_t1	c001h|face|c001h_face001_t1|head|c001h_head539_t1	3			item130000001388	item130000001388,-1;item130000101388,86400	FashionDes_130000001388		1,150	1,50;35,25	40011438	0
fashion_102188	hero102		c002|weapon|c002_weapon539_t1	c002h|weapon|c002h_weapon539_t1	1			item130000002188	item130000002188,-1;item130000102188,86400	FashionDes_130000002188		3,15	3,5;30,25	40021438	0
fashion_102288	hero102		c002|bottoms||clothes|c002_clothes539_t1|shoulder||	c002h|bottoms||clothes|c002h_clothes539_t1|shoulder||	2			item130000002288	item130000002288,-1;item130000102288,86400	FashionDes_130000002288		4,15	4,5;33,25	40021438	0
fashion_102388	hero102		c002|face|c002_face001_t1|head|c002_head539_t1	c002h|face|c002h_face001_t1|head|c002h_head539_t1	3			item130000002388	item130000002388,-1;item130000102388,86400	FashionDes_130000002388		1,150	1,50;35,25	40021438	0
fashion_103188	hero103		c003|weapon|c003_weapon539_t1	c003h|weapon|c003h_weapon539_t1	1			item130000003188	item130000003188,-1;item130000103188,86400	FashionDes_130000003188	fashion_107188	3,15	3,5;30,25	40031438	0
fashion_103288	hero103		c003|bottoms||clothes|c003_clothes539_t1|shoulder||	c003h|bottoms||clothes|c003h_clothes539_t1|shoulder||	2			item130000003288	item130000003288,-1;item130000103288,86400	FashionDes_130000003288	fashion_107288	4,15	4,5;33,25	40031438	0
fashion_103388	hero103		c003|face|c003_face001_t1|head|c003_head539_t1	c003h|face|c003h_face001_t1|head|c003h_head539_t1	3			item130000003388	item130000003388,-1;item130000103388,86400	FashionDes_130000003388	fashion_107388	1,150	1,50;35,25	40031438	0
fashion_104188	hero104		c004|weapon|c004_weapon539_t1	c004h|weapon|c004h_weapon539_t1	1			item130000004188	item130000004188,-1;item130000104188,86400	FashionDes_130000004188	fashion_108188	3,15	3,5;30,25	40041438	0
