流水	共鸣属性id	是否显示	显示下限	显示上限	共鸣属性品质	属性1ID	属性下限	属性上限
1434	10946	0	0	0	2	4	16	27
1435	10947	0	0	0	1	4	6	15
1436	10948	0	0	0	2	4	16	27
1437	10949	0	0	0	2	4	16	27
1438	10950	0	0	0	3	4	28	33
1439	10951	0	0	0	3	22	93	110
1440	10952	0	0	0	3	24	93	110
1441	10953	0	0	0	3	26	93	110
1442	10954	0	0	0	3	1	280	330
1443	10955	0	0	0	4	32	100	150
1444	10955	0	0	0	4	174	200	250
1445	10955	0	0	0	4	1	280	330
1446	10956	0	0	0	1	3	15	21
1447	10957	0	0	0	2	3	22	36
1448	10958	0	0	0	1	3	15	21
1449	10959	0	0	0	2	3	22	36
1450	10960	0	0	0	2	3	22	36
1451	10961	0	0	0	3	3	40	45
1452	10962	0	0	0	3	21	133	150
1453	10963	0	0	0	3	23	133	150
1454	10964	0	0	0	3	25	133	150
1455	10965	0	0	0	3	3	40	45
1456	10966	0	0	0	4	12	100	200
1457	10966	0	0	0	4	52	100	150
1458	10966	0	0	0	4	3	40	45
1459	10967	0	0	0	3	3	40	45
1460	10968	0	0	0	4	12	100	200
1461	10968	0	0	0	4	52	100	150
1462	10968	0	0	0	4	3	40	45
1463	10969	0	0	0	2	3	27	27
1464	10970	0	0	0	2	3	27	27
1465	10971	0	0	0	3	3	33	33
1466	10972	0	0	0	4	12	100	100
1467	10972	0	0	0	4	173	100	100
1468	10972	0	0	0	4	3	33	33
1469	10973	0	0	0	1	3	15	21
1470	10974	0	0	0	2	3	22	36
1471	10975	0	0	0	1	3	15	21
1472	10976	0	0	0	2	3	22	36
1473	10977	0	0	0	2	3	22	36
1474	10978	0	0	0	3	3	40	45
1475	10979	0	0	0	3	21	133	150
1476	10980	0	0	0	3	23	133	150
1477	10981	0	0	0	3	25	133	150
1478	10982	0	0	0	3	3	40	45
1479	10983	0	0	0	4	51	100	200
1480	10983	0	0	0	4	30	100	200
1481	10983	0	0	0	4	3	40	45
1482	10984	0	0	0	1	4	15	21
1483	10985	0	0	0	2	4	22	36
1484	10986	0	0	0	1	4	15	21
1485	10987	0	0	0	2	4	22	36
1486	10988	0	0	0	2	4	22	36
1487	10989	0	0	0	3	4	40	45
1488	10990	0	0	0	3	22	133	150
1489	10991	0	0	0	3	24	133	150
1490	10992	0	0	0	3	26	133	150
1491	10993	0	0	0	3	4	40	45
1492	10994	0	0	0	4	12	100	200
1493	10994	0	0	0	4	33	50	100
1494	10994	0	0	0	4	52	50	100
1495	10994	0	0	0	4	4	40	45
1496	10995	0	0	0	1	3	15	21
1497	10996	0	0	0	2	3	22	36
1498	10997	0	0	0	1	3	15	21
1499	10998	0	0	0	2	3	22	36
1500	10999	0	0	0	2	1	220	360
1501	11000	0	0	0	3	1	400	450
1502	11001	0	0	0	3	22	133	150
1503	11002	0	0	0	3	24	133	150
1504	11003	0	0	0	3	26	133	150
1505	11004	0	0	0	3	3	40	45
1506	11005	0	0	0	4	34	200	300
1507	11005	0	0	0	4	52	100	150
1508	11005	0	0	0	4	3	40	45
1509	11006	0	0	0	1	4	12	18
1510	11007	0	0	0	2	4	19	30
1511	11008	0	0	0	1	4	12	18
1512	11009	0	0	0	2	4	19	30
1513	11010	0	0	0	2	1	190	300
1514	11011	0	0	0	3	1	340	390
1515	11012	0	0	0	3	22	113	130
1516	11013	0	0	0	3	24	113	130
1517	11014	0	0	0	3	26	113	130
1518	11015	0	0	0	3	1	340	390
1519	11016	0	0	0	4	32	100	100
1520	11016	0	0	0	4	34	100	100
1521	43128001	0	0	0	1	3	25	31
1522	43128002	0	0	0	2	3	32	46
1523	43128101	0	0	0	1	3	25	31
1524	43128102	0	0	0	2	3	32	46
1525	43128201	0	0	0	2	3	32	46
1526	43128202	0	0	0	3	3	50	55
1527	43128203	0	0	0	3	21	166	183
1528	43128204	0	0	0	3	23	166	183
1529	43128205	0	0	0	3	25	166	183
1530	43128301	0	0	0	3	3	50	55
1531	43128302	0	0	0	4	175	100	150
1532	43128302	0	0	0	4	3	50	55
1533	43128401	0	0	0	3	3	50	55
1534	43128402	0	0	0	4	175	100	150
1535	43128402	0	0	0	4	3	50	55
1536	43128501	0	0	0	3	3	50	55
1537	43128502	0	0	0	4	175	100	150
1538	43128502	0	0	0	4	3	50	55
1539	43128502	0	0	0	4	230	300	400
1540	43128503	2	0	0	4	175	100	150
1541	43128503	2	0	0	4	3	50	55
1542	43128503	0	0	0	4	231	300	400
1543	43128504	2	0	0	4	175	100	150
1544	43128504	2	0	0	4	3	50	55
1545	43128504	0	0	0	4	232	300	400
1546	43128505	2	0	0	4	175	100	150
1547	43128505	2	0	0	4	3	50	55
1548	43128505	0	0	0	4	233	300	400
1549	43128506	2	0	0	4	175	100	150
1550	43128506	2	0	0	4	3	50	55
1551	43128506	0	0	0	4	234	300	400
1552	43128507	2	0	0	4	175	100	150
1553	43128507	2	0	0	4	3	50	55
1554	43128507	0	0	0	4	235	300	400
1555	43128601	0	0	0	1	4	25	31
1556	43128602	0	0	0	2	4	32	46
1557	43128701	0	0	0	1	4	25	31
1558	43128702	0	0	0	2	4	32	46
1559	43128801	0	0	0	2	4	32	46
1560	43128802	0	0	0	3	4	50	55
1561	43128803	0	0	0	3	22	166	183
1562	43128804	0	0	0	3	24	166	183
1563	43128805	0	0	0	3	26	166	183
1564	43128901	0	0	0	3	4	50	55
1565	43128902	0	0	0	4	34	100	100
1566	43128902	0	0	0	4	4	50	55
1567	43129001	0	0	0	3	4	50	55
1568	43129002	0	0	0	4	34	100	100
1569	43129002	0	0	0	4	4	50	55
1570	43129101	0	0	0	3	4	50	55
1571	43129102	0	0	0	4	34	100	100
1572	43129102	0	0	0	4	4	50	55
1573	43129102	0	0	0	4	230	300	400
1574	43129103	2	0	0	4	34	100	100
1575	43129103	2	0	0	4	4	50	55
1576	43129103	0	0	0	4	231	300	400
1577	43129104	2	0	0	4	34	100	100
1578	43129104	2	0	0	4	4	50	55
1579	43129104	0	0	0	4	232	300	400
1580	43129105	2	0	0	4	34	100	100
1581	43129105	2	0	0	4	4	50	55
1582	43129105	0	0	0	4	233	300	400
1583	43129106	2	0	0	4	34	100	100
1584	43129106	2	0	0	4	4	50	55
1585	43129106	0	0	0	4	234	300	400
1586	43129107	2	0	0	4	34	100	100
1587	43129107	2	0	0	4	4	50	55
1588	43129107	0	0	0	4	235	300	400
1589	43129201	0	0	0	1	3	35	41
1590	43129202	0	0	0	2	3	42	56
1591	43129301	0	0	0	1	3	35	41
1592	43129302	0	0	0	2	3	42	56
1593	43129401	0	0	0	2	3	42	56
1594	43129402	0	0	0	3	3	60	65
1595	43129403	0	0	0	3	21	200	216
1596	43129404	0	0	0	3	23	200	216
1597	43129405	0	0	0	3	25	200	216
1598	43129501	0	0	0	3	3	60	65
1599	43129502	0	0	0	4	51	150	300
1600	43129502	0	0	0	4	3	60	65
1601	43129601	0	0	0	3	3	60	65
1602	43129602	0	0	0	4	51	150	300
1603	43129602	0	0	0	4	3	60	65
1604	43129701	0	0	0	3	3	60	65
1605	43129702	0	0	0	4	51	150	300
1606	43129702	0	0	0	4	3	60	65
1607	43129702	0	0	0	4	230	500	700
1608	43129703	2	0	0	4	51	150	300
1609	43129703	2	0	0	4	3	60	65
1610	43129703	0	0	0	4	231	500	700
1611	43129704	2	0	0	4	51	150	300
1612	43129704	2	0	0	4	3	60	65
1613	43129704	0	0	0	4	232	500	700
1614	43129705	2	0	0	4	51	150	300
1615	43129705	2	0	0	4	3	60	65
1616	43129705	0	0	0	4	233	500	700
1617	43129706	2	0	0	4	51	150	300
1618	43129706	2	0	0	4	3	60	65
1619	43129706	0	0	0	4	234	500	700
1620	43129707	2	0	0	4	51	150	300
1621	43129707	2	0	0	4	3	60	65
1622	43129707	0	0	0	4	235	500	700
1623	43129801	0	0	0	1	3	35	41
1624	43129802	0	0	0	2	3	42	56
1625	43129901	0	0	0	1	3	35	41
1626	43129902	0	0	0	2	3	42	56
1627	43130001	0	0	0	2	3	42	56
1628	43130002	0	0	0	3	3	60	65
1629	43130003	0	0	0	3	21	200	216
1630	43130004	0	0	0	3	23	200	216
1631	43130005	0	0	0	3	25	200	216
1632	43130101	0	0	0	3	3	60	65
1633	43130102	0	0	0	4	28	100	200
1634	43130102	0	0	0	4	3	60	65
1635	43130201	0	0	0	3	3	60	65
1636	43130202	0	0	0	4	28	100	200
1637	43130202	0	0	0	4	3	60	65
1638	43130301	0	0	0	3	3	60	65
1639	43130302	0	0	0	4	36	100	200
1640	43130302	0	0	0	4	3	60	65
1641	43130302	0	0	0	4	230	800	1000
1642	43130303	2	0	0	4	36	100	200
1643	43130303	2	0	0	4	3	60	65
1644	43130303	0	0	0	4	231	800	1000
1645	43130304	2	0	0	4	36	100	200
1646	43130304	2	0	0	4	3	60	65
1647	43130304	0	0	0	4	232	800	1000
1648	43130305	2	0	0	4	36	100	200
1649	43130305	2	0	0	4	3	60	65
1650	43130305	0	0	0	4	233	800	1000
1651	43130306	2	0	0	4	36	100	200
1652	43130306	2	0	0	4	3	60	65
1653	43130306	0	0	0	4	234	800	1000
1654	43130307	2	0	0	4	36	100	200
1655	43130307	2	0	0	4	3	60	65
1656	43130307	0	0	0	4	235	800	1000
1657	43130401	0	0	0	1	3	35	41
1658	43130402	0	0	0	2	3	42	56
1659	43130501	0	0	0	1	3	35	41
1660	43130502	0	0	0	2	3	42	56
1661	43130601	0	0	0	2	3	42	56
1662	43130602	0	0	0	3	3	60	65
1663	43130603	0	0	0	3	21	200	216
1664	43130604	0	0	0	3	23	200	216
1665	43130605	0	0	0	3	25	200	216
1666	43130701	0	0	0	3	3	60	65
1667	43130702	0	0	0	4	12	100	200
1668	43130702	0	0	0	4	3	60	65
1669	43130801	0	0	0	3	3	60	65
1670	43130802	0	0	0	4	12	100	200
1671	43130802	0	0	0	4	3	60	65
1672	43130901	0	0	0	3	3	60	65
1673	43130902	0	0	0	4	12	100	200
1674	43130902	0	0	0	4	3	60	65
1675	43130902	0	0	0	4	230	800	1000
1676	43130903	2	0	0	4	12	100	200
1677	43130903	2	0	0	4	3	60	65
1678	43130903	0	0	0	4	231	800	1000
1679	43130904	2	0	0	4	12	100	200
1680	43130904	2	0	0	4	3	60	65
1681	43130904	0	0	0	4	232	800	1000
1682	43130905	2	0	0	4	12	100	200
1683	43130905	2	0	0	4	3	60	65
1684	43130905	0	0	0	4	233	800	1000
1685	43130906	2	0	0	4	12	100	200
1686	43130906	2	0	0	4	3	60	65
1687	43130906	0	0	0	4	234	800	1000
1688	43130907	2	0	0	4	12	100	200
1689	43130907	2	0	0	4	3	60	65
1690	43130907	0	0	0	4	235	800	1000
1691	43131001	0	0	0	2	3	56	56
1692	43131101	0	0	0	2	3	56	56
1693	43131201	0	0	0	3	3	65	65
1694	43131301	0	0	0	4	51	200	200
1695	43131301	0	0	0	4	174	300	300
1696	43131301	0	0	0	4	3	65	65
1697	43131401	0	0	0	4	51	200	200
1698	43131401	0	0	0	4	174	300	300
1699	43131401	0	0	0	4	3	65	65
1700	43131501	0	0	0	4	51	200	200
1701	43131501	0	0	0	4	174	300	300
1702	43131501	0	0	0	4	3	65	65
1703	43131501	0	0	0	4	131	800	800
1704	43131601	0	0	0	1	3	35	41
1705	43131602	0	0	0	2	3	42	56
1706	43131701	0	0	0	1	3	35	41
1707	43131702	0	0	0	2	3	42	56
1708	43131801	0	0	0	2	3	42	56
1709	43131802	0	0	0	3	3	60	65
1710	43131803	0	0	0	3	21	200	216
1711	43131804	0	0	0	3	23	200	216
1712	43131805	0	0	0	3	25	200	216
1713	43131901	0	0	0	3	3	60	65
1714	43131902	0	0	0	4	206	50	100
1715	43131902	0	0	0	4	174	200	400
1716	43131902	0	0	0	4	3	60	65
1717	43132001	0	0	0	3	3	60	65
1718	43132002	0	0	0	4	206	50	100
1719	43132002	0	0	0	4	174	200	400
1720	43132002	0	0	0	4	3	60	65
1721	43132101	0	0	0	3	3	60	65
1722	43132102	0	0	0	4	206	50	100
1723	43132102	0	0	0	4	174	200	400
1724	43132102	0	0	0	4	3	60	65
1725	43132102	0	0	0	4	230	800	1000
1726	43132103	2	0	0	4	206	50	100
1727	43132103	2	0	0	4	174	200	400
1728	43132103	2	0	0	4	3	60	65
1729	43132103	0	0	0	4	231	800	1000
1730	43132104	2	0	0	4	206	50	100
1731	43132104	2	0	0	4	174	200	400
1732	43132104	2	0	0	4	3	60	65
1733	43132104	0	0	0	4	232	800	1000
1734	43132105	2	0	0	4	206	50	100
1735	43132105	2	0	0	4	174	200	400
1736	43132105	2	0	0	4	3	60	65
1737	43132105	0	0	0	4	233	800	1000
1738	43132106	2	0	0	4	206	50	100
1739	43132106	2	0	0	4	174	200	400
1740	43132106	2	0	0	4	3	60	65
1741	43132106	0	0	0	4	234	800	1000
1742	43132107	2	0	0	4	206	50	100
1743	43132107	2	0	0	4	174	200	400
1744	43132107	2	0	0	4	3	60	65
1745	43132107	0	0	0	4	235	800	1000
1746	43132201	0	0	0	1	1	350	410
1747	43132202	0	0	0	2	1	420	560
1748	43132301	0	0	0	1	1	350	410
1749	43132302	0	0	0	2	1	420	560
1750	43132401	0	0	0	2	1	420	560
1751	43132402	0	0	0	3	1	600	650
1752	43132403	0	0	0	3	22	200	216
1753	43132404	0	0	0	3	24	200	216
1754	43132405	0	0	0	3	26	200	216
1755	43132501	0	0	0	3	1	600	650
1756	43132502	0	0	0	4	11	100	150
1757	43132502	0	0	0	4	174	100	200
1758	43132502	0	0	0	4	1	600	650
1759	43132601	0	0	0	3	1	600	650
1760	43132602	0	0	0	4	11	100	150
1761	43132602	0	0	0	4	174	100	200
1762	43132602	0	0	0	4	1	600	650
1763	43132701	0	0	0	3	1	600	650
1764	43132702	0	0	0	4	11	100	150
1765	43132702	0	0	0	4	174	100	200
1766	43132702	0	0	0	4	3	60	65
1767	43132702	0	0	0	4	230	800	1000
1768	43132703	2	0	0	4	11	100	150
1769	43132703	2	0	0	4	174	100	200
1770	43132703	2	0	0	4	3	60	65
1771	43132703	0	0	0	4	231	800	1000
1772	43132704	2	0	0	4	11	100	150
1773	43132704	2	0	0	4	174	100	200
1774	43132704	2	0	0	4	3	60	65
1775	43132704	0	0	0	4	232	800	1000
1776	43132705	2	0	0	4	11	100	150
1777	43132705	2	0	0	4	174	100	200
1778	43132705	2	0	0	4	3	60	65
1779	43132705	0	0	0	4	233	800	1000
1780	43132706	2	0	0	4	11	100	150
1781	43132706	2	0	0	4	174	100	200
1782	43132706	2	0	0	4	3	60	65
1783	43132706	0	0	0	4	234	800	1000
1784	43132707	2	0	0	4	11	100	150
1785	43132707	2	0	0	4	174	100	200
1786	43132707	2	0	0	4	3	60	65
1787	43132707	0	0	0	4	235	800	1000
1788	43132801	0	0	0	1	1	350	410
1789	43132802	0	0	0	2	1	420	560
1790	43132901	0	0	0	1	1	350	410
1791	43132902	0	0	0	2	1	420	560
1792	43133001	0	0	0	2	3	42	56
1793	43133002	0	0	0	3	3	60	65
1794	43133003	0	0	0	3	21	200	216
1795	43133004	0	0	0	3	23	200	216
1796	43133005	0	0	0	3	25	200	216
1797	43133101	0	0	0	3	3	60	65
1798	43133102	0	0	0	4	12	100	200
1799	43133102	0	0	0	4	173	100	200
1800	43133102	0	0	0	4	3	60	65
1801	43133201	0	0	0	3	3	60	65
1802	43133202	0	0	0	4	12	100	200
1803	43133202	0	0	0	4	173	100	200
1804	43133202	0	0	0	4	3	60	65
1805	43133301	0	0	0	3	3	60	65
1806	43133302	0	0	0	4	12	100	200
1807	43133302	0	0	0	4	173	100	200
1808	43133302	0	0	0	4	3	60	65
1809	43133302	0	0	0	4	230	800	1000
1810	43133303	2	0	0	4	12	100	200
1811	43133303	2	0	0	4	173	100	200
1812	43133303	2	0	0	4	3	60	65
1813	43133303	0	0	0	4	231	800	1000
1814	43133304	2	0	0	4	12	100	200
1815	43133304	2	0	0	4	173	100	200
1816	43133304	2	0	0	4	3	60	65
1817	43133304	0	0	0	4	232	800	1000
1818	43133305	2	0	0	4	12	100	200
1819	43133305	2	0	0	4	173	100	200
1820	43133305	2	0	0	4	3	60	65
1821	43133305	0	0	0	4	233	800	1000
1822	43133306	2	0	0	4	12	100	200
1823	43133306	2	0	0	4	173	100	200
1824	43133306	2	0	0	4	3	60	65
1825	43133306	0	0	0	4	234	800	1000
1826	43133307	2	0	0	4	12	100	200
1827	43133307	2	0	0	4	173	100	200
1828	43133307	2	0	0	4	3	60	65
1829	43133307	0	0	0	4	235	800	1000
1830	43133401	0	0	0	1	3	35	41
1831	43133402	0	0	0	2	3	42	56
1832	43133501	0	0	0	1	3	35	41
1833	43133502	0	0	0	2	3	42	56
1834	43133601	0	0	0	2	3	42	56
1835	43133602	0	0	0	3	3	60	65
1836	43133603	0	0	0	3	21	200	216
1837	43133604	0	0	0	3	23	200	216
1838	43133605	0	0	0	3	25	200	216
1839	43133701	0	0	0	3	3	60	65
1840	43133702	0	0	0	4	51	100	200
1841	43133702	0	0	0	4	30	100	200
1842	43133702	0	0	0	4	3	60	65
1843	43133801	0	0	0	3	3	60	65
1844	43133802	0	0	0	4	51	100	200
1845	43133802	0	0	0	4	30	100	200
1846	43133802	0	0	0	4	3	60	65
1847	43133901	0	0	0	3	3	60	65
1848	43133902	0	0	0	4	51	100	200
1849	43133902	0	0	0	4	30	100	200
1850	43133902	0	0	0	4	3	60	65
1851	43133902	0	0	0	4	230	800	1000
1852	43133903	2	0	0	4	51	100	200
1853	43133903	2	0	0	4	30	100	200
1854	43133903	2	0	0	4	3	60	65
1855	43133903	0	0	0	4	231	800	1000
1856	43133904	2	0	0	4	51	100	200
1857	43133904	2	0	0	4	30	100	200
1858	43133904	2	0	0	4	3	60	65
1859	43133904	0	0	0	4	232	800	1000
1860	43133905	2	0	0	4	51	100	200
1861	43133905	2	0	0	4	30	100	200
1862	43133905	2	0	0	4	3	60	65
1863	43133905	0	0	0	4	233	800	1000
1864	43133906	2	0	0	4	51	100	200
1865	43133906	2	0	0	4	30	100	200
1866	43133906	2	0	0	4	3	60	65
1867	43133906	0	0	0	4	234	800	1000
1868	43133907	2	0	0	4	51	100	200
1869	43133907	2	0	0	4	30	100	200
1870	43133907	2	0	0	4	3	60	65
1871	43133907	0	0	0	4	235	800	1000
1872	43134001	0	0	0	1	3	25	31
1873	43134002	0	0	0	2	3	32	46
1874	43134101	0	0	0	1	3	25	31
1875	43134102	0	0	0	2	3	32	46
1876	43134201	0	0	0	2	3	32	46
1877	43134202	0	0	0	3	3	50	55
1878	43134203	0	0	0	3	21	166	183
1879	43134204	0	0	0	3	23	166	183
1880	43134205	0	0	0	3	25	166	183
1881	43134301	0	0	0	3	3	50	55
1882	43134302	0	0	0	4	156	100	100
1883	43134302	0	0	0	4	3	50	55
1884	43134401	0	0	0	3	3	50	55
1885	43134402	0	0	0	4	156	100	100
1886	43134402	0	0	0	4	3	50	55
1887	43134501	0	0	0	3	3	50	55
1888	43134502	0	0	0	4	156	100	100
1889	43134502	0	0	0	4	3	50	55
1890	43134502	0	0	0	4	236	300	400
1891	43134503	2	0	0	4	156	100	100
1892	43134503	2	0	0	4	3	50	55
1893	43134503	0	0	0	4	237	300	400
1894	43134504	2	0	0	4	156	100	100
1895	43134504	2	0	0	4	3	50	55
1896	43134504	0	0	0	4	238	300	400
1897	43134505	2	0	0	4	156	100	100
1898	43134505	2	0	0	4	3	50	55
1899	43134505	0	0	0	4	239	300	400
1900	43134506	2	0	0	4	156	100	100
1901	43134506	2	0	0	4	3	50	55
1902	43134506	0	0	0	4	240	300	400
1903	43134507	2	0	0	4	156	100	100
1904	43134507	2	0	0	4	3	50	55
1905	43134507	0	0	0	4	241	300	400
1906	43134601	0	0	0	1	1	250	310
1907	43134602	0	0	0	2	1	320	460
1908	43134701	0	0	0	1	1	250	310
1909	43134702	0	0	0	2	1	320	460
1910	43134801	0	0	0	2	1	320	460
1911	43134802	0	0	0	3	1	500	550
1912	43134803	0	0	0	3	22	166	183
1913	43134804	0	0	0	3	24	166	183
1914	43134805	0	0	0	3	26	166	183
1915	43134901	0	0	0	3	1	500	550
1916	43134902	0	0	0	4	155	50	100
1917	43134902	0	0	0	4	1	500	550
1918	43135001	0	0	0	3	1	500	550
1919	43135002	0	0	0	4	155	50	100
1920	43135002	0	0	0	4	1	500	550
1921	43135101	0	0	0	3	1	500	550
1922	43135102	0	0	0	4	156	100	150
1923	43135102	0	0	0	4	1	500	550
1924	43135102	0	0	0	4	236	300	400
1925	43135103	2	0	0	4	156	100	150
1926	43135103	2	0	0	4	1	500	550
1927	43135103	0	0	0	4	237	300	400
1928	43135104	2	0	0	4	156	100	150
1929	43135104	2	0	0	4	1	500	550
1930	43135104	0	0	0	4	238	300	400
1931	43135105	2	0	0	4	156	100	150
1932	43135105	2	0	0	4	1	500	550
1933	43135105	0	0	0	4	239	300	400
1934	43135106	2	0	0	4	156	100	150
1935	43135106	2	0	0	4	1	500	550
1936	43135106	0	0	0	4	240	300	400
1937	43135107	2	0	0	4	156	100	150
1938	43135107	2	0	0	4	1	500	550
1939	43135107	0	0	0	4	241	300	400
1940	43135201	0	0	0	1	3	25	31
1941	43135202	0	0	0	2	3	32	46
1942	43135301	0	0	0	1	3	25	31
1943	43135302	0	0	0	2	3	32	46
1944	43135401	0	0	0	2	3	32	46
1945	43135402	0	0	0	3	3	50	55
1946	43135403	0	0	0	3	21	166	183
1947	43135404	0	0	0	3	23	166	183
1948	43135405	0	0	0	3	25	166	183
1949	43135501	0	0	0	3	3	50	55
1950	43135502	0	0	0	4	153	100	100
1951	43135502	0	0	0	4	3	50	55
1952	43135601	0	0	0	3	3	50	55
1953	43135602	0	0	0	4	153	100	100
1954	43135602	0	0	0	4	3	50	55
1955	43135701	0	0	0	3	3	50	55
1956	43135702	0	0	0	4	153	100	100
1957	43135702	0	0	0	4	3	50	55
1958	43135702	0	0	0	4	236	300	400
1959	43135703	2	0	0	4	153	100	100
1960	43135703	2	0	0	4	3	50	55
1961	43135703	0	0	0	4	237	300	400
1962	43135704	2	0	0	4	153	100	100
1963	43135704	2	0	0	4	3	50	55
1964	43135704	0	0	0	4	238	300	400
1965	43135705	2	0	0	4	153	100	100
1966	43135705	2	0	0	4	3	50	55
1967	43135705	0	0	0	4	239	300	400
1968	43135706	2	0	0	4	153	100	100
1969	43135706	2	0	0	4	3	50	55
1970	43135706	0	0	0	4	240	300	400
1971	43135707	2	0	0	4	153	100	100
1972	43135707	2	0	0	4	3	50	55
1973	43135707	0	0	0	4	241	300	400
1974	43135801	0	0	0	1	4	35	41
1975	43135802	0	0	0	2	4	42	56
1976	43135901	0	0	0	1	4	35	41
1977	43135902	0	0	0	2	4	42	56
1978	43136001	0	0	0	2	4	42	56
1979	43136002	0	0	0	3	4	60	65
1980	43136003	0	0	0	3	22	200	216
1981	43136004	0	0	0	3	24	200	216
1982	43136005	0	0	0	3	26	200	216
1983	43136101	0	0	0	3	4	60	65
1984	43136102	0	0	0	4	11	50	100
1985	43136102	0	0	0	4	12	50	100
1986	43136102	0	0	0	4	13	50	100
1987	43136102	0	0	0	4	4	60	65
1988	43136201	0	0	0	3	4	60	65
1989	43136202	0	0	0	4	11	50	100
1990	43136202	0	0	0	4	12	50	100
1991	43136202	0	0	0	4	13	50	100
1992	43136202	0	0	0	4	4	60	65
1993	43136301	0	0	0	3	4	60	65
1994	43136302	0	0	0	4	11	50	100
1995	43136302	0	0	0	4	12	50	100
1996	43136302	0	0	0	4	13	50	100
1997	43136302	0	0	0	4	4	60	65
1998	43136302	0	0	0	4	236	500	700
1999	43136303	2	0	0	4	11	50	100
2000	43136303	2	0	0	4	12	50	100
2001	43136303	2	0	0	4	13	50	100
2002	43136303	2	0	0	4	4	60	65
2003	43136303	0	0	0	4	237	500	700
2004	43136304	2	0	0	4	11	50	100
2005	43136304	2	0	0	4	12	50	100
2006	43136304	2	0	0	4	13	50	100
2007	43136304	2	0	0	4	4	60	65
2008	43136304	0	0	0	4	238	500	700
2009	43136305	2	0	0	4	11	50	100
2010	43136305	2	0	0	4	12	50	100
2011	43136305	2	0	0	4	13	50	100
2012	43136305	2	0	0	4	4	60	65
2013	43136305	0	0	0	4	239	500	700
2014	43136306	2	0	0	4	11	50	100
2015	43136306	2	0	0	4	12	50	100
2016	43136306	2	0	0	4	13	50	100
2017	43136306	2	0	0	4	4	60	65
2018	43136306	0	0	0	4	240	500	700
2019	43136307	2	0	0	4	11	50	100
2020	43136307	2	0	0	4	12	50	100
2021	43136307	2	0	0	4	13	50	100
2022	43136307	2	0	0	4	4	60	65
2023	43136307	0	0	0	4	241	500	700
2024	43136401	0	0	0	1	4	35	41
2025	43136402	0	0	0	2	4	42	56
2026	43136501	0	0	0	1	4	35	41
2027	43136502	0	0	0	2	4	42	56
2028	43136601	0	0	0	2	4	42	56
2029	43136602	0	0	0	3	4	60	65
2030	43136603	0	0	0	3	22	200	216
2031	43136604	0	0	0	3	24	200	216
2032	43136605	0	0	0	3	26	200	216
2033	43136701	0	0	0	3	4	60	65
2034	43136702	0	0	0	4	13	100	200
2035	43136702	0	0	0	4	4	60	65
2036	43136801	0	0	0	3	4	60	65
2037	43136802	0	0	0	4	13	100	200
2038	43136802	0	0	0	4	4	60	65
2039	43136901	0	0	0	3	4	60	65
2040	43136902	0	0	0	4	13	100	200
2041	43136902	0	0	0	4	4	60	65
2042	43136902	0	0	0	4	236	500	700
2043	43136903	2	0	0	4	13	100	200
2044	43136903	2	0	0	4	4	60	65
2045	43136903	0	0	0	4	237	500	700
2046	43136904	2	0	0	4	13	100	200
2047	43136904	2	0	0	4	4	60	65
2048	43136904	0	0	0	4	238	500	700
2049	43136905	2	0	0	4	13	100	200
2050	43136905	2	0	0	4	4	60	65
2051	43136905	0	0	0	4	239	500	700
2052	43136906	2	0	0	4	13	100	200
2053	43136906	2	0	0	4	4	60	65
2054	43136906	0	0	0	4	240	500	700
2055	43136907	2	0	0	4	13	100	200
2056	43136907	2	0	0	4	4	60	65
2057	43136907	0	0	0	4	241	500	700
2058	43137001	0	0	0	2	23	186	186
2059	43137101	0	0	0	2	23	186	186
2060	43137201	0	0	0	3	23	216	216
2061	43137301	0	0	0	4	34	300	300
2062	43137301	0	0	0	4	23	216	216
2063	43137401	0	0	0	4	34	300	300
2064	43137401	0	0	0	4	23	216	216
2065	43137501	0	0	0	4	34	300	300
2066	43137501	0	0	0	4	23	216	216
2067	43137501	0	0	0	4	132	1000	1000
2068	43137601	0	0	0	1	3	35	41
2069	43137602	0	0	0	2	3	42	56
2070	43137701	0	0	0	1	3	35	41
2071	43137702	0	0	0	2	3	42	56
2072	43137801	0	0	0	2	3	42	56
2073	43137802	0	0	0	3	3	60	65
2074	43137803	0	0	0	3	21	200	216
2075	43137804	0	0	0	3	23	200	216
2076	43137805	0	0	0	3	25	200	216
2077	43137901	0	0	0	3	4	60	65
2078	43137902	0	0	0	4	131	150	250
2079	43137902	0	0	0	4	132	150	250
2080	43138001	0	0	0	3	4	60	65
2081	43138002	0	0	0	4	131	150	250
2082	43138002	0	0	0	4	132	150	250
2083	43138101	0	0	0	3	4	60	65
2084	43138102	0	0	0	4	131	150	250
2085	43138102	0	0	0	4	132	150	250
2086	43138102	0	0	0	4	236	800	1200
2087	43138103	2	0	0	4	131	150	250
2088	43138103	2	0	0	4	132	150	250
2089	43138103	0	0	0	4	237	800	1200
2090	43138104	2	0	0	4	131	150	250
2091	43138104	2	0	0	4	132	150	250
2092	43138104	0	0	0	4	238	800	1200
2093	43138105	2	0	0	4	131	150	250
2094	43138105	2	0	0	4	132	150	250
2095	43138105	0	0	0	4	239	800	1200
2096	43138106	2	0	0	4	131	150	250
2097	43138106	2	0	0	4	132	150	250
2098	43138106	0	0	0	4	240	800	1200
2099	43138107	2	0	0	4	131	150	250
