流水	活动id	第几周	任务组	任务id	能量	功能检测和自动关闭
1519	6210	3	174	182060	50	1,1
1520	6210	3	175	181250	30	0,0
1521	6210	3	175	181260	30	0,0
1522	6210	3	175	181270	30	0,0
1523	6210	3	176	183050	100	23,1
1524	6210	3	177	182080	50	33,1
1525	6210	3	178	181340	30	138,1
1526	6210	3	178	181350	30	138,1
1527	6210	3	178	181360	30	138,1
1528	6210	3	179	183040	100	0,1
1529	6210	3	180	182100	50	41,0
1530	6210	3	181	182120	50	127,0
1531	6210	3	182	183080	100	13,1
1532	6210	3	183	182130	50	145,1
1533	6210	3	184	181430	30	37,0
1534	6210	3	184	181440	30	37,0
1535	6210	3	184	181450	30	37,0
1536	6210	3	185	183100	100	0,1
1537	6210	3	186	182160	50	25,1
1538	6210	3	187	181520	30	0,1
1539	6210	3	187	181530	30	0,1
1540	6210	3	187	181540	30	0,1
1541	6210	4	188	183010	100	0,1
1542	6210	4	189	182010	50	69,0
1543	6210	4	190	181100	30	0,1
1544	6210	4	190	181110	30	0,1
1545	6210	4	190	181120	30	0,1
1546	6210	4	191	183030	100	80,1
1547	6210	4	192	182030	50	39,0
1548	6210	4	193	182050	50	0,0
1549	6210	4	194	183040	100	0,1
1550	6210	4	195	182070	50	2,1
1551	6210	4	196	181280	30	0,0
1552	6210	4	196	181290	30	0,0
1553	6210	4	196	181300	30	0,0
1554	6210	4	197	183050	100	23,1
1555	6210	4	198	182080	50	33,1
1556	6210	4	199	181370	30	138,1
1557	6210	4	199	181380	30	138,1
1558	6210	4	199	181390	30	138,1
1559	6210	4	200	183060	100	14,1
1560	6210	4	201	182100	50	41,0
1561	6210	4	202	182110	50	0,0
1562	6210	4	203	183080	100	13,1
1563	6210	4	204	182130	50	145,1
1564	6210	4	205	181430	30	37,0
1565	6210	4	205	181440	30	37,0
1566	6210	4	205	181450	30	37,0
1567	6210	4	206	183110	100	0,1
1568	6210	4	207	182170	50	25,1
1569	6210	4	208	181550	30	0,1
1570	6210	4	208	181560	30	0,1
1571	6210	4	208	181570	30	0,1
1572	6210	5	209	183010	100	0,1
1573	6210	5	210	182010	50	69,0
1574	6210	5	211	181310	30	138,1
1575	6210	5	211	181320	30	138,1
1576	6210	5	211	181330	30	138,1
1577	6210	5	213	182020	50	12,0
1578	6210	5	214	182030	50	39,0
1579	6210	5	217	181340	30	138,1
1580	6210	5	217	181350	30	138,1
1581	6210	5	217	181360	30	138,1
1582	6210	5	218	183040	100	0,1
1583	6210	5	219	182050	50	0,0
1584	6210	5	220	182060	50	1,1
1585	6210	5	221	183050	100	23,1
1586	6210	5	222	182070	50	2,1
1587	6210	5	223	181370	30	138,1
1588	6210	5	223	181380	30	138,1
1589	6210	5	223	181390	30	138,1
1590	6210	5	225	182080	50	33,1
1591	6210	5	226	181400	30	0,1
1592	6210	5	226	181410	30	0,1
1593	6210	5	226	181420	30	0,1
1594	6210	5	227	183070	100	0,1
1595	6210	5	228	182090	50	34,1
1596	6210	5	229	181430	30	37,0
1597	6210	5	229	181440	30	37,0
1598	6210	5	229	181450	30	37,0
1599	6210	5	230	183080	100	13,1
1600	6210	5	231	182100	50	41,0
1601	6210	5	232	182110	50	0,0
1602	6210	5	233	183090	100	0,1
1603	6210	5	234	182120	50	127,0
1604	6210	5	235	181580	30	0,1
1605	6210	5	235	181590	30	0,1
1606	6210	5	235	181600	30	0,1
1607	6210	5	236	183100	100	0,1
1608	6210	5	237	182130	50	145,1
1609	6210	5	238	181130	30	0,1
1610	6210	5	238	181140	30	0,1
1611	6210	5	238	181150	30	0,1
1612	6210	5	239	183110	100	0,1
1613	6210	5	240	182140	50	25,1
1614	6210	5	241	181160	30	0,1
1615	6210	5	241	181170	30	0,1
1616	6210	5	241	181180	30	0,1
1617	6210	5	242	183120	100	0,1
1618	6210	5	243	182150	50	25,1
1619	6210	5	244	181250	30	0,0
1620	6210	5	244	181260	30	0,0
1621	6210	5	244	181270	30	0,0
1622	6210	5	245	182160	50	25,1
1623	6210	5	246	182170	50	25,1
1624	6210	5	247	181190	30	0,0
1625	6210	5	247	181200	30	0,0
1626	6210	5	247	181210	30	0,0
1627	6210	5	248	182180	50	25,1
1628	6211	1	125	183010	100	0,1
1629	6211	1	126	182010	50	69,0
1630	6211	1	127	181430	30	37,0
1631	6211	1	127	181440	30	37,0
1632	6211	1	127	181450	30	37,0
1633	6211	1	128	183020	100	106,1
1634	6211	1	129	182020	50	12,0
1635	6211	1	130	182050	50	0,0
1636	6211	1	131	183040	100	0,1
1637	6211	1	132	182060	50	1,1
1638	6211	1	133	181010	30	0,1
1639	6211	1	133	181020	30	0,1
1640	6211	1	133	181030	30	0,1
1641	6211	1	134	183050	100	23,1
1642	6211	1	135	182080	50	33,1
1643	6211	1	136	181190	30	0,0
1644	6211	1	136	181200	30	0,0
1645	6211	1	136	181210	30	0,0
1646	6211	1	137	183070	100	0,1
1647	6211	1	138	182100	50	41,0
1648	6211	1	139	182110	50	0,0
1649	6211	1	140	183080	100	13,1
1650	6211	1	141	182130	50	145,1
1651	6211	1	142	181400	30	0,1
1652	6211	1	142	181410	30	0,1
1653	6211	1	142	181420	30	0,1
1654	6211	1	143	183100	100	0,1
1655	6211	1	144	182140	50	25,1
1656	6211	1	145	181460	30	0,1
1657	6211	1	145	181470	30	0,1
1658	6211	1	145	181480	30	0,1
1659	6211	1	249	183130	30	183,1
1660	6211	2	146	183010	100	0,1
1661	6211	2	147	182010	50	69,0
1662	6211	2	148	181040	30	0,1
1663	6211	2	148	181050	30	0,1
1664	6211	2	148	181060	30	0,1
1665	6211	2	149	183030	100	80,1
1666	6211	2	150	182030	50	39,0
1667	6211	2	151	182050	50	0,0
1668	6211	2	152	183040	100	0,1
1669	6211	2	153	182060	50	1,1
1670	6211	2	154	181220	30	0,0
1671	6211	2	154	181230	30	0,0
1672	6211	2	154	181240	30	0,0
1673	6211	2	155	183050	100	23,1
1674	6211	2	156	182080	50	33,1
1675	6211	2	157	181310	30	138,1
1676	6211	2	157	181320	30	138,1
1677	6211	2	157	181330	30	138,1
1678	6211	2	158	183060	100	14,1
1679	6211	2	159	182090	50	34,1
1680	6211	2	160	182100	50	41,0
1681	6211	2	161	183080	100	13,1
1682	6211	2	162	182130	50	145,1
1683	6211	2	163	181430	30	37,0
1684	6211	2	163	181440	30	37,0
1685	6211	2	163	181450	30	37,0
1686	6211	2	164	183110	100	0,1
1687	6211	2	165	182150	50	25,1
1688	6211	2	166	181490	30	0,1
1689	6211	2	166	181500	30	0,1
1690	6211	2	166	181510	30	0,1
1691	6211	3	167	183010	100	0,1
1692	6211	3	168	182010	50	69,0
1693	6211	3	169	181070	30	0,1
1694	6211	3	169	181080	30	0,1
1695	6211	3	169	181090	30	0,1
1696	6211	3	170	183020	100	106,1
1697	6211	3	171	182070	50	2,1
1698	6211	3	172	182050	50	0,0
1699	6211	3	173	183070	100	0,1
1700	6211	3	174	182060	50	1,1
1701	6211	3	175	181250	30	0,0
1702	6211	3	175	181260	30	0,0
1703	6211	3	175	181270	30	0,0
1704	6211	3	176	183050	100	23,1
1705	6211	3	177	182080	50	33,1
1706	6211	3	178	181340	30	138,1
1707	6211	3	178	181350	30	138,1
1708	6211	3	178	181360	30	138,1
1709	6211	3	179	183040	100	0,1
1710	6211	3	180	182100	50	41,0
1711	6211	3	181	182120	50	127,0
1712	6211	3	182	183080	100	13,1
1713	6211	3	183	182130	50	145,1
1714	6211	3	184	181430	30	37,0
1715	6211	3	184	181440	30	37,0
1716	6211	3	184	181450	30	37,0
1717	6211	3	185	183100	100	0,1
1718	6211	3	186	182160	50	25,1
1719	6211	3	187	181520	30	0,1
1720	6211	3	187	181530	30	0,1
1721	6211	3	187	181540	30	0,1
1722	6211	4	188	183010	100	0,1
1723	6211	4	189	182010	50	69,0
1724	6211	4	190	181100	30	0,1
1725	6211	4	190	181110	30	0,1
1726	6211	4	190	181120	30	0,1
1727	6211	4	191	183030	100	80,1
1728	6211	4	192	182030	50	39,0
1729	6211	4	193	182050	50	0,0
1730	6211	4	194	183040	100	0,1
1731	6211	4	195	182070	50	2,1
1732	6211	4	196	181280	30	0,0
1733	6211	4	196	181290	30	0,0
1734	6211	4	196	181300	30	0,0
1735	6211	4	197	183050	100	23,1
1736	6211	4	198	182080	50	33,1
1737	6211	4	199	181370	30	138,1
1738	6211	4	199	181380	30	138,1
1739	6211	4	199	181390	30	138,1
1740	6211	4	200	183060	100	14,1
1741	6211	4	201	182100	50	41,0
1742	6211	4	202	182110	50	0,0
1743	6211	4	203	183080	100	13,1
1744	6211	4	204	182130	50	145,1
1745	6211	4	205	181430	30	37,0
1746	6211	4	205	181440	30	37,0
1747	6211	4	205	181450	30	37,0
1748	6211	4	206	183110	100	0,1
1749	6211	4	207	182170	50	25,1
1750	6211	4	208	181550	30	0,1
1751	6211	4	208	181560	30	0,1
1752	6211	4	208	181570	30	0,1
1753	6211	5	209	183010	100	0,1
1754	6211	5	210	182010	50	69,0
1755	6211	5	211	181310	30	138,1
1756	6211	5	211	181320	30	138,1
1757	6211	5	211	181330	30	138,1
1758	6211	5	213	182020	50	12,0
1759	6211	5	214	182030	50	39,0
1760	6211	5	217	181340	30	138,1
1761	6211	5	217	181350	30	138,1
1762	6211	5	217	181360	30	138,1
1763	6211	5	218	183040	100	0,1
1764	6211	5	219	182050	50	0,0
1765	6211	5	220	182060	50	1,1
1766	6211	5	221	183050	100	23,1
1767	6211	5	222	182070	50	2,1
1768	6211	5	223	181370	30	138,1
1769	6211	5	223	181380	30	138,1
1770	6211	5	223	181390	30	138,1
1771	6211	5	225	182080	50	33,1
1772	6211	5	226	181400	30	0,1
1773	6211	5	226	181410	30	0,1
1774	6211	5	226	181420	30	0,1
1775	6211	5	227	183070	100	0,1
1776	6211	5	228	182090	50	34,1
1777	6211	5	229	181430	30	37,0
1778	6211	5	229	181440	30	37,0
1779	6211	5	229	181450	30	37,0
1780	6211	5	230	183080	100	13,1
1781	6211	5	231	182100	50	41,0
1782	6211	5	232	182110	50	0,0
1783	6211	5	233	183090	100	0,1
1784	6211	5	234	182120	50	127,0
1785	6211	5	235	181580	30	0,1
1786	6211	5	235	181590	30	0,1
1787	6211	5	235	181600	30	0,1
1788	6211	5	236	183100	100	0,1
1789	6211	5	237	182130	50	145,1
1790	6211	5	238	181130	30	0,1
1791	6211	5	238	181140	30	0,1
1792	6211	5	238	181150	30	0,1
1793	6211	5	239	183110	100	0,1
1794	6211	5	240	182140	50	25,1
1795	6211	5	241	181160	30	0,1
1796	6211	5	241	181170	30	0,1
1797	6211	5	241	181180	30	0,1
1798	6211	5	242	183120	100	0,1
1799	6211	5	243	182150	50	25,1
1800	6211	5	244	181250	30	0,0
1801	6211	5	244	181260	30	0,0
1802	6211	5	244	181270	30	0,0
1803	6211	5	245	182160	50	25,1
1804	6211	5	246	182170	50	25,1
1805	6211	5	247	181190	30	0,0
1806	6211	5	247	181200	30	0,0
1807	6211	5	247	181210	30	0,0
1808	6211	5	248	182180	50	25,1
1809	6212	1	125	183010	100	0,1
1810	6212	1	126	182010	50	69,0
1811	6212	1	127	181430	30	37,0
1812	6212	1	127	181440	30	37,0
1813	6212	1	127	181450	30	37,0
1814	6212	1	128	183020	100	106,1
1815	6212	1	129	182020	50	12,0
1816	6212	1	130	182050	50	0,0
1817	6212	1	131	183040	100	0,1
1818	6212	1	132	182060	50	1,1
1819	6212	1	133	181010	30	0,1
1820	6212	1	133	181020	30	0,1
1821	6212	1	133	181030	30	0,1
1822	6212	1	134	183050	100	23,1
1823	6212	1	135	182080	50	33,1
1824	6212	1	136	181190	30	0,0
1825	6212	1	136	181200	30	0,0
1826	6212	1	136	181210	30	0,0
1827	6212	1	137	183070	100	0,1
1828	6212	1	138	182100	50	41,0
1829	6212	1	139	182110	50	0,0
1830	6212	1	140	183080	100	13,1
1831	6212	1	141	182130	50	145,1
1832	6212	1	142	181400	30	0,1
1833	6212	1	142	181410	30	0,1
1834	6212	1	142	181420	30	0,1
1835	6212	1	143	183100	100	0,1
1836	6212	1	144	182140	50	25,1
1837	6212	1	145	181460	30	0,1
1838	6212	1	145	181470	30	0,1
1839	6212	1	145	181480	30	0,1
1840	6212	1	249	183130	30	183,1
1841	6212	2	146	183010	100	0,1
1842	6212	2	147	182010	50	69,0
1843	6212	2	148	181040	30	0,1
1844	6212	2	148	181050	30	0,1
1845	6212	2	148	181060	30	0,1
1846	6212	2	149	183030	100	80,1
1847	6212	2	150	182030	50	39,0
1848	6212	2	151	182050	50	0,0
1849	6212	2	152	183040	100	0,1
1850	6212	2	153	182060	50	1,1
1851	6212	2	154	181220	30	0,0
1852	6212	2	154	181230	30	0,0
1853	6212	2	154	181240	30	0,0
1854	6212	2	155	183050	100	23,1
1855	6212	2	156	182080	50	33,1
1856	6212	2	157	181310	30	138,1
1857	6212	2	157	181320	30	138,1
1858	6212	2	157	181330	30	138,1
1859	6212	2	158	183060	100	14,1
1860	6212	2	159	182090	50	34,1
1861	6212	2	160	182100	50	41,0
1862	6212	2	161	183080	100	13,1
1863	6212	2	162	182130	50	145,1
1864	6212	2	163	181430	30	37,0
1865	6212	2	163	181440	30	37,0
1866	6212	2	163	181450	30	37,0
1867	6212	2	164	183110	100	0,1
1868	6212	2	165	182150	50	25,1
1869	6212	2	166	181490	30	0,1
1870	6212	2	166	181500	30	0,1
1871	6212	2	166	181510	30	0,1
1872	6212	3	167	183010	100	0,1
1873	6212	3	168	182010	50	69,0
1874	6212	3	169	181070	30	0,1
1875	6212	3	169	181080	30	0,1
1876	6212	3	169	181090	30	0,1
1877	6212	3	170	183020	100	106,1
1878	6212	3	171	182070	50	2,1
1879	6212	3	172	182050	50	0,0
1880	6212	3	173	183070	100	0,1
1881	6212	3	174	182060	50	1,1
1882	6212	3	175	181250	30	0,0
1883	6212	3	175	181260	30	0,0
1884	6212	3	175	181270	30	0,0
1885	6212	3	176	183050	100	23,1
1886	6212	3	177	182080	50	33,1
1887	6212	3	178	181340	30	138,1
1888	6212	3	178	181350	30	138,1
1889	6212	3	178	181360	30	138,1
1890	6212	3	179	183040	100	0,1
1891	6212	3	180	182100	50	41,0
1892	6212	3	181	182120	50	127,0
1893	6212	3	182	183080	100	13,1
1894	6212	3	183	182130	50	145,1
1895	6212	3	184	181430	30	37,0
1896	6212	3	184	181440	30	37,0
1897	6212	3	184	181450	30	37,0
1898	6212	3	185	183100	100	0,1
1899	6212	3	186	182160	50	25,1
1900	6212	3	187	181520	30	0,1
1901	6212	3	187	181530	30	0,1
1902	6212	3	187	181540	30	0,1
1903	6212	4	188	183010	100	0,1
1904	6212	4	189	182010	50	69,0
1905	6212	4	190	181100	30	0,1
1906	6212	4	190	181110	30	0,1
1907	6212	4	190	181120	30	0,1
1908	6212	4	191	183030	100	80,1
1909	6212	4	192	182030	50	39,0
1910	6212	4	193	182050	50	0,0
1911	6212	4	194	183040	100	0,1
1912	6212	4	195	182070	50	2,1
1913	6212	4	196	181280	30	0,0
1914	6212	4	196	181290	30	0,0
1915	6212	4	196	181300	30	0,0
1916	6212	4	197	183050	100	23,1
1917	6212	4	198	182080	50	33,1
1918	6212	4	199	181370	30	138,1
1919	6212	4	199	181380	30	138,1
1920	6212	4	199	181390	30	138,1
1921	6212	4	200	183060	100	14,1
1922	6212	4	201	182100	50	41,0
1923	6212	4	202	182110	50	0,0
1924	6212	4	203	183080	100	13,1
1925	6212	4	204	182130	50	145,1
1926	6212	4	205	181430	30	37,0
1927	6212	4	205	181440	30	37,0
1928	6212	4	205	181450	30	37,0
1929	6212	4	206	183110	100	0,1
1930	6212	4	207	182170	50	25,1
1931	6212	4	208	181550	30	0,1
1932	6212	4	208	181560	30	0,1
1933	6212	4	208	181570	30	0,1
1934	6212	5	209	183010	100	0,1
1935	6212	5	210	182010	50	69,0
1936	6212	5	211	181310	30	138,1
1937	6212	5	211	181320	30	138,1
1938	6212	5	211	181330	30	138,1
1939	6212	5	213	182020	50	12,0
1940	6212	5	214	182030	50	39,0
1941	6212	5	217	181340	30	138,1
1942	6212	5	217	181350	30	138,1
1943	6212	5	217	181360	30	138,1
1944	6212	5	218	183040	100	0,1
1945	6212	5	219	182050	50	0,0
1946	6212	5	220	182060	50	1,1
1947	6212	5	221	183050	100	23,1
1948	6212	5	222	182070	50	2,1
1949	6212	5	223	181370	30	138,1
1950	6212	5	223	181380	30	138,1
1951	6212	5	223	181390	30	138,1
1952	6212	5	225	182080	50	33,1
1953	6212	5	226	181400	30	0,1
1954	6212	5	226	181410	30	0,1
1955	6212	5	226	181420	30	0,1
1956	6212	5	227	183070	100	0,1
1957	6212	5	228	182090	50	34,1
1958	6212	5	229	181430	30	37,0
1959	6212	5	229	181440	30	37,0
1960	6212	5	229	181450	30	37,0
1961	6212	5	230	183080	100	13,1
1962	6212	5	231	182100	50	41,0
1963	6212	5	232	182110	50	0,0
1964	6212	5	233	183090	100	0,1
1965	6212	5	234	182120	50	127,0
1966	6212	5	235	181580	30	0,1
1967	6212	5	235	181590	30	0,1
1968	6212	5	235	181600	30	0,1
1969	6212	5	236	183100	100	0,1
1970	6212	5	237	182130	50	145,1
1971	6212	5	238	181130	30	0,1
1972	6212	5	238	181140	30	0,1
1973	6212	5	238	181150	30	0,1
1974	6212	5	239	183110	100	0,1
1975	6212	5	240	182140	50	25,1
1976	6212	5	241	181160	30	0,1
1977	6212	5	241	181170	30	0,1
1978	6212	5	241	181180	30	0,1
1979	6212	5	242	183120	100	0,1
1980	6212	5	243	182150	50	25,1
1981	6212	5	244	181250	30	0,0
1982	6212	5	244	181260	30	0,0
1983	6212	5	244	181270	30	0,0
1984	6212	5	245	182160	50	25,1
1985	6212	5	246	182170	50	25,1
1986	6212	5	247	181190	30	0,0
1987	6212	5	247	181200	30	0,0
1988	6212	5	247	181210	30	0,0
1989	6212	5	248	182180	50	25,1
1990	6213	1	125	183010	100	0,1
1991	6213	1	126	182010	50	69,0
1992	6213	1	127	181430	30	37,0
1993	6213	1	127	181440	30	37,0
1994	6213	1	127	181450	30	37,0
1995	6213	1	128	183020	100	106,1
1996	6213	1	129	182020	50	12,0
1997	6213	1	130	182050	50	0,0
1998	6213	1	131	183040	100	0,1
1999	6213	1	132	182060	50	1,1
2000	6213	1	133	181010	30	0,1
2001	6213	1	133	181020	30	0,1
2002	6213	1	133	181030	30	0,1
2003	6213	1	134	183050	100	23,1
2004	6213	1	135	182080	50	33,1
2005	6213	1	136	181190	30	0,0
2006	6213	1	136	181200	30	0,0
2007	6213	1	136	181210	30	0,0
2008	6213	1	137	183070	100	0,1
2009	6213	1	138	182100	50	41,0
2010	6213	1	139	182110	50	0,0
2011	6213	1	140	183080	100	13,1
2012	6213	1	141	182130	50	145,1
2013	6213	1	142	181400	30	0,1
2014	6213	1	142	181410	30	0,1
2015	6213	1	142	181420	30	0,1
2016	6213	1	143	183100	100	0,1
2017	6213	1	144	182140	50	25,1
2018	6213	1	145	181460	30	0,1
2019	6213	1	145	181470	30	0,1
2020	6213	1	145	181480	30	0,1
2021	6213	1	249	183130	30	183,1
2022	6213	2	146	183010	100	0,1
2023	6213	2	147	182010	50	69,0
2024	6213	2	148	181040	30	0,1
2025	6213	2	148	181050	30	0,1
2026	6213	2	148	181060	30	0,1
2027	6213	2	149	183030	100	80,1
2028	6213	2	150	182030	50	39,0
2029	6213	2	151	182050	50	0,0
2030	6213	2	152	183040	100	0,1
2031	6213	2	153	182060	50	1,1
2032	6213	2	154	181220	30	0,0
2033	6213	2	154	181230	30	0,0
2034	6213	2	154	181240	30	0,0
2035	6213	2	155	183050	100	23,1
2036	6213	2	156	182080	50	33,1
2037	6213	2	157	181310	30	138,1
2038	6213	2	157	181320	30	138,1
2039	6213	2	157	181330	30	138,1
2040	6213	2	158	183060	100	14,1
2041	6213	2	159	182090	50	34,1
2042	6213	2	160	182100	50	41,0
2043	6213	2	161	183080	100	13,1
2044	6213	2	162	182130	50	145,1
2045	6213	2	163	181430	30	37,0
2046	6213	2	163	181440	30	37,0
2047	6213	2	163	181450	30	37,0
2048	6213	2	164	183110	100	0,1
2049	6213	2	165	182150	50	25,1
2050	6213	2	166	181490	30	0,1
2051	6213	2	166	181500	30	0,1
2052	6213	2	166	181510	30	0,1
2053	6213	3	167	183010	100	0,1
2054	6213	3	168	182010	50	69,0
2055	6213	3	169	181070	30	0,1
2056	6213	3	169	181080	30	0,1
2057	6213	3	169	181090	30	0,1
2058	6213	3	170	183020	100	106,1
2059	6213	3	171	182070	50	2,1
2060	6213	3	172	182050	50	0,0
2061	6213	3	173	183070	100	0,1
2062	6213	3	174	182060	50	1,1
2063	6213	3	175	181250	30	0,0
2064	6213	3	175	181260	30	0,0
2065	6213	3	175	181270	30	0,0
2066	6213	3	176	183050	100	23,1
2067	6213	3	177	182080	50	33,1
2068	6213	3	178	181340	30	138,1
2069	6213	3	178	181350	30	138,1
2070	6213	3	178	181360	30	138,1
2071	6213	3	179	183040	100	0,1
2072	6213	3	180	182100	50	41,0
2073	6213	3	181	182120	50	127,0
2074	6213	3	182	183080	100	13,1
2075	6213	3	183	182130	50	145,1
2076	6213	3	184	181430	30	37,0
2077	6213	3	184	181440	30	37,0
2078	6213	3	184	181450	30	37,0
2079	6213	3	185	183100	100	0,1
2080	6213	3	186	182160	50	25,1
2081	6213	3	187	181520	30	0,1
2082	6213	3	187	181530	30	0,1
2083	6213	3	187	181540	30	0,1
2084	6213	4	188	183010	100	0,1
2085	6213	4	189	182010	50	69,0
2086	6213	4	190	181100	30	0,1
2087	6213	4	190	181110	30	0,1
2088	6213	4	190	181120	30	0,1
2089	6213	4	191	183030	100	80,1
2090	6213	4	192	182030	50	39,0
2091	6213	4	193	182050	50	0,0
2092	6213	4	194	183040	100	0,1
2093	6213	4	195	182070	50	2,1
2094	6213	4	196	181280	30	0,0
2095	6213	4	196	181290	30	0,0
2096	6213	4	196	181300	30	0,0
2097	6213	4	197	183050	100	23,1
2098	6213	4	198	182080	50	33,1
2099	6213	4	199	181370	30	138,1
2100	6213	4	199	181380	30	138,1
2101	6213	4	199	181390	30	138,1
2102	6213	4	200	183060	100	14,1
2103	6213	4	201	182100	50	41,0
2104	6213	4	202	182110	50	0,0
2105	6213	4	203	183080	100	13,1
2106	6213	4	204	182130	50	145,1
2107	6213	4	205	181430	30	37,0
2108	6213	4	205	181440	30	37,0
2109	6213	4	205	181450	30	37,0
2110	6213	4	206	183110	100	0,1
2111	6213	4	207	182170	50	25,1
2112	6213	4	208	181550	30	0,1
2113	6213	4	208	181560	30	0,1
2114	6213	4	208	181570	30	0,1
2115	6213	5	209	183010	100	0,1
2116	6213	5	210	182010	50	69,0
2117	6213	5	211	181310	30	138,1
2118	6213	5	211	181320	30	138,1
2119	6213	5	211	181330	30	138,1
2120	6213	5	213	182020	50	12,0
2121	6213	5	214	182030	50	39,0
2122	6213	5	217	181340	30	138,1
2123	6213	5	217	181350	30	138,1
2124	6213	5	217	181360	30	138,1
2125	6213	5	218	183040	100	0,1
2126	6213	5	219	182050	50	0,0
2127	6213	5	220	182060	50	1,1
2128	6213	5	221	183050	100	23,1
2129	6213	5	222	182070	50	2,1
2130	6213	5	223	181370	30	138,1
2131	6213	5	223	181380	30	138,1
2132	6213	5	223	181390	30	138,1
2133	6213	5	225	182080	50	33,1
2134	6213	5	226	181400	30	0,1
2135	6213	5	226	181410	30	0,1
2136	6213	5	226	181420	30	0,1
2137	6213	5	227	183070	100	0,1
2138	6213	5	228	182090	50	34,1
2139	6213	5	229	181430	30	37,0
2140	6213	5	229	181440	30	37,0
2141	6213	5	229	181450	30	37,0
2142	6213	5	230	183080	100	13,1
2143	6213	5	231	182100	50	41,0
2144	6213	5	232	182110	50	0,0
2145	6213	5	233	183090	100	0,1
2146	6213	5	234	182120	50	127,0
2147	6213	5	235	181580	30	0,1
2148	6213	5	235	181590	30	0,1
2149	6213	5	235	181600	30	0,1
2150	6213	5	236	183100	100	0,1
2151	6213	5	237	182130	50	145,1
2152	6213	5	238	181130	30	0,1
2153	6213	5	238	181140	30	0,1
2154	6213	5	238	181150	30	0,1
2155	6213	5	239	183110	100	0,1
2156	6213	5	240	182140	50	25,1
2157	6213	5	241	181160	30	0,1
2158	6213	5	241	181170	30	0,1
2159	6213	5	241	181180	30	0,1
2160	6213	5	242	183120	100	0,1
2161	6213	5	243	182150	50	25,1
2162	6213	5	244	181250	30	0,0
2163	6213	5	244	181260	30	0,0
2164	6213	5	244	181270	30	0,0
2165	6213	5	245	182160	50	25,1
2166	6213	5	246	182170	50	25,1
2167	6213	5	247	181190	30	0,0
2168	6213	5	247	181200	30	0,0
2169	6213	5	247	181210	30	0,0
2170	6213	5	248	182180	50	25,1
2171	6214	1	125	183010	100	0,1
2172	6214	1	126	182010	50	69,0
2173	6214	1	127	181430	30	37,0
2174	6214	1	127	181440	30	37,0
2175	6214	1	127	181450	30	37,0
2176	6214	1	128	183020	100	106,1
2177	6214	1	129	182020	50	12,0
2178	6214	1	130	182050	50	0,0
2179	6214	1	131	183040	100	0,1
2180	6214	1	132	182060	50	1,1
2181	6214	1	133	181010	30	0,1
2182	6214	1	133	181020	30	0,1
2183	6214	1	133	181030	30	0,1
2184	6214	1	134	183050	100	23,1
2185	6214	1	135	182080	50	33,1
2186	6214	1	136	181190	30	0,0
2187	6214	1	136	181200	30	0,0
2188	6214	1	136	181210	30	0,0
2189	6214	1	137	183070	100	0,1
2190	6214	1	138	182100	50	41,0
2191	6214	1	139	182110	50	0,0
2192	6214	1	140	183080	100	13,1
2193	6214	1	141	182130	50	145,1
2194	6214	1	142	181400	30	0,1
2195	6214	1	142	181410	30	0,1
2196	6214	1	142	181420	30	0,1
2197	6214	1	143	183100	100	0,1
2198	6214	1	144	182140	50	25,1
2199	6214	1	145	181460	30	0,1
2200	6214	1	145	181470	30	0,1
2201	6214	1	145	181480	30	0,1
2202	6214	1	249	183130	30	183,1
2203	6214	2	146	183010	100	0,1
2204	6214	2	147	182010	50	69,0
2205	6214	2	148	181040	30	0,1
2206	6214	2	148	181050	30	0,1
2207	6214	2	148	181060	30	0,1
2208	6214	2	149	183030	100	80,1
2209	6214	2	150	182030	50	39,0
2210	6214	2	151	182050	50	0,0
2211	6214	2	152	183040	100	0,1
2212	6214	2	153	182060	50	1,1
2213	6214	2	154	181220	30	0,0
2214	6214	2	154	181230	30	0,0
2215	6214	2	154	181240	30	0,0
2216	6214	2	155	183050	100	23,1
2217	6214	2	156	182080	50	33,1
2218	6214	2	157	181310	30	138,1
2219	6214	2	157	181320	30	138,1
2220	6214	2	157	181330	30	138,1
2221	6214	2	158	183060	100	14,1
2222	6214	2	159	182090	50	34,1
2223	6214	2	160	182100	50	41,0
2224	6214	2	161	183080	100	13,1
2225	6214	2	162	182130	50	145,1
2226	6214	2	163	181430	30	37,0
2227	6214	2	163	181440	30	37,0
2228	6214	2	163	181450	30	37,0
2229	6214	2	164	183110	100	0,1
2230	6214	2	165	182150	50	25,1
2231	6214	2	166	181490	30	0,1
2232	6214	2	166	181500	30	0,1
2233	6214	2	166	181510	30	0,1
2234	6214	3	167	183010	100	0,1
2235	6214	3	168	182010	50	69,0
2236	6214	3	169	181070	30	0,1
2237	6214	3	169	181080	30	0,1
2238	6214	3	169	181090	30	0,1
2239	6214	3	170	183020	100	106,1
2240	6214	3	171	182070	50	2,1
2241	6214	3	172	182050	50	0,0
2242	6214	3	173	183070	100	0,1
2243	6214	3	174	182060	50	1,1
2244	6214	3	175	181250	30	0,0
2245	6214	3	175	181260	30	0,0
2246	6214	3	175	181270	30	0,0
2247	6214	3	176	183050	100	23,1
2248	6214	3	177	182080	50	33,1
2249	6214	3	178	181340	30	138,1
2250	6214	3	178	181350	30	138,1
2251	6214	3	178	181360	30	138,1
2252	6214	3	179	183040	100	0,1
2253	6214	3	180	182100	50	41,0
