流水ID	共鸣ID	等级	道具品质	基础属性加成	百分比加成属性id	共鸣百分比加成语言说明	共鸣百分比加成语言	推荐标识	共鸣名称	共鸣icon	六维1万分比	六维2万分比	六维3万分比	六维4万分比	六维5万分比	六维6万分比	共鸣六维百分比加成	共鸣六维百分比加成	共鸣激活buff效果	buff加成战力
205	1002006	5	3,2;4,1	1,600	4,2400;24,2400;26,2400;22,2400	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001006	SoulMedalResonance_006	0	0	3600	0	3600	3600	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
206	1002006	6	3,2;4,1	1,650	4,2600;24,2600;26,2600;22,2600	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001006	SoulMedalResonance_006	0	0	3900	0	3900	3900	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
207	1002006	7	3,2;4,1	1,700	4,2800;24,2800;26,2800;22,2800	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001006	SoulMedalResonance_006	0	0	4200	0	4200	4200	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
208	1002006	8	3,2;4,1	1,750	4,3000;24,3000;26,3000;22,3000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001006	SoulMedalResonance_006	0	0	4500	0	4500	4500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
209	1002006	9	3,2;4,1	1,800	4,3400;24,3400;26,3400;22,3400	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001006	SoulMedalResonance_006	0	0	5200	0	5200	5200	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
210	1002006	10	3,2;4,1	1,850	4,4000;24,4000;26,4000;22,4000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001006	SoulMedalResonance_006	0	0	6300	0	6300	6300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
211	1002007	1	3,1;4,2	1,600	4,2000;24,2000;26,2000;22,2000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001007	SoulMedalResonance_007	0	0	2800	0	2800	2800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
212	1002007	2	3,1;4,2	1,650	4,2100;24,2100;26,2100;22,2100	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001007	SoulMedalResonance_007	0	0	3000	0	3000	3000	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
213	1002007	3	3,1;4,2	1,700	4,2200;24,2200;26,2200;22,2200	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001007	SoulMedalResonance_007	0	0	3300	0	3300	3300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
214	1002007	4	3,1;4,2	1,750	4,2300;24,2300;26,2300;22,2300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001007	SoulMedalResonance_007	0	0	3600	0	3600	3600	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
215	1002007	5	3,1;4,2	1,800	4,2400;24,2400;26,2400;22,2400	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001007	SoulMedalResonance_007	0	0	3900	0	3900	3900	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
216	1002007	6	3,1;4,2	1,900	4,2600;24,2600;26,2600;22,2600	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001007	SoulMedalResonance_007	0	0	4200	0	4200	4200	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
217	1002007	7	3,1;4,2	1,1000	4,2800;24,2800;26,2800;22,2800	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001007	SoulMedalResonance_007	0	0	4500	0	4500	4500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
218	1002007	8	3,1;4,2	1,1100	4,3000;24,3000;26,3000;22,3000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001007	SoulMedalResonance_007	0	0	5200	0	5200	5200	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
219	1002007	9	3,1;4,2	1,1200	4,3400;24,3400;26,3400;22,3400	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001007	SoulMedalResonance_007	0	0	5900	0	5900	5900	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
220	1002007	10	3,1;4,2	1,1300	4,4000;24,4000;26,4000;22,4000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001007	SoulMedalResonance_007	0	0	6500	0	6500	6500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
221	1002008	1	2,1;3,3	1,300	4,2000;24,2000;26,2000;22,2000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001008	SoulMedalResonance_008	0	0	2800	0	2800	2800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc		0
222	1002008	2	2,1;3,3	1,350	4,2100;24,2100;26,2100;22,2100	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001008	SoulMedalResonance_008	0	0	3000	0	3000	3000	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc		0
223	1002008	3	2,1;3,3	1,400	4,2200;24,2200;26,2200;22,2200	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001008	SoulMedalResonance_008	0	0	3300	0	3300	3300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc		0
224	1002008	4	2,1;3,3	1,450	4,2300;24,2300;26,2300;22,2300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001008	SoulMedalResonance_008	0	0	3600	0	3600	3600	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc		0
225	1002008	5	2,1;3,3	1,500	4,2400;24,2400;26,2400;22,2400	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001008	SoulMedalResonance_008	0	0	3900	0	3900	3900	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc		0
226	1002008	6	2,1;3,3	1,550	4,2600;24,2600;26,2600;22,2600	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001008	SoulMedalResonance_008	0	0	4200	0	4200	4200	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc		0
227	1002008	7	2,1;3,3	1,600	4,2800;24,2800;26,2800;22,2800	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001008	SoulMedalResonance_008	0	0	4500	0	4500	4500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc		0
228	1002008	8	2,1;3,3	1,650	4,3000;24,3000;26,3000;22,3000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001008	SoulMedalResonance_008	0	0	5200	0	5200	5200	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc		0
229	1002008	9	2,1;3,3	1,700	4,3400;24,3400;26,3400;22,3400	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001008	SoulMedalResonance_008	0	0	5900	0	5900	5900	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc		0
230	1002008	10	2,1;3,3	1,750	4,4000;24,4000;26,4000;22,4000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001008	SoulMedalResonance_008	0	0	6500	0	6500	6500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc		0
231	1002009	1	3,3;4,1	1,400	4,2000;24,2000;26,2000;22,2000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001009	SoulMedalResonance_009	0	0	2800	0	2800	2800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
232	1002009	2	3,3;4,1	1,450	4,2100;24,2100;26,2100;22,2100	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001009	SoulMedalResonance_009	0	0	3000	0	3000	3000	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
233	1002009	3	3,3;4,1	1,500	4,2200;24,2200;26,2200;22,2200	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001009	SoulMedalResonance_009	0	0	3300	0	3300	3300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
234	1002009	4	3,3;4,1	1,550	4,2300;24,2300;26,2300;22,2300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001009	SoulMedalResonance_009	0	0	3600	0	3600	3600	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
235	1002009	5	3,3;4,1	1,600	4,2400;24,2400;26,2400;22,2400	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001009	SoulMedalResonance_009	0	0	3900	0	3900	3900	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
236	1002009	6	3,3;4,1	1,650	4,2600;24,2600;26,2600;22,2600	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001009	SoulMedalResonance_009	0	0	4200	0	4200	4200	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
237	1002009	7	3,3;4,1	1,700	4,2800;24,2800;26,2800;22,2800	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001009	SoulMedalResonance_009	0	0	4500	0	4500	4500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
238	1002009	8	3,3;4,1	1,750	4,3000;24,3000;26,3000;22,3000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001009	SoulMedalResonance_009	0	0	5200	0	5200	5200	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
239	1002009	9	3,3;4,1	1,800	4,3400;24,3400;26,3400;22,3400	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001009	SoulMedalResonance_009	0	0	5900	0	5900	5900	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
240	1002009	10	3,3;4,1	1,850	4,4000;24,4000;26,4000;22,4000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001009	SoulMedalResonance_009	0	0	6500	0	6500	6500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
241	1002010	1	3,2;4,2	1,700	4,2000;24,2000;26,2000;22,2000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001010	SoulMedalResonance_010	0	0	2800	0	2800	2800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
242	1002010	2	3,2;4,2	1,750	4,2100;24,2100;26,2100;22,2100	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001010	SoulMedalResonance_010	0	0	3000	0	3000	3000	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
243	1002010	3	3,2;4,2	1,800	4,2200;24,2200;26,2200;22,2200	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001010	SoulMedalResonance_010	0	0	3300	0	3300	3300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
244	1002010	4	3,2;4,2	1,850	4,2300;24,2300;26,2300;22,2300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001010	SoulMedalResonance_010	0	0	3600	0	3600	3600	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
245	1002010	5	3,2;4,2	1,900	4,2400;24,2400;26,2400;22,2400	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001010	SoulMedalResonance_010	0	0	3900	0	3900	3900	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
246	1002010	6	3,2;4,2	1,1000	4,2600;24,2600;26,2600;22,2600	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001010	SoulMedalResonance_010	0	0	4200	0	4200	4200	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
247	1002010	7	3,2;4,2	1,1100	4,2800;24,2800;26,2800;22,2800	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001010	SoulMedalResonance_010	0	0	4500	0	4500	4500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
248	1002010	8	3,2;4,2	1,1200	4,3000;24,3000;26,3000;22,3000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001010	SoulMedalResonance_010	0	0	5200	0	5200	5200	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
249	1002010	9	3,2;4,2	1,1300	4,3400;24,3400;26,3400;22,3400	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001010	SoulMedalResonance_010	0	0	5900	0	5900	5900	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
250	1002010	10	3,2;4,2	1,1400	4,4000;24,4000;26,4000;22,4000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001010	SoulMedalResonance_010	0	0	6500	0	6500	6500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
251	1002011	1	3,1;4,3	1,900	4,2100;24,2100;26,2100;22,2100	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001011	SoulMedalResonance_011	0	0	2800	0	2800	2800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
252	1002011	2	3,1;4,3	1,1000	4,2300;24,2300;26,2300;22,2300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001011	SoulMedalResonance_011	0	0	3100	0	3100	3100	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
253	1002011	3	3,1;4,3	1,1100	4,2500;24,2500;26,2500;22,2500	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001011	SoulMedalResonance_011	0	0	3300	0	3300	3300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
254	1002011	4	3,1;4,3	1,1200	4,2700;24,2700;26,2700;22,2700	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001011	SoulMedalResonance_011	0	0	3800	0	3800	3800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
255	1002011	5	3,1;4,3	1,1300	4,2900;24,2900;26,2900;22,2900	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001011	SoulMedalResonance_011	0	0	4100	0	4100	4100	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
256	1002011	6	3,1;4,3	1,1400	4,3200;24,3200;26,3200;22,3200	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001011	SoulMedalResonance_011	0	0	4500	0	4500	4500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
257	1002011	7	3,1;4,3	1,1500	4,3500;24,3500;26,3500;22,3500	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001011	SoulMedalResonance_011	0	0	5000	0	5000	5000	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
258	1002011	8	3,1;4,3	1,1600	4,3800;24,3800;26,3800;22,3800	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001011	SoulMedalResonance_011	0	0	5600	0	5600	5600	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
259	1002011	9	3,1;4,3	1,1700	4,4300;24,4300;26,4300;22,4300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001011	SoulMedalResonance_011	0	0	7300	0	7300	7300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
260	1002011	10	3,1;4,3	1,1800	4,5000;24,5000;26,5000;22,5000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001011	SoulMedalResonance_011	0	0	7500	0	7500	7500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
261	1002012	1	3,4;4,1	1,400	4,2100;24,2100;26,2100;22,2100	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001012	SoulMedalResonance_012	0	0	2800	0	2800	2800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
262	1002012	2	3,4;4,1	1,450	4,2300;24,2300;26,2300;22,2300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001012	SoulMedalResonance_012	0	0	3100	0	3100	3100	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
263	1002012	3	3,4;4,1	1,500	4,2500;24,2500;26,2500;22,2500	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001012	SoulMedalResonance_012	0	0	3300	0	3300	3300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
264	1002012	4	3,4;4,1	1,550	4,2700;24,2700;26,2700;22,2700	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001012	SoulMedalResonance_012	0	0	3800	0	3800	3800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
265	1002012	5	3,4;4,1	1,600	4,2900;24,2900;26,2900;22,2900	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001012	SoulMedalResonance_012	0	0	4100	0	4100	4100	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
266	1002012	6	3,4;4,1	1,650	4,3200;24,3200;26,3200;22,3200	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001012	SoulMedalResonance_012	0	0	4500	0	4500	4500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
267	1002012	7	3,4;4,1	1,700	4,3500;24,3500;26,3500;22,3500	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001012	SoulMedalResonance_012	0	0	5000	0	5000	5000	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
268	1002012	8	3,4;4,1	1,750	4,3800;24,3800;26,3800;22,3800	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001012	SoulMedalResonance_012	0	0	5600	0	5600	5600	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
269	1002012	9	3,4;4,1	1,800	4,4300;24,4300;26,4300;22,4300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001012	SoulMedalResonance_012	0	0	7300	0	7300	7300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
270	1002012	10	3,4;4,1	1,850	4,5000;24,5000;26,5000;22,5000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001012	SoulMedalResonance_012	0	0	7500	0	7500	7500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_01	400
271	1002013	1	3,3;4,2	1,700	4,2100;24,2100;26,2100;22,2100	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001013	SoulMedalResonance_013	0	0	2800	0	2800	2800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
272	1002013	2	3,3;4,2	1,750	4,2300;24,2300;26,2300;22,2300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001013	SoulMedalResonance_013	0	0	3100	0	3100	3100	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
273	1002013	3	3,3;4,2	1,800	4,2500;24,2500;26,2500;22,2500	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001013	SoulMedalResonance_013	0	0	3300	0	3300	3300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
274	1002013	4	3,3;4,2	1,850	4,2700;24,2700;26,2700;22,2700	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001013	SoulMedalResonance_013	0	0	3800	0	3800	3800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
275	1002013	5	3,3;4,2	1,900	4,2900;24,2900;26,2900;22,2900	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001013	SoulMedalResonance_013	0	0	4100	0	4100	4100	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
276	1002013	6	3,3;4,2	1,1000	4,3200;24,3200;26,3200;22,3200	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001013	SoulMedalResonance_013	0	0	4500	0	4500	4500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
277	1002013	7	3,3;4,2	1,1100	4,3500;24,3500;26,3500;22,3500	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001013	SoulMedalResonance_013	0	0	5000	0	5000	5000	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
278	1002013	8	3,3;4,2	1,1200	4,3800;24,3800;26,3800;22,3800	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001013	SoulMedalResonance_013	0	0	5600	0	5600	5600	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
279	1002013	9	3,3;4,2	1,1300	4,4300;24,4300;26,4300;22,4300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001013	SoulMedalResonance_013	0	0	7300	0	7300	7300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
280	1002013	10	3,3;4,2	1,1400	4,5000;24,5000;26,5000;22,5000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001013	SoulMedalResonance_013	0	0	7500	0	7500	7500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedal::buff_DEF_02	600
281	1002014	1	3,2;4,3	1,900	4,2100;24,2100;26,2100;22,2100	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001014	SoulMedalResonance_014	0	0	2800	0	2800	2800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
282	1002014	2	3,2;4,3	1,1000	4,2300;24,2300;26,2300;22,2300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001014	SoulMedalResonance_014	0	0	3100	0	3100	3100	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
283	1002014	3	3,2;4,3	1,1100	4,2500;24,2500;26,2500;22,2500	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001014	SoulMedalResonance_014	0	0	3300	0	3300	3300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
284	1002014	4	3,2;4,3	1,1200	4,2700;24,2700;26,2700;22,2700	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001014	SoulMedalResonance_014	0	0	3800	0	3800	3800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
285	1002014	5	3,2;4,3	1,1300	4,2900;24,2900;26,2900;22,2900	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001014	SoulMedalResonance_014	0	0	4100	0	4100	4100	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
286	1002014	6	3,2;4,3	1,1400	4,3200;24,3200;26,3200;22,3200	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001014	SoulMedalResonance_014	0	0	4500	0	4500	4500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
287	1002014	7	3,2;4,3	1,1500	4,3500;24,3500;26,3500;22,3500	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001014	SoulMedalResonance_014	0	0	5000	0	5000	5000	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
288	1002014	8	3,2;4,3	1,1600	4,3800;24,3800;26,3800;22,3800	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001014	SoulMedalResonance_014	0	0	5600	0	5600	5600	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
289	1002014	9	3,2;4,3	1,1700	4,4300;24,4300;26,4300;22,4300	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001014	SoulMedalResonance_014	0	0	7300	0	7300	7300	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
290	1002014	10	3,2;4,3	1,1800	4,5000;24,5000;26,5000;22,5000	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001014	SoulMedalResonance_014	0	0	7500	0	7500	7500	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef3::buff_DEF_03	800
291	1002015	1	3,1;4,4	1,1800	4,2200;24,2200;26,2200;22,2200	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001015	SoulMedalResonance_015	0	0	2800	0	2800	2800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef4::buff_DEF_04	1000
292	1002015	2	3,1;4,4	1,2000	4,2500;24,2500;26,2500;22,2500	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001015	SoulMedalResonance_015	0	0	3200	0	3200	3200	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef4::buff_DEF_04	1000
293	1002015	3	3,1;4,4	1,2200	4,2800;24,2800;26,2800;22,2800	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001015	SoulMedalResonance_015	0	0	3400	0	3400	3400	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef4::buff_DEF_04	1000
294	1002015	4	3,1;4,4	1,2400	4,3100;24,3100;26,3100;22,3100	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001015	SoulMedalResonance_015	0	0	4000	0	4000	4000	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef4::buff_DEF_04	1000
295	1002015	5	3,1;4,4	1,2600	4,3400;24,3400;26,3400;22,3400	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001015	SoulMedalResonance_015	0	0	4400	0	4400	4400	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef4::buff_DEF_04	1000
296	1002015	6	3,1;4,4	1,2800	4,3800;24,3800;26,3800;22,3800	ResonanceDefName	ResonanceDefDesc	0	ResonanceName1001015	SoulMedalResonance_015	0	0	4800	0	4800	4800	ResonanceDefSixDimensionsName	ResonanceDefSixDimensionsDesc	soulmedaldef4::buff_DEF_04	1000
