流水	战宠	个性	权重
2219	pet_316	11603	420
2220	pet_316	11701	90
2221	pet_316	11702	247
2222	pet_316	11703	394
2223	pet_316	11801	52
2224	pet_316	11802	144
2225	pet_316	11803	229
2226	pet_316	11901	52
2227	pet_316	11902	144
2228	pet_316	11903	230
2229	pet_317	10601	240
2230	pet_317	10701	52
2231	pet_317	10702	144
2232	pet_317	10703	229
2233	pet_317	10901	90
2234	pet_317	10902	247
2235	pet_317	10903	394
2236	pet_317	11001	156
2237	pet_317	11002	429
2238	pet_317	11003	683
2239	pet_317	11101	156
2240	pet_317	11102	429
2241	pet_317	11103	683
2242	pet_317	11201	156
2243	pet_317	11202	429
2244	pet_317	11203	683
2245	pet_317	11301	156
2246	pet_317	11302	429
2247	pet_317	11303	683
2248	pet_317	11401	52
2249	pet_317	11402	144
2250	pet_317	11403	229
2251	pet_317	11501	90
2252	pet_317	11502	247
2253	pet_317	11503	394
2254	pet_317	11601	96
2255	pet_317	11602	264
2256	pet_317	11603	420
2257	pet_317	11701	90
2258	pet_317	11702	247
2259	pet_317	11703	394
2260	pet_317	11801	52
2261	pet_317	11802	144
2262	pet_317	11803	229
2263	pet_317	11901	52
2264	pet_317	11902	144
2265	pet_317	11903	230
2266	pet_318	10601	240
2267	pet_318	10701	52
2268	pet_318	10702	144
2269	pet_318	10703	229
2270	pet_318	10901	90
2271	pet_318	10902	247
2272	pet_318	10903	394
2273	pet_318	11001	156
2274	pet_318	11002	429
2275	pet_318	11003	683
2276	pet_318	11101	156
2277	pet_318	11102	429
2278	pet_318	11103	683
2279	pet_318	11201	156
2280	pet_318	11202	429
2281	pet_318	11203	683
2282	pet_318	11301	156
2283	pet_318	11302	429
2284	pet_318	11303	683
2285	pet_318	11401	52
2286	pet_318	11402	144
2287	pet_318	11403	229
2288	pet_318	11501	90
2289	pet_318	11502	247
2290	pet_318	11503	394
2291	pet_318	11601	96
2292	pet_318	11602	264
2293	pet_318	11603	420
2294	pet_318	11701	90
2295	pet_318	11702	247
2296	pet_318	11703	394
2297	pet_318	11801	52
2298	pet_318	11802	144
2299	pet_318	11803	229
2300	pet_318	11901	52
2301	pet_318	11902	144
2302	pet_318	11903	230
2303	pet_319	10501	240
2304	pet_319	10801	52
2305	pet_319	10802	144
2306	pet_319	10803	229
2307	pet_319	10901	90
2308	pet_319	10902	247
2309	pet_319	10903	394
2310	pet_319	11001	156
2311	pet_319	11002	429
2312	pet_319	11003	683
2313	pet_319	11101	156
2314	pet_319	11102	429
2315	pet_319	11103	683
2316	pet_319	11201	156
2317	pet_319	11202	429
2318	pet_319	11203	683
2319	pet_319	11301	156
2320	pet_319	11302	429
2321	pet_319	11303	683
2322	pet_319	11401	52
2323	pet_319	11402	144
2324	pet_319	11403	229
2325	pet_319	11501	90
2326	pet_319	11502	247
2327	pet_319	11503	394
2328	pet_319	11601	96
2329	pet_319	11602	264
2330	pet_319	11603	420
2331	pet_319	11701	90
2332	pet_319	11702	247
2333	pet_319	11703	394
2334	pet_319	11801	52
2335	pet_319	11802	144
2336	pet_319	11803	229
2337	pet_319	11901	52
2338	pet_319	11902	144
2339	pet_319	11903	230
2340	pet_320	10501	240
2341	pet_320	10801	52
2342	pet_320	10802	144
2343	pet_320	10803	229
2344	pet_320	10901	90
2345	pet_320	10902	247
2346	pet_320	10903	394
2347	pet_320	11001	156
2348	pet_320	11002	429
2349	pet_320	11003	683
2350	pet_320	11101	156
2351	pet_320	11102	429
2352	pet_320	11103	683
2353	pet_320	11201	156
2354	pet_320	11202	429
2355	pet_320	11203	683
2356	pet_320	11301	156
2357	pet_320	11302	429
2358	pet_320	11303	683
2359	pet_320	11401	52
2360	pet_320	11402	144
2361	pet_320	11403	229
2362	pet_320	11501	90
2363	pet_320	11502	247
2364	pet_320	11503	394
2365	pet_320	11601	96
2366	pet_320	11602	264
2367	pet_320	11603	420
2368	pet_320	11701	90
2369	pet_320	11702	247
2370	pet_320	11703	394
2371	pet_320	11801	52
2372	pet_320	11802	144
2373	pet_320	11803	229
2374	pet_320	11901	52
2375	pet_320	11902	144
2376	pet_320	11903	230
2377	pet_321	10301	240
2378	pet_321	10701	52
2379	pet_321	10702	144
2380	pet_321	10703	229
2381	pet_321	10901	90
2382	pet_321	10902	247
2383	pet_321	10903	394
2384	pet_321	11001	156
2385	pet_321	11002	429
2386	pet_321	11003	683
2387	pet_321	11101	156
2388	pet_321	11102	429
2389	pet_321	11103	683
2390	pet_321	11201	156
2391	pet_321	11202	429
2392	pet_321	11203	683
2393	pet_321	11301	156
2394	pet_321	11302	429
2395	pet_321	11303	683
2396	pet_321	11401	52
2397	pet_321	11402	144
2398	pet_321	11403	229
2399	pet_321	11501	90
2400	pet_321	11502	247
2401	pet_321	11503	394
2402	pet_321	11601	96
2403	pet_321	11602	264
2404	pet_321	11603	420
2405	pet_321	11701	90
2406	pet_321	11702	247
2407	pet_321	11703	394
2408	pet_321	11801	52
2409	pet_321	11802	144
2410	pet_321	11803	229
2411	pet_321	11901	52
2412	pet_321	11902	144
2413	pet_321	11903	230
2414	pet_322	10301	240
2415	pet_322	10701	52
2416	pet_322	10702	144
2417	pet_322	10703	229
2418	pet_322	10901	90
2419	pet_322	10902	247
2420	pet_322	10903	394
2421	pet_322	11001	156
2422	pet_322	11002	429
2423	pet_322	11003	683
2424	pet_322	11101	156
2425	pet_322	11102	429
2426	pet_322	11103	683
2427	pet_322	11201	156
2428	pet_322	11202	429
2429	pet_322	11203	683
2430	pet_322	11301	156
2431	pet_322	11302	429
2432	pet_322	11303	683
2433	pet_322	11401	52
2434	pet_322	11402	144
2435	pet_322	11403	229
2436	pet_322	11501	90
2437	pet_322	11502	247
2438	pet_322	11503	394
2439	pet_322	11601	96
2440	pet_322	11602	264
2441	pet_322	11603	420
2442	pet_322	11701	90
2443	pet_322	11702	247
2444	pet_322	11703	394
2445	pet_322	11801	52
2446	pet_322	11802	144
2447	pet_322	11803	229
2448	pet_322	11901	52
2449	pet_322	11902	144
2450	pet_322	11903	230
2451	pet_323	10501	240
2452	pet_323	10701	52
2453	pet_323	10702	144
2454	pet_323	10703	229
2455	pet_323	10901	90
2456	pet_323	10902	247
2457	pet_323	10903	394
2458	pet_323	11001	156
2459	pet_323	11002	429
2460	pet_323	11003	683
2461	pet_323	11101	156
2462	pet_323	11102	429
2463	pet_323	11103	683
2464	pet_323	11201	156
2465	pet_323	11202	429
2466	pet_323	11203	683
2467	pet_323	11301	156
2468	pet_323	11302	429
2469	pet_323	11303	683
2470	pet_323	11401	52
2471	pet_323	11402	144
2472	pet_323	11403	229
2473	pet_323	11501	90
2474	pet_323	11502	247
2475	pet_323	11503	394
2476	pet_323	11601	96
2477	pet_323	11602	264
2478	pet_323	11603	420
2479	pet_323	11701	90
2480	pet_323	11702	247
2481	pet_323	11703	394
2482	pet_323	11801	52
2483	pet_323	11802	144
2484	pet_323	11803	229
2485	pet_323	11901	52
2486	pet_323	11902	144
2487	pet_323	11903	230
2488	pet_324	10501	240
2489	pet_324	10701	52
2490	pet_324	10702	144
2491	pet_324	10703	229
2492	pet_324	10901	90
2493	pet_324	10902	247
2494	pet_324	10903	394
2495	pet_324	11001	156
2496	pet_324	11002	429
2497	pet_324	11003	683
2498	pet_324	11101	156
2499	pet_324	11102	429
2500	pet_324	11103	683
2501	pet_324	11201	156
2502	pet_324	11202	429
2503	pet_324	11203	683
2504	pet_324	11301	156
2505	pet_324	11302	429
2506	pet_324	11303	683
2507	pet_324	11401	52
2508	pet_324	11402	144
2509	pet_324	11403	229
2510	pet_324	11501	90
2511	pet_324	11502	247
2512	pet_324	11503	394
2513	pet_324	11601	96
2514	pet_324	11602	264
2515	pet_324	11603	420
2516	pet_324	11701	90
2517	pet_324	11702	247
2518	pet_324	11703	394
2519	pet_324	11801	52
2520	pet_324	11802	144
2521	pet_324	11803	229
2522	pet_324	11901	52
2523	pet_324	11902	144
2524	pet_324	11903	230
2525	pet_333	10101	240
2526	pet_333	10701	52
2527	pet_333	10702	144
2528	pet_333	10703	229
2529	pet_333	10901	90
2530	pet_333	10902	247
2531	pet_333	10903	394
2532	pet_333	11001	156
2533	pet_333	11002	429
2534	pet_333	11003	683
2535	pet_333	11101	156
2536	pet_333	11102	429
2537	pet_333	11103	683
2538	pet_333	11201	156
2539	pet_333	11202	429
2540	pet_333	11203	683
2541	pet_333	11301	156
2542	pet_333	11302	429
2543	pet_333	11303	683
2544	pet_333	11401	52
2545	pet_333	11402	144
2546	pet_333	11403	229
2547	pet_333	11501	90
2548	pet_333	11502	247
2549	pet_333	11503	394
2550	pet_333	11601	96
2551	pet_333	11602	264
2552	pet_333	11603	420
2553	pet_333	11701	90
2554	pet_333	11702	247
2555	pet_333	11703	394
2556	pet_333	11801	52
2557	pet_333	11802	144
2558	pet_333	11803	229
2559	pet_333	11901	52
2560	pet_333	11902	144
2561	pet_333	11903	230
2562	pet_203	10803	61
2563	pet_203	10804	201
2564	pet_203	10805	174
2565	pet_203	10903	105
2566	pet_203	10904	345
2567	pet_203	10905	300
2568	pet_203	11003	182
2569	pet_203	11004	598
2570	pet_203	11005	520
2571	pet_203	11103	182
2572	pet_203	11104	598
2573	pet_203	11105	520
2574	pet_203	11203	182
2575	pet_203	11204	598
2576	pet_203	11205	520
2577	pet_203	11303	182
2578	pet_203	11304	598
2579	pet_203	11305	520
2580	pet_203	11403	61
2581	pet_203	11404	201
2582	pet_203	11405	174
2583	pet_203	11503	105
2584	pet_203	11504	345
2585	pet_203	11505	300
2586	pet_203	11603	112
2587	pet_203	11604	368
2588	pet_203	11605	320
2589	pet_203	11703	105
2590	pet_203	11704	345
2591	pet_203	11705	300
2592	pet_203	11803	61
2593	pet_203	11804	201
2594	pet_203	11805	174
2595	pet_203	11903	61
2596	pet_203	11904	201
2597	pet_203	11905	175
2598	pet_204	10802	21
2599	pet_204	10803	74
2600	pet_204	10804	218
2601	pet_204	10805	122
2602	pet_204	10902	37
2603	pet_204	10903	127
2604	pet_204	10904	375
2605	pet_204	10905	210
2606	pet_204	11002	65
2607	pet_204	11003	221
2608	pet_204	11004	650
2609	pet_204	11005	364
2610	pet_204	11102	65
2611	pet_204	11103	221
2612	pet_204	11104	650
2613	pet_204	11105	364
2614	pet_204	11202	65
2615	pet_204	11203	221
2616	pet_204	11204	650
2617	pet_204	11205	364
2618	pet_204	11302	65
2619	pet_204	11303	221
2620	pet_204	11304	650
2621	pet_204	11305	364
2622	pet_204	11402	21
2623	pet_204	11403	74
2624	pet_204	11404	218
2625	pet_204	11405	122
2626	pet_204	11502	37
2627	pet_204	11503	127
2628	pet_204	11504	375
2629	pet_204	11505	210
2630	pet_204	11602	40
2631	pet_204	11603	136
2632	pet_204	11604	400
2633	pet_204	11605	224
2634	pet_204	11702	37
2635	pet_204	11703	127
2636	pet_204	11704	375
2637	pet_204	11705	210
2638	pet_204	11802	21
2639	pet_204	11803	74
2640	pet_204	11804	218
2641	pet_204	11805	122
2642	pet_204	11902	21
2643	pet_204	11903	74
2644	pet_204	11904	219
2645	pet_204	11905	122
2646	pet_335	10301	240
2647	pet_335	10701	52
2648	pet_335	10702	144
2649	pet_335	10703	229
2650	pet_335	10901	90
2651	pet_335	10902	247
2652	pet_335	10903	394
2653	pet_335	11001	156
2654	pet_335	11002	429
2655	pet_335	11003	683
2656	pet_335	11101	156
2657	pet_335	11102	429
2658	pet_335	11103	683
2659	pet_335	11201	156
2660	pet_335	11202	429
2661	pet_335	11203	683
2662	pet_335	11301	156
2663	pet_335	11302	429
2664	pet_335	11303	683
2665	pet_335	11401	52
2666	pet_335	11402	144
2667	pet_335	11403	229
2668	pet_335	11501	90
2669	pet_335	11502	247
2670	pet_335	11503	394
2671	pet_335	11601	96
2672	pet_335	11602	264
2673	pet_335	11603	420
2674	pet_335	11701	90
2675	pet_335	11702	247
2676	pet_335	11703	394
2677	pet_335	11801	52
2678	pet_335	11802	144
2679	pet_335	11803	229
2680	pet_335	11901	52
2681	pet_335	11902	144
2682	pet_335	11903	230
2683	pet_205	10802	21
2684	pet_205	10803	74
2685	pet_205	10804	218
2686	pet_205	10805	122
2687	pet_205	10902	37
2688	pet_205	10903	127
2689	pet_205	10904	375
2690	pet_205	10905	210
2691	pet_205	11002	65
2692	pet_205	11003	221
2693	pet_205	11004	650
2694	pet_205	11005	364
2695	pet_205	11102	65
2696	pet_205	11103	221
2697	pet_205	11104	650
2698	pet_205	11105	364
2699	pet_205	11202	65
2700	pet_205	11203	221
2701	pet_205	11204	650
2702	pet_205	11205	364
2703	pet_205	11302	65
2704	pet_205	11303	221
2705	pet_205	11304	650
2706	pet_205	11305	364
2707	pet_205	11402	21
2708	pet_205	11403	74
2709	pet_205	11404	218
2710	pet_205	11405	122
2711	pet_205	11502	37
2712	pet_205	11503	127
2713	pet_205	11504	375
2714	pet_205	11505	210
2715	pet_205	11602	40
2716	pet_205	11603	136
2717	pet_205	11604	400
2718	pet_205	11605	224
2719	pet_205	11702	37
2720	pet_205	11703	127
2721	pet_205	11704	375
2722	pet_205	11705	210
2723	pet_205	11802	21
2724	pet_205	11803	74
2725	pet_205	11804	218
2726	pet_205	11805	122
2727	pet_205	11902	21
2728	pet_205	11903	74
2729	pet_205	11904	219
2730	pet_205	11905	122
2731	pet_337	10301	240
2732	pet_337	10701	52
2733	pet_337	10702	144
2734	pet_337	10703	229
2735	pet_337	10901	90
2736	pet_337	10902	247
2737	pet_337	10903	394
2738	pet_337	11001	156
2739	pet_337	11002	429
2740	pet_337	11003	683
2741	pet_337	11101	156
2742	pet_337	11102	429
2743	pet_337	11103	683
2744	pet_337	11201	156
2745	pet_337	11202	429
2746	pet_337	11203	683
2747	pet_337	11301	156
2748	pet_337	11302	429
2749	pet_337	11303	683
2750	pet_337	11401	52
2751	pet_337	11402	144
2752	pet_337	11403	229
2753	pet_337	11501	90
2754	pet_337	11502	247
2755	pet_337	11503	394
2756	pet_337	11601	96
2757	pet_337	11602	264
2758	pet_337	11603	420
2759	pet_337	11701	90
2760	pet_337	11702	247
2761	pet_337	11703	394
2762	pet_337	11801	52
2763	pet_337	11802	144
2764	pet_337	11803	229
2765	pet_337	11901	52
2766	pet_337	11902	144
2767	pet_337	11903	230
2768	pet_329	10802	56
2769	pet_329	10803	183
2770	pet_329	10804	196
2771	pet_329	10902	97
2772	pet_329	10903	315
2773	pet_329	10904	337
2774	pet_329	11002	169
2775	pet_329	11003	546
2776	pet_329	11004	585
2777	pet_329	11102	169
2778	pet_329	11103	546
2779	pet_329	11104	585
2780	pet_329	11202	169
2781	pet_329	11203	546
2782	pet_329	11204	585
2783	pet_329	11302	169
2784	pet_329	11303	546
2785	pet_329	11304	585
2786	pet_329	11402	56
2787	pet_329	11403	183
2788	pet_329	11404	196
2789	pet_329	11502	97
2790	pet_329	11503	315
2791	pet_329	11504	337
2792	pet_329	11602	104
2793	pet_329	11603	336
2794	pet_329	11604	360
2795	pet_329	11702	97
2796	pet_329	11703	315
2797	pet_329	11704	337
2798	pet_329	11802	56
2799	pet_329	11803	183
2800	pet_329	11804	196
2801	pet_329	11902	57
2802	pet_329	11903	184
2803	pet_329	11904	197
2804	pet_301	10702	56
2805	pet_301	10703	183
2806	pet_301	10704	196
2807	pet_301	10902	97
2808	pet_301	10903	315
2809	pet_301	10904	337
2810	pet_301	11002	169
2811	pet_301	11003	546
2812	pet_301	11004	585
2813	pet_301	11102	169
2814	pet_301	11103	546
2815	pet_301	11104	585
2816	pet_301	11202	169
2817	pet_301	11203	546
2818	pet_301	11204	585
2819	pet_301	11302	169
2820	pet_301	11303	546
2821	pet_301	11304	585
2822	pet_301	11402	56
2823	pet_301	11403	183
2824	pet_301	11404	196
2825	pet_301	11502	97
2826	pet_301	11503	315
2827	pet_301	11504	337
2828	pet_301	11602	104
2829	pet_301	11603	336
2830	pet_301	11604	360
2831	pet_301	11702	97
2832	pet_301	11703	315
2833	pet_301	11704	337
2834	pet_301	11802	56
2835	pet_301	11803	183
2836	pet_301	11804	196
2837	pet_301	11902	57
2838	pet_301	11903	184
2839	pet_301	11904	197
2840	pet_303	10702	56
2841	pet_303	10703	183
2842	pet_303	10704	196
2843	pet_303	10902	97
2844	pet_303	10903	315
2845	pet_303	10904	337
2846	pet_303	11002	169
2847	pet_303	11003	546
2848	pet_303	11004	585
2849	pet_303	11102	169
2850	pet_303	11103	546
2851	pet_303	11104	585
2852	pet_303	11202	169
2853	pet_303	11203	546
2854	pet_303	11204	585
2855	pet_303	11302	169
2856	pet_303	11303	546
2857	pet_303	11304	585
2858	pet_303	11402	56
2859	pet_303	11403	183
2860	pet_303	11404	196
2861	pet_303	11502	97
2862	pet_303	11503	315
2863	pet_303	11504	337
2864	pet_303	11602	104
2865	pet_303	11603	336
2866	pet_303	11604	360
2867	pet_303	11702	97
2868	pet_303	11703	315
2869	pet_303	11704	337
2870	pet_303	11802	56
2871	pet_303	11803	183
2872	pet_303	11804	196
2873	pet_303	11902	57
2874	pet_303	11903	184
2875	pet_303	11904	197
2876	pet_305	10802	56
2877	pet_305	10803	183
2878	pet_305	10804	196
2879	pet_305	10902	97
2880	pet_305	10903	315
2881	pet_305	10904	337
2882	pet_305	11002	169
2883	pet_305	11003	546
2884	pet_305	11004	585
2885	pet_305	11102	169
2886	pet_305	11103	546
2887	pet_305	11104	585
2888	pet_305	11202	169
2889	pet_305	11203	546
2890	pet_305	11204	585
2891	pet_305	11302	169
2892	pet_305	11303	546
2893	pet_305	11304	585
2894	pet_305	11402	56
2895	pet_305	11403	183
2896	pet_305	11404	196
2897	pet_305	11502	97
2898	pet_305	11503	315
2899	pet_305	11504	337
2900	pet_305	11602	104
2901	pet_305	11603	336
2902	pet_305	11604	360
2903	pet_305	11702	97
2904	pet_305	11703	315
2905	pet_305	11704	337
2906	pet_305	11802	56
2907	pet_305	11803	183
2908	pet_305	11804	196
2909	pet_305	11902	57
2910	pet_305	11903	184
2911	pet_305	11904	197
2912	pet_338	10702	56
2913	pet_338	10703	183
2914	pet_338	10704	196
2915	pet_338	10902	97
2916	pet_338	10903	315
2917	pet_338	10904	337
2918	pet_338	11002	169
2919	pet_338	11003	546
2920	pet_338	11004	585
2921	pet_338	11102	169
2922	pet_338	11103	546
2923	pet_338	11104	585
2924	pet_338	11202	169
2925	pet_338	11203	546
2926	pet_338	11204	585
2927	pet_338	11302	169
2928	pet_338	11303	546
2929	pet_338	11304	585
2930	pet_338	11402	56
2931	pet_338	11403	183
2932	pet_338	11404	196
2933	pet_338	11502	97
2934	pet_338	11503	315
2935	pet_338	11504	337
2936	pet_338	11602	104
2937	pet_338	11603	336
2938	pet_338	11604	360
2939	pet_338	11702	97
2940	pet_338	11703	315
2941	pet_338	11704	337
2942	pet_338	11802	56
2943	pet_338	11803	183
2944	pet_338	11804	196
2945	pet_338	11902	57
2946	pet_338	11903	184
2947	pet_338	11904	197
2948	pet_339	12001	240
2949	pet_339	10701	52
2950	pet_339	10702	144
2951	pet_339	10703	229
2952	pet_339	10901	90
2953	pet_339	10902	247
2954	pet_339	10903	394
2955	pet_339	11001	156
2956	pet_339	11002	429
2957	pet_339	11003	683
2958	pet_339	11101	156
2959	pet_339	11102	429
2960	pet_339	11103	683
2961	pet_339	11201	156
2962	pet_339	11202	429
2963	pet_339	11203	683
2964	pet_339	11301	156
2965	pet_339	11302	429
2966	pet_339	11303	683
2967	pet_339	11401	52
2968	pet_339	11402	144
2969	pet_339	11403	229
2970	pet_339	11501	90
2971	pet_339	11502	247
2972	pet_339	11503	394
2973	pet_339	11601	96
2974	pet_339	11602	264
2975	pet_339	11603	420
2976	pet_339	11701	90
2977	pet_339	11702	247
2978	pet_339	11703	394
2979	pet_339	11801	52
2980	pet_339	11802	144
2981	pet_339	11803	229
2982	pet_339	11901	52
2983	pet_339	11902	144
2984	pet_339	11903	230
2985	pet_340	10401	240
2986	pet_340	10801	52
2987	pet_340	10802	144
2988	pet_340	10803	229
2989	pet_340	10901	90
2990	pet_340	10902	247
2991	pet_340	10903	394
2992	pet_340	11001	156
2993	pet_340	11002	429
2994	pet_340	11003	683
2995	pet_340	11101	156
2996	pet_340	11102	429
2997	pet_340	11103	683
2998	pet_340	11201	156
2999	pet_340	11202	429
3000	pet_340	11203	683
3001	pet_340	11301	156
3002	pet_340	11302	429
3003	pet_340	11303	683
3004	pet_340	11401	52
3005	pet_340	11402	144
3006	pet_340	11403	229
3007	pet_340	11501	90
3008	pet_340	11502	247
3009	pet_340	11503	394
3010	pet_340	11601	96
3011	pet_340	11602	264
3012	pet_340	11603	420
3013	pet_340	11701	90
3014	pet_340	11702	247
3015	pet_340	11703	394
3016	pet_340	11801	52
3017	pet_340	11802	144
3018	pet_340	11803	229
3019	pet_340	11901	52
3020	pet_340	11902	144
3021	pet_340	11903	230
3022	pet_341	10301	240
3023	pet_341	10701	52
3024	pet_341	10702	144
3025	pet_341	10703	229
3026	pet_341	10901	90
3027	pet_341	10902	247
3028	pet_341	10903	394
3029	pet_341	11001	156
3030	pet_341	11002	429
3031	pet_341	11003	683
3032	pet_341	11101	156
3033	pet_341	11102	429
3034	pet_341	11103	683
3035	pet_341	11201	156
3036	pet_341	11202	429
3037	pet_341	11203	683
3038	pet_341	11301	156
3039	pet_341	11302	429
3040	pet_341	11303	683
3041	pet_341	11401	52
3042	pet_341	11402	144
3043	pet_341	11403	229
3044	pet_341	11501	90
3045	pet_341	11502	247
3046	pet_341	11503	394
3047	pet_341	11601	96
3048	pet_341	11602	264
3049	pet_341	11603	420
3050	pet_341	11701	90
3051	pet_341	11702	247
3052	pet_341	11703	394
3053	pet_341	11801	52
3054	pet_341	11802	144
3055	pet_341	11803	229
3056	pet_341	11901	52
3057	pet_341	11902	144
3058	pet_341	11903	230
3059	pet_342	10401	240
3060	pet_342	10801	52
3061	pet_342	10802	144
3062	pet_342	10803	229
3063	pet_342	10901	90
3064	pet_342	10902	247
3065	pet_342	10903	394
3066	pet_342	11001	156
3067	pet_342	11002	429
3068	pet_342	11003	683
3069	pet_342	11101	156
3070	pet_342	11102	429
3071	pet_342	11103	683
3072	pet_342	11201	156
3073	pet_342	11202	429
3074	pet_342	11203	683
3075	pet_342	11301	156
3076	pet_342	11302	429
3077	pet_342	11303	683
3078	pet_342	11401	52
3079	pet_342	11402	144
3080	pet_342	11403	229
3081	pet_342	11501	90
3082	pet_342	11502	247
3083	pet_342	11503	394
3084	pet_342	11601	96
3085	pet_342	11602	264
3086	pet_342	11603	420
3087	pet_342	11701	90
3088	pet_342	11702	247
3089	pet_342	11703	394
3090	pet_342	11801	52
3091	pet_342	11802	144
3092	pet_342	11803	229
3093	pet_342	11901	52
3094	pet_342	11902	144
3095	pet_342	11903	230
3096	pet_343	10301	240
3097	pet_343	10701	52
3098	pet_343	10702	144
3099	pet_343	10703	229
3100	pet_343	10901	90
3101	pet_343	10902	247
3102	pet_343	10903	394
3103	pet_343	11001	156
3104	pet_343	11002	429
3105	pet_343	11003	683
3106	pet_343	11101	156
3107	pet_343	11102	429
3108	pet_343	11103	683
3109	pet_343	11201	156
3110	pet_343	11202	429
3111	pet_343	11203	683
3112	pet_343	11301	156
3113	pet_343	11302	429
3114	pet_343	11303	683
3115	pet_343	11401	52
3116	pet_343	11402	144
3117	pet_343	11403	229
3118	pet_343	11501	90
3119	pet_343	11502	247
3120	pet_343	11503	394
3121	pet_343	11601	96
3122	pet_343	11602	264
3123	pet_343	11603	420
3124	pet_343	11701	90
3125	pet_343	11702	247
3126	pet_343	11703	394
3127	pet_343	11801	52
3128	pet_343	11802	144
3129	pet_343	11803	229
3130	pet_343	11901	52
3131	pet_343	11902	144
3132	pet_343	11903	230
3133	pet_344	10601	240
3134	pet_344	10801	52
3135	pet_344	10802	144
3136	pet_344	10803	229
3137	pet_344	10901	90
3138	pet_344	10902	247
3139	pet_344	10903	394
3140	pet_344	11001	156
3141	pet_344	11002	429
3142	pet_344	11003	683
3143	pet_344	11101	156
3144	pet_344	11102	429
3145	pet_344	11103	683
3146	pet_344	11201	156
3147	pet_344	11202	429
3148	pet_344	11203	683
3149	pet_344	11301	156
3150	pet_344	11302	429
3151	pet_344	11303	683
3152	pet_344	11401	52
3153	pet_344	11402	144
3154	pet_344	11403	229
3155	pet_344	11501	90
3156	pet_344	11502	247
3157	pet_344	11503	394
3158	pet_344	11601	96
3159	pet_344	11602	264
3160	pet_344	11603	420
3161	pet_344	11701	90
3162	pet_344	11702	247
3163	pet_344	11703	394
3164	pet_344	11801	52
3165	pet_344	11802	144
3166	pet_344	11803	229
3167	pet_344	11901	52
3168	pet_344	11902	144
3169	pet_344	11903	230
3170	pet_345	10101	240
3171	pet_345	10701	52
3172	pet_345	10702	144
3173	pet_345	10703	229
3174	pet_345	10901	90
3175	pet_345	10902	247
3176	pet_345	10903	394
3177	pet_345	11001	156
3178	pet_345	11002	429
3179	pet_345	11003	683
3180	pet_345	11101	156
3181	pet_345	11102	429
3182	pet_345	11103	683
3183	pet_345	11201	156
3184	pet_345	11202	429
3185	pet_345	11203	683
3186	pet_345	11301	156
3187	pet_345	11302	429
3188	pet_345	11303	683
3189	pet_345	11401	52
3190	pet_345	11402	144
3191	pet_345	11403	229
3192	pet_345	11501	90
3193	pet_345	11502	247
3194	pet_345	11503	394
3195	pet_345	11601	96
3196	pet_345	11602	264
3197	pet_345	11603	420
3198	pet_345	11701	90
3199	pet_345	11702	247
3200	pet_345	11703	394
3201	pet_345	11801	52
3202	pet_345	11802	144
3203	pet_345	11803	229
3204	pet_345	11901	52
3205	pet_345	11902	144
3206	pet_345	11903	230
3207	pet_346	10401	240
3208	pet_346	10801	52
3209	pet_346	10802	144
3210	pet_346	10803	229
3211	pet_346	10901	90
3212	pet_346	10902	247
3213	pet_346	10903	394
3214	pet_346	11001	156
3215	pet_346	11002	429
3216	pet_346	11003	683
3217	pet_346	11101	156
3218	pet_346	11102	429
3219	pet_346	11103	683
3220	pet_346	11201	156
3221	pet_346	11202	429
3222	pet_346	11203	683
3223	pet_346	11301	156
3224	pet_346	11302	429
3225	pet_346	11303	683
3226	pet_346	11401	52
3227	pet_346	11402	144
3228	pet_346	11403	229
3229	pet_346	11501	90
3230	pet_346	11502	247
3231	pet_346	11503	394
3232	pet_346	11601	96
3233	pet_346	11602	264
3234	pet_346	11603	420
3235	pet_346	11701	90
3236	pet_346	11702	247
3237	pet_346	11703	394
3238	pet_346	11801	52
3239	pet_346	11802	144
3240	pet_346	11803	229
3241	pet_346	11901	52
3242	pet_346	11902	144
3243	pet_346	11903	230
3244	pet_347	10301	240
3245	pet_347	10701	52
3246	pet_347	10702	144
3247	pet_347	10703	229
3248	pet_347	10901	90
3249	pet_347	10902	247
3250	pet_347	10903	394
3251	pet_347	11001	156
3252	pet_347	11002	429
3253	pet_347	11003	683
3254	pet_347	11101	156
3255	pet_347	11102	429
3256	pet_347	11103	683
3257	pet_347	11201	156
3258	pet_347	11202	429
3259	pet_347	11203	683
3260	pet_347	11301	156
3261	pet_347	11302	429
3262	pet_347	11303	683
3263	pet_347	11401	52
3264	pet_347	11402	144
3265	pet_347	11403	229
3266	pet_347	11501	90
3267	pet_347	11502	247
3268	pet_347	11503	394
3269	pet_347	11601	96
3270	pet_347	11602	264
3271	pet_347	11603	420
3272	pet_347	11701	90
3273	pet_347	11702	247
3274	pet_347	11703	394
3275	pet_347	11801	52
3276	pet_347	11802	144
3277	pet_347	11803	229
3278	pet_347	11901	52
3279	pet_347	11902	144
3280	pet_347	11903	230
3281	pet_348	10501	240
3282	pet_348	10801	52
3283	pet_348	10802	144
3284	pet_348	10803	229
3285	pet_348	10901	90
3286	pet_348	10902	247
3287	pet_348	10903	394
3288	pet_348	11001	156
3289	pet_348	11002	429
3290	pet_348	11003	683
3291	pet_348	11101	156
3292	pet_348	11102	429
3293	pet_348	11103	683
