流水	精灵	突破等级	所需等级	人物等级	需求材料	合成需求货币	货币数量	等级上限	主动技能	被动技能	魔灵进阶出战属性列表	突破外观变化	协助奖励	战宠阵列突破属性	突破属性描述	进阶等级	突破消耗碎片数量
291	pet_198	2	40	21	item101020505305,18	1	2000000	50	skill60341,3	skill60351,3	1,300;3,30;4,30	pet_198	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_1982	0	0
292	pet_198	3	50	31	item101020505305,26	1	3000000	60	skill60341,4	skill60351,4	4,40;24,120;26,120	pet_198	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_1983	0	0
293	pet_198	4	60	41	item101020505305,34	1	4000000	70	skill60341,5	skill60351,5	1,400;22,120;21,120	pet_198	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_1984	0	0
294	pet_198	5	70	51	item101020505305,42	1	5000000	70	skill60341,6	skill60351,6	75,200;35,200;30,200	pet_198	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_1985	0	0
295	pet_199	0	0	1		0	0	30	skill60841,1	skill60851,1		pet_199		3,11;4,11;1,112;23,23	UnlockPropListDECpet_1990	0	0
296	pet_199	1	30	21	item101020505330,6	1	500000	40	skill60841,2	skill60851,2	1,200;21,60;23,60	pet_991	item100000000005,3	3,3;4,3;1,37;23,8	UnlockPropListDECpet_1991	0	0
297	pet_199	2	40	21	item101020505330,12	1	1000000	50	skill60841,3	skill60851,3	1,250;3,25;4,25	pet_992	item100000000005,3	3,3;4,3;1,37;23,8	UnlockPropListDECpet_1992	0	0
298	pet_199	3	50	31	item101020505330,18	1	1500000	60	skill60841,4	skill60851,4	4,30;24,80;26,80	pet_993	item100000000005,3	3,3;4,3;1,37;23,8	UnlockPropListDECpet_1993	0	0
299	pet_199	4	60	41	item101020505330,28	1	2000000	70	skill60841,5	skill60851,5	4,35;22,90;25,90	pet_994	item100000000005,3	3,3;4,3;1,37;23,8	UnlockPropListDECpet_1994	0	0
300	pet_199	5	70	51	item101020505330,36	1	2500000	70	skill60841,6	skill60851,6	52,150;33,150;30,150	pet_995	item100000000005,3	3,3;4,3;1,37;23,8	UnlockPropListDECpet_1995	0	0
301	pet_200	0	0	1		0	0	30	skill60861,1	skill60871,1		pet_200		3,11;4,11;1,112;26,30	UnlockPropListDECpet_2000	0	0
302	pet_200	1	30	21	item101020505332,10	1	1000000	40	skill60861,2	skill60871,2	1,300;21,100;23,100	pet_200	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_2001	0	0
303	pet_200	2	40	21	item101020505332,18	1	2000000	50	skill60861,3	skill60871,3	1,300;3,30;4,30	pet_200	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_2002	0	0
304	pet_200	3	50	31	item101020505332,26	1	3000000	60	skill60861,4	skill60871,4	4,40;24,120;26,120	pet_200	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_2003	0	0
305	pet_200	4	60	41	item101020505332,34	1	4000000	70	skill60861,5	skill60871,5	4,40;22,120;25,120	pet_200	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_2004	0	0
306	pet_200	5	70	51	item101020505332,42	1	5000000	70	skill60861,6	skill60871,6	52,200;33,200;30,200	pet_200	item100000000005,5	3,3;4,3;1,37;26,10	UnlockPropListDECpet_2005	0	0
307	pet_201	0	0	1		0	0	30	skill60901,1	skill60911,1		pet_201		3,7;4,7;1,75;24,15	UnlockPropListDECpet_2010	0	0
308	pet_201	1	30	21	item101020505333,6	1	500000	40	skill60901,2	skill60911,2	1,200;21,60;23,60	pet_201	item100000000005,3	3,2;4,2;1,25;24,5	UnlockPropListDECpet_2011	0	0
309	pet_201	2	40	21	item101020505333,12	1	1000000	50	skill60901,3	skill60911,3	1,250;3,25;4,25	pet_201	item100000000005,3	3,2;4,2;1,25;24,5	UnlockPropListDECpet_2012	0	0
310	pet_201	3	50	31	item101020505333,18	1	1500000	60	skill60901,4	skill60911,4	4,30;24,80;26,80	pet_201	item100000000005,3	3,2;4,2;1,25;24,5	UnlockPropListDECpet_2013	0	0
311	pet_201	4	60	41	item101020505333,28	1	2000000	70	skill60901,5	skill60911,5	1,350;22,90;25,90	pet_201	item100000000005,3	3,2;4,2;1,25;24,5	UnlockPropListDECpet_2014	0	0
312	pet_201	5	70	51	item101020505333,36	1	2500000	70	skill60901,6	skill60911,6	32,150;30,150;31,150	pet_201	item100000000005,3	3,2;4,2;1,25;24,5	UnlockPropListDECpet_2015	0	0
313	pet_202	0	0	1		0	0	30	skill60901,1	skill60911,1		pet_202		3,11;4,11;1,112;22,30	UnlockPropListDECpet_2020	0	0
314	pet_202	1	30	21	item101020505334,10	1	1000000	40	skill60901,2	skill60911,2	1,300;21,100;23,100	pet_202	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_2021	0	0
315	pet_202	2	40	21	item101020505334,18	1	2000000	50	skill60901,3	skill60911,3	1,300;3,30;4,30	pet_202	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_2022	0	0
316	pet_202	3	50	31	item101020505334,26	1	3000000	60	skill60901,4	skill60911,4	4,40;24,120;26,120	pet_202	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_2023	0	0
317	pet_202	4	60	41	item101020505334,34	1	4000000	70	skill60901,5	skill60911,5	1,400;22,120;25,120	pet_202	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_2024	0	0
318	pet_202	5	70	51	item101020505334,42	1	5000000	70	skill60901,6	skill60911,6	32,200;30,200;31,200	pet_202	item100000000005,5	3,3;4,3;1,37;22,10	UnlockPropListDECpet_2025	0	0
319	pet_301	0	0	1		0	0	30	skill60101,1	skill60111,1		pet_301		3,13;4,13;1,135;23,36	UnlockPropListDECpet_3010	0	0
320	pet_301	1	30	21	item101020505306,10	1	4000000	40	skill60101,2	skill60111,2	4,60;25,200;21,200	pet_301	item100000000005,5	3,4;4,4;1,45;23,12	UnlockPropListDECpet_3011	0	0
321	pet_301	2	40	21	item101020505306,18	1	6000000	50	skill60101,3	skill60111,3	1,600;3,60;4,60	pet_301	item100000000005,5	3,4;4,4;1,45;23,12	UnlockPropListDECpet_3012	0	0
322	pet_301	3	50	31	item101020505306,26	1	8000000	60	skill60101,4	skill60111,4	25,260;21,260;26,260	pet_301	item100000000005,5	3,4;4,4;1,45;23,12	UnlockPropListDECpet_3013	0	0
323	pet_301	4	60	41	item101020505306,34	1	10000000	70	skill60101,5	skill60111,5	3,80;22,260;21,260	pet_301	item100000000005,5	3,4;4,4;1,45;23,12	UnlockPropListDECpet_3014	0	0
324	pet_301	5	70	51	item101020505306,42	1	12000000	70	skill60101,6	skill60111,6	30,400;32,400;33,400	pet_301	item100000000005,5	3,4;4,4;1,45;23,12	UnlockPropListDECpet_3015	0	0
325	pet_303	0	0	1		0	0	30	skill60081,1	skill60091,1		pet_303		3,13;4,13;1,135;25,36	UnlockPropListDECpet_3030	0	0
326	pet_303	1	30	21	item101020505307,10	1	4000000	40	skill60081,2	skill60091,2	4,60;22,200;24,200	pet_303	item100000000005,5	3,4;4,4;1,45;25,12	UnlockPropListDECpet_3031	0	0
327	pet_303	2	40	21	item101020505307,18	1	6000000	50	skill60081,3	skill60091,3	25,200;26,200;4,60	pet_303	item100000000005,5	3,4;4,4;1,45;25,12	UnlockPropListDECpet_3032	0	0
328	pet_303	3	50	31	item101020505307,26	1	8000000	60	skill60081,4	skill60091,4	3,80;24,260;21,260	pet_303	item100000000005,5	3,4;4,4;1,45;25,12	UnlockPropListDECpet_3033	0	0
329	pet_303	4	60	41	item101020505307,34	1	10000000	70	skill60081,5	skill60091,5	25,260;22,260;23,260	pet_303	item100000000005,5	3,4;4,4;1,45;25,12	UnlockPropListDECpet_3034	0	0
330	pet_303	5	70	51	item101020505307,42	1	12000000	70	skill60081,6	skill60091,6	35,400;32,400;31,400	pet_303	item100000000005,5	3,4;4,4;1,45;25,12	UnlockPropListDECpet_3035	0	0
331	pet_305	0	0	1		0	0	30	skill60061,1	skill60071,1		pet_305		3,13;4,13;1,135;21,36	UnlockPropListDECpet_3050	0	0
332	pet_305	1	30	21	item101020505308,10	1	4000000	40	skill60061,2	skill60071,2	1,600;22,200;21,200	pet_305	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3051	0	0
333	pet_305	2	40	21	item101020505308,18	1	6000000	50	skill60061,3	skill60071,3	1,600;3,60;4,60	pet_305	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3052	0	0
334	pet_305	3	50	31	item101020505308,26	1	8000000	60	skill60061,4	skill60071,4	4,80;24,260;26,260	pet_305	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3053	0	0
335	pet_305	4	60	41	item101020505308,34	1	10000000	70	skill60061,5	skill60071,5	3,80;22,260;23,260	pet_305	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3054	0	0
336	pet_305	5	70	51	item101020505308,42	1	12000000	70	skill60061,6	skill60071,6	52,400;33,400;31,400	pet_305	item100000000005,5	3,4;4,4;1,45;21,12	UnlockPropListDECpet_3055	0	0
337	pet_307	0	0	1		0	0	30	skill60041,1	skill60051,1		pet_307		3,15;4,15;1,150;23,60	UnlockPropListDECpet_3070	0	0
338	pet_307	1	30	21	item101020505309,12	1	12000000	40	skill60041,2	skill60051,2	1,600;25,200;23,200	pet_307	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3071	0	0
339	pet_307	2	40	21	item101020505309,20	1	18000000	50	skill60041,3	skill60051,3	1,600;3,60;4,60	pet_307	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3072	0	0
340	pet_307	3	50	31	item101020505309,28	1	24000000	60	skill60041,4	skill60051,4	4,80;24,260;26,260	pet_307	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3073	0	0
341	pet_307	4	60	41	item101020505309,40	1	30000000	70	skill60041,5	skill60051,5	3,80;22,260;21,260	pet_307	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3074	0	0
342	pet_307	5	70	51	item101020505309,50	1	36000000	70	skill60041,6	skill60051,6	34,400;33,400;32,400	pet_307	item100000000005,5	3,5;4,5;1,50;23,20	UnlockPropListDECpet_3075	0	0
343	pet_309	0	0	1		0	0	30	skill60021,1	skill60031,1		pet_309		3,15;4,15;1,150;51,60	UnlockPropListDECpet_3090	0	0
344	pet_309	1	30	21	item101020505310,12	1	12000000	40	skill60021,2	skill60031,2	1,600;4,60;26,200	pet_309	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3091	0	0
345	pet_309	2	40	21	item101020505310,20	1	18000000	50	skill60021,3	skill60031,3	1,600;3,60;4,60	pet_309	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3092	0	0
346	pet_309	3	50	31	item101020505310,28	1	24000000	60	skill60021,4	skill60031,4	4,80;24,260;26,260	pet_309	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3093	0	0
347	pet_309	4	60	41	item101020505310,40	1	30000000	70	skill60021,5	skill60031,5	3,80;22,260;23,260	pet_309	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3094	0	0
348	pet_309	5	70	51	item101020505310,50	1	36000000	70	skill60021,6	skill60031,6	34,400;30,400;35,400	pet_309	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3095	0	0
349	pet_310	0	0	1		0	0	30	skill60021,1	skill60031,1		pet_310		3,15;4,15;1,150;51,60	UnlockPropListDECpet_3090	0	0
350	pet_310	1	30	21	item101020505310,12	1	12000000	40	skill60021,2	skill60031,2	1,600;4,60;26,200	pet_310	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3091	0	0
351	pet_310	2	40	21	item101020505310,20	1	18000000	50	skill60021,3	skill60031,3	1,600;3,60;4,60	pet_310	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3092	0	0
352	pet_310	3	50	31	item101020505310,28	1	24000000	60	skill60021,4	skill60031,4	4,80;24,260;26,260	pet_310	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3093	0	0
353	pet_310	4	60	41	item101020505310,40	1	30000000	70	skill60021,5	skill60031,5	3,80;22,260;23,260	pet_310	item100000000005,5	3,5;4,5;1,50;51,10	UnlockPropListDECpet_3094	0	0
354	pet_310	5	70	51	item101020505310,50	1	36000000	70	skill60021,6	skill60031,6	34,400;30,400;35,400	pet_310	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3095	0	0
355	pet_310	6	80	71	item101020505207,1	0	0	90	skill60021,6	skill60031,6	3,60;22,160;25,160	pet_310	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3096	1	25
356	pet_310	7	90	71	item101020505207,1	0	0	100	skill60021,6	skill60031,6	1,600;24,160;26,160	pet_310	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3097	1	40
357	pet_310	8	100	81	item101020505207,3;item101020505310,70	0	0	110	skill60021,6	skill60031,6	51,400;83,400;32,400	pet_310	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3098	1	30
358	pet_310	9	110	81	item101020505207,2	0	0	120	skill60021,6	skill60031,6	4,60;25,160;21,160	pet_310	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3099	1	50
359	pet_310	10	120	81	item101020505207,2	0	0	130	skill60021,6	skill60031,6	51,400;75,400;34,400	pet_310	item100000000005,5	3,5;4,5;1,50;51,20	UnlockPropListDECpet_3100	1	80
360	pet_311	0	0	1		0	0	30	skill60001,1	skill60011,1		pet_311		3,15;4,15;1,150;52,60	UnlockPropListDECpet_3110	0	0
361	pet_311	1	30	21	item101020505311,12	1	12000000	40	skill60001,2	skill60011,2	1,600;21,200;24,200	pet_311	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3111	0	0
362	pet_311	2	40	21	item101020505311,20	1	18000000	50	skill60001,3	skill60011,3	1,600;3,60;4,60	pet_311	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3112	0	0
363	pet_311	3	50	31	item101020505311,28	1	24000000	60	skill60001,4	skill60011,4	4,80;24,260;26,260	pet_311	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3113	0	0
364	pet_311	4	60	41	item101020505311,40	1	30000000	70	skill60001,5	skill60011,5	3,80;25,260;23,260	pet_311	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3114	0	0
365	pet_311	5	70	51	item101020505311,50	1	36000000	70	skill60001,6	skill60011,6	30,400;32,400;31,400	pet_311	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3115	0	0
366	pet_313	0	0	1		0	0	30	skill60121,1	skill60131,1		pet_313		3,15;4,15;1,150;24,60	UnlockPropListDECpet_3130	0	0
367	pet_313	1	30	21	item101020505312,12	1	12000000	40	skill60121,2	skill60131,2	1,600;22,200;21,200	pet_313	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3131	0	0
368	pet_313	2	40	21	item101020505312,20	1	18000000	50	skill60121,3	skill60131,3	21,200;3,60;4,60	pet_313	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3132	0	0
369	pet_313	3	50	31	item101020505312,28	1	24000000	60	skill60121,4	skill60131,4	4,80;24,260;26,260	pet_313	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3133	0	0
370	pet_313	4	60	41	item101020505312,40	1	30000000	70	skill60121,5	skill60131,5	3,80;22,260;25,260	pet_313	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3134	0	0
371	pet_313	5	70	51	item101020505312,50	1	36000000	70	skill60121,6	skill60131,6	30,400;34,400;35,400	pet_313	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3135	0	0
372	pet_314	0	0	1		0	0	30	skill60121,1	skill60131,1		pet_314		3,15;4,15;1,150;24,60	UnlockPropListDECpet_3130	0	0
373	pet_314	1	30	21	item101020505312,12	1	12000000	40	skill60121,2	skill60131,2	1,600;22,200;21,200	pet_314	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3131	0	0
374	pet_314	2	40	21	item101020505312,20	1	18000000	50	skill60121,3	skill60131,3	21,200;3,60;4,60	pet_314	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3132	0	0
375	pet_314	3	50	31	item101020505312,28	1	24000000	60	skill60121,4	skill60131,4	4,80;24,260;26,260	pet_314	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3133	0	0
376	pet_314	4	60	41	item101020505312,40	1	30000000	70	skill60121,5	skill60131,5	3,80;22,260;25,260	pet_314	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3134	0	0
377	pet_314	5	70	51	item101020505312,50	1	36000000	70	skill60121,6	skill60131,6	30,400;34,400;35,400	pet_314	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3135	0	0
378	pet_314	6	80	71	item101020505207,1	0	0	90	skill60121,6	skill60131,6	3,60;22,160;25,160	pet_314	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3136	1	25
379	pet_314	7	90	71	item101020505207,1	0	0	100	skill60121,6	skill60131,6	1,600;24,160;26,160	pet_314	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3137	1	40
380	pet_314	8	100	81	item101020505207,3;item101020505312,70	0	0	110	skill60121,6	skill60131,6	51,400;83,400;32,400	pet_314	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3138	1	30
381	pet_314	9	110	81	item101020505207,2	0	0	120	skill60121,6	skill60131,6	4,60;25,160;21,160	pet_314	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3139	1	50
382	pet_314	10	120	81	item101020505207,2	0	0	130	skill60121,6	skill60131,6	51,400;83,400;34,400	pet_314	item100000000005,5	3,5;4,5;1,50;24,20	UnlockPropListDECpet_3140	1	80
383	pet_315	0	0	1		0	0	30	skill60141,1	skill60151,1		pet_315		3,15;4,15;1,150;22,60	UnlockPropListDECpet_3150	0	0
384	pet_315	1	30	21	item101020505313,12	1	12000000	40	skill60141,2	skill60151,2	1,600;22,200;25,200	pet_315	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3151	0	0
385	pet_315	2	40	21	item101020505313,20	1	18000000	50	skill60141,3	skill60151,3	1,600;3,60;4,60	pet_315	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3152	0	0
386	pet_315	3	50	31	item101020505313,28	1	24000000	60	skill60141,4	skill60151,4	4,80;24,260;26,260	pet_315	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3153	0	0
387	pet_315	4	60	41	item101020505313,40	1	30000000	70	skill60141,5	skill60151,5	3,80;21,260;25,260	pet_315	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3154	0	0
388	pet_315	5	70	51	item101020505313,50	1	36000000	70	skill60141,6	skill60151,6	79,300;33,400;31,400	pet_315	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3155	0	0
389	pet_316	0	0	1		0	0	30	skill60141,1	skill60151,1		pet_316		3,15;4,15;1,150;22,60	UnlockPropListDECpet_3150	0	0
390	pet_316	1	30	21	item101020505313,12	1	12000000	40	skill60141,2	skill60151,2	1,600;22,200;25,200	pet_316	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3151	0	0
391	pet_316	2	40	21	item101020505313,20	1	18000000	50	skill60141,3	skill60151,3	1,600;3,60;4,60	pet_316	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3152	0	0
392	pet_316	3	50	31	item101020505313,28	1	24000000	60	skill60141,4	skill60151,4	4,80;24,260;26,260	pet_316	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3153	0	0
393	pet_316	4	60	41	item101020505313,40	1	30000000	70	skill60141,5	skill60151,5	3,80;21,260;25,260	pet_316	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3154	0	0
394	pet_316	5	70	51	item101020505313,50	1	36000000	70	skill60141,6	skill60151,6	79,300;33,400;31,400	pet_316	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3155	0	0
395	pet_316	6	80	71	item101020505207,1	0	0	90	skill60141,6	skill60151,6	3,60;22,160;25,160	pet_316	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3156	1	25
396	pet_316	7	90	71	item101020505207,1	0	0	100	skill60141,6	skill60151,6	1,600;24,160;26,160	pet_316	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3157	1	40
397	pet_316	8	100	81	item101020505207,3;item101020505313,70	0	0	110	skill60141,6	skill60151,6	52,400;31,400;33,400	pet_316	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3158	1	30
398	pet_316	9	110	81	item101020505207,2	0	0	120	skill60141,6	skill60151,6	4,60;25,160;21,160	pet_316	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3159	1	50
399	pet_316	10	120	81	item101020505207,2	0	0	130	skill60141,6	skill60151,6	51,400;67,400;79,400	pet_316	item100000000005,5	3,5;4,5;1,50;22,20	UnlockPropListDECpet_3160	1	80
400	pet_317	0	0	1		0	0	30	skill60161,1	skill60171,1		pet_317		3,15;4,15;1,150;21,60	UnlockPropListDECpet_3170	0	0
401	pet_317	1	30	21	item101020505314,12	1	12000000	40	skill60161,2	skill60171,2	1,600;25,200;23,200	pet_317	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3171	0	0
402	pet_317	2	40	21	item101020505314,20	1	18000000	50	skill60161,3	skill60171,3	1,600;3,60;4,60	pet_317	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3172	0	0
403	pet_317	3	50	31	item101020505314,28	1	24000000	60	skill60161,4	skill60171,4	4,80;24,260;26,260	pet_317	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3173	0	0
404	pet_317	4	60	41	item101020505314,40	1	30000000	70	skill60161,5	skill60171,5	3,80;21,260;23,260	pet_317	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3174	0	0
405	pet_317	5	70	51	item101020505314,50	1	36000000	70	skill60161,6	skill60171,6	83,300;33,400;30,400	pet_317	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3175	0	0
406	pet_318	0	0	1		0	0	30	skill60161,1	skill60171,1		pet_318		3,15;4,15;1,150;21,60	UnlockPropListDECpet_3170	0	0
407	pet_318	1	30	21	item101020505314,12	1	12000000	40	skill60161,2	skill60171,2	1,600;25,200;23,200	pet_318	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3171	0	0
408	pet_318	2	40	21	item101020505314,20	1	18000000	50	skill60161,3	skill60171,3	1,600;3,60;4,60	pet_318	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3172	0	0
409	pet_318	3	50	31	item101020505314,28	1	24000000	60	skill60161,4	skill60171,4	4,80;24,260;26,260	pet_318	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3173	0	0
410	pet_318	4	60	41	item101020505314,40	1	30000000	70	skill60161,5	skill60171,5	3,80;21,260;23,260	pet_318	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3174	0	0
411	pet_318	5	70	51	item101020505314,50	1	36000000	70	skill60161,6	skill60171,6	83,300;33,400;30,400	pet_318	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3175	0	0
412	pet_318	6	80	71	item101020505207,1	0	0	90	skill60161,6	skill60171,6	3,60;22,160;25,160	pet_318	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3176	1	25
413	pet_318	7	90	71	item101020505207,1	0	0	100	skill60161,6	skill60171,6	1,600;24,160;26,160	pet_318	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3177	1	40
414	pet_318	8	100	81	item101020505207,3;item101020505314,70	0	0	110	skill60161,6	skill60171,6	52,400;31,400;33,400	pet_318	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3178	1	30
415	pet_318	9	110	81	item101020505207,2	0	0	120	skill60161,6	skill60171,6	4,60;25,160;21,160	pet_318	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3179	1	50
416	pet_318	10	120	81	item101020505207,2	0	0	130	skill60161,6	skill60171,6	51,400;83,400;34,400	pet_318	item100000000005,5	3,5;4,5;1,50;21,20	UnlockPropListDECpet_3180	1	80
417	pet_319	0	0	1		0	0	30	skill60181,1	skill60191,1		pet_319		3,15;4,15;1,150;52,60	UnlockPropListDECpet_3190	0	0
418	pet_319	1	30	21	item101020505315,12	1	12000000	40	skill60181,2	skill60191,2	1,600;22,200;23,200	pet_319	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3191	0	0
419	pet_319	2	40	21	item101020505315,20	1	18000000	50	skill60181,3	skill60191,3	1,600;3,60;4,60	pet_319	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3192	0	0
420	pet_319	3	50	31	item101020505315,28	1	24000000	60	skill60181,4	skill60191,4	4,80;24,260;26,260	pet_319	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3193	0	0
421	pet_319	4	60	41	item101020505315,40	1	30000000	70	skill60181,5	skill60191,5	3,80;21,260;23,260	pet_319	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3194	0	0
422	pet_319	5	70	51	item101020505315,50	1	36000000	70	skill60181,6	skill60191,6	112,300;35,400;31,400	pet_319	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3195	0	0
423	pet_320	0	0	1		0	0	30	skill60181,1	skill60191,1		pet_320		3,15;4,15;1,150;52,60	UnlockPropListDECpet_3190	0	0
424	pet_320	1	30	21	item101020505315,12	1	12000000	40	skill60181,2	skill60191,2	1,600;22,200;23,200	pet_320	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3191	0	0
425	pet_320	2	40	21	item101020505315,20	1	18000000	50	skill60181,3	skill60191,3	1,600;3,60;4,60	pet_320	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3192	0	0
426	pet_320	3	50	31	item101020505315,28	1	24000000	60	skill60181,4	skill60191,4	4,80;24,260;26,260	pet_320	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3193	0	0
427	pet_320	4	60	41	item101020505315,40	1	30000000	70	skill60181,5	skill60191,5	3,80;21,260;23,260	pet_320	item100000000005,5	3,5;4,5;1,50;52,10	UnlockPropListDECpet_3194	0	0
428	pet_320	5	70	51	item101020505315,50	1	36000000	70	skill60181,6	skill60191,6	112,300;35,400;31,400	pet_320	item100000000005,5	3,5;4,5;1,50;52,20	UnlockPropListDECpet_3195	0	0
429	pet_320	6	80	71	item101020505207,1	0	0	90	skill60181,6	skill60191,6	3,60;22,160;25,160	pet_320	item100000000005,5	3,5;4,5;1,50;52,15	UnlockPropListDECpet_3196	1	25
430	pet_320	7	90	71	item101020505207,1	0	0	100	skill60181,6	skill60191,6	1,600;24,160;26,160	pet_320	item100000000005,5	3,5;4,5;1,50;52,15	UnlockPropListDECpet_3197	1	40
