Key值	商店标签1	商店标签2	商品标签3	道具排序	是否珍品	商品ID	抽象ID	等级	显示等级	货币类型	指导价格	是否触发警戒提示	回收警戒线	低价警告警戒线	高价警告警戒线	复制警戒线	购买限制	生效地区,不填即为全部生效
20000091	3	3	18	19	1	equip305050211004	3050502004	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000092	3	3	19	20	1	equip305060211004	3050602004	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000093	3	3	20	21	1	equip306030211004	3060302004	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000094	3	3	21	22	1	equip306040211004	3060402004	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000095	3	3	22	23	1	equip306050211004	3060502004	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000096	3	3	23	24	1	equip306060211004	3060602004	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000179	3	3	24	25	1	equip301070211004	3010702004	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000180	3	3	25	26	1	equip302070211004	3020702004	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000181	3	3	26	27	1	equip303070211004	3030702004	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000182	3	3	27	28	1	equip304070211004	3040702004	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000183	3	3	28	29	1	equip305070211004	3050702004	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000184	3	3	29	30	1	equip306070211004	3060702004	70	61	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000213	3	3	30	31	1	equip301080211004	3010802004	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000214	3	3	31	32	1	equip302080211004	3020802004	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000215	3	3	32	33	1	equip303080211004	3030802004	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000216	3	3	33	34	1	equip304080211004	3040802004	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000217	3	3	34	35	1	equip305080211004	3050802004	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000218	3	3	35	36	1	equip306080211004	3060802004	80	71	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000298	3	3	36	37	1	equip301090211004	3010902004	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000299	3	3	37	38	1	equip302090211004	3020902004	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000300	3	3	38	39	1	equip303090211004	3030902004	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000301	3	3	39	40	1	equip304090211004	3040902004	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000302	3	3	40	41	1	equip305090211004	3050902004	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000303	3	3	41	42	1	equip306090211004	3060902004	90	81	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000338	3	3	42	43	1	equip301100211004	3011002004	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000339	3	3	43	44	1	equip302100211004	3021002004	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000340	3	3	44	45	1	equip303100211004	3031002004	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000341	3	3	45	46	1	equip304100211004	3041002004	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000342	3	3	46	47	1	equip305100211004	3051002004	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000343	3	3	47	48	1	equip306100211004	3061002004	100	91	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000378	3	3	48	49	1	equip301110211004	3011102004	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000379	3	3	49	50	1	equip302110211004	3021102004	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000380	3	3	50	51	1	equip303110211004	3031102004	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000381	3	3	51	52	1	equip304110211004	3041102004	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000382	3	3	52	53	1	equip305110211004	3051102004	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000383	3	3	53	54	1	equip306110211004	3061102004	110	101	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
30000081	4	3	11	1	0	item119100000000	item119100000000	0	1	2	3000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000082	4	3	12	2	0	item119100000001	item119100000001	0	1	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3;91,1.2;121,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000083	4	3	13	3	0	item119100000002	item119100000002	0	1	2	30000	0	0,0.5;11,0.5;31,0.5	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000120	4	3	14	4	0	item119100000004	item119100000004	0	1	2	14400	0	0,0.9;11,0.9;31,0.9	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000121	4	3	15	5	0	item119100000005	item119100000005	0	1	2	14400	0	0,0.9;11,0.9;31,0.9	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
30000122	4	3	16	6	0	item119100000006	item119100000006	0	1	2	14400	0	0,0.9;11,0.9;31,0.9	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000055	7	3	0	1	0	item9301050430004	item9301050430004	50	41	2	32000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000056	7	3	1	2	0	item9302050430004	item9302050430004	50	41	2	32000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000057	7	3	2	3	0	item9303050430004	item9303050430004	50	41	2	32000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000058	7	3	3	4	0	item9304050430004	item9304050430004	50	41	2	32000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000059	7	3	4	5	0	item9305050430004	item9305050430004	50	41	2	32000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000060	7	3	5	6	0	item9306050430004	item9306050430004	50	41	2	32000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000061	7	3	6	7	0	item9301060430004	item9301060430004	60	51	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000062	7	3	7	8	0	item9302060430004	item9302060430004	60	51	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000063	7	3	8	9	0	item9303060430004	item9303060430004	60	51	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000064	7	3	9	10	0	item9304060430004	item9304060430004	60	51	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000065	7	3	10	11	0	item9305060430004	item9305060430004	60	51	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60000066	7	3	11	12	0	item9306060430004	item9306060430004	60	51	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60007019	7	3	12	13	0	item9301070430004	item9301070430004	70	61	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60007020	7	3	13	14	0	item9302070430004	item9302070430004	70	61	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60007021	7	3	14	15	0	item9303070430004	item9303070430004	70	61	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60007022	7	3	15	16	0	item9304070430004	item9304070430004	70	61	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60007023	7	3	16	17	0	item9305070430004	item9305070430004	70	61	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60007024	7	3	17	18	0	item9306070430004	item9306070430004	70	61	2	64000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60009019	7	3	18	19	0	item9301090430004	item9301090430004	90	81	2	80000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60009020	7	3	19	20	0	item9302090430004	item9302090430004	90	81	2	80000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60009021	7	3	20	21	0	item9303090430004	item9303090430004	90	81	2	80000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60009022	7	3	21	22	0	item9304090430004	item9304090430004	90	81	2	80000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60009023	7	3	22	23	0	item9305090430004	item9305090430004	90	81	2	80000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
60009024	7	3	23	24	0	item9306090430004	item9306090430004	90	81	2	80000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;31,1.4;61,1.3	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
47	0	2	0	1	0	item103010135001	item103010135001	0	1	2	50000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
48	0	2	1	2	0	item103010135101	item103010135101	0	1	2	500000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
49	0	2	2	3	0	item103010135111	item103010135111	0	1	2	500000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;21,1.4;31,1.3;41,1.2;61,1.1	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
50	0	2	3	4	0	item103010135201	item103010135201	0	1	2	2000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
51	0	2	4	5	0	item103010135301	item103010135301	0	1	2	5000000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000037	1	2	0	1	0	unidfequip301020430003	unidfequip301020430003	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000038	1	2	1	2	0	unidfequip301030430003	unidfequip301030430003	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000039	1	2	2	3	0	unidfequip301040430003	unidfequip301040430003	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000040	1	2	3	4	0	unidfequip302020430003	unidfequip302020430003	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000041	1	2	4	5	0	unidfequip302030430003	unidfequip302030430003	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000042	1	2	5	6	0	unidfequip302040430003	unidfequip302040430003	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000043	1	2	6	7	0	unidfequip303020430003	unidfequip303020430003	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000044	1	2	7	8	0	unidfequip303030430003	unidfequip303030430003	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000045	1	2	8	9	0	unidfequip303040430003	unidfequip303040430003	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000046	1	2	9	10	0	unidfequip304020430003	unidfequip304020430003	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000047	1	2	10	11	0	unidfequip304030430003	unidfequip304030430003	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000048	1	2	11	12	0	unidfequip304040430003	unidfequip304040430003	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000049	1	2	12	13	0	unidfequip305020430003	unidfequip305020430003	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000050	1	2	13	14	0	unidfequip305030430003	unidfequip305030430003	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000051	1	2	14	15	0	unidfequip305040430003	unidfequip305040430003	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000052	1	2	15	16	0	unidfequip306020430003	unidfequip306020430003	20	11	2	5000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000053	1	2	16	17	0	unidfequip306030430003	unidfequip306030430003	30	21	2	10000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10000054	1	2	17	18	0	unidfequip306040430003	unidfequip306040430003	40	31	2	40000	0	0,0.1;11,0.1;31,0.1	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001011	2	2	0	6	2	equip302040541003	3020405003	40	31	2	590000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001012	2	2	1	7	2	equip303040541003	3030405003	40	31	2	1730000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001013	2	2	2	8	2	equip304040541003	3040405003	40	31	2	780000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001014	2	2	3	9	2	equip305040541003	3050405003	40	31	2	780000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001015	2	2	4	10	2	equip306040541003	3060405003	40	31	2	3870000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001061	2	2	5	1	2	equip302030541003	3020305003	30	21	2	385000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001062	2	2	6	2	2	equip303030541003	3030305003	30	21	2	1081000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001063	2	2	7	3	2	equip304030541003	3040305003	30	21	2	513000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001064	2	2	8	4	2	equip305030541003	3050305003	30	21	2	513000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
10001065	2	2	9	5	2	equip306030541003	3060305003	30	21	2	2577000	1	0,0.6;11,0.6;31,0.6	0.000000	0.000000	0,2;11,2;31,2	0,0;41,6;51,10;60,13;65,16;70,19;75,22	
20000049	3	2	0	1	1	equip301030211003	3010302003	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000050	3	2	1	2	1	equip301040211003	3010402003	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000051	3	2	2	3	1	equip301050211003	3010502003	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000052	3	2	3	4	1	equip301060211003	3010602003	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000053	3	2	4	5	1	equip302030211003	3020302003	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000054	3	2	5	6	1	equip302040211003	3020402003	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000055	3	2	6	7	1	equip302050211003	3020502003	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000056	3	2	7	8	1	equip302060211003	3020602003	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000057	3	2	8	9	1	equip303030211003	3030302003	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000058	3	2	9	10	1	equip303040211003	3030402003	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000059	3	2	10	11	1	equip303050211003	3030502003	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000060	3	2	11	12	1	equip303060211003	3030602003	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000061	3	2	12	13	1	equip304030211003	3040302003	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000062	3	2	13	14	1	equip304040211003	3040402003	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000063	3	2	14	15	1	equip304050211003	3040502003	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000064	3	2	15	16	1	equip304060211003	3040602003	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000065	3	2	16	17	1	equip305030211003	3050302003	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000066	3	2	17	18	1	equip305040211003	3050402003	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000067	3	2	18	19	1	equip305050211003	3050502003	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000068	3	2	19	20	1	equip305060211003	3050602003	60	51	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000069	3	2	20	21	1	equip306030211003	3060302003	30	21	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000070	3	2	21	22	1	equip306040211003	3060402003	40	31	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
20000071	3	2	22	23	1	equip306050211003	3060502003	50	41	2	0	0	0,0.3;31,0.4;61,0.5	0.500000	2.000000	0,2.3;31,2.3;61,2.3	0,9;41,10;51,12;60,15;65,18;70,21;75,24	
