流水ID	属性ID	修炼等级	升级需要经验	修炼1次提升经验	单次提升消耗	增加属性参数	历史帮贡限制	玩家角色等级限制	解锁圣器等级
13030	75	30	2380	10	4,1;1,10000	300	8580	30	0
13031	75	31	2540	10	4,1;1,12000	310	9342	31	0
13032	75	32	2700	10	4,1;1,12000	320	10152	32	0
13033	75	33	2860	10	4,1;1,12000	330	11010	33	0
13034	75	34	3020	10	4,1;1,12000	340	11916	34	0
13035	75	35	3180	10	4,1;1,12000	350	12870	35	0
13036	75	36	3340	10	4,1;1,14000	360	13872	36	0
13037	75	37	3500	10	4,1;1,14000	370	14922	37	0
13038	75	38	3660	10	4,1;1,14000	380	16020	38	0
13039	75	39	3820	10	4,1;1,14000	390	17166	39	0
13040	75	40	3980	10	4,1;1,14000	400	18360	40	0
13041	75	41	4180	10	4,1;1,16000	410	19614	41	0
13042	75	42	4380	10	4,1;1,16000	420	20928	42	0
13043	75	43	4580	10	4,1;1,16000	430	22302	43	0
13044	75	44	4780	10	4,1;1,16000	440	23736	44	0
13045	75	45	4980	10	4,1;1,16000	450	25230	45	0
13046	75	46	5180	10	4,1;1,18000	460	26784	46	0
13047	75	47	5380	10	4,1;1,18000	470	28398	47	0
13048	75	48	5580	10	4,1;1,18000	480	30072	48	0
13049	75	49	5780	10	4,1;1,18000	490	31806	49	0
13050	75	50	5980	10	4,1;1,18000	500	33600	50	0
13051	75	51	6220	10	4,1;1,20000	510	35466	51	0
13052	75	52	6460	10	4,1;1,20000	520	37404	52	0
13053	75	53	6700	10	4,1;1,20000	530	39414	53	0
13054	75	54	6940	10	4,1;1,20000	540	41496	54	0
13055	75	55	7180	10	4,1;1,20000	550	43650	55	0
13056	75	56	7420	10	4,1;1,22000	560	45876	56	0
13057	75	57	7660	10	4,1;1,22000	570	48174	57	0
13058	75	58	7900	10	4,1;1,22000	580	50544	58	0
13059	75	59	8140	10	4,1;1,22000	590	52986	59	0
13060	75	60	8380	10	4,1;1,22000	600	55500	60	0
13061	75	61	8660	10	4,1;1,22000	610	58098	61	0
13062	75	62	8940	10	4,1;1,22000	620	60780	61	0
13063	75	63	9220	10	4,1;1,22000	630	63546	61	0
13064	75	64	9500	10	4,1;1,22000	640	66396	61	0
13065	75	65	9780	10	4,1;1,22000	650	69330	61	0
13066	75	66	10060	10	4,1;1,22000	660	72348	61	0
13067	75	67	10340	10	4,1;1,22000	670	75450	61	0
13068	75	68	10620	10	4,1;1,22000	680	78636	61	0
13069	75	69	10900	10	4,1;1,22000	690	81906	61	0
13070	75	70	11180	10	4,1;1,22000	700	85260	61	0
14001	70	1	20	10	4,1;1,1000	10	0	1	0
14002	70	2	60	10	4,1;1,1000	20	0	1	0
14003	70	3	100	10	4,1;1,1000	30	0	1	0
14004	70	4	140	10	4,1;1,1000	40	0	1	0
14005	70	5	180	10	4,1;1,1000	50	0	1	0
14006	70	6	220	10	4,1;1,1500	60	0	1	0
14007	70	7	260	10	4,1;1,1500	70	0	1	0
14008	70	8	300	10	4,1;1,1500	80	0	1	0
14009	70	9	340	10	4,1;1,1500	90	0	1	0
14010	70	10	380	10	4,1;1,1500	100	0	1	0
14011	70	11	460	10	4,1;1,3000	110	0	1	0
14012	70	12	540	10	4,1;1,3000	120	0	1	0
14013	70	13	620	10	4,1;1,3000	130	0	1	0
14014	70	14	700	10	4,1;1,3000	140	0	1	0
14015	70	15	780	10	4,1;1,3000	150	0	1	0
14016	70	16	860	10	4,1;1,6000	160	0	1	0
14017	70	17	940	10	4,1;1,6000	170	0	1	0
14018	70	18	1020	10	4,1;1,6000	180	0	1	0
14019	70	19	1100	10	4,1;1,6000	190	0	1	0
14020	70	20	1180	10	4,1;1,6000	200	3060	20	0
14021	70	21	1300	10	4,1;1,8000	210	3450	21	0
14022	70	22	1420	10	4,1;1,8000	220	3876	22	0
14023	70	23	1540	10	4,1;1,8000	230	4338	23	0
14024	70	24	1660	10	4,1;1,8000	240	4836	24	0
14025	70	25	1780	10	4,1;1,8000	250	5370	25	0
14026	70	26	1900	10	4,1;1,10000	260	5940	26	0
14027	70	27	2020	10	4,1;1,10000	270	6546	27	0
14028	70	28	2140	10	4,1;1,10000	280	7188	28	0
14029	70	29	2260	10	4,1;1,10000	290	7866	29	0
14030	70	30	2380	10	4,1;1,10000	300	8580	30	0
14031	70	31	2540	10	4,1;1,12000	310	9342	31	0
14032	70	32	2700	10	4,1;1,12000	320	10152	32	0
14033	70	33	2860	10	4,1;1,12000	330	11010	33	0
14034	70	34	3020	10	4,1;1,12000	340	11916	34	0
14035	70	35	3180	10	4,1;1,12000	350	12870	35	0
14036	70	36	3340	10	4,1;1,14000	360	13872	36	0
14037	70	37	3500	10	4,1;1,14000	370	14922	37	0
14038	70	38	3660	10	4,1;1,14000	380	16020	38	0
14039	70	39	3820	10	4,1;1,14000	390	17166	39	0
14040	70	40	3980	10	4,1;1,14000	400	18360	40	0
14041	70	41	4180	10	4,1;1,16000	410	19614	41	0
14042	70	42	4380	10	4,1;1,16000	420	20928	42	0
14043	70	43	4580	10	4,1;1,16000	430	22302	43	0
14044	70	44	4780	10	4,1;1,16000	440	23736	44	0
14045	70	45	4980	10	4,1;1,16000	450	25230	45	0
14046	70	46	5180	10	4,1;1,18000	460	26784	46	0
14047	70	47	5380	10	4,1;1,18000	470	28398	47	0
14048	70	48	5580	10	4,1;1,18000	480	30072	48	0
14049	70	49	5780	10	4,1;1,18000	490	31806	49	0
14050	70	50	5980	10	4,1;1,18000	500	33600	50	0
14051	70	51	6220	10	4,1;1,20000	510	35466	51	0
14052	70	52	6460	10	4,1;1,20000	520	37404	52	0
14053	70	53	6700	10	4,1;1,20000	530	39414	53	0
14054	70	54	6940	10	4,1;1,20000	540	41496	54	0
14055	70	55	7180	10	4,1;1,20000	550	43650	55	0
14056	70	56	7420	10	4,1;1,22000	560	45876	56	0
14057	70	57	7660	10	4,1;1,22000	570	48174	57	0
14058	70	58	7900	10	4,1;1,22000	580	50544	58	0
14059	70	59	8140	10	4,1;1,22000	590	52986	59	0
14060	70	60	8380	10	4,1;1,22000	600	55500	60	0
14061	70	61	8660	10	4,1;1,22000	610	58098	61	0
14062	70	62	8940	10	4,1;1,22000	620	60780	61	0
14063	70	63	9220	10	4,1;1,22000	630	63546	61	0
14064	70	64	9500	10	4,1;1,22000	640	66396	61	0
14065	70	65	9780	10	4,1;1,22000	650	69330	61	0
14066	70	66	10060	10	4,1;1,22000	660	72348	61	0
14067	70	67	10340	10	4,1;1,22000	670	75450	61	0
14068	70	68	10620	10	4,1;1,22000	680	78636	61	0
14069	70	69	10900	10	4,1;1,22000	690	81906	61	0
14070	70	70	11180	10	4,1;1,22000	700	85260	61	0
15001	84	1	20	10	4,1;1,1000	10	0	1	0
15002	84	2	60	10	4,1;1,1000	20	0	1	0
15003	84	3	100	10	4,1;1,1000	30	0	1	0
15004	84	4	140	10	4,1;1,1000	40	0	1	0
15005	84	5	180	10	4,1;1,1000	50	0	1	0
15006	84	6	220	10	4,1;1,1500	60	0	1	0
15007	84	7	260	10	4,1;1,1500	70	0	1	0
15008	84	8	300	10	4,1;1,1500	80	0	1	0
15009	84	9	340	10	4,1;1,1500	90	0	1	0
15010	84	10	380	10	4,1;1,1500	100	0	1	0
15011	84	11	460	10	4,1;1,3000	110	0	1	0
15012	84	12	540	10	4,1;1,3000	120	0	1	0
15013	84	13	620	10	4,1;1,3000	130	0	1	0
15014	84	14	700	10	4,1;1,3000	140	0	1	0
15015	84	15	780	10	4,1;1,3000	150	0	1	0
15016	84	16	860	10	4,1;1,6000	160	0	1	0
15017	84	17	940	10	4,1;1,6000	170	0	1	0
15018	84	18	1020	10	4,1;1,6000	180	0	1	0
15019	84	19	1100	10	4,1;1,6000	190	0	1	0
15020	84	20	1180	10	4,1;1,6000	200	3060	20	0
15021	84	21	1300	10	4,1;1,8000	210	3450	21	0
15022	84	22	1420	10	4,1;1,8000	220	3876	22	0
15023	84	23	1540	10	4,1;1,8000	230	4338	23	0
15024	84	24	1660	10	4,1;1,8000	240	4836	24	0
15025	84	25	1780	10	4,1;1,8000	250	5370	25	0
15026	84	26	1900	10	4,1;1,10000	260	5940	26	0
15027	84	27	2020	10	4,1;1,10000	270	6546	27	0
15028	84	28	2140	10	4,1;1,10000	280	7188	28	0
15029	84	29	2260	10	4,1;1,10000	290	7866	29	0
15030	84	30	2380	10	4,1;1,10000	300	8580	30	0
15031	84	31	2540	10	4,1;1,12000	310	9342	31	0
15032	84	32	2700	10	4,1;1,12000	320	10152	32	0
15033	84	33	2860	10	4,1;1,12000	330	11010	33	0
15034	84	34	3020	10	4,1;1,12000	340	11916	34	0
15035	84	35	3180	10	4,1;1,12000	350	12870	35	0
15036	84	36	3340	10	4,1;1,14000	360	13872	36	0
15037	84	37	3500	10	4,1;1,14000	370	14922	37	0
15038	84	38	3660	10	4,1;1,14000	380	16020	38	0
15039	84	39	3820	10	4,1;1,14000	390	17166	39	0
15040	84	40	3980	10	4,1;1,14000	400	18360	40	0
15041	84	41	4180	10	4,1;1,16000	410	19614	41	0
15042	84	42	4380	10	4,1;1,16000	420	20928	42	0
15043	84	43	4580	10	4,1;1,16000	430	22302	43	0
15044	84	44	4780	10	4,1;1,16000	440	23736	44	0
15045	84	45	4980	10	4,1;1,16000	450	25230	45	0
15046	84	46	5180	10	4,1;1,18000	460	26784	46	0
15047	84	47	5380	10	4,1;1,18000	470	28398	47	0
15048	84	48	5580	10	4,1;1,18000	480	30072	48	0
15049	84	49	5780	10	4,1;1,18000	490	31806	49	0
15050	84	50	5980	10	4,1;1,18000	500	33600	50	0
15051	84	51	6220	10	4,1;1,20000	510	35466	51	0
15052	84	52	6460	10	4,1;1,20000	520	37404	52	0
15053	84	53	6700	10	4,1;1,20000	530	39414	53	0
15054	84	54	6940	10	4,1;1,20000	540	41496	54	0
15055	84	55	7180	10	4,1;1,20000	550	43650	55	0
15056	84	56	7420	10	4,1;1,22000	560	45876	56	0
15057	84	57	7660	10	4,1;1,22000	570	48174	57	0
15058	84	58	7900	10	4,1;1,22000	580	50544	58	0
15059	84	59	8140	10	4,1;1,22000	590	52986	59	0
15060	84	60	8380	10	4,1;1,22000	600	55500	60	0
15061	84	61	8660	10	4,1;1,22000	610	58098	61	0
15062	84	62	8940	10	4,1;1,22000	620	60780	61	0
15063	84	63	9220	10	4,1;1,22000	630	63546	61	0
15064	84	64	9500	10	4,1;1,22000	640	66396	61	0
15065	84	65	9780	10	4,1;1,22000	650	69330	61	0
15066	84	66	10060	10	4,1;1,22000	660	72348	61	0
15067	84	67	10340	10	4,1;1,22000	670	75450	61	0
15068	84	68	10620	10	4,1;1,22000	680	78636	61	0
15069	84	69	10900	10	4,1;1,22000	690	81906	61	0
15070	84	70	11180	10	4,1;1,22000	700	85260	61	0
16001	69	1	20	10	4,1;1,1000	10	0	1	0
16002	69	2	60	10	4,1;1,1000	20	0	1	0
16003	69	3	100	10	4,1;1,1000	30	0	1	0
16004	69	4	140	10	4,1;1,1000	40	0	1	0
16005	69	5	180	10	4,1;1,1000	50	0	1	0
16006	69	6	220	10	4,1;1,1500	60	0	1	0
16007	69	7	260	10	4,1;1,1500	70	0	1	0
16008	69	8	300	10	4,1;1,1500	80	0	1	0
16009	69	9	340	10	4,1;1,1500	90	0	1	0
16010	69	10	380	10	4,1;1,1500	100	0	1	0
16011	69	11	460	10	4,1;1,3000	110	0	1	0
16012	69	12	540	10	4,1;1,3000	120	0	1	0
16013	69	13	620	10	4,1;1,3000	130	0	1	0
16014	69	14	700	10	4,1;1,3000	140	0	1	0
16015	69	15	780	10	4,1;1,3000	150	0	1	0
16016	69	16	860	10	4,1;1,6000	160	0	1	0
16017	69	17	940	10	4,1;1,6000	170	0	1	0
16018	69	18	1020	10	4,1;1,6000	180	0	1	0
16019	69	19	1100	10	4,1;1,6000	190	0	1	0
16020	69	20	1180	10	4,1;1,6000	200	3060	20	0
16021	69	21	1300	10	4,1;1,8000	210	3450	21	0
16022	69	22	1420	10	4,1;1,8000	220	3876	22	0
16023	69	23	1540	10	4,1;1,8000	230	4338	23	0
16024	69	24	1660	10	4,1;1,8000	240	4836	24	0
16025	69	25	1780	10	4,1;1,8000	250	5370	25	0
16026	69	26	1900	10	4,1;1,10000	260	5940	26	0
16027	69	27	2020	10	4,1;1,10000	270	6546	27	0
16028	69	28	2140	10	4,1;1,10000	280	7188	28	0
16029	69	29	2260	10	4,1;1,10000	290	7866	29	0
16030	69	30	2380	10	4,1;1,10000	300	8580	30	0
16031	69	31	2540	10	4,1;1,12000	310	9342	31	0
16032	69	32	2700	10	4,1;1,12000	320	10152	32	0
16033	69	33	2860	10	4,1;1,12000	330	11010	33	0
16034	69	34	3020	10	4,1;1,12000	340	11916	34	0
16035	69	35	3180	10	4,1;1,12000	350	12870	35	0
16036	69	36	3340	10	4,1;1,14000	360	13872	36	0
16037	69	37	3500	10	4,1;1,14000	370	14922	37	0
16038	69	38	3660	10	4,1;1,14000	380	16020	38	0
16039	69	39	3820	10	4,1;1,14000	390	17166	39	0
16040	69	40	3980	10	4,1;1,14000	400	18360	40	0
16041	69	41	4180	10	4,1;1,16000	410	19614	41	0
16042	69	42	4380	10	4,1;1,16000	420	20928	42	0
16043	69	43	4580	10	4,1;1,16000	430	22302	43	0
16044	69	44	4780	10	4,1;1,16000	440	23736	44	0
16045	69	45	4980	10	4,1;1,16000	450	25230	45	0
16046	69	46	5180	10	4,1;1,18000	460	26784	46	0
16047	69	47	5380	10	4,1;1,18000	470	28398	47	0
16048	69	48	5580	10	4,1;1,18000	480	30072	48	0
16049	69	49	5780	10	4,1;1,18000	490	31806	49	0
16050	69	50	5980	10	4,1;1,18000	500	33600	50	0
16051	69	51	6220	10	4,1;1,20000	510	35466	51	0
16052	69	52	6460	10	4,1;1,20000	520	37404	52	0
16053	69	53	6700	10	4,1;1,20000	530	39414	53	0
16054	69	54	6940	10	4,1;1,20000	540	41496	54	0
16055	69	55	7180	10	4,1;1,20000	550	43650	55	0
16056	69	56	7420	10	4,1;1,22000	560	45876	56	0
16057	69	57	7660	10	4,1;1,22000	570	48174	57	0
16058	69	58	7900	10	4,1;1,22000	580	50544	58	0
16059	69	59	8140	10	4,1;1,22000	590	52986	59	0
16060	69	60	8380	10	4,1;1,22000	600	55500	60	0
16061	69	61	8660	10	4,1;1,22000	610	58098	61	0
16062	69	62	8940	10	4,1;1,22000	620	60780	61	0
16063	69	63	9220	10	4,1;1,22000	630	63546	61	0
16064	69	64	9500	10	4,1;1,22000	640	66396	61	0
16065	69	65	9780	10	4,1;1,22000	650	69330	61	0
16066	69	66	10060	10	4,1;1,22000	660	72348	61	0
16067	69	67	10340	10	4,1;1,22000	670	75450	61	0
16068	69	68	10620	10	4,1;1,22000	680	78636	61	0
16069	69	69	10900	10	4,1;1,22000	690	81906	61	0
16070	69	70	11180	10	4,1;1,22000	700	85260	61	0
17001	80	1	20	10	4,1;1,1000	10	0	1	0
17002	80	2	60	10	4,1;1,1000	20	0	1	0
17003	80	3	100	10	4,1;1,1000	30	0	1	0
17004	80	4	140	10	4,1;1,1000	40	0	1	0
17005	80	5	180	10	4,1;1,1000	50	0	1	0
17006	80	6	220	10	4,1;1,1500	60	0	1	0
17007	80	7	260	10	4,1;1,1500	70	0	1	0
17008	80	8	300	10	4,1;1,1500	80	0	1	0
17009	80	9	340	10	4,1;1,1500	90	0	1	0
17010	80	10	380	10	4,1;1,1500	100	0	1	0
17011	80	11	460	10	4,1;1,3000	110	0	1	0
17012	80	12	540	10	4,1;1,3000	120	0	1	0
17013	80	13	620	10	4,1;1,3000	130	0	1	0
17014	80	14	700	10	4,1;1,3000	140	0	1	0
17015	80	15	780	10	4,1;1,3000	150	0	1	0
17016	80	16	860	10	4,1;1,6000	160	0	1	0
17017	80	17	940	10	4,1;1,6000	170	0	1	0
17018	80	18	1020	10	4,1;1,6000	180	0	1	0
17019	80	19	1100	10	4,1;1,6000	190	0	1	0
17020	80	20	1180	10	4,1;1,6000	200	3060	20	0
17021	80	21	1300	10	4,1;1,8000	210	3450	21	0
17022	80	22	1420	10	4,1;1,8000	220	3876	22	0
17023	80	23	1540	10	4,1;1,8000	230	4338	23	0
17024	80	24	1660	10	4,1;1,8000	240	4836	24	0
17025	80	25	1780	10	4,1;1,8000	250	5370	25	0
17026	80	26	1900	10	4,1;1,10000	260	5940	26	0
17027	80	27	2020	10	4,1;1,10000	270	6546	27	0
17028	80	28	2140	10	4,1;1,10000	280	7188	28	0
17029	80	29	2260	10	4,1;1,10000	290	7866	29	0
17030	80	30	2380	10	4,1;1,10000	300	8580	30	0
17031	80	31	2540	10	4,1;1,12000	310	9342	31	0
17032	80	32	2700	10	4,1;1,12000	320	10152	32	0
17033	80	33	2860	10	4,1;1,12000	330	11010	33	0
17034	80	34	3020	10	4,1;1,12000	340	11916	34	0
17035	80	35	3180	10	4,1;1,12000	350	12870	35	0
17036	80	36	3340	10	4,1;1,14000	360	13872	36	0
17037	80	37	3500	10	4,1;1,14000	370	14922	37	0
17038	80	38	3660	10	4,1;1,14000	380	16020	38	0
17039	80	39	3820	10	4,1;1,14000	390	17166	39	0
17040	80	40	3980	10	4,1;1,14000	400	18360	40	0
17041	80	41	4180	10	4,1;1,16000	410	19614	41	0
17042	80	42	4380	10	4,1;1,16000	420	20928	42	0
17043	80	43	4580	10	4,1;1,16000	430	22302	43	0
17044	80	44	4780	10	4,1;1,16000	440	23736	44	0
17045	80	45	4980	10	4,1;1,16000	450	25230	45	0
17046	80	46	5180	10	4,1;1,18000	460	26784	46	0
17047	80	47	5380	10	4,1;1,18000	470	28398	47	0
17048	80	48	5580	10	4,1;1,18000	480	30072	48	0
17049	80	49	5780	10	4,1;1,18000	490	31806	49	0
17050	80	50	5980	10	4,1;1,18000	500	33600	50	0
17051	80	51	6220	10	4,1;1,20000	510	35466	51	0
17052	80	52	6460	10	4,1;1,20000	520	37404	52	0
17053	80	53	6700	10	4,1;1,20000	530	39414	53	0
17054	80	54	6940	10	4,1;1,20000	540	41496	54	0
17055	80	55	7180	10	4,1;1,20000	550	43650	55	0
17056	80	56	7420	10	4,1;1,22000	560	45876	56	0
17057	80	57	7660	10	4,1;1,22000	570	48174	57	0
17058	80	58	7900	10	4,1;1,22000	580	50544	58	0
17059	80	59	8140	10	4,1;1,22000	590	52986	59	0
17060	80	60	8380	10	4,1;1,22000	600	55500	60	0
17061	80	61	8660	10	4,1;1,22000	610	58098	61	0
17062	80	62	8940	10	4,1;1,22000	620	60780	61	0
17063	80	63	9220	10	4,1;1,22000	630	63546	61	0
17064	80	64	9500	10	4,1;1,22000	640	66396	61	0
17065	80	65	9780	10	4,1;1,22000	650	69330	61	0
17066	80	66	10060	10	4,1;1,22000	660	72348	61	0
17067	80	67	10340	10	4,1;1,22000	670	75450	61	0
17068	80	68	10620	10	4,1;1,22000	680	78636	61	0
17069	80	69	10900	10	4,1;1,22000	690	81906	61	0
17070	80	70	11180	10	4,1;1,22000	700	85260	61	0
18001	76	1	20	10	4,1;1,1000	10	0	1	0
18002	76	2	60	10	4,1;1,1000	20	0	1	0
18003	76	3	100	10	4,1;1,1000	30	0	1	0
18004	76	4	140	10	4,1;1,1000	40	0	1	0
18005	76	5	180	10	4,1;1,1000	50	0	1	0
18006	76	6	220	10	4,1;1,1500	60	0	1	0
18007	76	7	260	10	4,1;1,1500	70	0	1	0
18008	76	8	300	10	4,1;1,1500	80	0	1	0
18009	76	9	340	10	4,1;1,1500	90	0	1	0
18010	76	10	380	10	4,1;1,1500	100	0	1	0
18011	76	11	460	10	4,1;1,3000	110	0	1	0
18012	76	12	540	10	4,1;1,3000	120	0	1	0
18013	76	13	620	10	4,1;1,3000	130	0	1	0
18014	76	14	700	10	4,1;1,3000	140	0	1	0
18015	76	15	780	10	4,1;1,3000	150	0	1	0
18016	76	16	860	10	4,1;1,6000	160	0	1	0
18017	76	17	940	10	4,1;1,6000	170	0	1	0
18018	76	18	1020	10	4,1;1,6000	180	0	1	0
18019	76	19	1100	10	4,1;1,6000	190	0	1	0
18020	76	20	1180	10	4,1;1,6000	200	3060	20	0
18021	76	21	1300	10	4,1;1,8000	210	3450	21	0
18022	76	22	1420	10	4,1;1,8000	220	3876	22	0
18023	76	23	1540	10	4,1;1,8000	230	4338	23	0
18024	76	24	1660	10	4,1;1,8000	240	4836	24	0
18025	76	25	1780	10	4,1;1,8000	250	5370	25	0
18026	76	26	1900	10	4,1;1,10000	260	5940	26	0
18027	76	27	2020	10	4,1;1,10000	270	6546	27	0
18028	76	28	2140	10	4,1;1,10000	280	7188	28	0
18029	76	29	2260	10	4,1;1,10000	290	7866	29	0
18030	76	30	2380	10	4,1;1,10000	300	8580	30	0
18031	76	31	2540	10	4,1;1,12000	310	9342	31	0
18032	76	32	2700	10	4,1;1,12000	320	10152	32	0
18033	76	33	2860	10	4,1;1,12000	330	11010	33	0
18034	76	34	3020	10	4,1;1,12000	340	11916	34	0
18035	76	35	3180	10	4,1;1,12000	350	12870	35	0
18036	76	36	3340	10	4,1;1,14000	360	13872	36	0
18037	76	37	3500	10	4,1;1,14000	370	14922	37	0
18038	76	38	3660	10	4,1;1,14000	380	16020	38	0
18039	76	39	3820	10	4,1;1,14000	390	17166	39	0
18040	76	40	3980	10	4,1;1,14000	400	18360	40	0
18041	76	41	4180	10	4,1;1,16000	410	19614	41	0
18042	76	42	4380	10	4,1;1,16000	420	20928	42	0
18043	76	43	4580	10	4,1;1,16000	430	22302	43	0
18044	76	44	4780	10	4,1;1,16000	440	23736	44	0
18045	76	45	4980	10	4,1;1,16000	450	25230	45	0
18046	76	46	5180	10	4,1;1,18000	460	26784	46	0
18047	76	47	5380	10	4,1;1,18000	470	28398	47	0
18048	76	48	5580	10	4,1;1,18000	480	30072	48	0
18049	76	49	5780	10	4,1;1,18000	490	31806	49	0
18050	76	50	5980	10	4,1;1,18000	500	33600	50	0
18051	76	51	6220	10	4,1;1,20000	510	35466	51	0
18052	76	52	6460	10	4,1;1,20000	520	37404	52	0
18053	76	53	6700	10	4,1;1,20000	530	39414	53	0
18054	76	54	6940	10	4,1;1,20000	540	41496	54	0
18055	76	55	7180	10	4,1;1,20000	550	43650	55	0
18056	76	56	7420	10	4,1;1,22000	560	45876	56	0
18057	76	57	7660	10	4,1;1,22000	570	48174	57	0
18058	76	58	7900	10	4,1;1,22000	580	50544	58	0
18059	76	59	8140	10	4,1;1,22000	590	52986	59	0
18060	76	60	8380	10	4,1;1,22000	600	55500	60	0
18061	76	61	8660	10	4,1;1,22000	610	58098	61	0
18062	76	62	8940	10	4,1;1,22000	620	60780	61	0
18063	76	63	9220	10	4,1;1,22000	630	63546	61	0
18064	76	64	9500	10	4,1;1,22000	640	66396	61	0
18065	76	65	9780	10	4,1;1,22000	650	69330	61	0
18066	76	66	10060	10	4,1;1,22000	660	72348	61	0
18067	76	67	10340	10	4,1;1,22000	670	75450	61	0
18068	76	68	10620	10	4,1;1,22000	680	78636	61	0
18069	76	69	10900	10	4,1;1,22000	690	81906	61	0
18070	76	70	11180	10	4,1;1,22000	700	85260	61	0
50001	11	1	30	10	4,1;1,0	10	0	50	2
50002	11	2	90	10	4,1;1,0	20	0	50	2
50003	11	3	150	10	4,1;1,0	30	0	50	2
50004	11	4	210	10	4,1;1,0	40	0	50	2
50005	11	5	270	10	4,1;1,0	50	0	50	2
50006	11	6	330	10	4,1;1,0	60	0	50	2
50007	11	7	390	10	4,1;1,0	70	0	50	2
50008	11	8	450	10	4,1;1,0	80	0	50	2
50009	11	9	510	10	4,1;1,0	90	0	50	2
50010	11	10	570	10	4,1;1,0	100	0	50	2
50011	11	11	750	10	4,1;1,0	110	0	50	2
50012	11	12	890	10	4,1;1,0	120	0	50	2
50013	11	13	1020	10	4,1;1,0	130	0	50	2
50014	11	14	1150	10	4,1;1,0	140	0	50	2
50015	11	15	1280	10	4,1;1,0	150	0	50	2
50016	11	16	1410	10	4,1;1,0	160	0	50	2
50017	11	17	1550	10	4,1;1,0	170	0	50	2
50018	11	18	1680	10	4,1;1,0	180	0	50	2
50019	11	19	1810	10	4,1;1,0	190	0	50	2
50020	11	20	1940	10	4,1;1,0	200	3060	50	2
50021	11	21	2140	10	4,1;1,0	210	3450	50	2
50022	11	22	2340	10	4,1;1,0	220	3876	50	2
50023	11	23	2540	10	4,1;1,0	230	4338	50	2
50024	11	24	2730	10	4,1;1,0	240	4836	50	2
50025	11	25	2930	10	4,1;1,0	250	5370	50	2
50026	11	26	3130	10	4,1;1,0	260	5940	50	2
50027	11	27	3330	10	4,1;1,0	270	6546	50	2
50028	11	28	3530	10	4,1;1,0	280	7188	50	2
50029	11	29	3720	10	4,1;1,0	290	7866	50	2
50030	11	30	3920	10	4,1;1,0	300	8580	50	2
50031	11	31	4760	10	4,1;1,0	310	9342	50	2
50032	11	32	5060	10	4,1;1,0	320	10152	50	2
50033	11	33	5360	10	4,1;1,0	330	11010	50	2
50034	11	34	5660	10	4,1;1,0	340	11916	50	2
50035	11	35	5960	10	4,1;1,0	350	12870	50	2
50036	11	36	6260	10	4,1;1,0	360	13872	50	2
50037	11	37	6560	10	4,1;1,0	370	14922	50	2
50038	11	38	6860	10	4,1;1,0	380	16020	50	2
50039	11	39	7160	10	4,1;1,0	390	17166	50	2
50040	11	40	7460	10	4,1;1,0	400	18360	50	2
50041	11	41	9400	10	4,1;1,0	410	19614	50	2
50042	11	42	9850	10	4,1;1,0	420	20928	50	2
50043	11	43	10300	10	4,1;1,0	430	22302	50	2
50044	11	44	10750	10	4,1;1,0	440	23736	50	2
50045	11	45	11200	10	4,1;1,0	450	25230	50	2
50046	11	46	11650	10	4,1;1,0	460	26784	50	2
50047	11	47	12100	10	4,1;1,0	470	28398	50	2
50048	11	48	12550	10	4,1;1,0	480	30072	50	2
50049	11	49	13000	10	4,1;1,0	490	31806	50	2
50050	11	50	13450	10	4,1;1,0	500	33600	50	2
50051	11	51	18660	10	4,1;1,0	510	35466	51	2
50052	11	52	19380	10	4,1;1,0	520	38850	52	2
50053	11	53	20100	10	4,1;1,0	530	41865	53	2
50054	11	54	20820	10	4,1;1,0	540	44988	54	2
50055	11	55	21540	10	4,1;1,0	550	48219	55	2
50056	11	56	22260	10	4,1;1,0	560	51558	56	2
50057	11	57	22980	10	4,1;1,0	570	55005	57	2
50058	11	58	23700	10	4,1;1,0	580	58560	58	2
50059	11	59	24420	10	4,1;1,0	590	62223	59	2
50060	11	60	25140	10	4,1;1,0	600	65994	60	2
50061	11	61	32470	10	4,1;1,0	610	70864	61	2
50062	11	62	33520	10	4,1;1,0	620	75892	61	2
50063	11	63	34570	10	4,1;1,0	630	81078	61	2
50064	11	64	35620	10	4,1;1,0	640	86421	61	2
50065	11	65	36670	10	4,1;1,0	650	91921	61	2
50066	11	66	37720	10	4,1;1,0	660	97579	61	2
50067	11	67	38770	10	4,1;1,0	670	103395	61	2
50068	11	68	39820	10	4,1;1,0	680	109368	61	2
50069	11	69	40870	10	4,1;1,0	690	115498	61	2
50070	11	70	41920	10	4,1;1,0	700	121786	61	2
51001	13	1	30	10	4,1;1,0	10	0	50	3
51002	13	2	90	10	4,1;1,0	20	0	50	3
51003	13	3	150	10	4,1;1,0	30	0	50	3
51004	13	4	210	10	4,1;1,0	40	0	50	3
51005	13	5	270	10	4,1;1,0	50	0	50	3
51006	13	6	330	10	4,1;1,0	60	0	50	3
51007	13	7	390	10	4,1;1,0	70	0	50	3
51008	13	8	450	10	4,1;1,0	80	0	50	3
51009	13	9	510	10	4,1;1,0	90	0	50	3
51010	13	10	570	10	4,1;1,0	100	0	50	3
51011	13	11	750	10	4,1;1,0	110	0	50	3
51012	13	12	890	10	4,1;1,0	120	0	50	3
51013	13	13	1020	10	4,1;1,0	130	0	50	3
