流水	商店编号	商店分组	商店标签1	商品编号	道具排序	物品名	购买所需货币	购买价格	消耗兑换ID	消耗兑换道具数量	限购类型	限购数量	出售获得货币	出售价格	获得道具ID	获得道具数量	限售类型	限售数量	角色可见的等级	购买次数保留上限	需求公会圣器等级	需求英雄塔罗历史积分	需求活动军衔	兑换规则角标	需求家园等级	显示家园等级	地区渠道号
1266	908	0	0	118	39	item200000102039	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1267	908	0	0	119	40	item200000102040	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1268	908	0	0	120	41	item200000102041	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1269	908	0	0	121	42	item200000102042	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1270	908	0	0	122	43	item200000102043	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1271	908	0	0	123	44	item200000102044	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1272	908	0	0	124	45	item200000102045	19	10		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1273	908	0	0	125	88	item200000103035	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1274	908	0	0	126	89	item200000103036	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1275	908	0	0	127	90	item200000103037	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1276	908	0	0	128	91	item200000103038	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1277	908	0	0	129	92	item200000103039	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1278	908	0	0	130	93	item200000103040	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1279	908	0	0	131	94	item200000103041	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1280	908	0	0	132	95	item200000103042	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1281	908	0	0	133	96	item200000103043	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1282	908	0	0	134	97	item200000103044	19	80		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1283	908	0	0	135	138	item200000104033	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1284	908	0	0	136	139	item200000104034	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1285	908	0	0	137	140	item200000104035	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1286	908	0	0	138	141	item200000104036	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1287	908	0	0	139	142	item200000104037	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1288	908	0	0	140	143	item200000104038	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1289	908	0	0	141	144	item200000104039	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1290	908	0	0	142	145	item200000104040	19	350		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1291	908	0	0	143	165	item200000105017	19	1400		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1292	908	0	0	144	166	item200000105018	19	1400		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1293	908	0	0	145	167	item200000105019	19	1400		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1294	908	0	0	146	168	item200000105020	19	1400		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1295	908	0	0	147	169	item200000105021	19	1400		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1296	908	0	0	148	170	item200000105022	19	1400		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1297	908	0	0	149	146	item200000104041	19	250		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1298	909	0	0	1	1	item90000000125	0	0	item90000000123	50	1	20	0	0		0	0	0		40	0	0	0		0	0	
1299	909	0	0	2	2	item90000000124	0	0	item90000000123	240	1	20	0	0		0	0	0		40	0	0	0		0	0	
1300	910	0	0	1	1	item90000000130	3	60		0	2	10	0	0		0	0	0		0	0	0	0		0	0	
1301	910	0	0	2	2	item90000000130	3	80		0	2	50	0	0		0	0	0		0	0	0	0		0	0	
1302	910	0	0	3	3	item190000001006	22	500		0	2	10	0	0		0	0	0		0	0	0	0		0	0	
1303	910	0	0	4	4	item182000000301	22	1000		0	4	3	0	0		0	0	0		0	0	0	0		0	0	
1304	910	0	0	5	5	item182000000414	22	5400		0	4	2	0	0		0	0	0		0	0	0	0		0	0	
1305	910	0	0	6	6	item91000000018	22	14400		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1306	910	0	0	7	7	item182000000421	22	240		0	4	3	0	0		0	0	0		0	0	0	0		0	0	
1307	910	0	0	8	8	item182000000422	22	600		0	4	3	0	0		0	0	0		0	0	0	0		0	0	
1308	910	0	0	9	9	item107100051205	22	5400		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1309	910	0	0	10	10	item107100052205	22	13500		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1310	910	0	0	11	11	item141000000194	22	100		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1311	910	0	0	12	12	item141000000195	22	300		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1312	910	0	0	13	13	item141000000196	22	800		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1313	910	0	0	14	14	item141000000197	22	2000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1314	910	0	0	15	15	item141000000198	22	4500		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1315	910	0	0	16	16	item141000000199	22	10000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1316	910	0	0	101	101	item170000101010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1317	910	0	0	102	102	item170000101020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1318	910	0	0	103	103	item170000101030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1319	910	0	0	104	104	item170000101040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1320	910	0	0	105	105	item170000102010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1321	910	0	0	106	106	item170000102020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1322	910	0	0	107	107	item170000102030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1323	910	0	0	108	108	item170000102040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1324	910	0	0	109	109	item170000103010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1325	910	0	0	110	110	item170000103020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1326	910	0	0	111	111	item170000103030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1327	910	0	0	112	112	item170000103040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1328	910	0	0	113	113	item170000104010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1329	910	0	0	114	114	item170000104020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1330	910	0	0	115	115	item170000104030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1331	910	0	0	116	116	item170000104040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1332	910	0	0	117	117	item170000105010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1333	910	0	0	118	118	item170000105020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1334	910	0	0	119	119	item170000105030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1335	910	0	0	120	120	item170000105040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1336	910	0	0	121	121	item170000106010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1337	910	0	0	122	122	item170000106020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1338	910	0	0	123	123	item170000106030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1339	910	0	0	124	124	item170000106040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1340	910	0	0	201	201	item8170000101010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1341	910	0	0	202	202	item8170000101020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1342	910	0	0	203	203	item8170000101030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1343	910	0	0	204	204	item8170000101040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1344	910	0	0	205	205	item8170000102010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1345	910	0	0	206	206	item8170000102020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1346	910	0	0	207	207	item8170000102030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1347	910	0	0	208	208	item8170000102040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1348	910	0	0	209	209	item8170000103010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1349	910	0	0	210	210	item8170000103020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1350	910	0	0	211	211	item8170000103030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1351	910	0	0	212	212	item8170000103040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1352	910	0	0	213	213	item8170000104010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1353	910	0	0	214	214	item8170000104020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1354	910	0	0	215	215	item8170000104030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1355	910	0	0	216	216	item8170000104040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1356	910	0	0	217	217	item8170000105010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1357	910	0	0	218	218	item8170000105020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1358	910	0	0	219	219	item8170000105030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1359	910	0	0	220	220	item8170000105040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1360	910	0	0	221	221	item8170000106010	0	0		0	0	0	22	1		0	0	0		0	0	0	0		0	0	
1361	910	0	0	222	222	item8170000106020	0	0		0	0	0	22	5		0	0	0		0	0	0	0		0	0	
1362	910	0	0	223	223	item8170000106030	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1363	910	0	0	224	224	item8170000106040	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1364	910	0	0	225	225	item170000108001	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1365	910	0	0	226	226	item170000108002	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1366	910	0	0	227	227	item170000108003	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1367	910	0	0	228	228	item170000108004	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1368	910	0	0	229	229	item170000108005	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1369	910	0	0	230	230	item170000108006	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1370	910	0	0	231	231	item170000108007	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1371	910	0	0	232	232	item170000108008	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1372	910	0	0	233	233	item170000108009	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1373	910	0	0	234	234	item170000108010	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1374	910	0	0	235	235	item170000108011	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1375	910	0	0	236	236	item170000108012	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1376	910	0	0	237	237	item8170000108001	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1377	910	0	0	238	238	item8170000108002	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1378	910	0	0	239	239	item8170000108003	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1379	910	0	0	240	240	item8170000108004	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1380	910	0	0	241	241	item8170000108005	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1381	910	0	0	242	242	item8170000108006	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1382	910	0	0	243	243	item8170000108007	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1383	910	0	0	244	244	item8170000108008	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1384	910	0	0	245	245	item8170000108009	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1385	910	0	0	246	246	item8170000108010	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1386	910	0	0	247	247	item8170000108011	0	0		0	0	0	22	100		0	0	0		0	0	0	0		0	0	
1387	910	0	0	248	248	item8170000108012	0	0		0	0	0	22	20		0	0	0		0	0	0	0		0	0	
1388	911	0	0	1	1	item105000000072	0	0	item105000000022	50	0	0	0	0		0	0	0		0	0	0	0		0	0	
1389	911	0	0	2	2	item105000000073	0	0	item105000000022	400	0	0	0	0		0	0	0		0	0	0	0		0	0	
1390	911	0	0	3	3	item105000000073	0	0	item105000000023	50	0	0	0	0		0	0	0		0	0	0	0		0	0	
1391	911	0	0	4	4	item105000000074	0	0	item105000000024	50	0	0	0	0		0	0	0		0	0	0	0		0	0	
1392	911	0	0	5	5	item105000000075	0	0	item105000000025	50	0	0	0	0		0	0	0		0	0	0	0		0	0	
1393	912	0	0	1	1	item100430000005	3	1314		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1394	912	0	0	2	2	item100430000006	3	5200		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1395	912	0	0	3	3	item132000001452	0	0	item100430000002	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
1396	912	0	0	4	4	item132000002452	0	0	item100430000002	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
1397	912	0	0	5	5	item132000003452	0	0	item100430000002	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
1398	912	0	0	6	6	item132000004452	0	0	item100430000002	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
1399	912	0	0	7	7	item132000005452	0	0	item100430000002	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
1400	912	0	0	8	8	item132000007452	0	0	item100430000002	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
1401	912	0	0	9	9	item132000008452	0	0	item100430000002	12	0	0	0	0		0	0	0		0	0	0	0		0	0	
1402	913	0	0	1	1	item105000000029	27	600		0	2	10	0	0		0	0	0		0	0	0	0		0	0	
1403	913	0	0	2	2	item105000000030	27	20		0	1	200	0	0		0	0	0		0	0	0	0		0	0	
1404	913	0	0	3	3	item105000000031	27	60		0	1	100	0	0		0	0	0		0	0	0	0		0	0	
1405	913	0	0	4	4	item105000000032	27	180		0	1	50	0	0		0	0	0		0	0	0	0		0	0	
1406	913	0	0	5	5	item105000000072	27	100		0	1	50	0	0		0	0	0		0	0	0	0		0	0	
1407	913	0	0	6	6	item105000000073	27	800		0	1	10	0	0		0	0	0		0	0	0	0		0	0	
1408	913	0	0	7	7	item91000000235	27	10000		0	1	1	0	0		0	0	0		0	0	0	0		0	0	
1409	914	0	0	440	1	item91000000021	0	0	item91000000747	800	4	1	0	0		0	0	0	35,999	0	0	0	0		0	0	
1410	914	0	0	441	2	item182000000104	0	0	item91000000747	240	4	1	0	0		0	0	0	35,999	0	0	0	0		0	0	
1411	914	0	0	442	3	item100500000114	0	0	item91000000747	200	4	1	0	0		0	0	0	30,999	0	0	0	0		0	0	
1412	914	0	0	443	4	item18000000000006	0	0	item91000000747	150	4	5	0	0		0	0	0	70,999	0	0	0	0		0	0	
1413	914	0	0	444	5	item101020505207	0	0	item91000000747	300	4	1	0	0		0	0	0	70,999	0	0	0	0		0	0	
1414	914	0	0	445	6	item8101020503093	0	0	item91000000747	800	4	1	0	0		0	0	0		0	0	0	0		0	0	
1415	914	0	0	446	7	item171002010002	0	0	item91000000747	10	2	20	0	0		0	0	0	56,999	0	0	0	0		0	0	
1416	914	0	0	447	8	item82120900100071	0	0	item91000000747	800	4	1	0	0		0	0	0		0	0	0	0		0	0	
1417	914	0	0	448	9	item82120600100066	0	0	item91000000747	800	4	1	0	0		0	0	0		0	0	0	0		0	0	
1418	914	0	0	449	10	item105000000032	0	0	item91000000747	5	2	10	0	0		0	0	0		0	0	0	0		0	0	
1419	914	0	0	450	11	item101200040003	0	0	item91000000747	6	2	6	0	0		0	0	0		0	0	0	0		0	0	
1420	914	0	0	451	12	item101200040004	0	0	item91000000747	3	2	4	0	0		0	0	0		0	0	0	0		0	0	
1421	914	0	0	452	13	item101200000016	0	0	item91000000747	1	2	50	0	0		0	0	0		0	0	0	0		0	0	
1422	914	0	0	453	14	item8103010121004	0	0	item91000000747	1	2	10	0	0		0	0	0		0	0	0	0		0	0	
1423	914	0	0	454	15	item107999900002	0	0	item91000000747	2	2	20	0	0		0	0	0		0	0	0	0		0	0	
1424	914	0	0	455	16	item8103010111017	0	0	item91000000747	1	2	10	0	0		0	0	0		0	0	0	0		0	0	
1425	914	0	0	456	17	item101040101017	0	0	item91000000747	1	2	50	0	0		0	0	0		0	0	0	0		0	0	
1426	914	0	0	457	18	item107300000001	0	0	item91000000747	1	2	20	0	0		0	0	0		0	0	0	0		0	0	
1427	914	0	0	458	19	item107300000002	0	0	item91000000747	3	2	5	0	0		0	0	0		0	0	0	0		0	0	
1428	914	0	0	459	20	item8103010131001	0	0	item91000000747	1	2	10	0	0		0	0	0		0	0	0	0		0	0	
1429	914	0	0	460	21	item100000000000	0	0	item91000000747	5	2	2	0	0		0	0	0		0	0	0	0		0	0	
1430	914	0	0	461	22	item8170000120010	0	0	item91000000747	1	2	5	0	0		0	0	0		0	0	0	0		0	0	
1431	914	0	0	462	23	item100000000002	0	0	item91000000747	15	2	2	0	0		0	0	0		0	0	0	0		0	0	
1432	915	0	0	1	1	item100510000201	29	50		0	1	1	0	0		0	0	0		0	0	0	0		0	0	
1433	915	0	0	2	2	item100510000204	29	50		0	1	1	0	0		0	0	0		0	0	0	0		0	0	
1434	915	0	0	3	3	item100510000203	29	50		0	1	1	0	0		0	0	0		0	0	0	0		0	0	
1435	915	0	0	4	4	item100510000202	29	25		0	1	3	0	0		0	0	0		0	0	0	0		0	0	
1436	915	0	0	5	5	item100510000001	29	3		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1437	915	0	0	6	6	item91000000058	29	15000		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1438	915	0	0	7	7	item182000000301	29	3600		0	4	3	0	0		0	0	0		0	0	0	0		0	0	
1439	915	0	0	8	8	item8101020504900	29	1000		0	2	2	0	0		0	0	0		0	0	0	0		0	0	
1440	915	0	0	9	9	item8101020504800	29	135		0	2	20	0	0		0	0	0		0	0	0	0		0	0	
1441	915	0	0	10	10	item101040101017	29	35		0	2	200	0	0		0	0	0		0	0	0	0		0	0	
1442	915	0	0	11	11	item107999900001	29	20		0	2	300	0	0		0	0	0		0	0	0	0		0	0	
1443	915	0	0	12	12	item105000000029	29	800		0	2	2	0	0		0	0	0		0	0	0	0		0	0	
1444	915	0	0	13	13	item101031000011	29	400		0	2	10	0	0		0	0	0	56,999	0	0	0	0		0	0	
1445	916	0	0	1	1	item100800000005	28	45		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1446	916	0	0	2	2	item100800000004	28	15		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1447	916	0	0	3	3	item8100800000001	28	260		0	2	2	0	0		0	0	0		0	0	0	0		0	0	
1448	916	0	0	4	4	item100800000001	3	260		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1449	916	0	0	5	5	item160000000001	28	60		0	2	10	0	0		0	0	0		0	0	0	0		0	0	
1450	916	0	0	6	6	item100800000003	28	50		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1451	916	0	0	7	7	item107100043104	30	5		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1452	916	0	0	8	8	item107100053209	30	135		0	4	1	0	0		0	0	0	60,999	0	0	0	0		0	0	
1453	916	0	0	9	9	item107100053305	30	135		0	4	1	0	0		0	0	0	60,999	0	0	0	0		0	0	
1454	916	0	0	10	10	item127000053105	30	4		0	2	15	0	0		0	0	0		0	0	0	0		0	0	
1455	916	0	0	11	11	item127000053209	30	108		0	2	2	0	0		0	0	0	60,999	0	0	0	0		0	0	
1456	916	0	0	12	12	item127000053305	30	108		0	2	2	0	0		0	0	0	60,999	0	0	0	0		0	0	
1457	917	0	0	1	1	item107999900002	31	30		0	2	500	0	0		0	0	0		0	0	0	0		0	0	
1458	917	0	0	2	2	item107300000002	31	60		0	2	250	0	0		0	0	0		0	0	0	0		0	0	
1459	917	0	0	3	3	item8107100053107	31	27000		0	4	2	0	0		0	0	0		0	0	0	0		0	0	
1460	917	0	0	4	4	item8107100053307	31	27000		0	4	2	0	0		0	0	0		0	0	0	0		0	0	
1461	917	0	0	5	5	item8107100053212	31	27000		0	4	2	0	0		0	0	0		0	0	0	0		0	0	
1462	917	0	0	6	6	item8107100052101	31	13500		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1463	917	0	0	7	7	item8107100052202	31	13500		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1464	917	0	0	8	8	item8107100052302	31	13500		0	4	1	0	0		0	0	0		0	0	0	0		0	0	
1465	917	0	0	9	9	item127000042101	31	600		0	2	50	0	0		0	0	0		0	0	0	0		0	0	
1466	917	0	0	10	10	item127000042203	31	600		0	2	50	0	0		0	0	0		0	0	0	0		0	0	
1467	917	0	0	11	11	item127000042303	31	600		0	2	50	0	0		0	0	0		0	0	0	0		0	0	
1468	917	0	0	12	12	item8103010121007	31	1500		0	2	3	0	0		0	0	0	70,999	0	0	0	0		0	0	
1469	917	0	0	13	13	item127000053127	31	21600		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1470	917	0	0	14	14	item127000053212	31	21600		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1471	917	0	0	15	15	item127000053307	31	21600		0	0	0	0	0		0	0	0		0	0	0	0		0	0	
1472	918	0	0	1	1	item101031000011	0	0	item9003	15	2	5	0	0		0	0	0		0	0	0	0		0	0	
1473	918	0	0	2	2	item101031000021	0	0	item9003	60	2	2	0	0		0	0	0		0	0	0	0		0	0	
1474	918	0	0	3	3	item101031000031	0	0	item9003	45	2	1	0	0		0	0	0		0	0	0	0		0	0	
1475	918	0	0	4	4	item8230000000215	0	0	item9003	10	2	10	0	0		0	0	0	70,999	0	0	0	0		0	0	
1476	918	0	0	5	5	item8230000000213	0	0	item9003	10	2	10	0	0		0	0	0	70,999	0	0	0	0		0	0	
1477	918	0	0	6	6	item8230000000202	0	0	item9003	35	4	100	0	0		0	0	0	70,999	0	0	0	0		0	0	
1478	918	0	0	7	7	item100000000000	0	0	item9003	8	2	5	0	0		0	0	0		0	0	0	0		0	0	
1479	918	0	0	8	8	item8100000000101	0	0	item9003	200	2	5	0	0		0	0	0		0	0	0	0		0	0	
1480	918	0	0	9	9	item107300000002	0	0	item9003	5	2	60	0	0		0	0	0		0	0	0	0		0	0	
1481	918	0	0	10	10	item107300000001	0	0	item9003	2	2	120	0	0		0	0	0		0	0	0	0		0	0	
1482	918	0	0	11	11	item140000021008	0	0	item9003	500	4	1	0	0		0	0	0		0	0	0	0		0	0	
1483	918	0	0	12	12	item8102020061003	0	0	item9003	150	3	1	0	0		0	0	0		0	0	0	0		0	0	
1484	919	0	0	1	1	item90000000125	0	0	item100300002106	50	1	20	0	0		0	0	0		40	0	0	0		0	0	
1485	919	0	0	2	2	item90000000124	0	0	item100300002106	240	1	20	0	0		0	0	0		40	0	0	0		0	0	
1486	919	0	0	3	3	item91000000019	0	0	item100300002106	625	4	1	0	0		0	0	0		0	0	0	0		0	0	
1487	919	0	0	4	4	item91000000029	0	0	item100300002106	625	4	1	0	0		0	0	0		0	0	0	0		0	0	
1488	919	0	0	5	5	item91000000021	0	0	item100300002106	250	4	1	0	0		0	0	0		0	0	0	0		0	0	
1489	919	0	0	6	6	item171000101043	0	0	item100300002106	180	4	1	0	0		0	0	0		0	0	0	0		0	0	
1490	919	0	0	7	7	item91000000331	0	0	item100300002106	150	4	1	0	0		0	0	0		0	0	0	0		0	0	
1491	919	0	0	8	8	item8101020503044	0	0	item100300002106	225	4	1	0	0		0	0	0		0	0	0	0		0	0	
1492	919	0	0	9	9	item8101020503045	0	0	item100300002106	225	4	1	0	0		0	0	0		0	0	0	0		0	0	
1493	919	0	0	10	10	item8101020503046	0	0	item100300002106	225	4	1	0	0		0	0	0		0	0	0	0		0	0	
1494	919	0	0	11	11	item8101020503033	0	0	item100300002106	75	4	1	0	0		0	0	0		0	0	0	0		0	0	
1495	919	0	0	12	12	item8101020503056	0	0	item100300002106	75	4	1	0	0		0	0	0		0	0	0	0		0	0	
1496	919	0	0	13	13	item107100052104	0	0	item100300002106	168	4	1	0	0		0	0	0		0	0	0	0		0	0	
1497	919	0	0	14	14	item107100052204	0	0	item100300002106	168	4	1	0	0		0	0	0		0	0	0	0		0	0	
1498	919	0	0	15	15	item107100052304	0	0	item100300002106	168	4	1	0	0		0	0	0		0	0	0	0		0	0	
1499	919	0	0	16	16	item8103015110401	0	0	item100300002106	13	4	20	0	0		0	0	0		0	0	0	0		0	0	
1500	919	0	0	17	17	item8103015110403	0	0	item100300002106	25	4	20	0	0		0	0	0		0	0	0	0		0	0	
1501	919	0	0	18	18	item8103015110412	0	0	item100300002106	13	4	20	0	0		0	0	0		0	0	0	0		0	0	
1502	919	0	0	19	19	item8103015110408	0	0	item100300002106	6	4	20	0	0		0	0	0		0	0	0	0		0	0	
1503	919	0	0	20	20	item8103010131003	0	0	item100300002106	12	4	20	0	0		0	0	0		0	0	0	0		0	0	
1504	920	0	0	1	1	item90000000125	0	0	item91000000709	50	1	20	0	0		0	0	0		40	0	0	0		0	0	
1505	920	0	0	2	2	item90000000124	0	0	item91000000709	240	1	20	0	0		0	0	0		40	0	0	0		0	0	
1506	920	0	0	3	3	item91000000019	0	0	item91000000709	625	4	1	0	0		0	0	0		0	0	0	0		0	0	
1507	920	0	0	4	4	item91000000029	0	0	item91000000709	625	4	1	0	0		0	0	0		0	0	0	0		0	0	
1508	920	0	0	5	5	item91000000021	0	0	item91000000709	250	4	1	0	0		0	0	0		0	0	0	0		0	0	
1509	920	0	0	6	6	item171000101043	0	0	item91000000709	180	4	1	0	0		0	0	0		0	0	0	0		0	0	
1510	920	0	0	7	7	item91000000331	0	0	item91000000709	150	4	1	0	0		0	0	0		0	0	0	0		0	0	
1511	920	0	0	8	8	item8101020503044	0	0	item91000000709	225	4	1	0	0		0	0	0		0	0	0	0		0	0	
1512	920	0	0	9	9	item8101020503045	0	0	item91000000709	225	4	1	0	0		0	0	0		0	0	0	0		0	0	
1513	920	0	0	10	10	item8101020503046	0	0	item91000000709	225	4	1	0	0		0	0	0		0	0	0	0		0	0	
1514	920	0	0	11	11	item8101020503033	0	0	item91000000709	75	4	1	0	0		0	0	0		0	0	0	0		0	0	
1515	920	0	0	12	12	item8101020503056	0	0	item91000000709	75	4	1	0	0		0	0	0		0	0	0	0		0	0	
1516	920	0	0	13	13	item107100052104	0	0	item91000000709	168	4	1	0	0		0	0	0		0	0	0	0		0	0	
1517	920	0	0	14	14	item107100052204	0	0	item91000000709	168	4	1	0	0		0	0	0		0	0	0	0		0	0	
1518	920	0	0	15	15	item107100052304	0	0	item91000000709	168	4	1	0	0		0	0	0		0	0	0	0		0	0	
