流水号	星蕴ID	星蕴等级	星蕴名称	星蕴描述	星蕴类型	升级消耗	星蕴属性	觉醒星蕴属性	显示前置条件	前置星蕴	玩家所需等级	坐标	链接坐标	星蕴Icon	评分类型	值/公式
3819	170013034	0	ItemName_107000041103	talentdes1000024	2	item107000041103;12;480000			170013032,1	170013032,1	70	2,2	2,3;2,2	#N/A	1	6
3820	170013034	1	ItemName_107000041103	talentdes1000025	2				170013032,1	170013032,1	70	2,2	2,3;2,2	#N/A	1	6
3821	170013035	0	ItemName_107000041303	talentdes10001001	2	item107000041303;12;480000			170013029,1	170013029,1	70	2,6	1,6;2,6	#N/A	1	6
3822	170013035	1	ItemName_107000041303	talentdes10001002	2				170013029,1	170013029,1	70	2,6	1,6;2,6	#N/A	1	6
3823	170013036	0	starsoulcontent_name_1	talentdes10001003	1	340000		1,0;3,0	6		70	0,0	0,0;0,0	skill_60481	1	6
3824	170013036	1	starsoulcontent_name_1	talentdes1000026	1			1,1200;3,120	6		70	0,0	0,0;0,0	skill_60481	1	6
3825	170013037	0	starsoulcontent_name_3	talentdes1000804	1	340000	4,0		170013038,1	170013038,1	70	1,2	1,3;1,2	skill_60521	1	6
3826	170013037	1	starsoulcontent_name_3	talentdes1000027	1	170000	4,8		170013038,1	170013038,1	70	1,2	1,3;1,2	skill_60521	1	6
3827	170013037	2	starsoulcontent_name_3	talentdes1012028	1	170000	4,11		170013038,1	170013038,1	70	1,2	1,3;1,2	skill_60521	1	6
3828	170013037	3	starsoulcontent_name_3	talentdes1012029	1		4,14		170013038,1	170013038,1	70	1,2	1,3;1,2	skill_60521	1	6
3829	170013038	0	starsoulcontent_name_4	talentdes1012031	1	340000	1,0		170013036,1	170013036,1	70	1,3	0,0;1,3	skill_60561	1	6
3830	170013038	1	starsoulcontent_name_4	talentdes1012032	1	170000	1,80		170013036,1	170013036,1	70	1,3	0,0;1,3	skill_60561	1	6
3831	170013038	2	starsoulcontent_name_4	talentdes1012805	1	170000	1,110		170013036,1	170013036,1	70	1,3	0,0;1,3	skill_60561	1	6
3832	170013038	3	starsoulcontent_name_4	talentdes1012034	1		1,140		170013036,1	170013036,1	70	1,3	0,0;1,3	skill_60561	1	6
3833	170013039	0	starsoulcontent_name_2	talentdes1012036	1	340000	3,0		170013038,1	170013038,1	70	1,4	1,3;1,4	skill_60441	1	6
3834	170013039	1	starsoulcontent_name_2	talentdes1012037	1	170000	3,8		170013038,1	170013038,1	70	1,4	1,3;1,4	skill_60441	1	6
3835	170013039	2	starsoulcontent_name_2	talentdes1012038	1	170000	3,11		170013038,1	170013038,1	70	1,4	1,3;1,4	skill_60441	1	6
3836	170013039	3	starsoulcontent_name_2	talentdes102109	1		3,14		170013038,1	170013038,1	70	1,4	1,3;1,4	skill_60441	1	6
3837	170013040	0	starsoulcontent_name_9	talentdes1021007	1	340000	23,0		170013041,1	170013041,1	70	1,6	1,7;1,6	skill_400406	1	6
3838	170013040	1	starsoulcontent_name_9	talentdes1021008	1	170000	23,27		170013041,1	170013041,1	70	1,6	1,7;1,6	skill_400406	1	6
3839	170013040	2	starsoulcontent_name_9	talentdes1021009	1	170000	23,36		170013041,1	170013041,1	70	1,6	1,7;1,6	skill_400406	1	6
3840	170013040	3	starsoulcontent_name_9	talentdes1021801	1		23,45		170013041,1	170013041,1	70	1,6	1,7;1,6	skill_400406	1	6
3841	170013041	0	starsoulcontent_name_4	talentdes102104	1	340000	1,0		170013042,1	170013042,1	70	1,7	1,8;1,7	skill_60561	1	6
3842	170013041	1	starsoulcontent_name_4	talentdes1021002	1	170000	1,80		170013042,1	170013042,1	70	1,7	1,8;1,7	skill_60561	1	6
3843	170013041	2	starsoulcontent_name_4	talentdes1021005	1	170000	1,110		170013042,1	170013042,1	70	1,7	1,8;1,7	skill_60561	1	6
3844	170013041	3	starsoulcontent_name_4	talentdes1021010	1		1,140		170013042,1	170013042,1	70	1,7	1,8;1,7	skill_60561	1	6
3845	170013042	0	starsoulcontent_name_13	talentdes1021014	1	340000	26,0		170013036,1	170013036,1	70	1,8	0,0;1,8	skill_60721	1	6
3846	170013042	1	starsoulcontent_name_13	talentdes102106	1	170000	26,27		170013036,1	170013036,1	70	1,8	0,0;1,8	skill_60721	1	6
3847	170013042	2	starsoulcontent_name_13	talentdes1021004	1	170000	26,36		170013036,1	170013036,1	70	1,8	0,0;1,8	skill_60721	1	6
3848	170013042	3	starsoulcontent_name_13	talentdes1021013	1		26,45		170013036,1	170013036,1	70	1,8	0,0;1,8	skill_60721	1	6
3849	170013043	0	starsoulcontent_name_4	talentdes102110	1	340000	1,0		170013037,1	170013037,1	70	2,2	1,2;2,2	skill_60561	1	6
3850	170013043	1	starsoulcontent_name_4	talentdes102107	1	170000	1,80		170013037,1	170013037,1	70	2,2	1,2;2,2	skill_60561	1	6
3851	170013043	2	starsoulcontent_name_4	talentdes1021003	1	170000	1,110		170013037,1	170013037,1	70	2,2	1,2;2,2	skill_60561	1	6
3852	170013043	3	starsoulcontent_name_4	talentdes1021802	1		1,140		170013037,1	170013037,1	70	2,2	1,2;2,2	skill_60561	1	6
3853	170013044	0	starsoulcontent_name_4	talentdes1021015	1	340000	1,0		170013040,1	170013040,1	70	2,6	1,6;2,6	skill_60561	1	6
3854	170013044	1	starsoulcontent_name_4	talentdes1021016	1	170000	1,80		170013040,1	170013040,1	70	2,6	1,6;2,6	skill_60561	1	6
3855	170013044	2	starsoulcontent_name_4	talentdes102101	1	170000	1,110		170013040,1	170013040,1	70	2,6	1,6;2,6	skill_60561	1	6
3856	170013044	3	starsoulcontent_name_4	talentdes1021017	1		1,140		170013040,1	170013040,1	70	2,6	1,6;2,6	skill_60561	1	6
3857	170013045	0	ItemName_107000042102	talentdes1021019	2	item107000042102;12;1020000			170013037,1	170013037,1	70	1,1	1,2;1,1	#N/A	1	6
3858	170013045	1	ItemName_107000042102	talentdes102108	2				170013037,1	170013037,1	70	1,1	1,2;1,1	#N/A	1	6
3859	170013046	0	ItemName_107000042202	talentdes102105	2	item107000042202;12;1020000			170013040,1	170013040,1	70	1,5	1,6;1,5	#N/A	1	6
3860	170013046	1	ItemName_107000042202	talentdes1021020	2				170013040,1	170013040,1	70	1,5	1,6;1,5	#N/A	1	6
3861	170013047	0	ItemName_107000042302	talentdes1021803	2	item107000042302;12;1020000			170013039,1	170013039,1	70	2,4	1,4;2,4	#N/A	1	6
3862	170013047	1	ItemName_107000042302	talentdes1021021	2				170013039,1	170013039,1	70	2,4	1,4;2,4	#N/A	1	6
3863	170013048	0	ItemName_107000043302	talentdes1000022	2	item107000043302;12;1020000			170013042,1	170013042,1	70	2,8	1,8;2,8	#N/A	1	6
3864	170013048	1	ItemName_107000043302	talentdes1000023	2				170013042,1	170013042,1	70	2,8	1,8;2,8	#N/A	1	6
3865	170013049	0	starsoulcontent_name_1	talentdes102111	1	760000		1,0;3,0	7		70	0,0	0,0;0,0	skill_60481	1	6
3866	170013049	1	starsoulcontent_name_1	talentdes102106	1			1,1800;3,180	7		70	0,0	0,0;0,0	skill_60481	1	6
3867	170013050	0	starsoulcontent_name_3	talentdes1021004	1	760000	4,0		170013057,1	170013057,1	70	1,1	1,8;1,1	skill_60521	1	6
3868	170013050	1	starsoulcontent_name_3	talentdes1021013	1	380000	4,8		170013057,1	170013057,1	70	1,1	1,8;1,1	skill_60521	1	6
3869	170013050	2	starsoulcontent_name_3	talentdes1021016	1	380000	4,11		170013057,1	170013057,1	70	1,1	1,8;1,1	skill_60521	1	6
3870	170013050	3	starsoulcontent_name_3	talentdes102101	1	380000	4,14		170013057,1	170013057,1	70	1,1	1,8;1,1	skill_60521	1	6
3871	170013050	4	starsoulcontent_name_3	talentdes1021017	1		4,17		170013057,1	170013057,1	70	1,1	1,8;1,1	skill_60521	1	6
3872	170013051	0	starsoulcontent_name_4	talentdes1021018	1	760000	1,0		170013050,1	170013050,1	70	1,2	1,1;1,2	skill_60561	1	6
3873	170013051	1	starsoulcontent_name_4	talentdes1021019	1	380000	1,80		170013050,1	170013050,1	70	1,2	1,1;1,2	skill_60561	1	6
3874	170013051	2	starsoulcontent_name_4	talentdes102108	1	380000	1,110		170013050,1	170013050,1	70	1,2	1,1;1,2	skill_60561	1	6
3875	170013051	3	starsoulcontent_name_4	talentdes102105	1	380000	1,140		170013050,1	170013050,1	70	1,2	1,1;1,2	skill_60561	1	6
3876	170013051	4	starsoulcontent_name_4	talentdes1021020	1		1,170		170013050,1	170013050,1	70	1,2	1,1;1,2	skill_60561	1	6
3877	170013052	0	starsoulcontent_name_2	talentdes101101	1	760000	3,0		170013049,1	170013049,1	70	1,3	0,0;1,3	skill_60441	1	6
3878	170013052	1	starsoulcontent_name_2	talentdes101104	1	380000	3,8		170013049,1	170013049,1	70	1,3	0,0;1,3	skill_60441	1	6
3879	170013052	2	starsoulcontent_name_2	talentdes1011008	1	380000	3,11		170013049,1	170013049,1	70	1,3	0,0;1,3	skill_60441	1	6
3880	170013052	3	starsoulcontent_name_2	talentdes1011009	1	380000	3,14		170013049,1	170013049,1	70	1,3	0,0;1,3	skill_60441	1	6
3881	170013052	4	starsoulcontent_name_2	talentdes1011801	1		3,17		170013049,1	170013049,1	70	1,3	0,0;1,3	skill_60441	1	6
3882	170013053	0	starsoulcontent_name_11	talentdes101106	1	760000	22,0		170013052,1	170013052,1	70	1,4	1,3;1,4	skill_400601	1	6
3883	170013053	1	starsoulcontent_name_11	talentdes101102	1	380000	22,27		170013052,1	170013052,1	70	1,4	1,3;1,4	skill_400601	1	6
3884	170013053	2	starsoulcontent_name_11	talentdes1011002	1	380000	22,36		170013052,1	170013052,1	70	1,4	1,3;1,4	skill_400601	1	6
3885	170013053	3	starsoulcontent_name_11	talentdes1011005	1	380000	22,45		170013052,1	170013052,1	70	1,4	1,3;1,4	skill_400601	1	6
3886	170013053	4	starsoulcontent_name_11	talentdes1011010	1		22,54		170013052,1	170013052,1	70	1,4	1,3;1,4	skill_400601	1	6
3887	170013054	0	starsoulcontent_name_4	talentdes1011012	1	760000	1,0		170013055,1	170013055,1	70	1,5	1,6;1,5	skill_60561	1	6
3888	170013054	1	starsoulcontent_name_4	talentdes1011014	1	380000	1,80		170013055,1	170013055,1	70	1,5	1,6;1,5	skill_60561	1	6
3889	170013054	2	starsoulcontent_name_4	talentdes101105	1	380000	1,110		170013055,1	170013055,1	70	1,5	1,6;1,5	skill_60561	1	6
3890	170013054	3	starsoulcontent_name_4	talentdes1011004	1	380000	1,140		170013055,1	170013055,1	70	1,5	1,6;1,5	skill_60561	1	6
3891	170013054	4	starsoulcontent_name_4	talentdes1011013	1		1,170		170013055,1	170013055,1	70	1,5	1,6;1,5	skill_60561	1	6
3892	170013055	0	starsoulcontent_name_12	talentdes1011011	1	760000	24,0		170013056,1	170013056,1	70	1,6	1,7;1,6	skill_400109	1	6
3893	170013055	1	starsoulcontent_name_12	talentdes101103	1	380000	24,27		170013056,1	170013056,1	70	1,6	1,7;1,6	skill_400109	1	6
3894	170013055	2	starsoulcontent_name_12	talentdes101108	1	380000	24,36		170013056,1	170013056,1	70	1,6	1,7;1,6	skill_400109	1	6
3895	170013055	3	starsoulcontent_name_12	talentdes1011003	1	380000	24,45		170013056,1	170013056,1	70	1,6	1,7;1,6	skill_400109	1	6
3896	170013055	4	starsoulcontent_name_12	talentdes1011802	1		24,54		170013056,1	170013056,1	70	1,6	1,7;1,6	skill_400109	1	6
3897	170013056	0	starsoulcontent_name_13	talentdes1011006	1	760000	26,0		170013057,1	170013057,1	70	1,7	1,8;1,7	skill_60721	1	6
3898	170013056	1	starsoulcontent_name_13	talentdes1011015	1	380000	26,27		170013057,1	170013057,1	70	1,7	1,8;1,7	skill_60721	1	6
3899	170013056	2	starsoulcontent_name_13	talentdes1011016	1	380000	26,36		170013057,1	170013057,1	70	1,7	1,8;1,7	skill_60721	1	6
3900	170013056	3	starsoulcontent_name_13	talentdes101107	1	380000	26,45		170013057,1	170013057,1	70	1,7	1,8;1,7	skill_60721	1	6
3901	170013056	4	starsoulcontent_name_13	talentdes1011017	1		26,54		170013057,1	170013057,1	70	1,7	1,8;1,7	skill_60721	1	6
3902	170013057	0	starsoulcontent_name_2	talentdes1011018	1	760000	3,0		170013049,1	170013049,1	70	1,8	0,0;1,8	skill_60441	1	6
3903	170013057	1	starsoulcontent_name_2	talentdes1011019	1	380000	3,8		170013049,1	170013049,1	70	1,8	0,0;1,8	skill_60441	1	6
3904	170013057	2	starsoulcontent_name_2	talentdes101109	1	380000	3,11		170013049,1	170013049,1	70	1,8	0,0;1,8	skill_60441	1	6
3905	170013057	3	starsoulcontent_name_2	talentdes101110	1	380000	3,14		170013049,1	170013049,1	70	1,8	0,0;1,8	skill_60441	1	6
3906	170013057	4	starsoulcontent_name_2	talentdes1011020	1		3,17		170013049,1	170013049,1	70	1,8	0,0;1,8	skill_60441	1	6
3907	170013058	0	ItemName_107000042101	talentdes1000026	2	item107000042101;12;2280000			170013050,1	170013050,1	70	2,1	1,1;2,1	#N/A	1	6
3908	170013058	1	ItemName_107000042101	talentdes1000804	2				170013050,1	170013050,1	70	2,1	1,1;2,1	#N/A	1	6
3909	170013059	0	ItemName_107000042201	talentdes1000027	2	item107000042201;12;2280000			170013052,1	170013052,1	70	2,3	1,3;2,3	#N/A	1	6
3910	170013059	1	ItemName_107000042201	talentdes1011028	2				170013052,1	170013052,1	70	2,3	1,3;2,3	#N/A	1	6
3911	170013060	0	ItemName_107000043301	talentdes1011029	2	item107000043301;12;2280000			170013054,1	170013054,1	70	2,5	1,5;2,5	#N/A	1	6
3912	170013060	1	ItemName_107000043301	talentdes1011030	2				170013054,1	170013054,1	70	2,5	1,5;2,5	#N/A	1	6
3913	170013061	0	ItemName_107000043301	talentdes1011031	2	item107000043301;12;2280000			170013056,1	170013056,1	70	2,7	1,7;2,7	#N/A	1	6
3914	170013061	1	ItemName_107000043301	talentdes1011032	2				170013056,1	170013056,1	70	2,7	1,7;2,7	#N/A	1	6
3915	170013062	0	starsoulcontent_name_1	talentdes1011805	1	1000000		1,0;3,0	8		75	0,0	0,0;0,0	skill_60481	1	6
3916	170013062	1	starsoulcontent_name_1	talentdes1011034	1			1,2800;3,280	8		75	0,0	0,0;0,0	skill_60481	1	6
3917	170013063	0	starsoulcontent_name_3	talentdes1011035	1	1000000	4,0		170013069,1	170013069,1	75	1,1	1,8;1,1	skill_60521	1	6
3918	170013063	1	starsoulcontent_name_3	talentdes1011036	1	500000	4,8		170013069,1	170013069,1	75	1,1	1,8;1,1	skill_60521	1	6
3919	170013063	2	starsoulcontent_name_3	talentdes1011037	1	500000	4,11		170013069,1	170013069,1	75	1,1	1,8;1,1	skill_60521	1	6
3920	170013063	3	starsoulcontent_name_3	talentdes1011038	1	500000	4,14		170013069,1	170013069,1	75	1,1	1,8;1,1	skill_60521	1	6
3921	170013063	4	starsoulcontent_name_3	talentdes101204	1	500000	4,17		170013069,1	170013069,1	75	1,1	1,8;1,1	skill_60521	1	6
3922	170013063	5	starsoulcontent_name_3	talentdes101208	1		4,20		170013069,1	170013069,1	75	1,1	1,8;1,1	skill_60521	1	6
3923	170013064	0	starsoulcontent_name_4	talentdes1012007	1	1000000	1,0		170013065,1	170013065,1	75	1,2	1,3;1,2	skill_60561	1	6
3924	170013064	1	starsoulcontent_name_4	talentdes1012008	1	500000	1,80		170013065,1	170013065,1	75	1,2	1,3;1,2	skill_60561	1	6
3925	170013064	2	starsoulcontent_name_4	talentdes1012009	1	500000	1,110		170013065,1	170013065,1	75	1,2	1,3;1,2	skill_60561	1	6
3926	170013064	3	starsoulcontent_name_4	talentdes1012801	1	500000	1,140		170013065,1	170013065,1	75	1,2	1,3;1,2	skill_60561	1	6
3927	170013064	4	starsoulcontent_name_4	talentdes101202	1	500000	1,170		170013065,1	170013065,1	75	1,2	1,3;1,2	skill_60561	1	6
3928	170013064	5	starsoulcontent_name_4	talentdes101206	1		1,200		170013065,1	170013065,1	75	1,2	1,3;1,2	skill_60561	1	6
3929	170013065	0	starsoulcontent_name_2	talentdes1012002	1	1000000	3,0		170013066,1	170013066,1	75	1,3	1,4;1,3	skill_60441	1	6
3930	170013065	1	starsoulcontent_name_2	talentdes1012005	1	500000	3,8		170013066,1	170013066,1	75	1,3	1,4;1,3	skill_60441	1	6
3931	170013065	2	starsoulcontent_name_2	talentdes1012010	1	500000	3,11		170013066,1	170013066,1	75	1,3	1,4;1,3	skill_60441	1	6
3932	170013065	3	starsoulcontent_name_2	talentdes1012012	1	500000	3,14		170013066,1	170013066,1	75	1,3	1,4;1,3	skill_60441	1	6
3933	170013065	4	starsoulcontent_name_2	talentdes1012014	1	500000	3,17		170013066,1	170013066,1	75	1,3	1,4;1,3	skill_60441	1	6
3934	170013065	5	starsoulcontent_name_2	talentdes101205	1		3,20		170013066,1	170013066,1	75	1,3	1,4;1,3	skill_60441	1	6
3935	170013066	0	starsoulcontent_name_11	talentdes1012004	1	1000000	22,0		170013062,1	170013062,1	75	1,4	0,0;1,4	skill_400601	1	6
3936	170013066	1	starsoulcontent_name_11	talentdes1012013	1	500000	22,27		170013062,1	170013062,1	75	1,4	0,0;1,4	skill_400601	1	6
3937	170013066	2	starsoulcontent_name_11	talentdes1012011	1	500000	22,36		170013062,1	170013062,1	75	1,4	0,0;1,4	skill_400601	1	6
3938	170013066	3	starsoulcontent_name_11	talentdes101207	1	500000	22,45		170013062,1	170013062,1	75	1,4	0,0;1,4	skill_400601	1	6
3939	170013066	4	starsoulcontent_name_11	talentdes101209	1	500000	22,54		170013062,1	170013062,1	75	1,4	0,0;1,4	skill_400601	1	6
3940	170013066	5	starsoulcontent_name_11	talentdes1012003	1		22,63		170013062,1	170013062,1	75	1,4	0,0;1,4	skill_400601	1	6
3941	170013067	0	starsoulcontent_name_10	talentdes1012802	1	1000000	25,0		170013066,1	170013066,1	75	1,5	1,4;1,5	skill_400506	1	6
3942	170013067	1	starsoulcontent_name_10	talentdes1012006	1	500000	25,27		170013066,1	170013066,1	75	1,5	1,4;1,5	skill_400506	1	6
3943	170013067	2	starsoulcontent_name_10	talentdes1012015	1	500000	25,36		170013066,1	170013066,1	75	1,5	1,4;1,5	skill_400506	1	6
3944	170013067	3	starsoulcontent_name_10	talentdes1012016	1	500000	25,45		170013066,1	170013066,1	75	1,5	1,4;1,5	skill_400506	1	6
3945	170013067	4	starsoulcontent_name_10	talentdes101203	1	500000	25,54		170013066,1	170013066,1	75	1,5	1,4;1,5	skill_400506	1	6
3946	170013067	5	starsoulcontent_name_10	talentdes1012017	1		25,63		170013066,1	170013066,1	75	1,5	1,4;1,5	skill_400506	1	6
3947	170013068	0	starsoulcontent_name_4	talentdes1012018	1	1000000	1,0		170013062,1	170013062,1	75	1,7	0,0;1,7	skill_60561	1	6
3948	170013068	1	starsoulcontent_name_4	talentdes1012019	1	500000	1,80		170013062,1	170013062,1	75	1,7	0,0;1,7	skill_60561	1	6
3949	170013068	2	starsoulcontent_name_4	talentdes101210	1	500000	1,110		170013062,1	170013062,1	75	1,7	0,0;1,7	skill_60561	1	6
3950	170013068	3	starsoulcontent_name_4	talentdes101201	1	500000	1,140		170013062,1	170013062,1	75	1,7	0,0;1,7	skill_60561	1	6
3951	170013068	4	starsoulcontent_name_4	talentdes1012020	1	500000	1,170		170013062,1	170013062,1	75	1,7	0,0;1,7	skill_60561	1	6
3952	170013068	5	starsoulcontent_name_4	talentdes1012803	1		1,200		170013062,1	170013062,1	75	1,7	0,0;1,7	skill_60561	1	6
3953	170013069	0	starsoulcontent_name_13	talentdes1012021	1	1000000	26,0		170013068,1	170013068,1	75	1,8	1,7;1,8	skill_60721	1	6
3954	170013069	1	starsoulcontent_name_13	talentdes1000022	1	500000	26,27		170013068,1	170013068,1	75	1,8	1,7;1,8	skill_60721	1	6
3955	170013069	2	starsoulcontent_name_13	talentdes1000023	1	500000	26,36		170013068,1	170013068,1	75	1,8	1,7;1,8	skill_60721	1	6
3956	170013069	3	starsoulcontent_name_13	talentdes101211	1	500000	26,45		170013068,1	170013068,1	75	1,8	1,7;1,8	skill_60721	1	6
3957	170013069	4	starsoulcontent_name_13	talentdes1000024	1	500000	26,54		170013068,1	170013068,1	75	1,8	1,7;1,8	skill_60721	1	6
3958	170013069	5	starsoulcontent_name_13	talentdes1000025	1		26,63		170013068,1	170013068,1	75	1,8	1,7;1,8	skill_60721	1	6
3959	170013070	0	starsoulcontent_name_8	talentdes10001001	1	1000000	21,0		170013063,1	170013063,1	75	2,1	1,1;2,1	skill_400504	1	6
3960	170013070	1	starsoulcontent_name_8	talentdes10001002	1	500000	21,27		170013063,1	170013063,1	75	2,1	1,1;2,1	skill_400504	1	6
3961	170013070	2	starsoulcontent_name_8	talentdes10001003	1	500000	21,36		170013063,1	170013063,1	75	2,1	1,1;2,1	skill_400504	1	6
3962	170013070	3	starsoulcontent_name_8	talentdes1000026	1	500000	21,45		170013063,1	170013063,1	75	2,1	1,1;2,1	skill_400504	1	6
3963	170013070	4	starsoulcontent_name_8	talentdes1000804	1	500000	21,54		170013063,1	170013063,1	75	2,1	1,1;2,1	skill_400504	1	6
3964	170013070	5	starsoulcontent_name_8	talentdes1000027	1		21,63		170013063,1	170013063,1	75	2,1	1,1;2,1	skill_400504	1	6
3965	170013071	0	starsoulcontent_name_3	talentdes1012028	1	1000000	4,0		170013067,1	170013067,1	75	2,5	1,5;2,5	skill_60521	1	6
3966	170013071	1	starsoulcontent_name_3	talentdes1012029	1	500000	4,8		170013067,1	170013067,1	75	2,5	1,5;2,5	skill_60521	1	6
3967	170013071	2	starsoulcontent_name_3	talentdes1012030	1	500000	4,11		170013067,1	170013067,1	75	2,5	1,5;2,5	skill_60521	1	6
3968	170013071	3	starsoulcontent_name_3	talentdes1012031	1	500000	4,14		170013067,1	170013067,1	75	2,5	1,5;2,5	skill_60521	1	6
3969	170013071	4	starsoulcontent_name_3	talentdes1012032	1	500000	4,17		170013067,1	170013067,1	75	2,5	1,5;2,5	skill_60521	1	6
3970	170013071	5	starsoulcontent_name_3	talentdes1012805	1		4,20		170013067,1	170013067,1	75	2,5	1,5;2,5	skill_60521	1	6
3971	170013072	0	ItemName_107000043102	talentdes1012034	2	item107000043102;12;3000000			170013068,1	170013068,1	75	1,6	1,7;1,6	#N/A	1	6
3972	170013072	1	ItemName_107000043102	talentdes1012035	2				170013068,1	170013068,1	75	1,6	1,7;1,6	#N/A	1	6
3973	170013073	0	ItemName_107000043303	talentdes1012036	2	item107000043303;12;3000000			170013071,1	170013071,1	75	2,4	2,5;2,4	#N/A	1	6
3974	170013073	1	ItemName_107000043303	talentdes1012037	2				170013071,1	170013071,1	75	2,4	2,5;2,4	#N/A	1	6
3975	170013074	0	ItemName_107000051201	talentdes1012038	2	item107000051201;15;3000000			170013070,1	170013070,1	75	2,2	2,1;2,2	#N/A	1	6
3976	170013074	1	ItemName_107000051201	talentdes102109	2				170013070,1	170013070,1	75	2,2	2,1;2,2	#N/A	1	6
3977	170013075	0	ItemName_107000051101	talentdes102102	2	item107000051101;15;3000000			170013073,1	170013073,1	75	2,3	2,4;2,3	#N/A	1	6
3978	170013075	1	ItemName_107000051101	talentdes1021007	2				170013073,1	170013073,1	75	2,3	2,4;2,3	#N/A	1	6
3979	170013076	0	ItemName_107000042301	talentdes1021008	2	item107000042301;12;3000000			170013068,1	170013068,1	75	2,7	1,7;2,7	#N/A	1	6
3980	170013076	1	ItemName_107000042301	talentdes1021009	2				170013068,1	170013068,1	75	2,7	1,7;2,7	#N/A	1	6
3981	170014001	0	starsoulcontent_name_1	talentdes101101	1	12000		1,0;3,0	1		70	0,0	0,0;0,0	skill_60481	1	6
3982	170014001	1	starsoulcontent_name_1	talentdes101104	1			1,300;3,30	1		70	0,0	0,0;0,0	skill_60481	1	6
3983	170014002	0	starsoulcontent_name_4	talentdes1011008	1	12000	1,0		170014001,1	170014001,1	70	1,6	0,0;1,6	skill_60561	1	6
3984	170014002	1	starsoulcontent_name_4	talentdes1011009	1		1,80		170014001,1	170014001,1	70	1,6	0,0;1,6	skill_60561	1	6
3985	170014003	0	starsoulcontent_name_2	talentdes1011801	1	12000	3,0		170014004,1	170014004,1	70	2,1	2,3;2,1	skill_60441	1	6
3986	170014003	1	starsoulcontent_name_2	talentdes101106	1		3,8		170014004,1	170014004,1	70	2,1	2,3;2,1	skill_60441	1	6
3987	170014004	0	starsoulcontent_name_3	talentdes101102	1	12000	4,0		170014002,1	170014002,1	70	2,3	1,6;2,3	skill_60521	1	6
3988	170014004	1	starsoulcontent_name_3	talentdes1011002	1		4,8		170014002,1	170014002,1	70	2,3	1,6;2,3	skill_60521	1	6
3989	170014005	0	starsoulcontent_name_1	talentdes1011005	1	25000		1,0;3,0	2		70	0,0	0,0;0,0	skill_60481	1	6
3990	170014005	1	starsoulcontent_name_1	talentdes1011010	1			1,400;3,40	2		70	0,0	0,0;0,0	skill_60481	1	6
3991	170014006	0	starsoulcontent_name_4	talentdes1011012	1	25000	1,0		170014007,1	170014007,1	70	1,1	1,7;1,1	skill_60561	1	6
3992	170014006	1	starsoulcontent_name_4	talentdes1011014	1		1,80		170014007,1	170014007,1	70	1,1	1,7;1,1	skill_60561	1	6
3993	170014007	0	starsoulcontent_name_12	talentdes101105	1	25000	24,0		170014005,1	170014005,1	70	1,7	0,0;1,7	skill_400109	1	6
3994	170014007	1	starsoulcontent_name_12	talentdes1011004	1		24,27		170014005,1	170014005,1	70	1,7	0,0;1,7	skill_400109	1	6
3995	170014008	0	starsoulcontent_name_3	talentdes1011013	1	75000	4,0		170014005,1	170014005,1	70	2,2	0,0;2,2	skill_60521	1	6
3996	170014008	1	starsoulcontent_name_3	talentdes1011011	1		4,16		170014005,1	170014005,1	70	2,2	0,0;2,2	skill_60521	1	6
3997	170014009	0	starsoulcontent_name_1	talentdes101103	1	35000		1,0;3,0	3		70	0,0	0,0;0,0	skill_60481	1	6
3998	170014009	1	starsoulcontent_name_1	talentdes101108	1			1,500;3,50	3		70	0,0	0,0;0,0	skill_60481	1	6
3999	170014010	0	starsoulcontent_name_12	talentdes1011003	1	35000	24,0		170014009,1	170014009,1	70	1,1	0,0;1,1	skill_400109	1	6
4000	170014010	1	starsoulcontent_name_12	talentdes1011802	1	17500	24,27		170014009,1	170014009,1	70	1,1	0,0;1,1	skill_400109	1	6
4001	170014010	2	starsoulcontent_name_12	talentdes1011006	1		24,36		170014009,1	170014009,1	70	1,1	0,0;1,1	skill_400109	1	6
4002	170014011	0	starsoulcontent_name_4	talentdes1011015	1	35000	1,0		170014010,1	170014010,1	70	1,2	1,1;1,2	skill_60561	1	6
4003	170014011	1	starsoulcontent_name_4	talentdes1011016	1	17500	1,80		170014010,1	170014010,1	70	1,2	1,1;1,2	skill_60561	1	6
4004	170014011	2	starsoulcontent_name_4	talentdes101107	1		1,110		170014010,1	170014010,1	70	1,2	1,1;1,2	skill_60561	1	6
4005	170014012	0	starsoulcontent_name_2	talentdes1011017	1	35000	3,0		170014011,1	170014011,1	70	1,3	1,2;1,3	skill_60441	1	6
4006	170014012	1	starsoulcontent_name_2	talentdes1011018	1	17500	3,8		170014011,1	170014011,1	70	1,3	1,2;1,3	skill_60441	1	6
4007	170014012	2	starsoulcontent_name_2	talentdes1011019	1		3,11		170014011,1	170014011,1	70	1,3	1,2;1,3	skill_60441	1	6
4008	170014013	0	starsoulcontent_name_11	talentdes101109	1	35000	22,0		170014009,1	170014009,1	70	1,5	0,0;1,5	skill_400601	1	6
4009	170014013	1	starsoulcontent_name_11	talentdes101110	1	17500	22,27		170014009,1	170014009,1	70	1,5	0,0;1,5	skill_400601	1	6
4010	170014013	2	starsoulcontent_name_11	talentdes1011020	1		22,36		170014009,1	170014009,1	70	1,5	0,0;1,5	skill_400601	1	6
