流水ID	装备ID	进阶等级	品质	进阶属性	消耗道具	消耗货币道具	图标	可升级最大等级	装备名
422	322	4	3	1,1162;21,183;24,195	item177000000001,55;item177000000002,275	item1000,400000	soldier_equip_2_01	25	soldier_equip_2_01
423	323	4	3	4,109;23,365;26,176	item177000000001,56;item177000000002,280	item1000,400000	soldier_equip_2_02	25	soldier_equip_2_02
424	324	4	3	4,149;24,288;26,259	item177000000001,41;item177000000002,205	item1000,500000	soldier_equip_2_03	25	soldier_equip_2_03
425	325	4	3	1,2034;22,183;23,214	item177000000001,70;item177000000002,350	item1000,500000	soldier_equip_2_04	25	soldier_equip_2_04
426	326	4	3	4,72;22,282;25,140	item177000000001,43;item177000000002,215	item1000,250000	soldier_equip_2_05	25	soldier_equip_2_05
427	331	4	3	3,318;21,343;25,346	item177000000001,96;item177000000002,480	item1000,1000000	soldier_equip_weapon_2_05	25	soldier_equip_weapon_2_05
428	332	4	3	1,1193;21,288;24,217	item177000000001,55;item177000000002,275	item1000,400000	soldier_equip_2_01	25	soldier_equip_2_01
429	333	4	3	4,106;23,256;26,152	item177000000001,56;item177000000002,280	item1000,400000	soldier_equip_2_02	25	soldier_equip_2_02
430	334	4	3	4,146;24,328;26,226	item177000000001,41;item177000000002,205	item1000,500000	soldier_equip_2_03	25	soldier_equip_2_03
431	335	4	3	1,2098;22,201;23,146	item177000000001,70;item177000000002,350	item1000,500000	soldier_equip_2_04	25	soldier_equip_2_04
432	336	4	3	4,72;22,318;25,109	item177000000001,43;item177000000002,215	item1000,250000	soldier_equip_2_05	25	soldier_equip_2_05
433	341	4	3	3,288;21,309;25,436	item177000000001,96;item177000000002,480	item1000,1000000	soldier_equip_weapon_2_02	25	soldier_equip_weapon_2_02
434	342	4	3	1,1292;21,263;24,241	item177000000001,55;item177000000002,275	item1000,400000	soldier_equip_2_01	25	soldier_equip_2_01
435	343	4	3	4,106;23,176;26,201	item177000000001,56;item177000000002,280	item1000,400000	soldier_equip_2_02	25	soldier_equip_2_02
436	344	4	3	4,146;24,362;26,300	item177000000001,41;item177000000002,205	item1000,500000	soldier_equip_2_03	25	soldier_equip_2_03
437	345	4	3	1,2265;22,158;23,102	item177000000001,70;item177000000002,350	item1000,500000	soldier_equip_2_04	25	soldier_equip_2_04
438	346	4	3	4,72;22,244;25,140	item177000000001,43;item177000000002,215	item1000,250000	soldier_equip_2_05	25	soldier_equip_2_05
439	351	4	3	3,331;21,279;25,520	item177000000001,96;item177000000002,480	item1000,1000000	soldier_equip_weapon_2_04	25	soldier_equip_weapon_2_04
440	352	4	3	1,1236;21,238;24,170	item177000000001,55;item177000000002,275	item1000,400000	soldier_equip_2_01	25	soldier_equip_2_01
441	353	4	3	4,96;23,365;26,127	item177000000001,56;item177000000002,280	item1000,400000	soldier_equip_2_02	25	soldier_equip_2_02
442	354	4	3	4,137;24,256;26,189	item177000000001,41;item177000000002,205	item1000,500000	soldier_equip_2_03	25	soldier_equip_2_03
443	355	4	3	1,2168;22,158;23,214	item177000000001,70;item177000000002,350	item1000,500000	soldier_equip_2_04	25	soldier_equip_2_04
444	356	4	3	4,72;22,244;25,170	item177000000001,43;item177000000002,215	item1000,250000	soldier_equip_2_05	25	soldier_equip_2_05
445	411	4	3	3,588;21,560;25,686	item177000000001,192;item177000000002,960	item1000,1000000	soldier_equip_weapon_2_01	25	soldier_equip_weapon_2_01
446	412	4	3	1,3010;21,490;24,609	item177000000001,111;item177000000002,555	item1000,400000	soldier_equip_2_01	25	soldier_equip_2_01
447	413	4	3	4,266;23,749;26,511	item177000000001,112;item177000000002,560	item1000,400000	soldier_equip_2_02	25	soldier_equip_2_02
448	414	4	3	4,364;24,903;26,756	item177000000001,82;item177000000002,410	item1000,500000	soldier_equip_2_03	25	soldier_equip_2_03
449	415	4	3	1,5292;22,315;23,434	item177000000001,140;item177000000002,700	item1000,500000	soldier_equip_2_04	25	soldier_equip_2_04
450	416	4	3	4,196;22,490;25,217	item177000000001,86;item177000000002,430	item1000,250000	soldier_equip_2_05	25	soldier_equip_2_05
451	421	4	3	3,742;21,490;25,994	item177000000001,192;item177000000002,960	item1000,1000000	soldier_equip_weapon_2_03	25	soldier_equip_weapon_2_03
452	422	4	3	1,2646;21,420;24,448	item177000000001,111;item177000000002,555	item1000,400000	soldier_equip_2_01	25	soldier_equip_2_01
453	423	4	3	4,252;23,833;26,406	item177000000001,112;item177000000002,560	item1000,400000	soldier_equip_2_02	25	soldier_equip_2_02
454	424	4	3	4,343;24,658;26,595	item177000000001,82;item177000000002,410	item1000,500000	soldier_equip_2_03	25	soldier_equip_2_03
455	425	4	3	1,4627;22,420;23,490	item177000000001,140;item177000000002,700	item1000,500000	soldier_equip_2_04	25	soldier_equip_2_04
456	426	4	3	4,168;22,644;25,322	item177000000001,86;item177000000002,430	item1000,250000	soldier_equip_2_05	25	soldier_equip_2_05
457	431	4	3	3,728;21,784;25,791	item177000000001,192;item177000000002,960	item1000,1000000	soldier_equip_weapon_2_05	25	soldier_equip_weapon_2_05
458	432	4	3	1,2716;21,658;24,497	item177000000001,111;item177000000002,555	item1000,400000	soldier_equip_2_01	25	soldier_equip_2_01
459	433	4	3	4,245;23,588;26,350	item177000000001,112;item177000000002,560	item1000,400000	soldier_equip_2_02	25	soldier_equip_2_02
460	434	4	3	4,336;24,749;26,518	item177000000001,82;item177000000002,410	item1000,500000	soldier_equip_2_03	25	soldier_equip_2_03
461	435	4	3	1,4774;22,462;23,336	item177000000001,140;item177000000002,700	item1000,500000	soldier_equip_2_04	25	soldier_equip_2_04
462	436	4	3	4,168;22,728;25,252	item177000000001,86;item177000000002,430	item1000,250000	soldier_equip_2_05	25	soldier_equip_2_05
463	441	4	3	3,658;21,707;25,994	item177000000001,192;item177000000002,960	item1000,1000000	soldier_equip_weapon_2_02	25	soldier_equip_weapon_2_02
464	442	4	3	1,2940;21,602;24,553	item177000000001,111;item177000000002,555	item1000,400000	soldier_equip_2_01	25	soldier_equip_2_01
465	443	4	3	4,245;23,406;26,462	item177000000001,112;item177000000002,560	item1000,400000	soldier_equip_2_02	25	soldier_equip_2_02
466	444	4	3	4,336;24,826;26,686	item177000000001,82;item177000000002,410	item1000,500000	soldier_equip_2_03	25	soldier_equip_2_03
467	445	4	3	1,5152;22,364;23,238	item177000000001,140;item177000000002,700	item1000,500000	soldier_equip_2_04	25	soldier_equip_2_04
468	446	4	3	4,168;22,560;25,322	item177000000001,86;item177000000002,430	item1000,250000	soldier_equip_2_05	25	soldier_equip_2_05
469	451	4	3	3,756;21,637;25,1190	item177000000001,192;item177000000002,960	item1000,1000000	soldier_equip_weapon_2_04	25	soldier_equip_weapon_2_04
470	452	4	3	1,2814;21,546;24,392	item177000000001,111;item177000000002,555	item1000,400000	soldier_equip_2_01	25	soldier_equip_2_01
471	453	4	3	4,224;23,833;26,294	item177000000001,112;item177000000002,560	item1000,400000	soldier_equip_2_02	25	soldier_equip_2_02
472	454	4	3	4,315;24,588;26,434	item177000000001,82;item177000000002,410	item1000,500000	soldier_equip_2_03	25	soldier_equip_2_03
473	455	4	3	1,4928;22,364;23,490	item177000000001,140;item177000000002,700	item1000,500000	soldier_equip_2_04	25	soldier_equip_2_04
474	456	4	3	4,168;22,560;25,392	item177000000001,86;item177000000002,430	item1000,250000	soldier_equip_2_05	25	soldier_equip_2_05
475	461	4	3	3,560;21,560;25,686	item177000000001,192;item177000000002,960	item1000,1000000	soldier_equip_weapon_2_06	25	soldier_equip_weapon_2_06
476	462	4	3	1,18529;21,3612;24,3157	item177000000001,111;item177000000002,555	item1000,400000	soldier_equip_2_01	25	soldier_equip_2_01
477	463	4	3	4,259;23,658;26,406	item177000000001,112;item177000000002,560	item1000,400000	soldier_equip_2_02	25	soldier_equip_2_02
478	464	4	3	4,357;24,903;26,595	item177000000001,82;item177000000002,410	item1000,500000	soldier_equip_2_03	25	soldier_equip_2_03
479	465	4	3	1,5460;22,462;23,392	item177000000001,140;item177000000002,700	item1000,500000	soldier_equip_2_04	25	soldier_equip_2_04
480	466	4	3	4,196;22,728;25,217	item177000000001,86;item177000000002,430	item1000,250000	soldier_equip_2_05	25	soldier_equip_2_05
481	211	5	4	3,120;21,115;25,141	item177000000001,64;item177000000002,320	item1000,1200000	soldier_equip_weapon_3_01	30	soldier_equip_weapon_3_01
482	212	5	4	1,615;21,100;24,125	item177000000001,37;item177000000002,185	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
483	213	5	4	4,55;23,153;26,105	item177000000001,37;item177000000002,185	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
484	214	5	4	4,75;24,185;26,155	item177000000001,27;item177000000002,135	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
485	215	5	4	1,1080;22,65;23,89	item177000000001,47;item177000000002,235	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
486	216	5	4	4,40;22,100;25,45	item177000000001,29;item177000000002,145	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
487	221	5	4	3,152;21,100;25,203	item177000000001,64;item177000000002,320	item1000,1200000	soldier_equip_weapon_3_03	30	soldier_equip_weapon_3_03
488	222	5	4	1,540;21,86;24,92	item177000000001,37;item177000000002,185	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
489	223	5	4	4,52;23,170;26,83	item177000000001,37;item177000000002,185	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
490	224	5	4	4,70;24,135;26,122	item177000000001,27;item177000000002,135	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
491	225	5	4	1,945;22,86;23,100	item177000000001,47;item177000000002,235	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
492	226	5	4	4,35;22,132;25,66	item177000000001,29;item177000000002,145	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
493	231	5	4	3,149;21,160;25,162	item177000000001,64;item177000000002,320	item1000,1200000	soldier_equip_weapon_3_05	30	soldier_equip_weapon_3_05
494	232	5	4	1,555;21,135;24,102	item177000000001,37;item177000000002,185	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
495	233	5	4	4,50;23,120;26,72	item177000000001,37;item177000000002,185	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
496	234	5	4	4,69;24,153;26,106	item177000000001,27;item177000000002,135	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
497	235	5	4	1,975;22,95;23,69	item177000000001,47;item177000000002,235	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
498	236	5	4	4,35;22,149;25,52	item177000000001,29;item177000000002,145	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
499	241	5	4	3,135;21,145;25,203	item177000000001,64;item177000000002,320	item1000,1200000	soldier_equip_weapon_3_02	30	soldier_equip_weapon_3_02
500	242	5	4	1,600;21,123;24,113	item177000000001,37;item177000000002,185	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
501	243	5	4	4,50;23,83;26,94	item177000000001,37;item177000000002,185	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
502	244	5	4	4,69;24,169;26,140	item177000000001,27;item177000000002,135	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
503	245	5	4	1,1052;22,75;23,49	item177000000001,47;item177000000002,235	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
504	246	5	4	4,35;22,115;25,66	item177000000001,29;item177000000002,145	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
505	251	5	4	3,154;21,130;25,243	item177000000001,64;item177000000002,320	item1000,1200000	soldier_equip_weapon_3_04	30	soldier_equip_weapon_3_04
506	252	5	4	1,574;21,112;24,80	item177000000001,37;item177000000002,185	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
507	253	5	4	4,46;23,170;26,60	item177000000001,37;item177000000002,185	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
508	254	5	4	4,65;24,120;26,89	item177000000001,27;item177000000002,135	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
509	255	5	4	1,1006;22,75;23,100	item177000000001,47;item177000000002,235	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
510	256	5	4	4,34;22,115;25,80	item177000000001,29;item177000000002,145	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
511	311	5	4	3,366;21,351;25,432	item177000000001,130;item177000000002,650	item1000,1200000	soldier_equip_weapon_3_01	30	soldier_equip_weapon_3_01
512	312	5	4	1,1891;21,306;24,383	item177000000001,75;item177000000002,375	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
513	313	5	4	4,167;23,469;26,321	item177000000001,76;item177000000002,380	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
514	314	5	4	4,228;24,567;26,475	item177000000001,55;item177000000002,275	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
515	315	5	4	1,3323;22,198;23,272	item177000000001,95;item177000000002,475	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
516	316	5	4	4,120;22,306;25,136	item177000000001,58;item177000000002,290	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
517	321	5	4	3,466;21,306;25,623	item177000000001,130;item177000000002,650	item1000,1200000	soldier_equip_weapon_3_03	30	soldier_equip_weapon_3_03
518	322	5	4	1,1660;21,263;24,281	item177000000001,75;item177000000002,375	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
519	323	5	4	4,158;23,522;26,253	item177000000001,76;item177000000002,380	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
520	324	5	4	4,213;24,414;26,372	item177000000001,55;item177000000002,275	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
521	325	5	4	1,2908;22,263;23,306	item177000000001,95;item177000000002,475	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
522	326	5	4	4,105;22,405;25,201	item177000000001,58;item177000000002,290	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
523	331	5	4	3,456;21,490;25,496	item177000000001,130;item177000000002,650	item1000,1200000	soldier_equip_weapon_3_05	30	soldier_equip_weapon_3_05
524	332	5	4	1,1707;21,414;24,312	item177000000001,75;item177000000002,375	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
525	333	5	4	4,152;23,366;26,219	item177000000001,76;item177000000002,380	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
526	334	5	4	4,210;24,469;26,324	item177000000001,55;item177000000002,275	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
527	335	5	4	1,3000;22,290;23,210	item177000000001,95;item177000000002,475	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
528	336	5	4	4,105;22,456;25,158	item177000000001,58;item177000000002,290	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
529	341	5	4	3,414;21,444;25,623	item177000000001,130;item177000000002,650	item1000,1200000	soldier_equip_weapon_3_02	30	soldier_equip_weapon_3_02
530	342	5	4	1,1846;21,376;24,345	item177000000001,75;item177000000002,375	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
531	343	5	4	4,152;23,253;26,287	item177000000001,76;item177000000002,380	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
532	344	5	4	4,210;24,519;26,429	item177000000001,55;item177000000002,275	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
533	345	5	4	1,3238;22,228;23,148	item177000000001,95;item177000000002,475	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
534	346	5	4	4,105;22,351;25,201	item177000000001,58;item177000000002,290	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
535	351	5	4	3,472;21,399;25,744	item177000000001,130;item177000000002,650	item1000,1200000	soldier_equip_weapon_3_04	30	soldier_equip_weapon_3_04
536	352	5	4	1,1765;21,342;24,243	item177000000001,75;item177000000002,375	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
537	353	5	4	4,139;23,522;26,182	item177000000001,76;item177000000002,380	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
538	354	5	4	4,198;24,366;26,272	item177000000001,55;item177000000002,275	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
539	355	5	4	1,3098;22,228;23,306	item177000000001,95;item177000000002,475	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
540	356	5	4	4,102;22,351;25,243	item177000000001,58;item177000000002,290	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
541	411	5	4	3,840;21,805;25,987	item177000000001,258;item177000000002,1290	item1000,1200000	soldier_equip_weapon_3_01	30	soldier_equip_weapon_3_01
542	412	5	4	1,4305;21,700;24,875	item177000000001,149;item177000000002,745	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
543	413	5	4	4,385;23,1071;26,735	item177000000001,151;item177000000002,755	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
544	414	5	4	4,525;24,1295;26,1085	item177000000001,110;item177000000002,550	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
545	415	5	4	1,7560;22,455;23,623	item177000000001,188;item177000000002,940	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
546	416	5	4	4,280;22,700;25,315	item177000000001,115;item177000000002,575	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
547	421	5	4	3,1064;21,700;25,1421	item177000000001,258;item177000000002,1290	item1000,1200000	soldier_equip_weapon_3_03	30	soldier_equip_weapon_3_03
548	422	5	4	1,3780;21,602;24,644	item177000000001,149;item177000000002,745	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
549	423	5	4	4,364;23,1190;26,581	item177000000001,151;item177000000002,755	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
550	424	5	4	4,490;24,945;26,854	item177000000001,110;item177000000002,550	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
551	425	5	4	1,6615;22,602;23,700	item177000000001,188;item177000000002,940	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
552	426	5	4	4,245;22,924;25,462	item177000000001,115;item177000000002,575	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
553	431	5	4	3,1043;21,1120;25,1134	item177000000001,258;item177000000002,1290	item1000,1200000	soldier_equip_weapon_3_05	30	soldier_equip_weapon_3_05
554	432	5	4	1,3885;21,945;24,714	item177000000001,149;item177000000002,745	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
555	433	5	4	4,350;23,840;26,504	item177000000001,151;item177000000002,755	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
556	434	5	4	4,483;24,1071;26,742	item177000000001,110;item177000000002,550	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
557	435	5	4	1,6825;22,665;23,483	item177000000001,188;item177000000002,940	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
558	436	5	4	4,245;22,1043;25,364	item177000000001,115;item177000000002,575	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
559	441	5	4	3,945;21,1015;25,1421	item177000000001,258;item177000000002,1290	item1000,1200000	soldier_equip_weapon_3_02	30	soldier_equip_weapon_3_02
560	442	5	4	1,4200;21,861;24,791	item177000000001,149;item177000000002,745	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
561	443	5	4	4,350;23,581;26,658	item177000000001,151;item177000000002,755	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
562	444	5	4	4,483;24,1183;26,980	item177000000001,110;item177000000002,550	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
563	445	5	4	1,7364;22,525;23,343	item177000000001,188;item177000000002,940	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
564	446	5	4	4,245;22,805;25,462	item177000000001,115;item177000000002,575	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
565	451	5	4	3,1078;21,910;25,1701	item177000000001,258;item177000000002,1290	item1000,1200000	soldier_equip_weapon_3_04	30	soldier_equip_weapon_3_04
566	452	5	4	1,4018;21,784;24,560	item177000000001,149;item177000000002,745	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
567	453	5	4	4,322;23,1190;26,420	item177000000001,151;item177000000002,755	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
568	454	5	4	4,455;24,840;26,623	item177000000001,110;item177000000002,550	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
569	455	5	4	1,7042;22,525;23,700	item177000000001,188;item177000000002,940	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
570	456	5	4	4,238;22,805;25,560	item177000000001,115;item177000000002,575	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
571	461	5	4	3,805;21,805;25,987	item177000000001,258;item177000000002,1290	item1000,1200000	soldier_equip_weapon_3_06	30	soldier_equip_weapon_3_06
572	462	5	4	1,19663;21,3794;24,3353	item177000000001,149;item177000000002,745	item1000,480000	soldier_equip_3_01	30	soldier_equip_3_01
573	463	5	4	4,371;23,945;26,581	item177000000001,151;item177000000002,755	item1000,480000	soldier_equip_3_02	30	soldier_equip_3_02
574	464	5	4	4,511;24,1295;26,854	item177000000001,110;item177000000002,550	item1000,600000	soldier_equip_3_03	30	soldier_equip_3_03
575	465	5	4	1,7798;22,665;23,560	item177000000001,188;item177000000002,940	item1000,600000	soldier_equip_3_04	30	soldier_equip_3_04
576	466	5	4	4,280;22,1043;25,315	item177000000001,115;item177000000002,575	item1000,300000	soldier_equip_3_05	30	soldier_equip_3_05
