装备ID	类ID	默认装备名	使用职业限制	所属等级段	穿戴等级限制	装备部位	装备品质	物品等级	物品等级描述	装备潜力值	叠加数量	可拥有数量上限	整理权重	绑定道具ID	组ID	道具描述	默认道具Icon	装备预览图	交易锁定时间	分解产物	货币种类	货币公式类型	出售公式ID	背包标签	掉落表现	脚本	流程ID	属性值ID	拾取表现	男角穿戴装备后附加的特效id	女角穿戴装备后附加的特效id	套装ID	男性模型	女性模型	武器高模特效	武器低模特效	获取通知	获取途径	是否衣橱时装转换	转换的道具ID	男性装备道具Icon	女性性装备道具Icon	男性装备道具名字	女性性装备道具名字	稀有道具是否展示	未鉴定装备	判断稀有道具
equip306060321005	3060603005	EquipName_306060311005	5	60	51	6	2	410	1	60	1	9999	7000	0	0		equip_306050523005	equip_306050523005	604800	item1000,6000;item8103010111006,2	1	2	6000	1	113	EquipItem		306060321005	0			0			0	0	Notice_Receive_Item	1004	0		equip_306050523005	equip_306050523005	EquipName_306060311005	EquipName_306060311005			0
equip306060321006	3060603006	EquipName_306060311006	6	60	51	6	2	410	1	60	1	9999	7000	0	0		equip_306040523006	equip_306040523006	604800	item1000,6000;item8103010111006,2	1	2	6000	1	113	EquipItem		306060321006	0			0			0	0	Notice_Receive_Item	1004	0		equip_306040523006	equip_306040523006	EquipName_306060311006	EquipName_306060311006			0
equip306060331000	3060603000	EquipName_306060311000		60	51	6	3	461	1	60	1	9999	7000	0	0				604800	item1000,9000;item8103010111006,3	1	2	9000	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1004;1054	0				EquipName_306060311000	EquipName_306060311000			0
equip306060331001	3060603001	EquipName_306060311001	1	60	51	6	3	461	1	60	1	9999	7000	0	0		equip_306040523001	equip_306040523001	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060331001	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306040523001	equip_306040523001	EquipName_306060311001	EquipName_306060311001			0
equip306060331002	3060603002	EquipName_306060311002	2	60	51	6	3	461	1	60	1	9999	7000	0	0		equip_306050523002	equip_306050523002	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060331002	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523002	equip_306050523002	EquipName_306060311002	EquipName_306060311002			0
equip306060331003	3060603003	EquipName_306060311003	3	60	51	6	3	461	1	60	1	9999	7000	0	0		equip_306050523007	equip_306050523007	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060331003	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523007	equip_306050523003	EquipName_306060311003	EquipName_306060311003			0
equip306060331004	3060603004	EquipName_306060311004	4	60	51	6	3	461	1	60	1	9999	7000	0	0		equip_306050523008	equip_306050523008	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060331004	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523008	equip_306050523004	EquipName_306060311004	EquipName_306060311004			0
equip306060331005	3060603005	EquipName_306060311005	5	60	51	6	3	461	1	60	1	9999	7000	0	0		equip_306050523005	equip_306050523005	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060331005	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523005	equip_306050523005	EquipName_306060311005	EquipName_306060311005			0
equip306060331006	3060603006	EquipName_306060311006	6	60	51	6	3	461	1	60	1	9999	7000	0	0		equip_306040523006	equip_306040523006	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060331006	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306040523006	equip_306040523006	EquipName_306060311006	EquipName_306060311006			0
equip306060332000	3060603000	EquipName_306060311000		60	51	6	3	487	2	60	1	9999	7000	0	0				604800	item1000,9000;item8103010111006,3	1	2	9000	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1004;1054	0				EquipName_306060311000	EquipName_306060311000			0
equip306060332001	3060603001	EquipName_306060311001	1	60	51	6	3	487	2	60	1	9999	7000	0	0		equip_306040523001	equip_306040523001	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060332001	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306040523001	equip_306040523001	EquipName_306060311001	EquipName_306060311001			0
equip306060332002	3060603002	EquipName_306060311002	2	60	51	6	3	487	2	60	1	9999	7000	0	0		equip_306050523002	equip_306050523002	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060332002	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523002	equip_306050523002	EquipName_306060311002	EquipName_306060311002			0
equip306060332003	3060603003	EquipName_306060311003	3	60	51	6	3	487	2	60	1	9999	7000	0	0		equip_306050523007	equip_306050523007	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060332003	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523007	equip_306050523003	EquipName_306060311003	EquipName_306060311003			0
equip306060332004	3060603004	EquipName_306060311004	4	60	51	6	3	487	2	60	1	9999	7000	0	0		equip_306050523008	equip_306050523008	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060332004	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523008	equip_306050523004	EquipName_306060311004	EquipName_306060311004			0
equip306060332005	3060603005	EquipName_306060311005	5	60	51	6	3	487	2	60	1	9999	7000	0	0		equip_306050523005	equip_306050523005	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060332005	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523005	equip_306050523005	EquipName_306060311005	EquipName_306060311005			0
equip306060332006	3060603006	EquipName_306060311006	6	60	51	6	3	487	2	60	1	9999	7000	0	0		equip_306040523006	equip_306040523006	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060332006	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306040523006	equip_306040523006	EquipName_306060311006	EquipName_306060311006			0
equip306060333000	3060603000	EquipName_306060311000		60	51	6	3	513	3	60	1	9999	7000	0	0				604800	item1000,9000;item8103010111006,3	1	2	9000	1	0	EquipItem			0			0			0	0	Notice_Receive_Item	1004;1054	0				EquipName_306060311000	EquipName_306060311000			0
equip306060333001	3060603001	EquipName_306060311001	1	60	51	6	3	513	3	60	1	9999	7000	0	0		equip_306040523001	equip_306040523001	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060333001	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306040523001	equip_306040523001	EquipName_306060311001	EquipName_306060311001			0
equip306060333002	3060603002	EquipName_306060311002	2	60	51	6	3	513	3	60	1	9999	7000	0	0		equip_306050523002	equip_306050523002	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060333002	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523002	equip_306050523002	EquipName_306060311002	EquipName_306060311002			0
equip306060333003	3060603003	EquipName_306060311003	3	60	51	6	3	513	3	60	1	9999	7000	0	0		equip_306050523007	equip_306050523007	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060333003	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523007	equip_306050523003	EquipName_306060311003	EquipName_306060311003			0
equip306060333004	3060603004	EquipName_306060311004	4	60	51	6	3	513	3	60	1	9999	7000	0	0		equip_306050523008	equip_306050523008	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060333004	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523008	equip_306050523004	EquipName_306060311004	EquipName_306060311004			0
equip306060333005	3060603005	EquipName_306060311005	5	60	51	6	3	513	3	60	1	9999	7000	0	0		equip_306050523005	equip_306050523005	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060333005	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306050523005	equip_306050523005	EquipName_306060311005	EquipName_306060311005			0
equip306060333006	3060603006	EquipName_306060311006	6	60	51	6	3	513	3	60	1	9999	7000	0	0		equip_306040523006	equip_306040523006	604800	item1000,9000;item8103010111006,3	1	2	9000	1	113	EquipItem		306060333006	0			0			0	0	Notice_Receive_Item	1004;1054	0		equip_306040523006	equip_306040523006	EquipName_306060311006	EquipName_306060311006			0
equip306020431000	3060204000	EquipName_306020411000		20	20	6	3	226	1	40	1	9999	7000	0	0				604800	item1000,50000	1	2	3000	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	1050	0				EquipName_306020411000	EquipName_306020411000			0
equip306020431001	3060204001	EquipName_306020411001	1	20	20	6	3	226	1	40	1	9999	7000	0	0		equip_306050523001	equip_306050523001	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020431001	1	1		10203201			0	0	Notice_Receive_Item	1050	0		equip_306050523001	equip_306050523001	EquipName_306020411001	EquipName_306020411001		unidfequip306020430001	0
equip306020431002	3060204002	EquipName_306020411002	2	20	20	6	3	226	1	40	1	9999	7000	0	0		equip_306030111002	equip_306030111002	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020431002	1	1		10203202			0	0	Notice_Receive_Item	1050	0		equip_306030111002	equip_306030111002	EquipName_306020411002	EquipName_306020411002		unidfequip306020430002	0
equip306020431003	3060204003	EquipName_306020411003	3	20	20	6	3	226	1	40	1	9999	7000	0	0		equip_306020421007	equip_306020421007	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020431003	1	1		10203203			0	0	Notice_Receive_Item	1050	0		equip_306020421007	equip_306020421003	EquipName_306020411003	EquipName_306020411003		unidfequip306020430003	0
equip306020431004	3060204004	EquipName_306020411004	4	20	20	6	3	226	1	40	1	9999	7000	0	0		equip_306020421008	equip_306020421008	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020431004	1	1		10203204			0	0	Notice_Receive_Item	1050	0		equip_306020421008	equip_306020421004	EquipName_306020411004	EquipName_306020411004		unidfequip306020430004	0
equip306020431005	3060204005	EquipName_306020411005	5	20	20	6	3	226	1	40	1	9999	7000	0	0		equip_306030111005	equip_306030111005	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020431005	1	1		10203205			0	0	Notice_Receive_Item	1050	0		equip_306030111005	equip_306030111005	EquipName_306020411005	EquipName_306020411005		unidfequip306020430005	0
equip306020431006	3060204006	EquipName_306020411006	6	20	20	6	3	226	1	40	1	9999	7000	0	0		equip_306030111006	equip_306030111006	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020431006	1	1		10203206			0	0	Notice_Receive_Item	1050	0		equip_306030111006	equip_306030111006	EquipName_306020411006	EquipName_306020411006		unidfequip306020430006	0
equip306020432000	3060204000	EquipName_306020411000		20	20	6	3	239	2	40	1	9999	7000	0	0				604800	item1000,50000	1	2	3000	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	1050	0				EquipName_306020411000	EquipName_306020411000			0
equip306020432001	3060204001	EquipName_306020411001	1	20	20	6	3	239	2	40	1	9999	7000	0	0		equip_306050523001	equip_306050523001	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020432001	1	1		10203201			0	0	Notice_Receive_Item	1050	0		equip_306050523001	equip_306050523001	EquipName_306020411001	EquipName_306020411001		unidfequip306020430001	0
equip306020432002	3060204002	EquipName_306020411002	2	20	20	6	3	239	2	40	1	9999	7000	0	0		equip_306030111002	equip_306030111002	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020432002	1	1		10203202			0	0	Notice_Receive_Item	1050	0		equip_306030111002	equip_306030111002	EquipName_306020411002	EquipName_306020411002		unidfequip306020430002	0
equip306020432003	3060204003	EquipName_306020411003	3	20	20	6	3	239	2	40	1	9999	7000	0	0		equip_306020421007	equip_306020421007	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020432003	1	1		10203203			0	0	Notice_Receive_Item	1050	0		equip_306020421007	equip_306020421003	EquipName_306020411003	EquipName_306020411003		unidfequip306020430003	0
equip306020432004	3060204004	EquipName_306020411004	4	20	20	6	3	239	2	40	1	9999	7000	0	0		equip_306020421008	equip_306020421008	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020432004	1	1		10203204			0	0	Notice_Receive_Item	1050	0		equip_306020421008	equip_306020421004	EquipName_306020411004	EquipName_306020411004		unidfequip306020430004	0
equip306020432005	3060204005	EquipName_306020411005	5	20	20	6	3	239	2	40	1	9999	7000	0	0		equip_306030111005	equip_306030111005	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020432005	1	1		10203205			0	0	Notice_Receive_Item	1050	0		equip_306030111005	equip_306030111005	EquipName_306020411005	EquipName_306020411005		unidfequip306020430005	0
equip306020432006	3060204006	EquipName_306020411006	6	20	20	6	3	239	2	40	1	9999	7000	0	0		equip_306030111006	equip_306030111006	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020432006	1	1		10203206			0	0	Notice_Receive_Item	1050	0		equip_306030111006	equip_306030111006	EquipName_306020411006	EquipName_306020411006		unidfequip306020430006	0
equip306020433000	3060204000	EquipName_306020411000		20	20	6	3	252	3	40	1	9999	7000	0	0				604800	item1000,50000	1	2	3000	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	1050	0				EquipName_306020411000	EquipName_306020411000			0
equip306020433001	3060204001	EquipName_306020411001	1	20	20	6	3	252	3	40	1	9999	7000	0	0		equip_306050523001	equip_306050523001	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020433001	1	1		10203201			0	0	Notice_Receive_Item	1050	0		equip_306050523001	equip_306050523001	EquipName_306020411001	EquipName_306020411001		unidfequip306020430001	0
equip306020433002	3060204002	EquipName_306020411002	2	20	20	6	3	252	3	40	1	9999	7000	0	0		equip_306030111002	equip_306030111002	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020433002	1	1		10203202			0	0	Notice_Receive_Item	1050	0		equip_306030111002	equip_306030111002	EquipName_306020411002	EquipName_306020411002		unidfequip306020430002	0
equip306020433003	3060204003	EquipName_306020411003	3	20	20	6	3	252	3	40	1	9999	7000	0	0		equip_306020421007	equip_306020421007	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020433003	1	1		10203203			0	0	Notice_Receive_Item	1050	0		equip_306020421007	equip_306020421003	EquipName_306020411003	EquipName_306020411003		unidfequip306020430003	0
equip306020433004	3060204004	EquipName_306020411004	4	20	20	6	3	252	3	40	1	9999	7000	0	0		equip_306020421008	equip_306020421008	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020433004	1	1		10203204			0	0	Notice_Receive_Item	1050	0		equip_306020421008	equip_306020421004	EquipName_306020411004	EquipName_306020411004		unidfequip306020430004	0
equip306020433005	3060204005	EquipName_306020411005	5	20	20	6	3	252	3	40	1	9999	7000	0	0		equip_306030111005	equip_306030111005	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020433005	1	1		10203205			0	0	Notice_Receive_Item	1050	0		equip_306030111005	equip_306030111005	EquipName_306020411005	EquipName_306020411005		unidfequip306020430005	0
equip306020433006	3060204006	EquipName_306020411006	6	20	20	6	3	252	3	40	1	9999	7000	0	0		equip_306030111006	equip_306030111006	604800	item1000,50000	1	2	3000	1	113	EquipItem		306020433006	1	1		10203206			0	0	Notice_Receive_Item	1050	0		equip_306030111006	equip_306030111006	EquipName_306020411006	EquipName_306020411006		unidfequip306020430006	0
equip306030431000	3060304000	EquipName_306030411000		30	30	6	3	340	1	40	1	9999	7000	0	0				604800	item1000,75000	1	2	4500	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	1051	0				EquipName_306030411000	EquipName_306030411000			0
equip306030431001	3060304001	EquipName_306030411001	1	30	30	6	3	340	1	40	1	9999	7000	0	0		equip_306020421001	equip_306020421001	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030431001	1	1		10204201			0	0	Notice_Receive_Item	1051	0		equip_306020421001	equip_306020421001	EquipName_306030411001	EquipName_306030411001		unidfequip306030430001	0
equip306030431002	3060304002	EquipName_306030411002	2	30	30	6	3	340	1	40	1	9999	7000	0	0		equip_306020421002	equip_306020421002	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030431002	1	1		10204202			0	0	Notice_Receive_Item	1051	0		equip_306020421002	equip_306020421002	EquipName_306030411002	EquipName_306030411002		unidfequip306030430002	0
equip306030431003	3060304003	EquipName_306030411003	3	30	30	6	3	340	1	40	1	9999	7000	0	0		equip_306030111007	equip_306030111007	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030431003	1	1		10204203			0	0	Notice_Receive_Item	1051	0		equip_306030111007	equip_306030111003	EquipName_306030411003	EquipName_306030411003		unidfequip306030430003	0
equip306030431004	3060304004	EquipName_306030411004	4	30	30	6	3	340	1	40	1	9999	7000	0	0		equip_306030111008	equip_306030111008	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030431004	1	1		10204204			0	0	Notice_Receive_Item	1051	0		equip_306030111008	equip_306030111004	EquipName_306030411004	EquipName_306030411004		unidfequip306030430004	0
equip306030431005	3060304005	EquipName_306030411005	5	30	30	6	3	340	1	40	1	9999	7000	0	0		equip_306020421005	equip_306020421005	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030431005	1	1		10204205			0	0	Notice_Receive_Item	1051	0		equip_306020421005	equip_306020421005	EquipName_306030411005	EquipName_306030411005		unidfequip306030430005	0
equip306030431006	3060304006	EquipName_306030411006	6	30	30	6	3	340	1	40	1	9999	7000	0	0		equip_306040523006	equip_306040523006	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030431006	1	1		10204206			0	0	Notice_Receive_Item	1051	0		equip_306040523006	equip_306040523006	EquipName_306030411006	EquipName_306030411006		unidfequip306030430006	0
equip306030432000	3060304000	EquipName_306030411000		30	30	6	3	359	2	40	1	9999	7000	0	0				604800	item1000,75000	1	2	4500	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	1051	0				EquipName_306030411000	EquipName_306030411000			0
equip306030432001	3060304001	EquipName_306030411001	1	30	30	6	3	359	2	40	1	9999	7000	0	0		equip_306020421001	equip_306020421001	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030432001	1	1		10204201			0	0	Notice_Receive_Item	1051	0		equip_306020421001	equip_306020421001	EquipName_306030411001	EquipName_306030411001		unidfequip306030430001	0
equip306030432002	3060304002	EquipName_306030411002	2	30	30	6	3	359	2	40	1	9999	7000	0	0		equip_306020421002	equip_306020421002	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030432002	1	1		10204202			0	0	Notice_Receive_Item	1051	0		equip_306020421002	equip_306020421002	EquipName_306030411002	EquipName_306030411002		unidfequip306030430002	0
equip306030432003	3060304003	EquipName_306030411003	3	30	30	6	3	359	2	40	1	9999	7000	0	0		equip_306030111007	equip_306030111007	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030432003	1	1		10204203			0	0	Notice_Receive_Item	1051	0		equip_306030111007	equip_306030111003	EquipName_306030411003	EquipName_306030411003		unidfequip306030430003	0
equip306030432004	3060304004	EquipName_306030411004	4	30	30	6	3	359	2	40	1	9999	7000	0	0		equip_306030111008	equip_306030111008	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030432004	1	1		10204204			0	0	Notice_Receive_Item	1051	0		equip_306030111008	equip_306030111004	EquipName_306030411004	EquipName_306030411004		unidfequip306030430004	0
equip306030432005	3060304005	EquipName_306030411005	5	30	30	6	3	359	2	40	1	9999	7000	0	0		equip_306020421005	equip_306020421005	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030432005	1	1		10204205			0	0	Notice_Receive_Item	1051	0		equip_306020421005	equip_306020421005	EquipName_306030411005	EquipName_306030411005		unidfequip306030430005	0
equip306030432006	3060304006	EquipName_306030411006	6	30	30	6	3	359	2	40	1	9999	7000	0	0		equip_306040523006	equip_306040523006	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030432006	1	1		10204206			0	0	Notice_Receive_Item	1051	0		equip_306040523006	equip_306040523006	EquipName_306030411006	EquipName_306030411006		unidfequip306030430006	0
equip306030433000	3060304000	EquipName_306030411000		30	30	6	3	378	3	40	1	9999	7000	0	0				604800	item1000,75000	1	2	4500	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	1051	0				EquipName_306030411000	EquipName_306030411000			0
equip306030433001	3060304001	EquipName_306030411001	1	30	30	6	3	378	3	40	1	9999	7000	0	0		equip_306020421001	equip_306020421001	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030433001	1	1		10204201			0	0	Notice_Receive_Item	1051	0		equip_306020421001	equip_306020421001	EquipName_306030411001	EquipName_306030411001		unidfequip306030430001	0
equip306030433002	3060304002	EquipName_306030411002	2	30	30	6	3	378	3	40	1	9999	7000	0	0		equip_306020421002	equip_306020421002	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030433002	1	1		10204202			0	0	Notice_Receive_Item	1051	0		equip_306020421002	equip_306020421002	EquipName_306030411002	EquipName_306030411002		unidfequip306030430002	0
equip306030433003	3060304003	EquipName_306030411003	3	30	30	6	3	378	3	40	1	9999	7000	0	0		equip_306030111007	equip_306030111007	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030433003	1	1		10204203			0	0	Notice_Receive_Item	1051	0		equip_306030111007	equip_306030111003	EquipName_306030411003	EquipName_306030411003		unidfequip306030430003	0
equip306030433004	3060304004	EquipName_306030411004	4	30	30	6	3	378	3	40	1	9999	7000	0	0		equip_306030111008	equip_306030111008	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030433004	1	1		10204204			0	0	Notice_Receive_Item	1051	0		equip_306030111008	equip_306030111004	EquipName_306030411004	EquipName_306030411004		unidfequip306030430004	0
equip306030433005	3060304005	EquipName_306030411005	5	30	30	6	3	378	3	40	1	9999	7000	0	0		equip_306020421005	equip_306020421005	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030433005	1	1		10204205			0	0	Notice_Receive_Item	1051	0		equip_306020421005	equip_306020421005	EquipName_306030411005	EquipName_306030411005		unidfequip306030430005	0
equip306030433006	3060304006	EquipName_306030411006	6	30	30	6	3	378	3	40	1	9999	7000	0	0		equip_306040523006	equip_306040523006	604800	item1000,75000	1	2	4500	1	113	EquipItem		306030433006	1	1		10204206			0	0	Notice_Receive_Item	1051	0		equip_306040523006	equip_306040523006	EquipName_306030411006	EquipName_306030411006		unidfequip306030430006	0
equip306040431000	3060404000	EquipName_306040411000		40	40	6	3	453	1	50	1	9999	7000	0	0				604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	1152;1101;1100	0				EquipName_306040411000	EquipName_306040411000			0
equip306040431001	3060404001	EquipName_306040411001	1	40	40	6	3	453	1	50	1	9999	7000	0	0		equip_306030111001	equip_306030111001	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040431001	1	1		10204201			0	0	Notice_Receive_Item	1152;311;1711;1100;1101	0		equip_306030111001	equip_306030111001	EquipName_306040411001	EquipName_306040411001		unidfequip306040430001	0
equip306040431002	3060404002	EquipName_306040411002	2	40	40	6	3	453	1	50	1	9999	7000	0	0		equip_306040523002	equip_306040523002	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040431002	1	1		10204202			0	0	Notice_Receive_Item	1152;312;1712;1100;1101	0		equip_306040523002	equip_306040523002	EquipName_306040411002	EquipName_306040411002		unidfequip306040430002	0
equip306040431003	3060404003	EquipName_306040411003	3	40	40	6	3	453	1	50	1	9999	7000	0	0		equip_306040523007	equip_306040523007	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040431003	1	1		10204203			0	0	Notice_Receive_Item	1152;313;1713;1100;1101	0		equip_306040523007	equip_306040523003	EquipName_306040411003	EquipName_306040411003		unidfequip306040430003	0
equip306040431004	3060404004	EquipName_306040411004	4	40	40	6	3	453	1	50	1	9999	7000	0	0		equip_306040523008	equip_306040523008	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040431004	1	1		10204204			0	0	Notice_Receive_Item	1152;314;1714;1100;1101	0		equip_306040523008	equip_306040523004	EquipName_306040411004	EquipName_306040411004		unidfequip306040430004	0
equip306040431005	3060404005	EquipName_306040411005	5	40	40	6	3	453	1	50	1	9999	7000	0	0		equip_306040523005	equip_306040523005	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040431005	1	1		10204205			0	0	Notice_Receive_Item	1152;315;1715;1100;1101	0		equip_306040523005	equip_306040523005	EquipName_306040411005	EquipName_306040411005		unidfequip306040430005	0
equip306040431006	3060404006	EquipName_306040411006	6	40	40	6	3	453	1	50	1	9999	7000	0	0		equip_306050523006	equip_306050523006	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040431006	1	1		10204206			0	0	Notice_Receive_Item	1152;316;1730;1100;1101	0		equip_306050523006	equip_306050523006	EquipName_306040411006	EquipName_306040411006		unidfequip306040430006	0
equip306040432000	3060404000	EquipName_306040411000		40	40	6	3	478	2	50	1	9999	7000	0	0				604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	0	EquipItem			1	1		0			0	0	Notice_Receive_Item	1152;1101;1100	0				EquipName_306040411000	EquipName_306040411000			0
equip306040432001	3060404001	EquipName_306040411001	1	40	40	6	3	478	2	50	1	9999	7000	0	0		equip_306030111001	equip_306030111001	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040432001	1	1		10204201			0	0	Notice_Receive_Item	1152;311;1711;1100;1101	0		equip_306030111001	equip_306030111001	EquipName_306040411001	EquipName_306040411001		unidfequip306040430001	0
equip306040432002	3060404002	EquipName_306040411002	2	40	40	6	3	478	2	50	1	9999	7000	0	0		equip_306040523002	equip_306040523002	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040432002	1	1		10204202			0	0	Notice_Receive_Item	1152;312;1712;1100;1101	0		equip_306040523002	equip_306040523002	EquipName_306040411002	EquipName_306040411002		unidfequip306040430002	0
equip306040432003	3060404003	EquipName_306040411003	3	40	40	6	3	478	2	50	1	9999	7000	0	0		equip_306040523007	equip_306040523007	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040432003	1	1		10204203			0	0	Notice_Receive_Item	1152;313;1713;1100;1101	0		equip_306040523007	equip_306040523003	EquipName_306040411003	EquipName_306040411003		unidfequip306040430003	0
equip306040432004	3060404004	EquipName_306040411004	4	40	40	6	3	478	2	50	1	9999	7000	0	0		equip_306040523008	equip_306040523008	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040432004	1	1		10204204			0	0	Notice_Receive_Item	1152;314;1714;1100;1101	0		equip_306040523008	equip_306040523004	EquipName_306040411004	EquipName_306040411004		unidfequip306040430004	0
equip306040432005	3060404005	EquipName_306040411005	5	40	40	6	3	478	2	50	1	9999	7000	0	0		equip_306040523005	equip_306040523005	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040432005	1	1		10204205			0	0	Notice_Receive_Item	1152;315;1715;1100;1101	0		equip_306040523005	equip_306040523005	EquipName_306040411005	EquipName_306040411005		unidfequip306040430005	0
equip306040432006	3060404006	EquipName_306040411006	6	40	40	6	3	478	2	50	1	9999	7000	0	0		equip_306050523006	equip_306050523006	604800	item1000,100000;item8103015110303,1;item8103010111007,1	1	2	6000	1	113	EquipItem		306040432006	1	1		10204206			0	0	Notice_Receive_Item	1152;316;1730;1100;1101	0		equip_306050523006	equip_306050523006	EquipName_306040411006	EquipName_306040411006		unidfequip306040430006	0
