编号	动作编号	普攻标识	播放倍率	是否循环动作	动作编号	动作名字	前摇时间	后摇时间	结束判定帧
839	5039020		1.000000		5	petshow01	0.000000	4.560000	4.560000
840	5039020		1.000000		122	petfun01	0.000000	3.530000	3.530000
841	5039020		1.000000		10	injury01	0.000000	0.600000	0.600000
842	5039020		1.000000		32	die01	0.000000	0.860000	0.860000
843	5040020		1.000000		100	atk01	0.000000	0.830000	0.830000
844	5040020		1.000000		5	petshow01	0.000000	4.560000	4.560000
845	5040020		1.000000		122	petfun01	0.000000	3.530000	3.530000
846	5040020		1.000000		10	injury01	0.000000	0.600000	0.600000
847	5040020		1.000000		32	die01	0.000000	0.860000	0.860000
848	5041020		1.000000		100	atk01	0.000000	1.000000	1.000000
849	5041020		1.000000		5	petshow01	0.000000	2.660000	2.660000
850	5041020		1.000000		122	petfun01	0.000000	2.260000	2.260000
851	5041020		1.000000		10	injury01	0.000000	0.560000	0.560000
852	5041020		1.000000		32	die01	0.000000	2.100000	2.100000
853	5042020		1.000000		100	atk01	0.000000	1.000000	1.000000
854	5042020		1.000000		5	petshow01	0.000000	2.660000	2.660000
855	5042020		1.000000		122	petfun01	0.000000	2.260000	2.260000
856	5042020		1.000000		10	injury01	0.000000	0.560000	0.560000
857	5042020		1.000000		32	die01	0.000000	2.100000	2.100000
858	5043020		1.000000		100	atk01	0.000000	1.400000	1.400000
859	5043020		1.000000		5	petshow01	0.000000	4.200000	4.200000
860	5043020		1.000000		122	petfun01	0.000000	6.500000	6.500000
861	5043020		1.000000		10	injury01	0.000000	0.860000	0.860000
862	5043020		1.000000		32	die01	0.000000	1.400000	1.400000
863	5044020		1.000000		100	atk01	0.000000	1.400000	1.400000
864	5044020		1.000000		5	petshow01	0.000000	4.200000	4.200000
865	5044020		1.000000		122	petfun01	0.000000	6.500000	6.500000
866	5044020		1.000000		10	injury01	0.000000	0.860000	0.860000
867	5044020		1.000000		32	die01	0.000000	1.400000	1.400000
868	5045020		1.000000		100	atk01	0.000000	1.330000	1.330000
869	5045020		1.000000		5	petshow01	0.000000	4.160000	4.160000
870	5045020		1.000000		122	petfun01	0.000000	3.330000	3.330000
871	5045020		1.000000		10	injury01	0.000000	0.760000	0.760000
872	5045020		1.000000		32	die01	0.000000	1.430000	1.430000
873	5046020		1.000000		100	atk01	0.000000	1.330000	1.330000
874	5046020		1.000000		5	petshow01	0.000000	4.160000	4.160000
875	5046020		1.000000		122	petfun01	0.000000	3.330000	3.330000
876	5046020		1.000000		10	injury01	0.000000	0.760000	0.760000
877	5046020		1.000000		32	die01	0.000000	1.430000	1.430000
878	5047020		1.000000		100	atk01	0.000000	1.460000	1.460000
879	5047020		1.000000		5	petshow01	0.000000	4.630000	4.630000
880	5047020		1.000000		122	petfun01	0.000000	3.330000	3.330000
881	5047020		1.000000		10	injury01	0.000000	0.800000	0.800000
882	5047020		1.000000		32	die01	0.000000	1.700000	1.700000
883	5048020		1.000000		100	atk01	0.000000	1.460000	1.460000
884	5048020		1.000000		5	petshow01	0.000000	4.630000	4.630000
885	5048020		1.000000		122	petfun01	0.000000	3.330000	3.330000
886	5048020		1.000000		10	injury01	0.000000	0.800000	0.800000
887	5048020		1.000000		32	die01	0.000000	1.700000	1.700000
888	5049020		1.000000		100	atk01	0.000000	1.600000	1.600000
889	5049020		1.000000		5	petshow01	0.000000	3.160000	3.160000
890	5049020		1.000000		122	petfun01	0.000000	3.600000	3.600000
891	5049020		1.000000		10	injury01	0.000000	0.660000	0.660000
892	5049020		1.000000		32	die01	0.000000	1.330000	1.330000
893	5050020		1.000000		100	atk01	0.000000	1.600000	1.600000
894	5050020		1.000000		5	petshow01	0.000000	3.160000	3.160000
895	5050020		1.000000		122	petfun01	0.000000	3.600000	3.600000
896	5050020		1.000000		10	injury01	0.000000	0.660000	0.660000
897	5050020		1.000000		32	die01	0.000000	1.330000	1.330000
898	5051020		1.000000		100	atk01	0.000000	1.130000	1.130000
899	5051020		1.000000		5	petshow01	0.000000	2.300000	2.300000
900	5051020		1.000000		122	petfun01	0.000000	4.300000	4.300000
901	5051020		1.000000		10	injury01	0.000000	0.730000	0.730000
902	5051020		1.000000		32	die01	0.000000	1.500000	1.500000
903	5052020		1.000000		100	atk01	0.000000	1.130000	1.130000
904	5052020		1.000000		5	petshow01	0.000000	2.300000	2.300000
905	5052020		1.000000		122	petfun01	0.000000	4.300000	4.300000
906	5052020		1.000000		10	injury01	0.000000	0.730000	0.730000
907	5052020		1.000000		32	die01	0.000000	1.500000	1.500000
908	5053020		1.000000		100	atk01	0.000000	2.760000	2.760000
909	5053020		1.000000		5	petshow01	0.000000	4.000000	4.000000
910	5053020		1.000000		122	petfun01	0.000000	5.860000	5.860000
911	5053020		1.000000		10	injury01	0.000000	0.830000	0.830000
912	5053020		1.000000		32	die01	0.000000	2.130000	2.130000
913	5054020		1.000000		100	atk01	0.000000	2.760000	2.760000
914	5054020		1.000000		5	petshow01	0.000000	4.000000	4.000000
915	5054020		1.000000		122	petfun01	0.000000	5.860000	5.860000
916	5054020		1.000000		10	injury01	0.000000	0.830000	0.830000
917	5054020		1.000000		32	die01	0.000000	2.130000	2.130000
918	5055020		1.000000		100	atk01	0.000000	1.630000	1.630000
919	5055020		1.000000		5	petshow01	0.000000	0.000000	0.000000
920	5055020		1.000000		122	petfun01	0.000000	0.000000	0.000000
921	5055020		1.000000		10	injury01	0.000000	0.530000	0.530000
922	5055020		1.000000		32	die01	0.000000	2.260000	2.260000
923	5056020		1.000000		100	atk01	0.000000	1.630000	1.630000
924	5056020		1.000000		5	petshow01	0.000000	0.000000	0.000000
925	5056020		1.000000		122	petfun01	0.000000	0.000000	0.000000
926	5056020		1.000000		10	injury01	0.000000	0.530000	0.530000
927	5056020		1.000000		32	die01	0.000000	2.260000	2.260000
928	5057020		1.000000		100	atk01	0.000000	2.500000	2.500000
929	5057020		1.000000		5	petshow01	0.000000	3.830000	3.830000
930	5057020		1.000000		122	petfun01	0.000000	4.330000	4.330000
931	5057020		1.000000		10	injury01	0.000000	1.230000	1.230000
932	5057020		1.000000		32	die01	0.000000	2.430000	2.430000
933	5058020		1.000000		100	atk01	0.000000	2.500000	2.500000
934	5058020		1.000000		5	petshow01	0.000000	3.830000	3.830000
935	5058020		1.000000		122	petfun01	0.000000	4.330000	4.330000
936	5058020		1.000000		10	injury01	0.000000	1.230000	1.230000
937	5058020		1.000000		32	die01	0.000000	2.430000	2.430000
938	5059020		1.000000		5	petshow01	0.000000	2.500000	2.500000
939	5059020		1.000000		122	petfun01	0.000000	3.930000	3.930000
940	5060020		1.000000		100	atk01	0.000000	1.600000	1.600000
941	5060020		1.000000		5	petshow01	0.000000	4.100000	4.100000
942	5060020		1.000000		122	petfun01	0.000000	0.000000	0.000000
943	5060020		1.000000		10	injury01	0.000000	0.930000	0.930000
944	5060020		1.000000		32	die01	0.000000	1.830000	1.830000
945	5061020		1.000000		100	atk01	0.000000	1.600000	1.600000
946	5061020		1.000000		5	petshow01	0.000000	4.100000	4.100000
947	5061020		1.000000		122	petfun01	0.740000	1.770000	0.000000
948	5061020		1.000000		10	injury01	0.000000	0.930000	0.930000
949	5061020		1.000000		32	die01	0.000000	1.830000	1.830000
950	5062020		1.000000		100	atk01	0.000000	1.130000	1.130000
951	5062020		1.000000		5	petshow01	0.000000	0.000000	0.000000
952	5062020		1.000000		122	petfun01	0.000000	0.000000	0.000000
953	5062020		1.000000		10	injury01	0.000000	1.030000	1.030000
954	5062020		1.000000		32	die01	0.000000	1.730000	1.730000
955	5063020		1.000000		100	atk01	0.000000	1.130000	1.130000
956	5063020		1.000000		5	petshow01	0.000000	0.000000	0.000000
957	5063020		1.000000		122	petfun01	0.000000	0.000000	0.000000
958	5063020		1.000000		10	injury01	0.000000	1.030000	1.030000
959	5063020		1.000000		32	die01	0.000000	1.730000	1.730000
960	5064021		1.000000		100	atk01	0.000000	1.030000	1.030000
961	5064021		1.000000		5	petshow01	0.000000	3.000000	3.000000
962	5064021		1.000000		122	petfun01	0.000000	0.000000	0.000000
963	5064021		1.000000		10	injury01	0.000000	0.660000	0.660000
964	5064021		1.000000		32	die01	0.000000	2.800000	2.800000
965	5065021		1.000000		100	atk01	0.000000	1.030000	1.030000
966	5065021		1.000000		5	petshow01	0.000000	3.000000	3.000000
967	5065021		1.000000		122	petfun01	0.000000	0.000000	0.000000
968	5065021		1.000000		10	injury01	0.000000	0.660000	0.660000
969	5065021		1.000000		32	die01	0.000000	2.800000	2.800000
970	5066020		1.000000		100	atk01	0.000000	1.000000	1.000000
971	5066020		1.000000		5		0.000000	0.000000	0.000000
972	5066020		1.000000		122		0.000000	0.000000	0.000000
973	5066020		1.000000		10	injury01	0.000000	0.830000	0.830000
974	5066020		1.000000		32	die01	0.000000	1.400000	1.400000
975	5067020		1.000000		100	atk01	0.000000	1.000000	1.000000
976	5067020		1.000000		5		0.000000	0.000000	0.000000
977	5067020		1.000000		122		0.000000	0.000000	0.000000
978	5067020		1.000000		10	injury01	0.000000	0.830000	0.830000
979	5067020		1.000000		32	die01	0.000000	1.400000	1.400000
980	5068020		1.000000		100	atk01	0.000000	1.260000	1.260000
981	5068020		1.000000		5		0.000000	0.000000	0.000000
982	5068020		1.000000		122		0.000000	0.000000	0.000000
983	5068020		1.000000		10	injury01	0.000000	0.930000	0.930000
984	5068020		1.000000		32	die01	0.000000	1.330000	1.330000
985	5069020		1.000000		100	atk01	0.000000	1.260000	1.260000
986	5069020		1.000000		5		0.000000	0.000000	0.000000
987	5069020		1.000000		122		0.000000	0.000000	0.000000
988	5069020		1.000000		10	injury01	0.000000	0.930000	0.930000
989	5069020		1.000000		32	die01	0.000000	1.330000	1.330000
990	5070020		1.000000		100	atk01	0.000000	0.960000	0.960000
991	5070020		1.000000		5		0.000000	0.000000	0.000000
992	5070020		1.000000		122		0.000000	0.000000	0.000000
993	5070020		1.000000		10	injury01	0.000000	0.830000	0.830000
994	5070020		1.000000		32	die01	0.000000	2.730000	2.730000
995	5071020		1.000000		100	atk01	0.000000	0.960000	0.960000
996	5071020		1.000000		5		0.000000	0.000000	0.000000
997	5071020		1.000000		122		0.000000	0.000000	0.000000
998	5071020		1.000000		10	injury01	0.000000	0.960000	0.960000
999	5071020		1.000000		32	die01	0.000000	1.160000	1.160000
1000	5072020		1.000000		100	atk01	0.000000	1.260000	1.260000
1001	5072020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1002	5072020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1003	5072020		1.000000		10	injury01	0.000000	0.860000	0.860000
1004	5072020		1.000000		32	die01	0.000000	0.960000	0.960000
1005	5073020		1.000000		100	atk01	0.000000	1.400000	1.400000
1006	5073020		1.000000		5	petshow01	0.000000	2.960000	2.960000
1007	5073020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1008	5073020		1.000000		10	injury01	0.000000	0.660000	0.660000
1009	5073020		1.000000		32	die01	0.000000	1.330000	1.330000
1010	5074020		1.000000		100	atk01	0.000000	1.500000	1.500000
1011	5074020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1012	5074020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1013	5074020		1.000000		10	injury01	0.000000	0.660000	0.660000
1014	5074020		1.000000		32	die01	0.000000	2.460000	2.460000
1015	5075020		1.000000		100	atk01	0.000000	1.330000	1.330000
1016	5075020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1017	5075020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1018	5075020		1.000000		10	injury01	0.000000	1.130000	1.130000
1019	5075020		1.000000		32	die01	0.000000	1.430000	1.430000
1020	5076020		1.000000		100	atk01	0.000000	1.200000	1.200000
1021	5076020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1022	5076020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1023	5076020		1.000000		10	injury01	0.000000	0.830000	0.830000
1024	5076020		1.000000		32	die01	0.000000	3.900000	3.900000
1025	5077020		1.000000		100	atk01	0.000000	0.000000	0.000000
1026	5077020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1027	5077020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1028	5077020		1.000000		10	injury01	0.000000	0.000000	0.000000
1029	5077020		1.000000		32	die01	0.000000	0.000000	0.000000
1030	5078020		1.000000		5	petshow01	0.000000	4.700000	4.700000
1031	5078020		1.000000		122	petfun01	0.000000	6.960000	6.960000
1032	5079020		1.000000		100	atk01	0.000000	0.000000	0.000000
1033	5079020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1034	5079020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1035	5079020		1.000000		10	injury01	0.000000	0.000000	0.000000
1036	5079020		1.000000		32	die01	0.000000	0.000000	0.000000
1037	5080020		1.000000		100	atk01	0.000000	0.000000	0.000000
1038	5080020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1039	5080020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1040	5080020		1.000000		10	injury01	0.000000	0.000000	0.000000
1041	5080020		1.000000		32	die01	0.000000	0.000000	0.000000
1042	5081020		1.000000		100	atk01	0.000000	0.000000	0.000000
1043	5081020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1044	5081020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1045	5081020		1.000000		10	injury01	0.000000	0.000000	0.000000
1046	5081020		1.000000		32	die01	0.000000	0.000000	0.000000
1047	5082020		1.000000		100	atk01	0.000000	0.000000	0.000000
1048	5082020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1049	5082020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1050	5082020		1.000000		10	injury01	0.000000	0.000000	0.000000
1051	5082020		1.000000		32	die01	0.000000	0.000000	0.000000
1052	5083020		1.000000		100	atk01	0.000000	0.000000	0.000000
1053	5083020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1054	5083020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1055	5083020		1.000000		10	injury01	0.000000	0.000000	0.000000
1056	5083020		1.000000		32	die01	0.000000	0.000000	0.000000
1057	5084020		1.000000		100	atk01	0.000000	0.000000	0.000000
1058	5084020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1059	5084020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1060	5084020		1.000000		10	injury01	0.000000	0.000000	0.000000
1061	5084020		1.000000		32	die01	0.000000	0.000000	0.000000
1062	5085020		1.000000		100	atk01	0.000000	0.000000	0.000000
1063	5085020		1.000000		5	petshow01	0.000000	0.000000	0.000000
1064	5085020		1.000000		122	petfun01	0.000000	0.000000	0.000000
1065	5085020		1.000000		10	injury01	0.000000	0.000000	0.000000
1066	5085020		1.000000		32	die01	0.000000	0.000000	0.000000
1067	5086020		1.000000		100	atk01	0.000000	0.000000	0.000000
1068	5086020		1.000000		5	petshow01	0.000000	4.000000	4.000000
1069	5086020		1.000000		122	petfun01	0.000000	4.000000	4.000000
1070	5086020		1.000000		10	injury01	0.000000	0.000000	0.000000
1071	5086020		1.000000		32	die01	0.000000	0.000000	0.000000
1072	5087020		1.000000		100	atk01	0.000000	0.000000	0.000000
1073	5087020		1.000000		5	petshow01	0.000000	4.960000	4.960000
1074	5087020		1.000000		122	petfun01	0.000000	8.130000	8.130000
1075	5087020		1.000000		10	injury01	0.000000	0.000000	0.000000
1076	5087020		1.000000		32	die01	0.000000	0.000000	0.000000
1077	5088010		1.000000		100	idle01	0.000000	0.000000	0.000000
1078	5088010		1.000000		5	atk01	0.330000	0.500000	0.500000
1079	5088010		1.000000		122	frun01	0.000000	0.000000	0.000000
1080	5088010		1.000000		10	skill02	0.000000	0.000000	0.000000
1081	5088010		1.000000		32	die01	0.100000	1.960000	1.960000
1082	5089013		1.000000		100	atk02	0.000000	0.000000	0.000000
1083	5089013		1.000000		5	atk01	0.330000	0.500000	0.500000
1084	5089013		1.000000		122	skill01	0.630000	1.200000	1.200000
1085	5089013		1.000000		10	skill02	0.600000	1.200000	1.200000
1086	5089013		1.000000		32	die01	0.100000	1.960000	1.960000
1087	5089046		1.000000		100	show01	0.000000	0.000000	0.000000
1088	5089046		1.000000		5	show02	0.000000	0.000000	0.000000
1089	5089046		1.000000		122	show03	0.000000	0.000000	0.000000
1090	5089046		1.000000		10	show04	0.000000	0.000000	0.000000
1091	5089046		1.000000		32	skill01	0.000000	0.000000	0.000000
1092	5090016		1.000000		100	atk01	0.000000	0.000000	0.000000
1093	5090016		1.000000		5	petshow01	0.000000	4.200000	4.200000
1094	5090016		1.000000		122	petfun01	0.000000	0.000000	0.000000
1095	5090016		1.000000		10	injury01	0.000000	0.000000	0.000000
1096	5090016		1.000000		32	die01	0.000000	0.000000	0.000000
1097	5091009		1.000000		100	atk01	0.000000	0.000000	0.000000
1098	5091009		1.000000		5	show01	0.000000	0.000000	0.000000
1099	5091009		1.000000		122	skill01	0.630000	1.200000	1.200000
1100	5091009		1.000000		10	skill02	0.600000	1.200000	1.200000
1101	5091009		1.000000		11	die01	0.100000	1.960000	1.960000
1102	5092015		1.000000		100	atk01	0.000000	0.000000	0.000000
1103	5092015		1.000000		5	atk02	0.270000	0.500000	0.000000
1104	5092015		1.000000		122	idle01	0.000000	0.000000	0.000000
1105	5092015		1.000000		10	walk01	0.000000	0.000000	0.000000
1106	5092015		1.000000		32	die01	0.100000	1.960000	1.960000
1107	5090016		1.000000		100	atk01	0.000000	0.000000	0.000000
1108	5090016		1.000000		5	petshow01	0.000000	4.200000	4.200000
1109	5090016		1.000000		122	petfun01	0.000000	0.000000	0.000000
1110	5090016		1.000000		10	injury01	0.000000	0.000000	0.000000
1111	5090016		1.000000		32	die01	0.000000	0.000000	0.000000
1112	5089013		1.000000		100	atk02	0.000000	0.000000	0.000000
1113	5089013		1.000000		5	atk01	0.330000	0.500000	0.500000
1114	5089013		1.000000		122	skill01	0.630000	1.200000	1.200000
1115	5089013		1.000000		10	skill02	0.600000	1.200000	1.200000
1116	5089013		1.000000		32	die01	0.100000	1.960000	1.960000
1117	11054002	1	1.000000		100	atk01	0.500000	1.500000	0.560000
1118	11055002	1	1.000000		100	atk01	0.400000	1.600000	0.660000
1119	11057002	1	1.000000		100	atk01	0.450000	1.550000	0.550000
1120	11058002	1	1.000000		100	atk01	0.450000	1.550000	0.850000
1121	11059002	1	1.000000		100	atk01	0.600000	1.400000	1.200000
1122	11060002	1	1.000000		100	atk01	0.300000	1.700000	0.800000
1123	11060002		1.000000		81	skill01	1.000000	1.400000	1.400000
1124	11060002		1.000000		82	skill02	1.600000	2.000000	2.000000
1125	12061002	1	1.000000		100	atk01	0.700000	1.300000	1.300000
1126	12061002		1.000000		81	skill01	1.100000	1.300000	1.300000
1127	12061002		1.000000		82	skill02	1.000000	1.400000	1.400000
1128	12061002		1.000000	1	83	skill03	1.330000	0.000000	0.000000
1129	12062002	1	1.000000		100	atk01	0.700000	1.300000	1.300000
1130	12062002		1.000000		81	skill01	1.500000	2.100000	2.100000
1131	12063002	1	1.000000		100	atk01	0.700000	1.300000	0.700000
1132	12063002		1.000000		101	atk02	1.000000	1.300000	1.300000
1133	12063002		1.000000		102	atk03	0.800000	1.800000	1.800000
1134	12063002		1.000000		81	skill01	1.000000	2.000000	2.000000
1135	12065002	1	1.000000		100	atk01	0.400000	1.600000	0.900000
1136	12065002		1.000000		81	skill01	1.000000	2.000000	2.000000
1137	12065002		1.000000		82	skill02	1.000000	1.500000	1.500000
1138	12065002		1.000000		83	skill03	0.400000	0.200000	0.200000
1139	12065002		1.000000		84	skill04	1.000000	1.500000	1.500000
1140	12066002	1	1.000000		100	atk01	0.800000	1.200000	0.500000
1141	12066002		1.000000		81	skill01	1.500000	0.600000	0.600000
1142	12066002		1.000000		82	skill02	0.500000	2.100000	2.100000
1143	12300002	1	1.000000		100	atk01	0.400000	1.600000	1.100000
1144	12301002	1	1.000000		100	atk01	0.500000	1.500000	1.500000
1145	12302002	1	1.000000		100	atk01	0.400000	1.600000	1.100000
1146	12304002	1	1.000000		100	atk01	0.300000	2.000000	1.200000
1147	12305002	1	1.000000		101	atk02	0.500000	2.000000	1.000000
1148	12930002	1	1.000000		100	atk01	0.100000	0.000000	0.000000
1149	12309002	1	1.000000		100	atk01	0.700000	1.300000	0.800000
1150	12309002		1.000000		81	skill01	1.900000	1.500000	1.500000
1151	12310002	1	1.000000		100	atk01	0.400000	1.600000	0.600000
1152	12310002		1.000000		81	skill01	0.750000	0.700000	0.700000
1153	12311002	1	1.000000		100	atk01	0.250000	1.750000	0.750000
1154	12311002		1.000000		87	skill07	0.700000	1.700000	1.700000
1155	12312002	1	1.000000		100	atk01	0.400000	1.600000	0.600000
1156	12312002		0.300000		81	skill01	2.000000	2.333333	2.333333
1157	12313002	1	1.000000		100	atk01	0.700000	1.300000	1.100000
1158	12313002		1.000000		83	skill03	1.000000	1.500000	1.500000
1159	12314002	1	1.000000		100	atk01	0.500000	2.000000	2.000000
1160	12315002	1	1.000000		100	atk01	0.500000	2.000000	2.000000
1161	12927002	1	1.000000		100	atk01	0.700000	1.300000	1.100000
1162	12927002		1.000000		81	skill01	0.500000	2.300000	2.300000
1163	12928002	1	1.000000		100	atk01	0.800000	1.200000	0.633000
1164	12928002		4.000000		91	skill0101	0.000000	0.400000	0.400000
1165	12928002		1.000000	1	92	skill0102	0.500000	0.000000	0.000000
1166	12928002		1.000000		82	skill02	0.850000	0.750000	0.750000
1167	12928002		1.000000		83	skill03	0.800000	0.500000	0.500000
1168	12928002		1.000000		84	skill04	2.400000	1.200000	1.200000
1169	12929002	1	1.000000		100	atk01	0.400000	1.600000	0.700000
1170	12929002		1.000000		81	skill01	1.100000	0.500000	0.500000
1171	12929002		1.000000	1	82	skill02	1.100000	1.400000	1.400000
1172	12929002		1.000000		83	skill03	1.000000	1.300000	1.300000
1173	12929002		1.000000		84	skill04	0.300000	1.300000	1.300000
1174	12929002		1.000000		85	skill05	1.000000	1.000000	1.000000
1175	13015004	1	1.000000		100	atk01	0.500000	1.500000	0.600000
1176	13015004	1	1.000000		101	atk02	0.800000	1.200000	0.800000
1177	13015004		1.000000		81	skill01	2.200000	0.900000	0.900000
1178	13015004		1.000000		94	skill0201	1.800000	0.000000	0.000000
1179	13015004		1.000000	1	95	skill0202	1.133000	0.000000	0.000000
1180	13015004		1.000000		96	skill0203	0.700000	0.300000	0.300000
1181	13015004		1.000000		83	skill03	2.000000	0.100000	0.100000
1182	13015004		1.000000		97	skill0401	0.900000	0.000000	0.000000
1183	13015004		1.000000	1	98	skill0402	1.000000	0.000000	0.000000
1184	13015004		1.000000		99	skill0403	0.300000	0.800000	0.800000
1185	13015004		1.000000		85	skill05	1.000000	2.000000	2.000000
1186	13015004		1.000000		86	skill06	3.000000	1.600000	1.600000
1187	13015004		1.000000		87	skill07	1.400000	1.300000	1.300000
1188	13016004	1	1.000000		100	atk01	0.500000	1.500000	1.500000
1189	13016004		1.000000		81	skill01	2.200000	1.400000	1.400000
1190	13016004		1.000000		82	skill02	1.200000	1.100000	1.100000
1191	13016004		1.000000		83	skill03	0.800000	0.900000	0.900000
1192	13016004		1.000000		85	skill05	0.900000	1.000000	1.000000
1193	13016004		1.000000		86	skill06	1.200000	1.600000	1.600000
1194	13016004		1.000000		91	skill0101	1.160000	0.000000	0.000000
1195	13016004		1.000000	1	92	skill0102	0.660000	0.000000	0.000000
1196	13016004		1.000000		93	skill0103	0.700000	0.900000	0.900000
1197	13016004		1.000000		94	skill0201	3.100000	0.000000	0.000000
1198	13016004		1.000000	1	95	skill0202	1.700000	0.000000	0.000000
1199	13016004		1.000000		96	skill0203	0.000000	1.800000	1.800000
1200	13017004	1	1.000000		100	atk01	0.800000	1.400000	1.400000
1201	13017004		1.000000		81	skill01	3.000000	2.600000	2.600000
1202	13017004		1.000000		84	skill04	3.000000	2.600000	2.600000
1203	13017004		1.000000		91	skill0101	3.360000	0.000000	0.000000
1204	13017004		1.000000	1	92	skill0102	1.330000	0.000000	0.000000
1205	13017004		1.000000		93	skill0103	0.000000	1.500000	1.500000
1206	13017004		1.000000		94	skill0201	1.130000	0.000000	0.000000
1207	13017004		1.000000	1	95	skill0202	1.160000	0.000000	0.000000
1208	13017004		2.000000		96	skill0203	0.500000	1.500000	1.500000
1209	13017004		1.000000		88	skill0301	3.200000	0.000000	0.000000
1210	13017004		1.000000	1	89	skill0302	1.500000	0.000000	0.000000
1211	13017004		1.000000		90	skill0303	0.000000	1.800000	1.800000
1212	13017004		1.000000		97	skill0401	9.000000	0.000000	0.000000
1213	13017004		1.000000		85	skill05	2.100000	1.800000	1.800000
1214	13017004		1.000000		86	skill0501	2.300000	0.000000	0.000000
1215	13017004		1.000000		87	skill0502	1.470000	0.000000	0.000000
1216	13017004		1.000000		82	skill0503	0.800000	0.270000	0.270000
1217	13018004	1	1.000000		100	atk01	0.700000	1.400000	1.400000
1218	13018004		1.000000		81	skill01	2.000000	1.800000	1.800000
1219	13018004		1.000000		82	skill02	1.600000	2.500000	2.500000
1220	13018004		1.000000		83	skill03	3.100000	2.400000	2.400000
1221	13018004		1.000000		84	skill04	0.600000	3.400000	3.400000
1222	13018004		1.000000		91	skill0101	0.960000	0.000000	0.000000
1223	13018004		1.000000	1	92	skill0102	0.400000	0.000000	0.000000
1224	13018004		1.000000		93	skill0103	0.000000	2.300000	2.300000
1225	13019004	1	1.000000		100	atk01	1.000000	2.500000	2.500000
1226	13019004		1.000000		81	skill01	1.400000	3.600000	3.600000
1227	13019004		1.000000		82	skill02	1.300000	3.700000	3.700000
1228	13019004		1.000000		83	skill03	2.000000	3.000000	3.000000
1229	13019004		1.000000		91	skill0101	2.000000	0.000000	0.000000
1230	13019004		1.000000	1	92	skill0102	1.530000	0.000000	0.000000
1231	13019004		1.000000		93	skill0103	0.000000	1.800000	1.800000
1232	13019004		1.000000		94	skill0201	2.000000	0.000000	0.000000
1233	13019004		1.000000	1	95	skill0202	1.530000	0.000000	0.000000
1234	13019004		1.000000		96	skill0203	0.000000	1.800000	1.800000
1235	13020004		1.000000		100	atk01	0.500000	1.030000	1.030000
1236	13020004		1.000000		81	skill01	0.430000	1.370000	1.370000
1237	13020004		1.000000		82	skill02	1.170000	1.670000	1.670000
1238	13020004		1.000000		91	skill0101	2.067000	0.000000	0.000000
1239	13020004		1.000000	1	92	skill0102	1.000000	0.000000	0.000000
1240	13020004		1.000000		93	skill0103	0.000000	1.000000	1.000000
1241	13020004		1.000000		94	skill0201	1.433000	0.000000	0.000000
1242	13020004		1.000000	1	95	skill0202	1.000000	0.000000	0.000000
1243	13020004		1.000000		96	skill0203	0.000000	1.133000	1.133000
1244	13020004		1.000000		88	skill0301	0.905000	0.000000	0.000000
1245	13020004		1.000000	1	89	skill0302	1.000000	0.000000	0.000000
1246	13020004		1.000000		90	skill0303	0.500000	2.100000	2.100000
1247	13020004		1.000000		83	skill03	2.400000	1.433000	1.433000
1248	13020004		1.000000		84	skill04	1.770000	1.660000	1.660000
1249	13020004		1.000000		97	skill0401	2.000000	0.000000	0.000000
1250	13020004		1.000000	1	98	skill0402	1.000000	0.000000	1.000000
1251	13020004		1.000000		99	skill0403	0.000000	1.500000	1.500000
1252	13022004	1	1.000000		100	atk01	0.500000	1.500000	0.900000
1253	13022004		1.000000		81	skill01	1.400000	2.000000	2.000000
1254	13022004		1.000000		82	skill02	1.500000	1.400000	1.400000
1255	13022004		1.000000		83	skill03	0.700000	0.900000	0.900000
1256	13022004		1.000000		84	skill04	0.600000	1.400000	1.400000
1257	13023004	1	1.000000		100	atk01	0.300000	1.800000	1.800000
1258	13023004		1.000000		81	skill01	1.000000	1.400000	1.400000
1259	13023004		1.000000		82	skill02	1.100000	1.500000	1.500000
1260	13023004		1.000000		83	skill03	0.400000	2.900000	2.900000
1261	13026004	1	1.000000		100	atk01	0.500000	1.500000	1.500000
