NPC编号	对象类型	NPC类型	头像显示	描边参数	头像	名字	功能名称	名称位置	小地图标志	场景头上icon	附近显示npc	模型编号	模型缩放	挂件模型	特殊icon	动作集	随机动作列表	是否转向	圆柱高度	圆柱半径	对话显示修正	对话显示缩放	对话摄像机位置修正	对话摄像机角度修正	特殊对话摄像机位置修正	特殊对话摄像机角度修正	送礼(聚焦)摄像机位置修正	送礼(聚焦)摄像机角度修正	是否不能被其他npc选择	常驻美术特效	模型效果	阻挡信息
npc_109014	FuncNpc	1	0	1				0,1,0			1		0.000000			0		1	1.800000	1.000000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_109015	FuncNpc	1	0	1				0,1,0			1		0.000000			0		1	1.800000	1.000000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_109016	FuncNpc	1	0	1				0,1,0			1		0.000000			0		1	1.800000	1.000000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_109017	FuncNpc	1	1	1	m062_portrait01	NpcName_109017		0,1.2,0			1	m062|body|m062_body_t1	1.000000			24901112		1	1.800000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_109018	FuncNpc	1	1	1	b028_portrait01	NpcName_109009		0,1.2,0			1	b027|body|b027_body_t1	1.500000			24901112		1	1.800000	0.500000	0.1,0.6,0	0.500000	0,0,0	0,0,0					1		0	
npc_109019	FuncNpc	1	1	1	n105_portrait01	NpcName_109019		0,1.2,0			1	n105|body|n105_body_t1	1.000000			24901112		1	1.800000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_109020	FuncNpc	1	1	1	m062_portrait01	NpcName_109020		0,1.2,0			1	m062|body|m062_body_t1	1.000000			24901112		1	1.800000	0.500000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_109021	FuncNpc	1	1	1	m310_portrait01	NpcName_109021		0,1.2,0			1	m310|body|m310_body_t1|parta|m310_parta_t1|partb|m310_partb_t1	1.000000			24901112		1	1.800000	0.500000	0.1,0.4,0	1.000000	0,0,0	0,0,0					1		0	
npc_110001	FuncNpc	1	0	1				0,1,0			1		0.000000			0		1	1.800000	1.000000	0.1,-0.2,0	1.000000	0,0,0	0,0,0					1		0	
npc_110002	FuncNpc	1	1	1	n082_portrait01	NpcName_10191		0,1.2,0				n082|body|n082_body_t1	1.000000			3004103		1	1.600000	0.500000	0,0.5,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_110003	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_110004	FuncNpc	1	1	1	n002_portrait01	NpcName_10192		0,1.2,0				n002|body|n002_body_t1	1.000000			3000203		1	1.780000	0.500000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_110005	FuncNpc	1	1	1	n082_portrait01	NpcName_10191		0,1.2,0				n082|body|n082_body_t1	1.000000			3004103		1	1.600000	0.500000	0,0.5,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_110006	FuncNpc	1	1	1	n002_portrait01	NpcName_10192		0,1.2,0				n002|body|n002_body_t1	1.000000			3000203		1	1.780000	0.500000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_110007	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_110008	FuncNpc	1	1	1	n002_portrait01	NpcName_10192		0,1.2,0				n002|body|n002_body_t1	1.000000			3000203		1	1.780000	0.500000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_110009	FuncNpc	1	1	1	n082_portrait01	NpcName_10191		0,1.2,0				n082|body|n082_body_t1	1.000000			3004103		1	1.600000	0.500000	0,0.5,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_110010	FuncNpc	1	1	1	n108_portrait01	NpcName_110014		0,1.2,0				n108|body|n108_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	0.900000	0,0,0	0,0,0					1		0	
npc_110011	FuncNpc	1	1	1	n002_portrait01	NpcName_10192		0,1.2,0				n002|body|n002_body_t1	1.000000			3000203		1	1.780000	0.500000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_110012	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_110013	FuncNpc	1	1	1	n109_portrait01	NpcName_110013		0,1.2,0				n109|body|n109_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0,0	1.200000	0,0,0	0,0,0					1		0	
npc_110014	FuncNpc	1	1	1	n108_portrait01	NpcName_110014		0,1.2,0				n108|body|n108_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	0.900000	0,0,0	0,0,0					1		0	
npc_110015	FuncNpc	1	1	1	n109_portrait01	NpcName_110013		0,1.2,0				n109|body|n109_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0,0	1.200000	0,0,0	0,0,0					1		0	
npc_110016	FuncNpc	1	1	1	n108_portrait01	NpcName_110014		0,1.2,0				n108|body|n108_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	0.900000	0,0,0	0,0,0					1		0	
npc_110017	FuncNpc	1	1	1	n032_portrait01	NpcName_110017		0,1.2,0			1	n032|body|n032_body_t1	1.000000			3004003		1	2.600000	0.500000	-0.2,-0.2,0.3	1.000000	0,0,0	0,0,0					1		0	
npc_110018	FuncNpc	1	1	1	n033_portrait01	NpcName_110018		0,1.2,0			1	n033|body|n033_body_t1|parta|n033_parta_t1	1.000000			3004003		1	2.580000	0.500000	-0.1,-0.4,1	1.000000	0,0,0	0,0,0					1		0	
npc_110019	FuncNpc	1	1	1	n084_portrait01	NpcName_110019		0,1.2,0				n084|body|n084_body_t1	1.000000			3004003		1	1.940000	0.500000	0,-0.1,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_110020	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_110021	FuncNpc	1	1	1	n082_portrait01	NpcName_10191		0,1.2,0				n082|body|n082_body_t1	1.000000			3004103		1	1.600000	0.500000	0,0.5,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_110022	FuncNpc	1	1	1	n023_portrait01	NpcName_110022		0,1.2,0				n023|body|n023_body_t1	1.000000			3004003		1	1.940000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_110023	FuncNpc	1	1	1	n907_portrait01	NpcName_10187		0,1.2,0				n907|body|n907_body_t1	1.000000			3004003		1	1.900000	0.500000	-0.04,-0.2,-0.1	1.000000	0,0,0	0,0,0					1		0	
npc_110024	FuncNpc	1	1	1	n002_portrait01	NpcName_10192		0,1.2,0				n002|body|n002_body_t1	1.000000			3000203		1	1.780000	0.500000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_110025	FuncNpc	1	1	1	n907_portrait01	NpcName_10187		0,1.2,0				n907|body|n907_body_t1	1.000000			3004003		1	1.900000	0.500000	-0.04,-0.2,-0.1	1.000000	0,0,0	0,0,0					1		0	
npc_110026	FuncNpc	1	1	1	n082_portrait01	NpcName_10191		0,1.2,0				n082|body|n082_body_t1	1.000000			3004103		1	1.600000	0.500000	0,0.5,-0.2	1.000000	0,0,0	0,0,0					1		0	
npc_110027	FuncNpc	1	1	1	n002_portrait01	NpcName_10192		0,1.2,0				n002|body|n002_body_t1	1.000000			3000203		1	1.780000	0.500000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_110028	FuncNpc	1	1	1	n911_portrait02	NpcName_10320		0,1,0				n911|body|n911_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	1.000000	0,0,0	0,0,0					1		0	
npc_110029	FuncNpc	1	1	1	n108_portrait01	NpcName_110014		0,1.2,0				n108|body|n108_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	0.900000	0,0,0	0,0,0					1		0	
npc_110030	FuncNpc	1	1	1	n109_portrait01	NpcName_110013		0,1.2,0				n109|body|n109_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0,0	1.200000	0,0,0	0,0,0					1		0	
npc_110031	FuncNpc	1	1	1	n084_portrait01	NpcName_110019		0,1.2,0				n084|body|n084_body_t1	1.000000			3004003		1	1.940000	0.500000	0,-0.1,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_110032	FuncNpc	1	1	1	n084_portrait01	NpcName_110019		0,1.2,0				n084|body|n084_body_t1	1.000000			3004003		1	1.940000	0.500000	0,-0.1,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_110033	FuncNpc	1	1	1	n084_portrait01	NpcName_110019		0,1.2,0				n084|body|n084_body_t1	1.000000			3004003		1	1.940000	0.500000	0,-0.1,-0.4	1.000000	0,0,0	0,0,0					1		0	
npc_110034	FuncNpc	1	1	1	n032_portrait01	NpcName_110034		0,1.2,0			1	n032|body|n032_body_t1	1.000000			3004003		1	2.600000	0.500000	-0.2,-0.2,0.3	1.000000	0,0,0	0,0,0					1		0	
npc_110035	FuncNpc	1	1	1	n033_portrait01	NpcName_110035		0,1.2,0			1	n033|body|n033_body_t1|parta|n033_parta_t1	1.000000			3004003		1	2.580000	0.500000	-0.1,-0.4,1	1.000000	0,0,0	0,0,0					1		0	
npc_110036	FuncNpc	1	1	1	n023_portrait01	NpcName_110036		0,1.2,0				n023|body|n023_body_t1	1.000000			3004003		1	1.940000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_110037	FuncNpc	1	1	1	n032_portrait01	NpcName_110037		0,1.2,0			1	n032|body|n032_body_t1	1.000000			3004003		1	2.600000	0.500000	-0.2,-0.2,0.3	1.000000	0,0,0	0,0,0					1		0	
npc_110038	FuncNpc	1	1	1	n033_portrait01	NpcName_110038		0,1.2,0			1	n033|body|n033_body_t1|parta|n033_parta_t1	1.000000			3004003		1	2.580000	0.500000	-0.1,-0.4,1	1.000000	0,0,0	0,0,0					1		0	
npc_110039	FuncNpc	1	1	1	n023_portrait01	NpcName_110039		0,1.2,0				n023|body|n023_body_t1	1.000000			3004003		1	1.940000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_110040	FuncNpc	1	1	1	n002_portrait01	NpcName_10192		0,1.2,0				n002|body|n002_body_t1	1.000000			3000203		1	1.780000	0.500000	0,0,0	1.000000	0,0,0	0,0,0					1		0	
npc_110041	FuncNpc	1	1	1	n033_portrait01	NpcName_110041		0,1.2,0			1	n033|body|n033_body_t1|parta|n033_parta_t1	1.000000			3004003		1	2.580000	0.500000	-0.1,-0.4,1	1.000000	0,0,0	0,0,0					1		0	
npc_110042	FuncNpc	1	1	1	n108_portrait01	NpcName_110014		0,1.2,0				n108|body|n108_body_t1	1.000000			24901112		1	1.900000	0.500000	0,-0.15,0	0.900000	0,0,0	0,0,0					1		0	
npc_110043	FuncNpc	1	1	1	n109_portrait01	NpcName_110013		0,1.2,0				n109|body|n109_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0,0	1.200000	0,0,0	0,0,0					1		0	
npc_110044	FuncNpc	1	1	1	n109_portrait01	NpcName_110013		0,1.2,0				n109|body|n109_body_t1	1.000000			24901112		1	1.900000	0.500000	0,0,0	1.200000	0,0,0	0,0,0					1		0	
npc_110045	FuncNpc	1	1	1	n023_portrait01	NpcName_110045		0,1.2,0				n023|body|n023_body_t1	1.000000			3004003		1	1.940000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_110046	FuncNpc	1	1	1	n032_portrait01	NpcName_110046		0,1.2,0			1	n032|body|n032_body_t1	1.000000			3004003		1	2.600000	0.500000	-0.2,-0.2,0.3	1.000000	0,0,0	0,0,0					1		0	
npc_110047	FuncNpc	1	1	1	n032_portrait01	NpcName_110047		0,1.2,0			1	n032|body|n032_body_t1	1.000000			3004003		1	2.600000	0.500000	-0.2,-0.2,0.3	1.000000	0,0,0	0,0,0					1		0	
npc_110048	FuncNpc	1	1	1	n023_portrait01	NpcName_110048		0,1.2,0				n023|body|n023_body_t1	1.000000			3004003		1	1.940000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_110049	FuncNpc	1	1	1	n023_portrait01	NpcName_110049		0,1.2,0				n023|body|n023_body_t1	1.000000			3004003		1	1.940000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_keypoint	FuncNpc	4	0	1	n900_portrait01	NpcName_keypoint	FunctionName_keypoint	0,1.2,0	icon_relic	icon_relic	1	n900|body|n900_body_t1	1.000000			3005103		1	1.810000	0.500000	0.05,-0.1,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_10371	FuncNpc	1	1	1	m058_portrait01	name_11008001		0,1.2,0				m058|body|m058_body_t1	1.000000			11058002		0	3.390000	0.500000	0,0.5,0.5	1.000000	0,0,0	0,0,0					1		0	
npc_103711	FuncNpc	1	0	0				0,1.2,0					1.000000			11058002		0	0.000000	0.500000	0,-0.2,0	1.000000	0,0,0	0,0,0					1	40000010	0	
npc_103712	FuncNpc	1	0	1				0,1.2,0					1.000000			11058002		0	0.000000	0.500000	0,-0.2,0	1.000000	0,0,0	0,0,0					1	40000010	0	
npc_10501	FuncNpc	1	1	1	n056_portrait01	NpcName_10501		0,1.2,0			1	n056|body|n056_body_t1	1.000000			3004103		1	1.780000	0.500000	0.05,0,-0.7	1.000000	0,0,0	0,0,0					1		0	
npc_10502	FuncNpc	1	1	1	n057_portrait01	NpcName_10502		0,1.2,0			1	n057|body|n057_body_t1	1.000000			3004103		1	1.700000	0.500000	0.05,0.2,-1	1.000000	0,0,0	0,0,0					1		0	
npc_10503	FuncNpc	1	1	1	n058_portrait01	NpcName_10503		0,1.2,0			1	n058|body|n058_body_t1	1.000000			3004103		1	1.730000	0.500000	0,0,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_10504	FuncNpc	1	1	1		NpcName_10504		0,1.2,0			1	n054|body|n054_body_t1	1.000000			3005103		1	1.970000	0.500000	0,-0.06,0	1.000000	0,0,0	0,0,0					1		0	
npc_10505	FuncNpc	1	1	1	n053_portrait01	NpcName_10505	FunctionName_10028	0,1.2,0			1	n053|body|n053_body_t1	1.000000			3006003		1	1.900000	0.500000	0.1,-0.1,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_105052	FuncNpc	1	1	1	n053_portrait01	NpcName_10505	FunctionName_10028	0,1.2,0			1	n053|body|n053_body_t1	1.000000			3006003		1	1.900000	0.500000	0.1,-0.1,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10506	FuncNpc	1	1	1	n052_portrait01	NpcName_10506	FunctionName_10026	0,1.2,0			1	n052|body|n052_body_t1	1.000000			3001103		1	1.800000	0.500000	-0.05,0,-0.05	1.000000	0,0,0	0,0,0					1		0	
npc_105062	FuncNpc	1	1	1	n052_portrait01	NpcName_10506	FunctionName_10026	0,1.2,0			1	n052|body|n052_body_t1	1.000000			3001103		1	1.800000	0.500000	-0.05,0,-0.05	1.000000	0,0,0	0,0,0					1		0	
npc_10507	FuncNpc	1	1	1	n055_portrait01	NpcName_10507	FunctionName_10029	0,1.2,0			1	n055|body|n055_body_t1	1.000000			3001103		1	2.000000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_10508	FuncNpc	1	1	1	n059_portrait01	NpcName_10508		0,1.2,0			1	n059|body|n059_body_t1	1.000000			3005103		1	2.050000	0.500000	0.05,-0.1,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_10509	FuncNpc	1	1	1	n060_portrait01	NpcName_10509		0,1.2,0			1	n060|body|n060_body_t1	1.000000			3005103		1	2.350000	0.500000	0.05,-0.06,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_10510	FuncNpc	1	1	1	m042_portrait01	NpcName_10510		0,1.2,0			1	m042|body|m042_body_t1	1.000000			2000002		1	1.450000	0.500000	-0.2,0.25,1.2	1.000000	0,0,0	0,0,0					1		0	
npc_10511	FuncNpc	1	1	1	n025_portrait01	NpcName_10511	FunctionName_10039	0,1.2,0	btn_wuqidian	btn_wuqidian	1	n025|body|n025_body_t1	1.000000			3004003		1	1.550000	0.500000	0,0.3,0.4	1.000000	0,0,0	0,0,0					1		0	
npc_10513	FuncNpc	1	1	1	n002_portrait02	NpcName_10513	FunctionName_10513	0,1.2,0			1	n002|body|n002_body_t2	1.000000			3000203	60;61	0	1.780000	0.500000		1.000000	0,0,0	0,0,0					1		0	
npc_10514	FuncNpc	4	1	1	n001_portrait02	NpcName_10514	FunctionName_10514	0,1.2,0	forging_func	forging_func	1	n001|body|n001_body_t2|parta|n001_parta_t2|partb|n001_partb_t1|partc|n001_partc_t1	1.000000			3000003	60;61;62	0	1.520000	1.000000		1.000000	0,0,0	0,0,0					1		0	
npc_10515	FuncNpc	4	1	1	c999_portrait01	NpcName_10515	FunctionName_10515	0,1.2,0	icon_soulmate	icon_soulmate	1	c999|weapon|c999_weapon001_t1|clothes|c999_clothes001_t1|face|c999_face001_t1|head|c999_head001_t1	1.000000			3073103		1	1.900000	0.500000	0,-0.2,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_10600	FuncNpc	4	1	1	n055_portrait01	NpcName_10600	FunctionName_10600	0,1.2,0	icon_fairytask	icon_fairytask		n055|body|n055_body_t1	1.000000			3001103		1	2.000000	0.500000	0,-0.3,0	1.000000	0,0,0	0,0,0					1		0	
npc_20001	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20002	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20003	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20004	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20005	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20006	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20007	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20008	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20009	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20010	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20011	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20012	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20013	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20014	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20015	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20016	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20017	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20018	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20019	FuncNpc	1	1	1	n008_portrait01	NpcName_10014		0,1.2,0				n008|body|n008_body_t1	1.000000			3001103		1	1.970000	0.500000	0,-0.1,0	1.000000	0,0,0	0,0,0					1		0	
npc_20020	FuncNpc	1	0	1	n051_portrait01	NpcName_20020		0,1.2,0				n051|body|n051_body_t1	1.000000			3001003		1	1.960000	0.500000	-0.4,-0.2,1.5	1.000000	0,0,0	0,0,0					1		0	
npc_200201	FuncNpc	1	0	1	n051_portrait01	NpcName_200201		0,1.2,0				n051|body|n051_body_t1	1.000000			3001003		1	1.960000	0.500000	-0.4,-0.2,1.5	1.000000	0,0,0	0,0,0					1		0	
npc_20021	FuncNpc	1	0	1	n051_portrait01	NpcName_20020		0,1.2,0				n051|body|n051_body_t1	1.000000			3001003		1	1.960000	0.500000	-0.4,-0.2,1.5	1.000000	0,0,0	0,0,0					1		0	
npc_20022	FuncNpc	1	0	1	n051_portrait01	NpcName_20020		0,1.2,0				n051|body|n051_body_t1	1.000000			3001003		1	1.960000	0.500000	-0.4,-0.2,1.5	1.000000	0,0,0	0,0,0					1		0	
npc_20023	FuncNpc	1	0	1	n051_portrait01	NpcName_20020		0,1.2,0				n051|body|n051_body_t1	1.000000			3001003		1	1.960000	0.500000	-0.4,-0.2,1.5	1.000000	0,0,0	0,0,0					1		0	
npc_90001	FuncNpc	1	1	1	n007_portrait01	NpcName_10003		0,1.2,0				n007|body|n007_body_t1	1.000000			3000103		1	1.580000	0.500000	0,0,-0.3	1.000000	0,0,0	0,0,0					1		0	
npc_90002	FuncNpc	1	1	1	n029_portrait01	NpcName_10042	FunctionName_10042	0,1.2,0				n029|body|n029_body_t1	1.000000			3004003		1	2.060000	0.500000	0.1,-0.2,-0.5	1.000000	0,0,0	0,0,0					1		0	
npc_90003	FuncNpc	4	0	1	n032_portrait01	NpcName_multi	FunctionName_multi	0,1.2,0	arena_func	arena_func	1	n032|body|n032_body_t1	1.000000			3001103		1	2.600000	0.500000	-0.25,-0.4,1.8	1.000000	0,0,0	0,0,0					1		0	
npc_clone_001	FuncNpc	1	0	1		name_clone001		0,1.2,0				g510|body|g510_body_t1	0.200000		item_106030101021	3001003		1	1.314000	0.500000	-0.3,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_boss04	FuncNpc	1	0	1	b004_portrait01	name_b004		0,1.2,0				b004|body|b004_body_t1	1.000000			3001003		1	4.290000	0.500000	-0.3,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_boss05	FuncNpc	1	0	1	m922_portrait01	name_m148		0,1.2,0				m922|body|m922_body_t1	1.000000			3001003		1	3.200000	0.500000	-0.3,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_boss03	FuncNpc	1	0	1	b003_portrait01	name_b003		0,1.2,0				b003|body|b003_body_t1	1.000000			3001003		1	5.540000	0.500000	-0.3,0,0.25	1.000000	0,0,0	0,0,0					1		0	
npc_ring001	FuncNpc	1	0	1	m006_portrait03	name_m018		0,1.2,0				m006|body|m006_body_t3	1.000000			3001003		1	2.470000	0.500000	-1,-1,5.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring002	FuncNpc	1	0	1	m007_portrait03	name_m021		0,1.2,0				m007|body|m007_body_t3	1.000000			3001003		1	2.120000	0.500000	-0.35,-0.5,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring003	FuncNpc	1	0	1	m904_portrait03	name_m039		0,1.2,0				m904|body|m904_body_t3	1.000000			3001003		1	1.800000	0.500000	-0.3,0,2	1.000000	0,0,0	0,0,0					1		0	
npc_ring004	FuncNpc	1	0	1	m905_portrait03	name_m042		0,1.2,0				m905|body|m905_body_t3	1.000000			3001003		1	3.360000	0.500000	-1,-1.25,5	1.000000	0,0,0	0,0,0					1		0	
npc_ring005	FuncNpc	1	0	1	m908_portrait03	name_m072		0,1.2,0				m908|body|m908_body_t3	1.000000			3001003		1	2.220000	0.500000	-0.85,-0.7,4.75	1.000000	0,0,0	0,0,0					1		0	
npc_ring006	FuncNpc	1	0	1	m909_portrait03	name_m075		0,1.2,0				m909|body|m909_body_t3	1.000000			3001103		1	2.480000	0.500000	-0.5,-0.3,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring007	FuncNpc	1	0	1	m915_portrait01	name_m114		0,1.2,0				m915|body|m915_body_t1	1.000000			3001003		1	3.160000	0.500000	-0.75,-1,5	1.000000	0,0,0	0,0,0					1		0	
npc_ring008	FuncNpc	1	0	1	m916_portrait03	name_m117		0,1.2,0				m916|body|m916_body_t3	1.000000			3001003		1	3.800000	0.500000	-1.0,-1.75,7.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring009	FuncNpc	1	0	1	m920_portrait01	name_m144		0,1.2,0				m920|body|m920_body_t1	1.000000			3001003		1	2.100000	0.500000	-0.3,-0.75,3.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring010	FuncNpc	1	0	1	m921_portrait01	name_m147		0,1.2,0				m921|body|m921_body_t1	1.000000			3001003		1	2.700000	0.750000	-0.5,-0.3,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring101	FuncNpc	1	0	1	m006_portrait03	name_m018		0,1.2,0				m006|body|m006_body_t3	1.000000			3001003		1	2.470000	0.500000	-1,-1,5.5	1.000000	0,0,0	0,0,0					1		0	
npc_ring102	FuncNpc	1	0	1	m007_portrait03	name_m021		0,1.2,0				m007|body|m007_body_t3	1.000000			3001003		1	2.120000	0.500000	-0.35,-0.5,3	1.000000	0,0,0	0,0,0					1		0	
npc_ring103	FuncNpc	1	0	1	m904_portrait03	name_m039		0,1.2,0				m904|body|m904_body_t3	1.000000			3001003		1	1.800000	0.500000	-0.3,0,2	1.000000	0,0,0	0,0,0					1		0	
npc_ring104	FuncNpc	1	0	1	m905_portrait03	name_m042		0,1.2,0				m905|body|m905_body_t3	1.000000			3001003		1	3.360000	0.500000	-1,-1.25,5	1.000000	0,0,0	0,0,0					1		0	
npc_ring105	FuncNpc	1	0	1	m908_portrait03	name_m072		0,1.2,0				m908|body|m908_body_t3	1.000000			3001003		1	2.220000	0.500000	-0.85,-0.7,4.75	1.000000	0,0,0	0,0,0					1		0	
