流水id	npc编号	品阶等级	当前品阶星级	属性ID	进阶消耗材料	进阶消耗银币	升阶所需玩家等级限制
654	soldier_npc_10028	1	3	1300000052	item105000000030,20	1,40000	1
655	soldier_npc_10028	1	4	1300000053	item105000000030,35	1,60000	1
656	soldier_npc_10028	1	5	1300000054	item105000000030,50	1,80000	1
657	soldier_npc_10028	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
658	soldier_npc_10028	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
659	soldier_npc_10028	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
660	soldier_npc_10028	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
661	soldier_npc_10028	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
662	soldier_npc_10028	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
663	soldier_npc_10028	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
664	soldier_npc_10028	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
665	soldier_npc_10028	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
666	soldier_npc_10028	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
667	soldier_npc_10028	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
668	soldier_npc_10028	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
669	soldier_npc_10028	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
670	soldier_npc_10028	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
671	soldier_npc_10028	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
672	soldier_npc_10028	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
673	soldier_npc_10028	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
674	soldier_npc_10028	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
675	soldier_npc_10028	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
676	soldier_npc_10028	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
677	soldier_npc_10029	1	1	1300000025			1
678	soldier_npc_10029	1	2	1300000026	item105000000030,6	1,15000	1
679	soldier_npc_10029	1	3	1300000027	item105000000030,12	1,30000	1
680	soldier_npc_10029	1	4	1300000028	item105000000030,18	1,45000	1
681	soldier_npc_10029	1	5	1300000029	item105000000030,27	1,60000	1
682	soldier_npc_10029	2	1	1300000030	item105000000030,36;item105000000031,6	1,75000	21
683	soldier_npc_10029	2	2	1300000031	item105000000030,42;item105000000031,12	1,150000	21
684	soldier_npc_10029	2	3	1300000032	item105000000030,48;item105000000031,18	1,300000	21
685	soldier_npc_10029	2	4	1300000033	item105000000030,54;item105000000031,24	1,450000	21
686	soldier_npc_10029	2	5	1300000034	item105000000030,60;item105000000031,30	1,600000	21
687	soldier_npc_10029	3	1	1300000035	item105000000031,36;item105000000032,6	1,750000	31
688	soldier_npc_10029	3	2	1300000036	item105000000031,42;item105000000032,12	1,1500000	31
689	soldier_npc_10029	3	3	1300000037	item105000000031,48;item105000000032,18	1,3000000	31
690	soldier_npc_10029	3	4	1300000038	item105000000031,54;item105000000032,24	1,4500000	31
691	soldier_npc_10029	3	5	1300000039	item105000000031,60;item105000000032,30	1,6000000	31
692	soldier_npc_10029	4	1	1300000040	item105000000032,36;item105000000033,6	1,7500000	41
693	soldier_npc_10029	4	2	1300000041	item105000000032,42;item105000000033,12	1,9375000	41
694	soldier_npc_10029	4	3	1300000042	item105000000032,48;item105000000033,18	1,11250000	41
695	soldier_npc_10029	4	4	1300000043	item105000000032,54;item105000000033,24	1,13125000	41
696	soldier_npc_10029	4	5	1300000044	item105000000032,60;item105000000033,30	1,15000000	41
697	soldier_npc_10029	5	1	1300000045	item105000000033,36;item105000000034,6	1,18750000	61
698	soldier_npc_10029	5	2	1300000046	item105000000033,42;item105000000034,12	1,22500000	61
699	soldier_npc_10029	5	3	1300000047	item105000000033,48;item105000000034,18	1,26250000	61
700	soldier_npc_10029	5	4	1300000048	item105000000033,54;item105000000034,24	1,30000000	61
701	soldier_npc_10029	5	5	1300000049	item105000000033,60;item105000000034,30	1,33750000	61
702	soldier_npc_10030	1	1	1300000050			1
703	soldier_npc_10030	1	2	1300000051	item105000000030,10	1,20000	1
704	soldier_npc_10030	1	3	1300000052	item105000000030,20	1,40000	1
705	soldier_npc_10030	1	4	1300000053	item105000000030,35	1,60000	1
706	soldier_npc_10030	1	5	1300000054	item105000000030,50	1,80000	1
707	soldier_npc_10030	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
708	soldier_npc_10030	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
709	soldier_npc_10030	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
710	soldier_npc_10030	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
711	soldier_npc_10030	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
712	soldier_npc_10030	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
713	soldier_npc_10030	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
714	soldier_npc_10030	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
715	soldier_npc_10030	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
716	soldier_npc_10030	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
717	soldier_npc_10030	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
718	soldier_npc_10030	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
719	soldier_npc_10030	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
720	soldier_npc_10030	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
721	soldier_npc_10030	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
722	soldier_npc_10030	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
723	soldier_npc_10030	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
724	soldier_npc_10030	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
725	soldier_npc_10030	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
726	soldier_npc_10030	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
727	soldier_npc_10031	1	1	1300000050			1
728	soldier_npc_10031	1	2	1300000051	item105000000030,10	1,20000	1
729	soldier_npc_10031	1	3	1300000052	item105000000030,20	1,40000	1
730	soldier_npc_10031	1	4	1300000053	item105000000030,35	1,60000	1
731	soldier_npc_10031	1	5	1300000054	item105000000030,50	1,80000	1
732	soldier_npc_10031	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
733	soldier_npc_10031	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
734	soldier_npc_10031	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
735	soldier_npc_10031	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
736	soldier_npc_10031	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
737	soldier_npc_10031	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
738	soldier_npc_10031	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
739	soldier_npc_10031	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
740	soldier_npc_10031	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
741	soldier_npc_10031	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
742	soldier_npc_10031	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
743	soldier_npc_10031	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
744	soldier_npc_10031	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
745	soldier_npc_10031	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
746	soldier_npc_10031	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
747	soldier_npc_10031	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
748	soldier_npc_10031	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
749	soldier_npc_10031	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
750	soldier_npc_10031	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
751	soldier_npc_10031	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
752	soldier_npc_10032	1	1	1300000050			1
753	soldier_npc_10032	1	2	1300000051	item105000000030,10	1,20000	1
754	soldier_npc_10032	1	3	1300000052	item105000000030,20	1,40000	1
755	soldier_npc_10032	1	4	1300000053	item105000000030,35	1,60000	1
756	soldier_npc_10032	1	5	1300000054	item105000000030,50	1,80000	1
757	soldier_npc_10032	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
758	soldier_npc_10032	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
759	soldier_npc_10032	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
760	soldier_npc_10032	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
761	soldier_npc_10032	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
762	soldier_npc_10032	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
763	soldier_npc_10032	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
764	soldier_npc_10032	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
765	soldier_npc_10032	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
766	soldier_npc_10032	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
767	soldier_npc_10032	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
768	soldier_npc_10032	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
769	soldier_npc_10032	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
770	soldier_npc_10032	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
771	soldier_npc_10032	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
772	soldier_npc_10032	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
773	soldier_npc_10032	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
774	soldier_npc_10032	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
775	soldier_npc_10032	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
776	soldier_npc_10032	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
777	soldier_npc_10033	1	1	1300000050			1
778	soldier_npc_10033	1	2	1300000051	item105000000030,10	1,20000	1
779	soldier_npc_10033	1	3	1300000052	item105000000030,20	1,40000	1
780	soldier_npc_10033	1	4	1300000053	item105000000030,35	1,60000	1
781	soldier_npc_10033	1	5	1300000054	item105000000030,50	1,80000	1
782	soldier_npc_10033	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
783	soldier_npc_10033	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
784	soldier_npc_10033	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
785	soldier_npc_10033	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
786	soldier_npc_10033	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
787	soldier_npc_10033	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
788	soldier_npc_10033	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
789	soldier_npc_10033	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
790	soldier_npc_10033	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
791	soldier_npc_10033	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
792	soldier_npc_10033	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
793	soldier_npc_10033	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
794	soldier_npc_10033	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
795	soldier_npc_10033	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
796	soldier_npc_10033	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
797	soldier_npc_10033	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
798	soldier_npc_10033	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
799	soldier_npc_10033	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
800	soldier_npc_10033	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
801	soldier_npc_10033	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
802	soldier_npc_10034	1	1	1300000050			1
803	soldier_npc_10034	1	2	1300000051	item105000000030,10	1,20000	1
804	soldier_npc_10034	1	3	1300000052	item105000000030,20	1,40000	1
805	soldier_npc_10034	1	4	1300000053	item105000000030,35	1,60000	1
806	soldier_npc_10034	1	5	1300000054	item105000000030,50	1,80000	1
807	soldier_npc_10034	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
808	soldier_npc_10034	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
809	soldier_npc_10034	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
810	soldier_npc_10034	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
811	soldier_npc_10034	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
812	soldier_npc_10034	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
813	soldier_npc_10034	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
814	soldier_npc_10034	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
815	soldier_npc_10034	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
816	soldier_npc_10034	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
817	soldier_npc_10034	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
818	soldier_npc_10034	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
819	soldier_npc_10034	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
820	soldier_npc_10034	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
821	soldier_npc_10034	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
822	soldier_npc_10034	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
823	soldier_npc_10034	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
824	soldier_npc_10034	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
825	soldier_npc_10034	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
826	soldier_npc_10034	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
827	soldier_npc_10035	1	1	1300000050			1
828	soldier_npc_10035	1	2	1300000051	item105000000030,10	1,20000	1
829	soldier_npc_10035	1	3	1300000052	item105000000030,20	1,40000	1
830	soldier_npc_10035	1	4	1300000053	item105000000030,35	1,60000	1
831	soldier_npc_10035	1	5	1300000054	item105000000030,50	1,80000	1
832	soldier_npc_10035	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
833	soldier_npc_10035	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
834	soldier_npc_10035	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
835	soldier_npc_10035	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
836	soldier_npc_10035	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
837	soldier_npc_10035	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
838	soldier_npc_10035	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
839	soldier_npc_10035	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
840	soldier_npc_10035	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
841	soldier_npc_10035	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
842	soldier_npc_10035	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
843	soldier_npc_10035	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
844	soldier_npc_10035	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
845	soldier_npc_10035	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
846	soldier_npc_10035	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
847	soldier_npc_10035	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
848	soldier_npc_10035	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
849	soldier_npc_10035	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
850	soldier_npc_10035	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
851	soldier_npc_10035	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
852	soldier_npc_10036	1	1	1300000050			1
853	soldier_npc_10036	1	2	1300000051	item105000000030,10	1,20000	1
854	soldier_npc_10036	1	3	1300000052	item105000000030,20	1,40000	1
855	soldier_npc_10036	1	4	1300000053	item105000000030,35	1,60000	1
856	soldier_npc_10036	1	5	1300000054	item105000000030,50	1,80000	1
857	soldier_npc_10036	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
858	soldier_npc_10036	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
859	soldier_npc_10036	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
860	soldier_npc_10036	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
861	soldier_npc_10036	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
862	soldier_npc_10036	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
863	soldier_npc_10036	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
864	soldier_npc_10036	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
865	soldier_npc_10036	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
866	soldier_npc_10036	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
867	soldier_npc_10036	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
868	soldier_npc_10036	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
869	soldier_npc_10036	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
870	soldier_npc_10036	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
871	soldier_npc_10036	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
872	soldier_npc_10036	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
873	soldier_npc_10036	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
874	soldier_npc_10036	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
875	soldier_npc_10036	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
876	soldier_npc_10036	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
877	soldier_npc_10037	1	1	1300000050			1
878	soldier_npc_10037	1	2	1300000051	item105000000030,10	1,20000	1
879	soldier_npc_10037	1	3	1300000052	item105000000030,20	1,40000	1
880	soldier_npc_10037	1	4	1300000053	item105000000030,35	1,60000	1
881	soldier_npc_10037	1	5	1300000054	item105000000030,50	1,80000	1
882	soldier_npc_10037	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
883	soldier_npc_10037	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
884	soldier_npc_10037	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
885	soldier_npc_10037	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
886	soldier_npc_10037	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
887	soldier_npc_10037	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
888	soldier_npc_10037	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
889	soldier_npc_10037	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
890	soldier_npc_10037	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
891	soldier_npc_10037	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
892	soldier_npc_10037	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
893	soldier_npc_10037	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
894	soldier_npc_10037	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
895	soldier_npc_10037	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
896	soldier_npc_10037	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
897	soldier_npc_10037	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
898	soldier_npc_10037	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
899	soldier_npc_10037	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
900	soldier_npc_10037	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
901	soldier_npc_10037	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
902	soldier_npc_10038	1	1	1300000050			1
903	soldier_npc_10038	1	2	1300000051	item105000000030,10	1,20000	1
904	soldier_npc_10038	1	3	1300000052	item105000000030,20	1,40000	1
905	soldier_npc_10038	1	4	1300000053	item105000000030,35	1,60000	1
906	soldier_npc_10038	1	5	1300000054	item105000000030,50	1,80000	1
907	soldier_npc_10038	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
908	soldier_npc_10038	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
909	soldier_npc_10038	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
910	soldier_npc_10038	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
911	soldier_npc_10038	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
912	soldier_npc_10038	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
913	soldier_npc_10038	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
914	soldier_npc_10038	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
915	soldier_npc_10038	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
916	soldier_npc_10038	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
917	soldier_npc_10038	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
918	soldier_npc_10038	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
919	soldier_npc_10038	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
920	soldier_npc_10038	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
921	soldier_npc_10038	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
922	soldier_npc_10038	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
923	soldier_npc_10038	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
924	soldier_npc_10038	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
925	soldier_npc_10038	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
926	soldier_npc_10038	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
927	soldier_npc_10039	1	1	1300000050			1
928	soldier_npc_10039	1	2	1300000051	item105000000030,10	1,20000	1
929	soldier_npc_10039	1	3	1300000052	item105000000030,20	1,40000	1
930	soldier_npc_10039	1	4	1300000053	item105000000030,35	1,60000	1
931	soldier_npc_10039	1	5	1300000054	item105000000030,50	1,80000	1
932	soldier_npc_10039	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
933	soldier_npc_10039	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
934	soldier_npc_10039	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
935	soldier_npc_10039	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
936	soldier_npc_10039	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
937	soldier_npc_10039	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
938	soldier_npc_10039	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
939	soldier_npc_10039	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
940	soldier_npc_10039	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
941	soldier_npc_10039	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
942	soldier_npc_10039	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
943	soldier_npc_10039	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
944	soldier_npc_10039	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
945	soldier_npc_10039	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
946	soldier_npc_10039	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
947	soldier_npc_10039	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
948	soldier_npc_10039	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
949	soldier_npc_10039	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
950	soldier_npc_10039	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
951	soldier_npc_10039	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
952	soldier_npc_10040	1	1	1300000050			1
953	soldier_npc_10040	1	2	1300000051	item105000000030,10	1,20000	1
954	soldier_npc_10040	1	3	1300000052	item105000000030,20	1,40000	1
955	soldier_npc_10040	1	4	1300000053	item105000000030,35	1,60000	1
956	soldier_npc_10040	1	5	1300000054	item105000000030,50	1,80000	1
957	soldier_npc_10040	2	1	1300000055	item105000000030,60;item105000000031,10	1,100000	21
958	soldier_npc_10040	2	2	1300000056	item105000000030,70;item105000000031,20	1,200000	21
959	soldier_npc_10040	2	3	1300000057	item105000000030,80;item105000000031,30	1,400000	21
960	soldier_npc_10040	2	4	1300000058	item105000000030,90;item105000000031,40	1,600000	21
961	soldier_npc_10040	2	5	1300000059	item105000000030,100;item105000000031,50	1,800000	21
962	soldier_npc_10040	3	1	1300000060	item105000000031,60;item105000000032,10	1,1000000	31
963	soldier_npc_10040	3	2	1300000061	item105000000031,70;item105000000032,20	1,2000000	31
964	soldier_npc_10040	3	3	1300000062	item105000000031,80;item105000000032,30	1,4000000	31
965	soldier_npc_10040	3	4	1300000063	item105000000031,90;item105000000032,40	1,6000000	31
966	soldier_npc_10040	3	5	1300000064	item105000000031,100;item105000000032,50	1,8000000	31
967	soldier_npc_10040	4	1	1300000065	item105000000032,60;item105000000033,10	1,10000000	41
968	soldier_npc_10040	4	2	1300000066	item105000000032,70;item105000000033,20	1,12500000	41
969	soldier_npc_10040	4	3	1300000067	item105000000032,80;item105000000033,30	1,15000000	41
970	soldier_npc_10040	4	4	1300000068	item105000000032,90;item105000000033,40	1,17500000	41
971	soldier_npc_10040	4	5	1300000069	item105000000032,100;item105000000033,50	1,20000000	41
972	soldier_npc_10040	5	1	1300000070	item105000000033,60;item105000000034,10	1,25000000	61
973	soldier_npc_10040	5	2	1300000071	item105000000033,70;item105000000034,20	1,30000000	61
974	soldier_npc_10040	5	3	1300000072	item105000000033,80;item105000000034,30	1,35000000	61
975	soldier_npc_10040	5	4	1300000073	item105000000033,90;item105000000034,40	1,40000000	61
976	soldier_npc_10040	5	5	1300000074	item105000000033,100;item105000000034,50	1,45000000	61
977	soldier_npc_10041	1	1	1300000050			1
978	soldier_npc_10041	1	2	1300000051	item105000000030,10	1,20000	1
979	soldier_npc_10041	1	3	1300000052	item105000000030,20	1,40000	1
980	soldier_npc_10041	1	4	1300000053	item105000000030,35	1,60000	1
981	soldier_npc_10041	1	5	1300000054	item105000000030,50	1,80000	1
