主任务ID	主任务类型	任务二级分类	任务组	任务等级	主角等级	等级上限	限制职业	接取场景	接取NPC	接取坐标	触发范围	互斥任务	前置任务	前置任务组合类型	自动接取任务关联	判断进度条显示	鎏光特效显示	脚本接口	是否可放弃	显示图片	标题	内容	故事	任务难度	任务完成时间检查条件	世界任务内容	探索ID	副本任务标识
510043	2	1	0	-1	45	110		5	npc_10091	23.2,8.5,60.5	0		510040	0	1	0			0		AcceptTaskName510043	AcceptTaskContent510043	AcceptTaskStory510043	-1			0	0
510045	2	1	0	-1	55	110		6	npc_10503	66.2, 2.5, -11.3	0		510043	0	1	0			0		AcceptTaskName510045	AcceptTaskContent510045	AcceptTaskStory510045	-1			0	0
510046	2	1	0	-1	65	110		7	npc_10190	-29.0, 4.0, -34.9	0		510045	0	1	0			0		AcceptTaskName510046	AcceptTaskContent510046	AcceptTaskStory510046	-1			0	0
510047	2	1	0	-1	81	110		8	npc_10224	61.4, 18.5, 39.3	0		510046	0	1	0			0		AcceptTaskName510047	AcceptTaskContent510047	AcceptTaskStory510047	-1			0	0
510050	2	1	0	-1	200	110		2	npc_crack	-2.5, -1.2, 7.0	0			0	1	0		task/task510050.lua	0		AcceptTaskName510050	AcceptTaskContent510050	AcceptTaskStory510050	-1			0	0
510060	2	1	0	-1	19	110		0			0		510800	0	1	0		task/task510060.lua	0		AcceptTaskName510060	AcceptTaskContent510060	AcceptTaskStory510060	-1			0	0
510070	2	1	0	-1	200	110		1	npc_10016	-4.5, -0.6, 63.1	0			0	1	0		task/task510070.lua	0		AcceptTaskName510070	AcceptTaskContent510070	AcceptTaskStory510070	-1			0	0
510080	9	0	0	-1	33	110		0			0			0	1	0		task/task510080.lua	0		AcceptTaskName510080	AcceptTaskContent510080	AcceptTaskStory510080	-1			0	0
510090	2	1	0	-1	200	110		1	npc_10004	12.0, -0.5, -9.5	0			0	1	0		task/task510090.lua	0		AcceptTaskName510090	AcceptTaskContent510090	AcceptTaskStory510090	-1			0	0
510100	2	1	0	-1	40	110		2	npc_forging_001	11.5, 0.0, -13.4	0		510840	0	1	0		task/task510100.lua	0		AcceptTaskName510100	AcceptTaskContent510100	AcceptTaskStory510100	-1			0	0
510110	2	1	0	-1	200	110		2	npc_forging_002	16.0, 0.0, -14.3	0		510100	0	1	0		task/task510110.lua	0		AcceptTaskName510110	AcceptTaskContent510110	AcceptTaskStory510110	-1			0	0
510120	2	1	0	-1	200	110		1	npc_10004	12.0, -0.5, -9.5	0			0	1	0		task/task510120.lua	0		AcceptTaskName510120	AcceptTaskContent510120	AcceptTaskStory510120	-1			0	0
510130	2	1	0	-1	200	110		2	npc_forging_002	16.0, 0.0, -14.3	0		510110	0	1	0		task/task510130.lua	0		AcceptTaskName510130	AcceptTaskContent510130	AcceptTaskStory510130	-1			0	0
510140	2	1	0	-1	200	110		2	npc_10041	7.2, 0.0, -24.5	0			0	1	0		task/task510140.lua	0		AcceptTaskName510140	AcceptTaskContent510140	AcceptTaskStory510140	-1			0	0
510150	2	1	0	-1	31	110		0			0		510660	0	1	0		task/task510150.lua	0		AcceptTaskName510150	AcceptTaskContent510150	AcceptTaskStory510150	-1			0	0
510160	2	1	0	-1	200	110		2	npc_10075	-14.8, 1.2, -50.1	0		510170	0	1	0		task/task510160.lua	0		AcceptTaskName510160	AcceptTaskContent510160	AcceptTaskStory510160	-1			0	0
510170	2	1	0	-1	31	110		2	npc_forging_001	11.5, 0.0, -13.4	0			0	1	0		task/task510170.lua	0		AcceptTaskName510170	AcceptTaskContent510170	AcceptTaskStory510170	-1			0	0
510180	2	1	0	-1	200	110		2	npc_forging_002	16.0, 0.0, -14.3	0		510170	0	1	0		task/task510180.lua	0		AcceptTaskName510180	AcceptTaskContent510180	AcceptTaskStory510180	-1			0	0
510185	2	1	0	-1	31	110		2	npc_forging_002	16.0, 0.0, -14.3	0			0	1	0			0		AcceptTaskName510185	AcceptTaskContent510185	AcceptTaskStory510185	-1			0	0
510190	2	1	0	-1	200	110		0			0			0	1	0		task/task510190.lua	0		AcceptTaskName510190	AcceptTaskContent510190	AcceptTaskStory510190	-1			0	0
510210	2	1	0	-1	33	110		2	npc_10046	48.1, -6.8,-43.3	0		510320	0	1	0		task/task510210.lua	0		AcceptTaskName510210	AcceptTaskContent510210	AcceptTaskStory510210	-1			0	0
510220	2	1	0	-1	200	110		2	npc_10046	48.1, -6.8,-43.3	0		510210	0	1	0		task/task510220.lua	0		AcceptTaskName510220	AcceptTaskContent510220	AcceptTaskStory510220	-1			0	0
510230	2	1	0	-1	200	110		0			0			0	1	0			0		AcceptTaskName510230	AcceptTaskContent510230	AcceptTaskStory510230	-1			0	0
510240	2	1	0	-1	28	110		0			0		510450	0	1	0		task/task510240.lua	0		AcceptTaskName510240	AcceptTaskContent510240	AcceptTaskStory510240	-1			0	0
510250	2	1	0	-1	200	110		0			0		510240	0	1	0		task/task510250.lua	0		AcceptTaskName510250	AcceptTaskContent510250	AcceptTaskStory510250	-1			0	0
510260	2	1	0	-1	200	110		0			0		510250	0	1	0		task/task510260.lua	0		AcceptTaskName510260	AcceptTaskContent510260	AcceptTaskStory510260	-1			0	0
510270	2	1	0	-1	200	110		0			0		510260	0	1	0			0		AcceptTaskName510270	AcceptTaskContent510270	AcceptTaskStory510270	-1			0	0
510280	2	1	0	-1	1	110		0			0		10100180	0	1	0			0		AcceptTaskName510280	AcceptTaskContent510280	AcceptTaskStory510280	-1			0	0
510285	2	1	0	-1	27	110		0			0		510280	0	1	0			0		AcceptTaskName510285	AcceptTaskContent510285	AcceptTaskStory510285	-1			0	0
510290	2	1	0	-1	200	110		0			0		510280	0	1	0			0		AcceptTaskName510290	AcceptTaskContent510290	AcceptTaskStory510290	-1			0	0
510300	9	0	0	-1	28	110		0			0			0	1	0		task/task510300.lua	0		AcceptTaskName510300	AcceptTaskContent510300	AcceptTaskStory510300	-1			0	0
510310	2	1	0	-1	32	110		2	npc_multi	-60.1, 5.9, 25.3	0		510060	0	1	0			0		AcceptTaskName510310	AcceptTaskContent510310	AcceptTaskStory510310	-1			0	0
510320	2	1	0	-1	31	110		2	npc_forging_002	16.0, 0.0, -14.3	0		510150	0	1	0			0		AcceptTaskName510320	AcceptTaskContent510320	AcceptTaskStory510320	-1			0	0
510330	2	1	0	-1	200	110		2	npc_10138	-20.9,1.2,-48.4	0			0	1	0		task/task510330.lua	0		AcceptTaskName510330	AcceptTaskContent510330	AcceptTaskStory510330	-1			0	0
510340	2	1	0	-1	200	110		2	npc_10002	61.0,13.3,57.3	0			0	1	0			0		AcceptTaskName510340	AcceptTaskContent510340	AcceptTaskStory510340	-1			0	0
510350	2	1	0	-1	42	110		2	npc_10075	-14.8, 1.2, -50.4	0		8020060	0	1	0			0		AcceptTaskName510350	AcceptTaskContent510350	AcceptTaskStory510350	-1			0	0
510360	2	1	0	-1	40	110		0			0			0	1	0			0		AcceptTaskName510360	AcceptTaskContent510360	AcceptTaskStory510360	-1			0	0
510370	2	1	0	-1	200	110		0			0			0	1	0			0		AcceptTaskName510370	AcceptTaskContent510370	AcceptTaskStory510370	-1			0	0
510380	2	1	0	-1	36	110		0			0		510880	0	1	0			0		AcceptTaskName510380	AcceptTaskContent510380	AcceptTaskStory510380	-1			0	0
510390	2	1	0	-1	200	110		0			0			0	1	0			0		AcceptTaskName510390	AcceptTaskContent510390	AcceptTaskStory510390	-1			0	0
510400	2	1	0	-1	200	110		0			0			0	1	0			0		AcceptTaskName510400	AcceptTaskContent510400	AcceptTaskStory510400	-1			0	0
510410	2	1	0	-1	30	110		0			0		510670	0	1	0			0		AcceptTaskName510410	AcceptTaskContent510410	AcceptTaskStory510410	-1			0	0
510420	2	1	0	-1	33	110		0			0		510210	0	1	0			0		AcceptTaskName510420	AcceptTaskContent510420	AcceptTaskStory510420	-1			0	0
510430	2	1	0	-1	35	110		0			0		510630	0	1	0			0		AcceptTaskName510430	AcceptTaskContent510430	AcceptTaskStory510430	-1			0	0
510440	2	1	0	-1	33	110		0			0		510420	0	1	0			0		AcceptTaskName510440	AcceptTaskContent510440	AcceptTaskStory510440	-1			0	0
510450	2	1	0	-1	26	110		0			0		510870	0	1	0			0		AcceptTaskName510450	AcceptTaskContent510450	AcceptTaskStory510450	-1			0	0
510460	2	1	0	-1	200	110		0			0		510450	0	1	0			0		AcceptTaskName510460	AcceptTaskContent510460	AcceptTaskStory510460	-1			0	0
510470	2	1	0	-1	29	110		0			0		510480	0	1	0		task/task510470.lua	0		AcceptTaskName510470	AcceptTaskContent510470	AcceptTaskStory510470	-1			0	0
510480	2	1	0	-1	1	110		0			0		510240	0	1	0		task/task510480.lua	0		AcceptTaskName510480	AcceptTaskContent510480	AcceptTaskStory510480	-1			0	0
510510	2	0	0	-1	1	110		0			0		10200080	0	1	0			0		AcceptTaskName510510	AcceptTaskContent510510	AcceptTaskStory510510	-1			0	0
510520	2	0	0	-1	25	110		0			0		510510	0	1	0			0		AcceptTaskName510520	AcceptTaskContent510520	AcceptTaskStory510520	-1			0	0
510530	2	0	0	-1	30	110		0			0		510520	0	1	0			0		AcceptTaskName510530	AcceptTaskContent510530	AcceptTaskStory510530	-1			0	0
510540	2	0	0	-1	35	110		0			0		510530	0	1	0			0		AcceptTaskName510540	AcceptTaskContent510540	AcceptTaskStory510540	-1			0	0
510550	2	0	0	-1	40	110		0			0		510540	0	1	0			0		AcceptTaskName510550	AcceptTaskContent510550	AcceptTaskStory510550	-1			0	0
510560	2	0	0	-1	45	110		0			0		510550	0	1	0			0		AcceptTaskName510560	AcceptTaskContent510560	AcceptTaskStory510560	-1			0	0
510570	2	0	0	-1	50	110		0			0		510560	0	1	0			0		AcceptTaskName510570	AcceptTaskContent510570	AcceptTaskStory510570	-1			0	0
510580	2	0	0	-1	55	110		0			0		510570	0	1	0			0		AcceptTaskName510580	AcceptTaskContent510580	AcceptTaskStory510580	-1			0	0
510590	2	0	0	-1	58	110		0			0		510580	0	1	0			0		AcceptTaskName510590	AcceptTaskContent510590	AcceptTaskStory510590	-1			0	0
510600	2	0	0	-1	60	110		0			0		510590	0	1	0			0		AcceptTaskName510600	AcceptTaskContent510600	AcceptTaskStory510600	-1			0	0
510620	2	1	0	-1	200	110		0			0		510640	0	1	0			0		AcceptTaskName510620	AcceptTaskContent510620	AcceptTaskStory510620	-1			0	0
510630	2	1	0	-1	34	110		2	npc_forging_002		0		510440	0	1	0			0		AcceptTaskName510630	AcceptTaskContent510630	AcceptTaskStory510630	-1			0	0
510640	2	1	0	-1	200	110		0			0		510630	0	1	0			0		AcceptTaskName510640	AcceptTaskContent510640	AcceptTaskStory510640	-1			0	0
510650	2	1	0	-1	27	110		0			0		510285	0	1	0			0		AcceptTaskName510650	AcceptTaskContent510650	AcceptTaskStory510650	-1			0	0
510660	2	1	0	-1	30	110		0			0		510410	0	1	0			0		AcceptTaskName510660	AcceptTaskContent510660	AcceptTaskStory510660	-1			0	0
510670	2	1	0	-1	29	110		0			0		510470	0	1	0			0		AcceptTaskName510670	AcceptTaskContent510670	AcceptTaskStory510670	-1			0	0
510680	2	1	0	-1	200	110		0			0			0	1	0			0		AcceptTaskName510680	AcceptTaskContent510680	AcceptTaskStory510680	-1			0	0
510690	2	1	0	-1	200	110		0			0		8010060	0	1	0			0		AcceptTaskName510690	AcceptTaskContent510690	AcceptTaskStory510690	-1			0	0
510710	2	1	0	-1	200	110	hero101	0			0			0	1	0			0		AcceptTaskName510710	AcceptTaskContent510710	AcceptTaskStory510710	-1			0	0
510720	2	1	0	-1	200	110	hero102	0			0			0	1	0			0		AcceptTaskName510720	AcceptTaskContent510720	AcceptTaskStory510720	-1			0	0
510730	2	1	0	-1	200	110	hero103;hero107	0			0			0	1	0			0		AcceptTaskName510730	AcceptTaskContent510730	AcceptTaskStory510730	-1			0	0
510740	2	1	0	-1	200	110	hero104;hero108	0			0			0	1	0			0		AcceptTaskName510740	AcceptTaskContent510740	AcceptTaskStory510740	-1			0	0
510750	2	1	0	-1	200	110	hero105	0			0			0	1	0			0		AcceptTaskName510750	AcceptTaskContent510750	AcceptTaskStory510750	-1			0	0
510760	2	1	0	-1	200	110	hero106	0			0			0	1	0			0		AcceptTaskName510760	AcceptTaskContent510760	AcceptTaskStory510760	-1			0	0
510800	2	1	0	-1	18	110		0			0		10200070	0	1	0			0		AcceptTaskName510800	AcceptTaskContent510800	AcceptTaskStory510800	-1			0	0
510810	2	1	0	-1	50	110		0			0			0	1	0			0		AcceptTaskName510810	AcceptTaskContent510810	AcceptTaskStory510810	-1			0	0
510820	2	1	0	-1	50	110		0			0			0	1	0			0		AcceptTaskName510820	AcceptTaskContent510820	AcceptTaskStory510820	-1			0	0
510830	2	1	0	-1	200	110		0			0			0	1	0			0		AcceptTaskName510830	AcceptTaskContent510830	AcceptTaskStory510830	-1			0	0
510840	2	1	0	-1	38	110		0			0		510380	0	1	0			0		AcceptTaskName510840	AcceptTaskContent510840	AcceptTaskStory510840	-1			0	0
510850	2	1	0	-1	40	110		0			0			0	1	0			0		AcceptTaskName510850	AcceptTaskContent510850	AcceptTaskStory510850	-1			0	0
510860	2	1	0	-1	14	110		0			0		510010	0	1	0			0		AcceptTaskName510860	AcceptTaskContent510860	AcceptTaskStory510860	-1			0	0
510870	2	1	0	-1	25	110		0			0		510860	0	1	0			0		AcceptTaskName510870	AcceptTaskContent510870	AcceptTaskStory510870	-1			0	0
510880	2	1	0	-1	35	110		0			0		510430	0	1	0			0		AcceptTaskName510880	AcceptTaskContent510880	AcceptTaskStory510880	-1			0	0
510890	2	1	0	-1	40	110		0			0		510100	0	1	0			0		AcceptTaskName510890	AcceptTaskContent510890	AcceptTaskStory510890	-1			0	0
510900	2	1	0	-1	200	110		0			0		510890	0	1	0			0		AcceptTaskName510900	AcceptTaskContent510900	AcceptTaskStory510900	-1			0	0
510910	2	1	0	-1	60	110		0			0			0	1	0			0		AcceptTaskName510910	AcceptTaskContent510910	AcceptTaskStory510910	-1			0	0
510920	2	1	0	-1	52	110		0			0			0	1	0			0		AcceptTaskName510920	AcceptTaskContent510920	AcceptTaskStory510920	-1			0	0
510940	2	1	0	-1	41	110		0			0			0	1	0			0		AcceptTaskName510940	AcceptTaskContent510940	AcceptTaskStory510940	-1			0	0
510950	2	1	0	-1	56	110		0			0			0	1	0			0		AcceptTaskName510950	AcceptTaskContent510950	AcceptTaskStory510950	-1			0	0
510960	2	1	0	-1	62	110		0			0		510950	0	1	0			0		AcceptTaskName510960	AcceptTaskContent510960	AcceptTaskStory510960	-1			0	0
510970	2	1	0	-1	70	110		0			0		590010	0	1	0			0		AcceptTaskName510970	AcceptTaskContent510970	AcceptTaskStory510970	-1			0	0
510980	2	1	0	-1	40	110		0			0		10200230	0	1	0		task/task510980.lua	0		AcceptTaskName510980	AcceptTaskContent510980	AcceptTaskStory510980	-1			0	0
510990	2	1	0	-1	50	110		0			0		10200230	0	1	0		task/task510990.lua	0		AcceptTaskName510990	AcceptTaskContent510990	AcceptTaskStory510990	-1			0	0
511000	2	1	0	-1	60	110		0			0		10200230	0	1	0		task/task511000.lua	0		AcceptTaskName511000	AcceptTaskContent511000	AcceptTaskStory511000	-1			0	0
511010	2	1	0	-1	70	110		0			0		10200230	0	1	0		task/task511010.lua	0		AcceptTaskName511010	AcceptTaskContent511010	AcceptTaskStory511010	-1			0	0
511020	2	1	0	-1	75	110		0			0		10200230	0	1	0		task/task511020.lua	0		AcceptTaskName511020	AcceptTaskContent511020	AcceptTaskStory511020	-1			0	0
511030	2	1	0	-1	85	110		0			0		10200230	0	1	0		task/task511030.lua	0		AcceptTaskName511030	AcceptTaskContent511030	AcceptTaskStory511030	-1			0	0
511040	2	1	0	-1	90	110		0			0		10200230	0	1	0		task/task511040.lua	0		AcceptTaskName511040	AcceptTaskContent511040	AcceptTaskStory511040	-1			0	0
511110	2	1	0	-1	75	110		0			0			0	1	0			0		AcceptTaskName511110	AcceptTaskContent511110	AcceptTaskStory511110	-1			0	0
511112	2	1	0	-1	80	110		0			0			0	1	0			0		AcceptTaskName511112	AcceptTaskContent511112	AcceptTaskStory511112	-1			0	0
88888888	2	1	0	-1	80	110		0			0			0	1	0			0		AcceptTaskName88888888	AcceptTaskContent88888888	AcceptTaskStory88888888	-1			0	0
511113	2	1	0	-1	63	110		2	npc_forging_002	16.0, 0.0, -14.3	0			0	1	0	2,1		0		AcceptTaskName511113	AcceptTaskContent511113	AcceptTaskStory511113	-1			0	0
511114	2	1	0	-1	63	110		0			0		511113	0	1	0			0		AcceptTaskName511114	AcceptTaskContent511114	AcceptTaskStory511114	-1			0	0
511115	2	1	0	-1	63	110		0			0		511114	0	1	0			0		AcceptTaskName511115	AcceptTaskContent511115	AcceptTaskStory511115	-1			0	0
511116	2	1	0	-1	63	110		2	npc_forging_002	16.0, 0.0, -14.3	0		511115	0	1	0			0		AcceptTaskName511116	AcceptTaskContent511116	AcceptTaskStory511116	-1			0	0
511117	2	1	0	-1	63	110		2	npc_forging_002	16.0, 0.0, -14.3	0		511116	0	1	0			0		AcceptTaskName511117	AcceptTaskContent511117	AcceptTaskStory511117	-1			0	0
512000	2	1	0	-1	76	110		0			0		10200230	0	1	0		task/task512000.lua	0		AcceptTaskName512000	AcceptTaskContent512000	AcceptTaskStory512000	-1			0	0
512010	2	1	0	-1	86	110		0			0		10200230	0	1	0		task/task512010.lua	0		AcceptTaskName512010	AcceptTaskContent512010	AcceptTaskStory512010	-1			0	0
512020	2	1	0	-1	91	110		0			0		10200230	0	1	0		task/task512020.lua	0		AcceptTaskName512020	AcceptTaskContent512020	AcceptTaskStory512020	-1			0	0
511118	2	1	0	-1	60	110		0			0			0	1	0			0		AcceptTaskName511118	AcceptTaskContent511118	AcceptTaskStory511118	-1			0	0
640010	31	0	0	-1	30	110		0			0			0	1	0		task/task640010.lua	0		AcceptTaskName640010	AcceptTaskContent640010	AcceptTaskStory640010	-1			0	0
640020	27	0	0	-1	30	110		0			0		640010	0	1	0			0		AcceptTaskName640020	AcceptTaskContent640020	AcceptTaskStory640020	-1			0	0
640030	27	0	0	-1	30	110		0			0		640020	0	1	0			0		AcceptTaskName640030	AcceptTaskContent640030	AcceptTaskStory640030	-1			0	0
640040	27	0	0	-1	30	110		0			0		640030	0	1	0			0		AcceptTaskName640040	AcceptTaskContent640040	AcceptTaskStory640040	-1			0	0
640050	27	0	0	-1	30	110		0			0		640040	0	1	0			0		AcceptTaskName640050	AcceptTaskContent640050	AcceptTaskStory640050	-1			0	0
640060	27	0	0	-1	30	110		0			0		640050	0	1	0			0		AcceptTaskName640060	AcceptTaskContent640060	AcceptTaskStory640060	-1			0	0
640070	27	0	0	-1	30	110		0			0		640060	0	1	0			0		AcceptTaskName640070	AcceptTaskContent640070	AcceptTaskStory640070	-1			0	0
640130	27	0	0	-1	30	110		0			0		640070	0	1	0		task/task640130.lua	0		AcceptTaskName640130	AcceptTaskContent640130	AcceptTaskStory640130	-1			0	0
640140	27	0	0	-1	30	110		0			0		640130	0	1	0			0		AcceptTaskName640140	AcceptTaskContent640140	AcceptTaskStory640140	-1			0	0
640150	27	0	0	-1	30	110		0			0		640140	0	1	0			0		AcceptTaskName640150	AcceptTaskContent640150	AcceptTaskStory640150	-1			0	0
640160	27	0	0	-1	30	110		0			0		640150	0	1	0			0		AcceptTaskName640160	AcceptTaskContent640160	AcceptTaskStory640160	-1			0	0
640170	27	0	0	-1	30	110		0			0		640160	0	1	0			0		AcceptTaskName640170	AcceptTaskContent640170	AcceptTaskStory640170	-1			0	0
640180	27	0	0	-1	30	110		0			0		640170	0	1	0			0		AcceptTaskName640180	AcceptTaskContent640180	AcceptTaskStory640180	-1			0	0
640190	27	0	0	-1	30	110		0			0		640180	0	1	0			0		AcceptTaskName640190	AcceptTaskContent640190	AcceptTaskStory640190	-1			0	0
640080	27	0	0	-1	30	110		0			0		640190	0	1	0			0		AcceptTaskName640080	AcceptTaskContent640080	AcceptTaskStory640080	-1			0	0
640085	27	0	0	-1	30	110		0			0		640080	0	1	0			0		AcceptTaskName640085	AcceptTaskContent640085	AcceptTaskStory640085	-1			0	0
640090	27	0	0	-1	30	110		0			0		640085	0	1	0		task/task640090.lua	0		AcceptTaskName640090	AcceptTaskContent640090	AcceptTaskStory640090	-1			0	0
640100	27	0	0	-1	30	110		0			0		640090	0	1	0			0		AcceptTaskName640100	AcceptTaskContent640100	AcceptTaskStory640100	-1			0	0
640195	27	0	0	-1	30	110		0			0		640100	0	1	0			0		AcceptTaskName640195	AcceptTaskContent640195	AcceptTaskStory640195	-1			0	0
640200	27	0	0	-1	30	110		0			0		640195	0	1	0			0		AcceptTaskName640200	AcceptTaskContent640200	AcceptTaskStory640200	-1			0	0
640210	27	0	0	-1	30	110		0			0		640200	0	1	0			0		AcceptTaskName640210	AcceptTaskContent640210	AcceptTaskStory640210	-1			0	0
640220	27	0	0	-1	30	110		0			0		640210	0	1	0			0		AcceptTaskName640220	AcceptTaskContent640220	AcceptTaskStory640220	-1			0	0
640225	27	0	0	-1	30	110		0			0		640220	0	1	0			0		AcceptTaskName640225	AcceptTaskContent640225	AcceptTaskStory640225	-1			0	0
640230	27	0	0	-1	30	110		0			0		640225	0	1	0		task/task640230.lua	0		AcceptTaskName640230	AcceptTaskContent640230	AcceptTaskStory640230	-1			0	0
650010	31	0	0	-1	40	110		0			0		640070	0	1	0			0		AcceptTaskName650010	AcceptTaskContent650010	AcceptTaskStory650010	-1			0	0
650020	31	0	0	-1	40	110		0			0		650010	0	1	0		task/task650020.lua	0		AcceptTaskName650020	AcceptTaskContent650020	AcceptTaskStory650020	-1			0	0
650030	31	0	0	-1	40	110		0			0		650020	0	1	0		task/task650030.lua	0		AcceptTaskName650030	AcceptTaskContent650030	AcceptTaskStory650030	-1			0	0
650040	31	0	0	-1	40	110		0			0		650030	0	1	0		task/task650040.lua	0		AcceptTaskName650040	AcceptTaskContent650040	AcceptTaskStory650040	-1			0	0
650050	31	0	0	-1	40	110		0			0		650040	0	1	0			0		AcceptTaskName650050	AcceptTaskContent650050	AcceptTaskStory650050	-1			0	0
710000	20	0	0	-1	29	110		2	npc_10515	19.8,1.1,-38.1	0			0	0	0		task/task710000.lua	1		AcceptTaskName710000	AcceptTaskContent710000	AcceptTaskStory710000	-1			0	0
710110	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710110	AcceptTaskContent710110	AcceptTaskStory710110	-1			0	0
710120	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710120	AcceptTaskContent710120	AcceptTaskStory710120	-1			0	0
710130	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710130	AcceptTaskContent710130	AcceptTaskStory710130	-1			0	0
710140	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710140	AcceptTaskContent710140	AcceptTaskStory710140	-1			0	0
710210	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710210	AcceptTaskContent710210	AcceptTaskStory710210	-1			0	0
710220	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710220	AcceptTaskContent710220	AcceptTaskStory710220	-1			0	0
710310	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710310	AcceptTaskContent710310	AcceptTaskStory710310	-1			0	0
710320	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710320	AcceptTaskContent710320	AcceptTaskStory710320	-1			0	0
710330	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710330	AcceptTaskContent710330	AcceptTaskStory710330	-1			0	0
710410	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710410	AcceptTaskContent710410	AcceptTaskStory710410	-1			0	0
710420	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710420	AcceptTaskContent710420	AcceptTaskStory710420	-1			0	0
710430	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710430	AcceptTaskContent710430	AcceptTaskStory710430	-1			0	0
710440	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710440	AcceptTaskContent710440	AcceptTaskStory710440	-1			0	0
710510	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710510	AcceptTaskContent710510	AcceptTaskStory710510	-1			0	0
710520	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710520	AcceptTaskContent710520	AcceptTaskStory710520	-1			0	0
710530	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710530	AcceptTaskContent710530	AcceptTaskStory710530	-1			0	0
710540	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710540	AcceptTaskContent710540	AcceptTaskStory710540	-1			0	0
710610	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710610	AcceptTaskContent710610	AcceptTaskStory710610	-1			0	0
710620	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710620	AcceptTaskContent710620	AcceptTaskStory710620	-1			0	0
710630	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710630	AcceptTaskContent710630	AcceptTaskStory710630	-1			0	0
710710	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710710	AcceptTaskContent710710	AcceptTaskStory710710	-1			0	0
710720	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710720	AcceptTaskContent710720	AcceptTaskStory710720	-1			0	0
710730	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710730	AcceptTaskContent710730	AcceptTaskStory710730	-1			0	0
710740	20	0	0	-1	29	110		0			0			0	1	0					AcceptTaskName710740	AcceptTaskContent710740	AcceptTaskStory710740	-1			0	0
810110	1	0	0	-1	1	110		0			0			0	1	0			0		AcceptTaskName810110	AcceptTaskContent810110	AcceptTaskStory810110	-1			0	0
810111	1	0	0	-1	1	110		0			0			0	1	0			0		AcceptTaskName810111	AcceptTaskContent810111	AcceptTaskStory810111	-1			0	0
10000020	1	0	0	-1	1	110		42			0			0	1	0		task/task10000020.lua	0		AcceptTaskName10000020	AcceptTaskContent10000020	AcceptTaskStory10000020	-1			0	0
10000025	1	0	0	-1	1	110		42			0		10000020	0	1	0		task/task10000025.lua	0		AcceptTaskName10000025	AcceptTaskContent10000025	AcceptTaskStory10000025	-1			0	0
10000030	1	0	0	-1	1	110		42			0		10000025	0	1	0		task/task10000030.lua	0		AcceptTaskName10000030	AcceptTaskContent10000030	AcceptTaskStory10000030	-1			0	0
10000040	1	0	0	-1	1	110		42			0		10000030	0	1	0		task/task10000040.lua	0		AcceptTaskName10000040	AcceptTaskContent10000040	AcceptTaskStory10000040	-1			0	0
10000050	1	0	0	-1	1	110		42			0		10000040	0	1	0		task/task10000050.lua	0		AcceptTaskName10000050	AcceptTaskContent10000050	AcceptTaskStory10000050	-1			0	0
10000060	1	0	0	-1	1	110		42			0		10000050	0	1	0		task/task10000060.lua	0		AcceptTaskName10000060	AcceptTaskContent10000060	AcceptTaskStory10000060	-1			0	0
10000063	1	0	0	-1	1	110		42			0		10000060	0	1	0		task/task10000063.lua	0		AcceptTaskName10000063	AcceptTaskContent10000063	AcceptTaskStory10000063	-1			0	0
10000070	1	0	0	-1	1	110		42			0		10000063	0	1	0		task/task10000070.lua	0		AcceptTaskName10000070	AcceptTaskContent10000070	AcceptTaskStory10000070	-1			0	0
10000080	1	0	0	-1	1	110		42			0		10000070	0	1	0		task/task10000080.lua	0		AcceptTaskName10000080	AcceptTaskContent10000080	AcceptTaskStory10000080	-1			0	0
10000090	1	0	0	-1	1	110		42			0		10000080	0	1	0		task/task10000090.lua	0		AcceptTaskName10000090	AcceptTaskContent10000090	AcceptTaskStory10000090	-1			0	0
11100010	1	0	0	-1	1	110		0			0		10000090	0	1	0		task/task11100010.lua	0		AcceptTaskName11100010	AcceptTaskContent11100010	AcceptTaskStory11100010	-1			11	0
