编号	类型	图纸ID	图纸数量	分组标签	排序	合成道具	合成数量	合成需求货币	货币数量	需求材料1	材料1数量	材料1等级	需求材料2	材料2数量	材料2等级	需求材料3	材料3数量	材料3等级	需求材料4	材料4数量	材料4等级	需求材料5	材料5数量	材料5等级
9301090652001	6		0	7	603	equip301090652001	1	1	600000	equip301080652001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090653001	6		0	7	604	equip301090653001	1	1	600000	equip301080653001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090654001	6		0	7	605	equip301090654001	1	1	600000	equip301080654001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090655001	6		0	7	606	equip301090655001	1	1	600000	equip301080655001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090656001	6		0	7	607	equip301090656001	1	1	600000	equip301080656001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302090443001	6		0	7	608	equip302090541001	1	1	600000	equip302080541001	1	3	item103015110402	10	1	item103015110407	28	1	item103015110416	12	1	item103015110417	1	1
9303090443001	6		0	7	609	equip303090541001	1	1	600000	equip303080541001	1	3	item103015110403	8	1	item103015110407	48	1	item103015110415	12	1	item103015110417	1	1
9304090443001	6		0	7	610	equip304090541001	1	1	600000	equip304080541001	1	3	item103015110404	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9305090443001	6		0	7	611	equip305090541001	1	1	600000	equip305080541001	1	3	item103015110405	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9306090443001	6		0	7	612	equip306090541001	1	1	600000	equip306080541001	1	3	item103015110406	3	1	item103015110407	58	1	item103015110416	10	1	item103015110417	1	1
9301090443002	6		0	7	613	equip301090541002	1	1	600000	equip301080541002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090651002	6		0	7	614	equip301090651002	1	1	600000	equip301080651002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090652002	6		0	7	615	equip301090652002	1	1	600000	equip301080652002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090653002	6		0	7	616	equip301090653002	1	1	600000	equip301080653002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090654002	6		0	7	617	equip301090654002	1	1	600000	equip301080654002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090655002	6		0	7	618	equip301090655002	1	1	600000	equip301080655002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090656002	6		0	7	619	equip301090656002	1	1	600000	equip301080656002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302090443002	6		0	7	620	equip302090541002	1	1	600000	equip302080541002	1	3	item103015110402	10	1	item103015110407	28	1	item103015110416	12	1	item103015110417	1	1
9303090443002	6		0	7	621	equip303090541002	1	1	600000	equip303080541002	1	3	item103015110403	8	1	item103015110407	48	1	item103015110415	12	1	item103015110417	1	1
9304090443002	6		0	7	622	equip304090541002	1	1	600000	equip304080541002	1	3	item103015110404	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9305090443002	6		0	7	623	equip305090541002	1	1	600000	equip305080541002	1	3	item103015110405	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9306090443002	6		0	7	624	equip306090541002	1	1	600000	equip306080541002	1	3	item103015110406	3	1	item103015110407	58	1	item103015110416	10	1	item103015110417	1	1
9301090443003	6		0	7	625	equip301090541003	1	1	600000	equip301080541003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090651003	6		0	7	626	equip301090651003	1	1	600000	equip301080651003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090652003	6		0	7	627	equip301090652003	1	1	600000	equip301080652003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090653003	6		0	7	628	equip301090653003	1	1	600000	equip301080653003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090654003	6		0	7	629	equip301090654003	1	1	600000	equip301080654003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090655003	6		0	7	630	equip301090655003	1	1	600000	equip301080655003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090656003	6		0	7	631	equip301090656003	1	1	600000	equip301080656003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302090443003	6		0	7	632	equip302090541003	1	1	600000	equip302080541003	1	3	item103015110402	10	1	item103015110407	28	1	item103015110416	12	1	item103015110417	1	1
9303090443003	6		0	7	633	equip303090541003	1	1	600000	equip303080541003	1	3	item103015110403	8	1	item103015110407	48	1	item103015110415	12	1	item103015110417	1	1
9304090443003	6		0	7	634	equip304090541003	1	1	600000	equip304080541003	1	3	item103015110404	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9305090443003	6		0	7	635	equip305090541003	1	1	600000	equip305080541003	1	3	item103015110405	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9306090443003	6		0	7	636	equip306090541003	1	1	600000	equip306080541003	1	3	item103015110406	3	1	item103015110407	58	1	item103015110416	10	1	item103015110417	1	1
9301090443004	6		0	7	637	equip301090541004	1	1	600000	equip301080541004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090651004	6		0	7	638	equip301090651004	1	1	600000	equip301080651004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090652004	6		0	7	639	equip301090652004	1	1	600000	equip301080652004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090653004	6		0	7	640	equip301090653004	1	1	600000	equip301080653004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090654004	6		0	7	641	equip301090654004	1	1	600000	equip301080654004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090655004	6		0	7	642	equip301090655004	1	1	600000	equip301080655004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090656004	6		0	7	643	equip301090656004	1	1	600000	equip301080656004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302090443004	6		0	7	644	equip302090541004	1	1	600000	equip302080541004	1	3	item103015110402	10	1	item103015110407	28	1	item103015110416	12	1	item103015110417	1	1
9303090443004	6		0	7	645	equip303090541004	1	1	600000	equip303080541004	1	3	item103015110403	8	1	item103015110407	48	1	item103015110415	12	1	item103015110417	1	1
9304090443004	6		0	7	646	equip304090541004	1	1	600000	equip304080541004	1	3	item103015110404	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9305090443004	6		0	7	647	equip305090541004	1	1	600000	equip305080541004	1	3	item103015110405	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9306090443004	6		0	7	648	equip306090541004	1	1	600000	equip306080541004	1	3	item103015110406	3	1	item103015110407	58	1	item103015110416	10	1	item103015110417	1	1
9301090443005	6		0	7	649	equip301090541005	1	1	600000	equip301080541005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090651005	6		0	7	650	equip301090651005	1	1	600000	equip301080651005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090652005	6		0	7	651	equip301090652005	1	1	600000	equip301080652005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090653005	6		0	7	652	equip301090653005	1	1	600000	equip301080653005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090654005	6		0	7	653	equip301090654005	1	1	600000	equip301080654005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090655005	6		0	7	654	equip301090655005	1	1	600000	equip301080655005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090656005	6		0	7	655	equip301090656005	1	1	600000	equip301080656005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302090443005	6		0	7	656	equip302090541005	1	1	600000	equip302080541005	1	3	item103015110402	10	1	item103015110407	28	1	item103015110416	12	1	item103015110417	1	1
9303090443005	6		0	7	657	equip303090541005	1	1	600000	equip303080541005	1	3	item103015110403	8	1	item103015110407	48	1	item103015110415	12	1	item103015110417	1	1
9304090443005	6		0	7	658	equip304090541005	1	1	600000	equip304080541005	1	3	item103015110404	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9305090443005	6		0	7	659	equip305090541005	1	1	600000	equip305080541005	1	3	item103015110405	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9306090443005	6		0	7	660	equip306090541005	1	1	600000	equip306080541005	1	3	item103015110406	3	1	item103015110407	58	1	item103015110416	10	1	item103015110417	1	1
9301090443006	6		0	7	661	equip301090541006	1	1	600000	equip301080541006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090651006	6		0	7	662	equip301090651006	1	1	600000	equip301080651006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090652006	6		0	7	663	equip301090652006	1	1	600000	equip301080652006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090653006	6		0	7	664	equip301090653006	1	1	600000	equip301080653006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090654006	6		0	7	665	equip301090654006	1	1	600000	equip301080654006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090655006	6		0	7	666	equip301090655006	1	1	600000	equip301080655006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301090656006	6		0	7	667	equip301090656006	1	1	600000	equip301080656006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302090443006	6		0	7	668	equip302090541006	1	1	600000	equip302080541006	1	3	item103015110402	10	1	item103015110407	28	1	item103015110416	12	1	item103015110417	1	1
9303090443006	6		0	7	669	equip303090541006	1	1	600000	equip303080541006	1	3	item103015110403	8	1	item103015110407	48	1	item103015110415	12	1	item103015110417	1	1
9304090443006	6		0	7	670	equip304090541006	1	1	600000	equip304080541006	1	3	item103015110404	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9305090443006	6		0	7	671	equip305090541006	1	1	600000	equip305080541006	1	3	item103015110405	10	1	item103015110407	38	1	item103015110416	18	1	item103015110417	1	1
9306090443006	6		0	7	672	equip306090541006	1	1	600000	equip306080541006	1	3	item103015110406	3	1	item103015110407	58	1	item103015110416	10	1	item103015110417	1	1
9301100443001	6		0	8	701	equip301100541001	1	1	600000	equip301090541001	1	3	item103015110401	28	1	item103015110415	42	1	item103015110417	1	1		0	0
9301100651001	6		0	8	702	equip301100651001	1	1	600000	equip301090651001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100652001	6		0	8	703	equip301100652001	1	1	600000	equip301090652001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100653001	6		0	8	704	equip301100653001	1	1	600000	equip301090653001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100654001	6		0	8	705	equip301100654001	1	1	600000	equip301090654001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100655001	6		0	8	706	equip301100655001	1	1	600000	equip301090655001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100656001	6		0	8	707	equip301100656001	1	1	600000	equip301090656001	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302100443001	6		0	8	708	equip302100541001	1	1	600000	equip302090541001	1	3	item103015110402	12	1	item103015110407	38	1	item103015110416	14	1	item103015110417	1	1
9303100443001	6		0	8	709	equip303100541001	1	1	600000	equip303090541001	1	3	item103015110403	10	1	item103015110407	62	1	item103015110415	14	1	item103015110417	1	1
9304100443001	6		0	8	710	equip304100541001	1	1	600000	equip304090541001	1	3	item103015110404	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9305100443001	6		0	8	711	equip305100541001	1	1	600000	equip305090541001	1	3	item103015110405	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9306100443001	6		0	8	712	equip306100541001	1	1	600000	equip306090541001	1	3	item103015110406	4	1	item103015110407	74	1	item103015110416	12	1	item103015110417	1	1
9301100443002	6		0	8	713	equip301100541002	1	1	600000	equip301090541002	1	3	item103015110401	28	1	item103015110415	42	1	item103015110417	1	1		0	0
9301100651002	6		0	8	714	equip301100651002	1	1	600000	equip301090651002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100652002	6		0	8	715	equip301100652002	1	1	600000	equip301090652002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100653002	6		0	8	716	equip301100653002	1	1	600000	equip301090653002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100654002	6		0	8	717	equip301100654002	1	1	600000	equip301090654002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100655002	6		0	8	718	equip301100655002	1	1	600000	equip301090655002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100656002	6		0	8	719	equip301100656002	1	1	600000	equip301090656002	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302100443002	6		0	8	720	equip302100541002	1	1	600000	equip302090541002	1	3	item103015110402	12	1	item103015110407	38	1	item103015110416	14	1	item103015110417	1	1
9303100443002	6		0	8	721	equip303100541002	1	1	600000	equip303090541002	1	3	item103015110403	10	1	item103015110407	62	1	item103015110415	14	1	item103015110417	1	1
9304100443002	6		0	8	722	equip304100541002	1	1	600000	equip304090541002	1	3	item103015110404	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9305100443002	6		0	8	723	equip305100541002	1	1	600000	equip305090541002	1	3	item103015110405	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9306100443002	6		0	8	724	equip306100541002	1	1	600000	equip306090541002	1	3	item103015110406	4	1	item103015110407	74	1	item103015110416	12	1	item103015110417	1	1
9301100443003	6		0	8	725	equip301100541003	1	1	600000	equip301090541003	1	3	item103015110401	28	1	item103015110415	42	1	item103015110417	1	1		0	0
9301100651003	6		0	8	726	equip301100651003	1	1	600000	equip301090651003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100652003	6		0	8	727	equip301100652003	1	1	600000	equip301090652003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100653003	6		0	8	728	equip301100653003	1	1	600000	equip301090653003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100654003	6		0	8	729	equip301100654003	1	1	600000	equip301090654003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100655003	6		0	8	730	equip301100655003	1	1	600000	equip301090655003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100656003	6		0	8	731	equip301100656003	1	1	600000	equip301090656003	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302100443003	6		0	8	732	equip302100541003	1	1	600000	equip302090541003	1	3	item103015110402	12	1	item103015110407	38	1	item103015110416	14	1	item103015110417	1	1
9303100443003	6		0	8	733	equip303100541003	1	1	600000	equip303090541003	1	3	item103015110403	10	1	item103015110407	62	1	item103015110415	14	1	item103015110417	1	1
9304100443003	6		0	8	734	equip304100541003	1	1	600000	equip304090541003	1	3	item103015110404	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9305100443003	6		0	8	735	equip305100541003	1	1	600000	equip305090541003	1	3	item103015110405	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9306100443003	6		0	8	736	equip306100541003	1	1	600000	equip306090541003	1	3	item103015110406	4	1	item103015110407	74	1	item103015110416	12	1	item103015110417	1	1
9301100443004	6		0	8	737	equip301100541004	1	1	600000	equip301090541004	1	3	item103015110401	28	1	item103015110415	42	1	item103015110417	1	1		0	0
9301100651004	6		0	8	738	equip301100651004	1	1	600000	equip301090651004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100652004	6		0	8	739	equip301100652004	1	1	600000	equip301090652004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100653004	6		0	8	740	equip301100653004	1	1	600000	equip301090653004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100654004	6		0	8	741	equip301100654004	1	1	600000	equip301090654004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100655004	6		0	8	742	equip301100655004	1	1	600000	equip301090655004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100656004	6		0	8	743	equip301100656004	1	1	600000	equip301090656004	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302100443004	6		0	8	744	equip302100541004	1	1	600000	equip302090541004	1	3	item103015110402	12	1	item103015110407	38	1	item103015110416	14	1	item103015110417	1	1
9303100443004	6		0	8	745	equip303100541004	1	1	600000	equip303090541004	1	3	item103015110403	10	1	item103015110407	62	1	item103015110415	14	1	item103015110417	1	1
9304100443004	6		0	8	746	equip304100541004	1	1	600000	equip304090541004	1	3	item103015110404	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9305100443004	6		0	8	747	equip305100541004	1	1	600000	equip305090541004	1	3	item103015110405	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9306100443004	6		0	8	748	equip306100541004	1	1	600000	equip306090541004	1	3	item103015110406	4	1	item103015110407	74	1	item103015110416	12	1	item103015110417	1	1
9301100443005	6		0	8	749	equip301100541005	1	1	600000	equip301090541005	1	3	item103015110401	28	1	item103015110415	42	1	item103015110417	1	1		0	0
9301100651005	6		0	8	750	equip301100651005	1	1	600000	equip301090651005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100652005	6		0	8	751	equip301100652005	1	1	600000	equip301090652005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100653005	6		0	8	752	equip301100653005	1	1	600000	equip301090653005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100654005	6		0	8	753	equip301100654005	1	1	600000	equip301090654005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100655005	6		0	8	754	equip301100655005	1	1	600000	equip301090655005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100656005	6		0	8	755	equip301100656005	1	1	600000	equip301090656005	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302100443005	6		0	8	756	equip302100541005	1	1	600000	equip302090541005	1	3	item103015110402	12	1	item103015110407	38	1	item103015110416	14	1	item103015110417	1	1
9303100443005	6		0	8	757	equip303100541005	1	1	600000	equip303090541005	1	3	item103015110403	10	1	item103015110407	62	1	item103015110415	14	1	item103015110417	1	1
9304100443005	6		0	8	758	equip304100541005	1	1	600000	equip304090541005	1	3	item103015110404	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9305100443005	6		0	8	759	equip305100541005	1	1	600000	equip305090541005	1	3	item103015110405	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9306100443005	6		0	8	760	equip306100541005	1	1	600000	equip306090541005	1	3	item103015110406	4	1	item103015110407	74	1	item103015110416	12	1	item103015110417	1	1
9301100443006	6		0	8	761	equip301100541006	1	1	600000	equip301090541006	1	3	item103015110401	28	1	item103015110415	42	1	item103015110417	1	1		0	0
9301100651006	6		0	8	762	equip301100651006	1	1	600000	equip301090651006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100652006	6		0	8	763	equip301100652006	1	1	600000	equip301090652006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100653006	6		0	8	764	equip301100653006	1	1	600000	equip301090653006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100654006	6		0	8	765	equip301100654006	1	1	600000	equip301090654006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100655006	6		0	8	766	equip301100655006	1	1	600000	equip301090655006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9301100656006	6		0	8	767	equip301100656006	1	1	600000	equip301090656006	1	3	item103015110401	24	1	item103015110415	36	1	item103015110417	1	1		0	0
9302100443006	6		0	8	768	equip302100541006	1	1	600000	equip302090541006	1	3	item103015110402	12	1	item103015110407	38	1	item103015110416	14	1	item103015110417	1	1
9303100443006	6		0	8	769	equip303100541006	1	1	600000	equip303090541006	1	3	item103015110403	10	1	item103015110407	62	1	item103015110415	14	1	item103015110417	1	1
9304100443006	6		0	8	770	equip304100541006	1	1	600000	equip304090541006	1	3	item103015110404	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9305100443006	6		0	8	771	equip305100541006	1	1	600000	equip305090541006	1	3	item103015110405	12	1	item103015110407	50	1	item103015110416	22	1	item103015110417	1	1
9306100443006	6		0	8	772	equip306100541006	1	1	600000	equip306090541006	1	3	item103015110406	4	1	item103015110407	74	1	item103015110416	12	1	item103015110417	1	1
9301110443001	6		0	9	801	equip301110541001	1	1	600000	equip301100541001	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110651001	6		0	9	802	equip301110651001	1	1	600000	equip301100651001	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110652001	6		0	9	803	equip301110652001	1	1	600000	equip301100652001	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110653001	6		0	9	804	equip301110653001	1	1	600000	equip301100653001	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110654001	6		0	9	805	equip301110654001	1	1	600000	equip301100654001	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110655001	6		0	9	806	equip301110655001	1	1	600000	equip301100655001	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110656001	6		0	9	807	equip301110656001	1	1	600000	equip301100656001	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9302110443001	6		0	9	808	equip302110541001	1	1	600000	equip302100541001	1	3	item103015110402	14	1	item103015110407	42	1	item103015110416	16	1	item103015110417	1	1
9303110443001	6		0	9	809	equip303110541001	1	1	600000	equip303100541001	1	3	item103015110403	12	1	item103015110407	68	1	item103015110415	16	1	item103015110417	1	1
9304110443001	6		0	9	810	equip304110541001	1	1	600000	equip304100541001	1	3	item103015110404	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9305110443001	6		0	9	811	equip305110541001	1	1	600000	equip305100541001	1	3	item103015110405	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9306110443001	6		0	9	812	equip306110541001	1	1	600000	equip306100541001	1	3	item103015110406	5	1	item103015110407	78	1	item103015110416	14	1	item103015110417	1	1
9301110443002	6		0	9	813	equip301110541002	1	1	600000	equip301100541002	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110651002	6		0	9	814	equip301110651002	1	1	600000	equip301100651002	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110652002	6		0	9	815	equip301110652002	1	1	600000	equip301100652002	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110653002	6		0	9	816	equip301110653002	1	1	600000	equip301100653002	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110654002	6		0	9	817	equip301110654002	1	1	600000	equip301100654002	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110655002	6		0	9	818	equip301110655002	1	1	600000	equip301100655002	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110656002	6		0	9	819	equip301110656002	1	1	600000	equip301100656002	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9302110443002	6		0	9	820	equip302110541002	1	1	600000	equip302100541002	1	3	item103015110402	14	1	item103015110407	42	1	item103015110416	16	1	item103015110417	1	1
9303110443002	6		0	9	821	equip303110541002	1	1	600000	equip303100541002	1	3	item103015110403	12	1	item103015110407	68	1	item103015110415	16	1	item103015110417	1	1
9304110443002	6		0	9	822	equip304110541002	1	1	600000	equip304100541002	1	3	item103015110404	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9305110443002	6		0	9	823	equip305110541002	1	1	600000	equip305100541002	1	3	item103015110405	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9306110443002	6		0	9	824	equip306110541002	1	1	600000	equip306100541002	1	3	item103015110406	5	1	item103015110407	78	1	item103015110416	14	1	item103015110417	1	1
9301110443003	6		0	9	825	equip301110541003	1	1	600000	equip301100541003	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110651003	6		0	9	826	equip301110651003	1	1	600000	equip301100651003	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110652003	6		0	9	827	equip301110652003	1	1	600000	equip301100652003	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110653003	6		0	9	828	equip301110653003	1	1	600000	equip301100653003	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110654003	6		0	9	829	equip301110654003	1	1	600000	equip301100654003	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110655003	6		0	9	830	equip301110655003	1	1	600000	equip301100655003	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110656003	6		0	9	831	equip301110656003	1	1	600000	equip301100656003	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9302110443003	6		0	9	832	equip302110541003	1	1	600000	equip302100541003	1	3	item103015110402	14	1	item103015110407	42	1	item103015110416	16	1	item103015110417	1	1
9303110443003	6		0	9	833	equip303110541003	1	1	600000	equip303100541003	1	3	item103015110403	12	1	item103015110407	68	1	item103015110415	16	1	item103015110417	1	1
9304110443003	6		0	9	834	equip304110541003	1	1	600000	equip304100541003	1	3	item103015110404	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9305110443003	6		0	9	835	equip305110541003	1	1	600000	equip305100541003	1	3	item103015110405	14	1	item103015110407	54	1	item103015110416	26	1	item103015110417	1	1
9306110443003	6		0	9	836	equip306110541003	1	1	600000	equip306100541003	1	3	item103015110406	5	1	item103015110407	78	1	item103015110416	14	1	item103015110417	1	1
9301110443004	6		0	9	837	equip301110541004	1	1	600000	equip301100541004	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110651004	6		0	9	838	equip301110651004	1	1	600000	equip301100651004	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110652004	6		0	9	839	equip301110652004	1	1	600000	equip301100652004	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110653004	6		0	9	840	equip301110653004	1	1	600000	equip301100653004	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
9301110654004	6		0	9	841	equip301110654004	1	1	600000	equip301100654004	1	3	item103015110401	32	1	item103015110415	48	1	item103015110417	1	1		0	0
