怪物编号	对象类型	动作集	名字	功能名称	种族编号	模型编号	怪物头像	小地图图标	脚本编号	仇恨模式编号	怪物种类	怪物属性类型	属性匹配	世界等级匹配	属性值ID	普通技能	怪物技能	怪物等级	发射点偏移	模型缩放	阻挡信息	旋转	更新AI攻击目标的时间间隔	待机移动速度偏移	战斗移动速度偏移	怪物出场描述	是否显示阴影	触发范围	随机移动半径	是否保持追击	最大追击范围	经验值	死亡特效	死亡慢镜头	死亡程序效果	出场动作	出场美术特效ID	出场程序特效	出场特殊效果	常驻美术特效	常驻头顶标记	怪物说话模组	小地图红点显示	名称血条常驻显示	对话显示修正	对话显示缩放	隐藏进战斗感叹号	元素附体属性
monster19120501	MonsterNpc	24906112	name_0101		1	soldier906|body|soldier906_body_t1	soldier905_portrait01			1003	56	3	0	0	400186070	skill111000	skill111001,skill111002,skill111003,skill111004,skill111005,skill31005	100		1.800000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120502	MonsterNpc	1003001	name_0102		1	c004|bottoms|c004_bottoms004_t1|clothes|c004_clothes004_t1|shoulder|c004_shoulder004_t1|weapon|c004_weapon013_t1|face|c004_face001_t1|head|c004_head008_t1	JobPotrait_sp04			1003	56	3	0	0	400186070	skill111100	skill111101,skill111102,skill111103,skill111104,skill111105,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120503	MonsterNpc	24904112	name_0103		1	soldier904|body|soldier904_body_t1	soldier903_portrait01			1003	56	3	0	0	400186070	skill111200	skill111201,skill111202,skill111203,skill111204,skill111205,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120504	MonsterNpc	1001001	name_0104		1	c002|bottoms|c002_bottoms002_t1|clothes|c002_clothes002_t1|shoulder|c002_shoulder002_t1|weapon|c002_weapon002_t1|face|c002_face001_t1|head|c002_head002_t1	JobPotrait_sp02			1003	56	3	0	0	400186070	skill111300	skill111302,skill111302,skill111303,skill111304,skill111305,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120505	MonsterNpc	1002001	name_0105		1	c001|bottoms|c001_bottoms003_t1|clothes|c001_clothes003_t1|shoulder|c001_shoulder003_t1|weapon|c001_weapon003_t1|face|c001_face001_t1|head|c001_head010_t1	JobPotrait_sp01			1003	56	3	0	0	400186070	skill111400	skill111401,skill111402,skill111403,skill111403,skill111403,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120506	MonsterNpc	23012004	name_0106		1	p012|body|p012_body_t2	p012_portrait02			1003	56	3	0	0	400186070	skill111500	skill111501,skill111502,skill111503,skill111503,skill111503,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120507	MonsterNpc	1003001	name_0107		1	c008|bottoms|c008_bottoms002_t1|clothes|c008_clothes002_t1|shoulder|c008_shoulder002_t1|weapon|c008_weapon002_t1|face|c008_face001_t1|head|c008_head002_t1	JobPotrait_sp08			1003	56	3	0	0	400186070	skill111600	skill111601,skill111602,skill111603,skill111604,skill111605,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120508	MonsterNpc	24902112	name_0108		1	soldier902|body|soldier902_body_t1	soldier902_portrait01			1003	56	3	0	0	400186070	skill111700	skill111701,skill111702,skill111703,skill111704,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120509	MonsterNpc	24903112	name_0109		1	soldier903|body|soldier903_body_t1	soldier906_portrait01			1003	56	3	0	0	400186070	skill111800	skill111801,skill111802,skill111803,skill111803,skill111803,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120510	MonsterNpc	1000001	name_0110		1	c003|bottoms|c003_bottoms006_t1|clothes|c003_clothes006_t1|shoulder|c003_shoulder006_t1|weapon|c003_weapon016_t1|face|c003_face001_t1|head|c003_head013_t1	JobPotrait_sp03			1003	56	3	0	0	400186070	skill111900	skill111901,skill111902,skill111903,skill111903,skill111903,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120511	MonsterNpc	24905112	name_0111		1	soldier905|body|soldier905_body_t1	soldier904_portrait01			1003	56	3	0	0	400186070	skill112000	skill112001,skill112002,skill112003,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120512	MonsterNpc	24901112	name_0112		1	soldier901|body|soldier901_body_t1	soldier901_portrait01			1003	56	3	0	0	400186070	skill112100	skill112101,skill112103,skill112104,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19120513	MonsterNpc	1001001	name_0113		1	c002|bottoms|c002_bottoms005_t1|clothes|c002_clothes005_t1|shoulder|c002_shoulder005_t1|weapon|c002_weapon014_t1|face|c002_face001_t1|head|c002_head012_t1	JobPotrait_sp02			1003	56	3	0	0	400186070	skill111300	skill111302,skill111302,skill111303,skill111304,skill111305,skill31005	100		2.000000			1	0.000000	1.000000		0	15.000000	20.000000	1	1000.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
mst19120514	MonsterNpc	2021002	name_awl_m905		8	m905|body|m905_body_t2	m905_portrait02			1003	1	1	400188	0	400188070	skill20150	skill20154	80		0.750000			1	-3.000000	-2.000000		0	10.000000	2.000000	1	1000.000000	0	0	0	0	0	120005	100002	0			0	1	0	0,0,0	1.000000	0	0
mst19120515	MonsterNpc	2010002	name_awl_m015		3	m015|body|m015_body_t3	m015_portrait03			1003	1	1	400189	0	400189070	skill20020		80		1.000000			1	-3.000000	-2.000000		0	10.000000	2.000000	1	1000.000000	0	0	0	0	0	120005	100002	0			0	1	0	0,0,0	1.000000	0	0
mst19120516	MonsterNpc	1001001	NpcName_shiergong001		1	c002|bottoms|c002_bottoms901_t1|clothes|c002_clothes901_t1|shoulder|c002_shoulder901_t1|weapon|c002_weapon902_t1|head|c002_head901_t1|face|c002_face001_t1	JobPotrait_sp02			1003	1	0	0	0	400189070		skill112104	80		1.000000			1	-3.000000	-2.000000		0	10.000000	2.000000	1	1000.000000	0	0	0	0	0	0	0	0			10710132	3	2	0,0,0	1.000000	0	0
mst19120517	MonsterNpc	1001001	NpcName_shiergong001		1	c002|bottoms|c002_bottoms901_t1|clothes|c002_clothes901_t1|shoulder|c002_shoulder901_t1|weapon|c002_weapon902_t1|head|c002_head901_t1|face|c002_face001_t1	JobPotrait_sp02			1003	1	0	0	0	400189070		skill112104	80		1.000000			1	-3.000000	-2.000000		0	10.000000	2.000000	1	1000.000000	0	0	0	0	0	0	0	0			10710133	3	2	0,0,0	1.000000	0	0
mst19120518	MonsterNpc	1001001	NpcName_shiergong001		1	c002|bottoms|c002_bottoms901_t1|clothes|c002_clothes901_t1|shoulder|c002_shoulder901_t1|weapon|c002_weapon902_t1|head|c002_head901_t1|face|c002_face001_t1	JobPotrait_sp02			1003	1	0	0	0	400189070		skill112104	80		1.000000			1	-3.000000	-2.000000		0	10.000000	2.000000	1	1000.000000	0	0	0	0	0	0	0	0			10710134	3	2	0,0,0	1.000000	0	0
mst19120519	MonsterNpc	1001001	NpcName_shiergong001		1	c002|bottoms|c002_bottoms901_t1|clothes|c002_clothes901_t1|shoulder|c002_shoulder901_t1|weapon|c002_weapon902_t1|head|c002_head901_t1|face|c002_face001_t1	JobPotrait_sp02			1003	1	0	0	0	400189070		skill112104	80		1.000000			1	-3.000000	-2.000000		0	10.000000	2.000000	1	1000.000000	0	0	0	0	0	0	0	0			10710135	3	2	0,0,0	1.000000	0	0
monster19130101	MonsterNpc	2057002	name_incident_5001		1	m039|body|m039_body_t10	m039_portrait10			1003	59	2	0	0	510101160	skill20470		100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130102	MonsterNpc	2004002	name_m016		1	m006|body|m006_body_t1	m006_portrait01			1003	59	2	0	0	510101160	skill20700	skill20701,skill20702	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130103	MonsterNpc	2037002	name_m099		9	m028|body|m028_body_t3	m028_portrait03			1003	59	2	0	0	510101260	skill20350	skill20351	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130104	MonsterNpc	2034002	name_ice04		4	m048|body|m048_body_t1	m048_portrait01			1003	59	2	0	0	510101260	skill20320	skill20321,skill20322	100		1.800000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130105	MonsterNpc	2034002	name_ice04		4	m048|body|m048_body_t1	m048_portrait01			1003	59	2	0	0	510101260	skill20320	skill20321,skill20322	100		1.800000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130106	MonsterNpc	2062002	name_m166_1		1	m923|body|m923_body_t3	m923_portrait03			1003	59	2	0	0	510101360	skill20530	skill20534,skill20535,skill20536	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130107	MonsterNpc	2059002	name_10007004		9	m041|body|m041_body_t3	m041_portrait03			1003	59	2	0	0	510101360	skill20491		100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130108	MonsterNpc	2038002	name_m102		1	m029|body|m029_body_t3	m029_portrait03			1003	59	2	0	0	510101360	skill20360	skill20361	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130109	MonsterNpc	11055002	name_m215		1	m055|body|m055_body_t1	m055_portrait01			1003	59	2	0	0	510101460	skill20730		100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130110	MonsterNpc	2064002	name_10108001		4	m034|body|m034_body_t10	m034_portrait10			1003	59	2	0	0	510101460	skill20581	skill20582,skill20585	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130111	MonsterNpc	2069002	name_m148_1		4	m922|body|m922_body_t2	m922_portrait02			1003	59	2	0	0	510101460	skill20670	skill20671,skill20673,skill20674	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130112	MonsterNpc	3009004	name_b014_1		4	b014|body|b014_body_t2	b014_portrait02			1003	60	2	0	0	510101560	skill30700	skill30701_ord,skill30704_ord,skill30710_ord	100		1.500000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130113	MonsterNpc	3008004	name_b012_1		4	b012|body|b012_body_t2	b012_portrait02			1003	60	2	0	0	510101560	skill30600	skill30601_ord,skill30602_ord,skill30603_ord	100		1.500000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130114	MonsterNpc	2068002	name_m145_1		6	m921|body|m921_body_t2	m921_portrait02			1003	60	2	0	0	510101560	skill20650	skill20651,skill20652,skill20653	100		2.500000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130115	MonsterNpc	3012004	name_b010_1		4	b010|body|b010_body_t2|parta|b010_parta_t2	b010_portrait02			1003	60	2	0	0	510101560	skill201001,skill201002	skill31101_ord,skill31102_ord,skill31103_ord	100		1.200000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130116	MonsterNpc	0	Name_300121_04		0		g051_portrait01			1003	58	2	0	0	510201460			100		1.500000			1	-5.000000	-5.000000		0	200.000000	0.000000	0	200.000000	0	0	0	0	0	120005	0	0			0	3	0	0,0,0	1.000000	0	0
monster19130117	MonsterNpc	2018002	name_m013_1		3	m013|body|m013_body_t3	m013_portrait03			1003	59	2	0	0	510201460	skill20120	skill20915	100		2.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	110077	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130118	MonsterNpc	2064002	name_10108001		4	m034|body|m034_body_t10	m034_portrait10			1003	59	2	0	0	510201460	skill20581	skill20582,skill20585	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130119	MonsterNpc	11055002	name_m215		1	m055|body|m055_body_t1	m055_portrait01			1003	59	2	0	0	510201460	skill20730		100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130120	MonsterNpc	2018002	name_m027_1		3	m013|body|m013_body_t3	m013_portrait03			1003	59	2	0	0	510201460	skill20120	skill21132,skill21601	100		1.800000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130121	MonsterNpc	2019002	name_m051		3	m906|body|m906_body_t1	m906_portrait01			1003	59	2	0	0	510201460	skill20130	skill20131_01	100		0.800000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130122	MonsterNpc	12061002	name_m061_2		6	m061|body|m061_body_t2	m061_portrait01			1003	59	2	0	0	510201460	skill33100		100		2.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130123	MonsterNpc	2018002	name_m027_1		3	m013|body|m013_body_t3	m013_portrait03			1003	59	2	0	0	510201460	skill20120	skill21132,skill21601	100		1.800000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130124	MonsterNpc	2069002	name_m148_1		4	m922|body|m922_body_t2	m922_portrait02			1003	59	2	0	0	510201460	skill20670	skill20671,skill20673,skill20674	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130125	MonsterNpc	2004002	name_m006_1		9	m006|body|m006_body_t4	m006_portrait04			1003	59	2	0	0	510201460	skill20700	skill20701,skill20702	100		2.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	110077	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130126	MonsterNpc	2064002	name_10108001		4	m034|body|m034_body_t10	m034_portrait10			1003	59	2	0	0	510201460	skill20581	skill20582,skill20585	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130127	MonsterNpc	2048002	name_m035_1		6	m035|body|m035_body_t1	m035_portrait01			1003	59	2	0	0	510201460	skill200002		100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	10000047	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130128	MonsterNpc	2065002	name_m139_1		4	m037|body|m037_body_t1	m037_portrait01			1003	59	2	0	0	510201460	skill201026		100		1.200000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130129	MonsterNpc	2064002	name_10108001		4	m034|body|m034_body_t10	m034_portrait10			1003	59	2	0	0	510201460	skill20581	skill20582,skill20585	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130130	MonsterNpc	2069002	name_m148_1		4	m922|body|m922_body_t2	m922_portrait02			1003	59	2	0	0	510201460	skill20670	skill20671,skill20673,skill20674	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130131	MonsterNpc	11055002	name_m215		1	m055|body|m055_body_t1	m055_portrait01			1003	59	2	0	0	510201460	skill20730		100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130132	MonsterNpc	2064002	name_10108001		4	m034|body|m034_body_t10	m034_portrait10			1003	59	2	0	0	510101360	skill20581	skill20582,skill20585	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130133	MonsterNpc	2069002	name_m148_1		4	m922|body|m922_body_t2	m922_portrait02			1003	59	2	0	0	510201460	skill20670	skill20671,skill20673,skill20674	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130134	MonsterNpc	11055002	name_m215		1	m055|body|m055_body_t1	m055_portrait01			1003	59	2	0	0	510101360	skill20730		100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130135	MonsterNpc	2012002	name_m036_1		2	m016|body|m016_body_t3	m016_portrait03			1003	59	2	0	0	510201460	skill20040	skill21132,skill21601	100		1.800000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130136	MonsterNpc	2069002	name_m148_1		4	m922|body|m922_body_t2	m922_portrait02			1003	59	2	0	0	510201460	skill20670	skill20671,skill20673,skill20674	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130137	MonsterNpc	11055002	name_m215		1	m055|body|m055_body_t1	m055_portrait01			1003	59	2	0	0	510201460	skill20730		100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130138	MonsterNpc	2064002	name_10108001		4	m034|body|m034_body_t10	m034_portrait10			1003	59	2	0	0	510201460	skill20581	skill20582,skill20585	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130139	MonsterNpc	2022002	name_m038_2		4	m038|body|m038_body_t1	m038_portrait01			1003	59	2	0	0	510201460	skill20160		100		1.500000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130140	MonsterNpc	11055002	name_m215		1	m055|body|m055_body_t1	m055_portrait01			1003	59	2	0	0	510201460	skill20730		100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130141	MonsterNpc	2064002	name_10108001		4	m034|body|m034_body_t10	m034_portrait10			1003	59	2	0	0	510201460	skill20581	skill20582,skill20585	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130142	MonsterNpc	2056002	name_m202		4	m925|body|m925_body_t1|parta|m925_parta_t1	m925_portrait01			1003	59	2	0	0	510201460	skill20560	skill20561_01	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130143	MonsterNpc	2033002	name_m047_1		4	m047|body|m047_body_t1	m047_portrait01			1003	59	2	0	0	510201460	skill20310		100		1.800000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120004	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130144	MonsterNpc	2037002	name_10008003		9	m063|body|m063_body_t1	m063_portrait02			1002	59	2	0	0	510201460	skill21500		100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130145	MonsterNpc	23012004	name_p012_clone		1	p012|body|p012_body_t4	p012_portrait04			1003	59	2	0	0	510201460	skill31600		100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	120005	0	0	30343		0	1	0	0,0,0	1.000000	0	0
monster19130146	MonsterNpc	2039002	name_m103_1		1	m030|body|m030_body_t3	m030_portrait03			1003	59	2	0	0	510201460	skill20370	skill20371	100		1.000000			1	-3.000000	-2.000000		0	200.000000	5.000000	1	200.000000	0	0	0	0	0	110000	0	0			0	1	0	0,0,0	1.000000	0	0
monster19130147	MonsterNpc	13017004	name_b017		4	b017|body|b017_body_t2	b017_portrait01			1003	59	2	0	0	510201460	skill42000_far		100		1.000000			1	-3.000000	-2.000000		0	200.000000	4.000000	1	1000.000000	0	0	0	100003	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000001	MonsterNpc	2020002	name_m037		8	m904|body|m904_body_t1	m904_portrait01			1003	22	2	400021	0	400021100	skill20140	skill20142,skill20144	0		1.300000			1	-3.000000	-2.000000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000002	MonsterNpc	2021002	name_m040		8	m905|body|m905_body_t1	m905_portrait01			1003	22	2	400021	0	400021100	skill20150	skill20151,skill20154	0		1.300000			1	-3.000000	-2.000000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000003	MonsterNpc	2027002	name_m070		2	m908|body|m908_body_t1	m908_portrait01			1003	22	2	400021	0	400021100	skill20220	skill20221,skill20222	0		1.000000			1	-3.000000	-2.000000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000004	MonsterNpc	2014002	name_m073		2	m909|body|m909_body_t1	m909_portrait01			1003	22	2	400021	0	400021100	skill20070	skill20074,skill20076	0		1.000000			1	-3.000000	-2.000000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000005	MonsterNpc	2042002	name_m112		5	m915|body|m915_body_t1	m915_portrait01			1003	22	2	400021	0	400021100	skill20420	skill20421,skill20424,skill30001	0		1.300000			1	-3.000000	-2.000000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000006	MonsterNpc	2043002	name_m115		2	m916|body|m916_body_t1	m916_portrait01			1003	22	2	400021	0	400021100	skill20430	skill20433,skill20434	0		0.900000			1	-3.000000	-2.000000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000007	MonsterNpc	2046002	name_m124		1	m918|body|m918_body_t1	m918_portrait01			1003	22	2	400021	0	400021100	skill20450	skill20452	0		1.300000			1	-3.000000	1.500000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000008	MonsterNpc	2047002	name_m127		1	m919|body|m919_body_t1	m919_portrait01			1003	22	2	400021	0	400021100	skill20460	skill20461,skill20466	0		1.300000			1	-3.000000	1.500000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000009	MonsterNpc	2069002	name_m148		4	m922|body|m922_body_t1	m922_portrait01			1003	22	3	400021	0	400021100	skill20670	skill20671	0		1.300000			1	-3.000000	1.500000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000010	MonsterNpc	2067002	name_m142		4	m920|body|m920_body_t1	m920_portrait01			1003	22	3	400021	0	400021100	skill20640	skill20643	0		1.300000			1	-3.000000	1.500000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000011	MonsterNpc	2068002	name_m145		6	m921|body|m921_body_t1	m921_portrait01			1003	22	3	400021	0	400021100	skill20650	skill20651,skill20653	0		1.500000			1	-3.000000	1.500000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000012	MonsterNpc	2062002	name_m168		1	m923|body|m923_body_t3	m923_portrait03			1003	22	2	400021	0	400021100	skill20530	skill20536	0		1.600000			1	-3.000000	-2.000000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000013	MonsterNpc	2063002	name_m171		6	m924|body|m924_body_t3	m924_portrait03			1003	22	1	400021	0	400021100	skill20570	skill20571,skill30001	0		1.300000			1	-3.000000	-2.000000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000014	MonsterNpc	2030002	name_m082		1	m911|body|m911_body_t1	m911_portrait01			1003	22	2	400021	0	400021100	skill20250	skill20252	0		1.500000			1	-3.000000	0.500000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000015	MonsterNpc	2055002	name_m201		1	m045|body|m045_body_t1	m045_portrait01			1003	22	1	400021	0	400021100	skill20550	skill20551	0		1.700000			1	-3.000000	-2.000000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
monster21000016	MonsterNpc	2008002	name_m021		1	m007|body|m007_body_t3	m007_portrait03			1003	22	2	400021	0	400021100	skill20800	skill20801,skill20802	0		1.500000			1	-3.000000	-2.000000		0	20.000000	4.000000	1	30.000000	0	0	0	0	0	0	0	0			0	1	0	0,0,0	1.000000	0	0
