特色属性ID	六维1	六维2	六维3	六维4	六维5	六维6	属性id	六维1显示	六维2显示	六维3显示	六维4显示	六维5显示	六维6显示	特色属性语言包	特色属性参数	觉醒属性语言包	觉醒属性参数	战力评分
4019007	28	28	28	28	28	28		28	28	28	28	28	28	CharacteristicLang4019	5,6			100
4019008	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang4019	6,7			120
4019009	39	32	32	32	32	32		39	32	32	32	32	32	CharacteristicLang4019	6,7			120
4019010	39	39	32	32	32	32		39	39	32	32	32	32	CharacteristicLang4019	6,7			120
4019011	39	39	39	32	32	32		39	39	39	32	32	32	CharacteristicLang4019	6,7			120
4019012	39	39	39	39	32	32		39	39	39	39	32	32	CharacteristicLang4019	6,7			120
4019013	39	39	39	39	39	32		39	39	39	39	39	32	CharacteristicLang4019	6,7			120
4019014	39	39	39	39	39	39		39	39	39	39	39	39	CharacteristicLang4019	6,7			120
4019015	44	44	44	44	44	44		44	44	44	44	44	44	CharacteristicLang4019	7,8			140
4019016	52	44	44	44	44	44		52	44	44	44	44	44	CharacteristicLang4019	7,8			140
4019017	52	52	44	44	44	44		52	52	44	44	44	44	CharacteristicLang4019	7,8			140
4019018	52	52	52	44	44	44		52	52	52	44	44	44	CharacteristicLang4019	7,8			140
4019019	52	52	52	52	44	44		52	52	52	52	44	44	CharacteristicLang4019	7,8			140
4019020	52	52	52	52	52	44		52	52	52	52	52	44	CharacteristicLang4019	7,8			140
4019021	52	52	52	52	52	52		52	52	52	52	52	52	CharacteristicLang4019	7,8			140
4019022	58	58	58	58	58	58		58	58	58	58	58	58	CharacteristicLang4019	8,9			180
4019023	67	58	58	58	58	58		67	58	58	58	58	58	CharacteristicLang4019	8,9			180
4019024	67	67	58	58	58	58		67	67	58	58	58	58	CharacteristicLang4019	8,9			180
4019025	67	67	67	58	58	58		67	67	67	58	58	58	CharacteristicLang4019	8,9			180
4019026	67	67	67	67	58	58		67	67	67	67	58	58	CharacteristicLang4019	8,9			180
4019027	67	67	67	67	67	58		67	67	67	67	67	58	CharacteristicLang4019	8,9			180
4019028	67	67	67	67	67	67		67	67	67	67	67	67	CharacteristicLang4019	8,9			180
4019029	74	74	74	74	74	74		74	74	74	74	74	74	CharacteristicLang4019	9,10			200
4019030	84	74	74	74	74	74		84	74	74	74	74	74	CharacteristicLang4019	9,10			200
4019031	84	84	74	74	74	74		84	84	74	74	74	74	CharacteristicLang4019	9,10			200
4019032	84	84	84	74	74	74		84	84	84	74	74	74	CharacteristicLang4019	9,10			200
4019033	84	84	84	84	74	74		84	84	84	84	74	74	CharacteristicLang4019	9,10			200
4019034	84	84	84	84	84	74		84	84	84	84	84	74	CharacteristicLang4019	9,10			200
4019035	84	84	84	84	84	84		84	84	84	84	84	84	CharacteristicLang4019	9,10			200
4019036	92	92	92	92	92	92		92	92	92	92	92	92	CharacteristicLangMax4019	10			250
4019037	107	107	107	107	107	107		107	107	107	107	107	107	CharacteristicLangMax4019	10	AwakeLang4019	10	500
4020001	22	22	22	22	22	22		22	22	22	22	22	22	CharacteristicLang4020	2,75,3,70			100
4020002	28	22	22	22	22	22		28	22	22	22	22	22	CharacteristicLang4020	2,75,3,70			100
4020003	28	28	22	22	22	22		28	28	22	22	22	22	CharacteristicLang4020	2,75,3,70			100
4020004	28	28	28	22	22	22		28	28	28	22	22	22	CharacteristicLang4020	2,75,3,70			100
4020005	28	28	28	28	22	22		28	28	28	28	22	22	CharacteristicLang4020	2,75,3,70			100
4020006	28	28	28	28	28	22		28	28	28	28	28	22	CharacteristicLang4020	2,75,3,70			100
4020007	28	28	28	28	28	28		28	28	28	28	28	28	CharacteristicLang4020	2,75,3,70			100
4020008	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang4020	3,70,4,65			120
4020009	39	32	32	32	32	32		39	32	32	32	32	32	CharacteristicLang4020	3,70,4,65			120
4020010	39	39	32	32	32	32		39	39	32	32	32	32	CharacteristicLang4020	3,70,4,65			120
4020011	39	39	39	32	32	32		39	39	39	32	32	32	CharacteristicLang4020	3,70,4,65			120
4020012	39	39	39	39	32	32		39	39	39	39	32	32	CharacteristicLang4020	3,70,4,65			120
4020013	39	39	39	39	39	32		39	39	39	39	39	32	CharacteristicLang4020	3,70,4,65			120
4020014	39	39	39	39	39	39		39	39	39	39	39	39	CharacteristicLang4020	3,70,4,65			120
4020015	44	44	44	44	44	44		44	44	44	44	44	44	CharacteristicLang4020	4,65,6,60			140
4020016	52	44	44	44	44	44		52	44	44	44	44	44	CharacteristicLang4020	4,65,6,60			140
4020017	52	52	44	44	44	44		52	52	44	44	44	44	CharacteristicLang4020	4,65,6,60			140
4020018	52	52	52	44	44	44		52	52	52	44	44	44	CharacteristicLang4020	4,65,6,60			140
4020019	52	52	52	52	44	44		52	52	52	52	44	44	CharacteristicLang4020	4,65,6,60			140
4020020	52	52	52	52	52	44		52	52	52	52	52	44	CharacteristicLang4020	4,65,6,60			140
4020021	52	52	52	52	52	52		52	52	52	52	52	52	CharacteristicLang4020	4,65,6,60			140
4020022	58	58	58	58	58	58		58	58	58	58	58	58	CharacteristicLang4020	6,60,8,60			180
4020023	67	58	58	58	58	58		67	58	58	58	58	58	CharacteristicLang4020	6,60,8,60			180
4020024	67	67	58	58	58	58		67	67	58	58	58	58	CharacteristicLang4020	6,60,8,60			180
4020025	67	67	67	58	58	58		67	67	67	58	58	58	CharacteristicLang4020	6,60,8,60			180
4020026	67	67	67	67	58	58		67	67	67	67	58	58	CharacteristicLang4020	6,60,8,60			180
4020027	67	67	67	67	67	58		67	67	67	67	67	58	CharacteristicLang4020	6,60,8,60			180
4020028	67	67	67	67	67	67		67	67	67	67	67	67	CharacteristicLang4020	6,60,8,60			180
4020029	74	74	74	74	74	74		74	74	74	74	74	74	CharacteristicLang4020	8,60,10,60			200
4020030	84	74	74	74	74	74		84	74	74	74	74	74	CharacteristicLang4020	8,60,10,60			200
4020031	84	84	74	74	74	74		84	84	74	74	74	74	CharacteristicLang4020	8,60,10,60			200
4020032	84	84	84	74	74	74		84	84	84	74	74	74	CharacteristicLang4020	8,60,10,60			200
4020033	84	84	84	84	74	74		84	84	84	84	74	74	CharacteristicLang4020	8,60,10,60			200
4020034	84	84	84	84	84	74		84	84	84	84	84	74	CharacteristicLang4020	8,60,10,60			200
4020035	84	84	84	84	84	84		84	84	84	84	84	84	CharacteristicLang4020	8,60,10,60			200
4020036	92	92	92	92	92	92		92	92	92	92	92	92	CharacteristicLangMax4020	10,60			250
4020037	107	107	107	107	107	107		107	107	107	107	107	107	CharacteristicLangMax4020	10,60	AwakeLang4020	45	500
5001001	180	30	30	30	30	30		30	30	30	30	30	30	CharacteristicLang5001	150,180			200
5001002	188	30	30	30	30	30		38	30	30	30	30	30	CharacteristicLang5001	150,180			200
5001003	188	38	30	30	30	30		38	38	30	30	30	30	CharacteristicLang5001	150,180			200
5001004	188	38	38	30	30	30		38	38	38	30	30	30	CharacteristicLang5001	150,180			200
5001005	188	38	38	38	30	30		38	38	38	38	30	30	CharacteristicLang5001	150,180			200
5001006	188	38	38	38	38	30		38	38	38	38	38	30	CharacteristicLang5001	150,180			200
5001007	188	38	38	38	38	38		38	38	38	38	38	38	CharacteristicLang5001	150,180			200
5001008	224	44	44	44	44	44		44	44	44	44	44	44	CharacteristicLang5001	180,210			225
5001009	233	44	44	44	44	44		53	44	44	44	44	44	CharacteristicLang5001	180,210			225
5001010	233	53	44	44	44	44		53	53	44	44	44	44	CharacteristicLang5001	180,210			225
5001011	233	53	53	44	44	44		53	53	53	44	44	44	CharacteristicLang5001	180,210			225
5001012	233	53	53	53	44	44		53	53	53	53	44	44	CharacteristicLang5001	180,210			225
5001013	233	53	53	53	53	44		53	53	53	53	53	44	CharacteristicLang5001	180,210			225
5001014	233	53	53	53	53	53		53	53	53	53	53	53	CharacteristicLang5001	180,210			225
5001015	271	61	61	61	61	61		61	61	61	61	61	61	CharacteristicLang5001	210,240			250
5001016	281	61	61	61	61	61		71	61	61	61	61	61	CharacteristicLang5001	210,240			250
5001017	281	71	61	61	61	61		71	71	61	61	61	61	CharacteristicLang5001	210,240			250
5001018	281	71	71	61	61	61		71	71	71	61	61	61	CharacteristicLang5001	210,240			250
5001019	281	71	71	71	61	61		71	71	71	71	61	61	CharacteristicLang5001	210,240			250
5001020	281	71	71	71	71	61		71	71	71	71	71	61	CharacteristicLang5001	210,240			250
5001021	281	71	71	71	71	71		71	71	71	71	71	71	CharacteristicLang5001	210,240			250
5001022	321	81	81	81	81	81		81	81	81	81	81	81	CharacteristicLang5001	240,270			275
5001023	332	81	81	81	81	81		92	81	81	81	81	81	CharacteristicLang5001	240,270			275
5001024	332	92	81	81	81	81		92	92	81	81	81	81	CharacteristicLang5001	240,270			275
5001025	332	92	92	81	81	81		92	92	92	81	81	81	CharacteristicLang5001	240,270			275
5001026	332	92	92	92	81	81		92	92	92	92	81	81	CharacteristicLang5001	240,270			275
5001027	332	92	92	92	92	81		92	92	92	92	92	81	CharacteristicLang5001	240,270			275
5001028	332	92	92	92	92	92		92	92	92	92	92	92	CharacteristicLang5001	240,270			275
5001029	374	104	104	104	104	104		104	104	104	104	104	104	CharacteristicLang5001	270,300			300
5001030	386	104	104	104	104	104		116	104	104	104	104	104	CharacteristicLang5001	270,300			300
5001031	386	116	104	104	104	104		116	116	104	104	104	104	CharacteristicLang5001	270,300			300
5001032	386	116	116	104	104	104		116	116	116	104	104	104	CharacteristicLang5001	270,300			300
5001033	386	116	116	116	104	104		116	116	116	116	104	104	CharacteristicLang5001	270,300			300
5001034	386	116	116	116	116	104		116	116	116	116	116	104	CharacteristicLang5001	270,300			300
5001035	386	116	116	116	116	116		116	116	116	116	116	116	CharacteristicLang5001	270,300			300
5001036	430	130	130	130	130	130		130	130	130	130	130	130	CharacteristicLangMax5001	300			400
5001037	780	180	180	180	180	180		180	180	180	180	180	180	CharacteristicLangMax5001	300	AwakeLang5001	300	800
5002001	30	30	180	30	30	30		30	30	30	30	30	30	CharacteristicLang5002	150,180			200
5002002	38	30	180	30	30	30		38	30	30	30	30	30	CharacteristicLang5002	150,180			200
5002003	38	38	180	30	30	30		38	38	30	30	30	30	CharacteristicLang5002	150,180			200
5002004	38	38	188	30	30	30		38	38	38	30	30	30	CharacteristicLang5002	150,180			200
5002005	38	38	188	38	30	30		38	38	38	38	30	30	CharacteristicLang5002	150,180			200
5002006	38	38	188	38	38	30		38	38	38	38	38	30	CharacteristicLang5002	150,180			200
5002007	38	38	188	38	38	38		38	38	38	38	38	38	CharacteristicLang5002	150,180			200
5002008	44	44	224	44	44	44		44	44	44	44	44	44	CharacteristicLang5002	180,210			225
5002009	53	44	224	44	44	44		53	44	44	44	44	44	CharacteristicLang5002	180,210			225
5002010	53	53	224	44	44	44		53	53	44	44	44	44	CharacteristicLang5002	180,210			225
5002011	53	53	233	44	44	44		53	53	53	44	44	44	CharacteristicLang5002	180,210			225
5002012	53	53	233	53	44	44		53	53	53	53	44	44	CharacteristicLang5002	180,210			225
5002013	53	53	233	53	53	44		53	53	53	53	53	44	CharacteristicLang5002	180,210			225
5002014	53	53	233	53	53	53		53	53	53	53	53	53	CharacteristicLang5002	180,210			225
5002015	61	61	271	61	61	61		61	61	61	61	61	61	CharacteristicLang5002	210,240			250
5002016	71	61	271	61	61	61		71	61	61	61	61	61	CharacteristicLang5002	210,240			250
5002017	71	71	271	61	61	61		71	71	61	61	61	61	CharacteristicLang5002	210,240			250
5002018	71	71	281	61	61	61		71	71	71	61	61	61	CharacteristicLang5002	210,240			250
5002019	71	71	281	71	61	61		71	71	71	71	61	61	CharacteristicLang5002	210,240			250
5002020	71	71	281	71	71	61		71	71	71	71	71	61	CharacteristicLang5002	210,240			250
5002021	71	71	281	71	71	71		71	71	71	71	71	71	CharacteristicLang5002	210,240			250
5002022	81	81	321	81	81	81		81	81	81	81	81	81	CharacteristicLang5002	240,270			275
5002023	92	81	321	81	81	81		92	81	81	81	81	81	CharacteristicLang5002	240,270			275
5002024	92	92	321	81	81	81		92	92	81	81	81	81	CharacteristicLang5002	240,270			275
5002025	92	92	332	81	81	81		92	92	92	81	81	81	CharacteristicLang5002	240,270			275
5002026	92	92	332	92	81	81		92	92	92	92	81	81	CharacteristicLang5002	240,270			275
5002027	92	92	332	92	92	81		92	92	92	92	92	81	CharacteristicLang5002	240,270			275
5002028	92	92	332	92	92	92		92	92	92	92	92	92	CharacteristicLang5002	240,270			275
5002029	104	104	374	104	104	104		104	104	104	104	104	104	CharacteristicLang5002	270,300			300
5002030	116	104	374	104	104	104		116	104	104	104	104	104	CharacteristicLang5002	270,300			300
5002031	116	116	374	104	104	104		116	116	104	104	104	104	CharacteristicLang5002	270,300			300
5002032	116	116	386	104	104	104		116	116	116	104	104	104	CharacteristicLang5002	270,300			300
5002033	116	116	386	116	104	104		116	116	116	116	104	104	CharacteristicLang5002	270,300			300
5002034	116	116	386	116	116	104		116	116	116	116	116	104	CharacteristicLang5002	270,300			300
5002035	116	116	386	116	116	116		116	116	116	116	116	116	CharacteristicLang5002	270,300			300
5002036	130	130	430	130	130	130		130	130	130	130	130	130	CharacteristicLangMax5002	300			400
5002037	180	180	780	180	180	180		180	180	180	180	180	180	CharacteristicLangMax5002	300	AwakeLang5002	300	800
5003001	30	30	30	180	30	30		30	30	30	30	30	30	CharacteristicLang5003	150,180			200
5003002	38	30	30	180	30	30		38	30	30	30	30	30	CharacteristicLang5003	150,180			200
5003003	38	38	30	180	30	30		38	38	30	30	30	30	CharacteristicLang5003	150,180			200
5003004	38	38	38	180	30	30		38	38	38	30	30	30	CharacteristicLang5003	150,180			200
5003005	38	38	38	188	30	30		38	38	38	38	30	30	CharacteristicLang5003	150,180			200
5003006	38	38	38	188	38	30		38	38	38	38	38	30	CharacteristicLang5003	150,180			200
5003007	38	38	38	188	38	38		38	38	38	38	38	38	CharacteristicLang5003	150,180			200
5003008	44	44	44	224	44	44		44	44	44	44	44	44	CharacteristicLang5003	180,210			225
5003009	53	44	44	224	44	44		53	44	44	44	44	44	CharacteristicLang5003	180,210			225
5003010	53	53	44	224	44	44		53	53	44	44	44	44	CharacteristicLang5003	180,210			225
5003011	53	53	53	224	44	44		53	53	53	44	44	44	CharacteristicLang5003	180,210			225
5003012	53	53	53	233	44	44		53	53	53	53	44	44	CharacteristicLang5003	180,210			225
5003013	53	53	53	233	53	44		53	53	53	53	53	44	CharacteristicLang5003	180,210			225
5003014	53	53	53	233	53	53		53	53	53	53	53	53	CharacteristicLang5003	180,210			225
5003015	61	61	61	271	61	61		61	61	61	61	61	61	CharacteristicLang5003	210,240			250
5003016	71	61	61	271	61	61		71	61	61	61	61	61	CharacteristicLang5003	210,240			250
5003017	71	71	61	271	61	61		71	71	61	61	61	61	CharacteristicLang5003	210,240			250
5003018	71	71	71	271	61	61		71	71	71	61	61	61	CharacteristicLang5003	210,240			250
5003019	71	71	71	281	61	61		71	71	71	71	61	61	CharacteristicLang5003	210,240			250
5003020	71	71	71	281	71	61		71	71	71	71	71	61	CharacteristicLang5003	210,240			250
5003021	71	71	71	281	71	71		71	71	71	71	71	71	CharacteristicLang5003	210,240			250
5003022	81	81	81	321	81	81		81	81	81	81	81	81	CharacteristicLang5003	240,270			275
5003023	92	81	81	321	81	81		92	81	81	81	81	81	CharacteristicLang5003	240,270			275
5003024	92	92	81	321	81	81		92	92	81	81	81	81	CharacteristicLang5003	240,270			275
5003025	92	92	92	321	81	81		92	92	92	81	81	81	CharacteristicLang5003	240,270			275
5003026	92	92	92	332	81	81		92	92	92	92	81	81	CharacteristicLang5003	240,270			275
5003027	92	92	92	332	92	81		92	92	92	92	92	81	CharacteristicLang5003	240,270			275
5003028	92	92	92	332	92	92		92	92	92	92	92	92	CharacteristicLang5003	240,270			275
5003029	104	104	104	374	104	104		104	104	104	104	104	104	CharacteristicLang5003	270,300			300
5003030	116	104	104	374	104	104		116	104	104	104	104	104	CharacteristicLang5003	270,300			300
5003031	116	116	104	374	104	104		116	116	104	104	104	104	CharacteristicLang5003	270,300			300
5003032	116	116	116	374	104	104		116	116	116	104	104	104	CharacteristicLang5003	270,300			300
5003033	116	116	116	386	104	104		116	116	116	116	104	104	CharacteristicLang5003	270,300			300
5003034	116	116	116	386	116	104		116	116	116	116	116	104	CharacteristicLang5003	270,300			300
5003035	116	116	116	386	116	116		116	116	116	116	116	116	CharacteristicLang5003	270,300			300
5003036	130	130	130	430	130	130		130	130	130	130	130	130	CharacteristicLangMax5003	300			400
5003037	180	180	180	780	180	180		180	180	180	180	180	180	CharacteristicLangMax5003	300	AwakeLang5003	300	800
5004001	30	30	30	30	180	30		30	30	30	30	30	30	CharacteristicLang5004	150,180			200
5004002	38	30	30	30	180	30		38	30	30	30	30	30	CharacteristicLang5004	150,180			200
5004003	38	38	30	30	180	30		38	38	30	30	30	30	CharacteristicLang5004	150,180			200
5004004	38	38	38	30	180	30		38	38	38	30	30	30	CharacteristicLang5004	150,180			200
5004005	38	38	38	38	180	30		38	38	38	38	30	30	CharacteristicLang5004	150,180			200
5004006	38	38	38	38	188	30		38	38	38	38	38	30	CharacteristicLang5004	150,180			200
5004007	38	38	38	38	188	38		38	38	38	38	38	38	CharacteristicLang5004	150,180			200
5004008	44	44	44	44	224	44		44	44	44	44	44	44	CharacteristicLang5004	180,210			225
5004009	53	44	44	44	224	44		53	44	44	44	44	44	CharacteristicLang5004	180,210			225
5004010	53	53	44	44	224	44		53	53	44	44	44	44	CharacteristicLang5004	180,210			225
5004011	53	53	53	44	224	44		53	53	53	44	44	44	CharacteristicLang5004	180,210			225
5004012	53	53	53	53	224	44		53	53	53	53	44	44	CharacteristicLang5004	180,210			225
5004013	53	53	53	53	233	44		53	53	53	53	53	44	CharacteristicLang5004	180,210			225
5004014	53	53	53	53	233	53		53	53	53	53	53	53	CharacteristicLang5004	180,210			225
5004015	61	61	61	61	271	61		61	61	61	61	61	61	CharacteristicLang5004	210,240			250
5004016	71	61	61	61	271	61		71	61	61	61	61	61	CharacteristicLang5004	210,240			250
5004017	71	71	61	61	271	61		71	71	61	61	61	61	CharacteristicLang5004	210,240			250
5004018	71	71	71	61	271	61		71	71	71	61	61	61	CharacteristicLang5004	210,240			250
5004019	71	71	71	71	271	61		71	71	71	71	61	61	CharacteristicLang5004	210,240			250
5004020	71	71	71	71	281	61		71	71	71	71	71	61	CharacteristicLang5004	210,240			250
5004021	71	71	71	71	281	71		71	71	71	71	71	71	CharacteristicLang5004	210,240			250
5004022	81	81	81	81	321	81		81	81	81	81	81	81	CharacteristicLang5004	240,270			275
5004023	92	81	81	81	321	81		92	81	81	81	81	81	CharacteristicLang5004	240,270			275
5004024	92	92	81	81	321	81		92	92	81	81	81	81	CharacteristicLang5004	240,270			275
5004025	92	92	92	81	321	81		92	92	92	81	81	81	CharacteristicLang5004	240,270			275
5004026	92	92	92	92	321	81		92	92	92	92	81	81	CharacteristicLang5004	240,270			275
5004027	92	92	92	92	332	81		92	92	92	92	92	81	CharacteristicLang5004	240,270			275
5004028	92	92	92	92	332	92		92	92	92	92	92	92	CharacteristicLang5004	240,270			275
5004029	104	104	104	104	374	104		104	104	104	104	104	104	CharacteristicLang5004	270,300			300
5004030	116	104	104	104	374	104		116	104	104	104	104	104	CharacteristicLang5004	270,300			300
5004031	116	116	104	104	374	104		116	116	104	104	104	104	CharacteristicLang5004	270,300			300
5004032	116	116	116	104	374	104		116	116	116	104	104	104	CharacteristicLang5004	270,300			300
5004033	116	116	116	116	374	104		116	116	116	116	104	104	CharacteristicLang5004	270,300			300
5004034	116	116	116	116	386	104		116	116	116	116	116	104	CharacteristicLang5004	270,300			300
5004035	116	116	116	116	386	116		116	116	116	116	116	116	CharacteristicLang5004	270,300			300
5004036	130	130	130	130	430	130		130	130	130	130	130	130	CharacteristicLangMax5004	300			400
5004037	180	180	180	180	780	180		180	180	180	180	180	180	CharacteristicLangMax5004	300	AwakeLang5004	300	800
5005001	30	30	30	30	30	180		30	30	30	30	30	30	CharacteristicLang5005	150,180			200
5005002	38	30	30	30	30	180		38	30	30	30	30	30	CharacteristicLang5005	150,180			200
5005003	38	38	30	30	30	180		38	38	30	30	30	30	CharacteristicLang5005	150,180			200
5005004	38	38	38	30	30	180		38	38	38	30	30	30	CharacteristicLang5005	150,180			200
5005005	38	38	38	38	30	180		38	38	38	38	30	30	CharacteristicLang5005	150,180			200
5005006	38	38	38	38	38	180		38	38	38	38	38	30	CharacteristicLang5005	150,180			200
5005007	38	38	38	38	38	188		38	38	38	38	38	38	CharacteristicLang5005	150,180			200
5005008	44	44	44	44	44	224		44	44	44	44	44	44	CharacteristicLang5005	180,210			225
5005009	53	44	44	44	44	224		53	44	44	44	44	44	CharacteristicLang5005	180,210			225
5005010	53	53	44	44	44	224		53	53	44	44	44	44	CharacteristicLang5005	180,210			225
5005011	53	53	53	44	44	224		53	53	53	44	44	44	CharacteristicLang5005	180,210			225
5005012	53	53	53	53	44	224		53	53	53	53	44	44	CharacteristicLang5005	180,210			225
5005013	53	53	53	53	53	224		53	53	53	53	53	44	CharacteristicLang5005	180,210			225
5005014	53	53	53	53	53	233		53	53	53	53	53	53	CharacteristicLang5005	180,210			225
5005015	61	61	61	61	61	271		61	61	61	61	61	61	CharacteristicLang5005	210,240			250
5005016	71	61	61	61	61	271		71	61	61	61	61	61	CharacteristicLang5005	210,240			250
5005017	71	71	61	61	61	271		71	71	61	61	61	61	CharacteristicLang5005	210,240			250
5005018	71	71	71	61	61	271		71	71	71	61	61	61	CharacteristicLang5005	210,240			250
5005019	71	71	71	71	61	271		71	71	71	71	61	61	CharacteristicLang5005	210,240			250
5005020	71	71	71	71	71	271		71	71	71	71	71	61	CharacteristicLang5005	210,240			250
5005021	71	71	71	71	71	311		71	71	71	71	71	71	CharacteristicLang5005	210,240			250
5005022	81	81	81	81	81	321		81	81	81	81	81	81	CharacteristicLang5005	240,270			275
5005023	92	81	81	81	81	321		92	81	81	81	81	81	CharacteristicLang5005	240,270			275
5005024	92	92	81	81	81	321		92	92	81	81	81	81	CharacteristicLang5005	240,270			275
5005025	92	92	92	81	81	321		92	92	92	81	81	81	CharacteristicLang5005	240,270			275
5005026	92	92	92	92	81	321		92	92	92	92	81	81	CharacteristicLang5005	240,270			275
5005027	92	92	92	92	92	321		92	92	92	92	92	81	CharacteristicLang5005	240,270			275
5005028	92	92	92	92	92	332		92	92	92	92	92	92	CharacteristicLang5005	240,270			275
5005029	104	104	104	104	104	374		104	104	104	104	104	104	CharacteristicLang5005	270,300			300
5005030	116	104	104	104	104	374		116	104	104	104	104	104	CharacteristicLang5005	270,300			300
5005031	116	116	104	104	104	374		116	116	104	104	104	104	CharacteristicLang5005	270,300			300
5005032	116	116	116	104	104	374		116	116	116	104	104	104	CharacteristicLang5005	270,300			300
5005033	116	116	116	116	104	374		116	116	116	116	104	104	CharacteristicLang5005	270,300			300
5005034	116	116	116	116	116	374		116	116	116	116	116	104	CharacteristicLang5005	270,300			300
5005035	116	116	116	116	116	386		116	116	116	116	116	116	CharacteristicLang5005	270,300			300
5005036	130	130	130	130	130	430		130	130	130	130	130	130	CharacteristicLangMax5005	300			400
5005037	180	180	180	180	180	780		180	180	180	180	180	180	CharacteristicLangMax5005	300	AwakeLang5005	300	800
5006001	30	180	30	30	30	30		30	30	30	30	30	30	CharacteristicLang5006	150,180			200
5006002	38	180	30	30	30	30		38	30	30	30	30	30	CharacteristicLang5006	150,180			200
5006003	38	188	30	30	30	30		38	38	30	30	30	30	CharacteristicLang5006	150,180			200
5006004	38	188	38	30	30	30		38	38	38	30	30	30	CharacteristicLang5006	150,180			200
5006005	38	188	38	38	30	30		38	38	38	38	30	30	CharacteristicLang5006	150,180			200
5006006	38	188	38	38	38	30		38	38	38	38	38	30	CharacteristicLang5006	150,180			200
5006007	38	188	38	38	38	38		38	38	38	38	38	38	CharacteristicLang5006	150,180			200
5006008	44	224	44	44	44	44		44	44	44	44	44	44	CharacteristicLang5006	180,210			225
5006009	53	224	44	44	44	44		53	44	44	44	44	44	CharacteristicLang5006	180,210			225
5006010	53	233	44	44	44	44		53	53	44	44	44	44	CharacteristicLang5006	180,210			225
5006011	53	233	53	44	44	44		53	53	53	44	44	44	CharacteristicLang5006	180,210			225
5006012	53	233	53	53	44	44		53	53	53	53	44	44	CharacteristicLang5006	180,210			225
5006013	53	233	53	53	53	44		53	53	53	53	53	44	CharacteristicLang5006	180,210			225
5006014	53	233	53	53	53	53		53	53	53	53	53	53	CharacteristicLang5006	180,210			225
5006015	61	271	61	61	61	61		61	61	61	61	61	61	CharacteristicLang5006	210,240			250
5006016	71	271	61	61	61	61		71	61	61	61	61	61	CharacteristicLang5006	210,240			250
5006017	71	281	61	61	61	61		71	71	61	61	61	61	CharacteristicLang5006	210,240			250
5006018	71	281	71	61	61	61		71	71	71	61	61	61	CharacteristicLang5006	210,240			250
5006019	71	281	71	71	61	61		71	71	71	71	61	61	CharacteristicLang5006	210,240			250
5006020	71	281	71	71	71	61		71	71	71	71	71	61	CharacteristicLang5006	210,240			250
5006021	71	281	71	71	71	71		71	71	71	71	71	71	CharacteristicLang5006	210,240			250
5006022	81	321	81	81	81	81		81	81	81	81	81	81	CharacteristicLang5006	240,270			275
5006023	92	321	81	81	81	81		92	81	81	81	81	81	CharacteristicLang5006	240,270			275
5006024	92	332	81	81	81	81		92	92	81	81	81	81	CharacteristicLang5006	240,270			275
5006025	92	332	92	81	81	81		92	92	92	81	81	81	CharacteristicLang5006	240,270			275
5006026	92	332	92	92	81	81		92	92	92	92	81	81	CharacteristicLang5006	240,270			275
5006027	92	332	92	92	92	81		92	92	92	92	92	81	CharacteristicLang5006	240,270			275
5006028	92	332	92	92	92	92		92	92	92	92	92	92	CharacteristicLang5006	240,270			275
5006029	104	374	104	104	104	104		104	104	104	104	104	104	CharacteristicLang5006	270,300			300
5006030	116	374	104	104	104	104		116	104	104	104	104	104	CharacteristicLang5006	270,300			300
5006031	116	386	104	104	104	104		116	116	104	104	104	104	CharacteristicLang5006	270,300			300
5006032	116	386	116	104	104	104		116	116	116	104	104	104	CharacteristicLang5006	270,300			300
5006033	116	386	116	116	104	104		116	116	116	116	104	104	CharacteristicLang5006	270,300			300
5006034	116	386	116	116	116	104		116	116	116	116	116	104	CharacteristicLang5006	270,300			300
5006035	116	386	116	116	116	116		116	116	116	116	116	116	CharacteristicLang5006	270,300			300
5006036	130	430	130	130	130	130		130	130	130	130	130	130	CharacteristicLangMax5006	300			400
5006037	180	780	180	180	180	180		180	180	180	180	180	180	CharacteristicLangMax5006	300	AwakeLang5006	300	800
5007001	32	32	32	32	32	32		32	32	32	32	32	32	CharacteristicLang5007	0.5,0.6			300
5007002	40	32	32	32	32	32		40	32	32	32	32	32	CharacteristicLang5007	0.5,0.6			200
5007003	40	40	32	32	32	32		40	40	32	32	32	32	CharacteristicLang5007	0.5,0.6			200
5007004	40	40	40	32	32	32		40	40	40	32	32	32	CharacteristicLang5007	0.5,0.6			200
5007005	40	40	40	40	32	32		40	40	40	40	32	32	CharacteristicLang5007	0.5,0.6			200
5007006	40	40	40	40	40	32		40	40	40	40	40	32	CharacteristicLang5007	0.5,0.6			200
5007007	40	40	40	40	40	40		40	40	40	40	40	40	CharacteristicLang5007	0.5,0.6			200
5007008	46	46	46	46	46	46		46	46	46	46	46	46	CharacteristicLang5007	0.6,0.7			225
5007009	55	46	46	46	46	46		55	46	46	46	46	46	CharacteristicLang5007	0.6,0.7			225
5007010	55	55	46	46	46	46		55	55	46	46	46	46	CharacteristicLang5007	0.6,0.7			225
5007011	55	55	55	46	46	46		55	55	55	46	46	46	CharacteristicLang5007	0.6,0.7			225
5007012	55	55	55	55	46	46		55	55	55	55	46	46	CharacteristicLang5007	0.6,0.7			225
