特效编号	特效分类	特效优先级	对象绑点	对象的对象绑点	缩放方式	缩放比例	持续特效资源	持续特效时间	特效消失方式	特效消失开始时间点	旋转角偏移	是否使用固定旋转角偏移	固定旋转角偏移	偏移位置	是否头顶UI特效	是否普攻特效	持续特效是否循环播放	链接方式	自适应屏幕尺寸缩放	特效音效	阵营变色特效
60005	15	100	10	0	1		p003_daiji	10000.000000	0	0.000000								0	0		0
60006	15	100	60	0	1		p008_daiji_ld	10000.000000	0	0.000000								0	0		0
60007	15	100	10	0	1		p008_daiji	10000.000000	0	0.000000								0	0		0
60008	15	100	0	0	1		p007_daiji	10000.000000	0	0.000000								0	0		0
60009	15	100	61	0	1		p010_daiji	10000.000000	0	0.000000								0	0		0
60010	15	100	62	0	1		p010_daiji	10000.000000	0	0.000000								0	0		0
60011	15	100	46	0	1		p010_daiji_sz	10000.000000	0	0.000000								0	0		0
60012	15	100	67	0	1		p011_daiji_guge	8.500000	0	0.000000								0	0		0
60013	15	100	0	0	1		p011_daiji	10000.000000	0	0.000000								0	0		0
60014	15	100	21	0	1		p012_daiji	10000.000000	0	0.000000								0	0		0
60015	15	100	63	0	1		p012_daiji_jiao	10000.000000	0	0.000000								0	0		0
60016	15	100	64	0	1		p012_daiji_jiao	10000.000000	0	0.000000								0	0		0
60017	15	100	52	0	1		p009_daiji	10000.000000	0	0.000000								0	0		0
60018	15	100	52	0	1		p009_daiji_xiaoshi	10000.000000	0	0.000000								0	0		0
80000	3	100	0	0	1		n001_function01_eff01	5.000000	0	0.000000								0	0		0
80001	3	100	0	0	1		n001_function02_eff01	4.500000	0	0.000000								0	0		0
80002	3	100	0	0	1		n001_show01_eff01	5.500000	0	0.000000								0	0		0
80003	3	100	0	0	1		n001_show02_eff01	5.000000	0	0.000000								0	0		0
80004	3	100	10	0	1		c002_show01_pen	1.750000	0	0.000000								0	0		0
80005	3	100	9	0	1		c002_show01_book	3.000000	0	0.000000								0	0		0
80006	3	100	0	0	1		c002_show01_cake	5.000000	0	0.000000								0	0		0
80007	3	100	7	0	1		c004_show01_gong	999999.000000	0	0.000000							1	0	0		0
80008	3	100	52	0	1		c004_show01_qin	6.000000	0	0.000000								0	0		0
80009	3	100	0	0	1		c004_show01_music	6.000000	0	0.000000								0	0		0
80010	3	100	0	0	1		n002_function01	5.500000	0	0.000000								0	0		0
80011	3	100	0	0	1		c005_show01	3.000000	0	0.000000								0	0		0
80012	3	100	0	0	1		c005_show02	4.000000	0	0.000000								0	0		0
80013	3	100	0	0	1		c005_show02_part2	7.000000	0	0.000000								0	0		0
80014	3	100	7	0	1		creatrole_c004_gong	999999.000000	0	0.000000								0	0		0
80015	3	100	0	0	1		c006h_show	4.500000	0	0.000000								0	0		0
80016	3	100	1	0	1		c006h_show_qiu	3.500000	0	0.000000								0	0		0
80017	3	100	7	0	1		c008_show_gong	5.500000	0	0.000000								0	0		0
80018	3	100	43	0	1		c008_show_fazhang	5.500000	0	0.000000								0	0		0
80019	3	100	8	0	1		c008_show_zhedang	1.000000	0	0.000000								0	0		0
80020	3	100	7	0	1		c008_show_zhedang	1.000000	0	0.000000								0	0		0
80021	11	100	0	0	1		eff_injury01	1.000000	0	0.000000								0	0		0
80022	1	100	0	0	1		n025_idle02	10000.000000	0	0.000000								0	0		0
90000	1	100	0	0	0		dropeffect_003	999.000000	0	0.000000							1	0	0		0
90001	1	100	0	0	0		dropeffect_003_2	2.000000	0	0.000000								0	0		0
90002	3	100	0	0	1		drop_equip002	999.000000	0	0.000000							1	0	0		0
90003	3	100	0	0	1		drop_equip003	999.000000	0	0.000000							1	0	0		0
90004	3	100	0	0	1		drop_equip004	999.000000	0	0.000000							1	0	0		0
90005	3	100	0	0	1		drop_equip005	999.000000	0	0.000000							1	0	0		0
90006	3	100	0	0	1		drop_equip006	999.000000	0	0.000000							1	0	0		0
90007	3	100	0	0	1		drop_equip007	999.000000	0	0.000000							1	0	0		0
90008	3	100	0	0	1		drop_equip008	999.000000	0	0.000000							1	0	0		0
90009	3	100	0	0	1		drop_equip009	999.000000	0	0.000000							1	0	0		0
90010	3	100	0	0	1		drop_equip010	999.000000	0	0.000000							1	0	0		0
90011	3	100	0	0	1		drop_equip001_c001	999.000000	0	0.000000							1	0	0		0
90012	3	100	0	0	1		drop_equip001_c002	999.000000	0	0.000000							1	0	0		0
90013	3	100	0	0	1		drop_equip001_c003	999.000000	0	0.000000							1	0	0		0
90014	3	100	0	0	1		drop_equip001_c004	999.000000	0	0.000000							1	0	0		0
90015	3	100	0	0	1		drop_equip001_c005	999.000000	0	0.000000							1	0	0		0
90016	3	100	0	0	1		drop_q0	999.000000	0	0.000000							1	0	0		0
90017	3	100	0	0	1		drop_q1	999.000000	0	0.000000							1	0	0		0
90018	3	100	0	0	1		drop_q2	999.000000	0	0.000000							1	0	0		0
90019	3	100	0	0	1		drop_q3	999.000000	0	0.000000							1	0	0		0
90020	3	100	0	0	1		drop_q4	999.000000	0	0.000000							1	0	0		0
90021	3	100	0	0	1		drop_q5	999.000000	0	0.000000							1	0	0		0
90022	3	100	0	0	1		drop_equip001_c001_q1	999.000000	0	0.000000							1	0	0		0
90023	3	100	0	0	1		drop_equip001_c001_q2	999.000000	0	0.000000							1	0	0		0
90024	3	100	0	0	1		drop_equip001_c001_q3	999.000000	0	0.000000							1	0	0		0
90025	3	100	0	0	1		drop_equip001_c001_q4	999.000000	0	0.000000							1	0	0		0
90026	3	100	0	0	1		drop_equip001_c001_q5	999.000000	0	0.000000							1	0	0		0
90027	3	100	0	0	1		drop_equip001_c002_q1	999.000000	0	0.000000							1	0	0		0
90028	3	100	0	0	1		drop_equip001_c002_q2	999.000000	0	0.000000							1	0	0		0
90029	3	100	0	0	1		drop_equip001_c002_q3	999.000000	0	0.000000							1	0	0		0
90030	3	100	0	0	1		drop_equip001_c002_q4	999.000000	0	0.000000							1	0	0		0
90031	3	100	0	0	1		drop_equip001_c002_q5	999.000000	0	0.000000							1	0	0		0
90032	3	100	0	0	1		drop_equip001_c003_q1	999.000000	0	0.000000							1	0	0		0
90033	3	100	0	0	1		drop_equip001_c003_q2	999.000000	0	0.000000							1	0	0		0
90034	3	100	0	0	1		drop_equip001_c003_q3	999.000000	0	0.000000							1	0	0		0
90035	3	100	0	0	1		drop_equip001_c003_q4	999.000000	0	0.000000							1	0	0		0
90036	3	100	0	0	1		drop_equip001_c003_q5	999.000000	0	0.000000							1	0	0		0
90037	3	100	0	0	1		drop_equip001_c004_q1	999.000000	0	0.000000							1	0	0		0
90038	3	100	0	0	1		drop_equip001_c004_q2	999.000000	0	0.000000							1	0	0		0
90039	3	100	0	0	1		drop_equip001_c004_q3	999.000000	0	0.000000							1	0	0		0
90040	3	100	0	0	1		drop_equip001_c004_q4	999.000000	0	0.000000							1	0	0		0
90041	3	100	0	0	1		drop_equip001_c004_q5	999.000000	0	0.000000							1	0	0		0
90042	3	100	0	0	1		drop_equip001_c005_q1	999.000000	0	0.000000							1	0	0		0
90043	3	100	0	0	1		drop_equip001_c005_q2	999.000000	0	0.000000							1	0	0		0
90044	3	100	0	0	1		drop_equip001_c005_q3	999.000000	0	0.000000							1	0	0		0
90045	3	100	0	0	1		drop_equip001_c005_q4	999.000000	0	0.000000							1	0	0		0
90046	3	100	0	0	1		drop_equip001_c005_q5	999.000000	0	0.000000							1	0	0		0
90047	3	100	0	0	0		effect_buffball_hp	10000.000000	0	0.000000							1	0	0		0
90048	3	100	0	0	0		effect_buffball_power	10000.000000	0	0.000000							1	0	0		0
90049	3	100	0	0	0		effect_buffball_atk	10000.000000	0	0.000000							1	0	0		0
90050	3	100	0	0	0		effect_buffball_cd	10000.000000	0	0.000000							1	0	0		0
90051	3	100	0	0	0		effect_buffball_speed	10000.000000	0	0.000000							1	0	0		0
90052	3	100	0	0	0		effect_buffball_invincible	10000.000000	0	0.000000							1	0	0		0
90053	3	100	0	0	0		effect_buffball_lightning	10000.000000	0	0.000000							1	0	0		0
90054	3	100	0	0	0		effect_buffball_fire	10000.000000	0	0.000000							1	0	0		0
90055	3	100	0	0	1		drop_equip001_c001_q2_1	999.000000	0	0.000000							1	0	0		0
90056	3	100	0	0	1		drop_equip001_c001_q3_1	999.000000	0	0.000000							1	0	0		0
90057	3	100	0	0	1		drop_equip001_c001_q4_1	999.000000	0	0.000000							1	0	0		0
90058	3	100	0	0	1		drop_equip001_c001_q5_1	999.000000	0	0.000000							1	0	0		0
90059	3	100	0	0	1		drop_equip001_c002_q2_1	999.000000	0	0.000000							1	0	0		0
90060	3	100	0	0	1		drop_equip001_c002_q3_1	999.000000	0	0.000000							1	0	0		0
90061	3	100	0	0	1		drop_equip001_c002_q4_1	999.000000	0	0.000000							1	0	0		0
90062	3	100	0	0	1		drop_equip001_c002_q5_1	999.000000	0	0.000000							1	0	0		0
90063	3	100	0	0	1		drop_equip001_c003_q2_1	999.000000	0	0.000000							1	0	0		0
90064	3	100	0	0	1		drop_equip001_c003_q3_1	999.000000	0	0.000000							1	0	0		0
90065	3	100	0	0	1		drop_equip001_c003_q4_1	999.000000	0	0.000000							1	0	0		0
90066	3	100	0	0	1		drop_equip001_c003_q5_1	999.000000	0	0.000000							1	0	0		0
90067	3	100	0	0	1		drop_equip001_c004_q2_1	999.000000	0	0.000000							1	0	0		0
90068	3	100	0	0	1		drop_equip001_c004_q3_1	999.000000	0	0.000000							1	0	0		0
90069	3	100	0	0	1		drop_equip001_c004_q4_1	999.000000	0	0.000000							1	0	0		0
90070	3	100	0	0	1		drop_equip001_c004_q5_1	999.000000	0	0.000000							1	0	0		0
90071	3	100	0	0	1		drop_equip001_c005_q2_1	999.000000	0	0.000000							1	0	0		0
90072	3	100	0	0	1		drop_equip001_c005_q3_1	999.000000	0	0.000000							1	0	0		0
90073	3	100	0	0	1		drop_equip001_c005_q4_1	999.000000	0	0.000000							1	0	0		0
90074	3	100	0	0	1		drop_equip001_c005_q5_1	999.000000	0	0.000000							1	0	0		0
90075	3	100	0	0	1		drop_q2_1	999.000000	0	0.000000							1	0	0		0
90076	3	100	0	0	1		drop_q3_1	999.000000	0	0.000000							1	0	0		0
90077	3	100	0	0	1		drop_q4_1	999.000000	0	0.000000							1	0	0		0
90078	3	100	0	0	1		drop_q5_1	999.000000	0	0.000000							1	0	0		0
90079	1	100	0	0	0		dropeffect_003_suo	1.000000	0	0.000000							1	0	0		0
90080	3	100	0	0	0	3,3,3	eff_shuzi_1	10000.000000	0	0.000000				0,0.8,0			1	0	0		0
90081	3	100	0	0	0	3,3,3	eff_shuzi_2	10000.000000	0	0.000000				0,0.8,0			1	0	0		0
90082	3	100	0	0	0	3,3,3	eff_shuzi_3	10000.000000	0	0.000000				0,0.8,0			1	0	0		0
90083	3	100	0	0	0	3,3,3	eff_shuzi_4	10000.000000	0	0.000000				0,0.8,0			1	0	0		0
90084	3	100	0	0	0	3,3,3	eff_shuzi_5	10000.000000	0	0.000000				0,0.8,0			1	0	0		0
90085	3	100	0	0	0	3,3,3	eff_shuzi_6	10000.000000	0	0.000000				0,0.8,0			1	0	0		0
90086	3	100	0	0	0	3,3,3	eff_shuzi_7	10000.000000	0	0.000000				0,0.8,0			1	0	0		0
90087	3	100	0	0	0	3,3,3	eff_shuzi_8	10000.000000	0	0.000000				0,0.8,0			1	0	0		0
90088	3	100	0	0	0	3,3,3	eff_shuzi_9	10000.000000	0	0.000000				0,0.8,0			1	0	0		0
110000	14	1	0	0	1		monster_birth	2.000000	0	0.000000								0	0		0
110001	3	100	0	0	1		effect_shengji	3.000000	0	0.000000								0	0		0
110002	3	100	0	0	0		chest01_open	2.000000	0	0.000000								0	0		0
110003	3	100	1	0	1		g503_fire	10000.000000	0	0.000000							1	0	0		0
110004	3	100	1	0	1		g503_nofire	1.000000	0	0.000000								0	0		0
110005	3	100	10	0	1		g510_die	10000.000000	0	0.000000								0	0		0
110006	3	100	0	0	0		g504_die	10000.000000	0	0.000000								0	0		0
110007	3	100	0	0	0	1,1,1	g506_eff	5.000000	0	0.000000								0	0		0
110008	3	100	0	0	0		g507_eff01	10000.000000	0	0.000000								0	0		0
110009	3	100	0	0	0		g507_eff02	10000.000000	0	0.000000								0	0		0
110010	3	100	0	0	0		g508_die	1.500000	0	0.000000								0	0		0
110011	3	100	0	0	0		g509_eff01	20.000000	0	0.000000							1	0	0		0
110012	3	100	0	0	0		g509_eff02	1.500000	0	0.000000								0	0		0
110013	3	100	0	0	1		g505_die	10000.000000	0	0.000000								0	0		0
110014	3	100	14	15	0		g508_chain01	10000.000000	0	0.000000								0	0		0
110015	3	100	0	0	0	1,1,1	g506_eff	5.000000	0	0.000000	-20,0,0							0	0		0
110016	3	100	0	0	0		30003_luohui	3.500000	0	0.000000								0	0		0
110017	3	100	0	0	0		30003_luoshi	2.300000	0	0.000000								0	0		0
110018	3	100	0	0	1		b001_birth01	2.500000	0	0.000000								0	0		0
110019	3	100	0	0	1		oceanmonster_birth	2.000000	0	0.000000								0	0		0
110020	3	100	0	0	0		mijingtrans_up	2.000000	0	0.000000								0	0		0
110021	3	100	0	0	0		mijingtrans_down	2.000000	0	0.000000								0	0		0
110022	3	100	0	0	0		trans_up	6.000000	0	0.000000								0	0		0
110023	3	100	0	0	0		trans_down	1.500000	0	0.000000								0	0		0
110024	3	100	0	0	0		effect_20001_hudun	9999.000000	0	0.000000							1	0	0		0
110025	3	100	0	0	0		effect_20002_hudun	9999.000000	0	0.000000							1	0	0		0
110026	3	100	0	0	0		effect_chaozai	10000.000000	0	0.000000							1	0	1		0
110027	3	100	0	0	0		effect_speed_up	10000.000000	0	0.000000							1	0	1		0
110028	3	100	0	0	0		effect_boss_lanhuo	10000.000000	0	0.000000							1	0	0		0
110029	3	100	0	0	0		effect_boss_zihuo	10000.000000	0	0.000000							1	0	0		0
110030	3	100	0	0	0		effect_zhaohuanboss	10000.000000	0	0.000000								0	0		0
110031	3	100	0	0	0		effect_bomb	3.500000	0	0.000000								0	0		0
110032	3	100	0	0	0		effect_mozhu	2.500000	0	0.000000								0	0		0
110033	3	100	0	0	0		20001_huoxing	10000.000000	0	0.000000							1	0	0		0
110034	3	100	0	0	0		20001_zhengqi	10000.000000	0	0.000000							1	0	0		0
110035	3	100	0	0	0		effect_heiwu_10	2.000000	0	0.000000								0	0		0
110036	3	100	0	0	0		effect_heiwu_20	2.000000	0	0.000000								0	0		0
110037	3	100	0	0	0	0.5,0.5,0.5	effect_fazheng	2.000000	0	0.000000								0	0		0
110038	3	100	0	0	0		effect_heiguang	2.000000	0	0.000000								0	0		0
110039	3	100	0	0	0		effect_posui_h	2.000000	0	0.000000								0	0		0
110040	3	100	0	0	0		effect_posui_m	2.000000	0	0.000000								0	0		0
110041	3	100	0	0	1		m028_die01	2.000000	0	0.000000								0	0		0
110042	3	100	0	0	0		effect_kongqiqiang	10000.000000	0	0.000000								0	0		0
110043	3	100	0	0	0		g522_hong	10000.000000	0	0.000000								0	0		0
110044	3	100	0	0	0		g522_huang	10000.000000	0	0.000000								0	0		0
110045	3	100	0	0	0		g522_lan	10000.000000	0	0.000000								0	0		0
110046	3	100	0	0	0		effect_chongneng	10000.000000	0	0.000000								0	0		0
110047	3	100	0	0	0		effect_chongneng_1	10000.000000	0	0.000000								0	0		0
110048	3	100	6	0	1		effect_alert	0.600000	0	0.000000				0,0,0	1			0	0		0
110049	3	100	0	0	1		effect_chusheng	1.000000	0	0.000000								0	0		0
110050	3	100	0	0	1		g519_faqiu	10000.000000	0	0.000000				0,3,0				0	0		0
110051	3	100	0	0	0		trans_up_1	10000.000000	0	0.000000							1	0	0		0
110052	3	100	0	0	0		effect_boss_chuxian	2.500000	0	0.000000								0	0		0
110053	1	100	0	0	0		eff_100	0.300000	0	0.000000								0	0		0
110054	1	100	0	0	0		eff_500	0.500000	0	0.000000								0	0		0
110055	1	100	0	0	0		eff_1000	0.700000	0	0.000000								0	0		0
110056	3	100	0	0	1		g526_dctx	2.000000	0	0.000000								0	0		0
110057	3	100	0	0	1		effect_small_star	10000.000000	0	0.000000								0	0		0
110058	3	100	0	0	1		effect_big_star	10000.000000	0	0.000000								0	0		0
110059	3	100	0	0	1		effect_xuebf	10000.000000	0	0.000000							1	0	0		0
110060	3	100	0	0	1		effect_xuanzhong	1.500000	0	0.000000								0	0		0
110061	3	100	0	0	1		eff_buff_magma	10000.000000	0	0.000000							1	0	0		0
110062	3	100	0	0	1		m054_birth01	2.500000	0	0.000000								0	0		0
110063	3	100	0	0	1		m041_birth01	1.500000	0	0.000000								0	0		0
110064	2	999	0	0	0	0.6,0.6,0.6	p012_skill0401_area	10000.000000	0	0.000000								0	0		0
110065	2	999	0	0	0		p012_skill0401_bigballexplode	1.000000	0	0.000000				0,0.5,0				0	0		0
110066	2	200	0	0	0	1.5,1.5,1.5	soldier905_skill02_area	0.700000	0	0.000000								0	0		0
110067	2	999	0	0	0	3.5,3.5,3.5	p011_skill09	10000.000000	0	0.000000				0,2.5,0				0	0		0
110068	2	999	0	0	0		n053_skill05_r10m	10000.000000	0	0.000000								0	0		0
110069	2	999	0	0	1	1.5,1.5,1.5	m923_skill01_zhadan	10000.000000	0	0.000000							1	0	0		0
110070	2	999	0	0	0	1.5,1.5,1.5	eff_camp_skill_circle01	10000.000000	0	0.000000				0,0.1,0				0	0		0
110071	2	999	0	0	0		p019_petskill01_explode	2.000000	0	0.000000								0	0		0
110072	2	999	0	0	0		n053_skill05_r15m	10000.000000	0	0.000000								0	0		0
110073	2	999	0	0	0		g556_eff01	999999.000000	0	0.000000								0	0		0
110074	2	999	0	0	0		eff_lost_mid2	9999.000000	0	0.000000							1	0	0		0
110075	2	999	0	0	0		eff_lost_start	1.500000	0	0.000000				0,1,0				0	0		0
110076	2	999	0	0	0		eff_lost_mid1	9999.000000	0	0.000000							1	0	0		0
110077	2	999	0	0	0		eff_mon_light	1.000000	0	0.000000								0	0		0
110078	2	999	0	0	0		eff_lost_summon1	9999.000000	0	0.000000	90,0,0			0,1,0				0	0		0
110079	2	999	0	0	0		eff_lost_summon2	9999.000000	0	0.000000								0	0		0
110080	2	999	0	0	0		eff_lost_summon1	9999.000000	0	0.000000	90,0,0			0,2,0				0	0		0
110081	2	999	0	0	0		eff_lost_summon1	9999.000000	0	0.000000	90,0,0			0,3,0				0	0		0
110082	2	999	0	0	0		g556_eff01	9999.000000	0	0.000000	90,0,0			0,6,0				0	0		0
120000	3	100	0	0	1		crack_purple	9999.000000	0	0.000000							1	0	0		0
120001	3	100	0	0	0		crack_purple	9999.000000	0	0.000000							1	0	0		0
120002	3	100	0	0	0		crack_red_lightning	1.000000	0	0.000000								0	0		0
120003	3	100	0	0	0		crack_purple_lightning	1.000000	0	0.000000								0	0		0
120004	3	100	0	0	1		crack_monster_born01	3.000000	0	0.000000								0	0		0
120005	3	100	0	0	1		crack_monster_born02	3.000000	0	0.000000								0	0		0
120006	3	100	0	0	1		crack_monster_die01	3.000000	0	0.000000								0	0		0
120007	3	100	0	0	1		crack_monster_die02	3.000000	0	0.000000								0	0		0
120008	3	100	0	0	0		crack_fly01	999.000000	0	0.000000							1	0	0		0
120009	3	100	0	0	0		crack_fly02	999.000000	0	0.000000							1	0	0		0
120010	3	100	0	0	0		soulstone_get	4.600000	0	0.000000								0	0		0
120011	3	100	0	0	1		m063_siwang	1.800000	0	0.000000								0	0		0
130000	0	0	0	0	0			0.000000	0	0.000000								0	0		0
130001	5	200	0	0	1		e001_birth01_effect	1.800000	0	0.000000								0	0		0
130002	5	200	0	0	1		e001_die01_effect	0.750000	0	0.000000								0	0		0
130003	5	200	38	0	1		e001_idle01_effect	10000.000000	0	0.000000								0	0		0
130004	5	200	0	0	1		e001_light	10000.000000	0	0.000000								0	0		0
130005	5	200	0	0	1		e002_birth01_effect	2.000000	0	0.000000								0	0		0
130006	5	200	0	0	1		e002_die01_effect	1.000000	0	0.000000								0	0		0
130007	5	200	47	0	1		e002_idle01_effect	10000.000000	0	0.000000								0	0		0
130008	5	200	1	0	1		e004_birth01_effect	1.300000	0	0.000000								0	0		0
130009	5	200	0	0	1		e004_die01_effect	2.000000	0	0.000000								0	0		0
130010	5	200	1	0	1		e004_idle01_effect	10000.000000	0	0.000000								0	0		0
130011	5	200	0	0	1		e003_birth01_effect	1.000000	0	0.000000								0	0		0
130012	5	200	0	0	1		e003_die01_effect	2.200000	0	0.000000								0	0		0
130013	5	200	43	0	1		e003_idle01_effect	10000.000000	0	0.000000								0	0		0
130014	5	200	13	0	1		e003_idle01_effect_1	10000.000000	0	0.000000								0	0		0
130015	5	200	0	0	1		e007_birth01_effect	1.500000	0	0.000000								0	0		0
130016	5	200	0	0	1		e007_die01	1.000000	0	0.000000								0	0		0
130017	5	200	8	0	1		e007_idle01_effect	10000.000000	0	0.000000								0	0		0
130018	5	200	7	0	1		e007_idle01_effect_1	10000.000000	0	0.000000								0	0		0
130019	5	200	0	0	1		e008_birth01_effect	0.800000	0	0.000000								0	0		0
130020	5	200	0	0	1		e008_die01_effect	2.000000	0	0.000000								0	0		0
130021	5	200	19	0	1		e008_idle01_effect	10000.000000	0	0.000000								0	0		0
130022	5	200	0	0	1		e005_birth01_effect	2.000000	0	0.000000								0	0		0
130023	5	200	0	0	1		e005_die01_effect	3.000000	0	0.000000								0	0		0
130024	5	200	1	0	1		e005_idle01_effect	10000.000000	0	0.000000								0	0		0
130025	5	200	0	0	1		e006_birth01_effect	1.500000	0	0.000000								0	0		0
130026	5	200	0	0	1		e006_die01_effect	1.500000	0	0.000000								0	0		0
130027	5	200	93	0	1		e006_idle01_effect	10000.000000	0	0.000000								0	0		0
130028	5	200	25	0	1		e005_eye	10000.000000	0	0.000000								0	0		0
130029	5	200	25	0	1		e001_eyes01_effect	10000.000000	0	0.000000								0	0		0
130030	5	200	25	0	1		e002_eyes01_effect	10000.000000	0	0.000000								0	0		0
130031	5	200	25	0	1		e003_eyes01_effect	10000.000000	0	0.000000								0	0		0
130032	5	200	25	0	1		e004_eyes01_effect	10000.000000	0	0.000000								0	0		0
130033	5	200	25	0	1		e005_eyes01_effect	10000.000000	0	0.000000								0	0		0
130034	5	200	25	0	1		e006_eyes01_effect	10000.000000	0	0.000000								0	0		0
130035	5	200	25	0	1		e007_eyes01_effect	10000.000000	0	0.000000								0	0		0
130036	5	200	25	0	1		e008_eyes01_effect	10000.000000	0	0.000000								0	0		0
130037	5	200	0	0	1		e901_birth01_effect	2.000000	0	0.000000								0	0		0
130038	5	200	0	0	1		e901_idle01_effect2	10000.000000	0	0.000000								0	0		0
130039	5	200	0	0	1		e901_die01_effect	2.000000	0	0.000000								0	0		0
130040	5	200	96	0	1		e901_idle01_effect	10000.000000	0	0.000000								0	0		0
130041	5	200	2	0	1		e009_idle01_effect	9999.000000	0	0.000000							1	0	0		0
130042	5	200	0	0	1		e009_birth01_effect	3.000000	0	0.000000								0	0		0
130043	5	200	0	0	1		e009_die01_effect	3.000000	0	0.000000								0	0		0
130044	5	200	25	0	1		e009_eyes01_effect	10000.000000	0	0.000000							1	0	0		0
130045	5	200	0	0	1		e010_birth01_effect02	2.650000	0	0.000000								0	0		0
130046	5	200	0	0	1		e010_die01_effect	1.000000	0	0.000000								0	0		0
130047	5	200	0	0	1		e010_effect_body	9999.000000	0	0.000000								0	0		0
130048	5	200	25	0	1		e010_effect_eye	9999.000000	0	0.000000								0	0		0
130049	5	200	10	0	1		e010_idle01_effect	9999.000000	0	0.000000								0	0		0
130050	5	200	0	0	1		e902_birth01_effect	1.500000	0	0.000000								0	0		0
130051	5	200	25	0	1		e902_idle01_effect01	9999.000000	0	0.000000								0	0		0
130052	5	200	10	0	1		e902_idle01_effect02	9999.000000	0	0.000000								0	0		0
130053	5	200	0	0	1		e902_die01_effect	3.500000	0	0.000000								0	0		0
130054	5	200	25	0	1		e902_effect_eye	9999.000000	0	0.000000								0	0		0
130055	5	200	0	0	1		e011_birth01_effect	12.000000	0	0.000000								0	0		0
130056	5	200	0	0	1		e011_die01_effect	5.000000	0	0.000000								0	0		0
130057	5	200	0	0	1		e011_effect_body	9999.000000	0	0.000000								0	0		0
130058	5	200	25	0	1		e011_effect_eye	9999.000000	0	0.000000								0	0		0
130059	5	200	19	0	1		e011_idle01_effect	9999.000000	0	0.000000								0	0		0
140000	0	0	0	0	0			0.000000	0	0.000000								0	0		0
140001	5	200	0	0	1		e001_skill01_aoe	3.000000	0	0.000000				0,0.1,0				0	0		0
140002	5	200	0	0	1		e002_skill01_hit	1.000000	0	0.000000								0	0		0
140003	5	200	0	0	1		e002_skill01_buff	10000.000000	0	0.000000				0,0.3,0				0	0		0
140004	5	200	0	0	1		e003_skill01_hit	2.000000	0	0.000000								0	0		0
140005	5	200	0	0	1		e003_skill01_buff	10000.000000	0	0.000000				0,2,0				0	0		0
140006	5	200	0	0	1		e005_skill01_hit	1.500000	0	0.000000								0	0		0
140007	5	200	0	0	1		e004_skill01_hit	2.000000	0	0.000000								0	0		0
140008	5	200	0	0	1		e006_skill01_aoe	1.500000	0	0.000000								0	0		0
140009	5	200	0	0	1		e007_skill01_bullet	10000.000000	0	0.000000								0	0		0
140010	5	200	0	0	1		soldier713_skill05_buff_ex	10000.000000	0	0.000000								0	0		0
140011	5	200	0	0	1		b003_skill05_ex	1.500000	0	0.000000								0	0		0
140012	5	200	0	0	1		soldier905_skill05_ex	10000.000000	0	0.000000								0	0		0
140013	5	200	0	0	1		p012_skill0401_area_ex	10000.000000	0	0.000000								0	0		0
140014	5	200	0	0	1		effect_buff_9010_ex	10000.000000	0	0.000000								0	0		0
140015	5	200	0	0	1		b020_skill0303_ground_ex	1.000000	0	0.000000								0	0		0
140016	5	200	0	0	1		b020_skill0303_ground_ex2	1.000000	0	0.000000								0	0		0
140017	5	200	0	0	1		effect_m908_hit_ex	10000.000000	0	0.000000				0,1,0				0	0		0
140018	5	200	0	0	1		soldier704_skill02_hit_ex	10000.000000	0	0.000000								0	0		0
140019	5	200	0	0	1		soldier909_skill05_ex	2.000000	0	0.000000								0	0		0
140020	5	200	0	0	1		soldier701_skill02_area_ex	1.000000	0	0.000000								0	0		0
140021	5	200	0	0	1		soldier701_skill02_area_ex2	1.000000	0	0.000000								0	0		0
140022	5	200	0	0	1		b707_skill03_transfer_ex	10000.000000	0	0.000000								0	0		0
140023	3	100	0	0	1		creatrole_officer_light	3.000000	0	0.000000								0	0		0
140024	5	200	0	0	1		e901_skill01_buff01	10000.000000	0	0.000000		1	1					0	0		0
140025	5	200	109	0	1		e901_skill02_buff	10000.000000	0	0.000000								0	0		0
140026	5	200	0	0	1		e901_skill02_aoe	3.000000	0	0.000000								0	0		0
140027	5	200	0	0	1		e009_skill01_buff01	9999.000000	0	0.000000								0	0		0
140028	5	200	109	0	1		e009_skill02_buff	9999.000000	0	0.000000								0	0		0
140029	5	200	0	0	1		e009_skill02_aoe	2.000000	0	0.000000								0	0		0
140030	5	200	6	0	0		e010_skill01_buff01	9999.000000	0	0.000000					1			0	0		0
140031	5	200	0	0	1		e902_skill01_aoe01	1.500000	0	0.000000								0	0		0
140032	5	200	0	0	1		e902_skill01_aoe02	1.800000	0	0.000000								0	0		0
140033	5	200	0	0	1		e902_skill01_buff01	9999.000000	0	0.000000								0	0		0
140034	5	200	19	0	1		e902_skill02_buff01	9999.000000	0	0.000000								0	0		0
140035	5	200	0	0	1		e011_skill01_buff01	9999.000000	0	0.000000								0	0		0
150000	0	0	0	0	0			0.000000	0	0.000000								0	0		0
150001	5	999	19	0	0		stu001_skill_buff	9999.000000	0	0.000000								0	0		0
150002	5	999	218	0	1	0.5,0.5,0.5	stu001_skill_link	9999.000000	0	0.000000								0	0		0
150003	5	999	19	0	0		stu001_skill_start	1.000000	0	0.000000								0	0		0
150004	5	999	19	0	0		stu001_skill_end	1.000000	0	0.000000								0	0		0
