流水	宝石id	等级	经验需求	评分补偿	升级增加属性值
1643	item117000052330	2	150	153	6
1644	item117000052330	3	350	156	12
1645	item117000052330	4	650	159	19
1646	item117000052330	5	1200	162	26
1647	item117000052330	6	2100	165	33
1648	item117000052330	7	3600	168	41
1649	item117000052330	8	5850	171	49
1650	item117000052330	9	9100	174	57
1651	item117000052330	10	13500	177	66
1652	item117000052330	11	19300	180	75
1653	item117000052330	12	26600	183	84
1654	item117000052330	13	35700	186	94
1655	item117000052330	14	46800	189	104
1656	item117000052330	15	60000	192	114
1657	item107000061101	1	0	350	0
1658	item107000061101	2	100	354	5
1659	item107000061101	3	250	358	10
1660	item107000061101	4	450	362	16
1661	item107000061101	5	750	366	22
1662	item107000061101	6	1150	370	28
1663	item107000061101	7	1700	374	35
1664	item107000061101	8	2400	378	42
1665	item107000061101	9	3300	382	49
1666	item107000061101	10	4400	386	57
1667	item107000061101	11	5800	390	65
1668	item107000061101	12	7500	394	73
1669	item107000061101	13	9550	398	82
1670	item107000061101	14	12050	402	91
1671	item107000061101	15	15000	406	100
1672	item107000061101	16	20250	410	110
1673	item107000061101	17	29400	414	120
1674	item107000061101	18	42900	418	130
1675	item107000061102	1	0	350	0
1676	item107000061102	2	100	354	5
1677	item107000061102	3	250	358	10
1678	item107000061102	4	450	362	16
1679	item107000061102	5	750	366	22
1680	item107000061102	6	1150	370	28
1681	item107000061102	7	1700	374	35
1682	item107000061102	8	2400	378	42
1683	item107000061102	9	3300	382	49
1684	item107000061102	10	4400	386	57
1685	item107000061102	11	5800	390	65
1686	item107000061102	12	7500	394	73
1687	item107000061102	13	9550	398	82
1688	item107000061102	14	12050	402	91
1689	item107000061102	15	15000	406	100
1690	item107000061102	16	20250	410	110
1691	item107000061102	17	29400	414	120
1692	item107000061102	18	42900	418	130
1693	item107000063101	1	0	550	0
1694	item107000063101	2	150	554	7
1695	item107000063101	3	350	558	14
1696	item107000063101	4	650	562	22
1697	item107000063101	5	1200	566	30
1698	item107000063101	6	2100	570	38
1699	item107000063101	7	3600	574	47
1700	item107000063101	8	5850	578	56
1701	item107000063101	9	9100	582	65
1702	item107000063101	10	13500	586	75
1703	item107000063101	11	19300	590	85
1704	item107000063101	12	26600	594	95
1705	item107000063101	13	35700	598	106
1706	item107000063101	14	46800	602	117
1707	item107000063101	15	60000	606	128
1708	item107000063101	16	76400	610	140
1709	item107000063101	17	97600	614	152
1710	item107000063101	18	124000	618	164
1711	item107000063102	1	0	550	0
1712	item107000063102	2	150	554	7
1713	item107000063102	3	350	558	14
1714	item107000063102	4	650	562	22
1715	item107000063102	5	1200	566	30
1716	item107000063102	6	2100	570	38
1717	item107000063102	7	3600	574	47
1718	item107000063102	8	5850	578	56
1719	item107000063102	9	9100	582	65
1720	item107000063102	10	13500	586	75
1721	item107000063102	11	19300	590	85
1722	item107000063102	12	26600	594	95
1723	item107000063102	13	35700	598	106
1724	item107000063102	14	46800	602	117
1725	item107000063102	15	60000	606	128
1726	item107000063102	16	76400	610	140
1727	item107000063102	17	97600	614	152
1728	item107000063102	18	124000	618	164
1729	item107000063103	1	0	550	0
1730	item107000063103	2	150	554	7
1731	item107000063103	3	350	558	14
1732	item107000063103	4	650	562	22
1733	item107000063103	5	1200	566	30
1734	item107000063103	6	2100	570	38
1735	item107000063103	7	3600	574	47
1736	item107000063103	8	5850	578	56
1737	item107000063103	9	9100	582	65
1738	item107000063103	10	13500	586	75
1739	item107000063103	11	19300	590	85
1740	item107000063103	12	26600	594	95
1741	item107000063103	13	35700	598	106
1742	item107000063103	14	46800	602	117
1743	item107000063103	15	60000	606	128
1744	item107000063103	16	76400	610	140
1745	item107000063103	17	97600	614	152
1746	item107000063103	18	124000	618	164
1747	item107000063105	1	0	550	0
1748	item107000063105	2	150	554	7
1749	item107000063105	3	350	558	14
1750	item107000063105	4	650	562	22
1751	item107000063105	5	1200	566	30
1752	item107000063105	6	2100	570	38
1753	item107000063105	7	3600	574	47
1754	item107000063105	8	5850	578	56
1755	item107000063105	9	9100	582	65
1756	item107000063105	10	13500	586	75
1757	item107000063105	11	19300	590	85
1758	item107000063105	12	26600	594	95
1759	item107000063105	13	35700	598	106
1760	item107000063105	14	46800	602	117
1761	item107000063105	15	60000	606	128
1762	item107000063105	16	76400	610	140
1763	item107000063105	17	97600	614	152
1764	item107000063105	18	124000	618	164
1765	item107000063107	1	0	550	0
1766	item107000063107	2	150	554	7
1767	item107000063107	3	350	558	14
1768	item107000063107	4	650	562	22
1769	item107000063107	5	1200	566	30
1770	item107000063107	6	2100	570	38
1771	item107000063107	7	3600	574	47
1772	item107000063107	8	5850	578	56
1773	item107000063107	9	9100	582	65
1774	item107000063107	10	13500	586	75
1775	item107000063107	11	19300	590	85
1776	item107000063107	12	26600	594	95
1777	item107000063107	13	35700	598	106
1778	item107000063107	14	46800	602	117
1779	item107000063107	15	60000	606	128
1780	item107000063107	16	76400	610	140
1781	item107000063107	17	97600	614	152
1782	item107000063107	18	124000	618	164
1783	item107000063104	1	0	550	0
1784	item107000063104	2	150	554	7
1785	item107000063104	3	350	558	14
1786	item107000063104	4	650	562	22
1787	item107000063104	5	1200	566	30
1788	item107000063104	6	2100	570	38
1789	item107000063104	7	3600	574	47
1790	item107000063104	8	5850	578	56
1791	item107000063104	9	9100	582	65
1792	item107000063104	10	13500	586	75
1793	item107000063104	11	19300	590	85
1794	item107000063104	12	26600	594	95
1795	item107000063104	13	35700	598	106
1796	item107000063104	14	46800	602	117
1797	item107000063104	15	60000	606	128
1798	item107000063104	16	76400	610	140
1799	item107000063104	17	97600	614	152
1800	item107000063104	18	124000	618	164
1801	item107000063106	1	0	550	0
1802	item107000063106	2	150	554	7
1803	item107000063106	3	350	558	14
1804	item107000063106	4	650	562	22
1805	item107000063106	5	1200	566	30
1806	item107000063106	6	2100	570	38
1807	item107000063106	7	3600	574	47
1808	item107000063106	8	5850	578	56
1809	item107000063106	9	9100	582	65
1810	item107000063106	10	13500	586	75
1811	item107000063106	11	19300	590	85
1812	item107000063106	12	26600	594	95
1813	item107000063106	13	35700	598	106
1814	item107000063106	14	46800	602	117
1815	item107000063106	15	60000	606	128
1816	item107000063106	16	76400	610	140
1817	item107000063106	17	97600	614	152
1818	item107000063106	18	124000	618	164
1819	item107000063108	1	0	550	0
1820	item107000063108	2	150	554	7
1821	item107000063108	3	350	558	14
1822	item107000063108	4	650	562	22
1823	item107000063108	5	1200	566	30
1824	item107000063108	6	2100	570	38
1825	item107000063108	7	3600	574	47
1826	item107000063108	8	5850	578	56
1827	item107000063108	9	9100	582	65
1828	item107000063108	10	13500	586	75
1829	item107000063108	11	19300	590	85
1830	item107000063108	12	26600	594	95
1831	item107000063108	13	35700	598	106
1832	item107000063108	14	46800	602	117
1833	item107000063108	15	60000	606	128
1834	item107000063108	16	76400	610	140
1835	item107000063108	17	97600	614	152
1836	item107000063108	18	124000	618	164
1837	item107000061201	1	0	350	0
1838	item107000061201	2	100	354	5
1839	item107000061201	3	250	358	10
1840	item107000061201	4	450	362	16
1841	item107000061201	5	750	366	22
1842	item107000061201	6	1150	370	28
1843	item107000061201	7	1700	374	35
1844	item107000061201	8	2400	378	42
1845	item107000061201	9	3300	382	49
1846	item107000061201	10	4400	386	57
1847	item107000061201	11	5800	390	65
1848	item107000061201	12	7500	394	73
1849	item107000061201	13	9550	398	82
1850	item107000061201	14	12050	402	91
1851	item107000061201	15	15000	406	100
1852	item107000061201	16	20250	410	110
1853	item107000061201	17	29400	414	120
1854	item107000061201	18	42900	418	130
1855	item107000061202	1	0	350	0
1856	item107000061202	2	100	354	5
1857	item107000061202	3	250	358	10
1858	item107000061202	4	450	362	16
1859	item107000061202	5	750	366	22
1860	item107000061202	6	1150	370	28
1861	item107000061202	7	1700	374	35
1862	item107000061202	8	2400	378	42
1863	item107000061202	9	3300	382	49
1864	item107000061202	10	4400	386	57
1865	item107000061202	11	5800	390	65
1866	item107000061202	12	7500	394	73
1867	item107000061202	13	9550	398	82
1868	item107000061202	14	12050	402	91
1869	item107000061202	15	15000	406	100
1870	item107000061202	16	20250	410	110
1871	item107000061202	17	29400	414	120
1872	item107000061202	18	42900	418	130
1873	item107000061203	1	0	350	0
1874	item107000061203	2	100	354	5
1875	item107000061203	3	250	358	10
1876	item107000061203	4	450	362	16
1877	item107000061203	5	750	366	22
1878	item107000061203	6	1150	370	28
1879	item107000061203	7	1700	374	35
1880	item107000061203	8	2400	378	42
1881	item107000061203	9	3300	382	49
1882	item107000061203	10	4400	386	57
1883	item107000061203	11	5800	390	65
1884	item107000061203	12	7500	394	73
1885	item107000061203	13	9550	398	82
1886	item107000061203	14	12050	402	91
1887	item107000061203	15	15000	406	100
1888	item107000061203	16	20250	410	110
1889	item107000061203	17	29400	414	120
1890	item107000061203	18	42900	418	130
1891	item107000063201	1	0	550	0
1892	item107000063201	2	150	554	7
1893	item107000063201	3	350	558	14
1894	item107000063201	4	650	562	22
1895	item107000063201	5	1200	566	30
1896	item107000063201	6	2100	570	38
1897	item107000063201	7	3600	574	47
1898	item107000063201	8	5850	578	56
1899	item107000063201	9	9100	582	65
1900	item107000063201	10	13500	586	75
1901	item107000063201	11	19300	590	85
1902	item107000063201	12	26600	594	95
1903	item107000063201	13	35700	598	106
1904	item107000063201	14	46800	602	117
1905	item107000063201	15	60000	606	128
1906	item107000063201	16	76400	610	140
1907	item107000063201	17	97600	614	152
1908	item107000063201	18	124000	618	164
1909	item107000063203	1	0	550	0
1910	item107000063203	2	150	554	7
1911	item107000063203	3	350	558	14
1912	item107000063203	4	650	562	22
1913	item107000063203	5	1200	566	30
1914	item107000063203	6	2100	570	38
1915	item107000063203	7	3600	574	47
1916	item107000063203	8	5850	578	56
1917	item107000063203	9	9100	582	65
1918	item107000063203	10	13500	586	75
1919	item107000063203	11	19300	590	85
1920	item107000063203	12	26600	594	95
1921	item107000063203	13	35700	598	106
1922	item107000063203	14	46800	602	117
1923	item107000063203	15	60000	606	128
1924	item107000063203	16	76400	610	140
1925	item107000063203	17	97600	614	152
1926	item107000063203	18	124000	618	164
1927	item107000063209	1	0	550	0
1928	item107000063209	2	150	554	7
1929	item107000063209	3	350	558	14
1930	item107000063209	4	650	562	22
1931	item107000063209	5	1200	566	30
1932	item107000063209	6	2100	570	38
1933	item107000063209	7	3600	574	47
1934	item107000063209	8	5850	578	56
1935	item107000063209	9	9100	582	65
1936	item107000063209	10	13500	586	75
1937	item107000063209	11	19300	590	85
1938	item107000063209	12	26600	594	95
1939	item107000063209	13	35700	598	106
1940	item107000063209	14	46800	602	117
1941	item107000063209	15	60000	606	128
1942	item107000063209	16	76400	610	140
1943	item107000063209	17	97600	614	152
1944	item107000063209	18	124000	618	164
1945	item107000063212	1	0	550	0
1946	item107000063212	2	150	554	7
1947	item107000063212	3	350	558	14
1948	item107000063212	4	650	562	22
1949	item107000063212	5	1200	566	30
1950	item107000063212	6	2100	570	38
1951	item107000063212	7	3600	574	47
1952	item107000063212	8	5850	578	56
1953	item107000063212	9	9100	582	65
1954	item107000063212	10	13500	586	75
1955	item107000063212	11	19300	590	85
1956	item107000063212	12	26600	594	95
1957	item107000063212	13	35700	598	106
1958	item107000063212	14	46800	602	117
1959	item107000063212	15	60000	606	128
1960	item107000063212	16	76400	610	140
1961	item107000063212	17	97600	614	152
1962	item107000063212	18	124000	618	164
1963	item107000063211	1	0	550	0
1964	item107000063211	2	150	554	7
1965	item107000063211	3	350	558	14
1966	item107000063211	4	650	562	22
1967	item107000063211	5	1200	566	30
1968	item107000063211	6	2100	570	38
1969	item107000063211	7	3600	574	47
1970	item107000063211	8	5850	578	56
1971	item107000063211	9	9100	582	65
1972	item107000063211	10	13500	586	75
1973	item107000063211	11	19300	590	85
1974	item107000063211	12	26600	594	95
1975	item107000063211	13	35700	598	106
1976	item107000063211	14	46800	602	117
1977	item107000063211	15	60000	606	128
1978	item107000063211	16	76400	610	140
1979	item107000063211	17	97600	614	152
1980	item107000063211	18	124000	618	164
1981	item107000063205	1	0	550	0
1982	item107000063205	2	150	554	7
1983	item107000063205	3	350	558	14
1984	item107000063205	4	650	562	22
1985	item107000063205	5	1200	566	30
1986	item107000063205	6	2100	570	38
1987	item107000063205	7	3600	574	47
1988	item107000063205	8	5850	578	56
1989	item107000063205	9	9100	582	65
1990	item107000063205	10	13500	586	75
1991	item107000063205	11	19300	590	85
1992	item107000063205	12	26600	594	95
1993	item107000063205	13	35700	598	106
1994	item107000063205	14	46800	602	117
1995	item107000063205	15	60000	606	128
1996	item107000063205	16	76400	610	140
1997	item107000063205	17	97600	614	152
1998	item107000063205	18	124000	618	164
1999	item107000063206	1	0	550	0
2000	item107000063206	2	150	554	7
2001	item107000063206	3	350	558	14
2002	item107000063206	4	650	562	22
2003	item107000063206	5	1200	566	30
2004	item107000063206	6	2100	570	38
2005	item107000063206	7	3600	574	47
2006	item107000063206	8	5850	578	56
2007	item107000063206	9	9100	582	65
2008	item107000063206	10	13500	586	75
2009	item107000063206	11	19300	590	85
2010	item107000063206	12	26600	594	95
2011	item107000063206	13	35700	598	106
2012	item107000063206	14	46800	602	117
2013	item107000063206	15	60000	606	128
2014	item107000063206	16	76400	610	140
2015	item107000063206	17	97600	614	152
2016	item107000063206	18	124000	618	164
2017	item107000063207	1	0	550	0
2018	item107000063207	2	150	554	7
2019	item107000063207	3	350	558	14
2020	item107000063207	4	650	562	22
2021	item107000063207	5	1200	566	30
2022	item107000063207	6	2100	570	38
2023	item107000063207	7	3600	574	47
2024	item107000063207	8	5850	578	56
2025	item107000063207	9	9100	582	65
2026	item107000063207	10	13500	586	75
2027	item107000063207	11	19300	590	85
2028	item107000063207	12	26600	594	95
2029	item107000063207	13	35700	598	106
2030	item107000063207	14	46800	602	117
2031	item107000063207	15	60000	606	128
2032	item107000063207	16	76400	610	140
2033	item107000063207	17	97600	614	152
2034	item107000063207	18	124000	618	164
2035	item107000063208	1	0	550	0
2036	item107000063208	2	150	554	7
2037	item107000063208	3	350	558	14
2038	item107000063208	4	650	562	22
2039	item107000063208	5	1200	566	30
2040	item107000063208	6	2100	570	38
2041	item107000063208	7	3600	574	47
2042	item107000063208	8	5850	578	56
2043	item107000063208	9	9100	582	65
2044	item107000063208	10	13500	586	75
2045	item107000063208	11	19300	590	85
2046	item107000063208	12	26600	594	95
2047	item107000063208	13	35700	598	106
2048	item107000063208	14	46800	602	117
2049	item107000063208	15	60000	606	128
2050	item107000063208	16	76400	610	140
2051	item107000063208	17	97600	614	152
2052	item107000063208	18	124000	618	164
2053	item107000063210	1	0	550	0
2054	item107000063210	2	150	554	7
2055	item107000063210	3	350	558	14
2056	item107000063210	4	650	562	22
2057	item107000063210	5	1200	566	30
2058	item107000063210	6	2100	570	38
2059	item107000063210	7	3600	574	47
2060	item107000063210	8	5850	578	56
2061	item107000063210	9	9100	582	65
2062	item107000063210	10	13500	586	75
2063	item107000063210	11	19300	590	85
2064	item107000063210	12	26600	594	95
2065	item107000063210	13	35700	598	106
2066	item107000063210	14	46800	602	117
2067	item107000063210	15	60000	606	128
2068	item107000063210	16	76400	610	140
2069	item107000063210	17	97600	614	152
2070	item107000063210	18	124000	618	164
2071	item107000063213	1	0	550	0
2072	item107000063213	2	150	554	7
2073	item107000063213	3	350	558	14
2074	item107000063213	4	650	562	22
2075	item107000063213	5	1200	566	30
2076	item107000063213	6	2100	570	38
2077	item107000063213	7	3600	574	47
2078	item107000063213	8	5850	578	56
2079	item107000063213	9	9100	582	65
2080	item107000063213	10	13500	586	75
2081	item107000063213	11	19300	590	85
2082	item107000063213	12	26600	594	95
2083	item107000063213	13	35700	598	106
2084	item107000063213	14	46800	602	117
2085	item107000063213	15	60000	606	128
2086	item107000063213	16	76400	610	140
2087	item107000063213	17	97600	614	152
2088	item107000063213	18	124000	618	164
2089	item107000061301	1	0	350	0
2090	item107000061301	2	100	354	50
2091	item107000061301	3	250	358	100
2092	item107000061301	4	450	362	160
2093	item107000061301	5	750	366	220
2094	item107000061301	6	1150	370	280
2095	item107000061301	7	1700	374	350
2096	item107000061301	8	2400	378	420
2097	item107000061301	9	3300	382	490
2098	item107000061301	10	4400	386	570
2099	item107000061301	11	5800	390	650
2100	item107000061301	12	7500	394	730
2101	item107000061301	13	9550	398	820
2102	item107000061301	14	12050	402	910
2103	item107000061301	15	15000	406	1000
2104	item107000061301	16	20250	410	1100
2105	item107000061301	17	29400	414	1200
2106	item107000061301	18	42900	418	1300
2107	item107000061302	1	0	350	0
2108	item107000061302	2	100	354	50
2109	item107000061302	3	250	358	100
2110	item107000061302	4	450	362	160
2111	item107000061302	5	750	366	220
2112	item107000061302	6	1150	370	280
2113	item107000061302	7	1700	374	350
2114	item107000061302	8	2400	378	420
2115	item107000061302	9	3300	382	490
2116	item107000061302	10	4400	386	570
2117	item107000061302	11	5800	390	650
2118	item107000061302	12	7500	394	730
2119	item107000061302	13	9550	398	820
2120	item107000061302	14	12050	402	910
2121	item107000061302	15	15000	406	1000
2122	item107000061302	16	20250	410	1100
2123	item107000061302	17	29400	414	1200
2124	item107000061302	18	42900	418	1300
2125	item107000063301	1	0	550	0
2126	item107000063301	2	150	554	70
2127	item107000063301	3	350	558	140
2128	item107000063301	4	650	562	220
2129	item107000063301	5	1200	566	300
2130	item107000063301	6	2100	570	380
2131	item107000063301	7	3600	574	470
2132	item107000063301	8	5850	578	560
2133	item107000063301	9	9100	582	650
2134	item107000063301	10	13500	586	750
2135	item107000063301	11	19300	590	850
2136	item107000063301	12	26600	594	950
2137	item107000063301	13	35700	598	1060
2138	item107000063301	14	46800	602	1170
2139	item107000063301	15	60000	606	1280
2140	item107000063301	16	76400	610	1400
2141	item107000063301	17	97600	614	1520
2142	item107000063301	18	124000	618	1640
2143	item107000063305	1	0	550	0
2144	item107000063305	2	150	554	70
2145	item107000063305	3	350	558	140
2146	item107000063305	4	650	562	220
2147	item107000063305	5	1200	566	300
2148	item107000063305	6	2100	570	380
2149	item107000063305	7	3600	574	470
2150	item107000063305	8	5850	578	560
2151	item107000063305	9	9100	582	650
2152	item107000063305	10	13500	586	750
2153	item107000063305	11	19300	590	850
2154	item107000063305	12	26600	594	950
2155	item107000063305	13	35700	598	1060
2156	item107000063305	14	46800	602	1170
2157	item107000063305	15	60000	606	1280
2158	item107000063305	16	76400	610	1400
2159	item107000063305	17	97600	614	1520
2160	item107000063305	18	124000	618	1640
2161	item107000063307	1	0	550	0
2162	item107000063307	2	150	554	70
2163	item107000063307	3	350	558	140
2164	item107000063307	4	650	562	220
2165	item107000063307	5	1200	566	300
2166	item107000063307	6	2100	570	380
2167	item107000063307	7	3600	574	470
2168	item107000063307	8	5850	578	560
2169	item107000063307	9	9100	582	650
2170	item107000063307	10	13500	586	750
2171	item107000063307	11	19300	590	850
2172	item107000063307	12	26600	594	950
2173	item107000063307	13	35700	598	1060
2174	item107000063307	14	46800	602	1170
2175	item107000063307	15	60000	606	1280
2176	item107000063307	16	76400	610	1400
2177	item107000063307	17	97600	614	1520
2178	item107000063307	18	124000	618	1640
2179	item107000063304	1	0	550	0
2180	item107000063304	2	150	554	70
2181	item107000063304	3	350	558	140
2182	item107000063304	4	650	562	220
2183	item107000063304	5	1200	566	300
2184	item107000063304	6	2100	570	380
2185	item107000063304	7	3600	574	470
2186	item107000063304	8	5850	578	560
2187	item107000063304	9	9100	582	650
2188	item107000063304	10	13500	586	750
2189	item107000063304	11	19300	590	850
2190	item107000063304	12	26600	594	950
2191	item107000063304	13	35700	598	1060
2192	item107000063304	14	46800	602	1170
2193	item107000063304	15	60000	606	1280
2194	item107000063304	16	76400	610	1400
2195	item107000063304	17	97600	614	1520
2196	item107000063304	18	124000	618	1640
2197	item107000063306	1	0	550	0
2198	item107000063306	2	150	554	70
2199	item107000063306	3	350	558	140
2200	item107000063306	4	650	562	220
2201	item107000063306	5	1200	566	300
2202	item107000063306	6	2100	570	380
2203	item107000063306	7	3600	574	470
2204	item107000063306	8	5850	578	560
2205	item107000063306	9	9100	582	650
2206	item107000063306	10	13500	586	750
2207	item107000063306	11	19300	590	850
2208	item107000063306	12	26600	594	950
2209	item107000063306	13	35700	598	1060
2210	item107000063306	14	46800	602	1170
2211	item107000063306	15	60000	606	1280
2212	item107000063306	16	76400	610	1400
2213	item107000063306	17	97600	614	1520
2214	item107000063306	18	124000	618	1640
2215	item107000063308	1	0	550	0
2216	item107000063308	2	150	554	70
2217	item107000063308	3	350	558	140
2218	item107000063308	4	650	562	220
2219	item107000063308	5	1200	566	300
2220	item107000063308	6	2100	570	380
2221	item107000063308	7	3600	574	470
2222	item107000063308	8	5850	578	560
2223	item107000063308	9	9100	582	650
2224	item107000063308	10	13500	586	750
2225	item107000063308	11	19300	590	850
2226	item107000063308	12	26600	594	950
2227	item107000063308	13	35700	598	1060
2228	item107000063308	14	46800	602	1170
2229	item107000063308	15	60000	606	1280
2230	item107000063308	16	76400	610	1400
2231	item107000063308	17	97600	614	1520
2232	item107000063308	18	124000	618	1640
2233	item107000063309	1	0	550	0
2234	item107000063309	2	150	554	70
2235	item107000063309	3	350	558	140
2236	item107000063309	4	650	562	220
2237	item107000063309	5	1200	566	300
2238	item107000063309	6	2100	570	380
2239	item107000063309	7	3600	574	470
2240	item107000063309	8	5850	578	560
2241	item107000063309	9	9100	582	650
2242	item107000063309	10	13500	586	750
2243	item107000063309	11	19300	590	850
2244	item107000063309	12	26600	594	950
2245	item107000063309	13	35700	598	1060
2246	item107000063309	14	46800	602	1170
2247	item107000063309	15	60000	606	1280
2248	item107000063309	16	76400	610	1400
2249	item107000063309	17	97600	614	1520
2250	item107000063309	18	124000	618	1640
2251	item117000061305	1	0	350	0
2252	item117000061305	2	100	354	50
2253	item117000061305	3	250	358	100
2254	item117000061305	4	450	362	160
2255	item117000061305	5	750	366	220
2256	item117000061305	6	1150	370	280
2257	item117000061305	7	1700	374	350
2258	item117000061305	8	2400	378	420
2259	item117000061305	9	3300	382	490
2260	item117000061305	10	4400	386	570
2261	item117000061305	11	5800	390	650
2262	item117000061305	12	7500	394	730
2263	item117000061305	13	9550	398	820
2264	item117000061305	14	12050	402	910
2265	item117000061305	15	15000	406	1000
2266	item117000061305	16	20250	410	1100
2267	item117000061305	17	29400	414	1200
2268	item117000061305	18	42900	418	1300
2269	item107000053310	1	0	150	0
2270	item107000053310	2	150	153	60
2271	item107000053310	3	350	156	120
2272	item107000053310	4	650	159	190
2273	item107000053310	5	1200	162	260
2274	item107000053310	6	2100	165	330
2275	item107000053310	7	3600	168	410
2276	item107000053310	8	5850	171	490
2277	item107000053310	9	9100	174	570
2278	item107000053310	10	13500	177	660
2279	item107000053310	11	19300	180	750
2280	item107000053310	12	26600	183	840
2281	item107000053310	13	35700	186	940
2282	item107000053310	14	46800	189	1040
2283	item107000053310	15	60000	192	1140
2284	item107000063310	1	0	550	0
2285	item107000063310	2	150	554	70
2286	item107000063310	3	350	558	140
2287	item107000063310	4	650	562	220
2288	item107000063310	5	1200	566	300
2289	item107000063310	6	2100	570	380
2290	item107000063310	7	3600	574	470
2291	item107000063310	8	5850	578	560
2292	item107000063310	9	9100	582	650
2293	item107000063310	10	13500	586	750
2294	item107000063310	11	19300	590	850
2295	item107000063310	12	26600	594	950
2296	item107000063310	13	35700	598	1060
2297	item107000063310	14	46800	602	1170
2298	item107000063310	15	60000	606	1280
2299	item107000063310	16	76400	610	1400
2300	item107000063310	17	97600	614	1520
2301	item107000063310	18	124000	618	1640
2302	item107000053214	1	0	150	0
2303	item107000053214	2	150	153	6
2304	item107000053214	3	350	156	12
2305	item107000053214	4	650	159	19
2306	item107000053214	5	1200	162	26
2307	item107000053214	6	2100	165	33
2308	item107000053214	7	3600	168	41
2309	item107000053214	8	5850	171	49
2310	item107000053214	9	9100	174	57
2311	item107000053214	10	13500	177	66
2312	item107000053214	11	19300	180	75
2313	item107000053214	12	26600	183	84
2314	item107000053214	13	35700	186	94
2315	item107000053214	14	46800	189	104
2316	item107000053214	15	60000	192	114
2317	item107000063214	1	0	550	0
2318	item107000063214	2	150	554	7
2319	item107000063214	3	350	558	14
2320	item107000063214	4	650	562	22
2321	item107000063214	5	1200	566	30
2322	item107000063214	6	2100	570	38
2323	item107000063214	7	3600	574	47
2324	item107000063214	8	5850	578	56
2325	item107000063214	9	9100	582	65
2326	item107000063214	10	13500	586	75
2327	item107000063214	11	19300	590	85
2328	item107000063214	12	26600	594	95
2329	item107000063214	13	35700	598	106
2330	item107000063214	14	46800	602	117
2331	item107000063214	15	60000	606	128
2332	item107000063214	16	76400	610	140
2333	item107000063214	17	97600	614	152
2334	item107000063214	18	124000	618	164
