编号	等级	部位	限制等级	消耗道具	道具数量	消耗道具2	货币类型	货币数量	属性加成	战力类型	战力计算	一键加持组
869	60	9	45	item103010121005	4		1	60000	1100009060	1	6	3
870	61	9	50	item103010121006	1		1	61000	1100009061	1	6	4
871	62	9	50	item103010121006	1		1	62000	1100009062	1	6	4
872	63	9	50	item103010121006	1		1	63000	1100009063	1	6	4
873	64	9	50	item103010121006	1		1	64000	1100009064	1	6	4
874	65	9	50	item103010121006	1		1	65000	1100009065	1	6	4
875	66	9	50	item103010121006	2		1	66000	1100009066	1	6	4
876	67	9	50	item103010121006	2		1	67000	1100009067	1	6	4
877	68	9	50	item103010121006	2		1	68000	1100009068	1	6	4
878	69	9	50	item103010121006	2		1	69000	1100009069	1	6	4
879	70	9	50	item103010121006	2		1	70000	1100009070	1	6	4
880	71	9	60	item103010121006	3		1	71000	1100009071	1	6	4
881	72	9	60	item103010121006	3		1	72000	1100009072	1	6	4
882	73	9	60	item103010121006	3		1	73000	1100009073	1	6	4
883	74	9	60	item103010121006	3		1	74000	1100009074	1	6	4
884	75	9	60	item103010121006	3		1	75000	1100009075	1	6	4
885	76	9	60	item103010121006	4		1	76000	1100009076	1	6	4
886	77	9	60	item103010121006	4		1	77000	1100009077	1	6	4
887	78	9	60	item103010121006	4		1	78000	1100009078	1	6	4
888	79	9	60	item103010121006	4		1	79000	1100009079	1	6	4
889	80	9	60	item103010121006	4		1	80000	1100009080	1	6	4
890	81	9	65	item103010121007	1		1	81000	1100009081	1	6	5
891	82	9	65	item103010121007	1		1	82000	1100009082	1	6	5
892	83	9	65	item103010121007	1		1	83000	1100009083	1	6	5
893	84	9	65	item103010121007	1		1	84000	1100009084	1	6	5
894	85	9	65	item103010121007	1		1	85000	1100009085	1	6	5
895	86	9	65	item103010121007	2		1	86000	1100009086	1	6	5
896	87	9	65	item103010121007	2		1	87000	1100009087	1	6	5
897	88	9	65	item103010121007	2		1	88000	1100009088	1	6	5
898	89	9	65	item103010121007	2		1	89000	1100009089	1	6	5
899	90	9	65	item103010121007	2		1	90000	1100009090	1	6	5
900	91	9	70	item103010121007	3		1	91000	1100009091	1	6	5
901	92	9	70	item103010121007	3		1	92000	1100009092	1	6	5
902	93	9	70	item103010121007	3		1	93000	1100009093	1	6	5
903	94	9	70	item103010121007	3		1	94000	1100009094	1	6	5
904	95	9	70	item103010121007	3		1	95000	1100009095	1	6	5
905	96	9	70	item103010121007	4		1	96000	1100009096	1	6	5
906	97	9	70	item103010121007	4		1	97000	1100009097	1	6	5
907	98	9	70	item103010121007	4		1	98000	1100009098	1	6	5
908	99	9	70	item103010121007	4		1	99000	1100009099	1	6	5
909	100	9	70	item103010121007	4		1	100000	1100009100	1	6	5
910	0	10	0		0		0	0		1	6	1
911	1	10	1	item103010121003	1		1	1000	1100010001	1	6	1
912	2	10	1	item103010121003	1		1	2000	1100010002	1	6	1
913	3	10	1	item103010121003	1		1	3000	1100010003	1	6	1
914	4	10	1	item103010121003	1		1	4000	1100010004	1	6	1
915	5	10	1	item103010121003	1		1	5000	1100010005	1	6	1
916	6	10	1	item103010121003	2		1	6000	1100010006	1	6	1
917	7	10	1	item103010121003	2		1	7000	1100010007	1	6	1
918	8	10	1	item103010121003	2		1	8000	1100010008	1	6	1
919	9	10	1	item103010121003	2		1	9000	1100010009	1	6	1
920	10	10	1	item103010121003	2		1	10000	1100010010	1	6	1
921	11	10	1	item103010121003	3		1	11000	1100010011	1	6	1
922	12	10	1	item103010121003	3		1	12000	1100010012	1	6	1
923	13	10	1	item103010121003	3		1	13000	1100010013	1	6	1
924	14	10	1	item103010121003	3		1	14000	1100010014	1	6	1
925	15	10	1	item103010121003	3		1	15000	1100010015	1	6	1
926	16	10	1	item103010121003	4		1	16000	1100010016	1	6	1
927	17	10	1	item103010121003	4		1	17000	1100010017	1	6	1
928	18	10	1	item103010121003	4		1	18000	1100010018	1	6	1
929	19	10	1	item103010121003	4		1	19000	1100010019	1	6	1
930	20	10	1	item103010121003	4		1	20000	1100010020	1	6	1
931	21	10	20	item103010121004	1		1	21000	1100010021	1	6	2
932	22	10	20	item103010121004	1		1	22000	1100010022	1	6	2
933	23	10	20	item103010121004	1		1	23000	1100010023	1	6	2
934	24	10	20	item103010121004	1		1	24000	1100010024	1	6	2
935	25	10	20	item103010121004	1		1	25000	1100010025	1	6	2
936	26	10	20	item103010121004	2		1	26000	1100010026	1	6	2
937	27	10	20	item103010121004	2		1	27000	1100010027	1	6	2
938	28	10	20	item103010121004	2		1	28000	1100010028	1	6	2
939	29	10	20	item103010121004	2		1	29000	1100010029	1	6	2
940	30	10	20	item103010121004	2		1	30000	1100010030	1	6	2
941	31	10	30	item103010121004	3		1	31000	1100010031	1	6	2
942	32	10	30	item103010121004	3		1	32000	1100010032	1	6	2
943	33	10	30	item103010121004	3		1	33000	1100010033	1	6	2
944	34	10	30	item103010121004	3		1	34000	1100010034	1	6	2
945	35	10	30	item103010121004	3		1	35000	1100010035	1	6	2
946	36	10	30	item103010121004	4		1	36000	1100010036	1	6	2
947	37	10	30	item103010121004	4		1	37000	1100010037	1	6	2
948	38	10	30	item103010121004	4		1	38000	1100010038	1	6	2
949	39	10	30	item103010121004	4		1	39000	1100010039	1	6	2
950	40	10	30	item103010121004	4		1	40000	1100010040	1	6	2
951	41	10	35	item103010121005	1		1	41000	1100010041	1	6	3
952	42	10	35	item103010121005	1		1	42000	1100010042	1	6	3
953	43	10	35	item103010121005	1		1	43000	1100010043	1	6	3
954	44	10	35	item103010121005	1		1	44000	1100010044	1	6	3
955	45	10	35	item103010121005	1		1	45000	1100010045	1	6	3
956	46	10	35	item103010121005	2		1	46000	1100010046	1	6	3
957	47	10	35	item103010121005	2		1	47000	1100010047	1	6	3
958	48	10	35	item103010121005	2		1	48000	1100010048	1	6	3
959	49	10	35	item103010121005	2		1	49000	1100010049	1	6	3
960	50	10	35	item103010121005	2		1	50000	1100010050	1	6	3
961	51	10	45	item103010121005	3		1	51000	1100010051	1	6	3
962	52	10	45	item103010121005	3		1	52000	1100010052	1	6	3
963	53	10	45	item103010121005	3		1	53000	1100010053	1	6	3
964	54	10	45	item103010121005	3		1	54000	1100010054	1	6	3
965	55	10	45	item103010121005	3		1	55000	1100010055	1	6	3
966	56	10	45	item103010121005	4		1	56000	1100010056	1	6	3
967	57	10	45	item103010121005	4		1	57000	1100010057	1	6	3
968	58	10	45	item103010121005	4		1	58000	1100010058	1	6	3
969	59	10	45	item103010121005	4		1	59000	1100010059	1	6	3
970	60	10	45	item103010121005	4		1	60000	1100010060	1	6	3
971	61	10	50	item103010121006	1		1	61000	1100010061	1	6	4
972	62	10	50	item103010121006	1		1	62000	1100010062	1	6	4
973	63	10	50	item103010121006	1		1	63000	1100010063	1	6	4
974	64	10	50	item103010121006	1		1	64000	1100010064	1	6	4
975	65	10	50	item103010121006	1		1	65000	1100010065	1	6	4
976	66	10	50	item103010121006	2		1	66000	1100010066	1	6	4
977	67	10	50	item103010121006	2		1	67000	1100010067	1	6	4
978	68	10	50	item103010121006	2		1	68000	1100010068	1	6	4
979	69	10	50	item103010121006	2		1	69000	1100010069	1	6	4
980	70	10	50	item103010121006	2		1	70000	1100010070	1	6	4
981	71	10	60	item103010121006	3		1	71000	1100010071	1	6	4
982	72	10	60	item103010121006	3		1	72000	1100010072	1	6	4
983	73	10	60	item103010121006	3		1	73000	1100010073	1	6	4
984	74	10	60	item103010121006	3		1	74000	1100010074	1	6	4
985	75	10	60	item103010121006	3		1	75000	1100010075	1	6	4
986	76	10	60	item103010121006	4		1	76000	1100010076	1	6	4
987	77	10	60	item103010121006	4		1	77000	1100010077	1	6	4
988	78	10	60	item103010121006	4		1	78000	1100010078	1	6	4
989	79	10	60	item103010121006	4		1	79000	1100010079	1	6	4
990	80	10	60	item103010121006	4		1	80000	1100010080	1	6	4
991	81	10	65	item103010121007	1		1	81000	1100010081	1	6	5
992	82	10	65	item103010121007	1		1	82000	1100010082	1	6	5
993	83	10	65	item103010121007	1		1	83000	1100010083	1	6	5
994	84	10	65	item103010121007	1		1	84000	1100010084	1	6	5
995	85	10	65	item103010121007	1		1	85000	1100010085	1	6	5
996	86	10	65	item103010121007	2		1	86000	1100010086	1	6	5
997	87	10	65	item103010121007	2		1	87000	1100010087	1	6	5
998	88	10	65	item103010121007	2		1	88000	1100010088	1	6	5
999	89	10	65	item103010121007	2		1	89000	1100010089	1	6	5
1000	90	10	65	item103010121007	2		1	90000	1100010090	1	6	5
1001	91	10	70	item103010121007	3		1	91000	1100010091	1	6	5
1002	92	10	70	item103010121007	3		1	92000	1100010092	1	6	5
1003	93	10	70	item103010121007	3		1	93000	1100010093	1	6	5
1004	94	10	70	item103010121007	3		1	94000	1100010094	1	6	5
1005	95	10	70	item103010121007	3		1	95000	1100010095	1	6	5
1006	96	10	70	item103010121007	4		1	96000	1100010096	1	6	5
1007	97	10	70	item103010121007	4		1	97000	1100010097	1	6	5
1008	98	10	70	item103010121007	4		1	98000	1100010098	1	6	5
1009	99	10	70	item103010121007	4		1	99000	1100010099	1	6	5
1010	100	10	70	item103010121007	4		1	100000	1100010100	1	6	5
1011	101	1	75	item103010121007	1	item103010121008,1	1	110000	1100001101	1	6	6
1012	102	1	75	item103010121007	1	item103010121008,1	1	120000	1100001102	1	6	6
1013	103	1	75	item103010121007	1	item103010121008,1	1	130000	1100001103	1	6	6
1014	104	1	75	item103010121007	1	item103010121008,1	1	140000	1100001104	1	6	6
1015	105	1	75	item103010121007	1	item103010121008,1	1	150000	1100001105	1	6	6
1016	106	1	75	item103010121007	2	item103010121008,1	1	160000	1100001106	1	6	6
1017	107	1	75	item103010121007	2	item103010121008,1	1	170000	1100001107	1	6	6
1018	108	1	75	item103010121007	2	item103010121008,1	1	180000	1100001108	1	6	6
1019	109	1	75	item103010121007	2	item103010121008,1	1	190000	1100001109	1	6	6
1020	110	1	75	item103010121007	2	item103010121008,1	1	200000	1100001110	1	6	6
1021	111	1	75	item103010121007	3	item103010121008,2	1	210000	1100001111	1	6	6
1022	112	1	75	item103010121007	3	item103010121008,2	1	220000	1100001112	1	6	6
1023	113	1	75	item103010121007	3	item103010121008,2	1	230000	1100001113	1	6	6
1024	114	1	75	item103010121007	3	item103010121008,2	1	240000	1100001114	1	6	6
1025	115	1	75	item103010121007	3	item103010121008,2	1	250000	1100001115	1	6	6
1026	116	1	75	item103010121007	4	item103010121008,2	1	260000	1100001116	1	6	6
1027	117	1	75	item103010121007	4	item103010121008,2	1	270000	1100001117	1	6	6
1028	118	1	75	item103010121007	4	item103010121008,2	1	280000	1100001118	1	6	6
1029	119	1	75	item103010121007	4	item103010121008,2	1	290000	1100001119	1	6	6
1030	120	1	75	item103010121007	4	item103010121008,2	1	300000	1100001120	1	6	6
1031	101	2	75	item103010121007	1	item103010121008,1	1	110000	1100002101	1	6	6
1032	102	2	75	item103010121007	1	item103010121008,1	1	120000	1100002102	1	6	6
1033	103	2	75	item103010121007	1	item103010121008,1	1	130000	1100002103	1	6	6
1034	104	2	75	item103010121007	1	item103010121008,1	1	140000	1100002104	1	6	6
1035	105	2	75	item103010121007	1	item103010121008,1	1	150000	1100002105	1	6	6
1036	106	2	75	item103010121007	2	item103010121008,1	1	160000	1100002106	1	6	6
1037	107	2	75	item103010121007	2	item103010121008,1	1	170000	1100002107	1	6	6
1038	108	2	75	item103010121007	2	item103010121008,1	1	180000	1100002108	1	6	6
1039	109	2	75	item103010121007	2	item103010121008,1	1	190000	1100002109	1	6	6
1040	110	2	75	item103010121007	2	item103010121008,1	1	200000	1100002110	1	6	6
1041	111	2	75	item103010121007	3	item103010121008,2	1	210000	1100002111	1	6	6
1042	112	2	75	item103010121007	3	item103010121008,2	1	220000	1100002112	1	6	6
1043	113	2	75	item103010121007	3	item103010121008,2	1	230000	1100002113	1	6	6
1044	114	2	75	item103010121007	3	item103010121008,2	1	240000	1100002114	1	6	6
1045	115	2	75	item103010121007	3	item103010121008,2	1	250000	1100002115	1	6	6
1046	116	2	75	item103010121007	4	item103010121008,2	1	260000	1100002116	1	6	6
1047	117	2	75	item103010121007	4	item103010121008,2	1	270000	1100002117	1	6	6
1048	118	2	75	item103010121007	4	item103010121008,2	1	280000	1100002118	1	6	6
1049	119	2	75	item103010121007	4	item103010121008,2	1	290000	1100002119	1	6	6
1050	120	2	75	item103010121007	4	item103010121008,2	1	300000	1100002120	1	6	6
1051	101	3	75	item103010121007	1	item103010121008,1	1	110000	1100003101	1	6	6
1052	102	3	75	item103010121007	1	item103010121008,1	1	120000	1100003102	1	6	6
1053	103	3	75	item103010121007	1	item103010121008,1	1	130000	1100003103	1	6	6
1054	104	3	75	item103010121007	1	item103010121008,1	1	140000	1100003104	1	6	6
1055	105	3	75	item103010121007	1	item103010121008,1	1	150000	1100003105	1	6	6
1056	106	3	75	item103010121007	2	item103010121008,1	1	160000	1100003106	1	6	6
1057	107	3	75	item103010121007	2	item103010121008,1	1	170000	1100003107	1	6	6
1058	108	3	75	item103010121007	2	item103010121008,1	1	180000	1100003108	1	6	6
1059	109	3	75	item103010121007	2	item103010121008,1	1	190000	1100003109	1	6	6
1060	110	3	75	item103010121007	2	item103010121008,1	1	200000	1100003110	1	6	6
1061	111	3	75	item103010121007	3	item103010121008,2	1	210000	1100003111	1	6	6
1062	112	3	75	item103010121007	3	item103010121008,2	1	220000	1100003112	1	6	6
1063	113	3	75	item103010121007	3	item103010121008,2	1	230000	1100003113	1	6	6
1064	114	3	75	item103010121007	3	item103010121008,2	1	240000	1100003114	1	6	6
1065	115	3	75	item103010121007	3	item103010121008,2	1	250000	1100003115	1	6	6
1066	116	3	75	item103010121007	4	item103010121008,2	1	260000	1100003116	1	6	6
1067	117	3	75	item103010121007	4	item103010121008,2	1	270000	1100003117	1	6	6
1068	118	3	75	item103010121007	4	item103010121008,2	1	280000	1100003118	1	6	6
1069	119	3	75	item103010121007	4	item103010121008,2	1	290000	1100003119	1	6	6
1070	120	3	75	item103010121007	4	item103010121008,2	1	300000	1100003120	1	6	6
1071	101	4	75	item103010121007	1	item103010121008,1	1	110000	1100004101	1	6	6
1072	102	4	75	item103010121007	1	item103010121008,1	1	120000	1100004102	1	6	6
1073	103	4	75	item103010121007	1	item103010121008,1	1	130000	1100004103	1	6	6
1074	104	4	75	item103010121007	1	item103010121008,1	1	140000	1100004104	1	6	6
1075	105	4	75	item103010121007	1	item103010121008,1	1	150000	1100004105	1	6	6
1076	106	4	75	item103010121007	2	item103010121008,1	1	160000	1100004106	1	6	6
1077	107	4	75	item103010121007	2	item103010121008,1	1	170000	1100004107	1	6	6
1078	108	4	75	item103010121007	2	item103010121008,1	1	180000	1100004108	1	6	6
1079	109	4	75	item103010121007	2	item103010121008,1	1	190000	1100004109	1	6	6
1080	110	4	75	item103010121007	2	item103010121008,1	1	200000	1100004110	1	6	6
1081	111	4	75	item103010121007	3	item103010121008,2	1	210000	1100004111	1	6	6
1082	112	4	75	item103010121007	3	item103010121008,2	1	220000	1100004112	1	6	6
1083	113	4	75	item103010121007	3	item103010121008,2	1	230000	1100004113	1	6	6
1084	114	4	75	item103010121007	3	item103010121008,2	1	240000	1100004114	1	6	6
1085	115	4	75	item103010121007	3	item103010121008,2	1	250000	1100004115	1	6	6
1086	116	4	75	item103010121007	4	item103010121008,2	1	260000	1100004116	1	6	6
1087	117	4	75	item103010121007	4	item103010121008,2	1	270000	1100004117	1	6	6
1088	118	4	75	item103010121007	4	item103010121008,2	1	280000	1100004118	1	6	6
1089	119	4	75	item103010121007	4	item103010121008,2	1	290000	1100004119	1	6	6
1090	120	4	75	item103010121007	4	item103010121008,2	1	300000	1100004120	1	6	6
1091	101	5	75	item103010121007	1	item103010121008,1	1	110000	1100005101	1	6	6
1092	102	5	75	item103010121007	1	item103010121008,1	1	120000	1100005102	1	6	6
1093	103	5	75	item103010121007	1	item103010121008,1	1	130000	1100005103	1	6	6
1094	104	5	75	item103010121007	1	item103010121008,1	1	140000	1100005104	1	6	6
1095	105	5	75	item103010121007	1	item103010121008,1	1	150000	1100005105	1	6	6
1096	106	5	75	item103010121007	2	item103010121008,1	1	160000	1100005106	1	6	6
1097	107	5	75	item103010121007	2	item103010121008,1	1	170000	1100005107	1	6	6
1098	108	5	75	item103010121007	2	item103010121008,1	1	180000	1100005108	1	6	6
1099	109	5	75	item103010121007	2	item103010121008,1	1	190000	1100005109	1	6	6
1100	110	5	75	item103010121007	2	item103010121008,1	1	200000	1100005110	1	6	6
1101	111	5	75	item103010121007	3	item103010121008,2	1	210000	1100005111	1	6	6
1102	112	5	75	item103010121007	3	item103010121008,2	1	220000	1100005112	1	6	6
1103	113	5	75	item103010121007	3	item103010121008,2	1	230000	1100005113	1	6	6
1104	114	5	75	item103010121007	3	item103010121008,2	1	240000	1100005114	1	6	6
1105	115	5	75	item103010121007	3	item103010121008,2	1	250000	1100005115	1	6	6
1106	116	5	75	item103010121007	4	item103010121008,2	1	260000	1100005116	1	6	6
1107	117	5	75	item103010121007	4	item103010121008,2	1	270000	1100005117	1	6	6
1108	118	5	75	item103010121007	4	item103010121008,2	1	280000	1100005118	1	6	6
1109	119	5	75	item103010121007	4	item103010121008,2	1	290000	1100005119	1	6	6
1110	120	5	75	item103010121007	4	item103010121008,2	1	300000	1100005120	1	6	6
1111	101	6	75	item103010121007	1	item103010121008,1	1	110000	1100006101	1	6	6
1112	102	6	75	item103010121007	1	item103010121008,1	1	120000	1100006102	1	6	6
1113	103	6	75	item103010121007	1	item103010121008,1	1	130000	1100006103	1	6	6
1114	104	6	75	item103010121007	1	item103010121008,1	1	140000	1100006104	1	6	6
1115	105	6	75	item103010121007	1	item103010121008,1	1	150000	1100006105	1	6	6
1116	106	6	75	item103010121007	2	item103010121008,1	1	160000	1100006106	1	6	6
1117	107	6	75	item103010121007	2	item103010121008,1	1	170000	1100006107	1	6	6
1118	108	6	75	item103010121007	2	item103010121008,1	1	180000	1100006108	1	6	6
1119	109	6	75	item103010121007	2	item103010121008,1	1	190000	1100006109	1	6	6
1120	110	6	75	item103010121007	2	item103010121008,1	1	200000	1100006110	1	6	6
1121	111	6	75	item103010121007	3	item103010121008,2	1	210000	1100006111	1	6	6
1122	112	6	75	item103010121007	3	item103010121008,2	1	220000	1100006112	1	6	6
1123	113	6	75	item103010121007	3	item103010121008,2	1	230000	1100006113	1	6	6
1124	114	6	75	item103010121007	3	item103010121008,2	1	240000	1100006114	1	6	6
1125	115	6	75	item103010121007	3	item103010121008,2	1	250000	1100006115	1	6	6
1126	116	6	75	item103010121007	4	item103010121008,2	1	260000	1100006116	1	6	6
1127	117	6	75	item103010121007	4	item103010121008,2	1	270000	1100006117	1	6	6
1128	118	6	75	item103010121007	4	item103010121008,2	1	280000	1100006118	1	6	6
1129	119	6	75	item103010121007	4	item103010121008,2	1	290000	1100006119	1	6	6
1130	120	6	75	item103010121007	4	item103010121008,2	1	300000	1100006120	1	6	6
1131	101	7	75	item103010121007	1	item103010121008,1	1	110000	1100007101	1	6	6
1132	102	7	75	item103010121007	1	item103010121008,1	1	120000	1100007102	1	6	6
1133	103	7	75	item103010121007	1	item103010121008,1	1	130000	1100007103	1	6	6
1134	104	7	75	item103010121007	1	item103010121008,1	1	140000	1100007104	1	6	6
1135	105	7	75	item103010121007	1	item103010121008,1	1	150000	1100007105	1	6	6
1136	106	7	75	item103010121007	2	item103010121008,1	1	160000	1100007106	1	6	6
1137	107	7	75	item103010121007	2	item103010121008,1	1	170000	1100007107	1	6	6
1138	108	7	75	item103010121007	2	item103010121008,1	1	180000	1100007108	1	6	6
1139	109	7	75	item103010121007	2	item103010121008,1	1	190000	1100007109	1	6	6
1140	110	7	75	item103010121007	2	item103010121008,1	1	200000	1100007110	1	6	6
1141	111	7	75	item103010121007	3	item103010121008,2	1	210000	1100007111	1	6	6
1142	112	7	75	item103010121007	3	item103010121008,2	1	220000	1100007112	1	6	6
1143	113	7	75	item103010121007	3	item103010121008,2	1	230000	1100007113	1	6	6
1144	114	7	75	item103010121007	3	item103010121008,2	1	240000	1100007114	1	6	6
1145	115	7	75	item103010121007	3	item103010121008,2	1	250000	1100007115	1	6	6
1146	116	7	75	item103010121007	4	item103010121008,2	1	260000	1100007116	1	6	6
1147	117	7	75	item103010121007	4	item103010121008,2	1	270000	1100007117	1	6	6
1148	118	7	75	item103010121007	4	item103010121008,2	1	280000	1100007118	1	6	6
1149	119	7	75	item103010121007	4	item103010121008,2	1	290000	1100007119	1	6	6
1150	120	7	75	item103010121007	4	item103010121008,2	1	300000	1100007120	1	6	6
1151	101	8	75	item103010121007	1	item103010121008,1	1	110000	1100008101	1	6	6
1152	102	8	75	item103010121007	1	item103010121008,1	1	120000	1100008102	1	6	6
1153	103	8	75	item103010121007	1	item103010121008,1	1	130000	1100008103	1	6	6
1154	104	8	75	item103010121007	1	item103010121008,1	1	140000	1100008104	1	6	6
1155	105	8	75	item103010121007	1	item103010121008,1	1	150000	1100008105	1	6	6
1156	106	8	75	item103010121007	2	item103010121008,1	1	160000	1100008106	1	6	6
1157	107	8	75	item103010121007	2	item103010121008,1	1	170000	1100008107	1	6	6
1158	108	8	75	item103010121007	2	item103010121008,1	1	180000	1100008108	1	6	6
1159	109	8	75	item103010121007	2	item103010121008,1	1	190000	1100008109	1	6	6
1160	110	8	75	item103010121007	2	item103010121008,1	1	200000	1100008110	1	6	6
1161	111	8	75	item103010121007	3	item103010121008,2	1	210000	1100008111	1	6	6
1162	112	8	75	item103010121007	3	item103010121008,2	1	220000	1100008112	1	6	6
1163	113	8	75	item103010121007	3	item103010121008,2	1	230000	1100008113	1	6	6
1164	114	8	75	item103010121007	3	item103010121008,2	1	240000	1100008114	1	6	6
1165	115	8	75	item103010121007	3	item103010121008,2	1	250000	1100008115	1	6	6
1166	116	8	75	item103010121007	4	item103010121008,2	1	260000	1100008116	1	6	6
1167	117	8	75	item103010121007	4	item103010121008,2	1	270000	1100008117	1	6	6
1168	118	8	75	item103010121007	4	item103010121008,2	1	280000	1100008118	1	6	6
1169	119	8	75	item103010121007	4	item103010121008,2	1	290000	1100008119	1	6	6
1170	120	8	75	item103010121007	4	item103010121008,2	1	300000	1100008120	1	6	6
1171	101	9	75	item103010121007	1	item103010121008,1	1	110000	1100009101	1	6	6
1172	102	9	75	item103010121007	1	item103010121008,1	1	120000	1100009102	1	6	6
1173	103	9	75	item103010121007	1	item103010121008,1	1	130000	1100009103	1	6	6
1174	104	9	75	item103010121007	1	item103010121008,1	1	140000	1100009104	1	6	6
1175	105	9	75	item103010121007	1	item103010121008,1	1	150000	1100009105	1	6	6
1176	106	9	75	item103010121007	2	item103010121008,1	1	160000	1100009106	1	6	6
1177	107	9	75	item103010121007	2	item103010121008,1	1	170000	1100009107	1	6	6
1178	108	9	75	item103010121007	2	item103010121008,1	1	180000	1100009108	1	6	6
1179	109	9	75	item103010121007	2	item103010121008,1	1	190000	1100009109	1	6	6
1180	110	9	75	item103010121007	2	item103010121008,1	1	200000	1100009110	1	6	6
1181	111	9	75	item103010121007	3	item103010121008,2	1	210000	1100009111	1	6	6
1182	112	9	75	item103010121007	3	item103010121008,2	1	220000	1100009112	1	6	6
1183	113	9	75	item103010121007	3	item103010121008,2	1	230000	1100009113	1	6	6
1184	114	9	75	item103010121007	3	item103010121008,2	1	240000	1100009114	1	6	6
1185	115	9	75	item103010121007	3	item103010121008,2	1	250000	1100009115	1	6	6
1186	116	9	75	item103010121007	4	item103010121008,2	1	260000	1100009116	1	6	6
1187	117	9	75	item103010121007	4	item103010121008,2	1	270000	1100009117	1	6	6
1188	118	9	75	item103010121007	4	item103010121008,2	1	280000	1100009118	1	6	6
1189	119	9	75	item103010121007	4	item103010121008,2	1	290000	1100009119	1	6	6
1190	120	9	75	item103010121007	4	item103010121008,2	1	300000	1100009120	1	6	6
1191	101	10	75	item103010121007	1	item103010121008,1	1	110000	1100010101	1	6	6
1192	102	10	75	item103010121007	1	item103010121008,1	1	120000	1100010102	1	6	6
1193	103	10	75	item103010121007	1	item103010121008,1	1	130000	1100010103	1	6	6
1194	104	10	75	item103010121007	1	item103010121008,1	1	140000	1100010104	1	6	6
1195	105	10	75	item103010121007	1	item103010121008,1	1	150000	1100010105	1	6	6
1196	106	10	75	item103010121007	2	item103010121008,1	1	160000	1100010106	1	6	6
1197	107	10	75	item103010121007	2	item103010121008,1	1	170000	1100010107	1	6	6
1198	108	10	75	item103010121007	2	item103010121008,1	1	180000	1100010108	1	6	6
1199	109	10	75	item103010121007	2	item103010121008,1	1	190000	1100010109	1	6	6
1200	110	10	75	item103010121007	2	item103010121008,1	1	200000	1100010110	1	6	6
1201	111	10	75	item103010121007	3	item103010121008,2	1	210000	1100010111	1	6	6
1202	112	10	75	item103010121007	3	item103010121008,2	1	220000	1100010112	1	6	6
1203	113	10	75	item103010121007	3	item103010121008,2	1	230000	1100010113	1	6	6
1204	114	10	75	item103010121007	3	item103010121008,2	1	240000	1100010114	1	6	6
1205	115	10	75	item103010121007	3	item103010121008,2	1	250000	1100010115	1	6	6
1206	116	10	75	item103010121007	4	item103010121008,2	1	260000	1100010116	1	6	6
1207	117	10	75	item103010121007	4	item103010121008,2	1	270000	1100010117	1	6	6
1208	118	10	75	item103010121007	4	item103010121008,2	1	280000	1100010118	1	6	6
1209	119	10	75	item103010121007	4	item103010121008,2	1	290000	1100010119	1	6	6
1210	120	10	75	item103010121007	4	item103010121008,2	1	300000	1100010120	1	6	6
