道具ID	部位	最小装等	最大装等	蓝色魔法属性等级掉落库	紫色魔法属性等级掉落库	金色魔法属性等级掉落库
unidfequip304080240002	4	753	837	802001	803001	804001
unidfequip305080240002	5	753	837	802001	803001	804001
unidfequip306080240002	6	753	837	802001	803001	804001
unidfequip301080240003	1	753	837	802001	803001	804001
unidfequip302080240003	2	753	837	802001	803001	804001
unidfequip303080240003	3	753	837	802001	803001	804001
unidfequip304080240003	4	753	837	802001	803001	804001
unidfequip305080240003	5	753	837	802001	803001	804001
unidfequip306080240003	6	753	837	802001	803001	804001
unidfequip301080240004	1	753	837	802001	803001	804001
unidfequip302080240004	2	753	837	802001	803001	804001
unidfequip303080240004	3	753	837	802001	803001	804001
unidfequip304080240004	4	753	837	802001	803001	804001
unidfequip305080240004	5	753	837	802001	803001	804001
unidfequip306080240004	6	753	837	802001	803001	804001
unidfequip301080240005	1	753	837	802001	803001	804001
unidfequip302080240005	2	753	837	802001	803001	804001
unidfequip303080240005	3	753	837	802001	803001	804001
unidfequip304080240005	4	753	837	802001	803001	804001
unidfequip305080240005	5	753	837	802001	803001	804001
unidfequip306080240005	6	753	837	802001	803001	804001
unidfequip301080240006	1	753	837	802001	803001	804001
unidfequip302080240006	2	753	837	802001	803001	804001
unidfequip303080240006	3	753	837	802001	803001	804001
unidfequip304080240006	4	753	837	802001	803001	804001
unidfequip305080240006	5	753	837	802001	803001	804001
unidfequip306080240006	6	753	837	802001	803001	804001
unidfequip307080210999	7	309	309	802001	803001	804001
unidfequip308080210999	8	309	309	802001	803001	804001
unidfequip309080210999	9	309	309	802001	803001	804001
unidfequip310080210999	10	309	309	802001	803001	804001
unidfequip307080220999	7	619	619	802001	803001	804001
unidfequip308080220999	8	619	619	802001	803001	804001
unidfequip309080220999	9	619	619	802001	803001	804001
unidfequip310080220999	10	619	619	802001	803001	804001
unidfequip307080230999	7	696	774	802001	803001	804001
unidfequip308080230999	8	696	774	802001	803001	804001
unidfequip309080230999	9	696	774	802001	803001	804001
unidfequip310080230999	10	696	774	802001	803001	804001
unidfequip307080240999	7	761	846	802001	803001	804001
unidfequip308080240999	8	761	846	802001	803001	804001
unidfequip309080240999	9	761	846	802001	803001	804001
unidfequip310080240999	10	761	846	802001	803001	804001
unidfequip301090210001	1	324	324	902001	903001	904001
unidfequip302090210001	2	324	324	902001	903001	904001
unidfequip303090210001	3	324	324	902001	903001	904001
unidfequip304090210001	4	324	324	902001	903001	904001
unidfequip305090210001	5	324	324	902001	903001	904001
unidfequip306090210001	6	324	324	902001	903001	904001
unidfequip301090210002	1	324	324	902001	903001	904001
unidfequip302090210002	2	324	324	902001	903001	904001
unidfequip303090210002	3	324	324	902001	903001	904001
unidfequip304090210002	4	324	324	902001	903001	904001
unidfequip305090210002	5	324	324	902001	903001	904001
unidfequip306090210002	6	324	324	902001	903001	904001
unidfequip301090210003	1	324	324	902001	903001	904001
unidfequip302090210003	2	324	324	902001	903001	904001
unidfequip303090210003	3	324	324	902001	903001	904001
unidfequip304090210003	4	324	324	902001	903001	904001
unidfequip305090210003	5	324	324	902001	903001	904001
unidfequip306090210003	6	324	324	902001	903001	904001
unidfequip301090210004	1	324	324	902001	903001	904001
unidfequip302090210004	2	324	324	902001	903001	904001
unidfequip303090210004	3	324	324	902001	903001	904001
unidfequip304090210004	4	324	324	902001	903001	904001
unidfequip305090210004	5	324	324	902001	903001	904001
unidfequip306090210004	6	324	324	902001	903001	904001
unidfequip301090210005	1	324	324	902001	903001	904001
unidfequip302090210005	2	324	324	902001	903001	904001
unidfequip303090210005	3	324	324	902001	903001	904001
unidfequip304090210005	4	324	324	902001	903001	904001
unidfequip305090210005	5	324	324	902001	903001	904001
unidfequip306090210005	6	324	324	902001	903001	904001
unidfequip301090210006	1	324	324	902001	903001	904001
unidfequip302090210006	2	324	324	902001	903001	904001
unidfequip303090210006	3	324	324	902001	903001	904001
unidfequip304090210006	4	324	324	902001	903001	904001
unidfequip305090210006	5	324	324	902001	903001	904001
unidfequip306090210006	6	324	324	902001	903001	904001
unidfequip301090220001	1	648	648	902001	903001	904001
unidfequip302090220001	2	648	648	902001	903001	904001
unidfequip303090220001	3	648	648	902001	903001	904001
unidfequip304090220001	4	648	648	902001	903001	904001
unidfequip305090220001	5	648	648	902001	903001	904001
unidfequip306090220001	6	648	648	902001	903001	904001
unidfequip301090220002	1	648	648	902001	903001	904001
unidfequip302090220002	2	648	648	902001	903001	904001
unidfequip303090220002	3	648	648	902001	903001	904001
unidfequip304090220002	4	648	648	902001	903001	904001
unidfequip305090220002	5	648	648	902001	903001	904001
unidfequip306090220002	6	648	648	902001	903001	904001
unidfequip301090220003	1	648	648	902001	903001	904001
unidfequip302090220003	2	648	648	902001	903001	904001
unidfequip303090220003	3	648	648	902001	903001	904001
unidfequip304090220003	4	648	648	902001	903001	904001
unidfequip305090220003	5	648	648	902001	903001	904001
unidfequip306090220003	6	648	648	902001	903001	904001
unidfequip301090220004	1	648	648	902001	903001	904001
unidfequip302090220004	2	648	648	902001	903001	904001
unidfequip303090220004	3	648	648	902001	903001	904001
unidfequip304090220004	4	648	648	902001	903001	904001
unidfequip305090220004	5	648	648	902001	903001	904001
unidfequip306090220004	6	648	648	902001	903001	904001
unidfequip301090220005	1	648	648	902001	903001	904001
unidfequip302090220005	2	648	648	902001	903001	904001
unidfequip303090220005	3	648	648	902001	903001	904001
unidfequip304090220005	4	648	648	902001	903001	904001
unidfequip305090220005	5	648	648	902001	903001	904001
unidfequip306090220005	6	648	648	902001	903001	904001
unidfequip301090220006	1	648	648	902001	903001	904001
unidfequip302090220006	2	648	648	902001	903001	904001
unidfequip303090220006	3	648	648	902001	903001	904001
unidfequip304090220006	4	648	648	902001	903001	904001
unidfequip305090220006	5	648	648	902001	903001	904001
unidfequip306090220006	6	648	648	902001	903001	904001
unidfequip301090230001	1	729	810	902001	903001	904001
unidfequip302090230001	2	729	810	902001	903001	904001
unidfequip303090230001	3	729	810	902001	903001	904001
unidfequip304090230001	4	729	810	902001	903001	904001
unidfequip305090230001	5	729	810	902001	903001	904001
unidfequip306090230001	6	729	810	902001	903001	904001
unidfequip301090230002	1	729	810	902001	903001	904001
unidfequip302090230002	2	729	810	902001	903001	904001
unidfequip303090230002	3	729	810	902001	903001	904001
unidfequip304090230002	4	729	810	902001	903001	904001
unidfequip305090230002	5	729	810	902001	903001	904001
unidfequip306090230002	6	729	810	902001	903001	904001
unidfequip301090230003	1	729	810	902001	903001	904001
unidfequip302090230003	2	729	810	902001	903001	904001
unidfequip303090230003	3	729	810	902001	903001	904001
unidfequip304090230003	4	729	810	902001	903001	904001
unidfequip305090230003	5	729	810	902001	903001	904001
unidfequip306090230003	6	729	810	902001	903001	904001
unidfequip301090230004	1	729	810	902001	903001	904001
unidfequip302090230004	2	729	810	902001	903001	904001
unidfequip303090230004	3	729	810	902001	903001	904001
unidfequip304090230004	4	729	810	902001	903001	904001
unidfequip305090230004	5	729	810	902001	903001	904001
unidfequip306090230004	6	729	810	902001	903001	904001
unidfequip301090230005	1	729	810	902001	903001	904001
unidfequip302090230005	2	729	810	902001	903001	904001
unidfequip303090230005	3	729	810	902001	903001	904001
unidfequip304090230005	4	729	810	902001	903001	904001
unidfequip305090230005	5	729	810	902001	903001	904001
unidfequip306090230005	6	729	810	902001	903001	904001
unidfequip301090230006	1	729	810	902001	903001	904001
unidfequip302090230006	2	729	810	902001	903001	904001
unidfequip303090230006	3	729	810	902001	903001	904001
unidfequip304090230006	4	729	810	902001	903001	904001
unidfequip305090230006	5	729	810	902001	903001	904001
unidfequip306090230006	6	729	810	902001	903001	904001
unidfequip301090240001	1	842	936	902001	903001	904001
unidfequip302090240001	2	842	936	902001	903001	904001
unidfequip303090240001	3	842	936	902001	903001	904001
unidfequip304090240001	4	842	936	902001	903001	904001
unidfequip305090240001	5	842	936	902001	903001	904001
unidfequip306090240001	6	842	936	902001	903001	904001
unidfequip301090240002	1	842	936	902001	903001	904001
unidfequip302090240002	2	842	936	902001	903001	904001
unidfequip303090240002	3	842	936	902001	903001	904001
unidfequip304090240002	4	842	936	902001	903001	904001
unidfequip305090240002	5	842	936	902001	903001	904001
unidfequip306090240002	6	842	936	902001	903001	904001
unidfequip301090240003	1	842	936	902001	903001	904001
unidfequip302090240003	2	842	936	902001	903001	904001
unidfequip303090240003	3	842	936	902001	903001	904001
unidfequip304090240003	4	842	936	902001	903001	904001
unidfequip305090240003	5	842	936	902001	903001	904001
unidfequip306090240003	6	842	936	902001	903001	904001
unidfequip301090240004	1	842	936	902001	903001	904001
unidfequip302090240004	2	842	936	902001	903001	904001
unidfequip303090240004	3	842	936	902001	903001	904001
unidfequip304090240004	4	842	936	902001	903001	904001
unidfequip305090240004	5	842	936	902001	903001	904001
unidfequip306090240004	6	842	936	902001	903001	904001
unidfequip301090240005	1	842	936	902001	903001	904001
unidfequip302090240005	2	842	936	902001	903001	904001
unidfequip303090240005	3	842	936	902001	903001	904001
unidfequip304090240005	4	842	936	902001	903001	904001
unidfequip305090240005	5	842	936	902001	903001	904001
unidfequip306090240005	6	842	936	902001	903001	904001
unidfequip301090240006	1	842	936	902001	903001	904001
unidfequip302090240006	2	842	936	902001	903001	904001
unidfequip303090240006	3	842	936	902001	903001	904001
unidfequip304090240006	4	842	936	902001	903001	904001
unidfequip305090240006	5	842	936	902001	903001	904001
unidfequip306090240006	6	842	936	902001	903001	904001
unidfequip307090210999	7	378	378	902001	903001	904001
unidfequip308090210999	8	378	378	902001	903001	904001
unidfequip309090210999	9	378	378	902001	903001	904001
unidfequip310090210999	10	378	378	902001	903001	904001
unidfequip307090220999	7	756	756	902001	903001	904001
unidfequip308090220999	8	756	756	902001	903001	904001
unidfequip309090220999	9	756	756	902001	903001	904001
unidfequip310090220999	10	756	756	902001	903001	904001
unidfequip307090230999	7	850	945	902001	903001	904001
unidfequip308090230999	8	850	945	902001	903001	904001
unidfequip309090230999	9	850	945	902001	903001	904001
unidfequip310090230999	10	850	945	902001	903001	904001
unidfequip307090240999	7	850	945	902001	903001	904001
unidfequip308090240999	8	850	945	902001	903001	904001
unidfequip309090240999	9	850	945	902001	903001	904001
unidfequip310090240999	10	850	945	902001	903001	904001
