ID	所属组合图鉴ID	星级	消耗	获得属性	获得巅峰点	增加评分
1032	30000069	2	104007,1;104010,1;104032,1;104041,1	67,10;83,10;66,10;79,10	20	40
1033	30000069	3	104007,1;104010,1;104032,1;104041,1	67,10;83,10;66,10;79,10	20	40
1034	30000069	4	104007,1;104010,1;104032,1;104041,1	67,5;83,5;66,5;79,5	20	20
1035	30000069	5	104007,1;104010,1;104032,1;104041,1	67,5;83,5;66,5;79,5	20	20
1036	40000001	1	105001,1	86,48	8	48
1037	40000001	2	105001,1	86,32	8	32
1038	40000001	3	105001,1	86,32	8	32
1039	40000001	4	105001,1	86,16	8	16
1040	40000001	5	105001,1	86,16	8	16
1041	40000002	1	105002,1	67,48	8	48
1042	40000002	2	105002,1	67,32	8	32
1043	40000002	3	105002,1	67,32	8	32
1044	40000002	4	105002,1	67,16	8	16
1045	40000002	5	105002,1	67,16	8	16
1046	40000003	1	105003,1	85,48	8	48
1047	40000003	2	105003,1	85,32	8	32
1048	40000003	3	105003,1	85,32	8	32
1049	40000003	4	105003,1	85,16	8	16
1050	40000003	5	105003,1	85,16	8	16
1051	40000004	1	105004,1	112,48	8	48
1052	40000004	2	105004,1	112,32	8	32
1053	40000004	3	105004,1	112,32	8	32
1054	40000004	4	105004,1	112,16	8	16
1055	40000004	5	105004,1	112,16	8	16
1056	40000005	1	105005,1	66,48	8	48
1057	40000005	2	105005,1	66,32	8	32
1058	40000005	3	105005,1	66,32	8	32
1059	40000005	4	105005,1	66,16	8	16
1060	40000005	5	105005,1	66,16	8	16
1061	40000006	1	105006,1	75,48	8	48
1062	40000006	2	105006,1	75,32	8	32
1063	40000006	3	105006,1	75,32	8	32
1064	40000006	4	105006,1	75,16	8	16
1065	40000006	5	105006,1	75,16	8	16
1066	40000007	1	105007,1	79,48	8	48
1067	40000007	2	105007,1	79,32	8	32
1068	40000007	3	105007,1	79,32	8	32
1069	40000007	4	105007,1	79,16	8	16
1070	40000007	5	105007,1	79,16	8	16
1071	40000008	1	105008,1	105,48	8	48
1072	40000008	2	105008,1	105,32	8	32
1073	40000008	3	105008,1	105,32	8	32
1074	40000008	4	105008,1	105,16	8	16
1075	40000008	5	105008,1	105,16	8	16
1076	40000009	1	105009,1	11,30	8	45
1077	40000009	2	105009,1	11,20	8	30
1078	40000009	3	105009,1	11,20	8	30
1079	40000009	4	105009,1	11,10	8	15
1080	40000009	5	105009,1	11,10	8	15
1081	40000010	1	105010,1	12,30	8	45
1082	40000010	2	105010,1	12,20	8	30
1083	40000010	3	105010,1	12,20	8	30
1084	40000010	4	105010,1	12,10	8	15
1085	40000010	5	105010,1	12,10	8	15
1086	40000011	1	105011,1	13,30	8	45
1087	40000011	2	105011,1	13,20	8	30
1088	40000011	3	105011,1	13,20	8	30
1089	40000011	4	105011,1	13,10	8	15
1090	40000011	5	105011,1	13,10	8	15
1091	40000012	1	105012,1	173,72	8	43
1092	40000012	2	105012,1	173,48	8	29
1093	40000012	3	105012,1	173,48	8	29
1094	40000012	4	105012,1	173,24	8	14
1095	40000012	5	105012,1	173,24	8	14
1096	40000013	1	105013,1	174,72	8	43
1097	40000013	2	105013,1	174,48	8	29
1098	40000013	3	105013,1	174,48	8	29
1099	40000013	4	105013,1	174,24	8	14
1100	40000013	5	105013,1	174,24	8	14
1101	40000014	1	105014,1	30,48	8	48
1102	40000014	2	105014,1	30,32	8	32
1103	40000014	3	105014,1	30,32	8	32
1104	40000014	4	105014,1	30,16	8	16
1105	40000014	5	105014,1	30,16	8	16
1106	40000015	1	105015,1	32,48	8	48
1107	40000015	2	105015,1	32,32	8	32
1108	40000015	3	105015,1	32,32	8	32
1109	40000015	4	105015,1	32,16	8	16
1110	40000015	5	105015,1	32,16	8	16
1111	40000016	1	105016,1	34,48	8	48
1112	40000016	2	105016,1	34,32	8	32
1113	40000016	3	105016,1	34,32	8	32
1114	40000016	4	105016,1	34,16	8	16
1115	40000016	5	105016,1	34,16	8	16
1116	40000017	1	115001,1	52,90	10	90
1117	40000017	2	115001,1	52,60	10	60
1118	40000017	3	115001,1	52,60	10	60
1119	40000017	4	115001,1	52,30	10	30
1120	40000017	5	115001,1	52,30	10	30
1121	40000018	1	115002,1	51,90	10	90
1122	40000018	2	115002,1	51,60	10	60
1123	40000018	3	115002,1	51,60	10	60
1124	40000018	4	115002,1	51,30	10	30
1125	40000018	5	115002,1	51,30	10	30
1126	40000019	1	115003,1	3,36	10	90
1127	40000019	2	115003,1	3,24	10	60
1128	40000019	3	115003,1	3,24	10	60
1129	40000019	4	115003,1	3,12	10	30
1130	40000019	5	115003,1	3,12	10	30
1131	40000020	1	115004,1	174,150	10	90
1132	40000020	2	115004,1	174,100	10	60
1133	40000020	3	115004,1	174,100	10	60
1134	40000020	4	115004,1	174,50	10	30
1135	40000020	5	115004,1	174,50	10	30
1136	40000021	1	115005,1	32,90	10	90
1137	40000021	2	115005,1	32,60	10	60
1138	40000021	3	115005,1	32,60	10	60
1139	40000021	4	115005,1	32,30	10	30
1140	40000021	5	115005,1	32,30	10	30
1141	40000022	1	115006,1	12,60	10	90
1142	40000022	2	115006,1	12,40	10	60
1143	40000022	3	115006,1	12,40	10	60
1144	40000022	4	115006,1	12,20	10	30
1145	40000022	5	115006,1	12,20	10	30
1146	40000023	1	115007,1	34,90	10	90
1147	40000023	2	115007,1	34,60	10	60
1148	40000023	3	115007,1	34,60	10	60
1149	40000023	4	115007,1	34,30	10	30
1150	40000023	5	115007,1	34,30	10	30
1151	40000024	1	115008,1	175,120	10	90
1152	40000024	2	115008,1	175,80	10	60
1153	40000024	3	115008,1	175,80	10	60
1154	40000024	4	115008,1	175,40	10	30
1155	40000024	5	115008,1	175,40	10	30
1156	40000025	1	115009,1	173,150	10	90
1157	40000025	2	115009,1	173,100	10	60
1158	40000025	3	115009,1	173,100	10	60
1159	40000025	4	115009,1	173,50	10	30
1160	40000025	5	115009,1	173,50	10	30
1161	40000026	1	115010,1	3,36	10	90
1162	40000026	2	115010,1	3,24	10	60
1163	40000026	3	115010,1	3,24	10	60
1164	40000026	4	115010,1	3,12	10	30
1165	40000026	5	115010,1	3,12	10	30
1166	40000027	1	115011,1	3,36	10	90
1167	40000027	2	115011,1	3,24	10	60
1168	40000027	3	115011,1	3,24	10	60
1169	40000027	4	115011,1	3,12	10	30
1170	40000027	5	115011,1	3,12	10	30
1171	40000028	1	115012,1	3,72	20	90
1172	40000028	2	115012,1	3,48	20	60
1173	40000028	3	115012,1	3,48	20	60
1174	40000028	4	115012,1	3,24	20	30
1175	40000028	5	115012,1	3,24	20	30
1176	40000029	1	105001,1;105002,1;105003,1;105004,1	3,12;4,12;1,144	32	96
1177	40000029	2	105001,1;105002,1;105003,1;105004,1	3,8;4,8;1,96	32	64
1178	40000029	3	105001,1;105002,1;105003,1;105004,1	3,8;4,8;1,96	32	64
1179	40000029	4	105001,1;105002,1;105003,1;105004,1	3,4;4,4;1,48	32	32
1180	40000029	5	105001,1;105002,1;105003,1;105004,1	3,4;4,4;1,48	32	32
1181	40000030	1	105005,1;105006,1;105007,1;105008,1	11,33;13,30	32	95
1182	40000030	2	105005,1;105006,1;105007,1;105008,1	11,22;13,20	32	63
1183	40000030	3	105005,1;105006,1;105007,1;105008,1	11,22;13,20	32	63
1184	40000030	4	105005,1;105006,1;105007,1;105008,1	11,11;13,10	32	32
1185	40000030	5	105005,1;105006,1;105007,1;105008,1	11,11;13,10	32	32
1186	40000031	1	105009,1;105010,1	3,10;1,96	16	48
1187	40000031	2	105009,1;105010,1	3,6;1,64	16	32
1188	40000031	3	105009,1;105010,1	3,6;1,64	16	32
1189	40000031	4	105009,1;105010,1	3,3;1,32	16	16
1190	40000031	5	105009,1;105010,1	3,3;1,32	16	16
1191	40000032	1	105011,1;105012,1;105013,1	131,36;132,36	24	72
1192	40000032	2	105011,1;105012,1;105013,1	131,24;132,24	24	48
1193	40000032	3	105011,1;105012,1;105013,1	131,24;132,24	24	48
1194	40000032	4	105011,1;105012,1;105013,1	131,12;132,12	24	24
1195	40000032	5	105011,1;105012,1;105013,1	131,12;132,12	24	24
1196	40000033	1	105009,1;105010,1;105011,1;105012,1;105013,1	158,72;160,72;161,72	40	130
1197	40000033	2	105009,1;105010,1;105011,1;105012,1;105013,1	158,48;160,48;161,48	40	86
1198	40000033	3	105009,1;105010,1;105011,1;105012,1;105013,1	158,48;160,48;161,48	40	86
1199	40000033	4	105009,1;105010,1;105011,1;105012,1;105013,1	158,24;160,24;161,24	40	43
1200	40000033	5	105009,1;105010,1;105011,1;105012,1;105013,1	158,24;160,24;161,24	40	43
1201	40000034	1	105001,1;105006,1	3,10;4,10	16	48
1202	40000034	2	105001,1;105006,1	3,6;4,6	16	32
1203	40000034	3	105001,1;105006,1	3,6;4,6	16	32
1204	40000034	4	105001,1;105006,1	3,3;4,3	16	16
1205	40000034	5	105001,1;105006,1	3,3;4,3	16	16
1206	40000035	1	105003,1;105007,1	21,30;30,24	16	47
1207	40000035	2	105003,1;105007,1	21,20;30,16	16	31
1208	40000035	3	105003,1;105007,1	21,20;30,16	16	31
1209	40000035	4	105003,1;105007,1	21,10;30,8	16	16
1210	40000035	5	105003,1;105007,1	21,10;30,8	16	16
1211	40000036	1	105004,1;105008,1	1,120;11,12	16	48
1212	40000036	2	105004,1;105008,1	1,80;11,8	16	32
1213	40000036	3	105004,1;105008,1	1,80;11,8	16	32
1214	40000036	4	105004,1;105008,1	1,40;11,4	16	16
1215	40000036	5	105004,1;105008,1	1,40;11,4	16	16
1216	40000037	1	105002,1;105005,1	23,30;32,24	16	47
1217	40000037	2	105002,1;105005,1	23,20;32,16	16	31
1218	40000037	3	105002,1;105005,1	23,20;32,16	16	31
1219	40000037	4	105002,1;105005,1	23,10;32,8	16	16
1220	40000037	5	105002,1;105005,1	23,10;32,8	16	16
1221	40000038	1	105009,1;105010,1;105004,1;105008,1	137,24;138,24;141,24;142,24	32	96
1222	40000038	2	105009,1;105010,1;105004,1;105008,1	137,16;138,16;141,16;142,16	32	64
1223	40000038	3	105009,1;105010,1;105004,1;105008,1	137,16;138,16;141,16;142,16	32	64
1224	40000038	4	105009,1;105010,1;105004,1;105008,1	137,8;138,8;141,8;142,8	32	32
1225	40000038	5	105009,1;105010,1;105004,1;105008,1	137,8;138,8;141,8;142,8	32	32
1226	40000039	1	105012,1;105013,1;105001,1;105006,1;105005,1	3,12;4,24;1,120	40	120
1227	40000039	2	105012,1;105013,1;105001,1;105006,1;105005,1	3,8;4,16;1,80	40	80
1228	40000039	3	105012,1;105013,1;105001,1;105006,1;105005,1	3,8;4,16;1,80	40	80
1229	40000039	4	105012,1;105013,1;105001,1;105006,1;105005,1	3,4;4,8;1,40	40	40
1230	40000039	5	105012,1;105013,1;105001,1;105006,1;105005,1	3,4;4,8;1,40	40	40
1231	40000040	1	105011,1;105002,1;105003,1;105007,1	3,18;4,9;1,120	32	98
1232	40000040	2	105011,1;105002,1;105003,1;105007,1	3,12;4,6;1,80	32	65
1233	40000040	3	105011,1;105002,1;105003,1;105007,1	3,12;4,6;1,80	32	65
1234	40000040	4	105011,1;105002,1;105003,1;105007,1	3,6;4,3;1,40	32	33
1235	40000040	5	105011,1;105002,1;105003,1;105007,1	3,6;4,3;1,40	32	33
1236	40000041	1	105014,1;105015,1;105016,1	1,180;33,30	24	75
1237	40000041	2	105014,1;105015,1;105016,1	1,120;33,20	24	50
1238	40000041	3	105014,1;105015,1;105016,1	1,120;33,20	24	50
1239	40000041	4	105014,1;105015,1;105016,1	1,60;33,10	24	25
1240	40000041	5	105014,1;105015,1;105016,1	1,60;33,10	24	25
1241	40000042	1	105002,1;105005,1;105006,1;105007,1;105008,1	35,15;1,180;3,12;4,12	40	120
1242	40000042	2	105002,1;105005,1;105006,1;105007,1;105008,1	35,10;1,120;3,8;4,8	40	80
1243	40000042	3	105002,1;105005,1;105006,1;105007,1;105008,1	35,10;1,120;3,8;4,8	40	80
1244	40000042	4	105002,1;105005,1;105006,1;105007,1;105008,1	35,5;1,60;3,4;4,4	40	40
1245	40000042	5	105002,1;105005,1;105006,1;105007,1;105008,1	35,5;1,60;3,4;4,4	40	40
1246	40000043	1	115001,1;105009,1;105010,1	33,60;35,60	26	120
1247	40000043	2	115001,1;105009,1;105010,1	33,40;35,40	26	80
1248	40000043	3	115001,1;105009,1;105010,1	33,40;35,40	26	80
1249	40000043	4	115001,1;105009,1;105010,1	33,20;35,20	26	40
1250	40000043	5	115001,1;105009,1;105010,1	33,20;35,20	26	40
1251	40000044	1	115002,1;115003,1	3,30;4,30	20	150
1252	40000044	2	115002,1;115003,1	3,20;4,20	20	100
1253	40000044	3	115002,1;115003,1	3,20;4,20	20	100
1254	40000044	4	115002,1;115003,1	3,10;4,10	20	50
1255	40000044	5	115002,1;115003,1	3,10;4,10	20	50
1256	40000045	1	115004,1;115005,1;115006,1;115007,1;115008,1;115009,1	28,90;1,1200	60	435
1257	40000045	2	115004,1;115005,1;115006,1;115007,1;115008,1;115009,1	28,60;1,800	60	290
1258	40000045	3	115004,1;115005,1;115006,1;115007,1;115008,1;115009,1	28,60;1,800	60	290
1259	40000045	4	115004,1;115005,1;115006,1;115007,1;115008,1;115009,1	28,30;1,400	60	145
1260	40000045	5	115004,1;115005,1;115006,1;115007,1;115008,1;115009,1	28,30;1,400	60	145
1261	40000046	1	115001,1;105001,1;105003,1;105004,1	22,120;31,60	34	150
1262	40000046	2	115001,1;105001,1;105003,1;105004,1	22,80;31,40	34	100
1263	40000046	3	115001,1;105001,1;105003,1;105004,1	22,80;31,40	34	100
1264	40000046	4	115001,1;105001,1;105003,1;105004,1	22,40;31,20	34	50
1265	40000046	5	115001,1;105001,1;105003,1;105004,1	22,40;31,20	34	50
1266	40000047	1	115002,1;115003,1;115005,1;115006,1	51,180;1,450	40	293
1267	40000047	2	115002,1;115003,1;115005,1;115006,1	51,120;1,300	40	195
1268	40000047	3	115002,1;115003,1;115005,1;115006,1	51,120;1,300	40	195
1269	40000047	4	115002,1;115003,1;115005,1;115006,1	51,60;1,150	40	98
1270	40000047	5	115002,1;115003,1;115005,1;115006,1	51,60;1,150	40	98
1271	40000048	1	115004,1;115007,1;115008,1;115009,1	52,180;1,450	40	293
1272	40000048	2	115004,1;115007,1;115008,1;115009,1	52,120;1,300	40	195
1273	40000048	3	115004,1;115007,1;115008,1;115009,1	52,120;1,300	40	195
1274	40000048	4	115004,1;115007,1;115008,1;115009,1	52,60;1,150	40	98
1275	40000048	5	115004,1;115007,1;115008,1;115009,1	52,60;1,150	40	98
1276	40000049	1	105004,1;105008,1;115013,1	12,30;13,30;11,30	26	135
1277	40000049	2	105004,1;105008,1;115013,1	12,20;13,20;11,20	26	90
1278	40000049	3	105004,1;105008,1;115013,1	12,20;13,20;11,20	26	90
1279	40000049	4	105004,1;105008,1;115013,1	12,10;13,10;11,10	26	45
1280	40000049	5	105004,1;105008,1;115013,1	12,10;13,10;11,10	26	45
1281	40000050	1	105017,1	11,30	8	45
1282	40000050	2	105017,1	11,20	8	30
1283	40000050	3	105017,1	11,20	8	30
1284	40000050	4	105017,1	11,10	8	15
1285	40000050	5	105017,1	11,10	8	15
1286	40000051	1	105018,1	12,30	8	45
1287	40000051	2	105018,1	12,20	8	30
1288	40000051	3	105018,1	12,20	8	30
1289	40000051	4	105018,1	12,10	8	15
1290	40000051	5	105018,1	12,10	8	15
1291	40000052	1	105019,1	13,30	8	45
1292	40000052	2	105019,1	13,20	8	30
1293	40000052	3	105019,1	13,20	8	30
1294	40000052	4	105019,1	13,10	8	15
1295	40000052	5	105019,1	13,10	8	15
1296	40000053	1	105020,1	4,18	8	45
1297	40000053	2	105020,1	4,12	8	30
1298	40000053	3	105020,1	4,12	8	30
1299	40000053	4	105020,1	4,6	8	15
1300	40000053	5	105020,1	4,6	8	15
1301	40000054	1	105021,1	173,72	8	43
1302	40000054	2	105021,1	173,48	8	29
1303	40000054	3	105021,1	173,48	8	29
1304	40000054	4	105021,1	173,24	8	14
1305	40000054	5	105021,1	173,24	8	14
1306	40000055	1	105022,1	174,72	8	43
1307	40000055	2	105022,1	174,48	8	29
1308	40000055	3	105022,1	174,48	8	29
1309	40000055	4	105022,1	174,24	8	14
1310	40000055	5	105022,1	174,24	8	14
1311	40000056	1	115014,1	52,90	10	90
1312	40000056	2	115014,1	52,60	10	60
1313	40000056	3	115014,1	52,60	10	60
1314	40000056	4	115014,1	52,30	10	30
1315	40000056	5	115014,1	52,30	10	30
1316	40000057	1	115015,1	12,60	10	90
1317	40000057	2	115015,1	12,40	10	60
1318	40000057	3	115015,1	12,40	10	60
1319	40000057	4	115015,1	12,20	10	30
1320	40000057	5	115015,1	12,20	10	30
1321	40000058	1	115016,1	51,90	10	90
1322	40000058	2	115016,1	51,60	10	60
1323	40000058	3	115016,1	51,60	10	60
1324	40000058	4	115016,1	51,30	10	30
1325	40000058	5	115016,1	51,30	10	30
1326	40000059	1	115014,1;105017,1;105018,1;105021,1	32,30;34,48;33,30;35,48	34	156
1327	40000059	2	115014,1;105017,1;105018,1;105021,1	32,20;34,32;33,20;35,32	34	104
1328	40000059	3	115014,1;105017,1;105018,1;105021,1	32,20;34,32;33,20;35,32	34	104
1329	40000059	4	115014,1;105017,1;105018,1;105021,1	32,10;34,16;33,10;35,16	34	52
1330	40000059	5	115014,1;105017,1;105018,1;105021,1	32,10;34,16;33,10;35,16	34	52
1331	40000060	1	115015,1;105017,1;105018,1	3,36;1,120	26	120
1332	40000060	2	115015,1;105017,1;105018,1	3,24;1,80	26	80
1333	40000060	3	115015,1;105017,1;105018,1	3,24;1,80	26	80
1334	40000060	4	115015,1;105017,1;105018,1	3,12;1,40	26	40
1335	40000060	5	115015,1;105017,1;105018,1	3,12;1,40	26	40
1336	40000061	1	115015,1;105014,1;105015,1;105016,1	174,120;173,120	34	144
1337	40000061	2	115015,1;105014,1;105015,1;105016,1	174,80;173,80	34	96
1338	40000061	3	115015,1;105014,1;105015,1;105016,1	174,80;173,80	34	96
1339	40000061	4	115015,1;105014,1;105015,1;105016,1	174,40;173,40	34	48
1340	40000061	5	115015,1;105014,1;105015,1;105016,1	174,40;173,40	34	48
1341	40000062	1	115016,1;115001,1	51,90;52,90	20	180
1342	40000062	2	115016,1;115001,1	51,60;52,60	20	120
1343	40000062	3	115016,1;115001,1	51,60;52,60	20	120
1344	40000062	4	115016,1;115001,1	51,30;52,30	20	60
1345	40000062	5	115016,1;115001,1	51,30;52,30	20	60
1346	40000063	1	115016,1;105020,1	1,300;52,30	18	105
1347	40000063	2	115016,1;105020,1	1,200;52,20	18	70
1348	40000063	3	115016,1;105020,1	1,200;52,20	18	70
1349	40000063	4	115016,1;105020,1	1,100;52,10	18	35
1350	40000063	5	115016,1;105020,1	1,100;52,10	18	35
1351	40000064	1	115014,1;115015,1;115016,1;105019,1;105022,1	11,60;12,60;13,60	46	270
1352	40000064	2	115014,1;115015,1;115016,1;105019,1;105022,1	11,40;12,40;13,40	46	180
1353	40000064	3	115014,1;115015,1;115016,1;105019,1;105022,1	11,40;12,40;13,40	46	180
1354	40000064	4	115014,1;115015,1;115016,1;105019,1;105022,1	11,20;12,20;13,20	46	90
1355	40000064	5	115014,1;115015,1;115016,1;105019,1;105022,1	11,20;12,20;13,20	46	90
1356	40000065	1	115017,1	3,36	10	90
1357	40000065	2	115017,1	3,24	10	60
1358	40000065	3	115017,1	3,24	10	60
1359	40000065	4	115017,1	3,12	10	30
1360	40000065	5	115017,1	3,12	10	30
1361	40000066	1	104029,1;115017,1	1,300;51,30	15	105
1362	40000066	2	104029,1;115017,1	1,200;51,20	15	70
1363	40000066	3	104029,1;115017,1	1,200;51,20	15	70
1364	40000066	4	104029,1;115017,1	1,100;51,10	15	35
1365	40000066	5	104029,1;115017,1	1,100;51,10	15	35
1366	40000067	1	104041,1;115017,1	1,180;11,30	15	90
1367	40000067	2	104041,1;115017,1	1,120;11,20	15	60
1368	40000067	3	104041,1;115017,1	1,120;11,20	15	60
1369	40000067	4	104041,1;115017,1	1,60;11,10	15	30
1370	40000067	5	104041,1;115017,1	1,60;11,10	15	30
1371	40000068	1	115013,1	3,36	10	90
1372	40000068	2	115013,1	3,24	10	60
1373	40000068	3	115013,1	3,24	10	60
1374	40000068	4	115013,1	3,12	10	30
1375	40000068	5	115013,1	3,12	10	30
1376	50000001	1	104014,1;103029,1;103013,1;102001,1;102002,1;102016,1	1,84;11,15	17	44
1377	50000001	2	104014,1;103029,1;103013,1;102001,1;102002,1;102016,1	1,56;11,10	17	29
1378	50000001	3	104014,1;103029,1;103013,1;102001,1;102002,1;102016,1	1,56;11,10	17	29
1379	50000001	4	104014,1;103029,1;103013,1;102001,1;102002,1;102016,1	1,28;11,5	17	15
1380	50000001	5	104014,1;103029,1;103013,1;102001,1;102002,1;102016,1	1,28;11,5	17	15
1381	50000002	1	103013,1;103027,1;102001,1	1,66;4,6	8	32
1382	50000002	2	103013,1;103027,1;102001,1	1,44;4,4	8	21
1383	50000002	3	103013,1;103027,1;102001,1	1,44;4,4	8	21
1384	50000002	4	103013,1;103027,1;102001,1	1,22;4,2	8	11
1385	50000002	5	103013,1;103027,1;102001,1	1,22;4,2	8	11
1386	50000003	1	103029,1;103028,1;102002,1;102016,1	1,72;3,6	10	33
1387	50000003	2	103029,1;103028,1;102002,1;102016,1	1,48;3,4	10	22
1388	50000003	3	103029,1;103028,1;102002,1;102016,1	1,48;3,4	10	22
1389	50000003	4	103029,1;103028,1;102002,1;102016,1	1,24;3,2	10	11
1390	50000003	5	103029,1;103028,1;102002,1;102016,1	1,24;3,2	10	11
1391	50000004	1	102003,1;102018,1;102019,1;102017,1	1,72	8	18
1392	50000004	2	102003,1;102018,1;102019,1;102017,1	1,48	8	12
1393	50000004	3	102003,1;102018,1;102019,1;102017,1	1,48	8	12
1394	50000004	4	102003,1;102018,1;102019,1;102017,1	1,24	8	6
1395	50000004	5	102003,1;102018,1;102019,1;102017,1	1,24	8	6
1396	50000005	1	104013,1;103026,1;103012,1	1,96;3,7	11	42
1397	50000005	2	104013,1;103026,1;103012,1	1,64;3,5	11	28
1398	50000005	3	104013,1;103026,1;103012,1	1,64;3,5	11	28
1399	50000005	4	104013,1;103026,1;103012,1	1,32;3,2	11	14
1400	50000005	5	104013,1;103026,1;103012,1	1,32;3,2	11	14
1401	50000006	1	103012,1;102023,1;102024,1	4,12	7	30
1402	50000006	2	103012,1;102023,1;102024,1	4,8	7	20
1403	50000006	3	103012,1;102023,1;102024,1	4,8	7	20
1404	50000006	4	103012,1;102023,1;102024,1	4,4	7	10
1405	50000006	5	103012,1;102023,1;102024,1	4,4	7	10
1406	50000007	1	103026,1;102004,1;102021,1	1,120	7	30
1407	50000007	2	103026,1;102004,1;102021,1	1,80	7	20
1408	50000007	3	103026,1;102004,1;102021,1	1,80	7	20
1409	50000007	4	103026,1;102004,1;102021,1	1,40	7	10
1410	50000007	5	103026,1;102004,1;102021,1	1,40	7	10
1411	50000008	1	102005,1;102006,1;102020,1;102022,1;103014,1;103030,1	1,180	14	45
1412	50000008	2	102005,1;102006,1;102020,1;102022,1;103014,1;103030,1	1,120	14	30
1413	50000008	3	102005,1;102006,1;102020,1;102022,1;103014,1;103030,1	1,120	14	30
1414	50000008	4	102005,1;102006,1;102020,1;102022,1;103014,1;103030,1	1,60	14	15
1415	50000008	5	102005,1;102006,1;102020,1;102022,1;103014,1;103030,1	1,60	14	15
1416	50000009	1	102008,1;102009,1;102025,1;104030,1;104028,1	1,72;4,12	16	48
1417	50000009	2	102008,1;102009,1;102025,1;104030,1;104028,1	1,48;4,8	16	32
1418	50000009	3	102008,1;102009,1;102025,1;104030,1;104028,1	1,48;4,8	16	32
1419	50000009	4	102008,1;102009,1;102025,1;104030,1;104028,1	1,24;4,4	16	16
1420	50000009	5	102008,1;102009,1;102025,1;104030,1;104028,1	1,24;4,4	16	16
1421	50000010	1	102007,1;102026,1;102028,1;102029,1;103031,1;103032,1	33,18;35,15	14	33
1422	50000010	2	102007,1;102026,1;102028,1;102029,1;103031,1;103032,1	33,12;35,10	14	22
1423	50000010	3	102007,1;102026,1;102028,1;102029,1;103031,1;103032,1	33,12;35,10	14	22
1424	50000010	4	102007,1;102026,1;102028,1;102029,1;103031,1;103032,1	33,6;35,5	14	11
1425	50000010	5	102007,1;102026,1;102028,1;102029,1;103031,1;103032,1	33,6;35,5	14	11
1426	50000011	1	104027,1;103025,1;103024,1	1,72;3,6	11	33
1427	50000011	2	104027,1;103025,1;103024,1	1,48;3,4	11	22
1428	50000011	3	104027,1;103025,1;103024,1	1,48;3,4	11	22
1429	50000011	4	104027,1;103025,1;103024,1	1,24;3,2	11	11
1430	50000011	5	104027,1;103025,1;103024,1	1,24;3,2	11	11
1431	50000012	1	104012,1;103023,1;103010,1;103011,1;102011,1;102012,1	21,18;23,18;25,18	18	41
1432	50000012	2	104012,1;103023,1;103010,1;103011,1;102011,1;102012,1	21,12;23,12;25,12	18	27
1433	50000012	3	104012,1;103023,1;103010,1;103011,1;102011,1;102012,1	21,12;23,12;25,12	18	27
1434	50000012	4	104012,1;103023,1;103010,1;103011,1;102011,1;102012,1	21,6;23,6;25,6	18	14
1435	50000012	5	104012,1;103023,1;103010,1;103011,1;102011,1;102012,1	21,6;23,6;25,6	18	14
1436	50000013	1	103010,1;102011,1	25,18	5	14
1437	50000013	2	103010,1;102011,1	25,12	5	9
1438	50000013	3	103010,1;102011,1	25,12	5	9
1439	50000013	4	103010,1;102011,1	25,6	5	5
1440	50000013	5	103010,1;102011,1	25,6	5	5
1441	50000014	1	103011,1;102012,1	25,18	5	14
1442	50000014	2	103011,1;102012,1	25,12	5	9
1443	50000014	3	103011,1;102012,1	25,12	5	9
1444	50000014	4	103011,1;102012,1	25,6	5	5
1445	50000014	5	103011,1;102012,1	25,6	5	5
1446	50000015	1	102030,1;102010,1;103015,1	1,60	7	15
1447	50000015	2	102030,1;102010,1;103015,1	1,40	7	10
1448	50000015	3	102030,1;102010,1;103015,1	1,40	7	10
1449	50000015	4	102030,1;102010,1;103015,1	1,20	7	5
1450	50000015	5	102030,1;102010,1;103015,1	1,20	7	5
1451	50000016	1	103033,1;102031,1	1,48	5	12
1452	50000016	2	103033,1;102031,1	1,32	5	8
1453	50000016	3	103033,1;102031,1	1,32	5	8
1454	50000016	4	103033,1;102031,1	1,16	5	4
1455	50000016	5	103033,1;102031,1	1,16	5	4
1456	50000017	1	104023,1;103022,1;103033,1;102031,1;102033,1	1,120;4,6	15	45
1457	50000017	2	104023,1;103022,1;103033,1;102031,1;102033,1	1,80;4,4	15	30
1458	50000017	3	104023,1;103022,1;103033,1;102031,1;102033,1	1,80;4,4	15	30
1459	50000017	4	104023,1;103022,1;103033,1;102031,1;102033,1	1,40;4,2	15	15
1460	50000017	5	104023,1;103022,1;103033,1;102031,1;102033,1	1,40;4,2	15	15
1461	50000018	1	102014,1;103034,1;102015,1	24,18;26,12	7	23
1462	50000018	2	102014,1;103034,1;102015,1	24,12;26,8	7	15
1463	50000018	3	102014,1;103034,1;102015,1	24,12;26,8	7	15
1464	50000018	4	102014,1;103034,1;102015,1	24,6;26,4	7	8
1465	50000018	5	102014,1;103034,1;102015,1	24,6;26,4	7	8
1466	50000019	1	102034,1;102035,1;103022,1;102013,1	1,90;3,6	9	38
1467	50000019	2	102034,1;102035,1;103022,1;102013,1	1,60;3,4	9	25
1468	50000019	3	102034,1;102035,1;103022,1;102013,1	1,60;3,4	9	25
1469	50000019	4	102034,1;102035,1;103022,1;102013,1	1,30;3,2	9	13
1470	50000019	5	102034,1;102035,1;103022,1;102013,1	1,30;3,2	9	13
1471	50000020	1	103009,1;102032,1	3,7	5	18
1472	50000020	2	103009,1;102032,1	3,5	5	12
1473	50000020	3	103009,1;102032,1	3,5	5	12
