流水号	星灵ID	蕴养类型	蕴养等级	属性加成	需要经验	评分类型	值/公式
1401	170000027	2	22	8800	18000	1	6
1402	170000027	2	23	9200	18800	1	6
1403	170000027	2	24	9600	19600	1	6
1404	170000027	2	25	10000	0	1	6
1405	170000028	1	0	0	400	1	6
1406	170000028	1	1	400	1200	1	6
1407	170000028	1	2	800	2000	1	6
1408	170000028	1	3	1200	2800	1	6
1409	170000028	1	4	1600	3600	1	6
1410	170000028	1	5	2000	4400	1	6
1411	170000028	1	6	2400	5200	1	6
1412	170000028	1	7	2800	6000	1	6
1413	170000028	1	8	3200	6800	1	6
1414	170000028	1	9	3600	7600	1	6
1415	170000028	1	10	4000	8400	1	6
1416	170000028	1	11	4400	9200	1	6
1417	170000028	1	12	4800	10000	1	6
1418	170000028	1	13	5200	10800	1	6
1419	170000028	1	14	5600	11600	1	6
1420	170000028	1	15	6000	12400	1	6
1421	170000028	1	16	6400	13200	1	6
1422	170000028	1	17	6800	14000	1	6
1423	170000028	1	18	7200	14800	1	6
1424	170000028	1	19	7600	15600	1	6
1425	170000028	1	20	8000	16400	1	6
1426	170000028	1	21	8400	17200	1	6
1427	170000028	1	22	8800	18000	1	6
1428	170000028	1	23	9200	18800	1	6
1429	170000028	1	24	9600	19600	1	6
1430	170000028	1	25	10000	0	1	6
1431	170000028	2	0	0	400	1	6
1432	170000028	2	1	400	1200	1	6
1433	170000028	2	2	800	2000	1	6
1434	170000028	2	3	1200	2800	1	6
1435	170000028	2	4	1600	3600	1	6
1436	170000028	2	5	2000	4400	1	6
1437	170000028	2	6	2400	5200	1	6
1438	170000028	2	7	2800	6000	1	6
1439	170000028	2	8	3200	6800	1	6
1440	170000028	2	9	3600	7600	1	6
1441	170000028	2	10	4000	8400	1	6
1442	170000028	2	11	4400	9200	1	6
1443	170000028	2	12	4800	10000	1	6
1444	170000028	2	13	5200	10800	1	6
1445	170000028	2	14	5600	11600	1	6
1446	170000028	2	15	6000	12400	1	6
1447	170000028	2	16	6400	13200	1	6
1448	170000028	2	17	6800	14000	1	6
1449	170000028	2	18	7200	14800	1	6
1450	170000028	2	19	7600	15600	1	6
1451	170000028	2	20	8000	16400	1	6
1452	170000028	2	21	8400	17200	1	6
1453	170000028	2	22	8800	18000	1	6
1454	170000028	2	23	9200	18800	1	6
1455	170000028	2	24	9600	19600	1	6
1456	170000028	2	25	10000	0	1	6
1457	170000029	1	0	0	400	1	6
1458	170000029	1	1	400	1200	1	6
1459	170000029	1	2	800	2000	1	6
1460	170000029	1	3	1200	2800	1	6
1461	170000029	1	4	1600	3600	1	6
1462	170000029	1	5	2000	4400	1	6
1463	170000029	1	6	2400	5200	1	6
1464	170000029	1	7	2800	6000	1	6
1465	170000029	1	8	3200	6800	1	6
1466	170000029	1	9	3600	7600	1	6
1467	170000029	1	10	4000	8400	1	6
1468	170000029	1	11	4400	9200	1	6
1469	170000029	1	12	4800	10000	1	6
1470	170000029	1	13	5200	10800	1	6
1471	170000029	1	14	5600	11600	1	6
1472	170000029	1	15	6000	12400	1	6
1473	170000029	1	16	6400	13200	1	6
1474	170000029	1	17	6800	14000	1	6
1475	170000029	1	18	7200	14800	1	6
1476	170000029	1	19	7600	15600	1	6
1477	170000029	1	20	8000	16400	1	6
1478	170000029	1	21	8400	17200	1	6
1479	170000029	1	22	8800	18000	1	6
1480	170000029	1	23	9200	18800	1	6
1481	170000029	1	24	9600	19600	1	6
1482	170000029	1	25	10000	0	1	6
1483	170000029	2	0	0	400	1	6
1484	170000029	2	1	400	1200	1	6
1485	170000029	2	2	800	2000	1	6
1486	170000029	2	3	1200	2800	1	6
1487	170000029	2	4	1600	3600	1	6
1488	170000029	2	5	2000	4400	1	6
1489	170000029	2	6	2400	5200	1	6
1490	170000029	2	7	2800	6000	1	6
1491	170000029	2	8	3200	6800	1	6
1492	170000029	2	9	3600	7600	1	6
1493	170000029	2	10	4000	8400	1	6
1494	170000029	2	11	4400	9200	1	6
1495	170000029	2	12	4800	10000	1	6
1496	170000029	2	13	5200	10800	1	6
1497	170000029	2	14	5600	11600	1	6
1498	170000029	2	15	6000	12400	1	6
1499	170000029	2	16	6400	13200	1	6
1500	170000029	2	17	6800	14000	1	6
1501	170000029	2	18	7200	14800	1	6
1502	170000029	2	19	7600	15600	1	6
1503	170000029	2	20	8000	16400	1	6
1504	170000029	2	21	8400	17200	1	6
1505	170000029	2	22	8800	18000	1	6
1506	170000029	2	23	9200	18800	1	6
1507	170000029	2	24	9600	19600	1	6
1508	170000029	2	25	10000	0	1	6
1509	170000030	1	0	0	400	1	6
1510	170000030	1	1	400	1200	1	6
1511	170000030	1	2	800	2000	1	6
1512	170000030	1	3	1200	2800	1	6
1513	170000030	1	4	1600	3600	1	6
1514	170000030	1	5	2000	4400	1	6
1515	170000030	1	6	2400	5200	1	6
1516	170000030	1	7	2800	6000	1	6
1517	170000030	1	8	3200	6800	1	6
1518	170000030	1	9	3600	7600	1	6
1519	170000030	1	10	4000	8400	1	6
1520	170000030	1	11	4400	9200	1	6
1521	170000030	1	12	4800	10000	1	6
1522	170000030	1	13	5200	10800	1	6
1523	170000030	1	14	5600	11600	1	6
1524	170000030	1	15	6000	12400	1	6
1525	170000030	1	16	6400	13200	1	6
1526	170000030	1	17	6800	14000	1	6
1527	170000030	1	18	7200	14800	1	6
1528	170000030	1	19	7600	15600	1	6
1529	170000030	1	20	8000	16400	1	6
1530	170000030	1	21	8400	17200	1	6
1531	170000030	1	22	8800	18000	1	6
1532	170000030	1	23	9200	18800	1	6
1533	170000030	1	24	9600	19600	1	6
1534	170000030	1	25	10000	0	1	6
1535	170000030	2	0	0	400	1	6
1536	170000030	2	1	400	1200	1	6
1537	170000030	2	2	800	2000	1	6
1538	170000030	2	3	1200	2800	1	6
1539	170000030	2	4	1600	3600	1	6
1540	170000030	2	5	2000	4400	1	6
1541	170000030	2	6	2400	5200	1	6
1542	170000030	2	7	2800	6000	1	6
1543	170000030	2	8	3200	6800	1	6
1544	170000030	2	9	3600	7600	1	6
1545	170000030	2	10	4000	8400	1	6
1546	170000030	2	11	4400	9200	1	6
1547	170000030	2	12	4800	10000	1	6
1548	170000030	2	13	5200	10800	1	6
1549	170000030	2	14	5600	11600	1	6
1550	170000030	2	15	6000	12400	1	6
1551	170000030	2	16	6400	13200	1	6
1552	170000030	2	17	6800	14000	1	6
1553	170000030	2	18	7200	14800	1	6
1554	170000030	2	19	7600	15600	1	6
1555	170000030	2	20	8000	16400	1	6
1556	170000030	2	21	8400	17200	1	6
1557	170000030	2	22	8800	18000	1	6
1558	170000030	2	23	9200	18800	1	6
1559	170000030	2	24	9600	19600	1	6
1560	170000030	2	25	10000	0	1	6
1561	170000031	1	0	0	400	1	6
1562	170000031	1	1	400	1200	1	6
1563	170000031	1	2	800	2000	1	6
1564	170000031	1	3	1200	2800	1	6
1565	170000031	1	4	1600	3600	1	6
1566	170000031	1	5	2000	4400	1	6
1567	170000031	1	6	2400	5200	1	6
1568	170000031	1	7	2800	6000	1	6
1569	170000031	1	8	3200	6800	1	6
1570	170000031	1	9	3600	7600	1	6
1571	170000031	1	10	4000	8400	1	6
1572	170000031	1	11	4400	9200	1	6
1573	170000031	1	12	4800	10000	1	6
1574	170000031	1	13	5200	10800	1	6
1575	170000031	1	14	5600	11600	1	6
1576	170000031	1	15	6000	12400	1	6
1577	170000031	1	16	6400	13200	1	6
1578	170000031	1	17	6800	14000	1	6
1579	170000031	1	18	7200	14800	1	6
1580	170000031	1	19	7600	15600	1	6
1581	170000031	1	20	8000	16400	1	6
1582	170000031	1	21	8400	17200	1	6
1583	170000031	1	22	8800	18000	1	6
1584	170000031	1	23	9200	18800	1	6
1585	170000031	1	24	9600	19600	1	6
1586	170000031	1	25	10000	0	1	6
1587	170000031	2	0	0	400	1	6
1588	170000031	2	1	400	1200	1	6
1589	170000031	2	2	800	2000	1	6
1590	170000031	2	3	1200	2800	1	6
1591	170000031	2	4	1600	3600	1	6
1592	170000031	2	5	2000	4400	1	6
1593	170000031	2	6	2400	5200	1	6
1594	170000031	2	7	2800	6000	1	6
1595	170000031	2	8	3200	6800	1	6
1596	170000031	2	9	3600	7600	1	6
1597	170000031	2	10	4000	8400	1	6
1598	170000031	2	11	4400	9200	1	6
1599	170000031	2	12	4800	10000	1	6
1600	170000031	2	13	5200	10800	1	6
1601	170000031	2	14	5600	11600	1	6
1602	170000031	2	15	6000	12400	1	6
1603	170000031	2	16	6400	13200	1	6
1604	170000031	2	17	6800	14000	1	6
1605	170000031	2	18	7200	14800	1	6
1606	170000031	2	19	7600	15600	1	6
1607	170000031	2	20	8000	16400	1	6
1608	170000031	2	21	8400	17200	1	6
1609	170000031	2	22	8800	18000	1	6
1610	170000031	2	23	9200	18800	1	6
1611	170000031	2	24	9600	19600	1	6
1612	170000031	2	25	10000	0	1	6
1613	170000032	1	0	0	400	1	6
1614	170000032	1	1	400	1200	1	6
1615	170000032	1	2	800	2000	1	6
1616	170000032	1	3	1200	2800	1	6
1617	170000032	1	4	1600	3600	1	6
1618	170000032	1	5	2000	4400	1	6
1619	170000032	1	6	2400	5200	1	6
1620	170000032	1	7	2800	6000	1	6
1621	170000032	1	8	3200	6800	1	6
1622	170000032	1	9	3600	7600	1	6
1623	170000032	1	10	4000	8400	1	6
1624	170000032	1	11	4400	9200	1	6
1625	170000032	1	12	4800	10000	1	6
1626	170000032	1	13	5200	10800	1	6
1627	170000032	1	14	5600	11600	1	6
1628	170000032	1	15	6000	12400	1	6
1629	170000032	1	16	6400	13200	1	6
1630	170000032	1	17	6800	14000	1	6
1631	170000032	1	18	7200	14800	1	6
1632	170000032	1	19	7600	15600	1	6
1633	170000032	1	20	8000	16400	1	6
1634	170000032	1	21	8400	17200	1	6
1635	170000032	1	22	8800	18000	1	6
1636	170000032	1	23	9200	18800	1	6
1637	170000032	1	24	9600	19600	1	6
1638	170000032	1	25	10000	0	1	6
1639	170000032	2	0	0	400	1	6
1640	170000032	2	1	400	1200	1	6
1641	170000032	2	2	800	2000	1	6
1642	170000032	2	3	1200	2800	1	6
1643	170000032	2	4	1600	3600	1	6
1644	170000032	2	5	2000	4400	1	6
1645	170000032	2	6	2400	5200	1	6
1646	170000032	2	7	2800	6000	1	6
1647	170000032	2	8	3200	6800	1	6
1648	170000032	2	9	3600	7600	1	6
1649	170000032	2	10	4000	8400	1	6
1650	170000032	2	11	4400	9200	1	6
1651	170000032	2	12	4800	10000	1	6
1652	170000032	2	13	5200	10800	1	6
1653	170000032	2	14	5600	11600	1	6
1654	170000032	2	15	6000	12400	1	6
1655	170000032	2	16	6400	13200	1	6
1656	170000032	2	17	6800	14000	1	6
1657	170000032	2	18	7200	14800	1	6
1658	170000032	2	19	7600	15600	1	6
1659	170000032	2	20	8000	16400	1	6
1660	170000032	2	21	8400	17200	1	6
1661	170000032	2	22	8800	18000	1	6
1662	170000032	2	23	9200	18800	1	6
1663	170000032	2	24	9600	19600	1	6
1664	170000032	2	25	10000	0	1	6
1665	170000033	1	0	0	400	1	6
1666	170000033	1	1	400	1200	1	6
1667	170000033	1	2	800	2000	1	6
1668	170000033	1	3	1200	2800	1	6
1669	170000033	1	4	1600	3600	1	6
1670	170000033	1	5	2000	4400	1	6
1671	170000033	1	6	2400	5200	1	6
1672	170000033	1	7	2800	6000	1	6
1673	170000033	1	8	3200	6800	1	6
1674	170000033	1	9	3600	7600	1	6
1675	170000033	1	10	4000	8400	1	6
1676	170000033	1	11	4400	9200	1	6
1677	170000033	1	12	4800	10000	1	6
1678	170000033	1	13	5200	10800	1	6
1679	170000033	1	14	5600	11600	1	6
1680	170000033	1	15	6000	12400	1	6
1681	170000033	1	16	6400	13200	1	6
1682	170000033	1	17	6800	14000	1	6
1683	170000033	1	18	7200	14800	1	6
1684	170000033	1	19	7600	15600	1	6
1685	170000033	1	20	8000	16400	1	6
1686	170000033	1	21	8400	17200	1	6
1687	170000033	1	22	8800	18000	1	6
1688	170000033	1	23	9200	18800	1	6
1689	170000033	1	24	9600	19600	1	6
1690	170000033	1	25	10000	0	1	6
1691	170000033	2	0	0	400	1	6
1692	170000033	2	1	400	1200	1	6
1693	170000033	2	2	800	2000	1	6
1694	170000033	2	3	1200	2800	1	6
1695	170000033	2	4	1600	3600	1	6
1696	170000033	2	5	2000	4400	1	6
1697	170000033	2	6	2400	5200	1	6
1698	170000033	2	7	2800	6000	1	6
1699	170000033	2	8	3200	6800	1	6
1700	170000033	2	9	3600	7600	1	6
1701	170000033	2	10	4000	8400	1	6
1702	170000033	2	11	4400	9200	1	6
1703	170000033	2	12	4800	10000	1	6
1704	170000033	2	13	5200	10800	1	6
1705	170000033	2	14	5600	11600	1	6
1706	170000033	2	15	6000	12400	1	6
1707	170000033	2	16	6400	13200	1	6
1708	170000033	2	17	6800	14000	1	6
1709	170000033	2	18	7200	14800	1	6
1710	170000033	2	19	7600	15600	1	6
1711	170000033	2	20	8000	16400	1	6
1712	170000033	2	21	8400	17200	1	6
1713	170000033	2	22	8800	18000	1	6
1714	170000033	2	23	9200	18800	1	6
1715	170000033	2	24	9600	19600	1	6
1716	170000033	2	25	10000	0	1	6
1717	170000034	1	0	0	120	1	6
1718	170000034	1	1	400	360	1	6
1719	170000034	1	2	800	600	1	6
1720	170000034	1	3	1200	840	1	6
1721	170000034	1	4	1600	1080	1	6
1722	170000034	1	5	2000	1320	1	6
1723	170000034	1	6	2400	1560	1	6
1724	170000034	1	7	2800	1800	1	6
1725	170000034	1	8	3200	2040	1	6
1726	170000034	1	9	3600	2280	1	6
1727	170000034	1	10	4000	2520	1	6
1728	170000034	1	11	4400	2760	1	6
1729	170000034	1	12	4800	3000	1	6
1730	170000034	1	13	5200	3240	1	6
1731	170000034	1	14	5600	3480	1	6
1732	170000034	1	15	6000	3720	1	6
1733	170000034	1	16	6400	3960	1	6
1734	170000034	1	17	6800	4200	1	6
1735	170000034	1	18	7200	4440	1	6
1736	170000034	1	19	7600	4680	1	6
1737	170000034	1	20	8000	4920	1	6
1738	170000034	1	21	8400	5160	1	6
1739	170000034	1	22	8800	5400	1	6
1740	170000034	1	23	9200	5640	1	6
1741	170000034	1	24	9600	5880	1	6
1742	170000034	1	25	10000	0	1	6
1743	170000034	2	0	0	120	1	6
1744	170000034	2	1	400	360	1	6
1745	170000034	2	2	800	600	1	6
1746	170000034	2	3	1200	840	1	6
1747	170000034	2	4	1600	1080	1	6
1748	170000034	2	5	2000	1320	1	6
1749	170000034	2	6	2400	1560	1	6
1750	170000034	2	7	2800	1800	1	6
1751	170000034	2	8	3200	2040	1	6
1752	170000034	2	9	3600	2280	1	6
1753	170000034	2	10	4000	2520	1	6
1754	170000034	2	11	4400	2760	1	6
1755	170000034	2	12	4800	3000	1	6
1756	170000034	2	13	5200	3240	1	6
1757	170000034	2	14	5600	3480	1	6
1758	170000034	2	15	6000	3720	1	6
1759	170000034	2	16	6400	3960	1	6
1760	170000034	2	17	6800	4200	1	6
1761	170000034	2	18	7200	4440	1	6
1762	170000034	2	19	7600	4680	1	6
1763	170000034	2	20	8000	4920	1	6
1764	170000034	2	21	8400	5160	1	6
1765	170000034	2	22	8800	5400	1	6
1766	170000034	2	23	9200	5640	1	6
1767	170000034	2	24	9600	5880	1	6
1768	170000034	2	25	10000	0	1	6
1769	170000035	1	0	0	400	1	6
1770	170000035	1	1	400	1200	1	6
1771	170000035	1	2	800	2000	1	6
1772	170000035	1	3	1200	2800	1	6
1773	170000035	1	4	1600	3600	1	6
1774	170000035	1	5	2000	4400	1	6
1775	170000035	1	6	2400	5200	1	6
1776	170000035	1	7	2800	6000	1	6
1777	170000035	1	8	3200	6800	1	6
1778	170000035	1	9	3600	7600	1	6
1779	170000035	1	10	4000	8400	1	6
1780	170000035	1	11	4400	9200	1	6
1781	170000035	1	12	4800	10000	1	6
1782	170000035	1	13	5200	10800	1	6
1783	170000035	1	14	5600	11600	1	6
1784	170000035	1	15	6000	12400	1	6
1785	170000035	1	16	6400	13200	1	6
1786	170000035	1	17	6800	14000	1	6
1787	170000035	1	18	7200	14800	1	6
1788	170000035	1	19	7600	15600	1	6
1789	170000035	1	20	8000	16400	1	6
1790	170000035	1	21	8400	17200	1	6
1791	170000035	1	22	8800	18000	1	6
1792	170000035	1	23	9200	18800	1	6
1793	170000035	1	24	9600	19600	1	6
1794	170000035	1	25	10000	0	1	6
1795	170000035	2	0	0	400	1	6
1796	170000035	2	1	400	1200	1	6
1797	170000035	2	2	800	2000	1	6
1798	170000035	2	3	1200	2800	1	6
1799	170000035	2	4	1600	3600	1	6
1800	170000035	2	5	2000	4400	1	6
1801	170000035	2	6	2400	5200	1	6
1802	170000035	2	7	2800	6000	1	6
1803	170000035	2	8	3200	6800	1	6
1804	170000035	2	9	3600	7600	1	6
1805	170000035	2	10	4000	8400	1	6
1806	170000035	2	11	4400	9200	1	6
1807	170000035	2	12	4800	10000	1	6
1808	170000035	2	13	5200	10800	1	6
1809	170000035	2	14	5600	11600	1	6
1810	170000035	2	15	6000	12400	1	6
1811	170000035	2	16	6400	13200	1	6
1812	170000035	2	17	6800	14000	1	6
1813	170000035	2	18	7200	14800	1	6
1814	170000035	2	19	7600	15600	1	6
1815	170000035	2	20	8000	16400	1	6
1816	170000035	2	21	8400	17200	1	6
1817	170000035	2	22	8800	18000	1	6
1818	170000035	2	23	9200	18800	1	6
1819	170000035	2	24	9600	19600	1	6
1820	170000035	2	25	10000	0	1	6
1821	170000036	1	0	0	400	1	6
1822	170000036	1	1	400	1200	1	6
1823	170000036	1	2	800	2000	1	6
1824	170000036	1	3	1200	2800	1	6
1825	170000036	1	4	1600	3600	1	6
1826	170000036	1	5	2000	4400	1	6
1827	170000036	1	6	2400	5200	1	6
1828	170000036	1	7	2800	6000	1	6
1829	170000036	1	8	3200	6800	1	6
1830	170000036	1	9	3600	7600	1	6
1831	170000036	1	10	4000	8400	1	6
1832	170000036	1	11	4400	9200	1	6
1833	170000036	1	12	4800	10000	1	6
1834	170000036	1	13	5200	10800	1	6
1835	170000036	1	14	5600	11600	1	6
1836	170000036	1	15	6000	12400	1	6
1837	170000036	1	16	6400	13200	1	6
1838	170000036	1	17	6800	14000	1	6
1839	170000036	1	18	7200	14800	1	6
1840	170000036	1	19	7600	15600	1	6
1841	170000036	1	20	8000	16400	1	6
1842	170000036	1	21	8400	17200	1	6
1843	170000036	1	22	8800	18000	1	6
1844	170000036	1	23	9200	18800	1	6
1845	170000036	1	24	9600	19600	1	6
1846	170000036	1	25	10000	0	1	6
1847	170000036	2	0	0	400	1	6
1848	170000036	2	1	400	1200	1	6
1849	170000036	2	2	800	2000	1	6
1850	170000036	2	3	1200	2800	1	6
1851	170000036	2	4	1600	3600	1	6
1852	170000036	2	5	2000	4400	1	6
1853	170000036	2	6	2400	5200	1	6
1854	170000036	2	7	2800	6000	1	6
1855	170000036	2	8	3200	6800	1	6
1856	170000036	2	9	3600	7600	1	6
1857	170000036	2	10	4000	8400	1	6
1858	170000036	2	11	4400	9200	1	6
1859	170000036	2	12	4800	10000	1	6
1860	170000036	2	13	5200	10800	1	6
1861	170000036	2	14	5600	11600	1	6
1862	170000036	2	15	6000	12400	1	6
1863	170000036	2	16	6400	13200	1	6
1864	170000036	2	17	6800	14000	1	6
1865	170000036	2	18	7200	14800	1	6
1866	170000036	2	19	7600	15600	1	6
1867	170000036	2	20	8000	16400	1	6
1868	170000036	2	21	8400	17200	1	6
1869	170000036	2	22	8800	18000	1	6
1870	170000036	2	23	9200	18800	1	6
1871	170000036	2	24	9600	19600	1	6
1872	170000036	2	25	10000	0	1	6
1873	170000037	1	0	0	400	1	6
1874	170000037	1	1	400	1200	1	6
1875	170000037	1	2	800	2000	1	6
1876	170000037	1	3	1200	2800	1	6
1877	170000037	1	4	1600	3600	1	6
1878	170000037	1	5	2000	4400	1	6
1879	170000037	1	6	2400	5200	1	6
1880	170000037	1	7	2800	6000	1	6
1881	170000037	1	8	3200	6800	1	6
1882	170000037	1	9	3600	7600	1	6
1883	170000037	1	10	4000	8400	1	6
1884	170000037	1	11	4400	9200	1	6
1885	170000037	1	12	4800	10000	1	6
1886	170000037	1	13	5200	10800	1	6
1887	170000037	1	14	5600	11600	1	6
1888	170000037	1	15	6000	12400	1	6
1889	170000037	1	16	6400	13200	1	6
1890	170000037	1	17	6800	14000	1	6
1891	170000037	1	18	7200	14800	1	6
1892	170000037	1	19	7600	15600	1	6
1893	170000037	1	20	8000	16400	1	6
1894	170000037	1	21	8400	17200	1	6
1895	170000037	1	22	8800	18000	1	6
1896	170000037	1	23	9200	18800	1	6
1897	170000037	1	24	9600	19600	1	6
1898	170000037	1	25	10000	0	1	6
1899	170000037	2	0	0	400	1	6
1900	170000037	2	1	400	1200	1	6
1901	170000037	2	2	800	2000	1	6
1902	170000037	2	3	1200	2800	1	6
1903	170000037	2	4	1600	3600	1	6
1904	170000037	2	5	2000	4400	1	6
1905	170000037	2	6	2400	5200	1	6
1906	170000037	2	7	2800	6000	1	6
1907	170000037	2	8	3200	6800	1	6
1908	170000037	2	9	3600	7600	1	6
1909	170000037	2	10	4000	8400	1	6
1910	170000037	2	11	4400	9200	1	6
1911	170000037	2	12	4800	10000	1	6
1912	170000037	2	13	5200	10800	1	6
1913	170000037	2	14	5600	11600	1	6
1914	170000037	2	15	6000	12400	1	6
1915	170000037	2	16	6400	13200	1	6
1916	170000037	2	17	6800	14000	1	6
1917	170000037	2	18	7200	14800	1	6
1918	170000037	2	19	7600	15600	1	6
1919	170000037	2	20	8000	16400	1	6
1920	170000037	2	21	8400	17200	1	6
1921	170000037	2	22	8800	18000	1	6
1922	170000037	2	23	9200	18800	1	6
1923	170000037	2	24	9600	19600	1	6
1924	170000037	2	25	10000	0	1	6
1925	170000038	1	0	0	400	1	6
1926	170000038	1	1	400	1200	1	6
1927	170000038	1	2	800	2000	1	6
1928	170000038	1	3	1200	2800	1	6
1929	170000038	1	4	1600	3600	1	6
1930	170000038	1	5	2000	4400	1	6
1931	170000038	1	6	2400	5200	1	6
1932	170000038	1	7	2800	6000	1	6
1933	170000038	1	8	3200	6800	1	6
1934	170000038	1	9	3600	7600	1	6
1935	170000038	1	10	4000	8400	1	6
1936	170000038	1	11	4400	9200	1	6
1937	170000038	1	12	4800	10000	1	6
1938	170000038	1	13	5200	10800	1	6
1939	170000038	1	14	5600	11600	1	6
1940	170000038	1	15	6000	12400	1	6
1941	170000038	1	16	6400	13200	1	6
1942	170000038	1	17	6800	14000	1	6
1943	170000038	1	18	7200	14800	1	6
1944	170000038	1	19	7600	15600	1	6
1945	170000038	1	20	8000	16400	1	6
1946	170000038	1	21	8400	17200	1	6
1947	170000038	1	22	8800	18000	1	6
1948	170000038	1	23	9200	18800	1	6
1949	170000038	1	24	9600	19600	1	6
1950	170000038	1	25	10000	0	1	6
1951	170000038	2	0	0	400	1	6
1952	170000038	2	1	400	1200	1	6
1953	170000038	2	2	800	2000	1	6
1954	170000038	2	3	1200	2800	1	6
1955	170000038	2	4	1600	3600	1	6
1956	170000038	2	5	2000	4400	1	6
1957	170000038	2	6	2400	5200	1	6
1958	170000038	2	7	2800	6000	1	6
1959	170000038	2	8	3200	6800	1	6
1960	170000038	2	9	3600	7600	1	6
1961	170000038	2	10	4000	8400	1	6
1962	170000038	2	11	4400	9200	1	6
1963	170000038	2	12	4800	10000	1	6
1964	170000038	2	13	5200	10800	1	6
1965	170000038	2	14	5600	11600	1	6
1966	170000038	2	15	6000	12400	1	6
1967	170000038	2	16	6400	13200	1	6
1968	170000038	2	17	6800	14000	1	6
1969	170000038	2	18	7200	14800	1	6
1970	170000038	2	19	7600	15600	1	6
1971	170000038	2	20	8000	16400	1	6
1972	170000038	2	21	8400	17200	1	6
1973	170000038	2	22	8800	18000	1	6
1974	170000038	2	23	9200	18800	1	6
1975	170000038	2	24	9600	19600	1	6
1976	170000038	2	25	10000	0	1	6
1977	170000039	1	0	0	400	1	6
1978	170000039	1	1	400	1200	1	6
1979	170000039	1	2	800	2000	1	6
1980	170000039	1	3	1200	2800	1	6
1981	170000039	1	4	1600	3600	1	6
1982	170000039	1	5	2000	4400	1	6
1983	170000039	1	6	2400	5200	1	6
1984	170000039	1	7	2800	6000	1	6
1985	170000039	1	8	3200	6800	1	6
1986	170000039	1	9	3600	7600	1	6
1987	170000039	1	10	4000	8400	1	6
1988	170000039	1	11	4400	9200	1	6
1989	170000039	1	12	4800	10000	1	6
1990	170000039	1	13	5200	10800	1	6
1991	170000039	1	14	5600	11600	1	6
1992	170000039	1	15	6000	12400	1	6
1993	170000039	1	16	6400	13200	1	6
1994	170000039	1	17	6800	14000	1	6
1995	170000039	1	18	7200	14800	1	6
1996	170000039	1	19	7600	15600	1	6
1997	170000039	1	20	8000	16400	1	6
1998	170000039	1	21	8400	17200	1	6
1999	170000039	1	22	8800	18000	1	6
2000	170000039	1	23	9200	18800	1	6
2001	170000039	1	24	9600	19600	1	6
2002	170000039	1	25	10000	0	1	6
2003	170000039	2	0	0	400	1	6
2004	170000039	2	1	400	1200	1	6
2005	170000039	2	2	800	2000	1	6
2006	170000039	2	3	1200	2800	1	6
2007	170000039	2	4	1600	3600	1	6
2008	170000039	2	5	2000	4400	1	6
2009	170000039	2	6	2400	5200	1	6
2010	170000039	2	7	2800	6000	1	6
2011	170000039	2	8	3200	6800	1	6
2012	170000039	2	9	3600	7600	1	6
2013	170000039	2	10	4000	8400	1	6
2014	170000039	2	11	4400	9200	1	6
2015	170000039	2	12	4800	10000	1	6
2016	170000039	2	13	5200	10800	1	6
2017	170000039	2	14	5600	11600	1	6
2018	170000039	2	15	6000	12400	1	6
2019	170000039	2	16	6400	13200	1	6
2020	170000039	2	17	6800	14000	1	6
2021	170000039	2	18	7200	14800	1	6
2022	170000039	2	19	7600	15600	1	6
2023	170000039	2	20	8000	16400	1	6
2024	170000039	2	21	8400	17200	1	6
2025	170000039	2	22	8800	18000	1	6
2026	170000039	2	23	9200	18800	1	6
2027	170000039	2	24	9600	19600	1	6
2028	170000039	2	25	10000	0	1	6
2029	170000040	1	0	0	400	1	6
2030	170000040	1	1	400	1200	1	6
2031	170000040	1	2	800	2000	1	6
2032	170000040	1	3	1200	2800	1	6
2033	170000040	1	4	1600	3600	1	6
2034	170000040	1	5	2000	4400	1	6
2035	170000040	1	6	2400	5200	1	6
2036	170000040	1	7	2800	6000	1	6
2037	170000040	1	8	3200	6800	1	6
2038	170000040	1	9	3600	7600	1	6
2039	170000040	1	10	4000	8400	1	6
2040	170000040	1	11	4400	9200	1	6
2041	170000040	1	12	4800	10000	1	6
2042	170000040	1	13	5200	10800	1	6
2043	170000040	1	14	5600	11600	1	6
2044	170000040	1	15	6000	12400	1	6
2045	170000040	1	16	6400	13200	1	6
2046	170000040	1	17	6800	14000	1	6
2047	170000040	1	18	7200	14800	1	6
2048	170000040	1	19	7600	15600	1	6
2049	170000040	1	20	8000	16400	1	6
2050	170000040	1	21	8400	17200	1	6
2051	170000040	1	22	8800	18000	1	6
2052	170000040	1	23	9200	18800	1	6
2053	170000040	1	24	9600	19600	1	6
2054	170000040	1	25	10000	0	1	6
2055	170000040	2	0	0	400	1	6
2056	170000040	2	1	400	1200	1	6
2057	170000040	2	2	800	2000	1	6
2058	170000040	2	3	1200	2800	1	6
2059	170000040	2	4	1600	3600	1	6
2060	170000040	2	5	2000	4400	1	6
2061	170000040	2	6	2400	5200	1	6
2062	170000040	2	7	2800	6000	1	6
2063	170000040	2	8	3200	6800	1	6
2064	170000040	2	9	3600	7600	1	6
2065	170000040	2	10	4000	8400	1	6
2066	170000040	2	11	4400	9200	1	6
2067	170000040	2	12	4800	10000	1	6
2068	170000040	2	13	5200	10800	1	6
2069	170000040	2	14	5600	11600	1	6
2070	170000040	2	15	6000	12400	1	6
2071	170000040	2	16	6400	13200	1	6
