音效编号	主体	播放时长	延迟	权重	组别	背景音乐音量缩放	背景音乐优先级	背景音乐段落循环	背景音乐段落循环
10334	event:/Skill/skill_p013mu002	0.000000	0.000000	0	0	0.000000	0		
10335	event:/Skill/skill_b011mu001	0.000000	0.000000	0	0	0.000000	0		
10336	event:/Skill/skill_p008mu001	0.000000	0.000000	0	0	0.000000	0		
10337	event:/Skill/skill_p010mu001	0.000000	0.000000	0	0	0.000000	0		
10338	event:/Skill/skill_p010mu002	0.000000	0.000000	0	0	0.000000	0		
10339	event:/Skill/skill_p009mu001	0.000000	0.000000	0	0	0.000000	0		
10340	event:/Skill/skill_p023mu001	0.000000	0.000000	0	0	0.000000	0		
10341	event:/Skill/skill_p023mu002	0.000000	0.000000	0	0	0.000000	0		
10342	event:/Skill/skill_p020mu001	0.000000	0.000000	0	0	0.000000	0		
10343	event:/Skill/skill_p020mu002	0.000000	0.000000	0	0	0.000000	0		
10344	event:/Skill/skill_p012mu001	0.000000	0.000000	0	0	0.000000	0		
10345	event:/Skill/skill_p026mu001	0.000000	0.000000	0	0	0.000000	0		
10346	event:/Skill/skill_p026mu002	0.000000	0.000000	0	0	0.000000	0		
10347	event:/Skill/skill_p028mu001	0.000000	0.000000	0	0	0.000000	0		
10348	event:/Skill/skill_p024mu001	0.000000	0.000000	0	0	0.000000	0		
10349	event:/Skill/skill_p024mu002	0.000000	0.000000	0	0	0.000000	0		
10350	event:/Skill/skill_p030mu001	0.000000	0.000000	0	0	0.000000	0		
10351	event:/Skill/skill_p025mu001	0.000000	0.000000	0	0	0.000000	0		
10352	event:/Skill/skill_p025mu002	0.000000	0.000000	0	0	0.000000	0		
10353	event:/Skill/skill_p029mu001	0.000000	0.000000	0	0	0.000000	0		
10354	event:/Skill/skill_p029mu002	0.000000	0.000000	0	0	0.000000	0		
10355	event:/Skill/skill_p706mu001	0.000000	0.000000	0	0	0.000000	0		
10356	event:/Skill/skill_p706mu002	0.000000	0.000000	0	0	0.000000	0		
10357	event:/Skill/skill_p707mu001	0.000000	0.000000	0	0	0.000000	0		
10358	event:/Skill/skill_p708mu001	0.000000	0.000000	0	0	0.000000	0		
10359	event:/Skill/skill_p708mu002	0.000000	0.000000	0	0	0.000000	0		
10360	event:/Skill/skill_p708mu003	0.000000	0.000000	0	0	0.000000	0		
10361	event:/Skill/skill_p709mu001	0.000000	0.000000	0	0	0.000000	0		
10362	event:/Skill/skill_p031mu001	0.000000	0.000000	0	0	0.000000	0		
10363	event:/Skill/skill_p031mu002	0.000000	0.000000	0	0	0.000000	0		
10364	event:/Skill/skill_p033mu001	0.000000	0.000000	0	0	0.000000	0		
10365	event:/Skill/skill_p033mu002	0.000000	0.000000	0	0	0.000000	0		
10366	event:/Skill/skill_p034mu001	0.000000	0.000000	0	0	0.000000	0		
10367	event:/Skill/skill_p034mu002	0.000000	0.000000	0	0	0.000000	0		
10368	event:/Skill/skill_p034mu003	0.000000	0.000000	0	0	0.000000	0		
10369	event:/Skill/skill_p035mu001	0.000000	0.000000	0	0	0.000000	0		
10370	event:/Skill/skill_p035mu002	0.000000	0.000000	0	0	0.000000	0		
10371	event:/Skill/skill_p004mu001	0.000000	0.000000	0	0	0.000000	0		
10372	event:/Skill/skill_p040mu001	0.000000	0.000000	0	0	0.000000	0		
10373	event:/Skill/skill_p040mu002	0.000000	0.000000	0	0	0.000000	0		
10374	event:/Skill/skill_p040mu003	0.000000	0.000000	0	0	0.000000	0		
10375	event:/Skill/skill_m918mu001	0.000000	0.000000	0	0	0.000000	0		
10376	event:/Skill/skill_p022mu001	0.000000	0.000000	0	0	0.000000	0		
10377	event:/Skill/skill_p032mu001	0.000000	0.000000	0	0	0.000000	0		
10378	event:/Skill/skill_p714mu001	0.000000	0.000000	0	0	0.000000	0		
10379	event:/Skill/skill_p714mu002	0.000000	0.000000	0	0	0.000000	0		
10380	event:/Skill/skill_p036mu001	0.000000	0.000000	0	0	0.000000	0		
10381	event:/Skill/skill_p036mu002	0.000000	0.000000	0	0	0.000000	0		
10382	event:/Skill/skill_p037mu001	0.000000	0.000000	0	0	0.000000	0		
10383	event:/Skill/skill_p038mu001	0.000000	0.000000	0	0	0.000000	0		
10384	event:/Skill/skill_p038mu002	0.000000	0.000000	0	0	0.000000	0		
10385	event:/Skill/skill_p039mu001	0.000000	0.000000	0	0	0.000000	0		
10386	event:/Skill/skill_p039mu002	0.000000	0.000000	0	0	0.000000	0		
10387	event:/Skill/skill_m919mu001	0.000000	0.000000	0	0	0.000000	0		
10388	event:/Skill/skill_m917mu001	0.000000	0.000000	0	0	0.000000	0		
10389	event:/Skill/skill_m906mu001	0.000000	0.000000	0	0	0.000000	0		
10390	event:/Skill/skill_m911mu001	0.000000	0.000000	0	0	0.000000	0		
10391	event:/Skill/skill_p017mu001	0.000000	0.000000	0	0	0.000000	0		
10392	event:/Skill/skill_b003mu001	0.000000	0.000000	0	0	0.000000	0		
10393	event:/Skill/skill_b010mu001	0.000000	0.000000	0	0	0.000000	0		
10394	event:/Skill/skill_p005mu001	0.000000	0.000000	0	0	0.000000	0		
10395	event:/Skill/skill_p005mu002	0.000000	0.000000	0	0	0.000000	0		
10396	event:/Skill/skill_p027mu001	0.000000	0.000000	0	0	0.000000	0		
10397	event:/Skill/skill_m006mu001	0.000000	0.000000	0	0	0.000000	0		
10398	event:/Skill/skill_m023mu001	0.000000	0.000000	0	0	0.000000	0		
10399	event:/Skill/skill_m029mu001	0.000000	0.000000	0	0	0.000000	0		
10400	event:/Skill/skill_m041mu001	0.000000	0.000000	0	0	0.000000	0		
10401	event:/Skill/skill_m012mu001	0.000000	0.000000	0	0	0.000000	0		
10402	event:/Skill/skill_p042mu001	0.000000	0.000000	0	0	0.000000	0		
10403	event:/Skill/skill_p042mu002	0.000000	0.000000	0	0	0.000000	0		
10404	event:/Skill/skill_stu001mu001	0.000000	0.000000	0	0	0.000000	0		
10405	event:/Skill/skill_stu001mu002	0.000000	0.000000	0	0	0.000000	0		
10406	event:/Skill/skill_stu002mu001	0.000000	0.000000	0	0	0.000000	0		
10407	event:/Skill/skill_stu002mu002	0.000000	0.000000	0	0	0.000000	0		
10408	event:/Skill/skill_stu003mu001	0.000000	0.000000	0	0	0.000000	0		
10409	event:/Skill/skill_stu003mu002	0.000000	0.000000	0	0	0.000000	0		
10410	event:/Skill/skill_stu003mu003	0.000000	0.000000	0	0	0.000000	0		
10411	event:/Skill/skill_stu004mu001	0.000000	0.000000	0	0	0.000000	0		
10412	event:/Skill/skill_stu004mu002	0.000000	0.000000	0	0	0.000000	0		
10413	event:/Skill/skill_stu004mu003	0.000000	0.000000	0	0	0.000000	0		
10414	event:/Skill/skill_stu005mu001	0.000000	0.000000	0	0	0.000000	0		
10415	event:/Skill/skill_stu006mu001	0.000000	0.000000	0	0	0.000000	0		
10416	event:/Skill/skill_stu007mu001	0.000000	0.000000	0	0	0.000000	0		
10417	event:/Skill/skill_stu007mu002	0.000000	0.000000	0	0	0.000000	0		
10418	event:/Skill/skill_stu008mu001	0.000000	0.000000	0	0	0.000000	0		
10419	event:/Skill/skill_p043mu001	0.000000	0.000000	0	0	0.000000	0		
10420	event:/Skill/skill_p044mu001	0.000000	0.000000	0	0	0.000000	0		
10421	event:/Skill/skill_sc1mu001	0.000000	0.000000	0	0	0.000000	0		
10422	event:/Skill/skill_sc2mu001	0.000000	0.000000	0	0	0.000000	0		
10423	event:/Skill/skill_sc3mu001	0.000000	0.000000	0	0	0.000000	0		
10424	event:/Skill/skill_sc3mu002	0.000000	0.000000	0	0	0.000000	0		
10425	event:/Skill/skill_sc4mu001	0.000000	0.000000	0	0	0.000000	0		
10426	event:/Skill/skill_sc5mu001	0.000000	0.000000	0	0	0.000000	0		
10427	event:/Skill/skill_sc6mu001	0.000000	0.000000	0	0	0.000000	0		
10428	event:/Skill/skill_sc6mu002	0.000000	0.000000	0	0	0.000000	0		
10429	event:/Skill/skill_sc7mu001	0.000000	0.000000	0	0	0.000000	0		
10430	event:/Skill/skill_sc8mu001	0.000000	0.000000	0	0	0.000000	0		
10431	event:/Skill/skill_sc9mu001	0.000000	0.000000	0	0	0.000000	0		
10432	event:/Skill/skill_sc9mu002	0.000000	0.000000	0	0	0.000000	0		
10433	event:/Skill/skill_sc10mu001	0.000000	0.000000	0	0	0.000000	0		
10434	event:/Skill/skill_sc10mu002	0.000000	0.000000	0	0	0.000000	0		
10435	event:/Skill/skill_sc11mu001	0.000000	0.000000	0	0	0.000000	0		
10436	event:/Skill/skill_sc12mu001	0.000000	0.000000	0	0	0.000000	0		
10437	event:/Skill/skill_sc13mu001	0.000000	0.000000	0	0	0.000000	0		
10438	event:/Skill/skill_sc14mu001	0.000000	0.000000	0	0	0.000000	0		
10439	event:/Skill/skill_sc14mu002	0.000000	0.000000	0	0	0.000000	0		
10440	event:/Skill/skill_sc15mu001	0.000000	0.000000	0	0	0.000000	0		
10441	event:/Skill/skill_sc15mu002	0.000000	0.000000	0	0	0.000000	0		
10442	event:/Skill/skill_sc16mu001	0.000000	0.000000	0	0	0.000000	0		
10443	event:/Skill/skill_sc17mu001	0.000000	0.000000	0	0	0.000000	0		
10444	event:/Skill/skill_sc18mu001	0.000000	0.000000	0	0	0.000000	0		
10445	event:/Skill/skill_sc19mu001	0.000000	0.000000	0	0	0.000000	0		
10446	event:/Skill/skill_sc20mu001	0.000000	0.000000	0	0	0.000000	0		
10447	event:/Skill/skill_sc21mu001	0.000000	0.000000	0	0	0.000000	0		
10448	event:/Skill/skill_sc22mu001	0.000000	0.000000	0	0	0.000000	0		
10449	event:/Skill/skill_sc23mu001	0.000000	0.000000	0	0	0.000000	0		
10450	event:/Skill/skill_sc23mu002	0.000000	0.000000	0	0	0.000000	0		
10451	event:/Skill/skill_sc23mu003	0.000000	0.000000	0	0	0.000000	0		
10452	event:/Skill/skill_sc24mu001	0.000000	0.000000	0	0	0.000000	0		
10453	event:/Skill/skill_e007mu001	0.000000	0.000000	0	0	0.000000	0		
10454	event:/Skill/skill_e004mu001	0.000000	0.000000	0	0	0.000000	0		
10455	event:/Skill/skill_e002mu001	0.000000	0.000000	0	0	0.000000	0		
10456	event:/Skill/skill_e003mu001	0.000000	0.000000	0	0	0.000000	0		
10457	event:/Skill/skill_e009mu001	0.000000	0.000000	0	0	0.000000	0		
10458	event:/Skill/skill_e010mu001	0.000000	0.000000	0	0	0.000000	0		
10459	event:/Skill/skill_es1mu001	0.000000	0.000000	0	0	0.000000	0		
10460	event:/Skill/skill_es2mu001	0.000000	0.000000	0	0	0.000000	0		
10461	event:/Skill/skill_es3mu001	0.000000	0.000000	0	0	0.000000	0		
10462	event:/Skill/skill_es4mu001	0.000000	0.000000	0	0	0.000000	0		
10463	event:/Skill/skill_es5mu001	0.000000	0.000000	0	0	0.000000	0		
10464	event:/Skill/skill_es6mu001	0.000000	0.000000	0	0	0.000000	0		
10465	event:/Skill/skill_es7mu001	0.000000	0.000000	0	0	0.000000	0		
10466	event:/Skill/skill_es8mu001	0.000000	0.000000	0	0	0.000000	0		
10467	event:/Skill/skill_es9mu001	0.000000	0.000000	0	0	0.000000	0		
10468	event:/Skill/skill_es10mu001	0.000000	0.000000	0	0	0.000000	0		
10469	event:/Skill/skill_es11mu001	0.000000	0.000000	0	0	0.000000	0		
10470	event:/Skill/skill_es12mu001	0.000000	0.000000	0	0	0.000000	0		
10471	event:/Skill/skill_es13mu001	0.000000	0.000000	0	0	0.000000	0		
10472	event:/Skill/skill_es13mu002	0.000000	0.000000	0	0	0.000000	0		
10473	event:/Skill/skill_es14mu001	0.000000	0.000000	0	0	0.000000	0		
10474	event:/Skill/skill_es15mu001	0.000000	0.000000	0	0	0.000000	0		
10475	event:/Skill/skill_es16mu001	0.000000	0.000000	0	0	0.000000	0		
10476	event:/Skill/skill_es17mu001	0.000000	0.000000	0	0	0.000000	0		
10477	event:/Skill/skill_es17mu002	0.000000	0.000000	0	0	0.000000	0		
10478	event:/Skill/skill_es18mu001	0.000000	0.000000	0	0	0.000000	0		
10479	event:/Skill/skill_es19mu001	0.000000	0.000000	0	0	0.000000	0		
10480	event:/Skill/skill_es20mu001	0.000000	0.000000	0	0	0.000000	0		
10481	event:/Skill/skill_es21mu001	0.000000	0.000000	0	0	0.000000	0		
10482	event:/Skill/skill_es22mu001	0.000000	0.000000	0	0	0.000000	0		
10483	event:/Skill/skill_es23mu001	0.000000	0.000000	0	0	0.000000	0		
10484	event:/Skill/skill_es24mu001	0.000000	0.000000	0	0	0.000000	0		
10485	event:/Skill/skill_es25mu001	0.000000	0.000000	0	0	0.000000	0		
10486	event:/Skill/skill_es25mu002	0.000000	0.000000	0	0	0.000000	0		
10487	event:/Skill/skill_es26mu001	0.000000	0.000000	0	0	0.000000	0		
10488	event:/Skill/skill_es27mu001	0.000000	0.000000	0	0	0.000000	0		
10489	event:/Skill/skill_es28mu001	0.000000	0.000000	0	0	0.000000	0		
10490	event:/Skill/skill_es29mu001	0.000000	0.000000	0	0	0.000000	0		
10491	event:/Skill/skill_es30mu001	0.000000	0.000000	0	0	0.000000	0		
10492	event:/Skill/skill_es30mu002	0.000000	0.000000	0	0	0.000000	0		
10493	event:/Skill/skill_es31mu001	0.000000	0.000000	0	0	0.000000	0		
10494	event:/Skill/skill_es32mu001	0.000000	0.000000	0	0	0.000000	0		
10495	event:/Skill/skill_es32mu002	0.000000	0.000000	0	0	0.000000	0		
10496	event:/Skill/skill_es33mu001	0.000000	0.000000	0	0	0.000000	0		
10497	event:/Skill/skill_es34mu001	0.000000	0.000000	0	0	0.000000	0		
10498	event:/Skill/skill_es35mu001	0.000000	0.000000	0	0	0.000000	0		
10499	event:/Skill/skill_p041mu001	0.000000	0.000000	0	0	0.000000	0		
10500	event:/Skill/skill_p041mu002	0.000000	0.000000	0	0	0.000000	0		
1000000	event:/UI/sound_common_btn	0.000000	0.000000	0	4000	0.000000	0		
1001011	event:/Role/create_101	0.000000	0.000000	0	4000	0.000000	0		
1001022	event:/Role/create_102	0.000000	0.000000	0	4000	0.000000	0		
1001032	event:/Role/create_103	0.000000	0.000000	0	4000	0.000000	0		
1001042	event:/Role/create_104	0.000000	0.000000	0	4000	0.000000	0		
1001051	event:/Role/create_105	0.000000	0.000000	0	4000	0.000000	0		
1001061	event:/Role/create_106	0.000000	0.000000	0	4000	0.000000	0		
1001071	event:/Role/create_107	0.000000	0.000000	0	4000	0.000000	0		
1001081	event:/Role/create_108	0.000000	0.000000	0	4000	0.000000	0		
1012000	event:/Task1/talk1_1_2	0.000000	0.000000	0	4000	0.000000	0		
1014000	event:/Task1/talk1_1_4	0.000000	0.000000	0	4000	0.000000	0		
1222000	event:/Task1/talk1_22_2	0.000000	0.000000	0	4000	0.000000	0		
1224000	event:/Task1/talk1_22_3	0.000000	0.000000	0	4000	0.000000	0		
1021000	event:/Task1/talk1_2_1	0.000000	0.000000	0	4000	0.000000	0		
1023000	event:/Task1/talk1_2_3	0.000000	0.000000	0	4000	0.000000	0		
1024000	event:/Task1/talk1_2_4	0.000000	0.000000	0	4000	0.000000	0		
1031000	event:/Task1/talk1_3_1	0.000000	0.000000	0	4000	0.000000	0		
1032000	event:/Task1/talk1_3_2	0.000000	0.000000	0	4000	0.000000	0		
1034000	event:/Task1/talk1_3_4	0.000000	0.000000	0	4000	0.000000	0		
1035000	event:/Task1/talk1_3_5	0.000000	0.000000	0	4000	0.000000	0		
1042000	event:/Task1/talk1_4_2	0.000000	0.000000	0	4000	0.000000	0		
1052000	event:/Task1/talk1_5_2	0.000000	0.000000	0	4000	0.000000	0		
1053000	event:/Task1/talk1_5_3	0.000000	0.000000	0	4000	0.000000	0		
1062000	event:/Task1/talk1_6_2	0.000000	0.000000	0	4000	0.000000	0		
1064000	event:/Task1/talk1_6_4	0.000000	0.000000	0	4000	0.000000	0		
1071000	event:/Task1/talk1_7_1	0.000000	0.000000	0	4000	0.000000	0		
1072000	event:/Task1/talk1_7_2	0.000000	0.000000	0	4000	0.000000	0		
1081000	event:/Task1/task1_8_1	0.000000	0.000000	0	4000	0.000000	0		
1083000	event:/Task1/task1_8_3	0.000000	0.000000	0	4000	0.000000	0		
1084000	event:/Task1/task1_8_4	0.000000	0.000000	0	4000	0.000000	0		
1092000	event:/Task1/task1_9_2	0.000000	0.000000	0	4000	0.000000	0		
1094000	event:/Task1/task1_9_4	0.000000	0.000000	0	4000	0.000000	0		
1102000	event:/Task1/task1_10_2	0.000000	0.000000	0	4000	0.000000	0		
1104000	event:/Task1/task1_10_4	0.000000	0.000000	0	4000	0.000000	0		
1112000	event:/Task1/task1_11_2	0.000000	0.000000	0	4000	0.000000	0		
1122000	event:/Task1/task1_12_2	0.000000	0.000000	0	4000	0.000000	0		
1123000	event:/Task1/task1_12_3	0.000000	0.000000	0	4000	0.000000	0		
1131000	event:/Task1/task1_13_1	0.000000	0.000000	0	4000	0.000000	0		
1133000	event:/Task1/task1_13_3	0.000000	0.000000	0	4000	0.000000	0		
1134000	event:/Task1/task1_13_4	0.000000	0.000000	0	4000	0.000000	0		
1141000	event:/Task1/task1_14_1	0.000000	0.000000	0	4000	0.000000	0		
1143000	event:/Task1/task1_14_3	0.000000	0.000000	0	4000	0.000000	0		
1151000	event:/Task1/task1_15_1	0.000000	0.000000	0	4000	0.000000	0		
1153000	event:/Task1/task1_15_3	0.000000	0.000000	0	4000	0.000000	0		
1161000	event:/Task1/task1_16_1	0.000000	0.000000	0	4000	0.000000	0		
1163000	event:/Task1/task1_16_3	0.000000	0.000000	0	4000	0.000000	0		
1172000	event:/Task1/task1_17_2	0.000000	0.000000	0	4000	0.000000	0		
1173000	event:/Task1/task1_17_3	0.000000	0.000000	0	4000	0.000000	0		
1181000	event:/Task1/task1_18_1	0.000000	0.000000	0	4000	0.000000	0		
1183000	event:/Task1/task1_18_3	0.000000	0.000000	0	4000	0.000000	0		
1184000	event:/Task1/task1_18_4	0.000000	0.000000	0	4000	0.000000	0		
1191000	event:/Task1/task1_19_1	0.000000	0.000000	0	4000	0.000000	0		
1193000	event:/Task1/task1_19_3	0.000000	0.000000	0	4000	0.000000	0		
1194000	event:/Task1/task1_19_4	0.000000	0.000000	0	4000	0.000000	0		
1195000	event:/Task1/task1_19_5	0.000000	0.000000	0	4000	0.000000	0		
1201000	event:/Task1/task1_20_1	0.000000	0.000000	0	4000	0.000000	0		
1202000	event:/Task1/task1_20_2	0.000000	0.000000	0	4000	0.000000	0		
1203000	event:/Task1/task1_20_3	0.000000	0.000000	0	4000	0.000000	0		
1212000	event:/Task1/task1_21_2	0.000000	0.000000	0	4000	0.000000	0		
1214000	event:/Task1/task1_21_4	0.000000	0.000000	0	4000	0.000000	0		
1221000	event:/Task2/task1_22_1	0.000000	0.000000	0	4000	0.000000	0		
1223000	event:/Task2/task1_22_3	0.000000	0.000000	0	4000	0.000000	0		
1232000	event:/Task2/task1_23_2	0.000000	0.000000	0	4000	0.000000	0		
1234000	event:/Task2/task1_23_4	0.000000	0.000000	0	4000	0.000000	0		
1242000	event:/Task2/task1_24_2	0.000000	0.000000	0	4000	0.000000	0		
1244000	event:/Task2/task1_24_4	0.000000	0.000000	0	4000	0.000000	0		
1251000	event:/Task2/task1_25_1	0.000000	0.000000	0	4000	0.000000	0		
1253000	event:/Task2/task1_25_3	0.000000	0.000000	0	4000	0.000000	0		
1255000	event:/Task2/task1_25_5	0.000000	0.000000	0	4000	0.000000	0		
1262000	event:/Task2/task1_26_2	0.000000	0.000000	0	4000	0.000000	0		
1263000	event:/Task2/task1_26_3	0.000000	0.000000	0	4000	0.000000	0		
1265000	event:/Task2/task1_26_5	0.000000	0.000000	0	4000	0.000000	0		
1272000	event:/Task2/task1_27_2	0.000000	0.000000	0	4000	0.000000	0		
1273000	event:/Task2/task1_27_3	0.000000	0.000000	0	4000	0.000000	0		
1281000	event:/Task2/task1_28_1	0.000000	0.000000	0	4000	0.000000	0		
1283000	event:/Task2/task1_28_3	0.000000	0.000000	0	4000	0.000000	0		
1285000	event:/Task2/task1_28_5	0.000000	0.000000	0	4000	0.000000	0		
1291000	event:/Task2/task1_29_1	0.000000	0.000000	0	4000	0.000000	0		
1293000	event:/Task2/task1_29_3	0.000000	0.000000	0	4000	0.000000	0		
1301000	event:/Task2/task1_30_1	0.000000	0.000000	0	4000	0.000000	0		
1303000	event:/Task2/task1_30_3	0.000000	0.000000	0	4000	0.000000	0		
1311000	event:/Task2/task1_31_1	0.000000	0.000000	0	4000	0.000000	0		
1313000	event:/Task2/task1_31_3	0.000000	0.000000	0	4000	0.000000	0		
1322000	event:/Task2/task1_32_2	0.000000	0.000000	0	4000	0.000000	0		
1324000	event:/Task2/task1_32_4	0.000000	0.000000	0	4000	0.000000	0		
1325000	event:/Task2/task1_32_5	0.000000	0.000000	0	4000	0.000000	0		
1331000	event:/Task2/task1_33_1	0.000000	0.000000	0	4000	0.000000	0		
1333000	event:/Task2/task1_33_3	0.000000	0.000000	0	4000	0.000000	0		
1334000	event:/Task2/task1_33_4	0.000000	0.000000	0	4000	0.000000	0		
1341000	event:/Task2/task1_34_1	0.000000	0.000000	0	4000	0.000000	0		
1343000	event:/Task2/task1_34_3	0.000000	0.000000	0	4000	0.000000	0		
1351000	event:/Task2/task1_35_1	0.000000	0.000000	0	4000	0.000000	0		
1353000	event:/Task2/task1_35_3	0.000000	0.000000	0	4000	0.000000	0		
1355000	event:/Task2/task1_35_5	0.000000	0.000000	0	4000	0.000000	0		
1361000	event:/Task2/task1_36_1	0.000000	0.000000	0	4000	0.000000	0		
1363000	event:/Task2/task1_36_3	0.000000	0.000000	0	4000	0.000000	0		
1365000	event:/Task2/task1_36_5	0.000000	0.000000	0	4000	0.000000	0		
1371000	event:/Task2/task1_37_1	0.000000	0.000000	0	4000	0.000000	0		
1373000	event:/Task2/task1_37_3	0.000000	0.000000	0	4000	0.000000	0		
1374000	event:/Task2/task1_37_4	0.000000	0.000000	0	4000	0.000000	0		
2011000	event:/Task3/task2_01_1	0.000000	0.000000	0	4000	0.000000	0		
2013000	event:/Task3/task2_01_3	0.000000	0.000000	0	4000	0.000000	0		
2021000	event:/Task3/task2_02_1	0.000000	0.000000	0	4000	0.000000	0		
2023000	event:/Task3/task2_02_3	0.000000	0.000000	0	4000	0.000000	0		
2025000	event:/Task3/task2_02_5	0.000000	0.000000	0	4000	0.000000	0		
2027000	event:/Task3/task2_02_7	0.000000	0.000000	0	4000	0.000000	0		
2032000	event:/Task4/task2_03_2	0.000000	0.000000	0	4000	0.000000	0		
2042000	event:/Task4/task2_04_2	0.000000	0.000000	0	4000	0.000000	0		
2044000	event:/Task4/task2_04_4	0.000000	0.000000	0	4000	0.000000	0		
2052000	event:/Task4/task2_05_2	0.000000	0.000000	0	4000	0.000000	0		
2054000	event:/Task4/task2_05_4	0.000000	0.000000	0	4000	0.000000	0		
2056000	event:/Task4/task2_05_6	0.000000	0.000000	0	4000	0.000000	0		
2062000	event:/Task3/task2_06_2	0.000000	0.000000	0	4000	0.000000	0		
2064000	event:/Task3/task2_06_4	0.000000	0.000000	0	4000	0.000000	0		
2072000	event:/Task4/task2_07_2	0.000000	0.000000	0	4000	0.000000	0		
2074000	event:/Task4/task2_07_4	0.000000	0.000000	0	4000	0.000000	0		
2076000	event:/Task4/task2_07_6	0.000000	0.000000	0	4000	0.000000	0		
2082000	event:/Task3/task2_08_2	0.000000	0.000000	0	4000	0.000000	0		
2084000	event:/Task3/task2_08_4	0.000000	0.000000	0	4000	0.000000	0		
2092000	event:/Task3/task2_09_2	0.000000	0.000000	0	4000	0.000000	0		
2094000	event:/Task3/task2_09_4	0.000000	0.000000	0	4000	0.000000	0		
2101000	event:/Task3/task2_10_1	0.000000	0.000000	0	4000	0.000000	0		
2103000	event:/Task3/task2_10_3	0.000000	0.000000	0	4000	0.000000	0		
2105000	event:/Task3/task2_10_5	0.000000	0.000000	0	4000	0.000000	0		
2111000	event:/Task3/task2_11_1	0.000000	0.000000	0	4000	0.000000	0		
2113000	event:/Task3/task2_11_3	0.000000	0.000000	0	4000	0.000000	0		
2121000	event:/Task3/task2_12_1	0.000000	0.000000	0	4000	0.000000	0		
2123000	event:/Task3/task2_12_3	0.000000	0.000000	0	4000	0.000000	0		
2131000	event:/Task3/task2_13_1	0.000000	0.000000	0	4000	0.000000	0		
2133000	event:/Task3/task2_13_3	0.000000	0.000000	0	4000	0.000000	0		
2141000	event:/Task3/task2_14_1	0.000000	0.000000	0	4000	0.000000	0		
2142000	event:/Task3/task2_14_2	0.000000	0.000000	0	4000	0.000000	0		
2143000	event:/Task3/task2_14_3	0.000000	0.000000	0	4000	0.000000	0		
2144000	event:/Task3/task2_14_4	0.000000	0.000000	0	4000	0.000000	0		
2151000	event:/Task3/task2_15_1	0.000000	0.000000	0	4000	0.000000	0		
2152000	event:/Task3/task2_15_2	0.000000	0.000000	0	4000	0.000000	0		
2153000	event:/Task3/task2_15_3	0.000000	0.000000	0	4000	0.000000	0		
2154000	event:/Task3/task2_15_4	0.000000	0.000000	0	4000	0.000000	0		
2155000	event:/Task3/task2_15_5	0.000000	0.000000	0	4000	0.000000	0		
2157000	event:/Task3/task2_15_7	0.000000	0.000000	0	4000	0.000000	0		
2161000	event:/Task3/task2_16_1	0.000000	0.000000	0	4000	0.000000	0		
2162000	event:/Task3/task2_16_2	0.000000	0.000000	0	4000	0.000000	0		
2163000	event:/Task3/task2_16_3	0.000000	0.000000	0	4000	0.000000	0		
2164000	event:/Task3/task2_16_4	0.000000	0.000000	0	4000	0.000000	0		
2171000	event:/Task3/task2_17_1	0.000000	0.000000	0	4000	0.000000	0		
2181000	event:/Task3/task2_18_1	0.000000	0.000000	0	4000	0.000000	0		
2182000	event:/Task3/task2_18_2	0.000000	0.000000	0	4000	0.000000	0		
2191000	event:/Task3/task2_19_1	0.000000	0.000000	0	4000	0.000000	0		
2192000	event:/Task3/task2_19_2	0.000000	0.000000	0	4000	0.000000	0		
2193000	event:/Task3/task2_19_3	0.000000	0.000000	0	4000	0.000000	0		
2194000	event:/Task3/task2_19_4	0.000000	0.000000	0	4000	0.000000	0		
2201000	event:/Task4/task2_20_1	0.000000	0.000000	0	4000	0.000000	0		
2203000	event:/Task4/task2_20_3	0.000000	0.000000	0	4000	0.000000	0		
2212000	event:/Task3/task2_21_2	0.000000	0.000000	0	4000	0.000000	0		
2213000	event:/Task4/task2_21_3	0.000000	0.000000	0	4000	0.000000	0		
2214000	event:/Task4/task2_21_4	0.000000	0.000000	0	4000	0.000000	0		
2215000	event:/Task4/task2_21_5	0.000000	0.000000	0	4000	0.000000	0		
2221000	event:/Task3/task2_22_1	0.000000	0.000000	0	4000	0.000000	0		
2223000	event:/Task3/task2_22_3	0.000000	0.000000	0	4000	0.000000	0		
2231000	event:/Task3/task2_23_1	0.000000	0.000000	0	4000	0.000000	0		
2233000	event:/Task3/task2_23_3	0.000000	0.000000	0	4000	0.000000	0		
2234000	event:/Task3/task2_23_4	0.000000	0.000000	0	4000	0.000000	0		
2235000	event:/Task3/task2_23_5	0.000000	0.000000	0	4000	0.000000	0		
2241000	event:/Task4/task2_24_1	0.000000	0.000000	0	4000	0.000000	0		
2243000	event:/Task4/task2_24_3	0.000000	0.000000	0	4000	0.000000	0		
2244000	event:/Task4/task2_24_4	0.000000	0.000000	0	4000	0.000000	0		
2251000	event:/Task4/task2_25_1	0.000000	0.000000	0	4000	0.000000	0		
2252000	event:/Task4/task2_25_2	0.000000	0.000000	0	4000	0.000000	0		
2254000	event:/Task4/task2_25_4	0.000000	0.000000	0	4000	0.000000	0		
2255000	event:/Task4/task2_25_5	0.000000	0.000000	0	4000	0.000000	0		
2261000	event:/Task4/task2_26_1	0.000000	0.000000	0	4000	0.000000	0		
2262000	event:/Task4/task2_26_2	0.000000	0.000000	0	4000	0.000000	0		
