流水id	推送商品组id	商品档位	Npc原画	npc气泡	礼包名字	礼包Icon	礼包描述	礼包价值	礼包内容	展示特效	限购次数	购买类型	购买参数	持续时间
10112	10112	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10112	icon_treasurebox06_0	PushGift_Des10112	237	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6083	172800
10113	10113	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10113	icon_treasurebox06_0	PushGift_Des10113	210	item91000000380,1;item161000000003,1;item161000000002,5;item100000000001,5	0,41100023,0	2	2	1013	172800
10114	10114	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10114	icon_treasurebox06_0	PushGift_Des10114	250	item119100000003,8;item161000000002,10;item1014,4880;item100000000000,5	0,41100023,0	2	2	6171	86400
10115	10115	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10115	icon_treasurebox06_0	PushGift_Des10115	320	item1014,3280;item91000000339,2;item1019,3000	0,41100023,0	3	2	6152	172800
10116	10116	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10116	icon_treasurebox06_0	PushGift_Des10116	400	item1014,6720	41100023	2	2	6101	172800
10117	10117	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10117	icon_treasurebox06_0	PushGift_Des10117	237	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6083	172800
10118	10118	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10118	icon_treasurebox06_0	PushGift_Des10118	360	item200000810004,2;item1019,1500	0,41100023,0	5	2	6084	172800
10119	10119	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10119	icon_treasurebox06_0	PushGift_Des10119	300	item1014,3280;item200000831003,2;item1019,6000	0,41100023,0	2	2	6152	172800
10120	10120	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10120	icon_treasurebox06_0	PushGift_Des10120	250	item8102020061001,50;item8102020061002,50;item1002,6480;item8102020061003,2	0,41100023,0	2	2	1013	172800
10121	10121	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10121	icon_treasurebox06_0	PushGift_Des10121	237	item1014,980;item171002010002,10;item171002000001,30	41100023	4	2	6083	172800
10122	10122	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10122	icon_treasurebox06_0	PushGift_Des10122	360	item200000800004,4;item102000020233,5;item1014,1680;item1019,2000	0,41100023,0	4	2	6101	172800
10123	10123	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10123	icon_treasurebox06_0	PushGift_Des10123	340	item171000101021,500;item171000101012,100;item1014,2980	0,41100023,0	4	2	6141	172800
10124	10124	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10124	icon_treasurebox06_0	PushGift_Des10124	310	item8171000101081,2;item8171000101061,10;item1002,4880;item8171000101071,10	0,41100023,0	5	2	6171	172800
10125	10125	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10125	icon_treasurebox06_0	PushGift_Des10125	210	item8200000800003,5;item100000000000,5;item8103015110406,1	0,41100023,0	2	2	1013	172800
10126	10126	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10126	icon_treasurebox06_0	PushGift_Des10126	400	item1014,6720	41100023	2	2	6101	172800
10127	10127	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10127	icon_treasurebox06_0	PushGift_Des10127	240	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6083	172800
10128	10128	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10128	icon_treasurebox06_0	PushGift_Des10128	200	item1002,1280;item171002000001,100;item171002000002,15	0,41100023,0	4	2	6094	172800
10129	10129	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10129	icon_treasurebox06_0	PushGift_Des10129	335	item1014,3280;item200000831003,2;item1019,6000	0,41100023,0	2	2	6152	172800
10130	10130	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10130	icon_treasurebox06_0	PushGift_Des10130	260	item1014,6480;item91000001156,10	0,41100023,0	3	2	1013	172800
10131	10131	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10131	icon_treasurebox06_0	PushGift_Des10131	400	item1014,6720	41100023	2	2	6101	172800
10132	10132	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10132	icon_treasurebox06_0	PushGift_Des10132	240	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6084	172800
10133	10133	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10133	icon_treasurebox06_0	PushGift_Des10133	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	172800
10134	10134	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10134	icon_treasurebox06_0	PushGift_Des10134	265	item1014,4880;item200000830003,1	0,41100023,0	2	2	6171	172800
10135	10135	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10135	icon_treasurebox06_0	PushGift_Des10135	260	item105000000030,150;,;item91000000220,1	0,41100023,0	5	2	1013	172800
10136	10136	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10136	icon_treasurebox06_0	PushGift_Des10136	237	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6084	172800
10137	10137	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10137	icon_treasurebox06_0	PushGift_Des10137	350	item200000800004,4;item102000020233,5;item1014,1680;item1019,2000	0,41100023,0	4	2	6101	172800
10138	10138	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10138	icon_treasurebox06_0	PushGift_Des10138	340	item171000101021,500;item171000101012,100;item1014,2980	0,41100023,0	4	2	6141	172800
10139	10139	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10139	icon_treasurebox06_0	PushGift_Des10139	250	item1002,4880;item8102020061005,1;item8102020061003,1	0,41100023,0	3	2	6171	172800
10140	10140	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10140	icon_treasurebox06_0	PushGift_Des10140	210	item8200000800003,5;item100000000000,5;item8103015110406,1	0,41100023,0	2	2	1013	172800
10141	10141	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10141	icon_treasurebox06_0	PushGift_Des10141	360	item200000810004,2;item1019,1500	0,41100023,0	5	2	6084	172800
10142	10142	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10142	icon_treasurebox06_0	PushGift_Des10142	380	item1014,1980;item107999900003,20;item107999900002,100	0,41100023,0	5	2	7031	172800
10143	10143	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10143	icon_treasurebox06_0	PushGift_Des10143	325	item1002,2680;item91000000855,1	0,41100023,0	2	2	6131	172800
10144	10144	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10144	icon_treasurebox06_0	PushGift_Des10144	335	item1014,3280;item200000831003,2;item1019,6000	0,41100023,0	2	2	6152	172800
10145	10145	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10145	icon_treasurebox06_0	PushGift_Des10145	250	item8103010131003,30;item100000000002,2;item90000000125,1	0,41100023,0	2	2	1013	172800
10146	10146	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10146	icon_treasurebox06_0	PushGift_Des10146	400	item1014,6720	41100023	2	2	6101	172800
10147	10147	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10147	icon_treasurebox06_0	PushGift_Des10147	240	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6084	172800
10148	10148	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10148	icon_treasurebox06_0	PushGift_Des10148	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	172800
10149	10149	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10149	icon_treasurebox06_0	PushGift_Des10149	290	item1014,3280;item8103010131003,60;item100000000002,2	0,41100023,0	2	2	6152	172800
10150	10150	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10150	icon_treasurebox06_0	PushGift_Des10150	365	item107999900011,3;item107999900002,50;item91000001169,1	0,41100023,0	5	2	1013	172800
10151	10151	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10151	icon_treasurebox06_0	PushGift_Des10151	400	item1014,6720	41100023	2	2	6101	172800
10152	10152	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10152	icon_treasurebox06_0	PushGift_Des10152	237	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6084	172800
10153	10153	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10153	icon_treasurebox06_0	PushGift_Des10153	360	item200000810004,2;item1019,1500	0,41100023,0	5	2	6084	172800
10154	10154	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10154	icon_treasurebox06_0	PushGift_Des10154	300	item1014,3280;item200000831003,2;item1019,6000	0,41100023,0	2	2	6152	172800
10155	10155	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10155	icon_treasurebox06_0	PushGift_Des10155	250	item8102020061001,50;item8102020061002,50;item1002,6480;item8102020061003,2	0,41100023,0	2	2	1013	172800
10156	10156	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10156	icon_treasurebox06_0	PushGift_Des10156	300	item1014,500;item91000001071,6;item100000000000,2	0,41100023,0	10	2	6073	172800
10157	10157	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10157	icon_treasurebox06_0	PushGift_Des10157	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	172800
10158	10158	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10158	icon_treasurebox06_0	PushGift_Des10158	340	item171000101021,500;item171000101012,100;item1014,2980	0,41100023,0	3	2	6141	172800
10159	10159	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10159	icon_treasurebox06_0	PushGift_Des10159	320	item1014,3280;item91000000339,2;item1019,3000	0,41100023,0	3	2	6152	172800
10160	10160	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10160	icon_treasurebox06_0	PushGift_Des10160	365	item107999900011,3;item107999900002,50;item91000001169,1	0,41100023,0	5	2	1013	172800
10161	10161	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10161	icon_treasurebox06_0	PushGift_Des10161	400	item1014,6720	41100023	2	2	6101	172800
10162	10162	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10162	icon_treasurebox06_0	PushGift_Des10162	240	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6084	172800
10163	10163	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10153	icon_treasurebox06_0	PushGift_Des10153	360	item200000810004,2;item1019,1500	0,41100023,0	5	2	6084	172800
10164	10164	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10164	icon_treasurebox06_0	PushGift_Des10164	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	172800
10165	10165	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10165	icon_treasurebox06_0	PushGift_Des10165	210	item8200000800003,5;item100000000000,5;item8103015110406,1	0,41100023,0	2	2	1013	172800
10166	10166	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10166	icon_treasurebox06_0	PushGift_Des10166	240	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6084	172800
10167	10167	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10167	icon_treasurebox06_0	PushGift_Des10167	350	item200000800004,4;item102000020233,5;item1014,1680;item1019,2000	0,41100023,0	4	2	6101	172800
10168	10168	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10168	icon_treasurebox06_0	PushGift_Des10168	340	item171000101021,500;item171000101012,100;item1014,2980	0,41100023,0	4	2	6141	172800
10169	10169	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10169	icon_treasurebox06_0	PushGift_Des10169	230	item1002,4880;item8102020061005,1;item8102020061003,1	0,41100023,0	3	2	6171	172800
10170	10170	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10170	icon_treasurebox06_0	PushGift_Des10170	260	item1014,6480;item91000001156,10	0,41100023,0	3	2	1013	172800
10171	10171	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10161	icon_treasurebox06_0	PushGift_Des10161	400	item1014,6720	0,41100023,0	2	2	6101	172800
10172	10172	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10162	icon_treasurebox06_0	PushGift_Des10162	240	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6084	172800
10173	10173	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10154	icon_treasurebox06_0	PushGift_Des10154	300	item1014,3280;item200000831003,2;item1019,6000	0,41100023,0	2	2	6152	172800
10174	10174	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10148	icon_treasurebox06_0	PushGift_Des10148	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	172800
10175	10175	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10155	icon_treasurebox06_0	PushGift_Des10155	250	item8102020061001,50;item8102020061002,50;item1002,6480;item8102020061003,2	0,41100023,0	2	2	1013	172800
10176	10176	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10161	icon_treasurebox06_0	PushGift_Des10161	400	item1014,6720	41100023	2	2	6101	172800
10177	10177	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10162	icon_treasurebox06_0	PushGift_Des10162	240	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6084	172800
10178	10178	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10153	icon_treasurebox06_0	PushGift_Des10153	360	item200000810004,2;item1019,1500	0,41100023,0	5	2	6084	172800
10179	10179	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10164	icon_treasurebox06_0	PushGift_Des10164	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	172800
10180	10180	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10165	icon_treasurebox06_0	PushGift_Des10165	210	item8200000800003,5;item100000000000,5;item8103015110406,1	0,41100023,0	2	2	1013	172800
10181	10181	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10181	icon_treasurebox06_0	PushGift_Des10181	400	item1014,6720	41100023	2	2	6101	172800
10182	10182	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10182	icon_treasurebox06_0	PushGift_Des10182	240	item1014,980;item171002010002,15;item171002000001,30	0,41100023,0	4	2	6084	172800
10183	10183	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10183	icon_treasurebox06_0	PushGift_Des10183	300	item1014,3280;item200000831003,2;item1019,6000	0,41100023,0	2	2	6152	172800
10184	10184	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10184	icon_treasurebox06_0	PushGift_Des10184	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	172800
10185	10185	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10185	icon_treasurebox06_0	PushGift_Des10185	250	item8102020061001,50;item8102020061002,50;item1002,6480;item8102020061003,2	0,41100023,0	2	2	1013	172800
10186	10186	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10186	icon_treasurebox06_0	PushGift_Des10186	360	item1002,980;item200000800004,2;item1019,1000;item102000020233,5	0,41100023,0	2	2	6084	241200
10187	10187	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10187	icon_treasurebox06_0	PushGift_Des10187	310	item1002,1980;item91000001156,3;item101040101017,50;item100000000000,5	0,41100023,0	4	2	7031	241200
10188	10188	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10188	icon_treasurebox06_0	PushGift_Des10188	300	item1002,3280;item175100000002,2;item91000000861,10	0,41100023,0	2	2	6152	241200
10189	10189	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10189	icon_treasurebox06_0	PushGift_Des10189	250	item176000000001,100;item8230000000005,10;item1002,5880;item102000020253,5	0,41100023,0	4	2	6181	241200
10190	10190	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10190	icon_treasurebox06_0	PushGift_Des10190	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	241200
10191	10191	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10191	icon_treasurebox06_0	PushGift_Des10191	400	item1014,6720	41100023	2	2	6101	172800
10192	10192	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10192	icon_treasurebox06_0	PushGift_Des10192	340	item171000101021,500;item171000101012,100;item1014,2980	0,41100023,0	4	2	6141	172800
10193	10193	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10193	icon_treasurebox06_0	PushGift_Des10193	360	item200000810004,2;item1019,1500	0,41100023,0	5	2	6084	172800
10194	10194	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10194	icon_treasurebox06_0	PushGift_Des10194	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	172800
10195	10195	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10195	icon_treasurebox06_0	PushGift_Des10195	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	172800
10196	10196	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10196	icon_treasurebox06_0	PushGift_Des10196	240	item1014,980;item171002010002,10;item171002000001,30	0,41100023,0	4	2	6084	172800
10197	10197	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10197	icon_treasurebox06_0	PushGift_Des10197	350	item200000800004,4;item102000020233,5;item1014,1680;item1019,2000	0,41100023,0	4	2	6101	172800
10198	10198	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10198	icon_treasurebox06_0	PushGift_Des10198	340	item171000101021,500;item171000101012,100;item1014,2980	0,41100023,0	4	2	6141	172800
10199	10199	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10199	icon_treasurebox06_0	PushGift_Des10199	230	item1002,4880;item8102020061005,1;item8102020061003,1	0,41100023,0	3	2	6171	172800
10200	10200	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10200	icon_treasurebox06_0	PushGift_Des10200	260	item1014,6480;item91000001156,10	0,41100023,0	3	2	1013	172800
10201	10201	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10181	icon_treasurebox06_0	PushGift_Des10181	400	item1014,6720	41100023	2	2	6101	172800
10202	10202	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10182	icon_treasurebox06_0	PushGift_Des10182	240	item1014,980;item171002010002,15;item171002000001,30	0,41100023,0	4	2	6084	172800
10203	10203	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10187	icon_treasurebox06_0	PushGift_Des10187	310	item1002,1980;item91000001156,3;item101040101017,50;item100000000000,5	0,41100023,0	4	2	7031	172800
10204	10204	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10183	icon_treasurebox06_0	PushGift_Des10183	300	item1014,3280;item200000831003,2;item1019,6000	0,41100023,0	2	2	6152	172800
10205	10205	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10190	icon_treasurebox06_0	PushGift_Des10190	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	172800
10206	10206	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10206	icon_treasurebox06_0	PushGift_Des10206	400	item1014,6720	41100023	2	2	6101	172800
10207	10207	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10153	icon_treasurebox06_0	PushGift_Des10153	360	item200000810004,2;item1019,1500	0,41100023,0	5	2	6084	172800
10208	10208	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10208	icon_treasurebox06_0	PushGift_Des10208	200	item171002000001,100;item171002000002,15;item1002,1280	0,41100023,0	4	2	6094	172800
10209	10209	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10183	icon_treasurebox06_0	PushGift_Des10183	300	item1014,3280;item200000831003,2;item1019,6000	0,41100023,0	2	2	6152	172800
10210	10210	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10210	icon_treasurebox06_0	PushGift_Des10210	250	item8102020061001,50;item8102020061002,50;item1002,6480;item8102020061003,2	0,41100023,0	2	2	1013	172800
10211	10211	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10211	icon_treasurebox06_0	PushGift_Des10211	340	item171000101021,500;item171000101012,100;item1014,2980	0,41100023,0	4	2	6141	172800
10212	10212	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10212	icon_treasurebox06_0	PushGift_Des10212	310	item1002,1980;item91000001156,3;item101040101017,50;item100000000000,5	0,41100023,0	4	2	7031	172800
10213	10213	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10213	icon_treasurebox06_0	PushGift_Des10213	230	item1002,4880;item8102020061005,1;item8102020061003,1	0,41100023,0	3	2	6171	172800
10214	10214	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10214	icon_treasurebox06_0	PushGift_Des10214	250	item176000000001,100;item8230000000005,10;item1002,5880;item102000020253,5	0,41100023,0	4	2	6181	172800
10215	10215	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10215	icon_treasurebox06_0	PushGift_Des10215	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	172800
10216	10216	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10216	icon_treasurebox06_0	PushGift_Des10216	200	item1002,980;,;item1002,980	0,41100023,0	2	2	6084	345600
10217	10217	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10217	icon_treasurebox06_0	PushGift_Des10217	200	item1002,3280;item1002,3280	0,41100023,0	1	2	6152	345600
10218	10218	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10218	icon_treasurebox06_0	PushGift_Des10218	200	item1002,6480;item1002,6480	0,41100023,0	1	2	1013	345600
10219	10219	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10181	icon_treasurebox06_0	PushGift_Des10181	400	item1014,6720	41100023	2	2	6101	172800
10220	10220	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10182	icon_treasurebox06_0	PushGift_Des10182	300	item1014,980;item171002010002,15;item171002000001,30	0,41100023,0	4	2	6084	172800
10221	10221	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10214	icon_treasurebox06_0	PushGift_Des10214	250	item176000000001,100;item8230000000005,10;item1002,5880;item102000020253,5	0,41100023,0	4	2	6181	172800
10222	10222	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10153	icon_treasurebox06_0	PushGift_Des10153	360	item200000810004,2;item1019,1500	0,41100023,0	5	2	6084	172800
10223	10223	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10215	icon_treasurebox06_0	PushGift_Des10215	230	item171002010002,40;item171002010001,20;item1002,6480;item1019,2000	0,41100023,0	2	2	1013	172800
10224	10224	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10181	icon_treasurebox06_0	PushGift_Des10181	400	item1014,6720	41100023	2	2	6101	172800
10225	10225	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10182	icon_treasurebox06_0	PushGift_Des10182	300	item1014,980;item171002010002,15;item171002000001,30	0,41100023,0	4	2	6084	172800
10226	10226	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10212	icon_treasurebox06_0	PushGift_Des10212	310	item1002,1980;item91000001156,3;item101040101017,50;item100000000000,5	0,41100023,0	4	2	7031	172800
10227	10227	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10165	icon_treasurebox06_0	PushGift_Des10165	210	item8200000800011,5;item100000000000,5;item8103015110406,1	0,41100023,0	2	2	1013	172800
10228	10228	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10210	icon_treasurebox06_0	PushGift_Des10210	250	item8102020061001,50;item8102020061002,50;item1002,6480;item8102020061003,2	0,41100023,0	2	2	1013	172800
10229	10229	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10229	icon_treasurebox06_0	PushGift_Des10229	300	item1002,3280;item175100000002,2;item91000000861,10	0,41100023,0	2	2	6152	172800
10230	10230	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10230	icon_treasurebox06_0	PushGift_Des10230	365	item107999900011,3;item107999900002,50;item91000001169,1	0,41100023,0	5	2	1013	172800
10231	10231	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10231	icon_treasurebox06_0	PushGift_Des10231	350	item200000800004,4;item102000020233,5;item1014,1680;item1019,2000	0,41100023,0	4	2	6101	172800
10232	10232	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10232	icon_treasurebox06_0	PushGift_Des10232	340	item171000101021,500;item171000101012,100;item1014,2980	0,41100023,0	4	2	6141	172800
10233	10233	1	7daysaward_19christmas	UI_PushGift_NpcLanguage3402	UI_PushGift_Name10233	icon_treasurebox06_0	PushGift_Des10233	230	item1002,4880;item8102020061005,1;item8102020061003,1	0,41100023,0	3	2	6171	172800
