编号	解锁	显示ID	排序	类型	可视等级	解锁条件	特殊条件参数	奖励冒险币	增加属性	介绍	出现场景	坐标	UI界面模型倍数	UI界面模型位置	捕捉怪物	怪物情报分析	征服之路组合	装备套装分类	爱好解锁条件类型	爱好解锁参数	爱好道具	海报链接	小传解锁条件类型	小传解锁参数	小传内容	获取魔灵的道具	普通副本名	普通首领技能	英雄副本名	英雄首领技能	地区渠道号	冒险点数
450592	fashion_107364	fashion_107364	567	4	1	10		0					0.000000					2003	0													0
450593	fashion_108264	fashion_108264	568	4	1	10		0					0.000000					2002	0													0
450594	fashion_108364	fashion_108364	569	4	1	10		0					0.000000					2003	0													0
450595	fashion_301306	fashion_301306	570	4	1	10		0					0.000000					2003	0													0
450596	fashion_302306	fashion_302306	571	4	1	10		0					0.000000					2003	0													0
450597	fashion_303306	fashion_303306	572	4	1	10		0					0.000000					2003	0													0
450598	fashion_304306	fashion_304306	573	4	1	10		0					0.000000					2003	0													0
450599	fashion_305306	fashion_305306	574	4	1	10		0					0.000000					2003	0													0
450600	fashion_306306	fashion_306306	575	4	1	10		0					0.000000					2003	0													0
450601	fashion_307306	fashion_307306	576	4	1	10		0					0.000000					2003	0													0
450602	fashion_308306	fashion_308306	577	4	1	10		0					0.000000					2003	0													0
450797	fashion_101265	fashion_101265	578	4	1	10		0					0.000000					2002	0													0
450798	fashion_101365	fashion_101365	579	4	1	10		0					0.000000					2003	0													0
450698	fashion_102265	fashion_102265	580	4	1	10		0					0.000000					2002	0													0
450699	fashion_102365	fashion_102365	581	4	1	10		0					0.000000					2003	0													0
450700	fashion_103265	fashion_103265	582	4	1	10		0					0.000000					2002	0													0
450701	fashion_103365	fashion_103365	583	4	1	10		0					0.000000					2003	0													0
450702	fashion_104265	fashion_104265	584	4	1	10		0					0.000000					2002	0													0
450703	fashion_104365	fashion_104365	585	4	1	10		0					0.000000					2003	0													0
450704	fashion_105265	fashion_105265	586	4	1	10		0					0.000000					2002	0													0
450705	fashion_105365	fashion_105365	587	4	1	10		0					0.000000					2003	0													0
450706	fashion_106265	fashion_106265	588	4	1	10		0					0.000000					2002	0													0
450707	fashion_106365	fashion_106365	589	4	1	10		0					0.000000					2003	0													0
450708	fashion_107265	fashion_107265	590	4	1	10		0					0.000000					2002	0													0
450709	fashion_107365	fashion_107365	591	4	1	10		0					0.000000					2003	0													0
450710	fashion_108265	fashion_108265	592	4	1	10		0					0.000000					2002	0													0
450711	fashion_108365	fashion_108365	593	4	1	10		0					0.000000					2003	0													0
450607	fashion_101266	fashion_101266	594	4	1	10		0					0.000000					2002	0													0
450608	fashion_101366	fashion_101366	595	4	1	10		0					0.000000					2003	0													0
450609	fashion_102266	fashion_102266	596	4	1	10		0					0.000000					2002	0													0
450610	fashion_102366	fashion_102366	597	4	1	10		0					0.000000					2003	0													0
450611	fashion_103266	fashion_103266	598	4	1	10		0					0.000000					2002	0													0
450612	fashion_103366	fashion_103366	599	4	1	10		0					0.000000					2003	0													0
450613	fashion_104266	fashion_104266	600	4	1	10		0					0.000000					2002	0													0
450614	fashion_104366	fashion_104366	601	4	1	10		0					0.000000					2003	0													0
450615	fashion_105266	fashion_105266	602	4	1	10		0					0.000000					2002	0													0
450616	fashion_105366	fashion_105366	603	4	1	10		0					0.000000					2003	0													0
450617	fashion_106266	fashion_106266	604	4	1	10		0					0.000000					2002	0													0
450618	fashion_106366	fashion_106366	605	4	1	10		0					0.000000					2003	0													0
450619	fashion_107266	fashion_107266	606	4	1	10		0					0.000000					2002	0													0
450620	fashion_107366	fashion_107366	607	4	1	10		0					0.000000					2003	0													0
450621	fashion_108266	fashion_108266	608	4	1	10		0					0.000000					2002	0													0
450622	fashion_108366	fashion_108366	609	4	1	10		0					0.000000					2003	0													0
450623	fashion_101267	fashion_101267	610	4	1	10		0					0.000000					2002	0													0
450624	fashion_101367	fashion_101367	611	4	1	10		0					0.000000					2003	0													0
450625	fashion_102267	fashion_102267	612	4	1	10		0					0.000000					2002	0													0
450626	fashion_102367	fashion_102367	613	4	1	10		0					0.000000					2003	0													0
450627	fashion_103267	fashion_103267	614	4	1	10		0					0.000000					2002	0													0
450628	fashion_103367	fashion_103367	615	4	1	10		0					0.000000					2003	0													0
450629	fashion_104267	fashion_104267	616	4	1	10		0					0.000000					2002	0													0
450630	fashion_104367	fashion_104367	617	4	1	10		0					0.000000					2003	0													0
450631	fashion_105267	fashion_105267	618	4	1	10		0					0.000000					2002	0													0
450632	fashion_105367	fashion_105367	619	4	1	10		0					0.000000					2003	0													0
450633	fashion_106267	fashion_106267	620	4	1	10		0					0.000000					2002	0													0
450634	fashion_106367	fashion_106367	621	4	1	10		0					0.000000					2003	0													0
450635	fashion_107267	fashion_107267	622	4	1	10		0					0.000000					2002	0													0
450636	fashion_107367	fashion_107367	623	4	1	10		0					0.000000					2003	0													0
450637	fashion_108267	fashion_108267	624	4	1	10		0					0.000000					2002	0													0
450638	fashion_108367	fashion_108367	625	4	1	10		0					0.000000					2003	0													0
450640	fashion_101168	fashion_101168	626	4	1	10		0					0.000000					2001	0													0
450641	fashion_101268	fashion_101268	627	4	1	10		0					0.000000					2002	0													0
450642	fashion_101368	fashion_101368	628	4	1	10		0					0.000000					2003	0													0
450643	fashion_102168	fashion_102168	629	4	1	10		0					0.000000					2001	0													0
450644	fashion_102268	fashion_102268	630	4	1	10		0					0.000000					2002	0													0
450645	fashion_102368	fashion_102368	631	4	1	10		0					0.000000					2003	0													0
450646	fashion_103168	fashion_103168	632	4	1	10		0					0.000000					2001	0													0
450647	fashion_103268	fashion_103268	633	4	1	10		0					0.000000					2002	0													0
450648	fashion_103368	fashion_103368	634	4	1	10		0					0.000000					2003	0													0
450649	fashion_104168	fashion_104168	635	4	1	10		0					0.000000					2001	0													0
450650	fashion_104268	fashion_104268	636	4	1	10		0					0.000000					2002	0													0
450651	fashion_104368	fashion_104368	637	4	1	10		0					0.000000					2003	0													0
450652	fashion_105168	fashion_105168	638	4	1	10		0					0.000000					2001	0													0
450653	fashion_105268	fashion_105268	639	4	1	10		0					0.000000					2002	0													0
450654	fashion_105368	fashion_105368	640	4	1	10		0					0.000000					2003	0													0
450655	fashion_106168	fashion_106168	641	4	1	10		0					0.000000					2001	0													0
450656	fashion_106268	fashion_106268	642	4	1	10		0					0.000000					2002	0													0
450657	fashion_106368	fashion_106368	643	4	1	10		0					0.000000					2003	0													0
450658	fashion_107168	fashion_107168	644	4	1	10		0					0.000000					2001	0													0
450659	fashion_107268	fashion_107268	645	4	1	10		0					0.000000					2002	0													0
450660	fashion_107368	fashion_107368	646	4	1	10		0					0.000000					2003	0													0
450661	fashion_108168	fashion_108168	647	4	1	10		0					0.000000					2001	0													0
450662	fashion_108268	fashion_108268	648	4	1	10		0					0.000000					2002	0													0
450663	fashion_108368	fashion_108368	649	4	1	10		0					0.000000					2003	0													0
450664	fashion_701201	fashion_701201	650	4	1	10		0					0.000000					2002	0												4	0
450665	fashion_701301	fashion_701301	651	4	1	10		0					0.000000					2003	0												4	0
450666	fashion_702201	fashion_702201	652	4	1	10		0					0.000000					2002	0												4	0
450667	fashion_702301	fashion_702301	653	4	1	10		0					0.000000					2003	0												4	0
450668	fashion_703201	fashion_703201	654	4	1	10		0					0.000000					2002	0												4	0
450669	fashion_703301	fashion_703301	655	4	1	10		0					0.000000					2003	0												4	0
450670	fashion_704201	fashion_704201	656	4	1	10		0					0.000000					2002	0												4	0
450671	fashion_704301	fashion_704301	657	4	1	10		0					0.000000					2003	0												4	0
450672	fashion_705201	fashion_705201	658	4	1	10		0					0.000000					2002	0												4	0
450673	fashion_705301	fashion_705301	659	4	1	10		0					0.000000					2003	0												4	0
450674	fashion_706201	fashion_706201	660	4	1	10		0					0.000000					2002	0												4	0
450675	fashion_706301	fashion_706301	661	4	1	10		0					0.000000					2003	0												4	0
450676	fashion_707201	fashion_707201	662	4	1	10		0					0.000000					2002	0												4	0
450677	fashion_707301	fashion_707301	663	4	1	10		0					0.000000					2003	0												4	0
450678	fashion_708201	fashion_708201	664	4	1	10		0					0.000000					2002	0												4	0
450679	fashion_708301	fashion_708301	665	4	1	10		0					0.000000					2003	0												4	0
450680	fashion_701202	fashion_701202	666	4	1	10		0					0.000000					2002	0												1	0
450681	fashion_701302	fashion_701302	667	4	1	10		0					0.000000					2003	0												1	0
450682	fashion_702202	fashion_702202	668	4	1	10		0					0.000000					2002	0												1	0
450683	fashion_702302	fashion_702302	669	4	1	10		0					0.000000					2003	0												1	0
450684	fashion_703202	fashion_703202	670	4	1	10		0					0.000000					2002	0												1	0
450685	fashion_703302	fashion_703302	671	4	1	10		0					0.000000					2003	0												1	0
450686	fashion_704202	fashion_704202	672	4	1	10		0					0.000000					2002	0												1	0
450687	fashion_704302	fashion_704302	673	4	1	10		0					0.000000					2003	0												1	0
450688	fashion_705202	fashion_705202	674	4	1	10		0					0.000000					2002	0												1	0
450689	fashion_705302	fashion_705302	675	4	1	10		0					0.000000					2003	0												1	0
450690	fashion_706202	fashion_706202	676	4	1	10		0					0.000000					2002	0												1	0
450691	fashion_706302	fashion_706302	677	4	1	10		0					0.000000					2003	0												1	0
450692	fashion_707202	fashion_707202	678	4	1	10		0					0.000000					2002	0												1	0
450693	fashion_707302	fashion_707302	679	4	1	10		0					0.000000					2003	0												1	0
450694	fashion_708202	fashion_708202	680	4	1	10		0					0.000000					2002	0												1	0
450695	fashion_708302	fashion_708302	681	4	1	10		0					0.000000					2003	0												1	0
450799	fashion_101269	fashion_101269	682	4	1	10		0					0.000000					2002	0													0
450800	fashion_101369	fashion_101369	683	4	1	10		0					0.000000					2003	0													0
450801	fashion_102269	fashion_102269	684	4	1	10		0					0.000000					2002	0													0
450802	fashion_102369	fashion_102369	685	4	1	10		0					0.000000					2003	0													0
450803	fashion_103269	fashion_103269	686	4	1	10		0					0.000000					2002	0													0
450804	fashion_103369	fashion_103369	687	4	1	10		0					0.000000					2003	0													0
450805	fashion_104269	fashion_104269	688	4	1	10		0					0.000000					2002	0													0
450806	fashion_104369	fashion_104369	689	4	1	10		0					0.000000					2003	0													0
450807	fashion_105269	fashion_105269	690	4	1	10		0					0.000000					2002	0													0
450808	fashion_105369	fashion_105369	691	4	1	10		0					0.000000					2003	0													0
450809	fashion_106269	fashion_106269	692	4	1	10		0					0.000000					2002	0													0
450810	fashion_106369	fashion_106369	693	4	1	10		0					0.000000					2003	0													0
450811	fashion_107269	fashion_107269	694	4	1	10		0					0.000000					2002	0													0
450812	fashion_107369	fashion_107369	695	4	1	10		0					0.000000					2003	0													0
450712	fashion_108269	fashion_108269	696	4	1	10		0					0.000000					2002	0													0
450713	fashion_108369	fashion_108369	697	4	1	10		0					0.000000					2003	0													0
450714	fashion_101270	fashion_101270	698	4	1	10		0					0.000000					2002	0													0
450715	fashion_101370	fashion_101370	699	4	1	10		0					0.000000					2003	0													0
450716	fashion_102270	fashion_102270	700	4	1	10		0					0.000000					2002	0													0
450717	fashion_102370	fashion_102370	701	4	1	10		0					0.000000					2003	0													0
450718	fashion_103270	fashion_103270	702	4	1	10		0					0.000000					2002	0													0
450719	fashion_103370	fashion_103370	703	4	1	10		0					0.000000					2003	0													0
450720	fashion_104270	fashion_104270	704	4	1	10		0					0.000000					2002	0													0
450721	fashion_104370	fashion_104370	705	4	1	10		0					0.000000					2003	0													0
450722	fashion_105270	fashion_105270	706	4	1	10		0					0.000000					2002	0													0
450723	fashion_105370	fashion_105370	707	4	1	10		0					0.000000					2003	0													0
450724	fashion_106270	fashion_106270	708	4	1	10		0					0.000000					2002	0													0
450725	fashion_106370	fashion_106370	709	4	1	10		0					0.000000					2003	0													0
450726	fashion_107270	fashion_107270	710	4	1	10		0					0.000000					2002	0													0
450727	fashion_107370	fashion_107370	711	4	1	10		0					0.000000					2003	0													0
450728	fashion_108270	fashion_108270	712	4	1	10		0					0.000000					2002	0													0
450729	fashion_108370	fashion_108370	713	4	1	10		0					0.000000					2003	0													0
450730	fashion_101280	fashion_101280	714	4	1	10		0					0.000000					2002	0													0
450731	fashion_101380	fashion_101380	715	4	1	10		0					0.000000					2003	0													0
450732	fashion_102280	fashion_102280	716	4	1	10		0					0.000000					2002	0													0
450733	fashion_102380	fashion_102380	717	4	1	10		0					0.000000					2003	0													0
450734	fashion_103280	fashion_103280	718	4	1	10		0					0.000000					2002	0													0
450735	fashion_103380	fashion_103380	719	4	1	10		0					0.000000					2003	0													0
450736	fashion_104280	fashion_104280	720	4	1	10		0					0.000000					2002	0													0
450737	fashion_104380	fashion_104380	721	4	1	10		0					0.000000					2003	0													0
450738	fashion_105280	fashion_105280	722	4	1	10		0					0.000000					2002	0													0
450739	fashion_105380	fashion_105380	723	4	1	10		0					0.000000					2003	0													0
450740	fashion_106280	fashion_106280	724	4	1	10		0					0.000000					2002	0													0
450741	fashion_106380	fashion_106380	725	4	1	10		0					0.000000					2003	0													0
450742	fashion_107280	fashion_107280	726	4	1	10		0					0.000000					2002	0													0
450743	fashion_107380	fashion_107380	727	4	1	10		0					0.000000					2003	0													0
450744	fashion_108280	fashion_108280	728	4	1	10		0					0.000000					2002	0													0
450745	fashion_108380	fashion_108380	729	4	1	10		0					0.000000					2003	0													0
450746	fashion_101281	fashion_101281	730	4	1	10		0					0.000000					2002	0													0
450747	fashion_101381	fashion_101381	731	4	1	10		0					0.000000					2003	0													0
450748	fashion_102281	fashion_102281	732	4	1	10		0					0.000000					2002	0													0
450749	fashion_102381	fashion_102381	733	4	1	10		0					0.000000					2003	0													0
450750	fashion_103281	fashion_103281	734	4	1	10		0					0.000000					2002	0													0
450751	fashion_103381	fashion_103381	735	4	1	10		0					0.000000					2003	0													0
450752	fashion_104281	fashion_104281	736	4	1	10		0					0.000000					2002	0													0
450753	fashion_104381	fashion_104381	737	4	1	10		0					0.000000					2003	0													0
450754	fashion_105281	fashion_105281	738	4	1	10		0					0.000000					2002	0													0
450755	fashion_105381	fashion_105381	739	4	1	10		0					0.000000					2003	0													0
450756	fashion_106281	fashion_106281	740	4	1	10		0					0.000000					2002	0													0
450757	fashion_106381	fashion_106381	741	4	1	10		0					0.000000					2003	0													0
450758	fashion_107281	fashion_107281	742	4	1	10		0					0.000000					2002	0													0
450759	fashion_107381	fashion_107381	743	4	1	10		0					0.000000					2003	0													0
450760	fashion_108281	fashion_108281	744	4	1	10		0					0.000000					2002	0													0
450761	fashion_108381	fashion_108381	745	4	1	10		0					0.000000					2003	0													0
450762	fashion_101278	fashion_101278	746	4	1	10		0					0.000000					2002	0													0
450763	fashion_101378	fashion_101378	747	4	1	10		0					0.000000					2003	0													0
450764	fashion_102278	fashion_102278	748	4	1	10		0					0.000000					2002	0													0
450765	fashion_102378	fashion_102378	749	4	1	10		0					0.000000					2003	0													0
450766	fashion_103278	fashion_103278	750	4	1	10		0					0.000000					2002	0													0
450767	fashion_103378	fashion_103378	751	4	1	10		0					0.000000					2003	0													0
450768	fashion_104278	fashion_104278	752	4	1	10		0					0.000000					2002	0													0
450769	fashion_104378	fashion_104378	753	4	1	10		0					0.000000					2003	0													0
450770	fashion_105278	fashion_105278	754	4	1	10		0					0.000000					2002	0													0
450771	fashion_105378	fashion_105378	755	4	1	10		0					0.000000					2003	0													0
450772	fashion_106278	fashion_106278	756	4	1	10		0					0.000000					2002	0													0
450773	fashion_106378	fashion_106378	757	4	1	10		0					0.000000					2003	0													0
450774	fashion_107278	fashion_107278	758	4	1	10		0					0.000000					2002	0													0
450775	fashion_107378	fashion_107378	759	4	1	10		0					0.000000					2003	0													0
450776	fashion_108278	fashion_108278	760	4	1	10		0					0.000000					2002	0													0
450777	fashion_108378	fashion_108378	761	4	1	10		0					0.000000					2003	0													0
450778	fashion_101279	fashion_101279	762	4	1	10		0					0.000000					2002	0													0
450779	fashion_101379	fashion_101379	763	4	1	10		0					0.000000					2003	0													0
450780	fashion_102279	fashion_102279	764	4	1	10		0					0.000000					2002	0													0
450781	fashion_102379	fashion_102379	765	4	1	10		0					0.000000					2003	0													0
450782	fashion_103279	fashion_103279	766	4	1	10		0					0.000000					2002	0													0
450783	fashion_103379	fashion_103379	767	4	1	10		0					0.000000					2003	0													0
450784	fashion_104279	fashion_104279	768	4	1	10		0					0.000000					2002	0													0
450785	fashion_104379	fashion_104379	769	4	1	10		0					0.000000					2003	0													0
450786	fashion_105279	fashion_105279	770	4	1	10		0					0.000000					2002	0													0
450787	fashion_105379	fashion_105379	771	4	1	10		0					0.000000					2003	0													0
450788	fashion_106279	fashion_106279	772	4	1	10		0					0.000000					2002	0													0
450789	fashion_106379	fashion_106379	773	4	1	10		0					0.000000					2003	0													0
450790	fashion_107279	fashion_107279	774	4	1	10		0					0.000000					2002	0													0
450791	fashion_107379	fashion_107379	775	4	1	10		0					0.000000					2003	0													0
450792	fashion_108279	fashion_108279	776	4	1	10		0					0.000000					2002	0													0
450793	fashion_108379	fashion_108379	777	4	1	10		0					0.000000					2003	0													0
450813	fashion_301307	fashion_301307	778	4	1	10		0					0.000000					2003	0													0
450814	fashion_302307	fashion_302307	779	4	1	10		0					0.000000					2003	0													0
450815	fashion_303307	fashion_303307	780	4	1	10		0					0.000000					2003	0													0
450816	fashion_304307	fashion_304307	781	4	1	10		0					0.000000					2003	0													0
450817	fashion_305307	fashion_305307	782	4	1	10		0					0.000000					2003	0													0
450818	fashion_306307	fashion_306307	783	4	1	10		0					0.000000					2003	0													0
450819	fashion_307307	fashion_307307	784	4	1	10		0					0.000000					2003	0													0
450820	fashion_308307	fashion_308307	785	4	1	10		0					0.000000					2003	0													0
450059	fashion_301302	fashion_301302	786	4	1	10		0					0.000000					2003	0													0
450060	fashion_301303	fashion_301303	787	4	1	10		0					0.000000					2003	0													0
450121	fashion_302302	fashion_302302	788	4	1	10		0					0.000000					2003	0													0
450122	fashion_302303	fashion_302303	789	4	1	10		0					0.000000					2003	0													0
450182	fashion_303302	fashion_303302	790	4	1	10		0					0.000000					2003	0													0
450183	fashion_303303	fashion_303303	791	4	1	10		0					0.000000					2003	0													0
450241	fashion_304302	fashion_304302	792	4	1	10		0					0.000000					2003	0													0
450242	fashion_304303	fashion_304303	793	4	1	10		0					0.000000					2003	0													0
450300	fashion_305302	fashion_305302	794	4	1	10		0					0.000000					2003	0													0
450301	fashion_305303	fashion_305303	795	4	1	10		0					0.000000					2003	0													0
450352	fashion_306302	fashion_306302	796	4	1	10		0					0.000000					2003	0													0
450353	fashion_306303	fashion_306303	797	4	1	10		0					0.000000					2003	0													0
450411	fashion_307302	fashion_307302	798	4	1	10		0					0.000000					2003	0													0
450412	fashion_307303	fashion_307303	799	4	1	10		0					0.000000					2003	0													0
450469	fashion_308302	fashion_308302	800	4	1	10		0					0.000000					2003	0													0
450470	fashion_308303	fashion_308303	801	4	1	10		0					0.000000					2003	0													0
450481	fashion_100411	fashion_100411	802	4	1	10		0					0.000000					2004	0													0
450482	fashion_100412	fashion_100412	803	4	1	10		0					0.000000					2004	0													0
450490	fashion_100420	fashion_100420	804	4	1	10		0					0.000000					2004	0													0
450492	fashion_100422	fashion_100422	805	4	1	10		0					0.000000					2004	0													0
450501	fashion_100432	fashion_100432	806	4	1	10		0					0.000000					2004	0													0
450502	fashion_100433	fashion_100433	807	4	1	10		0					0.000000					2004	0													0
450503	fashion_100434	fashion_100434	808	4	1	10		0					0.000000					2004	0													0
450505	fashion_100436	fashion_100436	809	4	1	10		0					0.000000					2004	0													0
450605	fashion_100438	fashion_100438	810	4	1	10		0					0.000000					2004	0													0
450606	fashion_100439	fashion_100439	811	4	1	10		0					0.000000					2004	0													0
450504	fashion_100435	fashion_100435	812	4	1	10		0					0.000000					2004	0													0
450639	fashion_100440	fashion_100440	813	4	1	10		0					0.000000					2004	0													0
450696	fashion_100701	fashion_100701	814	4	1	10		0					0.000000					2004	0												1	0
450697	fashion_100702	fashion_100702	815	4	1	10		0					0.000000					2004	0												1	0
450948	fashion_100703	fashion_100703	816	4	1	10		0					0.000000					2004	0												1	0
450949	fashion_100704	fashion_100704	817	4	1	10		0					0.000000					2004	0												1	0
450794	fashion_100441	fashion_100441	818	4	1	10		0					0.000000					2004	0													0
450795	fashion_100442	fashion_100442	819	4	1	10		0					0.000000					2004	0													0
450796	fashion_100443	fashion_100443	820	4	1	10		0					0.000000					2004	0													0
450821	fashion_100445	fashion_100445	821	4	1	10		0					0.000000					2004	0													0
450822	fashion_100444	fashion_100444	822	4	1	10		0					0.000000					2004	0													0
450847	fashion_100446	fashion_100446	823	4	1	10		0					0.000000					2004	0													0
450896	fashion_100447	fashion_100447	824	4	1	10		0					0.000000					2004	0													0
450897	fashion_100448	fashion_100448	825	4	1	10		0					0.000000					2004	0													0
450898	fashion_100449	fashion_100449	826	4	1	10		0					0.000000					2004	0													0
450823	fashion_101182	fashion_101182	827	4	1	10		0					0.000000					2001	0													0
450824	fashion_101282	fashion_101282	828	4	1	10		0					0.000000					2002	0													0
450825	fashion_101382	fashion_101382	829	4	1	10		0					0.000000					2003	0													0
450826	fashion_102182	fashion_102182	830	4	1	10		0					0.000000					2001	0													0
450827	fashion_102282	fashion_102282	831	4	1	10		0					0.000000					2002	0													0
450828	fashion_102382	fashion_102382	832	4	1	10		0					0.000000					2003	0													0
450829	fashion_103182	fashion_103182	833	4	1	10		0					0.000000					2001	0													0
450830	fashion_103282	fashion_103282	834	4	1	10		0					0.000000					2002	0													0
450831	fashion_103382	fashion_103382	835	4	1	10		0					0.000000					2003	0													0
450832	fashion_104182	fashion_104182	836	4	1	10		0					0.000000					2001	0													0
450833	fashion_104282	fashion_104282	837	4	1	10		0					0.000000					2002	0													0
450834	fashion_104382	fashion_104382	838	4	1	10		0					0.000000					2003	0													0
450835	fashion_105182	fashion_105182	839	4	1	10		0					0.000000					2001	0													0
450836	fashion_105282	fashion_105282	840	4	1	10		0					0.000000					2002	0													0
450837	fashion_105382	fashion_105382	841	4	1	10		0					0.000000					2003	0													0
450838	fashion_106182	fashion_106182	842	4	1	10		0					0.000000					2001	0													0
450839	fashion_106282	fashion_106282	843	4	1	10		0					0.000000					2002	0													0
450840	fashion_106382	fashion_106382	844	4	1	10		0					0.000000					2003	0													0
450841	fashion_107182	fashion_107182	845	4	1	10		0					0.000000					2001	0													0
450842	fashion_107282	fashion_107282	846	4	1	10		0					0.000000					2002	0													0
450843	fashion_107382	fashion_107382	847	4	1	10		0					0.000000					2003	0													0
450844	fashion_108182	fashion_108182	848	4	1	10		0					0.000000					2001	0													0
450845	fashion_108282	fashion_108282	849	4	1	10		0					0.000000					2002	0													0
450846	fashion_108382	fashion_108382	850	4	1	10		0					0.000000					2003	0													0
450848	fashion_101183	fashion_101183	851	4	1	10		0					0.000000					2001	0													0
450849	fashion_101283	fashion_101283	852	4	1	10		0					0.000000					2002	0													0
450850	fashion_101383	fashion_101383	853	4	1	10		0					0.000000					2003	0													0
450851	fashion_102183	fashion_102183	854	4	1	10		0					0.000000					2001	0													0
450852	fashion_102283	fashion_102283	855	4	1	10		0					0.000000					2002	0													0
450853	fashion_102383	fashion_102383	856	4	1	10		0					0.000000					2003	0													0
450854	fashion_103183	fashion_103183	857	4	1	10		0					0.000000					2001	0													0
450855	fashion_103283	fashion_103283	858	4	1	10		0					0.000000					2002	0													0
450856	fashion_103383	fashion_103383	859	4	1	10		0					0.000000					2003	0													0
450857	fashion_104183	fashion_104183	860	4	1	10		0					0.000000					2001	0													0
450858	fashion_104283	fashion_104283	861	4	1	10		0					0.000000					2002	0													0
450859	fashion_104383	fashion_104383	862	4	1	10		0					0.000000					2003	0													0
450860	fashion_105183	fashion_105183	863	4	1	10		0					0.000000					2001	0													0
450861	fashion_105283	fashion_105283	864	4	1	10		0					0.000000					2002	0													0
450862	fashion_105383	fashion_105383	865	4	1	10		0					0.000000					2003	0													0
450863	fashion_106183	fashion_106183	866	4	1	10		0					0.000000					2001	0													0
450864	fashion_106283	fashion_106283	867	4	1	10		0					0.000000					2002	0													0
450865	fashion_106383	fashion_106383	868	4	1	10		0					0.000000					2003	0													0
450866	fashion_107183	fashion_107183	869	4	1	10		0					0.000000					2001	0													0
450867	fashion_107283	fashion_107283	870	4	1	10		0					0.000000					2002	0													0
450868	fashion_107383	fashion_107383	871	4	1	10		0					0.000000					2003	0													0
450869	fashion_108183	fashion_108183	872	4	1	10		0					0.000000					2001	0													0
450870	fashion_108283	fashion_108283	873	4	1	10		0					0.000000					2002	0													0
450871	fashion_108383	fashion_108383	874	4	1	10		0					0.000000					2003	0													0
450872	fashion_101184	fashion_101184	875	4	1	10		0					0.000000					2001	0													0
450873	fashion_101284	fashion_101284	876	4	1	10		0					0.000000					2002	0													0
450874	fashion_101384	fashion_101384	877	4	1	10		0					0.000000					2003	0													0
450875	fashion_102184	fashion_102184	878	4	1	10		0					0.000000					2001	0													0
450876	fashion_102284	fashion_102284	879	4	1	10		0					0.000000					2002	0													0
450877	fashion_102384	fashion_102384	880	4	1	10		0					0.000000					2003	0													0
450878	fashion_103184	fashion_103184	881	4	1	10		0					0.000000					2001	0													0
450879	fashion_103284	fashion_103284	882	4	1	10		0					0.000000					2002	0													0
450880	fashion_103384	fashion_103384	883	4	1	10		0					0.000000					2003	0													0
450881	fashion_104184	fashion_104184	884	4	1	10		0					0.000000					2001	0													0
450882	fashion_104284	fashion_104284	885	4	1	10		0					0.000000					2002	0													0
450883	fashion_104384	fashion_104384	886	4	1	10		0					0.000000					2003	0													0
450884	fashion_105184	fashion_105184	887	4	1	10		0					0.000000					2001	0													0
450885	fashion_105284	fashion_105284	888	4	1	10		0					0.000000					2002	0													0
450886	fashion_105384	fashion_105384	889	4	1	10		0					0.000000					2003	0													0
450887	fashion_106184	fashion_106184	890	4	1	10		0					0.000000					2001	0													0
450888	fashion_106284	fashion_106284	891	4	1	10		0					0.000000					2002	0													0
450889	fashion_106384	fashion_106384	892	4	1	10		0					0.000000					2003	0													0
450890	fashion_107184	fashion_107184	893	4	1	10		0					0.000000					2001	0													0
450891	fashion_107284	fashion_107284	894	4	1	10		0					0.000000					2002	0													0
450892	fashion_107384	fashion_107384	895	4	1	10		0					0.000000					2003	0													0
450893	fashion_108184	fashion_108184	896	4	1	10		0					0.000000					2001	0													0
450894	fashion_108284	fashion_108284	897	4	1	10		0					0.000000					2002	0													0
450895	fashion_108384	fashion_108384	898	4	1	10		0					0.000000					2003	0													0
450899	fashion_101285	fashion_101285	899	4	1	10		0					0.000000					2002	0													0
450900	fashion_101385	fashion_101385	900	4	1	10		0					0.000000					2003	0													0
450901	fashion_102285	fashion_102285	901	4	1	10		0					0.000000					2002	0													0
450902	fashion_102385	fashion_102385	902	4	1	10		0					0.000000					2003	0													0
450903	fashion_103285	fashion_103285	903	4	1	10		0					0.000000					2002	0													0
450904	fashion_103385	fashion_103385	904	4	1	10		0					0.000000					2003	0													0
450905	fashion_104285	fashion_104285	905	4	1	10		0					0.000000					2002	0													0
450906	fashion_104385	fashion_104385	906	4	1	10		0					0.000000					2003	0													0
450907	fashion_105285	fashion_105285	907	4	1	10		0					0.000000					2002	0													0
450908	fashion_105385	fashion_105385	908	4	1	10		0					0.000000					2003	0													0
450909	fashion_106285	fashion_106285	909	4	1	10		0					0.000000					2002	0													0
450910	fashion_106385	fashion_106385	910	4	1	10		0					0.000000					2003	0													0
450911	fashion_107285	fashion_107285	911	4	1	10		0					0.000000					2002	0													0
450912	fashion_107385	fashion_107385	912	4	1	10		0					0.000000					2003	0													0
450913	fashion_108285	fashion_108285	913	4	1	10		0					0.000000					2002	0													0
450914	fashion_108385	fashion_108385	914	4	1	10		0					0.000000					2003	0													0
450915	fashion_100450	fashion_100450	915	4	1	10		0					0.000000					2004	0													0
450916	fashion_100451	fashion_100451	916	4	1	10		0					0.000000					2004	0													0
450917	fashion_100452	fashion_100452	917	4	1	10		0					0.000000					2004	0													0
